geo,all_forms_of_tb_number_of_new_cases_reported,time
mar,28280,2001
mar,29800,2002
mar,26790,2003
mar,25910,2004
mar,26270,2005
mar,26100,2006
mar,25560,2007
moz,7457,1980
moz,6984,1981
moz,5787,1982
moz,5937,1983
moz,5204,1984
moz,5645,1985
moz,8263,1986
moz,11000,1987
moz,13860,1988
moz,15960,1989
moz,15900,1990
moz,16610,1991
moz,15080,1992
moz,16590,1993
moz,17160,1994
moz,17880,1995
moz,18440,1996
moz,18840,1997
moz,19670,1998
moz,20570,1999
moz,21160,2000
moz,22100,2001
moz,25540,2002
moz,28600,2003
moz,31150,2004
moz,33230,2005
moz,35260,2006
moz,37650,2007
mmr,12740,1980
mmr,12460,1981
mmr,12070,1982
mmr,11010,1983
mmr,11040,1984
mmr,10510,1985
mmr,10840,1986
mmr,11990,1987
mmr,9348,1988
mmr,10940,1989
mmr,12420,1990
mmr,14900,1991
mmr,17000,1992
mmr,19010,1993
mmr,15580,1994
mmr,18230,1995
mmr,22200,1996
mmr,17120,1997
mmr,14760,1998
mmr,19630,1999
mmr,30840,2000
mmr,42840,2001
mmr,57010,2002
mmr,75740,2003
mmr,96660,2004
mmr,107000,2005
mmr,122500,2006
mmr,129100,2007
nam,4840,1985
nam,4427,1986
nam,3640,1987
nam,2815,1988
nam,3703,1989
nam,2671,1990
nam,2500,1991
nam,1756,1992
nam,5500,1993
nam,1540,1995
nam,9625,1996
nam,9947,1997
nam,11150,1998
nam,10040,1999
nam,10800,2000
nam,13060,2001
nam,13280,2002
nam,14490,2003
nam,15030,2004
nam,14920,2005
nam,14670,2006
nam,15200,2007
nru,0,1980
nru,2,1981
nru,8,1982
nru,0,1983
nru,0,1984
nru,0,1985
nru,8,1986
nru,6,1987
nru,8,1988
nru,0,1989
nru,7,1990
nru,4,1994
nru,2,1999
nru,4,2000
nru,3,2001
nru,5,2002
nru,3,2003
nru,11,2005
nru,12,2006
nru,3,2007
npl,1020,1980
npl,337,1981
npl,1459,1982
npl,700,1983
npl,190,1984
npl,52,1985
npl,252,1986
npl,1012,1987
npl,1603,1988
npl,11000,1989
npl,10140,1990
npl,8983,1991
npl,13160,1993
npl,15570,1994
npl,19800,1995
npl,22970,1996
npl,24160,1997
npl,24140,1998
npl,27360,1999
npl,29520,2000
npl,29520,2001
npl,30360,2002
npl,30920,2003
npl,31980,2004
npl,33450,2005
npl,32670,2006
npl,32940,2007
nld,1701,1980
nld,1734,1981
nld,1514,1982
nld,1423,1983
nld,1400,1984
nld,1362,1985
nld,1238,1986
nld,1227,1987
nld,1341,1988
nld,1317,1989
nld,1369,1990
nld,1345,1991
nld,1465,1992
nld,1587,1993
nld,1811,1994
nld,1619,1995
nld,1678,1996
nld,1486,1997
nld,1341,1998
nld,1398,1999
nld,1244,2000
nld,1408,2001
nld,1355,2002
nld,1282,2003
nld,1316,2004
nld,1127,2005
nld,1002,2006
nld,930,2007
ant,5,1996
ant,14,1997
ant,7,1998
ant,4,1999
ant,5,2000
ant,9,2001
ant,15,2002
ant,9,2003
ant,11,2004
ant,5,2006
ncl,108,1980
ncl,128,1981
ncl,120,1982
ncl,171,1983
ncl,144,1984
ncl,104,1985
ncl,98,1986
ncl,74,1987
ncl,111,1988
ncl,128,1989
ncl,143,1990
ncl,140,1991
ncl,140,1992
ncl,104,1993
ncl,97,1994
ncl,87,1995
ncl,104,1996
ncl,88,1997
ncl,90,1998
ncl,78,1999
ncl,94,2000
ncl,61,2001
ncl,65,2002
ncl,38,2003
ncl,61,2004
ncl,47,2005
ncl,48,2006
ncl,47,2007
nzl,474,1980
nzl,448,1981
nzl,437,1982
nzl,415,1983
nzl,404,1984
nzl,359,1985
nzl,320,1986
nzl,296,1987
nzl,295,1988
nzl,303,1989
nzl,348,1990
nzl,335,1991
nzl,317,1992
nzl,274,1993
nzl,352,1994
nzl,391,1995
nzl,352,1996
nzl,321,1997
nzl,365,1998
nzl,447,1999
nzl,344,2000
nzl,377,2001
nzl,329,2002
nzl,386,2003
nzl,371,2004
nzl,332,2005
nzl,344,2006
nzl,274,2007
nic,1300,1980
nic,3723,1981
nic,3082,1982
nic,2773,1983
nic,2705,1984
nic,2604,1985
nic,2617,1986
nic,2983,1987
nic,2737,1988
nic,3106,1989
nic,2944,1990
nic,2797,1991
nic,2885,1992
nic,2798,1993
nic,2750,1994
nic,2842,1995
nic,3003,1996
nic,2806,1997
nic,2604,1998
nic,2558,1999
nic,2402,2000
nic,2447,2001
nic,2092,2002
nic,2283,2003
nic,2220,2004
nic,1907,2005
nic,1997,2006
nic,2303,2007
ner,717,1980
ner,2871,1981
ner,754,1982
ner,673,1983
ner,665,1984
ner,698,1985
ner,570,1986
ner,556,1987
ner,631,1988
ner,608,1989
ner,5200,1990
ner,626,1993
ner,3784,1994
ner,1980,1995
ner,4021,1997
ner,5046,1998
ner,3900,1999
ner,4701,2000
ner,5115,2001
ner,5185,2002
ner,7078,2003
ner,6822,2004
ner,7873,2005
ner,8474,2006
ner,9276,2007
nga,9877,1980
nga,10840,1981
nga,10950,1982
nga,10210,1983
nga,11440,1984
nga,14940,1985
nga,14070,1986
nga,19720,1987
nga,25700,1988
nga,13340,1989
nga,20120,1990
nga,19630,1991
nga,14800,1992
nga,11600,1993
nga,8449,1994
nga,13420,1995
nga,15020,1996
nga,16660,1997
nga,20250,1998
nga,24160,1999
nga,25820,2000
nga,45840,2001
nga,38630,2002
nga,44180,2003
nga,57250,2004
nga,62600,2005
nga,70730,2006
nga,82420,2007
niu,1,1980
niu,0,1981
niu,2,1982
niu,3,1983
niu,1,1984
niu,0,1985
niu,5,1986
niu,0,1987
niu,3,1988
niu,0,1990
niu,2,1992
niu,1,1993
niu,2,1994
niu,0,1995
niu,2,1996
niu,0,1997
niu,0,1998
niu,1,1999
niu,0,2000
niu,0,2001
niu,4,2002
niu,0,2003
niu,0,2004
niu,0,2005
niu,0,2006
niu,0,2007
mnp,26,1981
mnp,75,1982
mnp,74,1983
mnp,58,1984
mnp,64,1985
mnp,16,1986
mnp,56,1987
mnp,27,1988
mnp,28,1989
mnp,28,1990
mnp,67,1992
mnp,46,1994
mnp,48,1995
mnp,51,1996
mnp,93,1997
mnp,97,1998
mnp,66,1999
mnp,75,2000
mnp,58,2001
mnp,53,2002
mnp,45,2003
mnp,53,2004
mnp,57,2005
mnp,51,2006
mnp,44,2007
nor,499,1980
nor,461,1981
nor,448,1982
nor,396,1983
nor,373,1984
nor,374,1985
nor,343,1986
nor,307,1987
nor,294,1988
nor,255,1989
nor,285,1990
nor,290,1991
nor,288,1992
nor,256,1993
nor,242,1994
nor,236,1995
nor,217,1996
nor,205,1997
nor,244,1998
nor,213,1999
nor,221,2000
nor,276,2001
nor,243,2002
nor,320,2003
nor,278,2004
nor,269,2005
nor,276,2006
nor,282,2007
omn,1872,1980
omn,928,1981
omn,897,1982
omn,802,1983
omn,843,1984
omn,861,1985
omn,1265,1986
omn,616,1987
omn,477,1988
omn,478,1989
omn,482,1990
omn,442,1991
omn,367,1992
omn,281,1993
omn,304,1994
omn,276,1995
omn,300,1996
omn,298,1997
omn,287,1998
omn,249,1999
omn,321,2000
omn,292,2001
omn,290,2002
omn,255,2003
omn,292,2004
omn,261,2005
omn,339,2006
omn,328,2007
pak,316300,1980
pak,324600,1981
pak,326500,1982
pak,117700,1983
pak,91570,1984
pak,111400,1985
pak,149000,1986
pak,179500,1987
pak,194300,1988
pak,170600,1989
pak,156800,1990
pak,194300,1991
pak,73180,1993
pak,13140,1995
pak,4307,1996
pak,89600,1998
pak,20940,1999
pak,11050,2000
pak,34070,2001
pak,52760,2002
pak,70480,2003
pak,94330,2004
pak,142200,2005
pak,176700,2006
pak,230500,2007
plw,17,1980
plw,10,1981
plw,17,1982
plw,14,1983
plw,20,1984
plw,26,1985
plw,13,1986
plw,38,1987
plw,17,1988
plw,3,1989
plw,6,1991
plw,4,1992
plw,25,1993
plw,41,1994
plw,19,1995
plw,5,1996
plw,15,1997
plw,32,1999
plw,11,2002
plw,9,2003
plw,5,2004
plw,10,2005
plw,12,2006
plw,11,2007
pan,643,1980
pan,580,1981
pan,580,1982
pan,429,1983
pan,413,1984
pan,614,1985
pan,709,1986
pan,765,1987
pan,770,1988
pan,672,1989
pan,846,1990
pan,863,1991
pan,750,1992
pan,1146,1993
pan,827,1994
pan,1300,1995
pan,1314,1996
pan,1473,1997
pan,1422,1998
pan,1387,1999
pan,1169,2000
pan,1711,2001
pan,1575,2002
pan,1620,2003
pan,1701,2004
pan,1637,2005
pan,1636,2006
pan,1596,2007
png,2525,1980
png,2508,1981
png,2742,1982
png,2955,1983
png,3505,1984
png,3453,1985
png,2877,1986
png,2251,1987
png,4261,1988
png,3396,1989
png,2497,1990
png,3401,1991
png,2540,1992
png,7451,1993
png,5335,1994
png,8041,1995
png,3195,1996
png,7977,1997
png,11290,1998
png,13000,1999
png,10520,2000
png,12660,2001
png,11200,2002
png,12800,2003
png,12740,2004
png,12560,2005
png,12620,2006
png,15000,2007
pry,1354,1980
pry,1388,1981
pry,1415,1982
pry,1800,1983
pry,1718,1984
pry,1931,1985
pry,1628,1986
pry,1502,1987
pry,1438,1988
pry,2270,1989
pry,2167,1990
pry,2283,1991
pry,1927,1992
pry,2037,1993
pry,1850,1994
pry,1745,1995
pry,2072,1996
pry,1946,1997
pry,1831,1998
pry,2115,1999
pry,1950,2000
pry,2073,2001
pry,2107,2002
pry,2175,2003
pry,2298,2004
pry,2075,2005
pry,2447,2006
pry,2269,2007
per,16010,1980
per,21920,1981
per,21580,1982
per,22750,1983
per,22790,1984
per,24440,1985
per,24700,1986
per,30570,1987
per,36910,1988
per,35690,1989
per,37900,1990
per,40580,1991
per,52550,1992
per,51680,1993
per,48600,1994
per,45310,1995
per,41740,1996
per,42060,1997
per,43720,1998
per,40340,1999
per,38660,2000
per,37200,2001
per,36090,2002
per,31270,2003
per,33080,2004
per,33420,2005
per,34310,2006
per,32410,2007
phl,112300,1980
phl,116800,1981
phl,104700,1982
phl,106300,1983
phl,151900,1984
phl,151000,1985
phl,153100,1986
phl,163700,1987
phl,183100,1988
phl,217300,1989
phl,317000,1990
phl,207400,1991
phl,236200,1992
phl,178100,1993
phl,180000,1994
phl,119200,1995
phl,165500,1996
phl,195800,1997
phl,162400,1998
phl,145800,1999
phl,119900,2000
phl,107100,2001
phl,118400,2002
phl,132800,2003
phl,130500,2004
phl,137100,2005
phl,147300,2006
phl,140600,2007
pol,25810,1980
pol,24090,1981
pol,23680,1982
pol,23410,1983
pol,22530,1984
pol,21650,1985
pol,20600,1986
pol,19760,1987
pol,18540,1988
pol,16180,1989
pol,16140,1990
pol,16500,1991
pol,16550,1992
pol,16830,1993
pol,16650,1994
pol,15960,1995
pol,15360,1996
pol,13970,1997
pol,13300,1998
pol,12170,1999
pol,10930,2000
pol,10150,2001
pol,10070,2002
pol,9677,2003
pol,8698,2004
pol,8203,2005
pol,8017,2006
pol,8019,2007
prt,6873,1980
prt,7249,1981
prt,7309,1982
prt,7052,1983
prt,6908,1984
prt,6889,1985
prt,6624,1986
prt,7099,1987
prt,6363,1988
prt,6664,1989
prt,6214,1990
prt,5980,1991
prt,5927,1992
prt,5447,1993
prt,5619,1994
prt,5577,1995
prt,5248,1996
prt,5110,1997
prt,5260,1998
prt,4599,1999
prt,4227,2000
prt,4320,2001
prt,4381,2002
prt,3861,2003
prt,3600,2004
prt,3303,2005
prt,3218,2006
prt,2952,2007
pri,686,1980
pri,521,1981
pri,473,1982
pri,452,1983
pri,418,1984
pri,338,1985
pri,363,1986
pri,303,1987
pri,275,1988
pri,314,1989
pri,159,1990
pri,241,1991
pri,256,1993
pri,274,1994
pri,262,1995
pri,222,1996
pri,257,1997
pri,201,1998
pri,200,1999
pri,174,2000
pri,121,2001
pri,129,2002
pri,115,2003
pri,123,2004
pri,113,2005
pri,112,2006
pri,98,2007
qat,257,1980
qat,213,1981
qat,172,1982
qat,206,1983
qat,203,1984
qat,250,1985
qat,220,1986
qat,248,1987
qat,223,1988
qat,191,1989
qat,184,1990
qat,195,1991
qat,200,1993
qat,304,1995
qat,257,1996
qat,212,1997
qat,253,1998
qat,259,1999
qat,279,2000
qat,284,2001
qat,278,2002
qat,276,2003
qat,272,2004
qat,325,2005
qat,339,2006
qat,399,2007
kor,89800,1980
kor,98530,1981
kor,100900,1982
kor,91570,1983
kor,85670,1984
kor,87170,1985
kor,88790,1986
kor,87420,1987
kor,74460,1988
kor,70010,1989
kor,63900,1990
kor,57860,1991
kor,48070,1992
kor,47000,1993
kor,38160,1994
kor,42120,1995
kor,39320,1996
kor,33220,1997
kor,34660,1998
kor,32080,1999
kor,21780,2000
kor,37270,2001
kor,34970,2002
kor,33840,2003
kor,34390,2004
kor,38290,2005
kor,37860,2006
kor,37550,2007
mda,2781,1980
mda,2852,1981
mda,3197,1982
mda,2858,1983
mda,2554,1984
mda,2732,1985
mda,3022,1986
mda,2810,1987
mda,2510,1988
mda,2281,1989
mda,1728,1990
mda,1910,1991
mda,1835,1992
mda,2426,1993
mda,2626,1994
mda,2925,1995
mda,2922,1996
mda,2908,1997
mda,2625,1998
mda,2711,1999
mda,2935,2000
mda,3608,2001
mda,3769,2002
mda,3619,2003
mda,4806,2004
mda,5141,2005
mda,4990,2006
mda,4857,2007
rou,13550,1980
rou,13600,1981
rou,13590,1982
rou,13570,1983
rou,12950,1984
rou,12680,1985
rou,12860,1986
rou,13360,1987
rou,14140,1988
rou,14680,1989
rou,16260,1990
rou,15480,1991
rou,18100,1992
rou,20350,1993
rou,21420,1994
rou,23270,1995
rou,24190,1996
rou,23900,1997
rou,25760,1998
rou,26110,1999
rou,27470,2000
rou,28580,2001
rou,29750,2002
rou,28340,2003
rou,28570,2004
rou,26100,2005
rou,24300,2006
rou,22590,2007
rus,74270,1980
rus,73370,1981
rus,72240,1982
rus,73280,1983
rus,74600,1984
rus,64640,1985
rus,71760,1986
rus,70130,1987
rus,67550,1988
rus,62990,1989
rus,50640,1990
rus,50410,1991
rus,53150,1992
rus,63590,1993
rus,70820,1994
rus,84980,1995
rus,111100,1996
rus,119100,1997
rus,110900,1998
rus,134400,1999
rus,140700,2000
rus,132500,2001
rus,128900,2002
rus,124000,2003
rus,121400,2004
rus,127900,2005
rus,124700,2006
rus,127300,2007
rwa,1495,1980
rwa,1386,1981
rwa,1364,1983
rwa,1419,1984
rwa,1327,1985
rwa,2460,1986
rwa,3287,1987
rwa,4145,1988
rwa,4741,1989
rwa,6387,1990
rwa,3200,1991
rwa,3054,1995
rwa,3535,1996
rwa,4710,1997
rwa,6112,1998
rwa,6483,1999
rwa,6093,2000
rwa,5473,2001
rwa,6011,2002
rwa,6812,2003
rwa,6487,2004
rwa,7220,2005
rwa,8117,2006
rwa,7638,2007
kna,7,1980
kna,4,1981
kna,6,1982
kna,2,1983
kna,3,1984
kna,0,1985
kna,0,1986
kna,0,1987
kna,0,1988
kna,0,1989
kna,0,1990
kna,1,1991
kna,4,1992
kna,6,1993
kna,2,1994
kna,5,1995
kna,3,1996
kna,12,1997
kna,5,1998
kna,3,1999
kna,0,2000
kna,2,2001
kna,3,2002
kna,1,2003
kna,2,2004
kna,0,2005
kna,1,2006
kna,4,2007
lca,41,1980
lca,39,1981
lca,37,1982
lca,48,1983
lca,55,1984
lca,21,1985
lca,34,1986
lca,25,1987
lca,32,1988
lca,28,1989
lca,13,1990
lca,25,1991
lca,26,1992
lca,24,1994
lca,11,1995
lca,35,1996
lca,22,1997
lca,20,1998
lca,16,1999
lca,9,2000
lca,15,2001
lca,17,2002
lca,14,2003
lca,15,2004
lca,14,2005
lca,15,2006
lca,19,2007
vct,78,1980
vct,11,1981
vct,14,1982
vct,4,1983
vct,23,1984
vct,14,1985
vct,9,1986
vct,3,1987
vct,6,1988
vct,3,1989
vct,2,1990
vct,1,1991
vct,4,1992
vct,13,1993
vct,0,1994
vct,13,1995
vct,6,1996
vct,6,1997
vct,8,1998
vct,9,1999
vct,16,2000
vct,10,2001
vct,10,2002
vct,14,2003
vct,8,2004
vct,7,2005
vct,13,2006
vct,12,2007
wsm,59,1980
wsm,49,1981
wsm,43,1982
wsm,41,1983
wsm,37,1984
wsm,43,1985
wsm,65,1986
wsm,29,1987
wsm,29,1988
wsm,37,1989
wsm,44,1990
wsm,44,1991
wsm,26,1992
wsm,49,1993
wsm,45,1994
wsm,45,1995
wsm,31,1996
wsm,32,1997
wsm,22,1998
wsm,31,1999
wsm,43,2000
wsm,22,2001
wsm,31,2002
wsm,27,2003
wsm,34,2004
wsm,24,2005
wsm,25,2006
smr,1,1990
smr,1,1991
smr,3,1993
smr,2,1994
smr,2,1995
smr,0,1996
smr,1,1997
smr,0,1998
smr,0,1999
smr,1,2000
smr,0,2001
smr,1,2002
smr,1,2003
smr,0,2004
stp,131,1980
stp,37,1981
stp,40,1982
stp,59,1983
stp,49,1984
stp,40,1985
stp,8,1986
stp,55,1987
stp,13,1988
stp,17,1990
stp,120,1991
stp,97,1993
stp,41,1994
stp,106,1998
stp,96,1999
stp,97,2000
stp,97,2001
stp,94,2002
stp,457,2003
stp,121,2004
stp,136,2005
stp,153,2006
stp,93,2007
sau,10960,1980
sau,8263,1981
sau,8529,1982
sau,7551,1983
sau,7163,1984
sau,3966,1985
sau,3696,1986
sau,3029,1987
sau,2433,1988
sau,2583,1989
sau,2415,1990
sau,2221,1991
sau,2016,1992
sau,2386,1993
sau,2518,1994
sau,3138,1997
sau,3235,1998
sau,3507,1999
sau,3452,2000
sau,3327,2001
sau,3374,2002
sau,3317,2003
sau,3312,2004
sau,3539,2005
sau,3774,2006
sau,3955,2007
sen,2014,1980
sen,2573,1981
sen,1612,1982
sen,2417,1983
sen,1065,1985
sen,927,1986
sen,6145,1987
sen,5611,1988
sen,5965,1989
sen,4977,1990
sen,6781,1991
sen,7408,1992
sen,6841,1993
sen,6913,1994
sen,7561,1995
sen,8525,1996
sen,8322,1997
sen,8475,1998
sen,7488,1999
sen,8508,2000
sen,8554,2001
sen,8366,2002
sen,9380,2003
sen,9098,2004
sen,9765,2005
sen,10130,2006
sen,10300,2007
syc,16,1980
syc,0,1981
syc,16,1982
syc,16,1983
syc,10,1984
syc,10,1985
syc,24,1986
syc,14,1987
syc,10,1988
syc,6,1989
syc,41,1990
syc,5,1993
syc,8,1995
syc,15,1996
syc,18,1997
syc,11,1998
syc,21,1999
syc,20,2000
syc,19,2001
syc,29,2002
syc,10,2003
syc,18,2004
syc,14,2005
sle,750,1980
sle,847,1981
sle,889,1982
sle,293,1983
sle,816,1984
sle,865,1985
sle,358,1986
sle,130,1987
sle,120,1988
sle,632,1990
sle,1466,1991
sle,1665,1992
sle,2691,1993
sle,2564,1994
sle,1955,1995
sle,3241,1996
sle,3160,1997
sle,3270,1998
sle,3760,2000
sle,4673,2001
sle,4793,2002
sle,5289,2003
sle,5710,2004
sle,6737,2005
sle,8041,2006
sle,9418,2007
sgp,2710,1980
sgp,2425,1981
sgp,2179,1982
sgp,2065,1983
sgp,2143,1984
sgp,1952,1985
sgp,1760,1986
sgp,1616,1987
sgp,1666,1988
sgp,1617,1989
sgp,1591,1990
sgp,1841,1991
sgp,1778,1992
sgp,1830,1993
sgp,1677,1994
sgp,1889,1995
sgp,1951,1996
sgp,1977,1997
sgp,2120,1998
sgp,1805,1999
sgp,1728,2000
sgp,1536,2001
sgp,1516,2002
sgp,1581,2003
sgp,1414,2004
sgp,1356,2005
sgp,1313,2006
sgp,1359,2007
svk,2465,1980
svk,2304,1981
svk,2263,1982
svk,2252,1983
svk,2152,1984
svk,1989,1985
svk,2022,1986
svk,1830,1987
svk,1651,1988
svk,1501,1989
svk,1448,1990
svk,1620,1991
svk,1733,1992
svk,1799,1993
svk,1760,1994
svk,1540,1995
svk,1503,1996
svk,1298,1997
svk,1282,1998
svk,1100,1999
svk,1010,2000
svk,986,2001
svk,975,2002
svk,904,2003
svk,664,2004
svk,710,2005
svk,673,2006
svk,622,2007
svn,1085,1980
svn,939,1981
svn,982,1982
svn,925,1983
svn,896,1984
svn,923,1985
svn,816,1986
svn,792,1987
svn,760,1988
svn,768,1989
svn,722,1990
svn,583,1991
svn,640,1992
svn,646,1993
svn,526,1994
svn,525,1995
svn,563,1996
svn,481,1997
svn,449,1998
svn,423,1999
svn,368,2000
svn,359,2001
svn,338,2002
svn,275,2003
svn,249,2004
svn,269,2005
svn,207,2006
svn,212,2007
slb,266,1980
slb,313,1981
slb,324,1982
slb,302,1983
slb,337,1984
slb,377,1985
slb,292,1986
slb,334,1987
slb,372,1988
slb,488,1989
slb,382,1990
slb,309,1991
slb,364,1992
slb,367,1993
slb,332,1994
slb,352,1995
slb,299,1996
slb,318,1997
slb,295,1998
slb,289,1999
slb,302,2000
slb,292,2001
slb,256,2002
slb,293,2003
slb,340,2004
slb,397,2005
slb,371,2006
slb,397,2007
som,2838,1983
som,2719,1984
som,2722,1985
som,3079,1986
som,7322,1987
som,2728,1988
som,1323,1989
som,2023,1994
som,2504,1995
som,3920,1996
som,4450,1997
som,4320,1998
som,4802,1999
som,5686,2000
som,6852,2001
som,7391,2002
som,9278,2003
som,11750,2004
som,12900,2005
som,11860,2006
som,11130,2007
zaf,55310,1980
zaf,59940,1981
zaf,64120,1982
zaf,62560,1983
zaf,62720,1984
zaf,59350,1985
zaf,55010,1986
zaf,57410,1987
zaf,61490,1988
zaf,68080,1989
zaf,80400,1990
zaf,77650,1991
zaf,82540,1992
zaf,89790,1993
zaf,90290,1994
zaf,73920,1995
zaf,109300,1996
zaf,125900,1997
zaf,142300,1998
zaf,148200,1999
zaf,151200,2000
zaf,148300,2001
zaf,215100,2002
zaf,227300,2003
zaf,267300,2004
zaf,270200,2005
zaf,303100,2006
zaf,315300,2007
esp,4853,1980
esp,5552,1981
esp,7961,1982
esp,8987,1983
esp,10080,1984
esp,10750,1985
esp,13760,1986
esp,9468,1987
esp,8497,1988
esp,8058,1989
esp,7600,1990
esp,9007,1991
esp,9703,1992
esp,9441,1993
esp,8764,1995
esp,8331,1996
esp,9347,1997
esp,8927,1998
esp,8393,1999
esp,7993,2000
esp,6851,2001
esp,7283,2002
esp,7343,2003
esp,6015,2004
esp,7281,2005
esp,7815,2006
esp,7347,2007
lka,6212,1980
lka,6288,1981
lka,7334,1982
lka,6666,1983
lka,6376,1984
lka,5889,1985
lka,6596,1986
lka,6411,1987
lka,6092,1988
lka,6429,1989
lka,6666,1990
lka,6174,1991
lka,6802,1992
lka,6809,1993
lka,6132,1994
lka,5956,1995
lka,5366,1996
lka,6542,1997
lka,6925,1998
lka,7157,1999
lka,8413,2000
lka,7499,2001
lka,8939,2002
lka,8998,2003
lka,8562,2004
lka,9249,2005
lka,8510,2006
lka,8718,2007
sdn,32970,1980
sdn,47430,1981
sdn,1509,1985
sdn,2460,1986
sdn,800,1987
sdn,693,1988
sdn,701,1989
sdn,212,1990
sdn,16420,1991
sdn,19500,1992
sdn,37520,1993
sdn,23180,1994
sdn,14320,1995
sdn,20230,1996
sdn,20890,1997
sdn,22320,1998
sdn,26880,1999
sdn,24810,2000
sdn,24000,2001
sdn,24550,2002
sdn,25100,2003
sdn,26570,2004
sdn,27560,2005
sdn,28940,2006
sdn,29270,2007
sur,78,1980
sur,81,1981
sur,56,1982
sur,78,1983
sur,76,1984
sur,50,1985
sur,60,1986
sur,77,1987
sur,77,1988
sur,70,1989
sur,82,1990
sur,47,1991
sur,58,1992
sur,45,1993
sur,53,1994
sur,53,1996
sur,76,1997
sur,85,1998
sur,95,1999
sur,89,2000
sur,75,2001
sur,97,2002
sur,95,2003
sur,97,2004
sur,117,2005
sur,127,2006
swz,143,1981
swz,3059,1982
swz,1955,1983
swz,1098,1987
swz,1352,1988
swz,1394,1989
swz,1531,1991
swz,1458,1993
swz,2050,1995
swz,2364,1996
swz,3022,1997
swz,3653,1998
swz,4167,1999
swz,5877,2000
swz,6118,2001
swz,6748,2002
swz,7749,2003
swz,8071,2004
swz,8062,2005
swz,8278,2006
swz,8888,2007
swe,926,1980
swe,875,1981
swe,784,1982
swe,832,1983
swe,754,1984
swe,702,1985
swe,640,1986
swe,545,1987
swe,536,1988
swe,595,1989
swe,557,1990
swe,521,1991
swe,610,1992
swe,616,1993
swe,537,1994
swe,564,1995
swe,497,1996
swe,456,1997
swe,446,1998
swe,479,1999
swe,417,2000
swe,394,2001
swe,375,2002
swe,386,2003
swe,416,2004
swe,539,2005
swe,489,2006
swe,460,2007
che,1160,1980
che,1193,1981
che,1167,1982
che,1097,1983
che,946,1984
che,961,1985
che,881,1986
che,1018,1987
che,1201,1988
che,1104,1989
che,1278,1990
che,1134,1991
che,987,1992
che,930,1993
che,924,1994
che,830,1995
che,765,1996
che,747,1997
che,750,1998
che,756,1999
che,544,2000
che,539,2001
che,591,2002
che,554,2003
che,528,2004
che,508,2005
che,461,2006
che,425,2007
syr,1689,1980
syr,1908,1981
syr,1838,1982
syr,1867,1983
syr,2111,1984
syr,2163,1985
syr,3942,1986
syr,4290,1987
syr,4952,1988
syr,5504,1989
syr,6018,1990
syr,5651,1991
syr,5437,1992
syr,5127,1994
syr,4404,1995
syr,5200,1996
syr,4972,1997
syr,5417,1998
syr,5447,1999
syr,5090,2000
syr,4997,2001
syr,4766,2002
syr,4820,2003
syr,4588,2004
syr,4310,2005
syr,3931,2006
syr,4087,2007
tjk,2647,1980
tjk,2631,1981
tjk,2628,1982
tjk,2509,1983
tjk,2427,1984
tjk,2485,1985
tjk,2610,1986
tjk,2727,1987
tjk,2474,1988
tjk,2621,1989
tjk,2460,1990
tjk,2116,1991
tjk,1671,1992
tjk,652,1993
tjk,892,1994
tjk,2029,1995
tjk,1647,1996
tjk,2143,1997
tjk,2448,1998
tjk,2553,1999
tjk,2779,2000
tjk,3508,2001
tjk,4052,2002
tjk,4260,2003
tjk,4529,2004
tjk,5460,2005
tjk,5362,2006
tjk,6297,2007
tha,45700,1980
tha,49450,1981
tha,48550,1982
tha,65410,1983
tha,69240,1984
tha,77610,1985
tha,52150,1986
tha,51840,1987
tha,50020,1988
tha,44550,1989
tha,46510,1990
tha,43860,1991
tha,47700,1992
tha,49670,1993
tha,47770,1994
tha,45430,1995
tha,39870,1996
tha,30260,1997
tha,15850,1998
tha,29410,1999
tha,34190,2000
tha,49660,2001
tha,49580,2002
tha,54500,2003
tha,55310,2004
tha,57900,2005
tha,56230,2006
tha,54790,2007
mkd,1602,1992
mkd,1712,1993
mkd,728,1994
mkd,786,1995
mkd,724,1996
mkd,693,1997
mkd,620,1998
mkd,557,1999
mkd,641,2000
mkd,648,2001
mkd,686,2002
mkd,653,2003
mkd,644,2004
mkd,598,2005
mkd,561,2006
mkd,526,2007
tls,2760,2002
tls,2760,2003
tls,3716,2004
tls,3767,2005
tls,3586,2006
tls,3255,2007
tgo,208,1980
tgo,126,1981
tgo,204,1982
tgo,174,1983
tgo,343,1984
tgo,745,1985
tgo,596,1986
tgo,1184,1987
tgo,1071,1988
tgo,940,1989
tgo,1324,1990
tgo,1243,1991
tgo,1223,1992
tgo,1005,1993
tgo,1137,1994
tgo,1520,1995
tgo,1654,1996
tgo,1623,1997
tgo,1250,1998
tgo,1249,1999
tgo,1409,2000
tgo,1645,2002
tgo,1815,2003
tgo,2212,2004
tgo,2537,2005
tgo,2819,2006
tgo,2436,2007
tkl,0,1980
tkl,1,1981
tkl,0,1982
tkl,0,1983
tkl,0,1984
tkl,2,1985
tkl,0,1986
tkl,9,1987
tkl,1,1988
tkl,0,1989
tkl,1,1990
tkl,1,1991
tkl,1,1992
tkl,0,1994
tkl,2,1995
tkl,0,1996
tkl,0,1999
tkl,0,2000
tkl,0,2001
tkl,0,2003
tkl,0,2005
tkl,0,2006
tkl,0,2007
ton,64,1980
ton,49,1981
ton,45,1982
ton,50,1983
ton,54,1984
