geo,female_population_with_projections,time
myt,175200,2040
myt,177400,2041
myt,179600,2042
myt,181700,2043
myt,183900,2044
myt,186000,2045
myt,188100,2046
myt,190200,2047
myt,192200,2048
myt,194300,2049
myt,196300,2050
mex,13950000,1950
mex,14340000,1951
mex,14770000,1952
mex,15220000,1953
mex,15700000,1954
mex,16200000,1955
mex,16720000,1956
mex,17270000,1957
mex,17840000,1958
mex,18420000,1959
mex,19020000,1960
mex,19640000,1961
mex,20270000,1962
mex,20920000,1963
mex,21590000,1964
mex,22280000,1965
mex,22980000,1966
mex,23700000,1967
mex,24450000,1968
mex,25210000,1969
mex,26010000,1970
mex,26830000,1971
mex,27670000,1972
mex,28540000,1973
mex,29410000,1974
mex,30280000,1975
mex,31160000,1976
mex,32030000,1977
mex,32900000,1978
mex,33740000,1979
mex,34540000,1980
mex,35300000,1981
mex,36020000,1982
mex,36720000,1983
mex,37420000,1984
mex,38140000,1985
mex,38890000,1986
mex,39650000,1987
mex,40440000,1988
mex,41240000,1989
mex,42060000,1990
mex,42880000,1991
mex,43720000,1992
mex,44560000,1993
mex,45410000,1994
mex,46250000,1995
mex,47090000,1996
mex,47920000,1997
mex,48730000,1998
mex,49510000,1999
mex,50250000,2000
mex,50930000,2001
mex,51570000,2002
mex,52180000,2003
mex,52770000,2004
mex,53350000,2005
mex,53930000,2006
mex,54510000,2007
mex,55080000,2008
mex,55640000,2009
mex,56180000,2010
mex,56710000,2011
mex,57230000,2012
mex,57730000,2013
mex,58220000,2014
mex,58700000,2015
mex,59150000,2016
mex,59580000,2017
mex,60010000,2018
mex,60420000,2019
mex,60830000,2020
mex,61230000,2021
mex,61640000,2022
mex,62030000,2023
mex,62420000,2024
mex,62790000,2025
mex,63150000,2026
mex,63510000,2027
mex,63840000,2028
mex,64170000,2029
mex,64470000,2030
mex,64760000,2031
mex,65040000,2032
mex,65290000,2033
mex,65530000,2034
mex,65740000,2035
mex,65930000,2036
mex,66100000,2037
mex,66250000,2038
mex,66380000,2039
mex,66480000,2040
mex,66560000,2041
mex,66620000,2042
mex,66660000,2043
mex,66670000,2044
mex,66660000,2045
mex,66630000,2046
mex,66580000,2047
mex,66510000,2048
mex,66410000,2049
mex,66300000,2050
fsm,63010,1950
fsm,64950,1951
fsm,66880,1952
fsm,68850,1953
fsm,70920,1954
fsm,73120,1955
fsm,75440,1956
fsm,77880,1957
fsm,80420,1958
fsm,83010,1959
fsm,85620,1960
fsm,88240,1961
fsm,90880,1962
fsm,93570,1963
fsm,96380,1964
fsm,99340,1965
fsm,102500,1966
fsm,105800,1967
fsm,109100,1968
fsm,112400,1969
fsm,115400,1970
fsm,118100,1971
fsm,120700,1972
fsm,123200,1973
fsm,125800,1974
fsm,128700,1975
fsm,131800,1976
fsm,135200,1977
fsm,139000,1978
fsm,143000,1979
fsm,147400,1980
fsm,152200,1981
fsm,157300,1982
fsm,162700,1983
fsm,168200,1984
fsm,173800,1985
fsm,179400,1986
fsm,184900,1987
fsm,190500,1988
fsm,196000,1989
fsm,201500,1990
fsm,207100,1991
fsm,212600,1992
fsm,218000,1993
fsm,223100,1994
fsm,227800,1995
fsm,232200,1996
fsm,236200,1997
fsm,239900,1998
fsm,243800,1999
fsm,247900,2000
fsm,252300,2001
fsm,256900,2002
fsm,261600,2003
fsm,266200,2004
fsm,270600,2005
fsm,274600,2006
fsm,278400,2007
fsm,282100,2008
fsm,285700,2009
fsm,289300,2010
fsm,292900,2011
fsm,296600,2012
fsm,300300,2013
fsm,304000,2014
fsm,307800,2015
fsm,311600,2016
fsm,315400,2017
fsm,319200,2018
fsm,323000,2019
fsm,326800,2020
fsm,330600,2021
fsm,334300,2022
fsm,338000,2023
fsm,341700,2024
fsm,345300,2025
fsm,348900,2026
fsm,352400,2027
fsm,355800,2028
fsm,359100,2029
fsm,362400,2030
fsm,365600,2031
fsm,368700,2032
fsm,371800,2033
fsm,374700,2034
fsm,377600,2035
fsm,380400,2036
fsm,383100,2037
fsm,385700,2038
fsm,388200,2039
fsm,390700,2040
fsm,393000,2041
fsm,395300,2042
fsm,397400,2043
fsm,399500,2044
fsm,401600,2045
fsm,403500,2046
fsm,405400,2047
fsm,407200,2048
fsm,409000,2049
fsm,410700,2050
fsm,15520,1950
fsm,16200,1951
fsm,16780,1952
fsm,17310,1953
fsm,17840,1954
fsm,18380,1955
fsm,18960,1956
fsm,19580,1957
fsm,20230,1958
fsm,20910,1959
fsm,21600,1960
fsm,22280,1961
fsm,22970,1962
fsm,23690,1963
fsm,24470,1964
fsm,25320,1965
fsm,26270,1966
fsm,27300,1967
fsm,28310,1968
fsm,29160,1969
fsm,29760,1970
fsm,30060,1971
fsm,30120,1972
fsm,30080,1973
fsm,30160,1974
fsm,30500,1975
fsm,31160,1976
fsm,32090,1977
fsm,33210,1978
fsm,34430,1979
fsm,35670,1980
fsm,36910,1981
fsm,38170,1982
fsm,39420,1983
fsm,40640,1984
fsm,41820,1985
fsm,42920,1986
fsm,43950,1987
fsm,44940,1988
fsm,45960,1989
fsm,47050,1990
fsm,48230,1991
fsm,49470,1992
fsm,50670,1993
fsm,51680,1994
fsm,52420,1995
fsm,52840,1996
fsm,52980,1997
fsm,52950,1998
fsm,52880,1999
fsm,52890,2000
fsm,53000,2001
fsm,53190,2002
fsm,53430,2003
fsm,53660,2004
fsm,53840,2005
fsm,53980,2006
fsm,54100,2007
fsm,54200,2008
fsm,54310,2009
fsm,54450,2010
fsm,54630,2011
fsm,54840,2012
fsm,55070,2013
fsm,55330,2014
fsm,55610,2015
fsm,55910,2016
fsm,56230,2017
fsm,56570,2018
fsm,56930,2019
fsm,57300,2020
fsm,57700,2021
fsm,58100,2022
fsm,58510,2023
fsm,58910,2024
fsm,59300,2025
fsm,59660,2026
fsm,60000,2027
fsm,60330,2028
fsm,60630,2029
fsm,60910,2030
fsm,61170,2031
fsm,61410,2032
fsm,61620,2033
fsm,61820,2034
fsm,61980,2035
fsm,62120,2036
fsm,62240,2037
fsm,62330,2038
fsm,62400,2039
fsm,62440,2040
fsm,62460,2041
fsm,62460,2042
fsm,62440,2043
fsm,62410,2044
fsm,62360,2045
fsm,62300,2046
fsm,62220,2047
fsm,62150,2048
fsm,62070,2049
fsm,62000,2050
mng,388500,1950
mng,396400,1951
mng,404700,1952
mng,413300,1953
mng,422300,1954
mng,431700,1955
mng,441500,1956
mng,451700,1957
mng,462300,1958
mng,473500,1959
mng,485100,1960
mng,497300,1961
mng,510000,1962
mng,523200,1963
mng,536900,1964
mng,551100,1965
mng,565800,1966
mng,581100,1967
mng,596900,1968
mng,613300,1969
mng,630300,1970
mng,647900,1971
mng,666200,1972
mng,685000,1973
mng,704300,1974
mng,724100,1975
mng,744200,1976
mng,764900,1977
mng,786100,1978
mng,807600,1979
mng,829500,1980
mng,851300,1981
mng,872900,1982
mng,895700,1983
mng,921000,1984
mng,949700,1985
mng,982900,1986
mng,1019000,1987
mng,1056000,1988
mng,1087000,1989
mng,1110000,1990
mng,1124000,1991
mng,1129000,1992
mng,1130000,1993
mng,1130000,1994
mng,1135000,1995
mng,1144000,1996
mng,1157000,1997
mng,1172000,1998
mng,1189000,1999
mng,1205000,2000
mng,1221000,2001
mng,1238000,2002
mng,1254000,2003
mng,1271000,2004
mng,1287000,2005
mng,1303000,2006
mng,1319000,2007
mng,1335000,2008
mng,1350000,2009
mng,1366000,2010
mng,1381000,2011
mng,1397000,2012
mng,1413000,2013
mng,1429000,2014
mng,1444000,2015
mng,1460000,2016
mng,1475000,2017
mng,1490000,2018
mng,1505000,2019
mng,1520000,2020
mng,1534000,2021
mng,1548000,2022
mng,1561000,2023
mng,1574000,2024
mng,1587000,2025
mng,1598000,2026
mng,1610000,2027
mng,1620000,2028
mng,1630000,2029
mng,1639000,2030
mng,1648000,2031
mng,1657000,2032
mng,1664000,2033
mng,1672000,2034
mng,1679000,2035
mng,1686000,2036
mng,1692000,2037
mng,1698000,2038
mng,1704000,2039
mng,1710000,2040
mng,1716000,2041
mng,1721000,2042
mng,1726000,2043
mng,1731000,2044
mng,1735000,2045
mng,1739000,2046
mng,1743000,2047
mng,1746000,2048
mng,1749000,2049
mng,1752000,2050
mne,208600,1950
mne,210100,1951
mne,212600,1952
mne,215700,1953
mne,219100,1954
mne,222600,1955
mne,226100,1956
mne,229400,1957
mne,232800,1958
mne,236400,1959
mne,240200,1960
mne,244400,1961
mne,248800,1962
mne,253100,1963
mne,256800,1964
mne,259700,1965
mne,261500,1966
mne,262500,1967
mne,263100,1968
mne,263800,1969
mne,265100,1970
mne,267000,1971
mne,269500,1972
mne,272400,1973
mne,275500,1974
mne,278400,1975
mne,281400,1976
mne,284300,1977
mne,286900,1978
mne,289100,1979
mne,290400,1980
mne,291000,1981
mne,290800,1982
mne,290300,1983
mne,289900,1984
mne,289900,1985
mne,290600,1986
mne,291700,1987
mne,293200,1988
mne,295100,1989
mne,297300,1990
mne,299600,1991
mne,302100,1992
mne,304900,1993
mne,307800,1994
mne,311000,1995
mne,314400,1996
mne,318100,1997
mne,321400,1998
mne,323800,1999
mne,325000,2000
mne,324700,2001
mne,323100,2002
mne,320800,2003
mne,318600,2004
mne,317100,2005
mne,316400,2006
mne,316400,2007
mne,316800,2008
mne,317400,2009
mne,317800,2010
mne,318100,2011
mne,318200,2012
mne,318300,2013
mne,318400,2014
mne,318700,2015
mne,319000,2016
mne,319300,2017
mne,319700,2018
mne,320100,2019
mne,320400,2020
mne,320700,2021
mne,320900,2022
mne,321000,2023
mne,321100,2024
mne,321200,2025
mne,321200,2026
mne,321200,2027
mne,321200,2028
mne,321100,2029
mne,321000,2030
mne,320900,2031
mne,320700,2032
mne,320500,2033
mne,320300,2034
mne,320000,2035
mne,319600,2036
mne,319200,2037
mne,318700,2038
mne,318200,2039
mne,317700,2040
mne,317100,2041
mne,316600,2042
mne,315900,2043
mne,315300,2044
mne,314600,2045
mne,313900,2046
mne,313200,2047
mne,312500,2048
mne,311700,2049
mne,311000,2050
mar,4472000,1950
mar,4578000,1951
mar,4689000,1952
mar,4807000,1953
mar,4933000,1954
mar,5065000,1955
mar,5204000,1956
mar,5349000,1957
mar,5500000,1958
mar,5655000,1959
mar,5814000,1960
mar,5976000,1961
mar,6141000,1962
mar,6310000,1963
mar,6484000,1964
mar,6664000,1965
mar,6851000,1966
mar,7043000,1967
mar,7239000,1968
mar,7438000,1969
mar,7638000,1970
mar,7838000,1971
mar,8040000,1972
mar,8243000,1973
mar,8449000,1974
mar,8658000,1975
mar,8869000,1976
mar,9083000,1977
mar,9304000,1978
mar,9535000,1979
mar,9781000,1980
mar,10040000,1981
mar,10320000,1982
mar,10600000,1983
mar,10880000,1984
mar,11150000,1985
mar,11420000,1986
mar,11690000,1987
mar,11940000,1988
mar,12190000,1989
mar,12440000,1990
mar,12670000,1991
mar,12900000,1992
mar,13120000,1993
mar,13340000,1994
mar,13550000,1995
mar,13760000,1996
mar,13970000,1997
mar,14180000,1998
mar,14380000,1999
mar,14570000,2000
mar,14760000,2001
mar,14940000,2002
mar,15120000,2003
mar,15300000,2004
mar,15490000,2005
mar,15680000,2006
mar,15880000,2007
mar,16080000,2008
mar,16280000,2009
mar,16480000,2010
mar,16690000,2011
mar,16890000,2012
mar,17100000,2013
mar,17300000,2014
mar,17500000,2015
mar,17700000,2016
mar,17900000,2017
mar,18100000,2018
mar,18290000,2019
mar,18480000,2020
mar,18660000,2021
mar,18840000,2022
mar,19020000,2023
mar,19190000,2024
mar,19350000,2025
mar,19510000,2026
mar,19670000,2027
mar,19810000,2028
mar,19960000,2029
mar,20100000,2030
mar,20230000,2031
mar,20360000,2032
mar,20480000,2033
mar,20600000,2034
mar,20710000,2035
mar,20820000,2036
mar,20930000,2037
mar,21030000,2038
mar,21120000,2039
mar,21220000,2040
mar,21310000,2041
mar,21390000,2042
mar,21470000,2043
mar,21550000,2044
mar,21620000,2045
mar,21680000,2046
mar,21740000,2047
mar,21800000,2048
mar,21850000,2049
mar,21890000,2050
moz,3294000,1950
moz,3342000,1951
moz,3393000,1952
moz,3448000,1953
moz,3505000,1954
moz,3566000,1955
moz,3629000,1956
moz,3695000,1957
moz,3764000,1958
moz,3835000,1959
moz,3910000,1960
moz,3988000,1961
moz,4069000,1962
moz,4154000,1963
moz,4241000,1964
moz,4331000,1965
moz,4424000,1966
moz,4520000,1967
moz,4620000,1968
moz,4723000,1969
moz,4828000,1970
moz,4936000,1971
moz,5046000,1972
moz,5161000,1973
moz,5285000,1974
moz,5420000,1975
moz,5567000,1976
moz,5724000,1977
moz,5886000,1978
moz,6047000,1979
moz,6202000,1980
moz,6353000,1981
moz,6500000,1982
moz,6635000,1983
moz,6746000,1984
moz,6828000,1985
moz,6875000,1986
moz,6893000,1987
moz,6909000,1988
moz,6959000,1989
moz,7070000,1990
moz,7252000,1991
moz,7495000,1992
moz,7778000,1993
moz,8067000,1994
moz,8337000,1995
moz,8583000,1996
moz,8811000,1997
moz,9029000,1998
moz,9249000,1999
moz,9482000,2000
moz,9727000,2001
moz,9981000,2002
moz,10240000,2003
moz,10500000,2004
moz,10760000,2005
moz,11010000,2006
moz,11260000,2007
moz,11510000,2008
moz,11760000,2009
moz,12010000,2010
moz,12250000,2011
moz,12500000,2012
moz,12740000,2013
moz,12980000,2014
moz,13230000,2015
moz,13470000,2016
moz,13720000,2017
moz,13970000,2018
moz,14210000,2019
moz,14460000,2020
moz,14710000,2021
moz,14960000,2022
moz,15220000,2023
moz,15470000,2024
moz,15720000,2025
moz,15980000,2026
moz,16240000,2027
moz,16500000,2028
moz,16760000,2029
moz,17020000,2030
moz,17270000,2031
moz,17530000,2032
moz,17790000,2033
moz,18040000,2034
moz,18290000,2035
moz,18550000,2036
moz,18790000,2037
moz,19040000,2038
moz,19290000,2039
moz,19530000,2040
moz,19780000,2041
moz,20020000,2042
moz,20260000,2043
moz,20490000,2044
moz,20730000,2045
moz,20970000,2046
moz,21200000,2047
moz,21430000,2048
moz,21660000,2049
moz,21900000,2050
mmr,8651000,1950
mmr,8815000,1951
mmr,8987000,1952
mmr,9168000,1953
mmr,9356000,1954
mmr,9553000,1955
mmr,9758000,1956
mmr,9969000,1957
mmr,10190000,1958
mmr,10410000,1959
mmr,10640000,1960
mmr,10870000,1961
mmr,11110000,1962
mmr,11360000,1963
mmr,11610000,1964
mmr,11870000,1965
mmr,12140000,1966
mmr,12430000,1967
mmr,12720000,1968
mmr,13020000,1969
mmr,13340000,1970
mmr,13680000,1971
mmr,14020000,1972
mmr,14380000,1973
mmr,14740000,1974
mmr,15110000,1975
mmr,15470000,1976
mmr,15840000,1977
mmr,16210000,1978
mmr,16590000,1979
mmr,16970000,1980
mmr,17360000,1981
mmr,17760000,1982
mmr,18160000,1983
mmr,18550000,1984
mmr,18940000,1985
mmr,19300000,1986
mmr,19660000,1987
mmr,20010000,1988
mmr,20350000,1989
mmr,20680000,1990
mmr,21000000,1991
mmr,21310000,1992
mmr,21620000,1993
mmr,21920000,1994
mmr,22220000,1995
mmr,22510000,1996
mmr,22810000,1997
mmr,23090000,1998
mmr,23360000,1999
mmr,23610000,2000
mmr,23840000,2001
mmr,24050000,2002
mmr,24250000,2003
mmr,24450000,2004
mmr,24660000,2005
mmr,24880000,2006
mmr,25100000,2007
mmr,25340000,2008
mmr,25590000,2009
mmr,25840000,2010
mmr,26100000,2011
mmr,26370000,2012
mmr,26640000,2013
mmr,26910000,2014
mmr,27180000,2015
mmr,27440000,2016
mmr,27700000,2017
mmr,27950000,2018
mmr,28190000,2019
mmr,28430000,2020
mmr,28660000,2021
mmr,28880000,2022
mmr,29100000,2023
mmr,29310000,2024
mmr,29520000,2025
mmr,29720000,2026
mmr,29910000,2027
mmr,30100000,2028
mmr,30280000,2029
mmr,30450000,2030
mmr,30620000,2031
mmr,30780000,2032
mmr,30940000,2033
mmr,31090000,2034
mmr,31230000,2035
mmr,31370000,2036
mmr,31500000,2037
mmr,31620000,2038
mmr,31740000,2039
mmr,31850000,2040
mmr,31960000,2041
mmr,32060000,2042
mmr,32150000,2043
mmr,32240000,2044
mmr,32320000,2045
mmr,32390000,2046
mmr,32450000,2047
mmr,32510000,2048
mmr,32550000,2049
mmr,32590000,2050
nam,244300,1950
nam,249300,1951
nam,254600,1952
nam,260100,1953
nam,265900,1954
nam,271800,1955
nam,278000,1956
nam,284400,1957
nam,291100,1958
nam,298000,1959
nam,305200,1960
nam,312700,1961
nam,320600,1962
nam,328700,1963
nam,337100,1964
nam,345900,1965
nam,354900,1966
nam,364200,1967
nam,373900,1968
nam,384300,1969
nam,395400,1970
nam,407300,1971
nam,420000,1972
nam,433100,1973
nam,446100,1974
nam,458800,1975
nam,471100,1976
nam,483200,1977
nam,495200,1978
nam,507200,1979
nam,519400,1980
nam,531600,1981
nam,543900,1982
nam,557300,1983
nam,573300,1984
nam,592700,1985
nam,616000,1986
nam,642700,1987
nam,671100,1988
nam,699100,1989
nam,725100,1990
nam,748500,1991
nam,769600,1992
nam,789300,1993
nam,808700,1994
nam,828500,1995
nam,849000,1996
nam,869900,1997
nam,890800,1998
nam,911200,1999
nam,930800,2000
nam,949500,2001
nam,967500,2002
nam,985200,2003
nam,1003000,2004
nam,1021000,2005
nam,1041000,2006
nam,1060000,2007
nam,1081000,2008
nam,1101000,2009
nam,1121000,2010
nam,1140000,2011
nam,1160000,2012
nam,1179000,2013
nam,1198000,2014
nam,1217000,2015
nam,1237000,2016
nam,1256000,2017
nam,1275000,2018
nam,1294000,2019
nam,1314000,2020
nam,1333000,2021
nam,1351000,2022
nam,1370000,2023
nam,1388000,2024
nam,1406000,2025
nam,1424000,2026
nam,1442000,2027
nam,1460000,2028
nam,1477000,2029
nam,1494000,2030
nam,1510000,2031
nam,1526000,2032
nam,1542000,2033
nam,1557000,2034
nam,1572000,2035
nam,1587000,2036
nam,1602000,2037
nam,1617000,2038
nam,1631000,2039
nam,1646000,2040
nam,1660000,2041
nam,1674000,2042
nam,1688000,2043
nam,1702000,2044
nam,1716000,2045
nam,1730000,2046
nam,1743000,2047
nam,1757000,2048
nam,1770000,2049
nam,1783000,2050
npl,3845000,1950
npl,3917000,1951
npl,3989000,1952
npl,4063000,1953
npl,4138000,1954
npl,4216000,1955
npl,4297000,1956
npl,4380000,1957
npl,4467000,1958
npl,4556000,1959
npl,4648000,1960
npl,4742000,1961
npl,4839000,1962
npl,4939000,1963
npl,5045000,1964
npl,5155000,1965
npl,5271000,1966
npl,5393000,1967
npl,5520000,1968
npl,5650000,1969
npl,5783000,1970
npl,5919000,1971
npl,6058000,1972
npl,6201000,1973
npl,6348000,1974
npl,6499000,1975
npl,6656000,1976
npl,6819000,1977
npl,6986000,1978
npl,7158000,1979
npl,7335000,1980
npl,7518000,1981
npl,7707000,1982
npl,7900000,1983
npl,8097000,1984
npl,8298000,1985
npl,8501000,1986
npl,8708000,1987
npl,8922000,1988
npl,9148000,1989
npl,9390000,1990
npl,9650000,1991
npl,9925000,1992
npl,10210000,1993
npl,10500000,1994
npl,10790000,1995
npl,11080000,1996
npl,11370000,1997
npl,11660000,1998
npl,11950000,1999
npl,12240000,2000
npl,12530000,2001
npl,12820000,2002
npl,13120000,2003
npl,13400000,2004
npl,13690000,2005
npl,13960000,2006
npl,14230000,2007
npl,14500000,2008
npl,14760000,2009
npl,15030000,2010
npl,15300000,2011
npl,15560000,2012
npl,15830000,2013
npl,16110000,2014
npl,16380000,2015
npl,16660000,2016
npl,16950000,2017
npl,17230000,2018
npl,17520000,2019
npl,17810000,2020
npl,18100000,2021
npl,18390000,2022
npl,18670000,2023
npl,18960000,2024
npl,19240000,2025
npl,19520000,2026
npl,19790000,2027
npl,20070000,2028
npl,20330000,2029
npl,20600000,2030
npl,20860000,2031
npl,21110000,2032
npl,21360000,2033
npl,21610000,2034
npl,21850000,2035
npl,22090000,2036
npl,22330000,2037
npl,22560000,2038
npl,22790000,2039
npl,23010000,2040
npl,23230000,2041
npl,23450000,2042
npl,23660000,2043
npl,23870000,2044
npl,24070000,2045
npl,24270000,2046
npl,24470000,2047
npl,24650000,2048
npl,24840000,2049
npl,25010000,2050
nld,5073000,1950
nld,5131000,1951
nld,5193000,1952
nld,5258000,1953
nld,5326000,1954
nld,5395000,1955
nld,5466000,1956
nld,5539000,1957
nld,5613000,1958
nld,5689000,1959
nld,5766000,1960
nld,5845000,1961
nld,5924000,1962
nld,6003000,1963
nld,6082000,1964
nld,6160000,1965
nld,6237000,1966
nld,6313000,1967
nld,6387000,1968
nld,6460000,1969
nld,6531000,1970
nld,6601000,1971
nld,6670000,1972
nld,6736000,1973
nld,6800000,1974
nld,6862000,1975
nld,6921000,1976
nld,6978000,1977
nld,7032000,1978
nld,7082000,1979
nld,7128000,1980
nld,7170000,1981
nld,7208000,1982
nld,7245000,1983
nld,7282000,1984
nld,7322000,1985
nld,7366000,1986
nld,7413000,1987
nld,7462000,1988
nld,7512000,1989
nld,7562000,1990
nld,7612000,1991
nld,7661000,1992
nld,7711000,1993
nld,7760000,1994
nld,7809000,1995
nld,7857000,1996
nld,7904000,1997
nld,7951000,1998
nld,7997000,1999
nld,8042000,2000
nld,8086000,2001
nld,8129000,2002
nld,8170000,2003
nld,8209000,2004
nld,8246000,2005
nld,8280000,2006
nld,8311000,2007
nld,8341000,2008
nld,8368000,2009
nld,8394000,2010
nld,8420000,2011
nld,8444000,2012
nld,8467000,2013
nld,8490000,2014
nld,8512000,2015
nld,8534000,2016
nld,8556000,2017
nld,8577000,2018
nld,8599000,2019
nld,8620000,2020
nld,8642000,2021
nld,8663000,2022
nld,8684000,2023
nld,8704000,2024
nld,8724000,2025
nld,8742000,2026
nld,8759000,2027
nld,8776000,2028
nld,8790000,2029
nld,8804000,2030
nld,8816000,2031
nld,8826000,2032
nld,8834000,2033
nld,8841000,2034
nld,8846000,2035
nld,8848000,2036
nld,8850000,2037
nld,8849000,2038
nld,8846000,2039
nld,8843000,2040
nld,8837000,2041
nld,8830000,2042
nld,8823000,2043
nld,8813000,2044
nld,8804000,2045
nld,8793000,2046
nld,8782000,2047
nld,8770000,2048
nld,8759000,2049
nld,8747000,2050
ant,57640,1950
ant,58760,1951
ant,59800,1952
ant,60800,1953
ant,61810,1954
ant,62830,1955
ant,63890,1956
ant,64970,1957
ant,66090,1958
ant,67210,1959
ant,68330,1960
ant,69450,1961
ant,70560,1962
ant,71690,1963
ant,72860,1964
ant,74090,1965
ant,75400,1966
ant,76770,1967
ant,78130,1968
ant,79370,1969
ant,80440,1970
ant,81270,1971
ant,81930,1972
ant,82500,1973
ant,83140,1974
ant,83950,1975
ant,84970,1976
ant,86160,1977
ant,87450,1978
ant,88710,1979
ant,89860,1980
ant,90880,1981
ant,91780,1982
ant,92620,1983
ant,93480,1984
ant,94420,1985
ant,95460,1986
ant,96550,1987
ant,97620,1988
ant,98560,1989
ant,99300,1990
ant,99830,1991
ant,100200,1992
ant,100300,1993
ant,100200,1994
ant,99710,1995
ant,98910,1996
ant,97830,1997
ant,96700,1998
ant,95810,1999
ant,95380,2000
ant,95470,2001
ant,96030,2002
ant,96990,2003
ant,98220,2004
ant,99610,2005
ant,101200,2006
ant,102900,2007
ant,104600,2008
ant,106300,2009
ant,107700,2010
ant,108800,2011
ant,109700,2012
ant,110300,2013
ant,110800,2014
ant,111300,2015
ant,111700,2016
ant,112000,2017
ant,112300,2018
ant,112500,2019
ant,112700,2020
ant,112800,2021
ant,113000,2022
ant,113100,2023
ant,113100,2024
ant,113100,2025
ant,113100,2026
ant,113000,2027
ant,112900,2028
ant,112800,2029
ant,112600,2030
ant,112400,2031
ant,112200,2032
ant,112000,2033
ant,111700,2034
ant,111400,2035
ant,111000,2036
ant,110700,2037
ant,110300,2038
ant,109900,2039
ant,109400,2040
ant,109000,2041
ant,108500,2042
ant,107900,2043
ant,107400,2044
ant,106800,2045
ant,106200,2046
ant,105600,2047
ant,104900,2048
ant,104200,2049
ant,103400,2050
ncl,30690,1950
ncl,30430,1951
ncl,30500,1952
ncl,30820,1953
ncl,31340,1954
ncl,32020,1955
ncl,32820,1956
ncl,33710,1957
ncl,34690,1958
ncl,35750,1959
ncl,36900,1960
ncl,38110,1961
ncl,39390,1962
ncl,40700,1963
ncl,42020,1964
ncl,43320,1965
ncl,44570,1966
ncl,45780,1967
ncl,47060,1968
ncl,48540,1969
ncl,50300,1970
ncl,52410,1971
ncl,54780,1972
ncl,57280,1973
ncl,59680,1974
ncl,61830,1975
ncl,63670,1976
ncl,65250,1977
ncl,66640,1978
ncl,67950,1979
ncl,69260,1980
ncl,70590,1981
ncl,71920,1982
ncl,73250,1983
ncl,74600,1984
ncl,75970,1985
ncl,77360,1986
ncl,78780,1987
ncl,80280,1988
ncl,81900,1989
ncl,83640,1990
ncl,85540,1991
ncl,87560,1992
ncl,89700,1993
ncl,91920,1994
ncl,94200,1995
ncl,96530,1996
ncl,98900,1997
ncl,101300,1998
ncl,103600,1999
ncl,105900,2000
ncl,108200,2001
ncl,110300,2002
ncl,112400,2003
ncl,114400,2004
ncl,116500,2005
ncl,118500,2006
ncl,120600,2007
ncl,122600,2008
ncl,124600,2009
ncl,126600,2010
ncl,128500,2011
ncl,130400,2012
ncl,132200,2013
ncl,134100,2014
ncl,135900,2015
ncl,137700,2016
ncl,139500,2017
ncl,141300,2018
ncl,143000,2019
ncl,144800,2020
ncl,146500,2021
ncl,148200,2022
ncl,149800,2023
ncl,151500,2024
ncl,153100,2025
ncl,154700,2026
ncl,156200,2027
ncl,157700,2028
ncl,159300,2029
ncl,160700,2030
ncl,162200,2031
ncl,163600,2032
ncl,165000,2033
ncl,166300,2034
ncl,167700,2035
ncl,169000,2036
ncl,170200,2037
ncl,171500,2038
ncl,172700,2039
ncl,173800,2040
ncl,175000,2041
ncl,176100,2042
ncl,177200,2043
ncl,178200,2044
ncl,179300,2045
ncl,180300,2046
ncl,181200,2047
ncl,182100,2048
ncl,183000,2049
ncl,183900,2050
nzl,949000,1950
nzl,968300,1951
nzl,990200,1952
nzl,1013000,1953
nzl,1037000,1954
nzl,1061000,1955
nzl,1084000,1956
nzl,1108000,1957
nzl,1131000,1958
nzl,1155000,1959
nzl,1180000,1960
nzl,1206000,1961
nzl,1233000,1962
nzl,1260000,1963
nzl,1286000,1964
nzl,1310000,1965
nzl,1331000,1966
nzl,1350000,1967
nzl,1368000,1968
nzl,1388000,1969
nzl,1410000,1970
nzl,1437000,1971
nzl,1467000,1972
nzl,1497000,1973
nzl,1524000,1974
nzl,1545000,1975
nzl,1559000,1976
nzl,1567000,1977
nzl,1571000,1978
nzl,1575000,1979
nzl,1582000,1980
nzl,1592000,1981
nzl,1605000,1982
nzl,1619000,1983
nzl,1634000,1984
nzl,1647000,1985
nzl,1658000,1986
nzl,1669000,1987
nzl,1680000,1988
nzl,1694000,1989
nzl,1714000,1990
nzl,1740000,1991
nzl,1771000,1992
nzl,1805000,1993
nzl,1838000,1994
nzl,1866000,1995
nzl,1890000,1996
nzl,1910000,1997
nzl,1928000,1998
nzl,1946000,1999
nzl,1966000,2000
nzl,1988000,2001
nzl,2012000,2002
nzl,2037000,2003
nzl,2061000,2004
nzl,2084000,2005
nzl,2104000,2006
nzl,2124000,2007
nzl,2142000,2008
nzl,2159000,2009
nzl,2177000,2010
nzl,2195000,2011
nzl,2214000,2012
nzl,2232000,2013
nzl,2250000,2014
nzl,2268000,2015
nzl,2286000,2016
nzl,2304000,2017
nzl,2321000,2018
nzl,2338000,2019
nzl,2355000,2020
nzl,2372000,2021
nzl,2388000,2022
nzl,2404000,2023
nzl,2420000,2024
nzl,2435000,2025
nzl,2449000,2026
nzl,2464000,2027
nzl,2478000,2028
nzl,2491000,2029
nzl,2504000,2030
nzl,2517000,2031
nzl,2529000,2032
nzl,2541000,2033
nzl,2552000,2034
nzl,2563000,2035
