geo,murder_per_100000_people,time
ukr,9.912,2003
ukr,9.253,2004
ukr,8.445,2005
are,0.8576,2002
are,0.4596,2004
are,0.9167,2005
gbr,0.4908,1950
gbr,0.4237,1951
gbr,0.456,1952
gbr,0.4621,1953
gbr,0.4789,1954
gbr,0.4392,1955
gbr,0.4177,1956
gbr,0.5674,1957
gbr,0.5256,1958
gbr,0.5423,1959
gbr,0.557,1960
gbr,0.5706,1961
gbr,0.6098,1962
gbr,0.581,1963
gbr,0.6143,1964
gbr,0.6252,1965
gbr,0.7402,1966
gbr,0.7542,1967
gbr,0.7662,1968
gbr,0.7706,1969
gbr,0.7822,1970
gbr,0.9293,1971
gbr,0.9876,1972
gbr,1.295,1973
gbr,1.459,1974
gbr,1.428,1975
gbr,1.6,1976
gbr,1.449,1977
gbr,1.475,1978
gbr,1.253,1979
gbr,0.9794,1980
gbr,0.6778,1981
gbr,0.9401,1982
gbr,0.8872,1983
gbr,0.9109,1984
gbr,0.8411,1985
gbr,0.8214,1986
gbr,0.9436,1987
gbr,1.014,1988
gbr,1.12,1989
gbr,0.7235,1990
gbr,0.7319,1991
gbr,0.8749,1992
gbr,1.246,1993
gbr,1.029,1994
gbr,1.009,1995
gbr,0.894,1996
gbr,0.6881,1997
gbr,0.715,1998
gbr,0.7719,1999
gbr,0.9371,2000
gbr,0.4269,2001
gbr,0.4645,2002
gbr,0.4746,2003
gbr,0.5014,2004
gbr,0.435,2005
usa,5.267,1950
usa,4.942,1951
usa,5.288,1952
usa,4.989,1953
usa,5.008,1954
usa,4.747,1955
usa,4.856,1956
usa,4.808,1957
usa,4.858,1958
usa,5.018,1959
usa,5.152,1960
usa,5.149,1961
usa,5.346,1962
usa,5.403,1963
usa,5.679,1964
usa,6.165,1965
usa,6.605,1966
usa,7.55,1967
usa,8.113,1968
usa,8.41,1969
usa,8.944,1970
usa,9.809,1971
usa,10.04,1972
usa,10.26,1973
usa,10.56,1974
usa,10.18,1975
usa,9.16,1976
usa,9.183,1977
usa,9.206,1978
usa,9.79,1979
usa,10.36,1980
usa,9.976,1981
usa,9.297,1982
usa,8.288,1983
usa,8.002,1984
usa,7.954,1985
usa,8.598,1986
usa,8.277,1987
usa,8.637,1988
usa,8.966,1989
usa,9.776,1990
usa,10.43,1991
usa,9.977,1992
usa,10.19,1993
usa,9.732,1994
usa,8.917,1995
usa,8.095,1996
usa,7.592,1997
usa,6.927,1998
usa,6.494,1999
usa,6.205,2000
usa,7.345,2001
usa,6.39,2002
usa,6.373,2003
usa,6.173,2004
usa,6.41,2005
ury,4.992,1955
ury,5.281,1956
ury,5.245,1957
ury,5.21,1958
ury,4.899,1959
ury,5.309,1960
ury,4.582,1963
ury,4.616,1964
ury,3.943,1965
ury,4.661,1966
ury,5.788,1967
ury,4.637,1968
ury,3.998,1969
ury,3.695,1970
ury,3.714,1971
ury,4.024,1972
ury,3.222,1973
ury,4.181,1974
ury,2.955,1975
ury,3.092,1976
ury,2.812,1977
ury,2.025,1978
ury,2.69,1980
ury,3.283,1981
ury,3.222,1982
ury,2.279,1983
ury,2.576,1984
ury,2.735,1985
ury,3.005,1986
ury,3.192,1987
ury,3.524,1988
ury,4.652,1989
ury,4.383,1990
ury,4.759,1993
ury,4.569,1994
ury,4.7,1995
ury,4.432,1996
ury,4.877,1997
ury,5.849,1998
ury,5.454,1999
ury,5.741,2000
ury,4.974,2001
ury,5.721,2002
ury,4.575,2004
ury,4.298,2005
ussr,9.366,1982
ussr,9.104,1983
ussr,8.743,1984
ussr,7.708,1985
ussr,5.672,1986
ussr,6.017,1987
ussr,7.457,1988
ussr,9.736,1989
ussr,11.18,1990
uzb,5.97,1981
uzb,5.827,1982
uzb,4.718,1985
uzb,3.949,1986
uzb,3.532,1987
uzb,5.076,1988
uzb,7.364,1989
uzb,8.064,1990
uzb,7.334,1991
uzb,6.771,1992
uzb,5.661,1993
uzb,5.916,1994
uzb,6.242,1995
uzb,6.011,1996
uzb,4.711,1997
uzb,4.26,1998
uzb,3.713,1999
uzb,3.928,2000
uzb,3.777,2001
uzb,3.642,2002
uzb,2.532,2003
uzb,2.84,2004
uzb,3.201,2005
vut,1.089,2002
vut,1.014,2004
vut,1.014,2005
ven,6.474,1955
ven,6.043,1956
ven,4.978,1957
ven,9.299,1958
ven,8.558,1959
ven,9.265,1960
ven,10.45,1961
ven,12.28,1962
ven,14.02,1963
ven,12.93,1964
ven,11.85,1965
ven,10.65,1966
ven,10.01,1967
ven,10.1,1968
ven,10.32,1969
ven,9.683,1970
ven,10.05,1971
ven,9.972,1972
ven,11.04,1973
ven,11.21,1974
ven,9.546,1975
ven,10.02,1976
ven,10.19,1977
ven,10.88,1978
ven,11.32,1979
ven,13.34,1980
ven,11.03,1981
ven,12.8,1982
ven,14.5,1983
ven,10.5,1985
ven,8.858,1986
ven,8.497,1987
ven,9.362,1988
ven,12.43,1989
ven,13.47,1990
ven,13.51,1992
ven,15.1,1993
ven,16.05,1994
ven,15.09,1996
ven,12.74,1997
ven,12.18,1998
ven,17.04,1999
ven,26.06,2000
ven,26.33,2001
ven,29.31,2002
ven,33.79,2003
ven,27.63,2004
ven,27.94,2005
vnm,4.878,2002
vnm,4.342,2004
vnm,4.342,2005
vir,27.24,1999
vir,22.79,2000
vir,31.37,2001
vir,43.28,2002
vir,35.91,2003
vir,35.46,2005
deu_west,0.9376,1952
deu_west,1.013,1953
deu_west,1.014,1954
deu_west,1.057,1955
deu_west,0.9666,1956
deu_west,0.9447,1957
deu_west,0.925,1958
deu_west,0.9875,1959
deu_west,0.9068,1960
deu_west,1.045,1961
deu_west,0.9845,1962
deu_west,1.029,1963
deu_west,1.078,1964
deu_west,1.122,1965
deu_west,1.162,1966
deu_west,1.232,1967
deu_west,1.123,1968
deu_west,1.324,1969
deu_west,1.448,1970
deu_west,1.375,1971
deu_west,1.416,1972
deu_west,1.294,1973
deu_west,1.216,1974
deu_west,1.271,1975
deu_west,1.321,1976
deu_west,1.233,1977
deu_west,1.268,1978
deu_west,1.128,1979
deu_west,1.172,1980
deu_west,1.277,1981
deu_west,1.255,1982
deu_west,1.218,1983
deu_west,1.235,1984
deu_west,1.173,1985
deu_west,1.187,1986
deu_west,1.09,1987
deu_west,1.046,1988
deu_west,0.9631,1989
deu_west,0.9694,1990
yem,3.077,2002
yem,3.195,2004
yem,4.542,2005
yug,3.798,1968
yug,3.482,1969
yug,2.227,1978
yug,2.13,1979
yug,1.715,1980
yug,2.23,1981
yug,2.141,1982
yug,1.929,1983
yug,1.877,1984
yug,1.68,1985
yug,1.714,1986
yug,1.737,1987
yug,1.631,1988
yug,1.663,1989
yug,1.882,1990
zmb,5.119,2002
zmb,30.49,2004
zmb,30.49,2005
zwe,13.59,2002
zwe,37.72,2004
zwe,37.72,2005
