geo,net_barter_terms_of_trade_2000_100,time
pol,99.29,1997
pol,103.2,1998
pol,104.3,1999
pol,100.0,2000
pol,101.8,2001
pol,105.3,2002
pol,101.7,2003
pol,106.6,2004
pol,106.8,2005
pol,106.6,2006
pol,108.7,2007
pol,106.9,2008
pol,107.1,2009
prt,85.21,1983
prt,82.43,1984
prt,88.94,1985
prt,100.5,1986
prt,102.6,1987
prt,105.7,1988
prt,104.0,1989
prt,103.5,1990
prt,103.4,1991
prt,106.6,1992
prt,105.3,1993
prt,106.5,1994
prt,104.7,1995
prt,101.2,1996
prt,103.6,1997
prt,106.3,1998
prt,103.1,1999
prt,100.0,2000
prt,104.5,2001
prt,105.8,2002
prt,101.6,2003
prt,100.0,2004
prt,100.0,2005
prt,101.9,2006
prt,103.3,2007
prt,99.33,2008
prt,107.6,2009
qat,100.0,2000
qat,95.14,2001
qat,86.36,2002
qat,105.5,2003
qat,120.9,2004
qat,159.2,2005
qat,187.5,2006
qat,186.3,2007
qat,249.9,2008
qat,173.1,2009
rwa,56.9,1980
rwa,46.06,1981
rwa,67.88,1982
rwa,84.62,1983
rwa,88.1,1984
rwa,60.9,1985
rwa,78.95,1986
rwa,39.74,1987
rwa,48.75,1988
rwa,40.83,1989
rwa,40.23,1990
rwa,81.11,1991
rwa,69.15,1992
rwa,80.68,1993
rwa,90.43,1994
rwa,110.1,1995
rwa,92.31,1996
rwa,130.6,1997
rwa,110.3,1998
rwa,93.26,1999
rwa,100.0,2000
rwa,98.79,2001
rwa,90.04,2002
rwa,90.14,2003
rwa,92.38,2004
rwa,125.9,2005
rwa,131.1,2006
rwa,127.5,2007
rwa,165.4,2008
rwa,155.3,2009
kna,100.0,2000
kna,102.9,2001
kna,98.1,2002
kna,94.26,2003
kna,88.14,2004
kna,82.34,2005
kna,80.09,2006
kna,77.39,2007
kna,72.36,2008
kna,74.88,2009
lca,100.0,2000
lca,93.74,2001
lca,98.26,2002
lca,101.4,2003
lca,102.3,2004
lca,119.6,2005
lca,127.0,2006
lca,125.8,2007
lca,123.9,2008
lca,116.2,2009
vct,100.0,2000
vct,93.47,2001
vct,100.0,2002
vct,101.7,2003
vct,103.5,2004
vct,98.32,2005
vct,98.12,2006
vct,99.25,2007
vct,106.5,2008
vct,107.4,2009
wsm,100.0,2000
wsm,99.87,2001
wsm,103.0,2002
wsm,95.49,2003
wsm,87.88,2004
wsm,83.59,2005
wsm,84.97,2006
wsm,80.53,2007
wsm,72.89,2008
wsm,80.39,2009
stp,100.0,1995
stp,124.3,1996
stp,136.1,1997
stp,121.9,1998
stp,113.7,1999
stp,100.0,2000
stp,120.3,2001
stp,191.9,2002
stp,177.5,2003
stp,147.9,2004
stp,130.7,2005
stp,125.9,2006
stp,133.6,2007
stp,147.5,2008
stp,165.4,2009
sau,100.0,2000
sau,105.5,2001
sau,104.0,2002
sau,113.7,2003
sau,129.2,2004
sau,177.6,2005
sau,201.6,2006
sau,236.2,2007
sau,267.5,2008
sau,175.6,2009
sen,158.4,1980
sen,165.6,1981
sen,143.8,1982
sen,139.8,1983
sen,161.8,1984
sen,163.6,1985
sen,172.3,1986
sen,168.8,1987
sen,166.7,1988
sen,171.9,1989
sen,172.2,1990
sen,171.4,1991
sen,172.2,1992
sen,166.7,1993
sen,133.0,1994
sen,156.2,1995
sen,165.7,1996
sen,126.3,1997
sen,130.4,1998
sen,114.8,1999
sen,100.0,2000
sen,98.36,2001
sen,99.1,2002
sen,99.41,2003
sen,98.47,2004
sen,97.73,2005
sen,99.62,2006
sen,97.34,2007
sen,93.99,2008
sen,99.21,2009
syc,111.5,1985
syc,83.65,1986
syc,85.09,1987
syc,87.93,1988
syc,76.64,1989
syc,77.97,1990
syc,71.3,1991
syc,84.96,1992
syc,93.2,1993
syc,94.34,1994
syc,102.8,1995
syc,102.8,1996
syc,97.2,1997
syc,109.6,1998
syc,101.8,1999
syc,100.0,2000
syc,89.13,2001
syc,87.33,2002
syc,83.97,2003
syc,81.64,2004
syc,78.45,2005
syc,73.94,2006
syc,68.62,2007
syc,67.4,2008
syc,77.29,2009
sle,100.0,2000
sle,79.99,2001
sle,81.02,2002
sle,77.84,2003
sle,78.67,2004
sle,68.11,2005
sle,64.85,2006
sle,61.22,2007
sle,53.11,2008
sle,64.63,2009
sgp,126.8,1980
sgp,130.3,1981
sgp,131.9,1982
sgp,129.0,1983
sgp,125.3,1984
sgp,125.6,1985
sgp,122.1,1986
sgp,116.3,1987
sgp,115.6,1988
sgp,114.0,1989
sgp,116.2,1990
sgp,112.9,1991
sgp,109.7,1992
sgp,109.8,1993
sgp,105.6,1994
sgp,104.3,1995
sgp,104.4,1996
sgp,104.7,1997
sgp,104.3,1998
sgp,103.2,1999
sgp,100.0,2000
sgp,95.92,2001
sgp,94.4,2002
sgp,90.68,2003
sgp,89.39,2004
sgp,86.76,2005
sgp,86.07,2006
sgp,84.48,2007
sgp,83.08,2008
sgp,82.62,2009
slb,198.2,1980
slb,140.9,1981
slb,144.3,1982
slb,140.5,1983
slb,199.1,1984
slb,191.4,1985
slb,116.7,1986
slb,108.4,1987
slb,84.99,1988
slb,100.0,2000
slb,100.5,2001
slb,106.4,2002
slb,109.0,2003
slb,110.0,2004
slb,99.65,2005
slb,101.3,2006
slb,108.0,2007
slb,88.16,2008
slb,87.28,2009
som,100.0,2000
som,98.94,2001
som,96.69,2002
som,101.4,2003
som,104.5,2004
som,103.8,2005
som,107.6,2006
som,106.8,2007
som,102.2,2008
som,101.3,2009
zaf,126.3,1980
zaf,110.5,1981
zaf,97.32,1982
zaf,98.28,1983
zaf,104.1,1984
zaf,106.1,1985
zaf,108.6,1986
zaf,111.8,1987
zaf,111.1,1988
zaf,105.7,1989
zaf,104.3,1990
zaf,105.3,1991
zaf,102.6,1992
zaf,103.6,1993
zaf,107.3,1994
zaf,106.0,1995
zaf,107.5,1996
zaf,106.6,1997
zaf,104.0,1998
zaf,102.0,1999
zaf,100.0,2000
zaf,101.2,2001
zaf,103.6,2002
zaf,107.2,2003
zaf,108.4,2004
zaf,108.8,2005
zaf,118.3,2006
zaf,121.2,2007
zaf,129.9,2008
zaf,135.0,2009
esp,84.12,1980
esp,69.23,1981
esp,68.9,1982
esp,65.76,1983
esp,66.15,1984
esp,69.81,1985
esp,100.0,1986
esp,100.0,1987
esp,100.0,1988
esp,100.0,1989
esp,100.0,1990
esp,101.7,1991
esp,104.0,1992
esp,103.9,1993
esp,102.3,1994
esp,104.3,1995
esp,105.1,1996
esp,104.7,1997
esp,107.2,1998
esp,106.3,1999
esp,100.0,2000
esp,101.5,2001
esp,103.7,2002
esp,103.6,2003
esp,102.1,2004
esp,101.8,2005
esp,103.5,2006
esp,104.7,2007
esp,102.8,2008
esp,107.2,2009
lka,87.18,1980
lka,80.77,1981
lka,76.0,1982
lka,94.2,1983
lka,114.9,1984
lka,94.12,1985
lka,90.16,1986
lka,92.42,1987
lka,88.0,1988
lka,85.0,1989
lka,82.42,1990
lka,80.43,1991
lka,95.6,1992
lka,100.0,1993
lka,98.89,1994
lka,99.0,1995
lka,100.0,1996
lka,105.0,1997
lka,100.0,2000
lka,98.28,2001
lka,97.16,2002
lka,93.51,2003
lka,87.35,2004
lka,82.03,2005
lka,79.36,2006
lka,74.89,2007
lka,69.1,2008
lka,78.48,2009
sdn,91.14,1980
sdn,106.3,1981
sdn,100.0,1982
sdn,100.0,1983
sdn,100.0,1984
sdn,100.0,1985
sdn,100.0,1986
sdn,100.0,1987
sdn,100.0,1988
sdn,100.0,1989
sdn,100.0,1990
sdn,100.0,1991
sdn,100.0,1992
sdn,100.0,1993
sdn,100.0,1994
sdn,100.0,1995
sdn,100.0,1996
sdn,100.0,1997
sdn,100.0,1998
sdn,100.0,1999
sdn,100.0,2000
sdn,92.87,2001
sdn,88.94,2002
sdn,102.0,2003
sdn,117.9,2004
sdn,156.4,2005
sdn,176.0,2006
sdn,181.7,2007
sdn,226.7,2008
sdn,152.5,2009
sur,100.0,2000
sur,92.0,2001
sur,97.12,2002
sur,104.3,2003
sur,128.3,2004
sur,128.5,2005
sur,156.0,2006
sur,154.4,2007
sur,153.7,2008
sur,151.0,2009
swz,100.0,1980
swz,100.0,1981
swz,100.0,1982
swz,100.0,1983
swz,100.0,1984
swz,100.0,1985
swz,100.0,1986
swz,100.0,1987
swz,100.0,1988
swz,100.0,1989
swz,100.0,1990
swz,100.0,1991
swz,100.0,1992
swz,100.0,1993
swz,100.0,1994
swz,100.0,1995
swz,100.0,1996
swz,100.0,1997
swz,100.0,1998
swz,100.0,1999
swz,100.0,2000
swz,100.6,2001
swz,97.44,2002
swz,93.66,2003
swz,90.77,2004
swz,92.93,2005
swz,97.84,2006
swz,90.13,2007
swz,99.6,2008
swz,112.8,2009
swe,94.86,1980
swe,92.49,1981
swe,90.64,1982
swe,89.84,1983
swe,91.8,1984
swe,92.69,1985
swe,104.0,1986
swe,105.6,1987
swe,107.5,1988
swe,109.1,1989
swe,108.5,1990
swe,108.6,1991
swe,108.4,1992
swe,104.7,1993
swe,105.5,1994
swe,110.2,1995
swe,108.6,1996
swe,107.4,1997
swe,108.1,1998
swe,104.0,1999
swe,100.0,2000
swe,97.09,2001
swe,95.07,2002
swe,94.83,2003
swe,92.44,2004
swe,89.73,2005
swe,88.23,2006
swe,89.56,2007
swe,86.59,2008
swe,89.61,2009
che,89.82,1988
che,88.15,1989
che,89.67,1990
che,92.13,1991
che,90.32,1992
che,92.31,1993
che,96.23,1994
che,96.41,1995
che,97.42,1996
che,95.85,1997
che,98.77,1998
che,102.6,1999
che,100.0,2000
che,101.1,2001
che,102.2,2002
che,101.7,2003
che,101.4,2004
che,98.11,2005
che,96.38,2006
che,96.42,2007
che,99.35,2008
che,106.6,2009
syr,100.0,2000
syr,90.43,2001
syr,91.49,2002
syr,97.62,2003
syr,106.8,2004
syr,129.1,2005
syr,130.3,2006
syr,133.6,2007
syr,145.0,2008
syr,148.3,2009
tza,160.4,1987
tza,127.8,1988
tza,120.0,1989
tza,107.4,1990
tza,111.5,1991
tza,98.0,1992
tza,100.0,1993
tza,107.8,1994
tza,97.98,1995
tza,95.28,1996
tza,98.68,1997
tza,98.4,1998
tza,99.08,1999
tza,100.0,2000
tza,95.19,2001
tza,98.3,2002
tza,101.7,2003
tza,103.0,2004
tza,97.96,2005
tza,109.0,2006
tza,110.0,2007
tza,107.9,2008
tza,121.1,2009
tha,151.6,1980
tha,132.4,1981
tha,120.3,1982
tha,129.2,1983
tha,126.6,1984
tha,118.0,1985
tha,130.5,1986
tha,129.2,1987
tha,127.4,1988
tha,122.1,1989
tha,118.5,1990
tha,117.6,1991
tha,120.0,1992
tha,119.8,1993
tha,121.6,1994
tha,116.0,1995
tha,114.4,1996
tha,115.1,1997
tha,108.2,1998
tha,107.4,1999
tha,100.0,2000
tha,92.16,2001
tha,92.23,2002
tha,94.33,2003
tha,96.02,2004
tha,96.86,2005
tha,95.79,2006
tha,96.13,2007
tha,94.3,2008
tha,97.07,2009
tgo,118.3,1980
tgo,122.7,1981
tgo,125.0,1982
tgo,126.3,1983
tgo,136.5,1984
tgo,138.0,1985
tgo,136.6,1986
tgo,130.4,1987
tgo,133.3,1988
tgo,130.9,1989
tgo,133.3,1990
tgo,124.8,1991
tgo,127.5,1992
tgo,90.48,1993
tgo,95.05,1994
tgo,99.12,1995
tgo,92.37,1996
tgo,100.0,1997
tgo,114.8,1998
tgo,114.1,1999
tgo,100.0,2000
tgo,37.71,2001
tgo,30.44,2002
tgo,24.35,2003
tgo,29.51,2004
tgo,21.4,2005
tgo,20.43,2006
tgo,21.75,2007
tgo,30.36,2008
tgo,28.56,2009
ton,100.0,2000
ton,98.57,2001
ton,103.3,2002
ton,98.67,2003
ton,96.98,2004
ton,88.41,2005
ton,79.82,2006
ton,69.92,2007
ton,64.88,2008
ton,77.16,2009
tto,175.9,1980
tto,171.7,1981
tto,145.2,1982
tto,143.1,1983
tto,142.0,1984
tto,137.0,1985
tto,98.21,1986
tto,89.96,1987
tto,77.18,1988
tto,84.74,1989
tto,100.0,1990
tto,100.0,2000
tto,98.37,2001
tto,92.56,2002
tto,106.3,2003
tto,111.7,2004
tto,123.7,2005
tto,136.3,2006
tto,134.1,2007
tto,157.1,2008
tto,130.9,2009
tun,123.6,1980
tun,119.3,1981
tun,118.4,1982
tun,112.5,1983
tun,112.9,1984
tun,111.4,1985
tun,116.0,1986
tun,116.2,1987
tun,119.0,1988
tun,117.9,1989
tun,109.2,1990
tun,104.0,1991
tun,97.2,1992
tun,95.1,1993
tun,93.33,1994
tun,95.8,1995
tun,99.17,1996
tun,96.46,1997
tun,96.43,1998
tun,97.27,1999
tun,100.0,2000
tun,100.2,2001
tun,100.1,2002
tun,97.05,2003
tun,93.95,2004
tun,92.65,2005
tun,89.67,2006
tun,89.65,2007
tun,95.06,2008
tun,94.27,2009
tur,109.1,1980
tur,103.2,1981
tur,95.96,1982
tur,95.32,1983
tur,107.2,1984
tur,95.71,1985
tur,110.2,1986
tur,117.5,1987
tur,114.4,1988
tur,105.8,1989
tur,109.1,1990
tur,111.2,1991
tur,115.4,1992
tur,120.4,1993
tur,109.6,1994
tur,105.7,1995
tur,107.0,1996
tur,111.4,1997
tur,110.9,1998
tur,109.4,1999
tur,100.0,2000
tur,97.73,2001
tur,97.14,2002
tur,97.07,2003
tur,97.62,2004
tur,96.74,2005
tur,92.15,2006
tur,94.71,2007
tur,91.16,2008
tur,94.98,2009
uga,165.2,1982
uga,247.2,1983
uga,295.7,1984
uga,315.6,1985
uga,295.2,1986
uga,191.7,1987
uga,191.6,1988
uga,183.1,1989
uga,145.7,1990
uga,134.0,1991
uga,120.4,1992
uga,113.5,1993
uga,131.4,1994
uga,197.2,1995
uga,157.7,1996
uga,156.0,1997
uga,139.0,1998
uga,120.6,1999
uga,100.0,2000
uga,94.54,2001
uga,95.11,2002
uga,96.41,2003
uga,95.99,2004
uga,100.9,2005
uga,106.0,2006
uga,105.2,2007
uga,106.2,2008
uga,120.4,2009
are,100.0,2000
are,93.41,2001
are,91.72,2002
are,101.0,2003
are,114.0,2004
are,138.7,2005
are,149.2,2006
are,151.3,2007
are,174.6,2008
are,134.7,2009
gbr,106.5,1980
gbr,106.8,1981
gbr,105.2,1982
gbr,103.4,1983
gbr,102.2,1984
gbr,102.6,1985
gbr,96.97,1986
gbr,97.45,1987
gbr,99.43,1988
gbr,99.6,1989
gbr,100.8,1990
gbr,100.9,1991
gbr,102.1,1992
gbr,104.3,1993
gbr,103.0,1994
gbr,100.1,1995
gbr,101.0,1996
gbr,102.5,1997
gbr,102.7,1998
gbr,102.1,1999
gbr,100.0,2000
gbr,99.69,2001
gbr,102.3,2002
gbr,104.9,2003
gbr,105.5,2004
gbr,105.3,2005
gbr,104.3,2006
gbr,103.7,2007
gbr,104.6,2008
gbr,104.0,2009
usa,90.54,1980
usa,93.7,1981
usa,96.34,1982
usa,101.5,1983
usa,101.1,1984
usa,102.9,1985
usa,107.5,1986
usa,102.0,1987
usa,104.1,1988
usa,103.7,1989
usa,101.4,1990
usa,102.3,1991
usa,101.6,1992
usa,102.4,1993
usa,102.8,1994
usa,103.3,1995
usa,102.9,1996
usa,104.0,1997
usa,107.1,1998
usa,104.8,1999
usa,100.0,2000
usa,102.8,2001
usa,104.4,2002
usa,103.0,2003
usa,101.2,2004
usa,97.17,2005
usa,95.95,2006
usa,96.56,2007
usa,91.81,2008
usa,98.95,2009
ury,140.7,1980
ury,102.5,1981
ury,106.7,1982
ury,100.0,1983
ury,106.1,1984
ury,98.95,1985
ury,117.9,1986
ury,127.3,1987
ury,129.7,1988
ury,124.7,1989
ury,115.8,1990
ury,113.7,1991
ury,110.7,1992
ury,109.1,1993
ury,108.9,1994
ury,116.2,1995
ury,112.3,1996
ury,111.4,1997
ury,119.4,1998
ury,110.8,1999
ury,100.0,2000
ury,104.0,2001
ury,102.6,2002
ury,103.5,2003
ury,99.92,2004
ury,90.74,2005
ury,88.58,2006
ury,88.74,2007
ury,94.09,2008
ury,98.47,2009
vut,100.0,2000
vut,91.34,2001
vut,106.3,2002
vut,103.9,2003
vut,103.7,2004
vut,93.87,2005
vut,99.3,2006
vut,83.87,2007
vut,83.54,2008
vut,95.36,2009
ven,154.1,1980
ven,158.0,1981
ven,145.1,1982
ven,154.5,1983
ven,144.3,1984
ven,143.1,1985
ven,76.32,1986
ven,89.16,1987
ven,67.39,1988
ven,77.42,1989
ven,89.58,1990
ven,73.2,1991
ven,69.0,1992
ven,64.0,1993
ven,63.37,1994
ven,63.39,1995
ven,73.39,1996
ven,70.87,1997
ven,50.98,1998
ven,68.0,1999
ven,100.0,2000
ven,82.22,2001
ven,87.58,2002
ven,98.71,2003
ven,118.1,2004
ven,154.4,2005
ven,184.4,2006
ven,202.1,2007
ven,249.5,2008
ven,187.1,2009
vnm,100.0,2000
vnm,96.34,2001
vnm,96.69,2002
vnm,94.38,2003
vnm,93.55,2004
vnm,96.03,2005
vnm,94.71,2006
vnm,91.69,2007
vnm,94.64,2008
vnm,97.35,2009
yem,100.0,2000
yem,88.75,2001
yem,91.47,2002
yem,97.91,2003
yem,113.8,2004
yem,139.2,2005
yem,152.4,2006
yem,149.4,2007
yem,167.5,2008
yem,126.6,2009
zmb,222.5,1980
zmb,163.6,1981
zmb,120.2,1982
zmb,154.2,1983
zmb,162.4,1984
zmb,186.2,1985
zmb,204.0,1986
zmb,255.6,1987
zmb,312.3,1988
zmb,166.4,1989
zmb,206.9,1990
zmb,152.7,1991
zmb,126.5,1992
zmb,123.2,1993
zmb,151.3,1994
zmb,189.7,1995
zmb,152.2,1996
zmb,141.7,1997
zmb,112.9,1998
zmb,87.13,1999
zmb,100.0,2000
zmb,93.52,2001
zmb,91.08,2002
zmb,95.12,2003
zmb,112.6,2004
zmb,125.4,2005
zmb,197.6,2006
zmb,193.8,2007
zmb,171.2,2008
zmb,155.9,2009
zwe,84.86,1980
zwe,72.3,1981
zwe,73.38,1982
zwe,81.55,1983
zwe,95.11,1984
zwe,96.91,1985
zwe,97.7,1986
zwe,96.81,1987
zwe,97.51,1988
zwe,96.12,1989
zwe,97.51,1990
zwe,98.36,1991
zwe,100.0,1992
zwe,97.32,1993
zwe,97.97,1994
zwe,96.75,1995
zwe,97.6,1996
zwe,96.93,1997
zwe,97.32,1998
zwe,97.09,1999
zwe,100.0,2000
zwe,93.17,2001
zwe,94.16,2002
zwe,97.74,2003
zwe,101.7,2004
zwe,91.52,2005
zwe,86.18,2006
zwe,92.33,2007
zwe,84.08,2008
zwe,90.94,2009
