aid_received_total_us_inflation_adjusted,geo,time
132600000,hnd,1976
181500000,hnd,1977
262700000,hnd,1978
248200000,hnd,1979
244900000,hnd,1980
261700000,hnd,1981
369600000,hnd,1982
450600000,hnd,1983
663400000,hnd,1984
577300000,hnd,1985
521800000,hnd,1986
438300000,hnd,1987
528100000,hnd,1988
422700000,hnd,1989
687100000,hnd,1990
448900000,hnd,1991
523500000,hnd,1992
482600000,hnd,1993
407500000,hnd,1994
502800000,hnd,1995
455200000,hnd,1996
416900000,hnd,1997
460700000,hnd,1998
1154000000,hnd,1999
657700000,hnd,2000
965200000,hnd,2001
600300000,hnd,2002
508600000,hnd,2003
772000000,hnd,2004
794300000,hnd,2005
682400000,hnd,2006
479000000,hnd,2007
554700000,hnd,2008
459500000,hnd,2009
574200000,hnd,2010
37820000,hkg,1960
30280000,hkg,1961
10660000,hkg,1962
36450000,hkg,1963
2000000,hkg,1964
32380000,hkg,1965
15370000,hkg,1966
17130000,hkg,1967
8300000,hkg,1968
7030000,hkg,1969
9810000,hkg,1970
24270000,hkg,1971
17320000,hkg,1972
3390000,hkg,1973
3830000,hkg,1974
-4680000,hkg,1975
9940000,hkg,1976
7520000,hkg,1977
6630000,hkg,1978
29860000,hkg,1979
25340000,hkg,1980
23410000,hkg,1981
20350000,hkg,1982
22790000,hkg,1983
36540000,hkg,1984
59890000,hkg,1985
45360000,hkg,1986
40600000,hkg,1987
39450000,hkg,1988
70060000,hkg,1989
59780000,hkg,1990
54600000,hkg,1991
-48670000,hkg,1992
42490000,hkg,1993
35890000,hkg,1994
20460000,hkg,1995
15580000,hkg,1996
5302000000,ind,1960
4715000000,ind,1961
4460000000,ind,1962
6403000000,ind,1963
7948000000,ind,1964
8284000000,ind,1965
7946000000,ind,1966
8526000000,ind,1967
5794000000,ind,1968
5349000000,ind,1969
4717000000,ind,1970
5423000000,ind,1971
3294000000,ind,1972
3713000000,ind,1973
5265000000,ind,1974
5931000000,ind,1975
6306000000,ind,1976
3350000000,ind,1977
3304000000,ind,1978
3490000000,ind,1979
5118000000,ind,1980
4807000000,ind,1981
4156000000,ind,1982
4726000000,ind,1983
4463000000,ind,1984
4218000000,ind,1985
4209000000,ind,1986
3071000000,ind,1987
3314000000,ind,1988
3014000000,ind,1989
2151000000,ind,1990
3944000000,ind,1991
3323000000,ind,1992
2041000000,ind,1993
2909000000,ind,1994
2028000000,ind,1995
2363000000,ind,1996
2210000000,ind,1997
2203000000,ind,1998
1915000000,ind,1999
1869000000,ind,2000
2538000000,ind,2001
2443000000,ind,2002
770200000,ind,2003
859700000,ind,2004
2065000000,ind,2005
1483000000,ind,2006
1357000000,ind,2007
2112000000,ind,2008
2530000000,ind,2009
2806000000,ind,2010
831700000,idn,1960
1157000000,idn,1961
1411000000,idn,1962
802100000,idn,1963
552300000,idn,1964
463800000,idn,1965
766000000,idn,1966
2074000000,idn,1967
2493000000,idn,1968
2272000000,idn,1969
3155000000,idn,1970
3605000000,idn,1971
2731000000,idn,1972
2880000000,idn,1973
2878000000,idn,1974
2696000000,idn,1975
2488000000,idn,1976
1708000000,idn,1977
1766000000,idn,1978
1879000000,idn,1979
2336000000,idn,1980
2410000000,idn,1981
2352000000,idn,1982
1923000000,idn,1983
1785000000,idn,1984
1621000000,idn,1985
1517000000,idn,1986
2145000000,idn,1987
2522000000,idn,1988
2932000000,idn,1989
2644000000,idn,1990
2622000000,idn,1991
2602000000,idn,1992
2455000000,idn,1993
1868000000,idn,1994
1457000000,idn,1995
1254000000,idn,1996
1062000000,idn,1997
1704000000,idn,1998
2610000000,idn,1999
2184000000,idn,2000
2068000000,idn,2001
1857000000,idn,2002
2246000000,idn,2003
201500000,idn,2004
3031000000,idn,2005
1504000000,idn,2006
919300000,idn,2007
1207000000,idn,2008
1112000000,idn,2009
1393000000,idn,2010
147800000,irn,1960
770600000,irn,1961
367700000,irn,1962
183400000,irn,1963
55390000,irn,1964
168300000,irn,1965
123900000,irn,1966
294100000,irn,1967
97960000,irn,1968
142600000,irn,1969
186600000,irn,1970
82760000,irn,1971
58100000,irn,1972
-6180000,irn,1973
48200000,irn,1974
-21750000,irn,1975
-40380000,irn,1976
127600000,irn,1977
664200000,irn,1978
11050000,irn,1979
79650000,irn,1980
23060000,irn,1981
7350000,irn,1982
125400000,irn,1983
36940000,irn,1984
45560000,irn,1985
57670000,irn,1986
124200000,irn,1987
134800000,irn,1988
155200000,irn,1989
159100000,irn,1990
282800000,irn,1991
149200000,irn,1992
197800000,irn,1993
175300000,irn,1994
202800000,irn,1995
185700000,irn,1996
263100000,irn,1997
220700000,irn,1998
214700000,irn,1999
186400000,irn,2000
175000000,irn,2001
172500000,irn,2002
171000000,irn,2003
229700000,irn,2004
124900000,irn,2005
128700000,irn,2006
99390000,irn,2007
90140000,irn,2008
90290000,irn,2009
121200000,irn,2010
9810000,irq,1960
5270000,irq,1961
14950000,irq,1962
31280000,irq,1963
72140000,irq,1964
74240000,irq,1965
26460000,irq,1966
24600000,irq,1967
17600000,irq,1968
29900000,irq,1969
52600000,irq,1970
96890000,irq,1971
120100000,irq,1972
64490000,irq,1973
18520000,irq,1974
387300000,irq,1975
27040000,irq,1976
254600000,irq,1977
171300000,irq,1978
42690000,irq,1979
21160000,irq,1980
630000000,irq,1981
17500000,irq,1982
33930000,irq,1983
12080000,irq,1984
69740000,irq,1985
65580000,irq,1986
147000000,irq,1987
19860000,irq,1988
23210000,irq,1989
96060000,irq,1990
813800000,irq,1991
194200000,irq,1992
250200000,irq,1993
358400000,irq,1994
441600000,irq,1995
444300000,irq,1996
312400000,irq,1997
175400000,irq,1998
124200000,irq,1999
166600000,irq,2000
204200000,irq,2001
179300000,irq,2002
2828000000,irq,2003
5360000000,irq,2004
24860000000,irq,2005
9906000000,irq,2006
9687000000,irq,2007
9931000000,irq,2008
2838000000,irq,2009
2192000000,irq,2010
957400000,isr,1960
929900000,isr,1961
868100000,isr,1962
918200000,isr,1963
777100000,isr,1964
947000000,isr,1965
819000000,isr,1966
523800000,isr,1967
432100000,isr,1968
366500000,isr,1969
356800000,isr,1970
386000000,isr,1971
396300000,isr,1972
739700000,isr,1973
433400000,isr,1974
1551000000,isr,1975
2024000000,isr,1976
2346000000,isr,1977
2455000000,isr,1978
2993000000,isr,1979
2042000000,isr,1980
1642000000,isr,1981
1758000000,isr,1982
2628000000,isr,1983
2389000000,isr,1984
3599000000,isr,1985
3431000000,isr,1986
2145000000,isr,1987
2057000000,isr,1988
1911000000,isr,1989
2103000000,isr,1990
2581000000,isr,1991
2974000000,isr,1992
1798000000,isr,1993
1732000000,isr,1994
460200000,isr,1995
2972000000,isr,1996
94560000,jam,1961
107200000,jam,1962
21270000,jam,1963
25040000,jam,1964
69690000,jam,1965
66960000,jam,1966
59020000,jam,1967
111500000,jam,1968
89830000,jam,1969
60330000,jam,1970
122800000,jam,1971
87350000,jam,1972
87020000,jam,1973
107700000,jam,1974
85370000,jam,1975
87530000,jam,1976
105000000,jam,1977
369900000,jam,1978
316600000,jam,1979
292600000,jam,1980
361000000,jam,1981
399500000,jam,1982
396200000,jam,1983
379800000,jam,1984
363900000,jam,1985
347200000,jam,1986
305800000,jam,1987
334800000,jam,1988
440200000,jam,1989
418800000,jam,1990
234500000,jam,1991
174700000,jam,1992
151000000,jam,1993
161500000,jam,1994
144000000,jam,1995
77770000,jam,1996
106300000,jam,1997
28770000,jam,1998
-25930000,jam,1999
32720000,jam,2000
102500000,jam,2001
42670000,jam,2002
10720000,jam,2003
97570000,jam,2004
41610000,jam,2005
36380000,jam,2006
26130000,jam,2007
79860000,jam,2008
146200000,jam,2009
141200000,jam,2010
592000000,jor,1960
610800000,jor,1961
537600000,jor,1962
533500000,jor,1963
488900000,jor,1964
439200000,jor,1965
469200000,jor,1966
342800000,jor,1967
294600000,jor,1968
305100000,jor,1969
487300000,jor,1970
324400000,jor,1971
494300000,jor,1972
907100000,jor,1973
1269000000,jor,1974
1787000000,jor,1975
2001000000,jor,1976
1418000000,jor,1977
1336000000,jor,1978
3728000000,jor,1979
3691000000,jor,1980
3034000000,jor,1981
2232000000,jor,1982
2137000000,jor,1983
1788000000,jor,1984
1545000000,jor,1985
1301000000,jor,1986
1153000000,jor,1987
795900000,jor,1988
568100000,jor,1989
1427000000,jor,1990
1350000000,jor,1991
576600000,jor,1992
438400000,jor,1993
484000000,jor,1994
635700000,jor,1995
633000000,jor,1996
632000000,jor,1997
563700000,jor,1998
576500000,jor,1999
768800000,jor,2000
651600000,jor,2001
766200000,jor,2002
1604000000,jor,2003
698900000,jor,2004
800200000,jor,2005
623600000,jor,2006
653400000,jor,2007
724200000,jor,2008
739300000,jor,2009
954500000,jor,2010
159800000,kaz,1991
17380000,kaz,1992
22300000,kaz,1993
78130000,kaz,1994
84210000,kaz,1995
160600000,kaz,1996
185100000,kaz,1997
298400000,kaz,1998
226800000,kaz,1999
239300000,kaz,2000
218000000,kaz,2001
258300000,kaz,2002
368500000,kaz,2003
319500000,kaz,2004
270500000,kaz,2005
203100000,kaz,2006
229600000,kaz,2007
339200000,kaz,2008
306500000,kaz,2009
223900000,kaz,2010
201000000,ken,1960
571200000,ken,1961
425800000,ken,1962
486700000,ken,1963
483100000,ken,1964
554900000,ken,1965
400500000,ken,1966
280300000,ken,1967
451800000,ken,1968
411200000,ken,1969
396200000,ken,1970
428900000,ken,1971
413700000,ken,1972
470900000,ken,1973
512200000,ken,1974
473200000,ken,1975
578400000,ken,1976
539200000,ken,1977
724900000,ken,1978
890900000,ken,1979
921600000,ken,1980
1111000000,ken,1981
1240000000,ken,1982
1016000000,ken,1983
1109000000,ken,1984
1131000000,ken,1985
986600000,ken,1986
1038000000,ken,1987
1412000000,ken,1988
1819000000,ken,1989
1792000000,ken,1990
1325000000,ken,1991
1222000000,ken,1992
1290000000,ken,1993
913600000,ken,1994
870800000,ken,1995
754700000,ken,1996
620800000,ken,1997
580200000,ken,1998
417700000,ken,1999
730800000,ken,2000
724200000,ken,2001
556800000,ken,2002
655400000,ken,2003
766800000,ken,2004
855500000,ken,2005
1041000000,ken,2006
1355000000,ken,2007
1333000000,ken,2008
1790000000,ken,2009
1629000000,ken,2010
190000,kir,1960
2440000,kir,1961
2890000,kir,1962
3650000,kir,1963
2400000,kir,1964
3490000,kir,1965
4870000,kir,1966
11140000,kir,1967
10920000,kir,1968
11110000,kir,1969
16260000,kir,1970
17070000,kir,1971
25570000,kir,1972
33960000,kir,1973
28890000,kir,1974
24660000,kir,1975
18520000,kir,1976
25450000,kir,1977
35850000,kir,1978
25950000,kir,1979
43530000,kir,1980
35860000,kir,1981
37160000,kir,1982
44240000,kir,1983
32900000,kir,1984
33970000,kir,1985
30820000,kir,1986
35320000,kir,1987
27350000,kir,1988
30700000,kir,1989
32480000,kir,1990
30550000,kir,1991
38660000,kir,1992
24300000,kir,1993
24350000,kir,1994
21490000,kir,1995
18330000,kir,1996
23150000,kir,1997
28200000,kir,1998
30290000,kir,1999
28500000,kir,2000
24180000,kir,2001
35660000,kir,2002
28150000,kir,2003
21980000,kir,2004
34850000,kir,2005
33650000,kir,2006
32230000,kir,2007
29410000,kir,2008
30740000,kir,2009
22820000,kir,2010
142700000,prk,1978
13940000,prk,1985
11380000,prk,1986
29910000,prk,1987
15620000,prk,1988
14570000,prk,1989
11890000,prk,1990
12830000,prk,1991
14910000,prk,1992
19860000,prk,1993
7790000,prk,1994
16830000,prk,1995
34750000,prk,1996
136400000,prk,1997
159800000,prk,1998
271900000,prk,1999
124500000,prk,2000
200100000,prk,2001
369000000,prk,2002
169500000,prk,2003
191600000,prk,2004
103200000,prk,2005
63030000,prk,2006
103800000,prk,2007
207800000,prk,2008
67350000,prk,2009
78840000,prk,2010
1507000000,kor,1960
1361000000,kor,1961
1385000000,kor,1962
1589000000,kor,1963
1023000000,kor,1964
1554000000,kor,1965
1473000000,kor,1966
1679000000,kor,1967
1485000000,kor,1968
2157000000,kor,1969
1662000000,kor,1970
1943000000,kor,1971
1863000000,kor,1972
1364000000,kor,1973
1137000000,kor,1974
950300000,kor,1975
732500000,kor,1976
781600000,kor,1977
447100000,kor,1978
343200000,kor,1979
345300000,kor,1980
829100000,kor,1981
92660000,kor,1982
29400000,kor,1983
-75980000,kor,1984
-2810000,kor,1985
-24100000,kor,1986
19290000,kor,1987
11860000,kor,1988
79370000,kor,1989
73540000,kor,1990
74120000,kor,1991
-11040000,kor,1992
-46320000,kor,1993
-123600000,kor,1994
42350000,kor,1995
-169300000,kor,1996
-190400000,kor,1997
-61520000,kor,1998
-57930000,kor,1999
773000000,kos,2009
619800000,kos,2010
-1230000,kwt,1961
-18270000,kwt,1962
-7200000,kwt,1963
-6010000,kwt,1964
-8730000,kwt,1965
-9580000,kwt,1966
-9710000,kwt,1967
100000,kwt,1968
2220000,kwt,1969
2160000,kwt,1970
3020000,kwt,1971
3080000,kwt,1972
1900000,kwt,1973
1610000,kwt,1974
1350000,kwt,1975
780000,kwt,1976
1680000,kwt,1977
2550000,kwt,1978
3010000,kwt,1979
22020000,kwt,1980
22830000,kwt,1981
14880000,kwt,1982
13380000,kwt,1983
12460000,kwt,1984
11630000,kwt,1985
10280000,kwt,1986
5720000,kwt,1987
9150000,kwt,1988
7950000,kwt,1989
19570000,kwt,1990
17420000,kwt,1991
9100000,kwt,1992
2840000,kwt,1993
6060000,kwt,1994
5170000,kwt,1995
36070000,kgz,1992
137700000,kgz,1993
228800000,kgz,1994
342900000,kgz,1995
290400000,kgz,1996
334400000,kgz,1997
339100000,kgz,1998
381700000,kgz,1999
299300000,kgz,2000
278000000,kgz,2001
264000000,kgz,2002
252800000,kgz,2003
316400000,kgz,2004
314800000,kgz,2005
365000000,kgz,2006
289000000,kgz,2007
353200000,kgz,2008
321400000,kgz,2009
380400000,kgz,2010
200500000,lao,1960
306500000,lao,1961
188100000,lao,1962
234700000,lao,1963
277900000,lao,1964
406800000,lao,1965
417100000,lao,1966
437400000,lao,1967
355100000,lao,1968
370200000,lao,1969
367000000,lao,1970
359600000,lao,1971
315500000,lao,1972
321000000,lao,1973
240300000,lao,1974
142800000,lao,1975
106200000,lao,1976
99570000,lao,1977
196900000,lao,1978
132400000,lao,1979
90290000,lao,1980
82710000,lao,1981
95990000,lao,1982
76210000,lao,1983
89060000,lao,1984
94960000,lao,1985
95670000,lao,1986
98500000,lao,1987
119600000,lao,1988
236800000,lao,1989
224300000,lao,1990
205400000,lao,1991
228700000,lao,1992
284700000,lao,1993
285800000,lao,1994
362700000,lao,1995
421100000,lao,1996
455400000,lao,1997
393500000,lao,1998
391800000,lao,1999
394700000,lao,2000
376900000,lao,2001
411300000,lao,2002
391100000,lao,2003
322400000,lao,2004
352700000,lao,2005
419200000,lao,2006
429200000,lao,2007
498800000,lao,2008
433600000,lao,2009
413800000,lao,2010
88170000,lbn,1960
84510000,lbn,1961
62320000,lbn,1962
54330000,lbn,1963
25920000,lbn,1964
60510000,lbn,1965
57190000,lbn,1966
58540000,lbn,1967
128300000,lbn,1968
57840000,lbn,1969
114800000,lbn,1970
34550000,lbn,1971
74030000,lbn,1972
56870000,lbn,1973
582600000,lbn,1974
54840000,lbn,1975
143600000,lbn,1976
442000000,lbn,1977
668900000,lbn,1978
315600000,lbn,1979
696000000,lbn,1980
1126000000,lbn,1981
478600000,lbn,1982
317400000,lbn,1983
190100000,lbn,1984
206100000,lbn,1985
133100000,lbn,1986
184600000,lbn,1987
250600000,lbn,1988
210100000,lbn,1989
437600000,lbn,1990
184200000,lbn,1991
154900000,lbn,1992
208500000,lbn,1993
321600000,lbn,1994
243700000,lbn,1995
310500000,lbn,1996
374700000,lbn,1997
496000000,lbn,1998
282200000,lbn,1999
311200000,lbn,2000
300600000,lbn,2001
300200000,lbn,2002
688900000,lbn,2003
314400000,lbn,2004
265500000,lbn,2005
926500000,lbn,2006
1007000000,lbn,2007
1032000000,lbn,2008
576500000,lbn,2009
447900000,lbn,2010
14950000,lso,1960
38730000,lso,1961
53180000,lso,1962
50020000,lso,1963
48690000,lso,1964
77020000,lso,1965
95660000,lso,1966
102900000,lso,1967
104300000,lso,1968
95690000,lso,1969
55990000,lso,1970
97680000,lso,1971
75640000,lso,1972
68370000,lso,1973
89930000,lso,1974
109900000,lso,1975
101400000,lso,1976
123600000,lso,1977
150500000,lso,1978
170700000,lso,1979
213400000,lso,1980
246600000,lso,1981
224300000,lso,1982
261600000,lso,1983
245300000,lso,1984
233400000,lso,1985
177900000,lso,1986
190600000,lso,1987
190200000,lso,1988
233900000,lso,1989
212400000,lso,1990
184300000,lso,1991
202000000,lso,1992
216400000,lso,1993
167100000,lso,1994
146500000,lso,1995
133600000,lso,1996
130400000,lso,1997
86060000,lso,1998
43910000,lso,1999
58440000,lso,2000
85420000,lso,2001
112700000,lso,2002
99870000,lso,2003
112100000,lso,2004
75140000,lso,2005
76240000,lso,2006
129300000,lso,2007
139100000,lso,2008
121100000,lso,2009
256200000,lso,2010
61480000,lbr,1960
195100000,lbr,1961
648100000,lbr,1962
283600000,lbr,1963
102900000,lbr,1964
228400000,lbr,1965
237700000,lbr,1966
146600000,lbr,1967
87090000,lbr,1968
85810000,lbr,1969
63810000,lbr,1970
59520000,lbr,1971
56860000,lbr,1972
43580000,lbr,1973
58340000,lbr,1974
70560000,lbr,1975
88240000,lbr,1976
104100000,lbr,1977
131000000,lbr,1978
203100000,lbr,1979
228700000,lbr,1980
245300000,lbr,1981
243600000,lbr,1982
268800000,lbr,1983
284100000,lbr,1984
196400000,lbr,1985
186300000,lbr,1986
137900000,lbr,1987
107000000,lbr,1988
101700000,lbr,1989
174300000,lbr,1990
235400000,lbr,1991
168000000,lbr,1992
178600000,lbr,1993
91710000,lbr,1994
158600000,lbr,1995
216000000,lbr,1996
108700000,lbr,1997
107000000,lbr,1998
130800000,lbr,1999
99230000,lbr,2000
57810000,lbr,2001
79660000,lbr,2002
137600000,lbr,2003
248200000,lbr,2004
252500000,lbr,2005
287900000,lbr,2006
723600000,lbr,2007
1213000000,lbr,2008
512900000,lbr,2009
1419000000,lbr,2010
290800000,lby,1960
271400000,lby,1961
229700000,lby,1962
181600000,lby,1963
141300000,lby,1964
59170000,lby,1965
14610000,lby,1966
22050000,lby,1967
46880000,lby,1968
54490000,lby,1969
30950000,lby,1970
20900000,lby,1971
43210000,lby,1972
72850000,lby,1973
62580000,lby,1974
6040000,lby,1975
35570000,lby,1976
28050000,lby,1977
19020000,lby,1978
9880000,lby,1979
31670000,lby,1980
11640000,lby,1981
267000000,lby,1982
14060000,lby,1983
13030000,lby,1984
14670000,lby,1985
25300000,lby,1986
11140000,lby,1987
9410000,lby,1988
17550000,lby,1989
12400000,lby,1990
10920000,lby,1991
4530000,lby,1992
4120000,lby,1993
5480000,lby,1994
7150000,lby,1995
4660000,lby,1996
5480000,lby,1997
7770000,lby,1998
6670000,lby,1999
27990000,lby,2005
41010000,lby,2006
19900000,lby,2007
71380000,lby,2008
40220000,lby,2009
8540000,lby,2010
15520000,mac,1960
14410000,mac,1961
5900000,mac,1963
1840000,mac,1966
740000,mac,1967
860000,mac,1968
450000,mac,1969
1280000,mac,1970
1380000,mac,1971
460000,mac,1972
550000,mac,1973
120000,mac,1974
70000,mac,1975
50000,mac,1979
10420000,mac,1980
30000,mac,1981
1800000,mac,1982
1410000,mac,1983
1150000,mac,1984
1080000,mac,1985
730000,mac,1986
220000,mac,1987
550000,mac,1988
520000,mac,1989
340000,mac,1990
160000,mac,1991
170000,mac,1992
220000,mac,1993
430000,mac,1994
-5050000,mac,1995
390000,mac,1996
480000,mac,1997
710000,mac,1998
410000,mac,1999
5140000,mkd,1993
150100000,mkd,1994
97060000,mkd,1995
135300000,mkd,1996
138000000,mkd,1997
150400000,mkd,1998
397900000,mkd,1999
393200000,mkd,2000
395600000,mkd,2001
423200000,mkd,2002
340700000,mkd,2003
312900000,mkd,2004
263100000,mkd,2005
231800000,mkd,2006
210700000,mkd,2007
200400000,mkd,2008
192000000,mkd,2009
187200000,mkd,2010
29410000,mdg,1960
15310000,mdg,1961
45480000,mdg,1962
77690000,mdg,1963
399200000,mdg,1964
413400000,mdg,1965
372100000,mdg,1966
333400000,mdg,1967
358200000,mdg,1968
322100000,mdg,1969
330200000,mdg,1970
307200000,mdg,1971
324300000,mdg,1972
255900000,mdg,1973
286200000,mdg,1974
320600000,mdg,1975
235300000,mdg,1976
212400000,mdg,1977
276600000,mdg,1978
362000000,mdg,1979
547700000,mdg,1980
587900000,mdg,1981
634800000,mdg,1982
492000000,mdg,1983
427600000,mdg,1984
504000000,mdg,1985
662500000,mdg,1986
608400000,mdg,1987
509500000,mdg,1988
620300000,mdg,1989
609800000,mdg,1990
676500000,mdg,1991
511200000,mdg,1992
515600000,mdg,1993
396300000,mdg,1994
376000000,mdg,1995
453900000,mdg,1996
1209000000,mdg,1997
694800000,mdg,1998
504800000,mdg,1999
477000000,mdg,2000
575900000,mdg,2001
555800000,mdg,2002
706000000,mdg,2003
1488000000,mdg,2004
1052000000,mdg,2005
877800000,mdg,2006
943600000,mdg,2007
819400000,mdg,2008
441200000,mdg,2009
470100000,mdg,2010
40120000,mwi,1960
77120000,mwi,1961
104800000,mwi,1962
146700000,mwi,1963
274700000,mwi,1964
269000000,mwi,1965
242200000,mwi,1966
226800000,mwi,1967
344400000,mwi,1968
206400000,mwi,1969
247500000,mwi,1970
194000000,mwi,1971
204400000,mwi,1972
154800000,mwi,1973
190400000,mwi,1974
246000000,mwi,1975
239700000,mwi,1976
278000000,mwi,1977
296900000,mwi,1978
367000000,mwi,1979
334300000,mwi,1980
335300000,mwi,1981
304400000,mwi,1982
292600000,mwi,1983
482500000,mwi,1984
302100000,mwi,1985
409100000,mwi,1986
497700000,mwi,1987
632800000,mwi,1988
721800000,mwi,1989
764700000,mwi,1990
816000000,mwi,1991
810900000,mwi,1992
711200000,mwi,1993
626200000,mwi,1994
549000000,mwi,1995
633700000,mwi,1996
477000000,mwi,1997
618200000,mwi,1998
628900000,mwi,1999
642600000,mwi,2000
633000000,mwi,2001
550500000,mwi,2002
657600000,mwi,2003
579000000,mwi,2004
646000000,mwi,2005
778600000,mwi,2006
748500000,mwi,2007
888700000,mwi,2008
782200000,mwi,2009
1023000000,mwi,2010
124000000,mys,1960
169100000,mys,1961
160800000,mys,1962
91740000,mys,1963
135700000,mys,1964
174400000,mys,1965
210500000,mys,1966
163600000,mys,1967
251800000,mys,1968
251400000,mys,1969
187800000,mys,1970
289800000,mys,1971
301800000,mys,1972
229400000,mys,1973
318100000,mys,1974
429100000,mys,1975
256200000,mys,1976
254100000,mys,1977
224200000,mys,1978
333300000,mys,1979
334200000,mys,1980
368300000,mys,1981
360700000,mys,1982
471000000,mys,1983
860300000,mys,1984
624200000,mys,1985
447200000,mys,1986
622500000,mys,1987
188900000,mys,1988
225800000,mys,1989
706900000,mys,1990
408000000,mys,1991
272300000,mys,1992
173400000,mys,1993
105600000,mys,1994
130400000,mys,1995
-479500000,mys,1996
-276700000,mys,1997
265900000,mys,1998
172800000,mys,1999
65530000,mys,2000
46820000,mys,2001
125000000,mys,2002
134900000,mys,2003
354700000,mys,2004
30820000,mys,2005
295700000,mys,2006
268800000,mys,2007
169300000,mys,2008
147100000,mys,2009
2060000,mys,2010
270000,mdv,1960
2400000,mdv,1961
4280000,mdv,1962
2610000,mdv,1963
2370000,mdv,1964
920000,mdv,1965
13860000,mdv,1966
2830000,mdv,1967
2080000,mdv,1968
1160000,mdv,1969
1670000,mdv,1970
5710000,mdv,1971
3800000,mdv,1972
3000000,mdv,1973
2630000,mdv,1974
13710000,mdv,1975
11310000,mdv,1976
12610000,mdv,1977
22880000,mdv,1978
16200000,mdv,1979
49570000,mdv,1980
30710000,mdv,1981
12920000,mdv,1982
27080000,mdv,1983
14220000,mdv,1984
22080000,mdv,1985
36040000,mdv,1986
31800000,mdv,1987
40390000,mdv,1988
46450000,mdv,1989
31900000,mdv,1990
47350000,mdv,1991
49940000,mdv,1992
43180000,mdv,1993
38560000,mdv,1994
69360000,mdv,1995
40950000,mdv,1996
35970000,mdv,1997
35250000,mdv,1998
39830000,mdv,1999
27480000,mdv,2000
37240000,mdv,2001
40620000,mdv,2002
30320000,mdv,2003
33880000,mdv,2004
89080000,mdv,2005
44000000,mdv,2006
39670000,mdv,2007
55020000,mdv,2008
34490000,mdv,2009
110800000,mdv,2010
650000,mli,1960
16100000,mli,1961
87480000,mli,1962
61670000,mli,1963
144300000,mli,1964
174200000,mli,1965
191200000,mli,1966
128700000,mli,1967
211100000,mli,1968
159700000,mli,1969
146200000,mli,1970
180800000,mli,1971
211700000,mli,1972
350900000,mli,1973
502800000,mli,1974
540200000,mli,1975
314400000,mli,1976
367100000,mli,1977
447200000,mli,1978
478400000,mli,1979
626300000,mli,1980
571000000,mli,1981
535700000,mli,1982
564700000,mli,1983
916600000,mli,1984
1032000000,mli,1985
816200000,mli,1986
669200000,mli,1987
760900000,mli,1988
800000000,mli,1989
747400000,mli,1990
687000000,mli,1991
620500000,mli,1992
554400000,mli,1993
628800000,mli,1994
681500000,mli,1995
635500000,mli,1996
610100000,mli,1997
502000000,mli,1998
516900000,mli,1999
457400000,mli,2000
565100000,mli,2001
643700000,mli,2002
729900000,mli,2003
703900000,mli,2004
836900000,mli,2005
972400000,mli,2006
1045000000,mli,2007
939300000,mli,2008
991400000,mli,2009
1089000000,mli,2010
118900000,mlt,1960
91560000,mlt,1961
79520000,mlt,1962
153400000,mlt,1963
169000000,mlt,1964
133400000,mlt,1965
135600000,mlt,1966
123800000,mlt,1967
141600000,mlt,1968
125100000,mlt,1969
142400000,mlt,1970
100700000,mlt,1971
78390000,mlt,1972
136600000,mlt,1973
97720000,mlt,1974
125100000,mlt,1975
112400000,mlt,1976
105200000,mlt,1977
113200000,mlt,1978
135400000,mlt,1979
40090000,mlt,1980
155600000,mlt,1981
77720000,mlt,1982
132400000,mlt,1983
33390000,mlt,1984
50400000,mlt,1985
14900000,mlt,1986
-2340000,mlt,1987
-4650000,mlt,1988
-8970000,mlt,1989
8320000,mlt,1990
33080000,mlt,1991
6400000,mlt,1992
51140000,mlt,1993
71110000,mlt,1994
14970000,mlt,1995
103400000,mlt,1996
34990000,mlt,1997
33890000,mlt,1998
39700000,mlt,1999
38110000,mlt,2000
3180000,mlt,2001
17830000,mlt,2002
410000,mhl,1991
9940000,mhl,1992
44320000,mhl,1993
67630000,mhl,1994
49800000,mhl,1995
93900000,mhl,1996
83280000,mhl,1997
66580000,mhl,1998
80010000,mhl,1999
73900000,mhl,2000
93480000,mhl,2001
78670000,mhl,2002
68230000,mhl,2003
59080000,mhl,2004
64210000,mhl,2005
60050000,mhl,2006
55050000,mhl,2007
54590000,mhl,2008
59950000,mhl,2009
90630000,mhl,2010
340000,mrt,1960
10680000,mrt,1961
22420000,mrt,1962
16450000,mrt,1963
100500000,mrt,1964
74530000,mrt,1965
153500000,mrt,1966
94920000,mrt,1967
164400000,mrt,1968
84850000,mrt,1969
50380000,mrt,1970
87470000,mrt,1971
71730000,mrt,1972
143300000,mrt,1973
416800000,mrt,1974
313600000,mrt,1975
738200000,mrt,1976
590600000,mrt,1977
694600000,mrt,1978
450300000,mrt,1979
405500000,mrt,1980
550700000,mrt,1981
475500000,mrt,1982
455700000,mrt,1983
454300000,mrt,1984
538700000,mrt,1985
487000000,mrt,1986
358400000,mrt,1987
319900000,mrt,1988
441200000,mrt,1989
362200000,mrt,1990
327600000,mrt,1991
281000000,mrt,1992
478000000,mrt,1993
364400000,mrt,1994
277200000,mrt,1995
348600000,mrt,1996
334900000,mrt,1997
238000000,mrt,1998
318100000,mrt,1999
344500000,mrt,2000
455000000,mrt,2001
558600000,mrt,2002
336100000,mrt,2003
228700000,mrt,2004
217400000,mrt,2005
253200000,mrt,2006
