geo,all_forms_of_tb_new_cases_per_100000_estimated,time
tca,15,2002
tca,15,2003
tca,14,2004
tca,14,2005
tca,14,2006
tca,14,2007
tuv,296,1990
tuv,287,1991
tuv,277,1992
tuv,268,1993
tuv,259,1994
tuv,250,1995
tuv,242,1996
tuv,234,1997
tuv,226,1998
tuv,218,1999
tuv,211,2000
tuv,204,2001
tuv,197,2002
tuv,191,2003
tuv,184,2004
tuv,178,2005
tuv,172,2006
tuv,166,2007
uga,163,1990
uga,250,1991
uga,272,1992
uga,296,1993
uga,306,1994
uga,319,1995
uga,314,1996
uga,320,1997
uga,326,1998
uga,324,1999
uga,340,2000
uga,360,2001
uga,386,2002
uga,396,2003
uga,385,2004
uga,370,2005
uga,350,2006
uga,330,2007
ukr,41,1990
ukr,40,1991
ukr,43,1992
ukr,46,1993
ukr,48,1994
ukr,51,1995
ukr,58,1996
ukr,63,1997
ukr,71,1998
ukr,76,1999
ukr,84,2000
ukr,91,2001
ukr,95,2002
ukr,97,2003
ukr,97,2004
ukr,102,2005
ukr,102,2006
ukr,102,2007
are,30,1990
are,28,1991
are,27,1992
are,25,1993
are,24,1994
are,23,1995
are,22,1996
are,21,1997
are,20,1998
are,19,1999
are,18,2000
are,18,2001
are,18,2002
are,17,2003
are,17,2004
are,16,2005
are,16,2006
are,16,2007
gbr,12,1990
gbr,12,1991
gbr,12,1992
gbr,12,1993
gbr,12,1994
gbr,12,1995
gbr,12,1996
gbr,12,1997
gbr,12,1998
gbr,12,1999
gbr,12,2000
gbr,12,2001
gbr,12,2002
gbr,13,2003
gbr,13,2004
gbr,14,2005
gbr,15,2006
gbr,15,2007
tza,178,1990
tza,196,1991
tza,213,1992
tza,229,1993
tza,249,1994
tza,271,1995
tza,290,1996
tza,308,1997
tza,317,1998
tza,327,1999
tza,339,2000
tza,346,2001
tza,352,2002
tza,344,2003
tza,337,2004
tza,325,2005
tza,311,2006
tza,297,2007
vir,19,1990
vir,18,1991
vir,17,1992
vir,16,1993
vir,15,1994
vir,15,1995
vir,14,1996
vir,14,1997
vir,13,1998
vir,12,1999
vir,12,2000
vir,11,2001
vir,11,2002
vir,11,2003
vir,11,2004
vir,10,2005
vir,10,2006
vir,10,2007
usa,9,1990
usa,10,1991
usa,10,1992
usa,9,1993
usa,9,1994
usa,8,1995
usa,7,1996
usa,7,1997
usa,6,1998
usa,6,1999
usa,6,2000
usa,5,2001
usa,5,2002
usa,5,2003
usa,5,2004
usa,5,2005
usa,4,2006
usa,4,2007
ury,28,1990
ury,27,1991
ury,27,1992
ury,27,1993
ury,26,1994
ury,26,1995
ury,26,1996
ury,25,1997
ury,25,1998
ury,25,1999
ury,24,2000
ury,24,2001
ury,24,2002
ury,23,2003
ury,23,2004
ury,23,2005
ury,23,2006
ury,22,2007
uzb,68,1990
uzb,64,1991
uzb,63,1992
uzb,73,1993
uzb,73,1994
uzb,76,1995
uzb,72,1996
uzb,80,1997
uzb,85,1998
uzb,89,1999
uzb,93,2000
uzb,102,2001
uzb,110,2002
uzb,113,2003
uzb,113,2004
uzb,117,2005
uzb,115,2006
uzb,113,2007
vut,139,1990
vut,134,1991
vut,130,1992
vut,125,1993
vut,121,1994
vut,117,1995
vut,113,1996
vut,109,1997
vut,105,1998
vut,102,1999
vut,98,2000
vut,95,2001
vut,92,2002
vut,89,2003
vut,86,2004
vut,83,2005
vut,80,2006
vut,77,2007
ven,35,1990
ven,35,1991
ven,35,1992
ven,35,1993
ven,35,1994
ven,35,1995
ven,35,1996
ven,35,1997
ven,34,1998
ven,34,1999
ven,34,2000
ven,34,2001
ven,34,2002
ven,34,2003
ven,34,2004
ven,34,2005
ven,34,2006
ven,34,2007
vnm,202,1990
vnm,200,1991
vnm,198,1992
vnm,196,1993
vnm,195,1994
vnm,193,1995
vnm,191,1996
vnm,189,1997
vnm,187,1998
vnm,185,1999
vnm,183,2000
vnm,182,2001
vnm,180,2002
vnm,178,2003
vnm,176,2004
vnm,175,2005
vnm,173,2006
vnm,171,2007
wlf,63,1990
wlf,176,1991
wlf,32,1992
wlf,87,1993
wlf,86,1994
wlf,47,1995
wlf,62,1996
wlf,107,1997
wlf,54,1998
wlf,53,1999
wlf,52,2000
wlf,7,2001
wlf,141,2002
wlf,111,2003
wlf,48,2004
wlf,52,2005
wlf,46,2006
wlf,15,2007
pse,35,1990
pse,34,1991
pse,34,1992
pse,33,1993
pse,33,1994
pse,32,1995
pse,31,1996
pse,29,1997
pse,28,1998
pse,27,1999
pse,26,2000
pse,25,2001
pse,24,2002
pse,23,2003
pse,22,2004
pse,21,2005
pse,21,2006
pse,20,2007
yem,133,1990
yem,131,1991
yem,132,1992
yem,127,1993
yem,125,1994
yem,122,1995
yem,119,1996
yem,111,1997
yem,106,1998
yem,102,1999
yem,100,2000
yem,96,2001
yem,93,2002
yem,89,2003
yem,85,2004
yem,82,2005
yem,79,2006
yem,76,2007
zmb,297,1990
zmb,349,1991
zmb,411,1992
zmb,460,1993
zmb,501,1994
zmb,536,1995
zmb,554,1996
zmb,576,1997
zmb,583,1998
zmb,603,1999
zmb,602,2000
zmb,627,2001
zmb,632,2002
zmb,652,2003
zmb,623,2004
zmb,588,2005
zmb,547,2006
zmb,506,2007
zwe,329,1990
zwe,364,1991
zwe,389,1992
zwe,417,1993
zwe,444,1994
zwe,474,1995
zwe,501,1996
zwe,538,1997
zwe,580,1998
zwe,628,1999
zwe,685,2000
zwe,740,2001
zwe,791,2002
zwe,825,2003
zwe,834,2004
zwe,824,2005
zwe,803,2006
zwe,782,2007
