life_expectancy_male,geo,time
67.72,tls,2017
68.09,tls,2018
68.45,tls,2019
68.79,tls,2020
69.12,tls,2021
69.43,tls,2022
69.73,tls,2023
70.02,tls,2024
70.29,tls,2025
70.56,tls,2026
70.82,tls,2027
71.07,tls,2028
71.32,tls,2029
71.56,tls,2030
71.8,tls,2031
72.03,tls,2032
72.26,tls,2033
72.48,tls,2034
72.7,tls,2035
72.92,tls,2036
73.14,tls,2037
73.35,tls,2038
73.56,tls,2039
73.78,tls,2040
73.99,tls,2041
74.2,tls,2042
74.42,tls,2043
74.63,tls,2044
74.84,tls,2045
75.06,tls,2046
75.27,tls,2047
75.49,tls,2048
75.7,tls,2049
75.91,tls,2050
76.13,tls,2051
76.34,tls,2052
76.56,tls,2053
76.78,tls,2054
76.99,tls,2055
77.21,tls,2056
77.43,tls,2057
77.65,tls,2058
77.87,tls,2059
78.09,tls,2060
78.31,tls,2061
78.52,tls,2062
78.74,tls,2063
78.96,tls,2064
79.17,tls,2065
79.38,tls,2066
79.6,tls,2067
79.81,tls,2068
80.02,tls,2069
80.22,tls,2070
80.42,tls,2071
80.62,tls,2072
80.82,tls,2073
81.01,tls,2074
81.2,tls,2075
81.38,tls,2076
81.56,tls,2077
81.74,tls,2078
81.91,tls,2079
82.08,tls,2080
82.24,tls,2081
82.4,tls,2082
82.56,tls,2083
82.71,tls,2084
82.86,tls,2085
83.01,tls,2086
83.15,tls,2087
83.29,tls,2088
83.43,tls,2089
83.57,tls,2090
83.71,tls,2091
83.84,tls,2092
83.98,tls,2093
84.11,tls,2094
84.25,tls,2095
84.38,tls,2096
84.51,tls,2097
84.64,tls,2098
84.76,tls,2099
33.11,tgo,1950
33.46,tgo,1951
34.15,tgo,1952
34.84,tgo,1953
35.52,tgo,1954
36.18,tgo,1955
36.84,tgo,1956
37.48,tgo,1957
38.12,tgo,1958
38.75,tgo,1959
39.37,tgo,1960
39.98,tgo,1961
40.58,tgo,1962
41.18,tgo,1963
41.77,tgo,1964
42.35,tgo,1965
42.93,tgo,1966
43.51,tgo,1967
44.08,tgo,1968
44.64,tgo,1969
45.2,tgo,1970
45.75,tgo,1971
46.3,tgo,1972
46.85,tgo,1973
47.4,tgo,1974
47.94,tgo,1975
48.48,tgo,1976
49.01,tgo,1977
49.54,tgo,1978
50.05,tgo,1979
50.56,tgo,1980
51.06,tgo,1981
51.54,tgo,1982
52.0,tgo,1983
52.44,tgo,1984
52.86,tgo,1985
53.27,tgo,1986
53.67,tgo,1987
54.04,tgo,1988
54.37,tgo,1989
54.63,tgo,1990
54.76,tgo,1991
54.74,tgo,1992
54.6,tgo,1993
54.33,tgo,1994
53.98,tgo,1995
53.61,tgo,1996
53.26,tgo,1997
52.99,tgo,1998
52.82,tgo,1999
52.76,tgo,2000
52.8,tgo,2001
52.9,tgo,2002
53.04,tgo,2003
53.2,tgo,2004
53.39,tgo,2005
53.6,tgo,2006
53.84,tgo,2007
54.11,tgo,2008
54.4,tgo,2009
54.7,tgo,2010
55.01,tgo,2011
55.32,tgo,2012
55.63,tgo,2013
55.92,tgo,2014
56.21,tgo,2015
56.48,tgo,2016
56.74,tgo,2017
57.01,tgo,2018
57.27,tgo,2019
57.53,tgo,2020
57.8,tgo,2021
58.08,tgo,2022
58.36,tgo,2023
58.65,tgo,2024
58.95,tgo,2025
59.27,tgo,2026
59.6,tgo,2027
59.93,tgo,2028
60.27,tgo,2029
60.62,tgo,2030
60.97,tgo,2031
61.31,tgo,2032
61.65,tgo,2033
61.99,tgo,2034
62.32,tgo,2035
62.64,tgo,2036
62.96,tgo,2037
63.27,tgo,2038
63.57,tgo,2039
63.87,tgo,2040
64.16,tgo,2041
64.44,tgo,2042
64.73,tgo,2043
65.0,tgo,2044
65.27,tgo,2045
65.54,tgo,2046
65.81,tgo,2047
66.06,tgo,2048
66.32,tgo,2049
66.56,tgo,2050
66.81,tgo,2051
67.05,tgo,2052
67.28,tgo,2053
67.51,tgo,2054
67.73,tgo,2055
67.95,tgo,2056
68.17,tgo,2057
68.38,tgo,2058
68.59,tgo,2059
68.79,tgo,2060
68.99,tgo,2061
69.19,tgo,2062
69.38,tgo,2063
69.57,tgo,2064
69.76,tgo,2065
69.94,tgo,2066
70.12,tgo,2067
70.3,tgo,2068
70.48,tgo,2069
70.65,tgo,2070
70.82,tgo,2071
70.99,tgo,2072
71.15,tgo,2073
71.31,tgo,2074
71.47,tgo,2075
71.63,tgo,2076
71.79,tgo,2077
71.94,tgo,2078
72.09,tgo,2079
72.24,tgo,2080
72.39,tgo,2081
72.53,tgo,2082
72.67,tgo,2083
72.81,tgo,2084
72.95,tgo,2085
73.08,tgo,2086
73.22,tgo,2087
73.35,tgo,2088
73.48,tgo,2089
73.61,tgo,2090
73.74,tgo,2091
73.87,tgo,2092
73.99,tgo,2093
74.12,tgo,2094
74.24,tgo,2095
74.36,tgo,2096
74.48,tgo,2097
74.6,tgo,2098
74.72,tgo,2099
57.79,ton,1950
57.95,ton,1951
58.29,ton,1952
58.63,ton,1953
58.97,ton,1954
59.31,ton,1955
59.65,ton,1956
60.0,ton,1957
60.34,ton,1958
60.69,ton,1959
61.03,ton,1960
61.36,ton,1961
61.69,ton,1962
62.01,ton,1963
62.32,ton,1964
62.63,ton,1965
62.93,ton,1966
63.24,ton,1967
63.54,ton,1968
63.85,ton,1969
64.15,ton,1970
64.44,ton,1971
64.71,ton,1972
64.96,ton,1973
65.19,ton,1974
65.4,ton,1975
65.6,ton,1976
65.79,ton,1977
65.98,ton,1978
66.17,ton,1979
66.37,ton,1980
66.57,ton,1981
66.77,ton,1982
66.97,ton,1983
67.16,ton,1984
67.35,ton,1985
67.52,ton,1986
67.69,ton,1987
67.84,ton,1988
67.98,ton,1989
68.11,ton,1990
68.23,ton,1991
68.35,ton,1992
68.45,ton,1993
68.55,ton,1994
68.63,ton,1995
68.7,ton,1996
68.75,ton,1997
68.79,ton,1998
68.81,ton,1999
68.82,ton,2000
68.82,ton,2001
68.82,ton,2002
68.83,ton,2003
68.85,ton,2004
68.89,ton,2005
68.94,ton,2006
69.02,ton,2007
69.11,ton,2008
69.22,ton,2009
69.35,ton,2010
69.48,ton,2011
69.63,ton,2012
69.78,ton,2013
69.92,ton,2014
70.06,ton,2015
70.21,ton,2016
70.35,ton,2017
70.49,ton,2018
70.63,ton,2019
70.77,ton,2020
70.92,ton,2021
71.07,ton,2022
71.22,ton,2023
71.37,ton,2024
71.52,ton,2025
71.67,ton,2026
71.83,ton,2027
71.99,ton,2028
72.14,ton,2029
72.3,ton,2030
72.47,ton,2031
72.63,ton,2032
72.79,ton,2033
72.96,ton,2034
73.12,ton,2035
73.29,ton,2036
73.46,ton,2037
73.63,ton,2038
73.8,ton,2039
73.97,ton,2040
74.15,ton,2041
74.32,ton,2042
74.5,ton,2043
74.68,ton,2044
74.86,ton,2045
75.04,ton,2046
75.22,ton,2047
75.4,ton,2048
75.58,ton,2049
75.77,ton,2050
75.95,ton,2051
76.14,ton,2052
76.32,ton,2053
76.51,ton,2054
76.7,ton,2055
76.88,ton,2056
77.07,ton,2057
77.25,ton,2058
77.44,ton,2059
77.62,ton,2060
77.8,ton,2061
77.97,ton,2062
78.15,ton,2063
78.32,ton,2064
78.49,ton,2065
78.65,ton,2066
78.81,ton,2067
78.97,ton,2068
79.12,ton,2069
79.27,ton,2070
79.42,ton,2071
79.56,ton,2072
79.7,ton,2073
79.84,ton,2074
79.98,ton,2075
80.11,ton,2076
80.25,ton,2077
80.38,ton,2078
80.5,ton,2079
80.63,ton,2080
80.76,ton,2081
80.88,ton,2082
81.01,ton,2083
81.13,ton,2084
81.25,ton,2085
81.38,ton,2086
81.5,ton,2087
81.62,ton,2088
81.74,ton,2089
81.85,ton,2090
81.97,ton,2091
82.08,ton,2092
82.2,ton,2093
82.31,ton,2094
82.43,ton,2095
82.54,ton,2096
82.65,ton,2097
82.77,ton,2098
82.88,ton,2099
56.4,tto,1950
56.56,tto,1951
56.9,tto,1952
57.29,tto,1953
57.73,tto,1954
58.22,tto,1955
58.75,tto,1956
59.32,tto,1957
59.91,tto,1958
60.51,tto,1959
61.08,tto,1960
61.6,tto,1961
62.05,tto,1962
62.4,tto,1963
62.65,tto,1964
62.8,tto,1965
62.88,tto,1966
62.91,tto,1967
62.92,tto,1968
62.94,tto,1969
62.98,tto,1970
63.06,tto,1971
63.17,tto,1972
63.33,tto,1973
63.51,tto,1974
63.7,tto,1975
63.9,tto,1976
64.08,tto,1977
64.23,tto,1978
64.34,tto,1979
64.43,tto,1980
64.5,tto,1981
64.55,tto,1982
64.61,tto,1983
64.68,tto,1984
64.76,tto,1985
64.86,tto,1986
64.96,tto,1987
65.06,tto,1988
65.16,tto,1989
65.24,tto,1990
65.29,tto,1991
65.32,tto,1992
65.31,tto,1993
65.27,tto,1994
65.21,tto,1995
65.14,tto,1996
65.08,tto,1997
65.02,tto,1998
64.99,tto,1999
65.0,tto,2000
65.03,tto,2001
65.11,tto,2002
65.2,tto,2003
65.32,tto,2004
65.46,tto,2005
65.6,tto,2006
65.75,tto,2007
65.88,tto,2008
66.0,tto,2009
66.11,tto,2010
66.21,tto,2011
66.3,tto,2012
66.39,tto,2013
66.48,tto,2014
66.58,tto,2015
66.67,tto,2016
66.76,tto,2017
66.86,tto,2018
66.95,tto,2019
67.05,tto,2020
67.14,tto,2021
67.23,tto,2022
67.32,tto,2023
67.42,tto,2024
67.51,tto,2025
67.6,tto,2026
67.69,tto,2027
67.79,tto,2028
67.88,tto,2029
67.98,tto,2030
68.08,tto,2031
68.18,tto,2032
68.28,tto,2033
68.38,tto,2034
68.48,tto,2035
68.59,tto,2036
68.69,tto,2037
68.8,tto,2038
68.91,tto,2039
69.02,tto,2040
69.13,tto,2041
69.24,tto,2042
69.36,tto,2043
69.47,tto,2044
69.59,tto,2045
69.71,tto,2046
69.83,tto,2047
69.95,tto,2048
70.07,tto,2049
70.2,tto,2050
70.33,tto,2051
70.45,tto,2052
70.58,tto,2053
70.71,tto,2054
70.84,tto,2055
70.98,tto,2056
71.11,tto,2057
71.25,tto,2058
71.38,tto,2059
71.52,tto,2060
71.66,tto,2061
71.8,tto,2062
71.94,tto,2063
72.08,tto,2064
72.23,tto,2065
72.38,tto,2066
72.53,tto,2067
72.67,tto,2068
72.83,tto,2069
72.98,tto,2070
73.14,tto,2071
73.29,tto,2072
73.44,tto,2073
73.6,tto,2074
73.76,tto,2075
73.91,tto,2076
74.07,tto,2077
74.23,tto,2078
74.4,tto,2079
74.56,tto,2080
74.72,tto,2081
74.89,tto,2082
75.05,tto,2083
75.21,tto,2084
75.37,tto,2085
75.53,tto,2086
75.68,tto,2087
75.84,tto,2088
76.0,tto,2089
76.16,tto,2090
76.32,tto,2091
76.48,tto,2092
76.64,tto,2093
76.79,tto,2094
76.95,tto,2095
77.1,tto,2096
77.25,tto,2097
77.39,tto,2098
77.54,tto,2099
37.19,tun,1950
37.32,tun,1951
37.59,tun,1952
37.9,tun,1953
38.24,tun,1954
38.62,tun,1955
39.03,tun,1956
39.47,tun,1957
39.96,tun,1958
40.49,tun,1959
41.06,tun,1960
41.69,tun,1961
42.37,tun,1962
43.11,tun,1963
43.92,tun,1964
44.79,tun,1965
45.73,tun,1966
46.74,tun,1967
47.8,tun,1968
48.91,tun,1969
50.05,tun,1970
51.22,tun,1971
52.4,tun,1972
53.58,tun,1973
54.74,tun,1974
55.88,tun,1975
56.97,tun,1976
58.03,tun,1977
59.03,tun,1978
59.98,tun,1979
60.87,tun,1980
61.67,tun,1981
62.39,tun,1982
63.04,tun,1983
63.63,tun,1984
64.17,tun,1985
64.69,tun,1986
65.21,tun,1987
65.72,tun,1988
66.25,tun,1989
66.79,tun,1990
67.33,tun,1991
67.85,tun,1992
68.34,tun,1993
68.79,tun,1994
69.21,tun,1995
69.59,tun,1996
69.94,tun,1997
70.27,tun,1998
70.57,tun,1999
70.85,tun,2000
71.1,tun,2001
71.32,tun,2002
71.52,tun,2003
71.71,tun,2004
71.88,tun,2005
72.06,tun,2006
72.24,tun,2007
72.44,tun,2008
72.65,tun,2009
72.88,tun,2010
73.12,tun,2011
73.36,tun,2012
73.61,tun,2013
73.85,tun,2014
74.08,tun,2015
74.32,tun,2016
74.55,tun,2017
74.77,tun,2018
75.0,tun,2019
75.23,tun,2020
75.45,tun,2021
75.68,tun,2022
75.9,tun,2023
76.13,tun,2024
76.36,tun,2025
76.58,tun,2026
76.81,tun,2027
77.03,tun,2028
77.26,tun,2029
77.49,tun,2030
77.71,tun,2031
77.94,tun,2032
78.17,tun,2033
78.39,tun,2034
78.61,tun,2035
78.83,tun,2036
79.05,tun,2037
79.26,tun,2038
79.47,tun,2039
79.67,tun,2040
79.87,tun,2041
80.06,tun,2042
80.24,tun,2043
80.42,tun,2044
80.6,tun,2045
80.76,tun,2046
80.92,tun,2047
81.08,tun,2048
81.23,tun,2049
81.38,tun,2050
81.53,tun,2051
81.67,tun,2052
81.81,tun,2053
81.95,tun,2054
82.08,tun,2055
82.22,tun,2056
82.35,tun,2057
82.48,tun,2058
82.6,tun,2059
82.73,tun,2060
82.85,tun,2061
82.97,tun,2062
83.09,tun,2063
83.21,tun,2064
83.33,tun,2065
83.45,tun,2066
83.56,tun,2067
83.68,tun,2068
83.8,tun,2069
83.91,tun,2070
84.03,tun,2071
84.14,tun,2072
84.25,tun,2073
84.36,tun,2074
84.47,tun,2075
84.58,tun,2076
84.69,tun,2077
84.8,tun,2078
84.91,tun,2079
85.02,tun,2080
85.13,tun,2081
85.23,tun,2082
85.34,tun,2083
85.45,tun,2084
85.55,tun,2085
85.66,tun,2086
85.76,tun,2087
85.87,tun,2088
85.97,tun,2089
86.08,tun,2090
86.19,tun,2091
86.3,tun,2092
86.4,tun,2093
86.51,tun,2094
86.61,tun,2095
86.71,tun,2096
86.81,tun,2097
86.91,tun,2098
87.01,tun,2099
37.25,tur,1950
37.43,tur,1951
37.8,tur,1952
38.23,tur,1953
38.7,tur,1954
39.21,tur,1955
39.78,tur,1956
40.39,tur,1957
41.05,tur,1958
41.75,tur,1959
42.48,tur,1960
43.24,tur,1961
44.02,tur,1962
44.81,tur,1963
45.6,tur,1964
46.36,tur,1965
47.09,tur,1966
47.77,tur,1967
48.41,tur,1968
49.01,tur,1969
49.58,tur,1970
50.13,tur,1971
50.68,tur,1972
51.24,tur,1973
51.82,tur,1974
52.41,tur,1975
53.02,tur,1976
53.63,tur,1977
54.23,tur,1978
54.81,tur,1979
55.4,tur,1980
55.97,tur,1981
56.55,tur,1982
57.12,tur,1983
57.69,tur,1984
58.25,tur,1985
58.79,tur,1986
59.31,tur,1987
59.8,tur,1988
60.26,tur,1989
60.72,tur,1990
61.17,tur,1991
61.63,tur,1992
62.11,tur,1993
62.63,tur,1994
63.18,tur,1995
63.77,tur,1996
64.41,tur,1997
65.06,tur,1998
65.73,tur,1999
66.39,tur,2000
67.03,tur,2001
67.62,tur,2002
68.16,tur,2003
68.64,tur,2004
69.06,tur,2005
69.44,tur,2006
69.8,tur,2007
70.14,tur,2008
70.48,tur,2009
70.82,tur,2010
71.16,tur,2011
71.5,tur,2012
71.83,tur,2013
72.16,tur,2014
72.49,tur,2015
72.81,tur,2016
73.13,tur,2017
73.45,tur,2018
73.76,tur,2019
74.07,tur,2020
74.38,tur,2021
74.69,tur,2022
74.99,tur,2023
75.29,tur,2024
75.59,tur,2025
75.89,tur,2026
76.18,tur,2027
76.47,tur,2028
76.75,tur,2029
77.03,tur,2030
77.29,tur,2031
77.55,tur,2032
77.8,tur,2033
78.03,tur,2034
78.26,tur,2035
78.48,tur,2036
78.68,tur,2037
78.88,tur,2038
79.07,tur,2039
79.26,tur,2040
79.43,tur,2041
79.6,tur,2042
79.77,tur,2043
79.93,tur,2044
80.09,tur,2045
80.25,tur,2046
80.4,tur,2047
80.55,tur,2048
80.69,tur,2049
80.84,tur,2050
80.98,tur,2051
81.12,tur,2052
81.26,tur,2053
81.4,tur,2054
81.54,tur,2055
81.67,tur,2056
81.81,tur,2057
81.94,tur,2058
82.07,tur,2059
82.2,tur,2060
82.33,tur,2061
82.46,tur,2062
82.58,tur,2063
82.71,tur,2064
82.83,tur,2065
82.96,tur,2066
83.08,tur,2067
83.2,tur,2068
83.32,tur,2069
83.44,tur,2070
83.56,tur,2071
83.68,tur,2072
83.8,tur,2073
83.92,tur,2074
84.03,tur,2075
84.15,tur,2076
84.26,tur,2077
84.38,tur,2078
84.5,tur,2079
84.61,tur,2080
84.73,tur,2081
84.84,tur,2082
84.96,tur,2083
85.07,tur,2084
85.18,tur,2085
85.29,tur,2086
85.41,tur,2087
85.51,tur,2088
85.62,tur,2089
85.73,tur,2090
85.84,tur,2091
85.95,tur,2092
86.06,tur,2093
86.16,tur,2094
86.27,tur,2095
86.38,tur,2096
86.49,tur,2097
86.61,tur,2098
86.72,tur,2099
47.07,tkm,1950
47.28,tkm,1951
47.7,tkm,1952
48.11,tkm,1953
48.52,tkm,1954
48.93,tkm,1955
49.34,tkm,1956
49.74,tkm,1957
50.15,tkm,1958
50.56,tkm,1959
50.97,tkm,1960
51.38,tkm,1961
51.8,tkm,1962
52.21,tkm,1963
52.63,tkm,1964
53.05,tkm,1965
53.45,tkm,1966
53.84,tkm,1967
54.21,tkm,1968
54.55,tkm,1969
54.87,tkm,1970
55.16,tkm,1971
55.42,tkm,1972
55.65,tkm,1973
55.87,tkm,1974
56.08,tkm,1975
56.3,tkm,1976
56.54,tkm,1977
56.79,tkm,1978
57.07,tkm,1979
57.36,tkm,1980
57.68,tkm,1981
58.0,tkm,1982
58.31,tkm,1983
58.61,tkm,1984
58.85,tkm,1985
59.03,tkm,1986
59.13,tkm,1987
59.16,tkm,1988
59.13,tkm,1989
59.06,tkm,1990
58.99,tkm,1991
58.95,tkm,1992
58.97,tkm,1993
59.04,tkm,1994
59.18,tkm,1995
59.36,tkm,1996
59.56,tkm,1997
59.76,tkm,1998
59.94,tkm,1999
60.09,tkm,2000
60.21,tkm,2001
60.3,tkm,2002
60.38,tkm,2003
60.44,tkm,2004
60.49,tkm,2005
60.54,tkm,2006
60.61,tkm,2007
60.7,tkm,2008
60.8,tkm,2009
60.93,tkm,2010
61.07,tkm,2011
61.22,tkm,2012
61.37,tkm,2013
61.51,tkm,2014
61.66,tkm,2015
61.8,tkm,2016
61.93,tkm,2017
62.07,tkm,2018
62.2,tkm,2019
62.33,tkm,2020
62.46,tkm,2021
62.59,tkm,2022
62.72,tkm,2023
62.84,tkm,2024
62.97,tkm,2025
63.09,tkm,2026
63.22,tkm,2027
63.34,tkm,2028
63.47,tkm,2029
63.59,tkm,2030
63.71,tkm,2031
63.83,tkm,2032
63.95,tkm,2033
64.07,tkm,2034
64.19,tkm,2035
64.31,tkm,2036
64.42,tkm,2037
64.54,tkm,2038
64.66,tkm,2039
64.78,tkm,2040
64.89,tkm,2041
65.01,tkm,2042
65.13,tkm,2043
65.25,tkm,2044
65.36,tkm,2045
65.48,tkm,2046
65.59,tkm,2047
65.71,tkm,2048
65.82,tkm,2049
65.94,tkm,2050
66.06,tkm,2051
66.17,tkm,2052
66.29,tkm,2053
66.4,tkm,2054
66.52,tkm,2055
66.63,tkm,2056
66.75,tkm,2057
66.87,tkm,2058
66.99,tkm,2059
67.11,tkm,2060
67.23,tkm,2061
67.36,tkm,2062
67.48,tkm,2063
67.6,tkm,2064
67.72,tkm,2065
67.85,tkm,2066
67.98,tkm,2067
68.11,tkm,2068
68.24,tkm,2069
68.37,tkm,2070
68.5,tkm,2071
68.64,tkm,2072
68.78,tkm,2073
68.92,tkm,2074
69.06,tkm,2075
69.2,tkm,2076
69.34,tkm,2077
69.48,tkm,2078
69.62,tkm,2079
69.77,tkm,2080
69.92,tkm,2081
70.06,tkm,2082
70.21,tkm,2083
70.37,tkm,2084
70.52,tkm,2085
70.67,tkm,2086
70.83,tkm,2087
70.99,tkm,2088
71.15,tkm,2089
71.31,tkm,2090
71.47,tkm,2091
71.64,tkm,2092
71.8,tkm,2093
71.97,tkm,2094
72.13,tkm,2095
72.3,tkm,2096
72.47,tkm,2097
72.63,tkm,2098
72.8,tkm,2099
37.46,uga,1950
37.71,uga,1951
38.21,uga,1952
38.72,uga,1953
39.23,uga,1954
39.75,uga,1955
40.27,uga,1956
40.8,uga,1957
41.34,uga,1958
41.88,uga,1959
42.45,uga,1960
43.02,uga,1961
43.61,uga,1962
44.2,uga,1963
44.79,uga,1964
45.36,uga,1965
45.88,uga,1966
46.35,uga,1967
46.75,uga,1968
47.08,uga,1969
47.34,uga,1970
47.52,uga,1971
47.66,uga,1972
47.74,uga,1973
47.8,uga,1974
47.84,uga,1975
47.87,uga,1976
47.9,uga,1977
47.92,uga,1978
47.93,uga,1979
47.94,uga,1980
47.94,uga,1981
47.91,uga,1982
47.85,uga,1983
47.76,uga,1984
47.61,uga,1985
47.4,uga,1986
47.12,uga,1987
46.79,uga,1988
46.43,uga,1989
46.07,uga,1990
45.72,uga,1991
45.42,uga,1992
45.2,uga,1993
45.09,uga,1994
45.13,uga,1995
45.35,uga,1996
45.73,uga,1997
46.28,uga,1998
46.96,uga,1999
47.76,uga,2000
48.66,uga,2001
49.62,uga,2002
50.6,uga,2003
51.57,uga,2004
52.5,uga,2005
53.38,uga,2006
54.22,uga,2007
55.02,uga,2008
55.76,uga,2009
56.44,uga,2010
57.04,uga,2011
57.57,uga,2012
58.03,uga,2013
58.44,uga,2014
58.8,uga,2015
59.13,uga,2016
59.44,uga,2017
59.74,uga,2018
60.06,uga,2019
60.38,uga,2020
60.72,uga,2021
61.07,uga,2022
61.42,uga,2023
61.77,uga,2024
62.13,uga,2025
62.49,uga,2026
62.85,uga,2027
63.21,uga,2028
63.57,uga,2029
63.93,uga,2030
64.29,uga,2031
64.64,uga,2032
64.98,uga,2033
65.33,uga,2034
65.66,uga,2035
65.99,uga,2036
66.32,uga,2037
66.63,uga,2038
66.94,uga,2039
67.25,uga,2040
67.54,uga,2041
67.82,uga,2042
68.1,uga,2043
68.36,uga,2044
68.62,uga,2045
68.87,uga,2046
69.11,uga,2047
69.34,uga,2048
69.57,uga,2049
69.79,uga,2050
70.01,uga,2051
70.22,uga,2052
70.43,uga,2053
70.63,uga,2054
70.83,uga,2055
71.02,uga,2056
71.22,uga,2057
71.41,uga,2058
71.6,uga,2059
71.79,uga,2060
71.97,uga,2061
72.16,uga,2062
72.35,uga,2063
72.53,uga,2064
72.72,uga,2065
72.89,uga,2066
73.07,uga,2067
73.25,uga,2068
73.42,uga,2069
73.58,uga,2070
73.75,uga,2071
73.9,uga,2072
74.06,uga,2073
74.21,uga,2074
74.36,uga,2075
74.5,uga,2076
74.65,uga,2077
74.8,uga,2078
74.94,uga,2079
75.09,uga,2080
75.24,uga,2081
75.39,uga,2082
75.53,uga,2083
75.68,uga,2084
75.82,uga,2085
75.97,uga,2086
76.11,uga,2087
76.25,uga,2088
76.39,uga,2089
76.54,uga,2090
76.68,uga,2091
76.82,uga,2092
76.96,uga,2093
77.1,uga,2094
77.25,uga,2095
77.39,uga,2096
77.53,uga,2097
77.67,uga,2098
77.81,uga,2099
55.93,ukr,1950
56.68,ukr,1951
58.13,ukr,1952
59.46,ukr,1953
60.68,ukr,1954
61.79,ukr,1955
62.78,ukr,1956
63.67,ukr,1957
64.44,ukr,1958
65.09,ukr,1959
65.64,ukr,1960
66.08,ukr,1961
66.41,ukr,1962
66.65,ukr,1963
66.8,ukr,1964
66.87,ukr,1965
66.88,ukr,1966
66.83,ukr,1967
66.73,ukr,1968
66.59,ukr,1969
66.42,ukr,1970
66.23,ukr,1971
66.0,ukr,1972
65.76,ukr,1973
65.5,ukr,1974
65.24,ukr,1975
64.97,ukr,1976
64.71,ukr,1977
64.47,ukr,1978
64.26,ukr,1979
64.13,ukr,1980
64.12,ukr,1981
64.25,ukr,1982
64.5,ukr,1983
64.83,ukr,1984
65.19,ukr,1985
65.48,ukr,1986
65.65,ukr,1987
65.64,ukr,1988
65.45,ukr,1989
65.09,ukr,1990
64.6,ukr,1991
64.05,ukr,1992
63.51,ukr,1993
63.02,ukr,1994
62.6,ukr,1995
62.28,ukr,1996
62.04,ukr,1997
61.87,ukr,1998
61.76,ukr,1999
61.72,ukr,2000
61.72,ukr,2001
61.77,ukr,2002
61.83,ukr,2003
61.91,ukr,2004
62.0,ukr,2005
62.09,ukr,2006
62.19,ukr,2007
62.29,ukr,2008
62.4,ukr,2009
62.51,ukr,2010
62.62,ukr,2011
62.73,ukr,2012
62.84,ukr,2013
62.94,ukr,2014
63.05,ukr,2015
63.15,ukr,2016
63.25,ukr,2017
63.35,ukr,2018
63.45,ukr,2019
63.55,ukr,2020
63.65,ukr,2021
63.75,ukr,2022
63.85,ukr,2023
63.95,ukr,2024
64.05,ukr,2025
64.16,ukr,2026
64.26,ukr,2027
64.36,ukr,2028
64.46,ukr,2029
64.57,ukr,2030
64.67,ukr,2031
64.78,ukr,2032
64.88,ukr,2033
64.99,ukr,2034
65.1,ukr,2035
65.21,ukr,2036
65.31,ukr,2037
65.42,ukr,2038
65.53,ukr,2039
65.64,ukr,2040
65.75,ukr,2041
65.86,ukr,2042
65.98,ukr,2043
66.09,ukr,2044
66.2,ukr,2045
66.32,ukr,2046
66.44,ukr,2047
66.56,ukr,2048
66.68,ukr,2049
66.81,ukr,2050
66.93,ukr,2051
67.05,ukr,2052
67.18,ukr,2053
67.3,ukr,2054
67.43,ukr,2055
67.56,ukr,2056
67.69,ukr,2057
67.82,ukr,2058
67.95,ukr,2059
68.09,ukr,2060
68.22,ukr,2061
68.36,ukr,2062
68.49,ukr,2063
68.63,ukr,2064
68.76,ukr,2065
68.9,ukr,2066
69.03,ukr,2067
69.17,ukr,2068
69.31,ukr,2069
69.44,ukr,2070
69.59,ukr,2071
69.73,ukr,2072
69.87,ukr,2073
70.02,ukr,2074
70.16,ukr,2075
70.31,ukr,2076
70.45,ukr,2077
70.6,ukr,2078
70.75,ukr,2079
70.9,ukr,2080
71.05,ukr,2081
71.19,ukr,2082
71.34,ukr,2083
71.49,ukr,2084
71.64,ukr,2085
71.79,ukr,2086
71.94,ukr,2087
72.1,ukr,2088
72.25,ukr,2089
72.4,ukr,2090
72.55,ukr,2091
72.7,ukr,2092
72.86,ukr,2093
73.01,ukr,2094
73.16,ukr,2095
73.31,ukr,2096
73.46,ukr,2097
73.62,ukr,2098
73.77,ukr,2099
38.54,are,1950
39.17,are,1951
40.41,are,1952
41.63,are,1953
42.82,are,1954
44.0,are,1955
45.15,are,1956
46.29,are,1957
47.41,are,1958
48.51,are,1959
49.61,are,1960
50.71,are,1961
51.81,are,1962
52.9,are,1963
54.0,are,1964
55.07,are,1965
56.13,are,1966
57.14,are,1967
58.11,are,1968
59.02,are,1969
59.88,are,1970
60.69,are,1971
61.46,are,1972
62.19,are,1973
62.88,are,1974
63.55,are,1975
64.19,are,1976
64.79,are,1977
65.37,are,1978
65.92,are,1979
66.45,are,1980
66.95,are,1981
67.43,are,1982
67.88,are,1983
68.31,are,1984
68.72,are,1985
69.11,are,1986
69.48,are,1987
69.84,are,1988
70.18,are,1989
70.51,are,1990
70.82,are,1991
71.13,are,1992
71.43,are,1993
71.73,are,1994
72.02,are,1995
72.3,are,1996
72.58,are,1997
72.85,are,1998
73.11,are,1999
73.37,are,2000
73.63,are,2001
73.88,are,2002
74.12,are,2003
74.36,are,2004
74.6,are,2005
74.83,are,2006
75.04,are,2007
75.25,are,2008
75.44,are,2009
75.62,are,2010
75.8,are,2011
75.97,are,2012
76.14,are,2013
76.31,are,2014
76.48,are,2015
76.65,are,2016
76.83,are,2017
77.0,are,2018
77.17,are,2019
77.34,are,2020
77.52,are,2021
77.7,are,2022
77.88,are,2023
78.06,are,2024
78.25,are,2025
78.43,are,2026
78.62,are,2027
