gdppercapita_growth_percent_per_year,geo,time
2.944,deu,1971
3.802,deu,1972
4.448,deu,1973
0.8508,deu,1974
-0.4964,deu,1975
5.4,deu,1976
3.581,deu,1977
3.098,deu,1978
4.104,deu,1979
1.199,deu,1980
0.3762,deu,1981
-0.3001,deu,1982
1.839,deu,1983
3.179,deu,1984
2.557,deu,1985
2.241,deu,1986
1.246,deu,1987
3.303,deu,1988
3.096,deu,1989
4.352,deu,1990
4.345,deu,1991
1.14,deu,1992
-1.651,deu,1993
2.117,deu,1994
1.379,deu,1995
0.4994,deu,1996
1.589,deu,1997
1.846,deu,1998
1.805,deu,1999
2.918,deu,2000
1.344,deu,2001
-0.1579,deu,2002
-0.4306,deu,2003
1.183,deu,2004
0.7418,deu,2005
3.817,deu,2006
3.407,deu,2007
1.276,deu,2008
-4.886,deu,2009
3.849,deu,2010
0.2152,gha,1961
0.9014,gha,1962
1.3,gha,1963
-0.6253,gha,1964
-1.19,gha,1965
-6.402,gha,1966
1.005,gha,1967
-1.568,gha,1968
3.839,gha,1969
7.225,gha,1970
2.507,gha,1971
-5.216,gha,1972
-0.03601,gha,1973
4.024,gha,1974
-14.47,gha,1975
-5.402,gha,1976
0.5679,gha,1977
6.706,gha,1978
-4.37,gha,1979
-1.905,gha,1980
-6.277,gha,1981
-9.956,gha,1982
-7.853,gha,1983
4.963,gha,1984
1.747,gha,1985
2.106,gha,1986
1.9,gha,1987
2.822,gha,1988
2.299,gha,1989
0.5293,gha,1990
2.357,gha,1991
0.9618,gha,1992
1.923,gha,1993
0.4961,gha,1994
1.405,gha,1995
2.008,gha,1996
1.71,gha,1997
2.261,gha,1998
1.976,gha,1999
1.266,gha,2000
1.527,gha,2001
1.995,gha,2002
2.666,gha,2003
3.055,gha,2004
3.356,gha,2005
3.853,gha,2006
3.92,gha,2007
5.859,gha,2008
1.546,gha,2009
5.216,gha,2010
10.27,grc,1961
0.9304,grc,1962
9.728,grc,1963
7.866,grc,1964
8.882,grc,1965
5.319,grc,1966
4.626,grc,1967
5.972,grc,1968
9.499,grc,1969
7.709,grc,1970
7.374,grc,1971
9.446,grc,1972
7.603,grc,1973
-6.782,grc,1974
5.373,grc,1975
5.205,grc,1976
1.61,grc,1977
5.865,grc,1978
2.002,grc,1979
-0.3069,grc,1980
-2.432,grc,1981
-1.74,grc,1982
-1.652,grc,1983
1.504,grc,1984
2.112,grc,1985
0.1857,grc,1986
-2.585,grc,1987
3.91,grc,1988
3.26,grc,1989
-0.6636,grc,1990
2.101,grc,1991
-0.4029,grc,1992
-2.499,grc,1993
1.154,grc,1994
1.319,grc,1995
1.644,grc,1996
2.99,grc,1997
2.807,grc,1998
2.966,grc,1999
4.143,grc,2000
3.888,grc,2001
3.085,grc,2002
5.598,grc,2003
4.007,grc,2004
1.891,grc,2005
5.122,grc,2006
2.589,grc,2007
-0.5508,grc,2008
-3.642,grc,2009
-3.8,grc,2010
11.14,grl,1971
3.759,grl,1972
5.28,grl,1973
4.639,grl,1974
0.4433,grl,1975
5.746,grl,1976
9.483,grl,1977
6.448,grl,1978
4.015,grl,1979
7.377,grl,1980
-0.9138,grl,1981
-5.348,grl,1982
2.266,grl,1983
-6.259,grl,1984
2.682,grl,1985
6.497,grl,1986
4.346,grl,1987
4.255,grl,1988
5.695,grl,1989
-12.2,grl,1990
0.06651,grl,1991
-4.769,grl,1992
-4.856,grl,1993
5.352,grl,1994
3.171,grl,1995
1.348,grl,1996
1.288,grl,1997
7.566,grl,1998
1.378,grl,1999
6.911,grl,2000
0.9995,grl,2001
-1.409,grl,2002
-0.6692,grl,2003
2.402,grl,2004
1.938,grl,2005
4.765,grl,2006
5.922,grl,2007
0.7503,grl,2008
-5.404,grl,2009
6.745,grd,1978
6.614,grd,1979
-0.9248,grd,1980
-0.895,grd,1981
2.093,grd,1982
-0.1734,grd,1983
2.168,grd,1984
6.495,grd,1985
7.992,grd,1986
12.01,grd,1987
4.82,grd,1988
7.38,grd,1989
5.839,grd,1990
2.119,grd,1991
-1.061,grd,1992
-3.729,grd,1993
1.614,grd,1994
1.634,grd,1995
3.495,grd,1996
4.265,grd,1997
6.352,grd,1998
9.926,grd,1999
12.43,grd,2000
-4.109,grd,2001
1.918,grd,2002
8.188,grd,2003
-6.709,grd,2004
11.73,grd,2005
-2.218,grd,2006
5.418,grd,2007
1.093,grd,2008
-8.673,grd,2009
-0.7364,grd,2010
1.501,gtm,1961
0.7609,gtm,1962
6.608,gtm,1963
1.837,gtm,1964
1.58,gtm,1965
2.712,gtm,1966
1.36,gtm,1967
5.893,gtm,1968
1.961,gtm,1969
2.893,gtm,1970
2.753,gtm,1971
4.448,gtm,1972
3.931,gtm,1973
3.587,gtm,1974
-0.6522,gtm,1975
4.727,gtm,1976
5.206,gtm,1977
2.498,gtm,1978
2.221,gtm,1979
1.267,gtm,1980
-1.802,gtm,1981
-5.894,gtm,1982
-4.957,gtm,1983
-1.932,gtm,1984
-2.963,gtm,1985
-2.177,gtm,1986
1.186,gtm,1987
1.552,gtm,1988
1.604,gtm,1989
0.772,gtm,1990
1.297,gtm,1991
2.437,gtm,1992
1.543,gtm,1993
1.656,gtm,1994
2.566,gtm,1995
0.6391,gtm,1996
2.023,gtm,1997
2.628,gtm,1998
1.47,gtm,1999
1.186,gtm,2000
-0.1166,gtm,2001
1.334,gtm,2002
0.003494,gtm,2003
0.6059,gtm,2004
0.7236,gtm,2005
2.811,gtm,2006
3.726,gtm,2007
0.7765,gtm,2008
-1.909,gtm,2009
0.2445,gtm,2010
0.8156,gin,1987
3.407,gin,1988
0.3911,gin,1989
-0.2576,gin,1990
-2.858,gin,1991
-2.84,gin,1992
-1.148,gin,1993
-1.451,gin,1994
0.2427,gin,1995
1.98,gin,1996
2.338,gin,1997
3.147,gin,1998
3.228,gin,1999
0.4373,gin,2000
1.331,gin,2001
2.17,gin,2002
3.742,gin,2003
0.6653,gin,2004
1.265,gin,2005
0.7086,gin,2006
-0.106,gin,2007
2.901,gin,2008
-2.345,gin,2009
-0.3219,gin,2010
-5.622,gnb,1971
3.83,gnb,1972
-1.827,gnb,1973
1.132,gnb,1974
4.046,gnb,1975
0.9992,gnb,1976
-10.81,gnb,1977
8.769,gnb,1978
-1.598,gnb,1979
-18.51,gnb,1980
15.2,gnb,1981
2.04,gnb,1982
-5.122,gnb,1983
7.25,gnb,1984
2.324,gnb,1985
-2.64,gnb,1986
0.9319,gnb,1987
2.553,gnb,1988
4.001,gnb,1989
3.995,gnb,1990
2.999,gnb,1991
-0.9441,gnb,1992
0.02846,gnb,1993
1.12,gnb,1994
2.323,gnb,1995
9.411,gnb,1996
4.434,gnb,1997
-29.48,gnb,1998
5.734,gnb,1999
5.442,gnb,2000
-1.717,gnb,2001
-8.877,gnb,2002
-1.86,gnb,2003
-1.259,gnb,2004
2.25,gnb,2005
0.1019,gnb,2006
1.123,gnb,2007
1.122,gnb,2008
0.8886,gnb,2009
1.363,gnb,2010
1.839,guy,1961
-1.577,guy,1962
-14.57,guy,1963
8.455,guy,1964
7.649,guy,1965
2.444,guy,1966
1.56,guy,1967
-1.489,guy,1968
4.682,guy,1969
2.453,guy,1970
1.833,guy,1971
-4.11,guy,1972
0.6773,guy,1973
7.132,guy,1974
7.774,guy,1975
0.6811,guy,1976
-3.572,guy,1977
-2.711,guy,1978
-2.492,guy,1979
1.458,guy,1980
1.662,guy,1981
-12.73,guy,1982
-6.051,guy,1983
-4.16,guy,1984
3.335,guy,1985
-0.0199,guy,1986
1.777,guy,1987
-2.934,guy,1988
-4.336,guy,1989
-2.608,guy,1990
6.202,guy,1991
7.807,guy,1992
8.021,guy,1993
8.278,guy,1994
4.781,guy,1995
7.734,guy,1996
6.117,guy,1997
-1.805,guy,1998
2.824,guy,1999
-1.593,guy,2000
1.94,guy,2001
0.6835,guy,2002
-1.395,guy,2003
2.903,guy,2004
-2.284,guy,2005
4.837,guy,2006
6.751,guy,2007
1.795,guy,2008
3.103,guy,2009
3.327,guy,2010
-7.215,hti,1992
-7.303,hti,1993
-13.68,hti,1994
7.765,hti,1995
2.136,hti,1996
0.7581,hti,1997
0.2848,hti,1998
0.8614,hti,1999
-0.8827,hti,2000
-2.692,hti,2001
-1.854,hti,2002
-1.187,hti,2003
-4.956,hti,2004
0.3336,hti,2005
0.8304,hti,2006
1.952,hti,2007
-0.4806,hti,2008
1.551,hti,2009
-6.275,hti,2010
-1.426,hnd,1961
2.299,hnd,1962
0.2089,hnd,1963
2.106,hnd,1964
5.794,hnd,1965
2.425,hnd,1966
3.155,hnd,1967
3.839,hnd,1968
-1.953,hnd,1969
0.8824,hnd,1970
1.175,hnd,1971
2.841,hnd,1972
4.826,hnd,1973
-4.079,hnd,1974
-0.8846,hnd,1975
7.165,hnd,1976
6.989,hnd,1977
6.589,hnd,1978
1.414,hnd,1979
-2.437,hnd,1980
-0.5985,hnd,1981
-4.375,hnd,1982
-3.898,hnd,1983
1.232,hnd,1984
1.095,hnd,1985
-2.247,hnd,1986
2.937,hnd,1987
1.595,hnd,1988
1.366,hnd,1989
-2.692,hnd,1990
0.4271,hnd,1991
2.791,hnd,1992
3.458,hnd,1993
-3.787,hnd,1994
1.554,hnd,1995
1.208,hnd,1996
2.673,hnd,1997
0.7031,hnd,1998
-3.938,hnd,1999
3.572,hnd,2000
0.6335,hnd,2001
1.668,hnd,2002
2.462,hnd,2003
4.125,hnd,2004
3.953,hnd,2005
4.463,hnd,2006
4.096,hnd,2007
2.177,hnd,2008
-4.064,hnd,2009
0.7438,hnd,2010
11.57,hkg,1961
9.84,hkg,1962
7.895,hkg,1963
8.936,hkg,1964
13.57,hkg,1965
5.912,hkg,1966
-0.5887,hkg,1967
1.069,hkg,1968
10.2,hkg,1969
6.879,hkg,1970
5.116,hkg,1971
8.895,hkg,1972
14.13,hkg,1973
-0.01573,hkg,1974
-2.339,hkg,1975
15.01,hkg,1976
10.04,hkg,1977
6.518,hkg,1978
5.702,hkg,1979
7.399,hkg,1980
6.78,hkg,1981
1.335,hkg,1982
4.368,hkg,1983
8.847,hkg,1984
-0.4041,hkg,1985
9.722,hkg,1986
12.07,hkg,1987
7.73,hkg,1988
1.169,hkg,1989
3.565,hkg,1990
4.822,hkg,1991
5.206,hkg,1992
4.237,hkg,1993
3.653,hkg,1994
0.2877,hkg,1995
-0.3307,hkg,1996
4.185,hkg,1997
-6.808,hkg,1998
1.581,hkg,1999
7.004,hkg,2000
-0.2406,hkg,2001
1.391,hkg,2002
3.21,hkg,2003
7.624,hkg,2004
6.615,hkg,2005
6.335,hkg,2006
5.332,hkg,2007
1.547,hkg,2008
-3.022,hkg,2009
5.997,hkg,2010
7.076,hun,1966
7.101,hun,1967
4.499,hun,1968
6.455,hun,1969
4.303,hun,1970
5.897,hun,1971
5.784,hun,1972
6.556,hun,1973
5.428,hun,1974
5.577,hun,1975
3.032,hun,1976
7.101,hun,1977
4.041,hun,1978
2.515,hun,1979
0.1348,hun,1980
2.86,hun,1981
2.902,hun,1982
0.8744,hun,1983
2.864,hun,1984
-0.07152,hun,1985
1.708,hun,1986
4.226,hun,1987
0.08803,hun,1988
1.839,hun,1989
-2.494,hun,1990
-11.89,hun,1991
-3.026,hun,1992
-0.4627,hun,1993
3.088,hun,1994
1.631,hun,1995
0.3331,hun,1996
3.335,hun,1997
4.316,hun,1998
3.49,hun,1999
4.496,hun,2000
3.95,hun,2001
4.804,hun,2002
4.148,hun,2003
5.03,hun,2004
4.171,hun,2005
4.059,hun,2006
0.2699,hun,2007
1.071,hun,2008
-6.654,hun,2009
1.488,hun,2010
-2.013,isl,1961
6.325,isl,1962
8.338,isl,1963
7.98,isl,1964
5.527,isl,1965
6.91,isl,1966
-2.847,isl,1967
-6.759,isl,1968
1.428,isl,1969
6.895,isl,1970
12.15,isl,1971
4.634,isl,1972
5.206,isl,1973
4.286,isl,1974
-0.6328,isl,1975
4.913,isl,1976
8.015,isl,1977
5.192,isl,1978
3.84,isl,1979
4.634,isl,1980
3.083,isl,1981
0.7982,isl,1982
-3.438,isl,1983
3.027,isl,1984
2.482,isl,1985
5.495,isl,1986
7.363,isl,1987
-1.642,isl,1988
-0.9755,isl,1989
0.3857,isl,1990
-1.373,isl,1991
-4.581,isl,1992
0.2885,isl,1993
2.715,isl,1994
-0.425,isl,1995
4.221,isl,1996
4.057,isl,1997
5.184,isl,1998
2.843,isl,1999
2.906,isl,2000
2.549,isl,2001
-0.7509,isl,2002
1.728,isl,2003
6.893,isl,2004
5.546,isl,2005
2.28,isl,2006
3.337,isl,2007
-0.5962,isl,2008
-6.99,isl,2009
-3.849,isl,2010
1.798,ind,1961
1.055,ind,1962
4.115,ind,1963
5.223,ind,1964
19.08,ind,1965
-2.148,ind,1966
5.527,ind,1967
1.136,ind,1968
4.201,ind,1969
2.814,ind,1970
-0.6605,ind,1971
-2.816,ind,1972
0.9416,ind,1973
-1.16,ind,1974
6.605,ind,1975
-0.7218,ind,1976
4.745,ind,1977
3.234,ind,1978
-7.446,ind,1979
4.273,ind,1980
3.568,ind,1981
1.115,ind,1982
4.884,ind,1983
1.507,ind,1984
2.908,ind,1985
2.474,ind,1986
1.707,ind,1987
7.295,ind,1988
3.721,ind,1989
3.346,ind,1990
-0.9901,ind,1991
3.376,ind,1992
2.718,ind,1993
4.609,ind,1994
5.549,ind,1995
5.579,ind,1996
2.182,ind,1997
4.326,ind,1998
5.544,ind,1999
2.289,ind,2000
3.501,ind,2001
2.116,ind,2002
6.686,ind,2003
6.629,ind,2004
7.684,ind,2005
7.667,ind,2006
8.233,ind,2007
3.444,ind,2008
7.58,ind,2009
7.307,ind,2010
3.538,idn,1961
-0.5768,idn,1962
-4.658,idn,1963
0.8834,idn,1964
-1.581,idn,1965
0.2579,idn,1966
-1.433,idn,1967
9.197,idn,1968
4.759,idn,1969
5.427,idn,1970
4.315,idn,1971
5.195,idn,1972
7.064,idn,1973
5.609,idn,1974
3.616,idn,1975
3.461,idn,1976
6.084,idn,1977
6.674,idn,1978
4.639,idn,1979
6.262,idn,1980
5.726,idn,1981
-1.128,idn,1982
6.104,idn,1983
4.92,idn,1984
1.377,idn,1985
3.892,idn,1986
3.315,idn,1987
4.42,idn,1988
7.164,idn,1989
7.14,idn,1990
7.123,idn,1991
5.498,idn,1992
5.584,idn,1993
5.918,idn,1994
6.813,idn,1995
6.122,idn,1996
3.267,idn,1997
-14.29,idn,1998
-0.5352,idn,1999
3.551,idn,2000
2.297,idn,2001
3.153,idn,2002
3.452,idn,2003
3.737,idn,2004
4.439,idn,2005
4.301,idn,2006
5.182,idn,2007
4.89,idn,2008
3.491,idn,2009
5.019,idn,2010
7.512,irn,1966
7.678,irn,1967
9.498,irn,1968
9.917,irn,1969
6.965,irn,1970
10.06,irn,1971
13.3,irn,1972
2.782,irn,1973
6.433,irn,1974
2.764,irn,1975
14.26,irn,1976
-4.316,irn,1977
-10.42,irn,1978
-10.21,irn,1979
-16.24,irn,1980
-8.6,irn,1981
8.82,irn,1982
8.438,irn,1983
-5.222,irn,1984
-1.681,irn,1985
-12.48,irn,1986
-4.94,irn,1987
-9.479,irn,1988
2.945,irn,1989
10.72,irn,1990
10.18,irn,1991
2.431,irn,1992
-3.058,irn,1993
-1.822,irn,1994
1.023,irn,1995
5.237,irn,1996
1.482,irn,1997
0.8247,irn,1998
0.1176,irn,1999
3.431,irn,2000
2.151,irn,2001
6.077,irn,2002
5.779,irn,2003
3.816,irn,2004
3.365,irn,2005
4.619,irn,2006
6.537,irn,2007
1.092,irn,2008
0.6199,irn,2009
30.79,irq,1998
21.09,irq,1999
-7.148,irq,2000
-8.937,irq,2001
-10.11,irq,2002
-42.77,irq,2003
42.83,irq,2004
-3.185,irq,2005
3.083,irq,2006
-1.479,irq,2007
6.286,irq,2008
1.142,irq,2009
-2.116,irq,2010
2.266,irl,1971
4.919,irl,1972
3.055,irl,1973
2.547,irl,1974
3.932,irl,1975
-0.124,irl,1976
6.756,irl,1977
5.677,irl,1978
1.709,irl,1979
1.9,irl,1980
2.122,irl,1981
1.321,irl,1982
-0.9489,irl,1983
3.71,irl,1984
2.921,irl,1985
-0.4738,irl,1986
4.652,irl,1987
5.669,irl,1988
6.234,irl,1989
8.375,irl,1990
1.345,irl,1991
2.641,irl,1992
2.18,irl,1993
5.34,irl,1994
9.074,irl,1995
7.289,irl,1996
10.38,irl,1997
7.305,irl,1998
9.484,irl,1999
7.79,irl,2000
3.137,irl,2001
4.104,irl,2002
2.477,irl,2003
2.614,irl,2004
3.069,irl,2005
2.829,irl,2006
2.85,irl,2007
-4.479,irl,2008
-7.688,irl,2009
-0.7866,irl,2010
0.04653,gbm,1985
17.68,gbm,1986
7.872,gbm,1987
9.435,gbm,1988
4.746,gbm,1989
2.634,gbm,1990
0.6743,gbm,1991
0.3039,gbm,1992
2.311,gbm,1993
3.656,gbm,1994
3.618,gbm,1995
6.645,gbm,1996
7.223,gbm,1997
11.94,gbm,1998
12.16,gbm,1999
4.089,gbm,2000
4.325,gbm,2001
4.964,gbm,2002
5.527,gbm,2003
4.445,gbm,2004
5.127,gbm,2005
6.893,gbm,2006
6.699,gbm,2007
7.591,isr,1961
4.968,isr,1962
6.694,isr,1963
3.751,isr,1964
5.348,isr,1965
-2.588,isr,1966
-1.357,isr,1967
13.84,isr,1968
10.64,isr,1969
3.807,isr,1970
7.781,isr,1971
10.81,isr,1972
-0.7558,isr,1973
3.708,isr,1974
0.9858,isr,1975
-0.921,isr,1976
-2.222,isr,1977
2.634,isr,1978
3.59,isr,1979
4.336,isr,1980
3.075,isr,1981
-0.0854,isr,1982
1.645,isr,1983
-0.4064,isr,1984
1.639,isr,1985
3.183,isr,1986
5.47,isr,1987
0.3475,isr,1988
-0.8276,isr,1989
3.58,isr,1990
1.41,isr,1991
2.04,isr,1992
2.788,isr,1993
4.199,isr,1994
3.865,isr,1995
2.902,isr,1996
0.3277,isr,1997
1.92,isr,1998
0.7034,isr,1999
6.349,isr,2000
-2.371,isr,2001
-2.646,isr,2002
-0.3048,isr,2003
3.159,isr,2004
3.262,isr,2005
3.846,isr,2006
3.461,isr,2007
2.426,isr,2008
-1.614,isr,2009
2.757,isr,2010
7.486,ita,1961
5.487,ita,1962
4.842,ita,1963
1.956,ita,1964
2.402,ita,1965
5.164,ita,1966
6.406,ita,1967
5.874,ita,1968
5.499,ita,1969
4.755,ita,1970
1.344,ita,1971
3.103,ita,1972
6.402,ita,1973
4.812,ita,1974
-2.673,ita,1975
6.592,ita,1976
2.126,ita,1977
2.873,ita,1978
5.653,ita,1979
3.217,ita,1980
0.7232,ita,1981
0.3392,ita,1982
1.132,ita,1983
3.203,ita,1984
2.768,ita,1985
2.854,ita,1986
3.181,ita,1987
4.144,ita,1988
3.311,ita,1989
1.967,ita,1990
1.463,ita,1991
0.7045,ita,1992
-0.9134,ita,1993
2.13,ita,1994
2.885,ita,1995
1.106,ita,1996
1.812,ita,1997
1.419,ita,1998
1.434,ita,1999
3.607,ita,2000
1.8,ita,2001
0.1348,ita,2002
-0.8226,ita,2003
0.7328,ita,2004
0.1877,ita,2005
1.619,ita,2006
0.9402,ita,2007
-1.911,ita,2008
-5.619,ita,2009
1.05,ita,2010
0.6366,jam,1967
4.595,jam,1968
4.36,jam,1969
10.62,jam,1970
1.019,jam,1971
16.2,jam,1972
-6.979,jam,1973
-5.665,jam,1974
-1.601,jam,1975
-7.826,jam,1976
-3.623,jam,1977
-1.058,jam,1978
-2.181,jam,1979
-6.99,jam,1980
1.249,jam,1981
0.3156,jam,1982
0.05809,jam,1983
-3.231,jam,1984
-4.254,jam,1985
0.8052,jam,1986
7.171,jam,1987
3.718,jam,1988
6.338,jam,1989
3.542,jam,1990
4.139,jam,1991
1.24,jam,1992
8.611,jam,1993
0.6012,jam,1994
1.525,jam,1995
-1.305,jam,1996
-2.082,jam,1997
-3.202,jam,1998
0.3604,jam,1999
0.2905,jam,2000
0.7458,jam,2001
0.4802,jam,2002
4.704,jam,2003
0.9162,jam,2004
0.5608,jam,2005
2.221,jam,2006
0.9473,jam,2007
-0.9644,jam,2008
-3.348,jam,2009
-0.8354,jam,2010
9.161,jpn,1961
7.899,jpn,1962
7.376,jpn,1963
10.52,jpn,1964
4.689,jpn,1965
9.633,jpn,1966
10.05,jpn,1967
12.51,jpn,1968
10.18,jpn,1969
3.114,jpn,1970
3.285,jpn,1971
6.905,jpn,1972
7.142,jpn,1973
-3.093,jpn,1974
1.454,jpn,1975
3.209,jpn,1976
3.389,jpn,1977
4.324,jpn,1978
4.599,jpn,1979
2.015,jpn,1980
2.176,jpn,1981
2.069,jpn,1982
0.9217,jpn,1983
2.467,jpn,1984
4.442,jpn,1985
2.333,jpn,1986
3.286,jpn,1987
6.31,jpn,1988
4.861,jpn,1989
4.843,jpn,1990
3.004,jpn,1991
0.5691,jpn,1992
-0.07587,jpn,1993
0.5205,jpn,1994
1.493,jpn,1995
2.374,jpn,1996
1.298,jpn,1997
-2.296,jpn,1998
-0.3302,jpn,1999
2.682,jpn,2000
-0.03544,jpn,2001
0.02939,jpn,2002
1.197,jpn,2003
2.71,jpn,2004
1.925,jpn,2005
2.053,jpn,2006
2.351,jpn,2007
-1.114,jpn,2008
-6.18,jpn,2009
4.087,jpn,2010
19.92,jor,1976
2.66,jor,1977
16.55,jor,1978
5.055,jor,1979
14.55,jor,1980
0.7244,jor,1981
3.175,jor,1982
-2.002,jor,1983
4.578,jor,1984
-0.1708,jor,1985
3.114,jor,1986
-0.7922,jor,1987
-5.248,jor,1988
-16.51,jor,1989
-2.657,jor,1990
-8.947,jor,1991
12.69,jor,1992
-0.001501,jor,1993
0.9811,jor,1994
2.791,jor,1995
-0.9821,jor,1996
0.2014,jor,1997
-0.08601,jor,1998
1.555,jor,1999
1.702,jor,2000
2.7,jor,2001
3.256,jor,2002
1.636,jor,2003
5.973,jor,2004
5.694,jor,2005
5.497,jor,2006
6.092,jor,2007
5.284,jor,2008
0.111,jor,2009
0.8562,jor,2010
-11.55,kaz,1991
-5.234,kaz,1992
-8.596,kaz,1993
-11.32,kaz,1994
-6.577,kaz,1995
2.034,kaz,1996
3.32,kaz,1997
-0.192,kaz,1998
3.683,kaz,1999
10.13,kaz,2000
13.69,kaz,2001
9.795,kaz,2002
8.933,kaz,2003
8.841,kaz,2004
8.729,kaz,2005
9.535,kaz,2006
7.661,kaz,2007
2.049,kaz,2008
-1.438,kaz,2009
5.791,kaz,2010
-10.6,ken,1961
6.064,ken,1962
5.366,ken,1963
1.636,ken,1964
-1.259,ken,1965
11.02,ken,1966
-0.01781,ken,1967
4.407,ken,1968
4.329,ken,1969
-7.915,ken,1970
17.93,ken,1971
12.96,ken,1972
2.122,ken,1973
0.3213,ken,1974
-2.775,ken,1975
-1.567,ken,1976
5.45,ken,1977
2.982,ken,1978
3.632,ken,1979
1.659,ken,1980
-0.1097,ken,1981
-2.295,ken,1982
-2.47,ken,1983
-2.007,ken,1984
0.4946,ken,1985
3.327,ken,1986
2.194,ken,1987
2.518,ken,1988
1.127,ken,1989
0.7183,ken,1990
-1.88,ken,1991
-3.977,ken,1992
-2.769,ken,1993
-0.4353,ken,1994
1.426,ken,1995
1.317,ken,1996
-2.14,ken,1997
0.6759,ken,1998
-0.2663,ken,1999
-1.948,ken,2000
1.119,ken,2001
-2.054,ken,2002
0.2608,ken,2003
2.388,ken,2004
3.193,ken,2005
3.623,ken,2006
4.31,ken,2007
-1.033,ken,2008
0.02608,ken,2009
2.814,ken,2010
-3.953,kir,1971
10.27,kir,1972
19.0,kir,1973
42.97,kir,1974
3.586,kir,1975
-27.79,kir,1976
-6.202,kir,1977
-0.8151,kir,1978
-13.33,kir,1979
-45.57,kir,1980
-5.506,kir,1981
4.41,kir,1982
6.501,kir,1983
-3.467,kir,1984
-6.723,kir,1985
-0.6577,kir,1986
-5.145,kir,1987
15.74,kir,1988
-10.46,kir,1989
0.7208,kir,1990
-6.041,kir,1991
1.655,kir,1992
1.308,kir,1993
3.613,kir,1994
-2.59,kir,1995
4.431,kir,1996
3.779,kir,1997
9.096,kir,1998
-0.3738,kir,1999
5.344,kir,2000
-4.818,kir,2001
4.245,kir,2002
2.584,kir,2003
-0.9004,kir,2004
-1.434,kir,2005
0.2149,kir,2006
-1.187,kir,2007
-2.624,kir,2008
-2.168,kir,2009
-0.2085,kir,2010
2.28,kor,1961
-0.2993,kor,1962
6.694,kor,1963
4.869,kor,1964
2.635,kor,1965
10.05,kor,1966
3.684,kor,1967
9.229,kor,1968
11.64,kor,1969
6.056,kor,1970
6.008,kor,1971
2.364,kor,1972
9.825,kor,1973
5.104,kor,1974
3.92,kor,1975
8.82,kor,1976
8.294,kor,1977
7.649,kor,1978
5.176,kor,1979
-3.013,kor,1980
4.521,kor,1981
5.679,kor,1982
9.154,kor,1983
6.775,kor,1984
5.756,kor,1985
9.604,kor,1986
10.06,kor,1987
9.587,kor,1988
5.724,kor,1989
7.91,kor,1990
8.384,kor,1991
4.918,kor,1992
5.187,kor,1993
7.567,kor,1994
7.62,kor,1995
5.983,kor,1996
3.674,kor,1997
-7.525,kor,1998
8.711,kor,1999
7.584,kor,2000
3.207,kor,2001
6.554,kor,2002
2.294,kor,2003
4.227,kor,2004
3.743,kor,2005
4.832,kor,2006
4.761,kor,2007
1.981,kor,2008
0.03138,kor,2009
5.884,kor,2010
25.42,kos,2001
-1.616,kos,2002
4.757,kos,2003
2.087,kos,2004
3.257,kos,2005
5.403,kos,2006
5.824,kos,2007
6.304,kos,2008
2.33,kos,2009
3.427,kos,2010
-8.878,kwt,1963
-3.792,kwt,1964
-10.07,kwt,1965
1.519,kwt,1966
-6.753,kwt,1967
0.2342,kwt,1968
-5.364,kwt,1969
-4.563,kwt,1970
-0.03309,kwt,1971
-2.706,kwt,1972
-10.98,kwt,1973
-15.13,kwt,1974
-13.4,kwt,1975
3.005,kwt,1976
-5.429,kwt,1977
1.836,kwt,1978
8.183,kwt,1979
-24.55,kwt,1980
-22.88,kwt,1981
-16.27,kwt,1982
5.515,kwt,1983
0.4437,kwt,1984
-8.771,kwt,1985
3.022,kwt,1986
2.477,kwt,1987
-14.08,kwt,1988
22.55,kwt,1989
0.5922,kwt,1996
-0.6209,kwt,1997
-1.327,kwt,1998
-6.735,kwt,1999
0.1865,kwt,2000
-2.72,kwt,2001
0.002881,kwt,2002
14.18,kwt,2003
7.044,kwt,2004
6.959,kwt,2005
1.289,kwt,2006
0.2636,kwt,2007
1.19,kgz,1987
10.62,kgz,1988
0.8476,kgz,1989
4.473,kgz,1990
-9.346,kgz,1991
-14.88,kgz,1992
-15.48,kgz,1993
-20.06,kgz,1994
-6.363,kgz,1995
5.511,kgz,1996
8.324,kgz,1997
0.5672,kgz,1998
2.127,kgz,1999
4.178,kgz,2000
4.327,kgz,2001
-0.9309,kgz,2002
5.914,kgz,2003
5.74,kgz,2004
-1.297,kgz,2005
2.002,kgz,2006
7.511,kgz,2007
7.376,kgz,2008
1.654,kgz,2009
-2.531,kgz,2010
2.274,lao,1985
2.066,lao,1986
-4.114,lao,1987
-4.708,lao,1988
11.02,lao,1989
3.736,lao,1990
1.396,lao,1991
2.651,lao,1992
3.062,lao,1993
5.367,lao,1994
4.417,lao,1995
4.47,lao,1996
4.558,lao,1997
1.851,lao,1998
5.25,lao,1999
3.886,lao,2000
3.956,lao,2001
4.227,lao,2002
4.487,lao,2003
4.807,lao,2004
5.494,lao,2005
6.899,lao,2006
5.861,lao,2007
6.006,lao,2008
5.927,lao,2009
6.899,lao,2010
3.359,lva,1966
10.84,lva,1967
5.843,lva,1968
3.696,lva,1969
7.289,lva,1970
6.958,lva,1971
4.289,lva,1972
4.905,lva,1973
3.947,lva,1974
6.051,lva,1975
4.985,lva,1976
2.616,lva,1977
2.753,lva,1978
2.713,lva,1979
