geo,aged_15plus_employment_rate_percent,time
tgo,64.0,2006
tgo,63.9,2007
tto,45.0,1991
tto,45.8,1992
tto,46.7,1993
tto,48.5,1994
tto,49.9,1995
tto,51.3,1996
tto,52.2,1997
tto,52.8,1998
tto,53.5,1999
tto,54.0,2000
tto,54.9,2001
tto,55.2,2002
tto,56.2,2003
tto,58.6,2004
tto,60.0,2005
tto,62.6,2006
tto,61.5,2007
tun,40.7,1991
tun,40.7,1992
tun,40.7,1993
tun,41.0,1994
tun,41.0,1995
tun,40.9,1996
tun,40.9,1997
tun,40.7,1998
tun,40.7,1999
tun,40.7,2000
tun,40.9,2001
tun,40.8,2002
tun,41.1,2003
tun,41.2,2004
tun,41.2,2005
tun,41.4,2006
tun,41.6,2007
tur,53.0,1991
tur,52.0,1992
tur,48.3,1993
tur,50.8,1994
tur,50.8,1995
tur,50.9,1996
tur,49.7,1997
tur,49.8,1998
tur,49.2,1999
tur,47.2,2000
tur,46.0,2001
tur,44.8,2002
tur,43.5,2003
tur,44.0,2004
tur,43.7,2005
tur,43.5,2006
tur,42.8,2007
tkm,56.1,1991
tkm,56.4,1992
tkm,56.7,1993
tkm,56.9,1994
tkm,56.9,1995
tkm,56.2,1996
tkm,55.3,1997
tkm,57.6,1998
tkm,59.0,1999
tkm,59.4,2000
tkm,59.5,2001
tkm,59.1,2002
tkm,59.1,2003
tkm,58.7,2004
tkm,58.4,2005
tkm,58.2,2006
tkm,58.5,2007
uga,85.0,1991
uga,84.8,1992
uga,84.2,1993
uga,83.4,1994
uga,83.6,1995
uga,83.8,1996
uga,84.0,1997
uga,84.7,1998
uga,84.4,1999
uga,83.9,2000
uga,84.1,2001
uga,83.6,2002
uga,83.2,2003
uga,83.2,2004
uga,83.1,2005
uga,83.1,2006
uga,83.2,2007
ukr,58.5,1991
ukr,57.8,1992
ukr,58.1,1993
ukr,58.4,1994
ukr,58.4,1995
ukr,58.1,1996
ukr,58.1,1997
ukr,57.4,1998
ukr,49.6,1999
ukr,50.1,2000
ukr,50.9,2001
ukr,51.7,2002
ukr,51.8,2003
ukr,52.2,2004
ukr,53.6,2005
ukr,53.8,2006
ukr,54.4,2007
are,71.3,1991
are,71.6,1992
are,71.9,1993
are,72.6,1994
are,73.2,1995
are,73.0,1996
are,72.9,1997
are,73.7,1998
are,73.9,1999
are,74.5,2000
are,74.9,2001
are,75.3,2002
are,75.5,2003
are,75.4,2004
are,75.2,2005
are,75.0,2006
are,75.2,2007
gbr,57.9,1991
gbr,56.5,1992
gbr,55.6,1993
gbr,55.9,1994
gbr,56.4,1995
gbr,56.8,1996
gbr,57.6,1997
gbr,57.9,1998
gbr,58.4,1999
gbr,58.9,2000
gbr,59.0,2001
gbr,59.0,2002
gbr,59.3,2003
gbr,59.4,2004
gbr,59.4,2005
gbr,59.4,2006
gbr,59.3,2007
usa,61.3,1991
usa,61.1,1992
usa,61.4,1993
usa,62.2,1994
usa,62.6,1995
usa,62.9,1996
usa,63.4,1997
usa,63.8,1998
usa,64.0,1999
usa,64.2,2000
usa,63.3,2001
usa,62.3,2002
usa,61.8,2003
usa,61.8,2004
usa,62.2,2005
usa,62.6,2006
usa,62.3,2007
ury,54.0,1991
ury,55.3,1992
ury,54.0,1993
ury,55.3,1994
ury,55.9,1995
ury,55.7,1996
ury,55.7,1997
ury,55.8,1998
ury,56.0,1999
ury,56.2,2000
ury,56.3,2001
ury,56.5,2002
ury,56.6,2003
ury,56.7,2004
ury,56.8,2005
ury,56.7,2006
ury,57.5,2007
uzb,54.5,1991
uzb,53.3,1992
uzb,52.9,1993
uzb,52.4,1994
uzb,52.2,1995
uzb,52.5,1996
uzb,53.1,1997
uzb,53.6,1998
uzb,53.9,1999
uzb,54.2,2000
uzb,54.5,2001
uzb,54.7,2002
uzb,55.0,2003
uzb,55.7,2004
uzb,56.1,2005
uzb,56.5,2006
uzb,57.5,2007
ven,51.6,1991
ven,52.8,1992
ven,53.9,1993
ven,53.3,1994
ven,53.0,1995
ven,52.3,1996
ven,53.7,1997
ven,54.1,1998
ven,52.7,1999
ven,54.0,2000
ven,54.9,2001
ven,53.5,2002
ven,53.7,2003
ven,55.2,2004
ven,56.8,2005
ven,59.7,2006
ven,59.9,2007
vnm,75.6,1991
vnm,75.6,1992
vnm,75.0,1993
vnm,75.5,1994
vnm,75.4,1995
vnm,75.4,1996
vnm,73.4,1997
vnm,73.4,1998
vnm,73.3,1999
vnm,72.0,2000
vnm,72.4,2001
vnm,72.4,2002
vnm,72.1,2003
vnm,71.6,2004
vnm,71.4,2005
vnm,71.2,2006
vnm,71.0,2007
pse,29.3,1991
pse,29.8,1992
pse,30.4,1993
pse,26.8,1994
pse,32.6,1995
pse,29.5,1996
pse,31.0,1997
pse,33.4,1998
pse,34.6,1999
pse,33.6,2000
pse,29.4,2001
pse,26.6,2002
pse,29.4,2003
pse,29.7,2004
pse,31.4,2005
pse,31.6,2006
pse,32.0,2007
yem,38.3,1991
yem,38.2,1992
yem,38.0,1993
yem,39.4,1994
yem,39.2,1995
yem,38.8,1996
yem,39.1,1997
yem,39.3,1998
yem,38.2,1999
yem,38.3,2000
yem,38.3,2001
yem,38.4,2002
yem,38.6,2003
yem,38.7,2004
yem,39.0,2005
yem,39.1,2006
yem,39.0,2007
zmb,57.0,1991
zmb,56.6,1992
zmb,56.2,1993
zmb,56.7,1994
zmb,57.3,1995
zmb,59.0,1996
zmb,60.1,1997
zmb,61.3,1998
zmb,61.0,1999
zmb,60.7,2000
zmb,60.7,2001
zmb,60.7,2002
zmb,60.7,2003
zmb,60.8,2004
zmb,60.8,2005
zmb,60.8,2006
zmb,61.0,2007
zwe,70.2,1991
zwe,69.8,1992
zwe,69.4,1993
zwe,70.6,1994
zwe,70.1,1995
zwe,69.7,1996
zwe,68.9,1997
zwe,68.1,1998
zwe,67.3,1999
zwe,67.6,2000
zwe,67.7,2001
zwe,67.6,2002
zwe,67.4,2003
zwe,67.4,2004
zwe,67.2,2005
zwe,66.9,2006
zwe,66.8,2007
