services_percent_of_gdp,geo,time
50.9,irl,1979
52.86,irl,1980
54.39,irl,1981
53.48,irl,1982
53.09,irl,1983
52.82,irl,1984
53.28,irl,1985
55.02,irl,1986
54.93,irl,1987
54.96,irl,1988
55.4,irl,1989
56.58,irl,1990
57.4,irl,1991
56.06,irl,1992
57.57,irl,1993
56.36,irl,1994
55.21,irl,1995
57.09,irl,1996
56.58,irl,1997
54.22,irl,1998
53.96,irl,1999
55.36,irl,2000
56.73,irl,2001
56.79,irl,2002
60.29,irl,2003
62.37,irl,2004
63.91,irl,2005
64.3,irl,2006
65.03,irl,2007
67.28,irl,2008
67.15,irl,2009
51.96,ita,1970
53.35,ita,1971
54.98,ita,1972
53.28,ita,1973
52.53,ita,1974
53.93,ita,1975
53.32,ita,1976
54.24,ita,1977
55.38,ita,1978
55.83,ita,1979
55.91,ita,1980
57.28,ita,1981
58.42,ita,1982
59.5,ita,1983
60.21,ita,1984
61.05,ita,1985
62.23,ita,1986
62.64,ita,1987
63.41,ita,1988
63.22,ita,1989
64.42,ita,1990
65.3,ita,1991
66.07,ita,1992
66.71,ita,1993
66.75,ita,1994
66.58,ita,1995
67.14,ita,1996
67.49,ita,1997
67.73,ita,1998
68.49,ita,1999
68.98,ita,2000
69.4,ita,2001
69.81,ita,2002
70.53,ita,2003
70.61,ita,2004
71.09,ita,2005
70.88,ita,2006
70.61,ita,2007
71.15,ita,2008
73.04,ita,2009
72.94,ita,2010
54.86,jam,1993
54.6,jam,1994
54.21,jam,1995
57.47,jam,1996
58.99,jam,1997
66.06,jam,1998
66.48,jam,1999
67.43,jam,2000
67.68,jam,2001
69.54,jam,2002
69.37,jam,2003
68.6,jam,2004
68.67,jam,2005
69.58,jam,2006
69.34,jam,2007
71.25,jam,2008
71.74,jam,2009
71.28,jam,2010
48.64,jpn,1970
49.95,jpn,1971
50.37,jpn,1972
49.14,jpn,1973
51.19,jpn,1974
53.51,jpn,1975
53.59,jpn,1976
54.89,jpn,1977
55.07,jpn,1978
55.43,jpn,1979
55.68,jpn,1980
55.93,jpn,1981
56.63,jpn,1982
57.5,jpn,1983
57.14,jpn,1984
57.48,jpn,1985
58.25,jpn,1986
58.43,jpn,1987
58.42,jpn,1988
58.54,jpn,1989
58.39,jpn,1990
58.76,jpn,1991
59.94,jpn,1992
61.55,jpn,1993
62.86,jpn,1994
63.77,jpn,1995
63.81,jpn,1996
64.18,jpn,1997
64.82,jpn,1998
65.34,jpn,1999
65.82,jpn,2000
67.28,jpn,2001
67.86,jpn,2002
67.95,jpn,2003
67.9,jpn,2004
68.02,jpn,2005
68.52,jpn,2006
69.14,jpn,2007
70.22,jpn,2008
71.91,jpn,2009
65.26,jor,1965
68.77,jor,1966
66.67,jor,1967
65.89,jor,1968
65.94,jor,1969
69.38,jor,1970
69.04,jor,1971
66.78,jor,1972
66.99,jor,1973
65.5,jor,1974
68.42,jor,1975
67.67,jor,1976
66.48,jor,1977
64.72,jor,1978
65.36,jor,1979
64.08,jor,1980
64.11,jor,1981
63.66,jor,1982
64.78,jor,1983
64.56,jor,1984
68.68,jor,1985
69.34,jor,1986
68.75,jor,1987
70.34,jor,1988
66.67,jor,1989
63.8,jor,1990
65.29,jor,1991
64.64,jor,1992
66.58,jor,1993
65.64,jor,1994
66.75,jor,1995
70.04,jor,1996
70.84,jor,1997
70.49,jor,1998
71.7,jor,1999
72.11,jor,2000
71.97,jor,2001
70.36,jor,2002
70.12,jor,2003
68.59,jor,2004
68.05,jor,2005
69.44,jor,2006
66.96,jor,2007
64.78,jor,2008
65.46,jor,2009
66.5,jor,2010
28.7,kaz,1992
43.1,kaz,1993
44.54,kaz,1994
55.74,kaz,1995
60.28,kaz,1996
61.2,kaz,1997
59.71,kaz,1998
54.59,kaz,1999
50.85,kaz,2000
51.8,kaz,2001
52.8,kaz,2002
53.94,kaz,2003
54.8,kaz,2004
53.11,kaz,2005
52.02,kaz,2006
53.26,kaz,2007
51.0,kaz,2008
53.27,kaz,2009
52.76,kaz,2010
43.56,ken,1960
44.67,ken,1961
42.73,ken,1962
43.35,ken,1963
43.48,ken,1964
46.58,ken,1965
44.36,ken,1966
44.54,ken,1967
46.13,ken,1968
46.48,ken,1969
46.87,ken,1970
48.25,ken,1971
44.39,ken,1972
43.8,ken,1973
43.93,ken,1974
45.6,ken,1975
43.49,ken,1976
40.06,ken,1977
43.0,ken,1978
45.55,ken,1979
46.56,ken,1980
47.22,ken,1981
46.7,ken,1982
46.41,ken,1983
47.12,ken,1984
48.33,ken,1985
48.38,ken,1986
49.96,ken,1987
50.5,ken,1988
50.78,ken,1989
51.44,ken,1990
52.18,ken,1991
52.88,ken,1992
51.58,ken,1993
49.43,ken,1994
52.85,ken,1995
50.93,ken,1996
51.32,ken,1997
51.27,ken,1998
50.81,ken,1999
50.72,ken,2000
51.45,ken,2001
53.46,ken,2002
53.4,ken,2003
53.73,ken,2004
53.71,ken,2005
54.76,ken,2006
56.45,ken,2007
54.4,ken,2008
53.62,ken,2009
55.0,ken,2010
23.39,kir,1978
33.92,kir,1979
70.24,kir,1980
63.7,kir,1981
65.46,kir,1982
65.12,kir,1983
49.96,kir,1984
57.24,kir,1985
64.44,kir,1986
63.68,kir,1987
60.46,kir,1988
65.02,kir,1989
73.81,kir,1990
59.85,kir,1991
60.12,kir,1992
59.79,kir,1993
60.82,kir,1994
61.47,kir,1995
64.0,kir,1996
66.27,kir,1997
63.64,kir,1998
62.55,kir,1999
65.68,kir,2000
65.84,kir,2001
65.19,kir,2002
64.1,kir,2003
63.76,kir,2004
67.48,kir,2005
66.44,kir,2006
64.74,kir,2007
63.72,kir,2008
61.84,kir,2009
39.33,kor,1965
41.4,kor,1966
44.66,kor,1967
44.84,kor,1968
44.58,kor,1969
44.72,kor,1970
45.36,kor,1971
45.06,kor,1972
44.04,kor,1973
44.96,kor,1974
43.6,kor,1975
43.2,kor,1976
43.25,kor,1977
42.98,kor,1978
43.03,kor,1979
47.28,kor,1980
46.65,kor,1981
47.04,kor,1982
46.92,kor,1983
46.56,kor,1984
47.38,kor,1985
47.61,kor,1986
47.76,kor,1987
47.46,kor,1988
49.07,kor,1989
49.49,kor,1990
49.43,kor,1991
51.0,kor,1992
51.42,kor,1993
51.7,kor,1994
51.8,kor,1995
52.77,kor,1996
53.42,kor,1997
54.22,kor,1998
54.51,kor,1999
57.31,kor,2000
59.0,kor,2001
59.78,kor,2002
59.63,kor,2003
58.13,kor,2004
58.96,kor,2005
59.67,kor,2006
60.0,kor,2007
60.84,kor,2008
60.45,kor,2009
58.17,kor,2010
68.0,kos,2006
68.0,kos,2007
68.0,kos,2008
68.0,kos,2009
68.0,kos,2010
29.11,kwt,1965
31.5,kwt,1966
35.78,kwt,1967
35.02,kwt,1968
35.19,kwt,1969
32.51,kwt,1970
27.74,kwt,1971
30.18,kwt,1972
29.97,kwt,1973
14.5,kwt,1974
21.52,kwt,1975
24.82,kwt,1976
28.66,kwt,1977
29.78,kwt,1978
23.79,kwt,1979
24.96,kwt,1980
30.96,kwt,1981
45.85,kwt,1982
43.0,kwt,1983
40.45,kwt,1984
42.41,kwt,1985
53.25,kwt,1986
47.56,kwt,1987
54.17,kwt,1988
44.93,kwt,1989
47.05,kwt,1990
79.79,kwt,1991
57.55,kwt,1992
47.76,kwt,1993
48.02,kwt,1994
45.03,kwt,1995
40.3,kwt,1996
42.75,kwt,1997
52.22,kwt,1998
47.0,kwt,1999
40.48,kwt,2000
45.52,kwt,2001
50.34,kwt,2002
48.53,kwt,2003
31.44,kgz,1990
27.57,kgz,1991
23.16,kgz,1992
26.99,kgz,1993
33.67,kgz,1994
36.55,kgz,1995
31.96,kgz,1996
32.58,kgz,1997
37.7,kgz,1998
37.34,kgz,1999
31.86,kgz,2000
33.78,kgz,2001
38.97,kgz,2002
40.62,kgz,2003
42.59,kgz,2004
45.66,kgz,2005
47.17,kgz,2006
49.64,kgz,2007
49.45,kgz,2008
52.36,kgz,2009
51.31,kgz,2010
26.03,lao,1989
24.26,lao,1990
24.95,lao,1991
20.43,lao,1992
24.72,lao,1993
24.28,lao,1994
25.08,lao,1995
25.6,lao,1996
26.15,lao,1997
24.2,lao,1998
23.65,lao,1999
24.57,lao,2000
25.06,lao,2001
24.99,lao,2002
25.31,lao,2003
25.74,lao,2004
39.5,lao,2005
37.41,lao,2006
37.49,lao,2007
37.42,lao,2008
39.31,lao,2009
36.77,lao,2010
37.23,lva,1980
36.23,lva,1981
37.26,lva,1982
38.97,lva,1983
38.49,lva,1984
35.18,lva,1985
35.36,lva,1986
35.93,lva,1987
34.93,lva,1988
36.15,lva,1989
31.95,lva,1990
32.91,lva,1991
47.52,lva,1992
53.21,lva,1993
59.24,lva,1994
60.57,lva,1995
64.01,lva,1996
65.37,lva,1997
68.43,lva,1998
71.31,lva,1999
71.83,lva,2000
72.43,lva,2001
72.68,lva,2002
73.55,lva,2003
73.32,lva,2004
74.46,lva,2005
74.59,lva,2006
73.17,lva,2007
73.91,lva,2008
76.06,lva,2009
74.05,lva,2010
68.03,lbn,1994
67.54,lbn,1995
68.25,lbn,1996
67.65,lbn,1997
66.21,lbn,1998
68.29,lbn,1999
70.13,lbn,2000
70.03,lbn,2001
70.83,lbn,2002
71.46,lbn,2003
71.66,lbn,2004
72.42,lbn,2005
72.64,lbn,2006
71.01,lbn,2007
71.31,lbn,2008
70.74,lbn,2009
72.16,lbn,2010
7.818,lso,1963
7.643,lso,1964
11.43,lso,1965
35.03,lso,1966
38.99,lso,1967
40.22,lso,1968
41.95,lso,1969
40.84,lso,1970
58.55,lso,1971
41.12,lso,1972
30.22,lso,1973
39.88,lso,1974
43.51,lso,1975
43.8,lso,1976
38.68,lso,1977
35.47,lso,1978
32.72,lso,1979
48.86,lso,1980
48.56,lso,1981
48.45,lso,1982
52.74,lso,1983
50.72,lso,1984
50.04,lso,1985
51.22,lso,1986
41.74,lso,1987
41.38,lso,1988
42.31,lso,1989
40.66,lso,1990
42.17,lso,1991
38.4,lso,1992
38.52,lso,1993
40.53,lso,1994
38.36,lso,1995
37.55,lso,1996
32.09,lso,1997
40.28,lso,1998
35.35,lso,1999
56.11,lso,2000
53.2,lso,2001
54.88,lso,2002
55.89,lso,2003
57.9,lso,2004
57.9,lso,2005
56.77,lso,2006
56.42,lso,2007
54.72,lso,2008
59.39,lso,2009
59.51,lso,2010
35.34,lbr,1964
33.56,lbr,1965
35.38,lbr,1966
34.61,lbr,1967
36.34,lbr,1968
35.02,lbr,1969
34.36,lbr,1970
35.05,lbr,1971
34.61,lbr,1972
31.8,lbr,1973
28.76,lbr,1974
28.25,lbr,1975
30.67,lbr,1976
35.47,lbr,1977
36.25,lbr,1978
35.72,lbr,1979
35.98,lbr,1980
35.43,lbr,1981
36.18,lbr,1982
35.77,lbr,1983
36.09,lbr,1984
35.75,lbr,1985
34.86,lbr,1986
38.62,lbr,1987
38.02,lbr,1988
37.59,lbr,1989
28.82,lbr,1990
27.64,lbr,1991
33.11,lbr,1992
34.29,lbr,1993
33.51,lbr,1994
12.91,lbr,1995
4.141,lbr,1996
12.81,lbr,1997
14.27,lbr,1998
16.61,lbr,1999
16.37,lbr,2000
17.15,lbr,2001
16.43,lbr,2002
17.72,lbr,2003
18.43,lbr,2004
18.43,lbr,2005
25.99,lbr,2006
26.09,lbr,2007
21.9,lbr,2008
28.72,lby,2002
20.55,lby,2003
28.41,lby,2004
22.19,lby,2005
19.5,lby,2006
21.5,lby,2007
19.94,lby,2008
42.06,ltu,1990
32.54,ltu,1991
42.82,ltu,1992
43.66,ltu,1993
53.38,ltu,1994
57.6,ltu,1995
58.02,ltu,1996
58.66,ltu,1997
60.22,ltu,1998
62.68,ltu,1999
63.87,ltu,2000
63.81,ltu,2001
64.91,ltu,2002
63.43,ltu,2003
62.28,ltu,2004
62.33,ltu,2005
62.84,ltu,2006
63.46,ltu,2007
64.7,ltu,2008
69.69,ltu,2009
68.34,ltu,2010
57.49,lux,1970
60.5,lux,1971
60.6,lux,1972
59.51,lux,1973
58.39,lux,1974
65.3,lux,1975
65.16,lux,1976
67.28,lux,1977
66.95,lux,1978
67.17,lux,1979
67.95,lux,1980
68.51,lux,1981
67.52,lux,1982
68.58,lux,1983
68.35,lux,1984
68.23,lux,1985
68.49,lux,1986
70.73,lux,1987
70.33,lux,1988
69.82,lux,1989
71.36,lux,1990
74.25,lux,1991
74.96,lux,1992
76.59,lux,1993
77.24,lux,1994
77.23,lux,1995
78.89,lux,1996
78.24,lux,1997
78.2,lux,1998
80.25,lux,1999
80.96,lux,2000
80.75,lux,2001
80.9,lux,2002
81.4,lux,2003
81.7,lux,2004
82.94,lux,2005
84.1,lux,2006
83.42,lux,2007
85.43,lux,2008
87.27,lux,2009
86.88,lux,2010
79.43,mac,1991
80.82,mac,1992
82.83,mac,1993
84.0,mac,1994
85.27,mac,1995
85.81,mac,1996
85.71,mac,1997
84.46,mac,1998
84.34,mac,1999
85.28,mac,2000
87.0,mac,2001
87.83,mac,2002
87.15,mac,2003
87.88,mac,2004
84.76,mac,2005
80.16,mac,2006
80.78,mac,2007
82.71,mac,2008
88.96,mac,2009
47.0,mkd,1990
50.77,mkd,1991
43.85,mkd,1992
53.14,mkd,1993
56.3,mkd,1994
56.81,mkd,1995
57.18,mkd,1996
52.69,mkd,1997
52.92,mkd,1998
54.5,mkd,1999
54.25,mkd,2000
56.1,mkd,2001
57.46,mkd,2002
57.82,mkd,2003
59.42,mkd,2004
59.51,mkd,2005
59.3,mkd,2006
58.48,mkd,2007
58.67,mkd,2008
61.36,mkd,2009
60.89,mkd,2010
60.84,mdg,1966
60.46,mdg,1967
60.99,mdg,1968
60.84,mdg,1969
59.27,mdg,1970
59.22,mdg,1971
58.02,mdg,1972
55.28,mdg,1973
49.91,mdg,1974
50.11,mdg,1975
50.62,mdg,1976
50.2,mdg,1977
50.55,mdg,1978
53.06,mdg,1979
53.89,mdg,1980
52.77,mdg,1981
52.36,mdg,1982
50.71,mdg,1983
51.75,mdg,1984
51.54,mdg,1985
50.35,mdg,1986
50.12,mdg,1987
53.35,mdg,1988
52.28,mdg,1989
58.6,mdg,1990
57.22,mdg,1991
58.39,mdg,1992
59.4,mdg,1993
66.47,mdg,1994
64.09,mdg,1995
61.44,mdg,1996
55.0,mdg,1997
55.8,mdg,1998
56.22,mdg,1999
56.56,mdg,2000
57.52,mdg,2001
53.91,mdg,2002
55.43,mdg,2003
55.25,mdg,2004
55.93,mdg,2005
56.37,mdg,2006
58.05,mdg,2007
59.02,mdg,2008
54.89,mdg,2009
39.64,mwi,1960
39.25,mwi,1961
39.64,mwi,1962
39.86,mwi,1963
37.43,mwi,1964
36.79,mwi,1965
38.12,mwi,1966
38.01,mwi,1967
38.78,mwi,1968
39.05,mwi,1969
38.56,mwi,1970
39.87,mwi,1971
36.93,mwi,1972
41.61,mwi,1973
41.77,mwi,1974
42.43,mwi,1975
42.28,mwi,1976
39.55,mwi,1977
40.98,mwi,1978
18.58,mwi,1979
33.72,mwi,1980
38.47,mwi,1981
37.88,mwi,1982
36.25,mwi,1983
37.89,mwi,1984
35.18,mwi,1985
35.37,mwi,1986
26.08,mwi,1987
26.0,mwi,1988
24.4,mwi,1989
26.11,mwi,1990
29.37,mwi,1991
29.66,mwi,1992
26.99,mwi,1993
53.23,mwi,1994
49.95,mwi,1995
45.97,mwi,1996
49.33,mwi,1997
46.14,mwi,1998
43.93,mwi,1999
42.54,mwi,2000
44.53,mwi,2001
45.45,mwi,2002
44.88,mwi,2003
47.93,mwi,2004
50.34,mwi,2005
51.87,mwi,2006
53.37,mwi,2007
53.84,mwi,2008
53.36,mwi,2009
46.28,mys,1960
43.1,mys,1961
41.97,mys,1962
42.44,mys,1963
42.18,mys,1964
43.77,mys,1965
43.31,mys,1966
44.75,mys,1967
46.2,mys,1968
43.6,mys,1969
43.17,mys,1970
44.64,mys,1971
43.65,mys,1972
43.41,mys,1973
35.77,mys,1974
37.15,mys,1975
37.31,mys,1976
37.38,mys,1977
36.28,mys,1978
36.46,mys,1979
36.35,mys,1980
38.25,mys,1981
40.99,mys,1982
41.47,mys,1983
41.49,mys,1984
41.56,mys,1985
41.65,mys,1986
41.51,mys,1987
41.57,mys,1988
42.11,mys,1989
42.59,mys,1990
43.54,mys,1991
44.28,mys,1992
46.13,mys,1993
46.3,mys,1994
45.65,mys,1995
44.79,mys,1996
44.32,mys,1997
42.81,mys,1998
42.7,mys,1999
43.08,mys,2000
45.79,mys,2001
45.9,mys,2002
44.12,mys,2003
42.2,mys,2004
41.89,mys,2005
41.53,mys,2006
42.39,mys,2007
41.89,mys,2008
46.67,mys,2009
44.97,mys,2010
75.01,mdv,1995
76.45,mdv,1996
76.2,mdv,1997
75.57,mdv,1998
75.24,mdv,1999
76.2,mdv,2000
69.43,mdv,2001
68.99,mdv,2002
68.27,mdv,2003
64.57,mdv,2004
59.37,mdv,2005
62.77,mdv,2006
76.23,mdv,2007
77.81,mdv,2008
81.5,mdv,2009
82.32,mdv,2010
21.07,mli,1967
23.44,mli,1968
24.13,mli,1969
22.3,mli,1970
22.14,mli,1971
25.68,mli,1972
29.51,mli,1973
34.99,mli,1974
25.58,mli,1975
27.86,mli,1976
27.79,mli,1977
30.86,mli,1978
28.72,mli,1979
38.48,mli,1980
40.25,mli,1981
42.17,mli,1982
43.72,mli,1983
41.33,mli,1984
44.16,mli,1985
41.57,mli,1986
38.92,mli,1987
39.16,mli,1988
38.02,mli,1989
38.62,mli,1990
38.03,mli,1991
38.03,mli,1992
39.27,mli,1993
34.61,mli,1994
31.8,mli,1995
30.26,mli,1996
39.88,mli,1997
36.24,mli,1998
36.78,mli,1999
37.86,mli,2000
35.84,mli,2001
37.42,mli,2002
37.59,mli,2003
39.76,mli,2004
39.26,mli,2005
39.05,mli,2006
41.01,mlt,1970
45.57,mlt,1971
38.93,mlt,1972
36.75,mlt,1973
32.73,mlt,1974
29.53,mlt,1975
27.43,mlt,1976
28.48,mlt,1977
29.82,mlt,1978
31.0,mlt,1979
32.58,mlt,1980
34.74,mlt,1981
35.54,mlt,1982
37.49,mlt,1983
36.4,mlt,1984
36.9,mlt,1985
36.23,mlt,1986
38.41,mlt,1987
39.49,mlt,1988
39.37,mlt,1989
41.16,mlt,1990
41.98,mlt,1991
45.85,mlt,1992
47.59,mlt,1993
46.42,mlt,1994
47.29,mlt,1995
48.64,mlt,1996
50.6,mlt,1997
49.55,mlt,1998
50.99,mlt,1999
46.76,mlt,2000
53.93,mlt,2001
53.23,mlt,2002
53.18,mlt,2003
57.03,mlt,2004
57.92,mlt,2005
59.08,mlt,2006
59.37,mlt,2007
60.18,mlt,2008
65.19,mlt,2009
33.17,mrt,1960
28.06,mrt,1961
32.4,mrt,1962
35.19,mrt,1963
35.97,mrt,1964
32.22,mrt,1965
30.46,mrt,1966
30.94,mrt,1967
29.34,mrt,1968
30.69,mrt,1969
32.25,mrt,1970
32.47,mrt,1971
36.57,mrt,1972
31.22,mrt,1973
31.09,mrt,1974
36.32,mrt,1975
37.65,mrt,1976
40.96,mrt,1977
42.97,mrt,1978
42.72,mrt,1979
43.63,mrt,1980
41.92,mrt,1981
43.51,mrt,1982
44.97,mrt,1983
45.99,mrt,1984
44.63,mrt,1985
42.22,mrt,1986
40.93,mrt,1987
40.08,mrt,1988
38.39,mrt,1989
41.57,mrt,1990
38.34,mrt,1991
39.13,mrt,1992
37.39,mrt,1993
38.33,mrt,1994
37.39,mrt,1995
38.36,mrt,1996
40.18,mrt,1997
34.3,mrt,1998
33.92,mrt,1999
35.35,mrt,2000
35.91,mrt,2001
38.59,mrt,2002
38.68,mrt,2003
37.16,mrt,2004
36.3,mrt,2005
30.53,mrt,2006
34.83,mrt,2007
40.61,mrt,2008
44.71,mrt,2009
38.94,mrt,2010
50.79,mus,1976
53.45,mus,1977
54.73,mus,1978
53.9,mus,1979
60.66,mus,1980
59.65,mus,1981
58.84,mus,1982
60.5,mus,1983
57.78,mus,1984
53.99,mus,1985
51.58,mus,1986
51.61,mus,1987
53.03,mus,1988
54.04,mus,1989
54.36,mus,1990
55.23,mus,1991
55.2,mus,1992
56.35,mus,1993
57.79,mus,1994
57.59,mus,1995
57.96,mus,1996
59.69,mus,1997
59.87,mus,1998
62.67,mus,1999
62.06,mus,2000
61.5,mus,2001
63.11,mus,2002
63.44,mus,2003
64.42,mus,2004
66.38,mus,2005
66.86,mus,2006
68.56,mus,2007
67.82,mus,2008
68.12,mus,2009
69.42,mus,2010
59.45,mex,1965
60.07,mex,1966
59.5,mex,1967
59.82,mex,1968
59.8,mex,1969
55.11,mex,1970
56.24,mex,1971
57.13,mex,1972
56.62,mex,1973
55.61,mex,1974
55.8,mex,1975
56.72,mex,1976
55.98,mex,1977
56.35,mex,1978
56.71,mex,1979
57.36,mex,1980
57.86,mex,1981
58.45,mex,1982
56.32,mex,1983
55.66,mex,1984
54.66,mex,1985
54.79,mex,1986
52.33,mex,1987
59.99,mex,1988
62.87,mex,1989
63.73,mex,1990
64.44,mex,1991
65.22,mex,1992
66.88,mex,1993
67.24,mex,1994
66.46,mex,1995
65.38,mex,1996
65.75,mex,1997
66.12,mex,1998
66.58,mex,1999
67.81,mex,2000
68.59,mex,2001
69.57,mex,2002
63.14,mex,2003
62.08,mex,2004
62.31,mex,2005
60.51,mex,2006
61.41,mex,2007
59.61,mex,2008
62.42,mex,2009
61.78,mex,2010
24.31,mda,1989
27.21,mda,1990
23.93,mda,1991
17.58,mda,1992
23.49,mda,1993
32.41,mda,1994
34.83,mda,1995
37.89,mda,1996
40.76,mda,1997
43.77,mda,1998
53.1,mda,1999
49.25,mda,2000
49.94,mda,2001
52.73,mda,2002
53.95,mda,2003
62.24,mda,2004
64.13,mda,2005
67.03,mda,2006
73.21,mda,2007
74.98,mda,2008
76.84,mda,2009
72.51,mda,2010
58.28,mng,1981
56.27,mng,1982
55.27,mng,1983
55.83,mng,1984
56.42,mng,1985
53.05,mng,1986
55.19,mng,1987
54.55,mng,1988
45.69,mng,1989
44.66,mng,1990
48.8,mng,1991
35.9,mng,1992
39.6,mng,1993
37.23,mng,1994
30.95,mng,1995
33.82,mng,1996
34.55,mng,1997
40.45,mng,1998
40.77,mng,1999
44.13,mng,2000
48.48,mng,2001
52.95,mng,2002
50.84,mng,2003
45.41,mng,2004
41.73,mng,2005
37.36,mng,2006
37.65,mng,2007
44.21,mng,2008
47.35,mng,2009
46.26,mng,2010
64.12,mne,2000
63.39,mne,2001
63.7,mne,2002
65.77,mne,2003
66.83,mne,2004
68.84,mne,2005
69.42,mne,2006
70.02,mne,2007
69.54,mne,2008
69.94,mne,2009
71.26,mne,2010
50.49,mar,1980
53.02,mar,1981
52.4,mar,1982
51.2,mar,1983
51.86,mar,1984
50.47,mar,1985
48.12,mar,1986
50.49,mar,1987
47.73,mar,1988
48.12,mar,1989
48.32,mar,1990
47.46,mar,1991
50.06,mar,1992
50.8,mar,1993
49.16,mar,1994
50.85,mar,1995
48.88,mar,1996
50.45,mar,1997
52.07,mar,1998
54.33,mar,1999
55.95,mar,2000
55.88,mar,2001
56.13,mar,2002
54.78,mar,2003
55.16,mar,2004
57.1,mar,2005
55.96,mar,2006
58.95,mar,2007
55.04,mar,2008
55.02,mar,2009
54.96,mar,2010
28.49,moz,1980
31.1,moz,1981
33.6,moz,1982
34.9,moz,1983
49.82,moz,1984
39.3,moz,1985
43.87,moz,1986
34.41,moz,1987
31.73,moz,1988
28.34,moz,1989
44.47,moz,1990
46.24,moz,1991
48.78,moz,1992
48.63,moz,1993
51.54,moz,1994
50.67,moz,1995
48.45,moz,1996
47.39,moz,1997
47.2,moz,1998
48.78,moz,1999
51.47,moz,2000
51.68,moz,2001
49.03,moz,2002
45.86,moz,2003
45.17,moz,2004
47.7,moz,2005
45.72,moz,2006
46.41,moz,2007
45.87,moz,2008
44.93,moz,2009
44.76,moz,2010
52.2,mmr,1965
51.4,mmr,1966
48.49,mmr,1967
46.77,mmr,1968
46.92,mmr,1969
47.82,mmr,1970
47.36,mmr,1971
48.1,mmr,1972
48.39,mmr,1973
44.1,mmr,1974
42.16,mmr,1975
41.86,mmr,1976
42.32,mmr,1977
43.2,mmr,1978
41.68,mmr,1979
40.79,mmr,1980
40.23,mmr,1981
39.73,mmr,1982
39.61,mmr,1983
38.75,mmr,1984
38.73,mmr,1985
37.6,mmr,1986
34.4,mmr,1987
32.94,mmr,1988
32.01,mmr,1989
32.2,mmr,1990
31.33,mmr,1991
30.05,mmr,1992
28.06,mmr,1993
28.39,mmr,1994
30.14,mmr,1995
29.47,mmr,1996
30.9,mmr,1997
31.09,mmr,1998
31.09,mmr,1999
33.07,mmr,2000
32.35,mmr,2001
32.46,mmr,2002
35.12,mmr,2003
35.44,mmr,2004
35.8,mmr,2005
36.84,mmr,2006
36.27,mmr,2007
37.06,mmr,2008
37.36,mmr,2009
37.64,mmr,2010
33.04,nam,1980
40.93,nam,1981
44.68,nam,1982
47.15,nam,1983
49.31,nam,1984
44.69,nam,1985
45.53,nam,1986
49.18,nam,1987
45.76,nam,1988
45.7,nam,1989
50.25,nam,1990
52.85,nam,1991
56.38,nam,1992
61.55,nam,1993
56.73,nam,1994
59.99,nam,1995
60.94,nam,1996
61.18,nam,1997
60.04,nam,1998
60.95,nam,1999
60.22,nam,2000
58.57,nam,2001
56.74,nam,2002
60.71,nam,2003
60.84,nam,2004
59.5,nam,2005
54.89,nam,2006
55.04,nam,2007
52.85,nam,2008
57.97,nam,2009
72.88,nam,2010
23.5,npl,1965
20.22,npl,1966
22.85,npl,1967
21.34,npl,1968
21.64,npl,1969
21.18,npl,1970
22.61,npl,1971
21.24,npl,1972
23.51,npl,1973
20.5,npl,1974
20.07,npl,1975
21.85,npl,1976
24.88,npl,1977
25.02,npl,1978
23.7,npl,1979
26.31,npl,1980
26.73,npl,1981
26.14,npl,1982
26.9,npl,1983
26.41,npl,1984
33.18,npl,1985
32.67,npl,1986
33.45,npl,1987
32.93,npl,1988
33.09,npl,1989
32.13,npl,1990
35.42,npl,1991
34.74,npl,1992
37.11,npl,1993
35.22,npl,1994
35.49,npl,1995
35.58,npl,1996
35.7,npl,1997
37.6,npl,1998
36.9,npl,1999
37.05,npl,2000
44.56,npl,2001
43.32,npl,2002
44.31,npl,2003
44.97,npl,2004
45.96,npl,2005
48.16,npl,2006
49.35,npl,2007
49.94,npl,2008
49.61,npl,2009
48.49,npl,2010
56.63,nld,1970
57.43,nld,1971
57.96,nld,1972
58.48,nld,1973
59.11,nld,1974
60.37,nld,1975
60.16,nld,1976
61.53,nld,1977
63.03,nld,1978
63.54,nld,1979
63.13,nld,1980
62.29,nld,1981
63.23,nld,1982
64.02,nld,1983
62.71,nld,1984
62.59,nld,1985
64.85,nld,1986
66.37,nld,1987
66.29,nld,1988
66.07,nld,1989
66.22,nld,1990
66.81,nld,1991
68.08,nld,1992
68.95,nld,1993
69.23,nld,1994
69.16,nld,1995
69.84,nld,1996
70.7,nld,1997
71.77,nld,1998
72.81,nld,1999
72.41,nld,2000
72.78,nld,2001
73.59,nld,2002
73.8,nld,2003
74.0,nld,2004
73.74,nld,2005
73.21,nld,2006
73.24,nld,2007
72.57,nld,2008
74.36,nld,2009
74.15,nld,2010
73.07,ncl,1990
72.29,ncl,1991
75.74,ncl,1992
76.0,ncl,1993
76.63,ncl,1994
76.24,ncl,1995
77.4,ncl,1996
76.71,ncl,1997
56.24,nzl,1971
55.75,nzl,1972
57.4,nzl,1973
58.91,nzl,1974
58.74,nzl,1975
57.17,nzl,1976
58.6,nzl,1977
59.6,nzl,1978
57.0,nzl,1979
58.86,nzl,1980
58.65,nzl,1981
59.34,nzl,1982
60.22,nzl,1983
58.66,nzl,1984
60.81,nzl,1985
61.69,nzl,1986
62.97,nzl,1987
