geo,urban_population_growth_annual_percent,time
dnk,0.2916,1991
dnk,0.3627,1992
dnk,0.3652,1993
dnk,0.3697,1994
dnk,0.553,1995
dnk,0.5944,1996
dnk,0.444,1997
dnk,0.3916,1998
dnk,0.3593,1999
dnk,0.3627,2000
dnk,0.5358,2001
dnk,0.4967,2002
dnk,0.4489,2003
dnk,0.435,2004
dnk,0.4517,2005
dnk,0.5471,2006
dnk,0.6615,2007
dnk,0.8051,2008
dnk,0.7522,2009
dnk,0.6608,2010
dnk,0.6296,2011
dji,7.136,1960
dji,7.97,1961
dji,8.476,1962
dji,8.761,1963
dji,8.807,1964
dji,8.711,1965
dji,8.616,1966
dji,8.604,1967
dji,8.506,1968
dji,8.324,1969
dji,8.134,1970
dji,7.665,1971
dji,7.416,1972
dji,7.7,1973
dji,8.566,1974
dji,9.602,1975
dji,10.58,1976
dji,11.11,1977
dji,10.64,1978
dji,9.199,1979
dji,7.382,1980
dji,4.783,1981
dji,3.379,1982
dji,2.985,1983
dji,3.864,1984
dji,5.459,1985
dji,6.788,1986
dji,7.84,1987
dji,7.875,1988
dji,6.836,1989
dji,5.271,1990
dji,3.555,1991
dji,2.348,1992
dji,1.69,1993
dji,1.763,1994
dji,2.319,1995
dji,2.877,1996
dji,3.316,1997
dji,3.484,1998
dji,3.293,1999
dji,2.881,2000
dji,2.446,2001
dji,2.13,2002
dji,1.918,2003
dji,1.852,2004
dji,1.886,2005
dji,1.939,2006
dji,1.959,2007
dji,1.971,2008
dji,1.967,2009
dji,1.95,2010
dji,1.983,2011
dma,8.272,1961
dma,7.724,1962
dma,7.319,1963
dma,7.081,1964
dma,6.947,1965
dma,7.412,1966
dma,7.253,1967
dma,6.93,1968
dma,6.39,1969
dma,5.719,1970
dma,4.211,1971
dma,3.64,1972
dma,3.301,1973
dma,3.277,1974
dma,3.478,1975
dma,3.661,1976
dma,3.858,1977
dma,3.856,1978
dma,3.576,1979
dma,3.112,1980
dma,0.9099,1981
dma,0.5445,1982
dma,0.2552,1983
dma,0.08928,1984
dma,0.0233,1985
dma,-0.3343,1986
dma,-0.4019,1987
dma,-0.368,1988
dma,-0.2025,1989
dma,0.05272,1990
dma,-0.1442,1991
dma,0.1435,1992
dma,0.2824,1993
dma,0.2114,1994
dma,-0.006106,1995
dma,-0.386,1996
dma,-0.6096,1997
dma,-0.7384,1998
dma,-0.7265,1999
dma,-0.6081,2000
dma,-0.4063,2001
dma,-0.2933,2002
dma,-0.2288,2003
dma,-0.2464,2004
dma,-0.3178,2005
dma,-0.2792,2006
dma,-0.3401,2007
dma,-0.3549,2008
dma,-0.3006,2009
dma,-0.1955,2010
dma,0.0559,2011
dom,5.576,1960
dom,6.475,1961
dom,6.346,1962
dom,6.212,1963
dom,6.072,1964
dom,5.929,1965
dom,5.987,1966
dom,5.838,1967
dom,5.694,1968
dom,5.556,1969
dom,5.422,1970
dom,5.446,1971
dom,5.315,1972
dom,5.187,1973
dom,5.063,1974
dom,4.942,1975
dom,4.871,1976
dom,4.76,1977
dom,4.663,1978
dom,4.582,1979
dom,4.513,1980
dom,3.296,1981
dom,3.267,1982
dom,3.234,1983
dom,3.195,1984
dom,3.152,1985
dom,2.654,1986
dom,2.617,1987
dom,2.581,1988
dom,2.549,1989
dom,2.517,1990
dom,2.852,1991
dom,2.814,1992
dom,2.765,1993
dom,2.701,1994
dom,2.628,1995
dom,3.165,1996
dom,3.083,1997
dom,3.014,1998
dom,2.963,1999
dom,2.923,2000
dom,2.817,2001
dom,2.78,2002
dom,2.743,2003
dom,2.705,2004
dom,2.666,2005
dom,2.464,2006
dom,2.429,2007
dom,2.392,2008
dom,2.352,2009
dom,2.31,2010
dom,2.107,2011
ecu,4.59,1960
ecu,4.525,1961
ecu,4.533,1962
ecu,4.533,1963
ecu,4.523,1964
ecu,4.505,1965
ecu,4.417,1966
ecu,4.397,1967
ecu,4.372,1968
ecu,4.343,1969
ecu,4.311,1970
ecu,4.499,1971
ecu,4.456,1972
ecu,4.418,1973
ecu,4.384,1974
ecu,4.352,1975
ecu,5.021,1976
ecu,4.959,1977
ecu,4.895,1978
ecu,4.826,1979
ecu,4.754,1980
ecu,4.536,1981
ecu,4.467,1982
ecu,4.396,1983
ecu,4.326,1984
ecu,4.254,1985
ecu,4.034,1986
ecu,3.961,1987
ecu,3.884,1988
ecu,3.803,1989
ecu,3.719,1990
ecu,3.211,1991
ecu,3.142,1992
ecu,3.051,1993
ecu,2.932,1994
ecu,2.8,1995
ecu,2.611,1996
ecu,2.492,1997
ecu,2.422,1998
ecu,2.416,1999
ecu,2.451,2000
ecu,2.754,2001
ecu,2.781,2002
ecu,2.781,2003
ecu,2.743,2004
ecu,2.679,2005
ecu,2.595,2006
ecu,2.536,2007
ecu,2.482,2008
ecu,2.435,2009
ecu,2.393,2010
ecu,2.217,2011
egy,4.267,1960
egy,4.114,1961
egy,4.073,1962
egy,4.032,1963
egy,3.99,1964
egy,3.949,1965
egy,3.284,1966
egy,3.255,1967
egy,3.21,1968
egy,3.147,1969
egy,3.074,1970
egy,2.866,1971
egy,2.807,1972
egy,2.77,1973
egy,2.763,1974
egy,2.776,1975
egy,2.407,1976
egy,2.423,1977
egy,2.448,1978
egy,2.48,1979
egy,2.515,1980
egy,2.395,1981
egy,2.416,1982
egy,2.433,1983
egy,2.444,1984
egy,2.447,1985
egy,2.209,1986
egy,2.201,1987
egy,2.145,1988
egy,2.03,1989
egy,1.879,1990
egy,1.626,1991
egy,1.492,1992
egy,1.4,1993
egy,1.363,1994
egy,1.367,1995
egy,1.68,1996
egy,1.687,1997
egy,1.706,1998
egy,1.734,1999
egy,1.769,2000
egy,1.923,2001
egy,1.958,2002
egy,1.976,2003
egy,1.973,2004
egy,1.954,2005
egy,1.985,2006
egy,1.962,2007
egy,1.941,2008
egy,1.924,2009
egy,1.908,2010
egy,2.107,2011
slv,3.373,1960
slv,3.355,1961
slv,3.463,1962
slv,3.504,1963
slv,3.467,1964
slv,3.379,1965
slv,3.234,1966
slv,3.135,1967
slv,3.051,1968
slv,2.994,1969
slv,2.951,1970
slv,3.72,1971
slv,3.648,1972
slv,3.554,1973
slv,3.434,1974
slv,3.297,1975
slv,3.372,1976
slv,3.24,1977
slv,3.106,1978
slv,2.971,1979
slv,2.838,1980
slv,2.723,1981
slv,2.608,1982
slv,2.517,1983
slv,2.457,1984
slv,2.421,1985
slv,2.389,1986
slv,2.351,1987
slv,2.35,1988
slv,2.394,1989
slv,2.462,1990
slv,3.402,1991
slv,3.431,1992
slv,3.379,1993
slv,3.22,1994
slv,2.991,1995
slv,2.823,1996
slv,2.604,1997
slv,2.418,1998
slv,2.282,1999
slv,2.186,2000
slv,1.357,2001
slv,1.288,2002
slv,1.246,2003
slv,1.236,2004
slv,1.251,2005
slv,1.246,2006
slv,1.276,2007
slv,1.306,2008
slv,1.33,2009
slv,1.35,2010
slv,1.305,2011
gnq,5.361,1960
gnq,1.93,1961
gnq,1.855,1962
gnq,1.917,1963
gnq,2.164,1964
gnq,2.485,1965
gnq,2.559,1966
gnq,2.84,1967
gnq,2.529,1968
gnq,1.478,1969
gnq,-0.0442,1970
gnq,-1.744,1971
gnq,-3.244,1972
gnq,-4.324,1973
gnq,-4.67,1974
gnq,-4.312,1975
gnq,-3.823,1976
gnq,-3.267,1977
gnq,-1.975,1978
gnq,0.1943,1979
gnq,2.841,1980
gnq,6.811,1981
gnq,8.917,1982
gnq,9.66,1983
gnq,9.007,1984
gnq,7.638,1985
gnq,7.994,1986
gnq,6.862,1987
gnq,6.111,1988
gnq,5.864,1989
gnq,5.946,1990
gnq,5.654,1991
gnq,5.658,1992
gnq,5.637,1993
gnq,5.567,1994
gnq,5.465,1995
gnq,3.274,1996
gnq,3.248,1997
gnq,3.224,1998
gnq,3.204,1999
gnq,3.184,2000
gnq,3.216,2001
gnq,3.193,2002
gnq,3.155,2003
gnq,3.099,2004
gnq,3.033,2005
gnq,3.162,2006
gnq,3.097,2007
gnq,3.052,2008
gnq,3.033,2009
gnq,3.027,2010
gnq,3.234,2011
eri,5.589,1960
eri,5.817,1961
eri,5.748,1962
eri,5.676,1963
eri,5.598,1964
eri,5.518,1965
eri,4.721,1966
eri,4.69,1967
eri,4.655,1968
eri,4.615,1969
eri,4.577,1970
eri,3.978,1971
eri,3.952,1972
eri,3.98,1973
eri,4.073,1974
eri,4.198,1975
eri,4.406,1976
eri,4.494,1977
eri,4.495,1978
eri,4.388,1979
eri,4.215,1980
eri,3.93,1981
eri,3.736,1982
eri,3.631,1983
eri,3.644,1984
eri,3.716,1985
eri,3.487,1986
eri,3.568,1987
eri,3.386,1988
eri,2.875,1989
eri,2.182,1990
eri,1.648,1991
eri,1.054,1992
eri,0.8229,1993
eri,1.097,1994
eri,1.742,1995
eri,2.845,1996
eri,3.455,1997
eri,4.006,1998
eri,4.441,1999
eri,4.765,2000
eri,5.486,2001
eri,5.734,2002
eri,5.786,2003
eri,5.621,2004
eri,5.326,2005
eri,5.416,2006
eri,5.116,2007
eri,4.904,2008
eri,4.81,2009
eri,4.789,2010
eri,5.221,2011
est,2.402,1960
est,2.495,1961
est,2.565,1962
est,2.532,1963
est,2.5,1964
est,2.346,1965
est,2.214,1966
est,2.273,1967
est,2.248,1968
est,2.222,1969
est,2.114,1970
est,1.881,1971
est,1.928,1972
est,1.757,1973
est,1.656,1974
est,1.57,1975
est,1.339,1976
est,1.358,1977
est,1.304,1978
est,1.171,1979
est,1.214,1980
est,1.007,1981
est,1.021,1982
est,0.9878,1983
est,0.952,1984
est,0.966,1985
est,0.8455,1986
est,0.88,1987
est,0.7234,1988
est,0.4998,1989
est,0.168,1990
est,-0.8258,1991
est,-2.149,1992
est,-2.9,1993
est,-2.465,1994
est,-2.113,1995
est,-1.641,1996
est,-1.307,1997
est,-1.126,1998
est,-0.9267,1999
est,-0.6137,2000
est,-0.3892,2001
est,-0.3939,2002
est,-0.3682,2003
est,-0.3088,2004
est,-0.23,2005
est,-0.1792,2006
est,-0.1293,2007
est,-0.06397,2008
est,-0.01977,2009
est,0.002158,2010
est,0.06972,2011
eth,5.418,1960
eth,5.852,1961
eth,5.806,1962
eth,5.752,1963
eth,5.684,1964
eth,5.607,1965
eth,5.117,1966
eth,5.043,1967
eth,5.002,1968
eth,5.006,1969
eth,5.025,1970
eth,4.798,1971
eth,4.834,1972
eth,4.701,1973
eth,4.362,1974
eth,3.912,1975
eth,3.576,1976
eth,3.188,1977
eth,3.057,1978
eth,3.265,1979
eth,3.701,1980
eth,4.372,1981
eth,4.763,1982
eth,5.025,1983
eth,5.111,1984
eth,5.078,1985
eth,5.23,1986
eth,5.191,1987
eth,5.171,1988
eth,5.181,1989
eth,5.204,1990
eth,5.281,1991
eth,5.262,1992
eth,5.192,1993
eth,5.062,1994
eth,4.896,1995
eth,4.302,1996
eth,4.157,1997
eth,4.037,1998
eth,3.95,1999
eth,3.886,2000
eth,3.893,2001
eth,3.827,2002
eth,3.757,2003
eth,3.679,2004
eth,3.599,2005
eth,3.64,2006
eth,3.564,2007
eth,3.502,2008
eth,3.454,2009
eth,3.416,2010
eth,3.677,2011
fro,5.154,1961
fro,4.877,1962
fro,4.647,1963
fro,4.516,1964
fro,4.44,1965
fro,3.031,1966
fro,3.019,1967
fro,2.98,1968
fro,2.9,1969
fro,2.795,1970
fro,2.669,1971
fro,2.578,1972
fro,2.525,1973
fro,2.526,1974
fro,2.561,1975
fro,1.614,1976
fro,1.663,1977
fro,1.706,1978
fro,1.749,1979
fro,1.778,1980
fro,0.9524,1981
fro,0.9369,1982
fro,0.9375,1983
fro,0.9736,1984
fro,1.004,1985
fro,1.276,1986
fro,1.328,1987
fro,1.094,1988
fro,0.496,1989
fro,-0.3245,1990
fro,-0.9741,1991
fro,-1.815,1992
fro,-2.195,1993
fro,-1.877,1994
fro,-1.017,1995
fro,3.285,1996
fro,4.082,1997
fro,4.607,1998
fro,4.71,1999
fro,4.506,2000
fro,3.213,2001
fro,3.099,2002
fro,2.928,2003
fro,2.707,2004
fro,2.46,2005
fro,1.023,2006
fro,0.7706,2007
fro,0.6189,2008
fro,0.6219,2009
fro,0.7317,2010
fro,0.8373,2011
fji,5.209,1960
fji,5.377,1961
fji,5.381,1962
fji,5.277,1963
fji,5.044,1964
fji,4.736,1965
fji,3.975,1966
fji,3.713,1967
fji,3.518,1968
fji,3.413,1969
fji,3.371,1970
fji,3.229,1971
fji,3.198,1972
fji,3.159,1973
fji,3.102,1974
fji,3.038,1975
fji,2.447,1976
fji,2.376,1977
fji,2.399,1978
fji,2.541,1979
fji,2.739,1980
fji,2.841,1981
fji,3.013,1982
fji,2.937,1983
fji,2.555,1984
fji,1.988,1985
fji,2.546,1986
fji,1.996,1987
fji,1.696,1988
fji,1.746,1989
fji,2.044,1990
fji,2.789,1991
fji,3.051,1992
fji,3.196,1993
fji,3.166,1994
fji,3.011,1995
fji,2.216,1996
fji,2.115,1997
fji,1.977,1998
fji,1.799,1999
fji,1.604,2000
fji,1.193,2001
fji,1.0,2002
fji,0.9258,2003
fji,1.012,2004
fji,1.211,2005
fji,1.451,2006
fji,1.647,2007
fji,1.772,2008
fji,1.79,2009
fji,1.731,2010
fji,1.66,2011
fin,2.43,1960
fin,2.273,1961
fin,2.223,1962
fin,2.227,1963
fin,2.054,1964
fin,1.809,1965
fin,1.722,1966
fin,1.871,1967
fin,1.761,1968
fin,1.237,1969
fin,0.8997,1970
fin,1.414,1971
fin,1.866,1972
fin,1.823,1973
fin,1.763,1974
fin,1.668,1975
fin,1.444,1976
fin,1.409,1977
fin,1.404,1978
fin,1.36,1979
fin,1.403,1980
fin,1.558,1981
fin,1.679,1982
fin,1.702,1983
fin,1.629,1984
fin,1.5,1985
fin,1.259,1986
fin,1.21,1987
fin,1.208,1988
fin,1.27,1989
fin,1.344,1990
fin,0.9475,1991
fin,0.9617,1992
fin,0.882,1993
fin,0.8276,1994
fin,0.7767,1995
fin,0.629,1996
fin,0.5974,1997
fin,0.5646,1998
fin,0.5303,1999
fin,0.5049,2000
fin,0.4032,2001
fin,0.4176,2002
fin,0.4134,2003
fin,0.465,2004
fin,0.5166,2005
fin,0.5412,2006
fin,0.5826,2007
fin,0.6225,2008
fin,0.6349,2009
fin,0.6139,2010
fin,0.5952,2011
fra,2.377,1960
fra,2.979,1961
fra,3.03,1962
fra,3.013,1963
fra,2.907,1964
fra,2.742,1965
fra,2.199,1966
fra,2.043,1967
fra,1.933,1968
fra,1.889,1969
fra,1.891,1970
fra,1.319,1971
fra,1.327,1972
fra,1.306,1973
fra,1.24,1974
fra,1.147,1975
fra,0.6305,1976
fra,0.5507,1977
fra,0.5056,1978
fra,0.5086,1979
fra,0.5461,1980
fra,0.5965,1981
fra,0.6339,1982
fra,0.6616,1983
fra,0.6726,1984
fra,0.6706,1985
fra,0.68,1986
fra,0.6813,1987
fra,0.6717,1988
fra,0.6488,1989
fra,0.6172,1990
fra,0.7055,1991
fra,0.677,1992
fra,0.6552,1993
fra,0.6434,1994
fra,0.6407,1995
fra,0.9355,1996
fra,0.9318,1997
fra,0.9495,1998
fra,0.8447,1999
fra,1.202,2000
fra,1.932,2001
fra,1.917,2002
fra,1.885,2003
fra,1.898,2004
fra,1.903,2005
fra,1.594,2006
fra,1.507,2007
fra,1.44,2008
fra,1.415,2009
fra,1.413,2010
fra,1.155,2011
pyf,4.846,1960
pyf,5.612,1961
pyf,5.638,1962
pyf,5.678,1963
pyf,5.743,1964
pyf,5.806,1965
pyf,6.391,1966
pyf,6.405,1967
pyf,6.346,1968
pyf,6.206,1969
pyf,6.017,1970
pyf,3.886,1971
pyf,3.771,1972
pyf,3.69,1973
pyf,3.659,1974
pyf,3.656,1975
pyf,3.264,1976
pyf,3.244,1977
pyf,3.224,1978
pyf,3.201,1979
pyf,3.169,1980
pyf,2.921,1981
pyf,2.883,1982
pyf,2.817,1983
pyf,2.717,1984
pyf,2.595,1985
pyf,2.014,1986
pyf,1.902,1987
pyf,1.799,1988
pyf,1.712,1989
pyf,1.637,1990
pyf,1.235,1991
pyf,1.154,1992
pyf,1.106,1993
pyf,1.098,1994
pyf,1.111,1995
pyf,1.57,1996
pyf,1.582,1997
pyf,1.544,1998
pyf,1.442,1999
pyf,1.298,2000
pyf,1.36,2001
pyf,1.23,2002
pyf,1.13,2003
pyf,1.074,2004
pyf,1.05,2005
pyf,1.128,2006
pyf,1.103,2007
pyf,1.076,2008
pyf,1.042,2009
pyf,1.004,2010
pyf,1.135,2011
gab,4.351,1960
gab,7.621,1961
gab,7.217,1962
gab,6.862,1963
gab,6.54,1964
gab,6.257,1965
gab,7.461,1966
gab,7.099,1967
gab,6.874,1968
gab,6.802,1969
gab,6.836,1970
gab,8.54,1971
gab,8.433,1972
gab,8.295,1973
gab,8.091,1974
gab,7.847,1975
gab,7.939,1976
gab,7.712,1977
gab,7.518,1978
gab,7.364,1979
gab,7.239,1980
gab,5.712,1981
gab,5.689,1982
gab,5.662,1983
gab,5.632,1984
gab,5.598,1985
gab,5.245,1986
gab,5.208,1987
gab,5.184,1988
gab,5.177,1989
gab,5.174,1990
gab,5.021,1991
gab,4.997,1992
gab,4.921,1993
gab,4.787,1994
gab,4.615,1995
gab,4.054,1996
gab,3.902,1997
gab,3.76,1998
gab,3.633,1999
gab,3.52,2000
gab,3.075,2001
gab,2.978,2002
gab,2.895,2003
gab,2.826,2004
gab,2.771,2005
gab,2.472,2006
gab,2.432,2007
gab,2.41,2008
gab,2.409,2009
gab,2.422,2010
gab,2.255,2011
gmb,4.358,1960
gmb,6.415,1961
gmb,5.712,1962
gmb,5.233,1963
gmb,5.054,1964
gmb,5.092,1965
gmb,8.518,1966
gmb,8.25,1967
gmb,8.074,1968
gmb,7.972,1969
gmb,7.916,1970
gmb,7.892,1971
gmb,7.901,1972
gmb,7.813,1973
gmb,7.598,1974
gmb,7.316,1975
gmb,6.287,1976
gmb,6.127,1977
gmb,6.064,1978
gmb,6.121,1979
gmb,6.256,1980
gmb,6.782,1981
gmb,6.83,1982
gmb,6.935,1983
gmb,7.101,1984
gmb,7.273,1985
gmb,7.862,1986
gmb,7.924,1987
gmb,7.768,1988
gmb,7.369,1989
gmb,6.838,1990
gmb,6.399,1991
gmb,5.946,1992
gmb,5.612,1993
gmb,5.429,1994
gmb,5.353,1995
gmb,5.074,1996
gmb,5.007,1997
gmb,4.968,1998
gmb,4.953,1999
gmb,4.952,2000
gmb,4.678,2001
gmb,4.694,2002
gmb,4.679,2003
gmb,4.625,2004
gmb,4.547,2005
gmb,4.179,2006
gmb,4.115,2007
gmb,4.061,2008
gmb,4.022,2009
gmb,3.992,2010
gmb,3.693,2011
geo,2.762,1960
geo,2.717,1961
geo,2.645,1962
geo,2.586,1963
geo,2.511,1964
geo,2.405,1965
geo,2.223,1966
geo,2.049,1967
geo,1.964,1968
geo,1.982,1969
geo,-1.761,1970
geo,2.012,1971
geo,5.73,1972
geo,1.832,1973
geo,1.81,1974
geo,1.671,1975
geo,1.573,1976
geo,1.526,1977
geo,1.421,1978
geo,1.567,1979
geo,1.667,1980
geo,1.465,1981
geo,1.487,1982
geo,1.515,1983
geo,1.486,1984
geo,1.505,1985
geo,1.199,1986
geo,1.136,1987
geo,1.299,1988
geo,0.5708,1989
geo,0.2801,1990
geo,0.2676,1991
geo,0.3367,1992
geo,0.3288,1993
geo,-1.455,1994
geo,-3.103,1995
geo,-2.97,1996
geo,-2.297,1997
geo,-1.434,1998
geo,-1.233,1999
geo,-1.227,2000
geo,-0.7885,2001
geo,-0.7364,2002
geo,-0.711,2003
geo,-0.3091,2004
geo,0.9245,2005
geo,0.9439,2006
geo,-0.115,2007
geo,-0.003748,2008
geo,0.7196,2009
geo,1.051,2010
geo,0.9678,2011
deu,1.14,1960
deu,0.9297,1961
deu,1.039,1962
deu,1.085,1963
deu,0.9642,1964
deu,1.012,1965
deu,0.9232,1966
deu,0.5458,1967
deu,0.5332,1968
deu,0.8814,1969
deu,0.421,1970
deu,0.2626,1971
deu,0.5575,1972
deu,0.3939,1973
deu,0.1179,1974
deu,-0.294,1975
deu,-0.3505,1976
deu,-0.1482,1977
deu,-0.008904,1978
deu,0.1223,1979
deu,0.2854,1980
deu,0.1158,1981
deu,-0.1316,1982
deu,-0.2987,1983
deu,-0.3822,1984
deu,-0.2601,1985
deu,0.1577,1986
deu,0.2654,1987
deu,0.5023,1988
deu,0.8849,1989
deu,0.9734,1990
deu,0.7745,1991
deu,0.8063,1992
deu,0.7033,1993
deu,0.3927,1994
deu,0.3398,1995
deu,0.2297,1996
deu,0.08649,1997
deu,-0.04471,1998
deu,0.004743,1999
deu,0.0755,2000
deu,0.247,2001
deu,0.2469,2002
deu,0.134,2003
deu,0.05691,2004
deu,0.02177,2005
deu,0.01254,2006
deu,-0.008537,2007
deu,-0.06512,2008
deu,-0.1285,2009
deu,-0.02848,2010
deu,0.1129,2011
gha,6.799,1960
gha,5.556,1961
gha,5.472,1962
gha,5.308,1963
gha,5.05,1964
gha,4.745,1965
gha,4.463,1966
gha,4.18,1967
gha,4.054,1968
gha,4.128,1969
gha,4.324,1970
gha,3.356,1971
gha,3.579,1972
gha,3.616,1973
gha,3.413,1974
gha,3.075,1975
gha,2.695,1976
gha,2.412,1977
gha,2.369,1978
gha,2.641,1979
gha,3.108,1980
gha,4.02,1981
gha,4.403,1982
gha,4.587,1983
gha,4.518,1984
gha,4.291,1985
gha,5.117,1986
gha,4.889,1987
gha,4.738,1988
gha,4.692,1989
gha,4.711,1990
gha,4.827,1991
gha,4.819,1992
gha,4.763,1993
gha,4.647,1994
gha,4.495,1995
gha,4.395,1996
gha,4.263,1997
gha,4.172,1998
gha,4.132,1999
gha,4.126,2000
gha,4.094,2001
gha,4.085,2002
gha,4.071,2003
gha,4.046,2004
gha,4.013,2005
gha,3.889,2006
gha,3.859,2007
gha,3.824,2008
gha,3.784,2009
gha,3.738,2010
gha,3.594,2011
grc,2.933,1961
grc,2.691,1962
grc,2.423,1963
grc,2.373,1964
grc,2.439,1965
grc,2.81,1966
grc,2.844,1967
grc,2.64,1968
grc,2.316,1969
grc,2.141,1970
grc,1.496,1971
grc,1.701,1972
grc,1.494,1973
grc,1.397,1974
grc,1.957,1975
grc,2.427,1976
grc,2.167,1977
grc,2.155,1978
grc,2.098,1979
grc,1.827,1980
grc,1.141,1981
grc,0.8605,1982
grc,0.8252,1983
grc,0.741,1984
grc,0.6305,1985
grc,0.4682,1986
grc,0.4716,1987
grc,0.5003,1988
grc,0.6588,1989
grc,0.8026,1990
grc,1.125,1991
grc,1.252,1992
grc,1.069,1993
grc,0.9828,1994
grc,0.9178,1995
grc,0.8522,1996
grc,0.7779,1997
grc,0.6911,1998
grc,0.5899,1999
grc,0.4706,2000
grc,0.491,2001
grc,0.5363,2002
grc,0.5201,2003
grc,0.5387,2004
grc,0.5739,2005
grc,0.6989,2006
grc,0.6947,2007
grc,0.6925,2008
grc,0.7019,2009
grc,0.5853,2010
grc,0.2957,2011
grl,5.626,1960
grl,6.161,1961
grl,6.258,1962
grl,6.335,1963
grl,5.6,1964
grl,6.469,1965
grl,5.269,1966
grl,5.366,1967
grl,5.447,1968
grl,5.291,1969
grl,5.144,1970
grl,2.161,1971
grl,2.753,1972
grl,1.886,1973
grl,1.46,1974
grl,0.6451,1975
grl,0.666,1976
grl,-0.143,1977
grl,0.05462,1978
grl,1.268,1979
grl,1.659,1980
grl,2.063,1981
grl,1.456,1982
grl,1.636,1983
grl,1.62,1984
grl,1.417,1985
grl,1.007,1986
grl,1.558,1987
grl,1.726,1988
grl,1.347,1989
grl,0.9779,1990
grl,0.1114,1991
grl,-0.07043,1992
grl,0.1087,1993
grl,0.8309,1994
grl,0.8272,1995
grl,0.3617,1996
grl,0.361,1997
grl,0.3604,1998
grl,0.1816,1999
grl,0.3594,2000
grl,0.5744,2001
grl,0.7655,2002
grl,0.5812,2003
grl,0.5619,2004
grl,0.3463,2005
grl,0.08424,2006
grl,-0.02041,2007
grl,-0.03744,2008
grl,0.3545,2009
grl,0.7343,2010
grl,0.6986,2011
grd,2.401,1960
grd,2.164,1961
grd,1.884,1962
grd,1.613,1963
grd,1.368,1964
grd,1.146,1965
grd,0.9117,1966
grd,0.6778,1967
grd,0.4951,1968
grd,0.3796,1969
grd,0.3133,1970
grd,-0.04946,1971
grd,-0.04107,1972
grd,-0.1106,1973
grd,-0.2967,1974
grd,-0.5376,1975
grd,-0.8937,1976
grd,-1.162,1977
grd,-1.036,1978
grd,-0.3497,1979
grd,0.6989,1980
grd,1.907,1981
grd,2.895,1982
grd,3.216,1983
grd,2.687,1984
grd,1.636,1985
grd,0.3857,1986
grd,-0.6211,1987
grd,-1.189,1988
grd,-1.078,1989
grd,-0.4596,1990
grd,0.8423,1991
grd,1.434,1992
grd,1.784,1993
grd,1.77,1994
grd,1.503,1995
grd,1.305,1996
grd,1.086,1997
grd,0.9295,1998
grd,0.8792,1999
grd,0.906,2000
grd,0.9804,2001
grd,0.9878,2002
grd,0.9991,2003
grd,1.011,2004
grd,1.023,2005
grd,1.121,2006
grd,1.141,2007
grd,1.156,2008
grd,1.167,2009
grd,1.174,2010
grd,1.257,2011
gum,3.539,1960
gum,4.185,1961
gum,4.393,1962
gum,4.513,1963
gum,4.522,1964
gum,4.454,1965
gum,4.712,1966
gum,4.629,1967
gum,4.54,1968
gum,4.454,1969
gum,4.372,1970
gum,9.026,1971
gum,8.552,1972
gum,8.145,1973
gum,7.805,1974
gum,7.513,1975
gum,4.586,1976
gum,4.54,1977
gum,4.499,1978
gum,4.464,1979
gum,4.43,1980
gum,1.952,1981
gum,1.954,1982
gum,1.967,1983
gum,1.996,1984
gum,2.031,1985
gum,2.038,1986
gum,2.051,1987
gum,2.007,1988
gum,1.895,1989
gum,1.741,1990
gum,2.203,1991
gum,2.064,1992
gum,1.933,1993
gum,1.811,1994
gum,1.704,1995
gum,1.539,1996
gum,1.439,1997
gum,1.416,1998
gum,1.49,1999
gum,1.627,2000
gum,1.566,2001
gum,1.696,2002
gum,1.75,2003
gum,1.7,2004
gum,1.583,2005
gum,1.463,2006
gum,1.357,2007
gum,1.279,2008
gum,1.243,2009
gum,1.24,2010
gum,1.259,2011
gtm,4.698,1960
gtm,4.545,1961
gtm,4.511,1962
gtm,4.476,1963
gtm,4.44,1964
gtm,4.403,1965
gtm,3.601,1966
gtm,3.583,1967
gtm,3.573,1968
gtm,3.573,1969
gtm,3.579,1970
gtm,3.375,1971
gtm,3.379,1972
gtm,3.356,1973
gtm,3.301,1974
gtm,3.227,1975
gtm,2.879,1976
gtm,2.814,1977
gtm,2.777,1978
gtm,2.776,1979
gtm,2.798,1980
gtm,3.395,1981
gtm,3.405,1982
gtm,3.393,1983
gtm,3.353,1984
gtm,3.295,1985
gtm,3.343,1986
gtm,3.292,1987
gtm,3.258,1988
gtm,3.245,1989
gtm,3.247,1990
gtm,3.269,1991
gtm,3.273,1992
gtm,3.268,1993
gtm,3.25,1994
gtm,3.225,1995
gtm,3.209,1996
gtm,3.191,1997
gtm,3.194,1998
gtm,3.221,1999
gtm,3.264,2000
gtm,3.325,2001
gtm,3.363,2002
gtm,3.382,2003
gtm,3.378,2004
gtm,3.358,2005
gtm,3.378,2006
gtm,3.357,2007
gtm,3.349,2008
gtm,3.359,2009
gtm,3.378,2010
gtm,3.445,2011
gin,5.997,1960
gin,6.136,1961
gin,5.93,1962
gin,5.773,1963
gin,5.672,1964
gin,5.601,1965
gin,6.291,1966
gin,6.163,1967
gin,5.935,1968
gin,5.574,1969
gin,5.133,1970
gin,5.345,1971
gin,4.921,1972
gin,4.557,1973
gin,4.272,1974
gin,4.064,1975
gin,4.427,1976
gin,4.239,1977
gin,4.201,1978
gin,4.348,1979
gin,4.624,1980
gin,4.096,1981
