geo,urban_population_growth_annual_percent,time
rou,-0.6967,1992
rou,0.07027,1993
rou,0.06058,1994
rou,0.003215,1995
rou,-0.5731,1996
rou,-0.5737,1997
rou,-0.4936,1998
rou,-0.4444,1999
rou,-0.4177,2000
rou,-1.487,2001
rou,-1.588,2002
rou,-0.3722,2003
rou,-0.3547,2004
rou,-0.3249,2005
rou,-0.2047,2006
rou,-0.1778,2007
rou,-0.1431,2008
rou,-0.1432,2009
rou,-0.1862,2010
rou,-0.1696,2011
rus,3.27,1960
rus,2.751,1961
rus,2.724,1962
rus,2.699,1963
rus,2.674,1964
rus,2.65,1965
rus,2.036,1966
rus,2.015,1967
rus,1.994,1968
rus,1.974,1969
rus,1.955,1970
rus,1.832,1971
rus,1.817,1972
rus,1.802,1973
rus,1.787,1974
rus,1.772,1975
rus,1.699,1976
rus,1.689,1977
rus,1.679,1978
rus,1.67,1979
rus,1.667,1980
rus,1.288,1981
rus,1.245,1982
rus,1.211,1983
rus,1.367,1984
rus,1.382,1985
rus,1.126,1986
rus,1.104,1987
rus,1.053,1988
rus,0.9899,1989
rus,0.7875,1990
rus,0.2176,1991
rus,0.03773,1992
rus,-0.1197,1993
rus,-0.13,1994
rus,-0.1375,1995
rus,-0.2777,1996
rus,-0.3009,1997
rus,-0.2813,1998
rus,-0.4084,1999
rus,-0.0101,2000
rus,-0.3564,2001
rus,-0.561,2002
rus,-0.5979,2003
rus,-0.6349,2004
rus,-0.6026,2005
rus,-0.2573,2006
rus,-0.08368,2007
rus,0.09141,2008
rus,0.1685,2009
rus,0.2033,2010
rus,0.2408,2011
rwa,5.093,1960
rwa,6.039,1961
rwa,5.948,1962
rwa,5.863,1963
rwa,5.783,1964
rwa,5.71,1965
rwa,6.021,1966
rwa,5.938,1967
rwa,5.867,1968
rwa,5.809,1969
rwa,5.759,1970
rwa,8.022,1971
rwa,7.812,1972
rwa,7.632,1973
rwa,7.482,1974
rwa,7.351,1975
rwa,6.835,1976
rwa,6.747,1977
rwa,6.647,1978
rwa,6.529,1979
rwa,6.401,1980
rwa,4.535,1981
rwa,4.333,1982
rwa,4.355,1983
rwa,4.657,1984
rwa,5.051,1985
rwa,5.838,1986
rwa,6.241,1987
rwa,5.59,1988
rwa,3.7,1989
rwa,1.119,1990
rwa,6.69,1991
rwa,2.889,1992
rwa,0.8685,1993
rwa,1.969,1994
rwa,5.8,1995
rwa,16.52,1996
rwa,19.2,1997
rwa,19.71,1998
rwa,17.84,1999
rwa,14.87,2000
rwa,9.659,2001
rwa,7.848,2002
rwa,6.653,2003
rwa,6.291,2004
rwa,6.5,2005
rwa,4.01,2006
rwa,4.229,2007
rwa,4.377,2008
rwa,4.404,2009
rwa,4.348,2010
rwa,4.588,2011
kna,1.374,1961
kna,1.322,1962
kna,1.273,1963
kna,1.226,1964
kna,1.18,1965
kna,0.4828,1966
kna,0.4393,1967
kna,0.3975,1968
kna,0.3574,1969
kna,0.3189,1970
kna,-0.1527,1971
kna,0.06558,1972
kna,-0.1656,1973
kna,-0.1728,1974
kna,0.04951,1975
kna,-0.2034,1976
kna,1.489,1977
kna,0.6331,1978
kna,0.2125,1979
kna,2.099,1980
kna,0.4284,1981
kna,0.4055,1982
kna,-1.244,1983
kna,-2.688,1984
kna,-2.491,1985
kna,-0.7016,1986
kna,-0.7029,1987
kna,-0.7042,1988
kna,-0.7055,1989
kna,-0.7069,1990
kna,-1.055,1991
kna,-1.036,1992
kna,-1.017,1993
kna,-0.9985,1994
kna,-0.9798,1995
kna,-0.875,1996
kna,-0.8791,1997
kna,-2.072,1998
kna,4.605,1999
kna,4.113,2000
kna,3.61,2001
kna,0.8608,2002
kna,-0.4317,2003
kna,3.416,2004
kna,0.854,2005
kna,1.203,2006
kna,1.198,2007
kna,1.188,2008
kna,1.178,2009
kna,1.162,2010
kna,1.495,2011
lca,2.671,1960
lca,2.673,1961
lca,2.682,1962
lca,2.645,1963
lca,2.61,1964
lca,2.575,1965
lca,2.688,1966
lca,2.651,1967
lca,2.615,1968
lca,2.58,1969
lca,3.041,1970
lca,2.447,1971
lca,2.321,1972
lca,2.484,1973
lca,2.359,1974
lca,2.331,1975
lca,2.341,1976
lca,2.404,1977
lca,2.286,1978
lca,2.26,1979
lca,2.234,1980
lca,2.668,1981
lca,2.715,1982
lca,2.429,1983
lca,2.481,1984
lca,2.53,1985
lca,2.527,1986
lca,2.417,1987
lca,2.464,1988
lca,2.357,1989
lca,2.403,1990
lca,1.578,1991
lca,1.013,1992
lca,2.161,1993
lca,2.138,1994
lca,2.077,1995
lca,-0.005217,1996
lca,0.6262,1997
lca,0.374,1998
lca,-0.009277,1999
lca,0.3123,2000
lca,-2.336,2001
lca,-2.898,2002
lca,-2.888,2003
lca,-2.847,2004
lca,-2.974,2005
lca,-2.966,2006
lca,-3.23,2007
lca,-3.421,2008
lca,-3.629,2009
lca,-4.122,2010
lca,-2.629,2011
vct,1.949,1960
vct,3.231,1961
vct,3.02,1962
vct,2.851,1963
vct,2.75,1964
vct,2.697,1965
vct,2.736,1966
vct,2.683,1967
vct,2.65,1968
vct,2.638,1969
vct,2.64,1970
vct,2.721,1971
vct,2.724,1972
vct,2.714,1973
vct,2.682,1974
vct,2.631,1975
vct,2.639,1976
vct,2.587,1977
vct,2.529,1978
vct,2.466,1979
vct,2.397,1980
vct,2.37,1981
vct,2.294,1982
vct,2.228,1983
vct,2.176,1984
vct,2.13,1985
vct,2.132,1986
vct,2.083,1987
vct,2.012,1988
vct,1.9,1989
vct,1.769,1990
vct,1.232,1991
vct,1.119,1992
vct,1.023,1993
vct,0.9564,1994
vct,0.911,1995
vct,0.794,1996
vct,0.7576,1997
vct,0.749,1998
vct,0.7738,1999
vct,0.823,2000
vct,0.8987,2001
vct,0.9541,2002
vct,0.9853,2003
vct,0.9861,2004
vct,0.9583,2005
vct,0.9525,2006
vct,0.9267,2007
vct,0.8982,2008
vct,0.8672,2009
vct,0.8363,2010
vct,0.8229,2011
wsm,4.689,1960
wsm,3.427,1961
wsm,3.352,1962
wsm,3.275,1963
wsm,3.194,1964
wsm,3.105,1965
wsm,3.719,1966
wsm,3.604,1967
wsm,3.423,1968
wsm,3.166,1969
wsm,2.862,1970
wsm,2.142,1971
wsm,1.861,1972
wsm,1.641,1973
wsm,1.503,1974
wsm,1.424,1975
wsm,0.9348,1976
wsm,0.875,1977
wsm,0.8015,1978
wsm,0.7001,1979
wsm,0.5881,1980
wsm,0.3295,1981
wsm,0.2458,1982
wsm,0.2121,1983
wsm,0.2411,1984
wsm,0.3191,1985
wsm,0.3893,1986
wsm,0.4807,1987
wsm,0.5651,1988
wsm,0.6331,1989
wsm,0.6905,1990
wsm,1.046,1991
wsm,1.094,1992
wsm,1.145,1993
wsm,1.202,1994
wsm,1.256,1995
wsm,1.431,1996
wsm,1.468,1997
wsm,1.444,1998
wsm,1.346,1999
wsm,1.196,2000
wsm,-0.07425,2001
wsm,-0.2245,2002
wsm,-0.3377,2003
wsm,-0.3968,2004
wsm,-0.4139,2005
wsm,-0.7873,2006
wsm,-0.8099,2007
wsm,-0.8112,2008
wsm,-0.7915,2009
wsm,-0.7571,2010
wsm,-0.5357,2011
smr,4.753,1961
smr,4.741,1962
smr,4.685,1963
smr,4.565,1964
smr,4.405,1965
smr,4.227,1966
smr,4.084,1967
smr,3.852,1968
smr,3.494,1969
smr,3.089,1970
smr,4.681,1971
smr,4.188,1972
smr,3.921,1973
smr,3.95,1974
smr,4.184,1975
smr,3.969,1976
smr,4.233,1977
smr,4.358,1978
smr,4.267,1979
smr,4.05,1980
smr,3.157,1981
smr,2.989,1982
smr,2.864,1983
smr,2.8,1984
smr,2.765,1985
smr,1.633,1986
smr,1.609,1987
smr,1.611,1988
smr,1.634,1989
smr,1.664,1990
smr,1.547,1991
smr,1.607,1992
smr,1.597,1993
smr,1.497,1994
smr,1.341,1995
smr,1.236,1996
smr,1.078,1997
smr,1.125,1998
smr,1.442,1999
smr,1.936,2000
smr,2.237,2001
smr,2.662,2002
smr,2.785,2003
smr,2.538,2004
smr,2.053,2005
smr,1.391,2006
smr,0.9415,2007
smr,0.629,2008
smr,0.5296,2009
smr,0.5714,2010
smr,0.6628,2011
stp,2.985,1960
stp,7.408,1961
stp,6.334,1962
stp,5.726,1963
stp,5.761,1964
stp,6.254,1965
stp,8.576,1966
stp,8.877,1967
stp,8.915,1968
stp,8.569,1969
stp,7.991,1970
stp,3.715,1971
stp,3.459,1972
stp,3.369,1973
stp,3.515,1974
stp,3.799,1975
stp,3.95,1976
stp,4.165,1977
stp,4.189,1978
stp,3.975,1979
stp,3.618,1980
stp,4.816,1981
stp,4.446,1982
stp,4.225,1983
stp,4.21,1984
stp,4.328,1985
stp,5.011,1986
stp,5.08,1987
stp,5.071,1988
stp,4.956,1989
stp,4.773,1990
stp,4.299,1991
stp,4.149,1992
stp,4.047,1993
stp,4.006,1994
stp,4.002,1995
stp,3.936,1996
stp,3.927,1997
stp,3.876,1998
stp,3.767,1999
stp,3.625,2000
stp,3.409,2001
stp,3.291,2002
stp,3.201,2003
stp,3.148,2004
stp,3.124,2005
stp,2.884,2006
stp,2.87,2007
stp,2.892,2008
stp,2.957,2009
stp,3.045,2010
stp,2.936,2011
sau,6.233,1960
sau,7.847,1961
sau,7.822,1962
sau,7.751,1963
sau,7.616,1964
sau,7.454,1965
sau,8.483,1966
sau,8.299,1967
sau,8.202,1968
sau,8.201,1969
sau,8.265,1970
sau,8.255,1971
sau,8.334,1972
sau,8.434,1973
sau,8.55,1974
sau,8.665,1975
sau,7.992,1976
sau,8.051,1977
sau,8.155,1978
sau,8.311,1979
sau,8.455,1980
sau,8.359,1981
sau,8.36,1982
sau,8.148,1983
sau,7.71,1984
sau,7.154,1985
sau,5.818,1986
sau,5.353,1987
sau,4.961,1988
sau,4.664,1989
sau,4.428,1990
sau,3.779,1991
sau,3.608,1992
sau,3.352,1993
sau,2.983,1994
sau,2.575,1995
sau,1.88,1996
sau,1.537,1997
sau,1.53,1998
sau,1.956,1999
sau,2.649,2000
sau,3.408,2001
sau,3.991,2002
sau,4.261,2003
sau,4.142,2004
sau,3.782,2005
sau,3.378,2006
sau,3.074,2007
sau,2.835,2008
sau,2.696,2009
sau,2.625,2010
sau,2.536,2011
sen,5.384,1960
sen,5.557,1961
sen,5.511,1962
sen,5.489,1963
sen,5.496,1964
sen,5.519,1965
sen,5.752,1966
sen,5.737,1967
sen,5.718,1968
sen,5.695,1969
sen,5.661,1970
sen,5.67,1971
sen,5.629,1972
sen,5.512,1973
sen,5.304,1974
sen,5.048,1975
sen,3.837,1976
sen,3.652,1977
sen,3.559,1978
sen,3.584,1979
sen,3.687,1980
sen,3.639,1981
sen,3.732,1982
sen,3.81,1983
sen,3.861,1984
sen,3.89,1985
sen,3.688,1986
sen,3.713,1987
sen,3.723,1988
sen,3.719,1989
sen,3.7,1990
sen,3.362,1991
sen,3.343,1992
sen,3.292,1993
sen,3.206,1994
sen,3.101,1995
sen,2.992,1996
sen,2.902,1997
sen,2.858,1998
sen,2.873,1999
sen,2.925,2000
sen,3.01,2001
sen,3.055,2002
sen,3.085,2003
sen,3.094,2004
sen,3.087,2005
sen,3.249,2006
sen,3.241,2007
sen,3.229,2008
sen,3.216,2009
sen,3.201,2010
sen,3.375,2011
srb,0.8837,1990
srb,0.6637,1991
srb,1.2,1992
srb,1.22,1993
srb,0.9861,1994
srb,0.5816,1995
srb,0.08521,1996
srb,-0.2988,1997
srb,-0.6057,1998
srb,0.1064,1999
srb,0.1466,2000
srb,0.3747,2001
srb,0.4983,2002
srb,0.2812,2003
srb,0.3045,2004
srb,0.2345,2005
srb,0.193,2006
srb,0.1773,2007
srb,0.1536,2008
srb,0.175,2009
srb,0.1707,2010
srb,0.1973,2011
syc,6.675,1961
syc,6.373,1962
syc,6.127,1963
syc,5.967,1964
syc,5.858,1965
syc,6.019,1966
syc,5.865,1967
syc,5.716,1968
syc,5.569,1969
syc,5.422,1970
syc,5.897,1971
syc,5.715,1972
syc,5.521,1973
syc,5.307,1974
syc,5.082,1975
syc,3.167,1976
syc,3.01,1977
syc,2.847,1978
syc,2.684,1979
syc,2.524,1980
syc,1.093,1981
syc,0.9669,1982
syc,0.8583,1983
syc,0.7727,1984
syc,0.7119,1985
syc,0.6958,1986
syc,0.6878,1987
syc,0.7121,1988
syc,0.7716,1989
syc,0.869,1990
syc,1.216,1991
syc,1.41,1992
syc,1.604,1993
syc,1.797,1994
syc,1.991,1995
syc,1.781,1996
syc,1.486,1997
syc,2.267,1998
syc,2.275,1999
syc,1.202,2000
syc,0.5645,2001
syc,3.505,2002
syc,-0.6086,2003
syc,0.1073,2004
syc,0.9518,2005
syc,2.66,2006
syc,1.136,2007
syc,2.858,2008
syc,1.011,2009
syc,-0.2752,2010
syc,0.1187,2011
sle,4.496,1960
sle,4.799,1961
sle,4.724,1962
sle,4.657,1963
sle,4.598,1964
sle,4.545,1965
sle,4.822,1966
sle,4.761,1967
sle,4.697,1968
sle,4.626,1969
sle,4.554,1970
sle,4.63,1971
sle,4.562,1972
sle,4.515,1973
sle,4.492,1974
sle,4.488,1975
sle,3.752,1976
sle,3.779,1977
sle,3.8,1978
sle,3.811,1979
sle,3.815,1980
sle,3.845,1981
sle,3.789,1982
sle,3.808,1983
sle,3.926,1984
sle,4.079,1985
sle,3.68,1986
sle,3.817,1987
sle,3.617,1988
sle,3.003,1989
sle,2.147,1990
sle,1.179,1991
sle,0.4329,1992
sle,-0.004766,1993
sle,0.005923,1994
sle,0.38,1995
sle,0.8119,1996
sle,1.207,1997
sle,1.821,1998
sle,2.665,1999
sle,3.602,2000
sle,4.605,2001
sle,5.371,2002
sle,5.649,2003
sle,5.369,2004
sle,4.758,2005
sle,4.181,2006
sle,3.648,2007
sle,3.261,2008
sle,3.081,2009
sle,3.043,2010
sle,3.163,2011
sgp,6.332,1960
sgp,3.346,1961
sgp,2.781,1962
sgp,2.539,1963
sgp,2.585,1964
sgp,2.414,1965
sgp,2.46,1966
sgp,2.25,1967
sgp,1.704,1968
sgp,1.529,1969
sgp,1.554,1970
sgp,1.815,1971
sgp,1.829,1972
sgp,1.887,1973
sgp,1.673,1974
sgp,1.469,1975
sgp,1.317,1976
sgp,1.386,1977
sgp,1.24,1978
sgp,1.266,1979
sgp,1.251,1980
sgp,4.812,1981
sgp,4.402,1982
sgp,1.276,1983
sgp,1.884,1984
sgp,0.1463,1985
sgp,-0.1097,1986
sgp,1.525,1987
sgp,2.526,1988
sgp,2.943,1989
sgp,3.881,1990
sgp,2.85,1991
sgp,3.004,1992
sgp,2.531,1993
sgp,3.134,1994
sgp,3.039,1995
sgp,4.064,1996
sgp,3.357,1997
sgp,3.398,1998
sgp,0.7989,1999
sgp,1.733,2000
sgp,2.697,2001
sgp,0.9141,2002
sgp,-1.476,2003
sgp,1.253,2004
sgp,2.351,2005
sgp,3.129,2006
sgp,4.165,2007
sgp,5.322,2008
sgp,3.016,2009
sgp,1.771,2010
sgp,2.086,2011
svk,2.553,1960
svk,5.109,1961
svk,3.176,1962
svk,3.059,1963
svk,3.043,1964
svk,2.955,1965
svk,3.071,1966
svk,2.95,1967
svk,2.829,1968
svk,2.785,1969
svk,2.408,1970
svk,2.924,1971
svk,3.296,1972
svk,3.353,1973
svk,3.36,1974
svk,3.324,1975
svk,3.358,1976
svk,3.307,1977
svk,3.219,1978
svk,3.145,1979
svk,2.93,1980
svk,1.704,1981
svk,1.743,1982
svk,1.686,1983
svk,1.638,1984
svk,1.615,1985
svk,1.47,1986
svk,1.401,1987
svk,1.367,1988
svk,1.311,1989
svk,1.263,1990
svk,0.09376,1991
svk,0.04875,1992
svk,0.398,1993
svk,0.4103,1994
svk,0.3089,1995
svk,0.1041,1996
svk,0.07692,1997
svk,0.02629,1998
svk,-0.005893,1999
svk,-0.2434,2000
svk,-0.4216,2001
svk,-0.2356,2002
svk,-0.2295,2003
svk,-0.1877,2004
svk,-0.1561,2005
svk,-0.181,2006
svk,-0.1539,2007
svk,-0.09183,2008
svk,-0.0438,2009
svk,-0.05337,2010
svk,0.0862,2011
svn,3.775,1960
svn,3.591,1961
svn,3.507,1962
svn,3.656,1963
svn,3.683,1964
svn,3.717,1965
svn,3.986,1966
svn,3.831,1967
svn,3.479,1968
svn,3.074,1969
svn,3.107,1970
svn,3.637,1971
svn,3.578,1972
svn,3.528,1973
svn,3.168,1974
svn,3.545,1975
svn,4.117,1976
svn,3.782,1977
svn,3.598,1978
svn,3.518,1979
svn,3.378,1980
svn,0.9109,1981
svn,0.8322,1982
svn,1.254,1983
svn,1.135,1984
svn,1.111,1985
svn,1.567,1986
svn,1.525,1987
svn,0.5922,1988
svn,0.377,1989
svn,0.4087,1990
svn,0.1571,1991
svn,-0.05314,1992
svn,-0.1448,1993
svn,-0.02231,1994
svn,0.1149,1995
svn,-0.008813,1996
svn,-0.08076,1997
svn,-0.1645,1998
svn,0.1251,1999
svn,0.3497,2000
svn,0.04591,2001
svn,0.01221,2002
svn,-0.05154,2003
svn,-0.04789,2004
svn,0.06112,2005
svn,0.1168,2006
svn,0.3565,2007
svn,-0.04499,2008
svn,0.7003,2009
svn,0.2321,2010
svn,0.1074,2011
slb,6.815,1960
slb,7.952,1961
slb,7.734,1962
slb,7.528,1963
slb,7.336,1964
slb,7.162,1965
slb,7.504,1966
slb,7.317,1967
slb,7.207,1968
slb,7.181,1969
slb,7.205,1970
slb,4.027,1971
slb,4.159,1972
slb,4.224,1973
slb,4.206,1974
slb,4.136,1975
slb,6.727,1976
slb,6.559,1977
slb,6.406,1978
slb,6.27,1979
slb,6.147,1980
slb,6.776,1981
slb,6.613,1982
slb,6.437,1983
slb,6.246,1984
slb,6.051,1985
slb,4.896,1986
slb,4.773,1987
slb,4.685,1988
slb,4.641,1989
slb,4.625,1990
slb,4.25,1991
slb,4.249,1992
slb,4.232,1993
slb,4.194,1994
slb,4.145,1995
slb,4.308,1996
slb,4.261,1997
slb,4.229,1998
slb,4.216,1999
slb,4.216,2000
slb,5.273,2001
slb,5.224,2002
slb,5.172,2003
slb,5.115,2004
slb,5.053,2005
slb,5.204,2006
slb,5.131,2007
slb,5.049,2008
slb,4.957,2009
slb,4.858,2010
slb,4.84,2011
som,5.082,1960
som,5.308,1961
som,5.243,1962
som,5.19,1963
som,5.15,1964
som,5.119,1965
som,5.295,1966
som,5.427,1967
som,5.332,1968
som,4.95,1969
som,4.465,1970
som,3.715,1971
som,3.128,1972
som,3.736,1973
som,5.869,1974
som,8.682,1975
som,10.33,1976
som,11.9,1977
som,11.52,1978
som,9.345,1979
som,6.408,1980
som,3.458,1981
som,1.118,1982
som,-0.373,1983
som,-0.6261,1984
som,0.05907,1985
som,1.262,1986
som,1.962,1987
som,2.309,1988
som,2.095,1989
som,1.52,1990
som,0.9696,1991
som,0.5354,1992
som,0.4675,1993
som,0.9254,1994
som,1.753,1995
som,2.732,1996
som,3.497,1997
som,3.978,1998
som,4.08,1999
som,3.925,2000
som,3.784,2001
som,3.657,2002
som,3.537,2003
som,3.446,2004
som,3.38,2005
som,3.423,2006
som,3.342,2007
som,3.314,2008
som,3.352,2009
som,3.436,2010
som,3.649,2011
zaf,3.406,1960
zaf,3.404,1961
zaf,3.068,1962
zaf,2.818,1963
zaf,2.639,1964
zaf,2.518,1965
zaf,2.415,1966
zaf,2.378,1967
zaf,2.369,1968
zaf,2.381,1969
zaf,2.407,1970
zaf,2.432,1971
zaf,2.417,1972
zaf,2.389,1973
zaf,2.357,1974
zaf,2.325,1975
zaf,2.292,1976
zaf,2.236,1977
zaf,2.239,1978
zaf,2.328,1979
zaf,2.461,1980
zaf,2.822,1981
zaf,2.895,1982
zaf,2.95,1983
zaf,2.981,1984
zaf,2.981,1985
zaf,3.639,1986
zaf,3.558,1987
zaf,3.438,1988
zaf,3.274,1989
zaf,3.066,1990
zaf,2.998,1991
zaf,3.015,1992
zaf,3.031,1993
zaf,3.048,1994
zaf,3.065,1995
zaf,3.104,1996
zaf,3.159,1997
zaf,3.215,1998
zaf,3.27,1999
zaf,3.326,2000
zaf,2.874,2001
zaf,2.2,2002
zaf,2.087,2003
zaf,1.99,2004
zaf,1.939,2005
zaf,1.892,2006
zaf,1.861,2007
zaf,1.862,2008
zaf,1.827,2009
zaf,2.099,2010
zaf,1.898,2011
esp,1.762,1960
esp,2.581,1961
esp,2.545,1962
esp,2.476,1963
esp,2.568,1964
esp,2.635,1965
esp,2.566,1966
esp,2.749,1967
esp,2.803,1968
esp,2.459,1969
esp,2.563,1970
esp,2.173,1971
esp,1.958,1972
esp,1.949,1973
esp,1.995,1974
esp,2.086,1975
esp,2.065,1976
esp,2.104,1977
esp,2.277,1978
esp,1.784,1979
esp,1.526,1980
esp,1.193,1981
esp,0.9234,1982
esp,0.8598,1983
esp,0.7947,1984
esp,0.7502,1985
esp,0.6098,1986
esp,0.552,1987
esp,0.5242,1988
esp,0.4986,1989
esp,0.4544,1990
esp,0.3618,1991
esp,0.4637,1992
esp,0.4445,1993
esp,0.4024,1994
esp,0.3672,1995
esp,0.3382,1996
esp,0.3705,1997
esp,0.4565,1998
esp,0.6218,1999
esp,0.9469,2000
esp,1.244,2001
esp,1.562,2002
esp,1.772,2003
esp,1.737,2004
esp,1.756,2005
esp,1.793,2006
esp,1.865,2007
esp,1.648,2008
esp,0.9228,2009
esp,0.5041,2010
esp,0.5423,2011
lka,3.622,1960
lka,4.156,1961
lka,4.092,1962
lka,2.726,1963
lka,4.372,1964
lka,3.731,1965
lka,4.553,1966
lka,4.357,1967
lka,4.473,1968
lka,4.138,1969
lka,4.07,1970
lka,1.365,1971
lka,1.307,1972
lka,1.741,1973
lka,1.432,1974
lka,1.551,1975
lka,0.899,1976
lka,0.8964,1977
lka,1.027,1978
lka,1.226,1979
lka,1.135,1980
lka,-0.1745,1981
lka,1.466,1982
lka,0.5789,1983
lka,0.3267,1984
lka,0.6399,1985
lka,0.9062,1986
lka,0.6293,1987
lka,0.4784,1988
lka,0.4518,1989
lka,0.2142,1990
lka,0.5837,1991
lka,0.02216,1992
lka,0.352,1993
lka,0.4681,1994
lka,0.441,1995
lka,0.2035,1996
lka,0.356,1997
lka,0.2471,1998
lka,0.5198,1999
lka,-0.6853,2000
lka,-2.353,2001
lka,-0.09179,2002
lka,0.5681,2003
lka,0.5965,2004
lka,0.3031,2005
lka,0.9697,2006
lka,0.7934,2007
lka,0.7703,2008
lka,1.032,2009
lka,0.8735,2010
lka,1.607,2011
sdn,6.458,1960
sdn,7.44,1961
sdn,7.211,1962
sdn,7.007,1963
sdn,6.824,1964
sdn,6.665,1965
sdn,7.266,1966
sdn,7.079,1967
sdn,6.942,1968
sdn,6.861,1969
sdn,6.818,1970
sdn,5.944,1971
sdn,5.974,1972
sdn,5.973,1973
sdn,5.936,1974
sdn,5.868,1975
sdn,4.332,1976
sdn,4.318,1977
sdn,4.321,1978
sdn,4.348,1979
sdn,4.379,1980
sdn,6.344,1981
sdn,6.274,1982
sdn,6.124,1983
sdn,5.876,1984
sdn,5.583,1985
sdn,7.619,1986
sdn,7.338,1987
sdn,7.141,1988
sdn,7.055,1989
sdn,7.034,1990
sdn,5.951,1991
sdn,6.383,1992
sdn,6.414,1993
sdn,6.05,1994
sdn,5.316,1995
sdn,2.664,1996
sdn,2.531,1997
sdn,2.44,1998
sdn,2.388,1999
sdn,2.388,2000
sdn,2.394,2001
sdn,2.368,2002
sdn,2.356,2003
sdn,2.367,2004
sdn,2.382,2005
sdn,2.2,2006
sdn,1.886,2007
sdn,1.761,2008
sdn,1.825,2009
sdn,2.097,2010
sdn,2.561,2011
sur,3.005,1960
sur,2.749,1961
sur,2.649,1962
sur,2.6,1963
sur,2.616,1964
sur,2.651,1965
sur,2.31,1966
sur,2.313,1967
sur,2.06,1968
sur,1.489,1969
sur,0.7294,1970
sur,1.923,1971
sur,1.191,1972
sur,0.7181,1973
sur,0.6219,1974
sur,0.8129,1975
sur,1.906,1976
sur,2.12,1977
sur,2.28,1978
sur,2.33,1979
sur,2.305,1980
sur,1.195,1981
sur,1.25,1982
sur,1.376,1983
sur,1.597,1984
sur,1.874,1985
sur,2.16,1986
sur,2.409,1987
sur,2.548,1988
sur,2.547,1989
sur,2.449,1990
sur,2.303,1991
sur,2.202,1992
sur,2.132,1993
sur,2.113,1994
sur,2.129,1995
sur,2.121,1996
sur,2.116,1997
sur,2.116,1998
sur,2.119,1999
sur,2.124,2000
sur,2.11,2001
sur,2.11,2002
sur,2.079,2003
sur,2.008,2004
sur,1.911,2005
sur,1.762,2006
sur,1.668,2007
sur,1.597,2008
sur,1.558,2009
sur,1.541,2010
sur,1.479,2011
swz,10.44,1960
swz,14.73,1961
swz,13.29,1962
swz,12.16,1963
swz,11.3,1964
swz,10.63,1965
swz,11.86,1966
swz,11.12,1967
swz,10.52,1968
swz,10.02,1969
swz,9.607,1970
swz,11.34,1971
swz,10.75,1972
swz,10.24,1973
swz,9.791,1974
swz,9.383,1975
swz,8.423,1976
swz,8.189,1977
swz,7.948,1978
swz,7.691,1979
swz,7.44,1980
swz,7.273,1981
swz,7.021,1982
swz,6.949,1983
swz,7.093,1984
swz,7.344,1985
swz,5.079,1986
swz,5.345,1987
swz,5.317,1988
swz,4.947,1989
swz,4.381,1990
swz,2.924,1991
swz,2.427,1992
swz,2.113,1993
swz,2.044,1994
swz,2.133,1995
swz,1.804,1996
swz,1.871,1997
swz,-0.2281,1998
swz,-0.2293,1999
swz,-0.2306,2000
swz,-0.509,2001
swz,-0.5131,2002
swz,-0.5173,2003
swz,-0.5216,2004
swz,-0.5258,2005
swz,-0.4181,2006
swz,-0.4202,2007
swz,0.5799,2008
swz,0.5753,2009
swz,0.5817,2010
swz,0.9902,2011
swe,1.494,1960
swe,1.723,1961
swe,1.788,1962
swe,1.785,1963
swe,1.954,1964
swe,2.134,1965
swe,1.979,1966
swe,1.784,1967
swe,1.569,1968
swe,1.699,1969
swe,1.92,1970
swe,1.106,1971
swe,0.7115,1972
swe,0.5866,1973
swe,0.7027,1974
swe,0.8081,1975
swe,0.45,1976
swe,0.4414,1977
swe,0.3773,1978
swe,0.3043,1979
swe,0.289,1980
swe,0.123,1981
swe,0.06032,1982
swe,0.0484,1983
swe,0.094,1984
swe,0.1683,1985
swe,0.2326,1986
swe,0.3337,1987
swe,0.4596,1988
swe,0.6672,1989
swe,0.7726,1990
swe,0.8557,1991
swe,0.7603,1992
swe,0.7543,1993
swe,0.8839,1994
swe,0.6976,1995
swe,0.2073,1996
swe,0.1054,1997
swe,0.1037,1998
swe,0.126,1999
swe,0.2087,2000
swe,0.3382,2001
swe,0.3951,2002
swe,0.4417,2003
swe,0.4629,2004
swe,0.4695,2005
swe,0.7371,2006
swe,0.9159,2007
swe,0.9531,2008
swe,1.026,2009
swe,1.026,2010
swe,0.9712,2011
che,2.963,1960
che,3.224,1961
che,3.766,1962
che,3.353,1963
che,2.855,1964
che,2.342,1965
che,2.201,1966
che,2.382,1967
che,2.389,1968
che,2.242,1969
che,1.827,1970
che,0.5251,1971
che,0.7628,1972
che,0.7386,1973
che,0.5389,1974
che,-0.04339,1975
che,-0.671,1976
che,-0.4385,1977
che,-0.09063,1978
che,0.1011,1979
che,0.2973,1980
che,3.354,1981
che,3.315,1982
che,3.087,1983
che,2.948,1984
che,2.965,1985
che,2.937,1986
che,2.987,1987
che,3.04,1988
che,3.061,1989
che,3.23,1990
che,1.357,1991
che,1.21,1992
che,1.018,1993
che,0.9044,1994
che,0.7754,1995
che,0.372,1996
che,0.1712,1997
che,0.2274,1998
che,0.4072,1999
che,0.4922,2000
che,0.6696,2001
che,0.7933,2002
che,0.7787,2003
che,0.7242,2004
che,0.6774,2005
che,0.6768,2006
che,0.9429,2007
che,1.32,2008
che,1.299,2009
