foreign_direct_investment_net_inflows_percent_of_gdp,geo,time
0.7668,jor,1992
-0.5985,jor,1993
0.04577,jor,1994
0.1978,jor,1995
0.2239,jor,1996
4.98,jor,1997
3.917,jor,1998
1.938,jor,1999
10.79,jor,2000
3.047,jor,2001
2.486,jor,2002
5.364,jor,2003
8.209,jor,2004
15.76,jor,2005
22.65,jor,2006
14.76,jor,2007
12.45,jor,2008
9.671,jor,2009
6.17,jor,2010
0.4015,kaz,1992
5.431,kaz,1993
3.104,kaz,1994
4.732,kaz,1995
5.405,kaz,1996
5.961,kaz,1997
5.202,kaz,1998
9.407,kaz,1999
7.011,kaz,2000
12.8,kaz,2001
10.51,kaz,2002
6.785,kaz,2003
9.634,kaz,2004
3.451,kaz,2005
7.75,kaz,2006
10.6,kaz,2007
10.73,kaz,2008
11.48,kaz,2009
7.163,kaz,2010
0.8606,ken,1970
0.4161,ken,1971
0.299,ken,1972
0.6898,ken,1973
0.7886,ken,1974
0.5264,ken,1975
1.335,ken,1976
1.258,ken,1977
0.6489,ken,1978
1.348,ken,1979
1.087,ken,1980
0.2064,ken,1981
0.2021,ken,1982
0.397,ken,1983
0.1737,ken,1984
0.4702,ken,1985
0.4521,ken,1986
0.4941,ken,1987
0.004721,ken,1988
0.7518,ken,1989
0.6645,ken,1990
0.231,ken,1991
0.0774,ken,1992
2.532,ken,1993
0.104,ken,1994
0.4675,ken,1995
0.9022,ken,1996
0.4735,ken,1997
0.1884,ken,1998
0.4029,ken,1999
0.8739,ken,2000
0.04083,ken,2001
0.21,ken,2002
0.5484,ken,2003
0.2862,ken,2004
0.1132,ken,2005
0.2252,ken,2006
2.677,ken,2007
0.3132,ken,2008
0.3802,ken,2009
0.577,ken,2010
-3.061,kir,1983
1.03,kir,1985
0.5166,kir,1986
0.916,kir,1987
0.8334,kir,1988
0.61,kir,1989
1.055,kir,1990
0.8947,kir,1991
0.8182,kir,1992
-1.583,kir,1993
0.7675,kir,1994
0.6729,kir,1995
0.7933,kir,1996
0.7405,kir,1997
0.6554,kir,1998
0.6397,kir,1999
1.058,kir,2000
0.77,kir,2001
0.703,kir,2002
0.9941,kir,2003
1.125,kir,2004
4.39,kir,2005
0.5186,kir,2006
0.9017,kir,2007
2.011,kir,2008
2.48,kir,2009
2.427,kir,2010
0.2741,kor,1976
0.2478,kor,1977
0.1741,kor,1978
0.05338,kor,1979
0.009399,kor,1980
0.1427,kor,1981
0.09053,kor,1982
0.08105,kor,1983
0.1182,kor,1984
0.2417,kor,1985
0.4129,kor,1986
0.4402,kor,1987
0.541,kor,1988
0.485,kor,1989
0.2989,kor,1990
0.3828,kor,1991
0.2208,kor,1992
0.1624,kor,1993
0.1911,kor,1994
0.3434,kor,1995
0.417,kor,1996
0.5509,kor,1997
1.567,kor,1998
2.096,kor,1999
1.74,kor,2000
0.6991,kor,2001
0.4154,kor,2002
0.5476,kor,2003
1.281,kor,2004
0.7467,kor,2005
0.3768,kor,2006
0.1701,kor,2007
0.3555,kor,2008
0.2696,kor,2009
-0.0148,kor,2010
1.464,_unk,2004
3.575,_unk,2005
9.445,_unk,2006
12.9,_unk,2007
9.515,_unk,2008
7.405,_unk,2009
8.662,_unk,2010
0.9044,kwt,1970
0.0002577,kwt,1971
0.0002247,kwt,1972
0.005547,kwt,1973
0.0009226,kwt,1974
0.002079,kwt,1975
-0.003884,kwt,1976
0.009408,kwt,1977
0.004902,kwt,1978
0.005172,kwt,1979
0.002898,kwt,1980
0.004829,kwt,1981
-0.0004171,kwt,1982
0.0001917,kwt,1983
-0.02779,kwt,1984
0.03381,kwt,1985
-0.08116,kwt,1986
-0.02825,kwt,1987
0.07888,kwt,1988
0.01505,kwt,1989
0.03039,kwt,1990
0.007266,kwt,1991
0.1778,kwt,1992
0.05535,kwt,1993
4.024e-05,kwt,1994
0.02464,kwt,1995
1.103,kwt,1996
0.06517,kwt,1997
0.2276,kwt,1998
0.2399,kwt,1999
0.04321,kwt,2000
-0.3196,kwt,2001
0.00949,kwt,2002
-0.1402,kwt,2003
0.03996,kwt,2004
0.2895,kwt,2005
0.1194,kwt,2006
0.09722,kwt,2007
-0.004,kwt,2008
1.017,kwt,2009
0.493,kgz,1993
2.271,kgz,1994
5.785,kgz,1995
2.585,kgz,1996
4.741,kgz,1997
6.636,kgz,1998
3.556,kgz,1999
-0.1723,kgz,2000
0.3283,kgz,2001
0.2903,kgz,2002
2.373,kgz,2003
7.934,kgz,2004
1.73,kgz,2005
6.422,kgz,2006
5.468,kgz,2007
7.335,kgz,2008
4.038,kgz,2009
9.479,kgz,2010
-0.06845,lao,1985
0.3339,lao,1988
0.5602,lao,1989
0.6932,lao,1990
0.6711,lao,1991
0.6916,lao,1992
2.252,lao,1993
3.835,lao,1994
5.393,lao,1995
8.529,lao,1996
4.94,lao,1997
3.539,lao,1998
3.548,lao,1999
1.953,lao,2000
1.352,lao,2001
0.2433,lao,2002
0.9067,lao,2003
0.6748,lao,2004
1.02,lao,2005
5.368,lao,2006
7.595,lao,2007
4.158,lao,2008
5.393,lao,2009
3.821,lao,2010
0.6065,lva,1992
1.01,lva,1993
4.237,lva,1994
3.431,lva,1995
6.834,lva,1996
8.496,lva,1997
5.394,lva,1998
4.769,lva,1999
5.266,lva,2000
1.588,lva,2001
2.723,lva,2002
2.713,lva,2003
4.628,lva,2004
4.448,lva,2005
8.348,lva,2006
8.05,lva,2007
4.032,lva,2008
0.3613,lva,2009
1.537,lva,2010
6.976,lbn,2002
14.24,lbn,2003
8.714,lbn,2004
12.0,lbn,2005
11.92,lbn,2006
13.47,lbn,2007
14.41,lbn,2008
13.75,lbn,2009
10.97,lbn,2010
0.2277,lso,1977
0.007506,lso,1978
0.06893,lso,1979
1.042,lso,1980
1.103,lso,1981
0.7563,lso,1982
1.149,lso,1983
0.6324,lso,1984
0.0,lso,1985
0.6377,lso,1986
1.558,lso,1987
4.964,lso,1988
2.98,lso,1989
3.158,lso,1990
1.247,lso,1991
0.3766,lso,1992
2.122,lso,1993
2.538,lso,1994
33.81,lso,1995
36.11,lso,1996
32.01,lso,1997
33.09,lso,1998
20.86,lso,1999
4.339,lso,2000
4.32,lso,2001
4.439,lso,2002
4.634,lso,2003
4.505,lso,2004
5.053,lso,2005
4.095,lso,2006
6.542,lso,2007
6.765,lso,2008
5.898,lso,2009
5.371,lso,2010
16.39,lbr,1970
-9.252,lbr,1971
5.184,lbr,1972
17.79,lbr,1973
10.94,lbr,1974
29.11,lbr,1975
12.79,lbr,1976
22.87,lbr,1977
17.96,lbr,1978
4.521,lbr,1979
7.542,lbr,1980
30.8,lbr,1981
3.632,lbr,1982
5.389,lbr,1983
3.875,lbr,1984
-1.733,lbr,1985
-1.781,lbr,1986
3.958,lbr,1987
27.94,lbr,1988
83.43,lbr,1989
58.6,lbr,1990
2.417,lbr,1991
-4.855,lbr,1992
-33.43,lbr,1993
13.15,lbr,1994
3.412,lbr,1995
-82.89,lbr,1996
72.26,lbr,1997
52.92,lbr,1998
58.0,lbr,1999
3.708,lbr,2000
1.529,lbr,2001
0.5006,lbr,2002
90.74,lbr,2003
16.38,lbr,2004
15.62,lbr,2005
17.63,lbr,2006
17.91,lbr,2007
46.83,lbr,2008
24.77,lbr,2009
45.92,lbr,2010
0.5498,lby,1990
0.2873,lby,1991
0.2924,lby,1992
0.1897,lby,1993
-0.2538,lby,1994
-0.3464,lby,1995
-0.4007,lby,1996
-0.2212,lby,1997
-0.4693,lby,1998
-0.4201,lby,1999
0.416,lby,2000
-0.468,lby,2001
0.7308,lby,2002
0.5943,lby,2003
1.069,lby,2004
2.359,lby,2005
3.654,lby,2006
6.53,lby,2007
4.413,lby,2008
2.199,lby,2009
0.4064,ltu,1993
0.4499,ltu,1994
0.9179,ltu,1995
1.809,ltu,1996
3.5,ltu,1997
8.224,ltu,1998
4.434,ltu,1999
3.314,ltu,2000
3.667,ltu,2001
5.03,ltu,2002
0.9629,ltu,2003
3.428,ltu,2004
3.974,ltu,2005
6.116,ltu,2006
5.158,ltu,2007
4.218,ltu,2008
0.04362,ltu,2009
2.061,ltu,2010
21.72,lux,1970
28.42,lux,1971
20.47,lux,1972
27.78,lux,1973
36.02,lux,1974
30.82,lux,1975
25.68,lux,1976
33.93,lux,1977
30.69,lux,1978
20.66,lux,1979
25.88,lux,1980
27.67,lux,1981
32.26,lux,1982
28.75,lux,1983
8.848,lux,1984
23.17,lux,1985
11.01,lux,1986
28.54,lux,1987
55.82,lux,1988
70.54,lux,1989
63.51,lux,1990
68.26,lux,1991
73.35,lux,1992
68.08,lux,1993
48.51,lux,1994
51.7,lux,1995
68.33,lux,1996
64.8,lux,1997
117.2,lux,1998
564.9,lux,1999
437.8,lux,2000
436.7,lux,2001
524.9,lux,2002
307.9,lux,2003
235.0,lux,2004
305.8,lux,2005
305.2,lux,2006
377.6,lux,2007
176.8,lux,2008
398.7,lux,2009
389.8,lux,2010
0.02545,mac,1982
0.8017,mac,1983
-0.03109,mac,1985
0.003634,mac,1986
-0.005037,mac,1987
0.01677,mac,1988
-0.02421,mac,1989
0.01605,mac,1990
0.3094,mac,1991
-0.4257,mac,1992
-0.06818,mac,1993
0.0593,mac,1994
0.03338,mac,1995
0.08961,mac,1996
0.03461,mac,1997
-0.2892,mac,1998
0.1592,mac,1999
-0.01295,mac,2000
2.466,mac,2001
5.939,mac,2002
6.543,mac,2003
7.51,mac,2004
15.04,mac,2005
18.2,mac,2006
27.94,mac,2007
14.8,mac,2008
8.433,mac,2009
12.62,mac,2010
0.7098,mkd,1994
0.2133,mkd,1995
0.2535,mkd,1996
0.4214,mkd,1997
4.214,mkd,1998
2.407,mkd,1999
5.996,mkd,2000
13.01,mkd,2001
2.785,mkd,2002
2.476,mkd,2003
5.858,mkd,2004
1.62,mkd,2005
6.465,mkd,2006
8.567,mkd,2007
5.969,mkd,2008
2.116,mkd,2009
2.258,mkd,2010
0.8994,mdg,1970
0.09004,mdg,1971
0.8961,mdg,1972
0.6654,mdg,1973
0.715,mdg,1974
0.2003,mdg,1975
0.0633,mdg,1976
-0.1173,mdg,1977
-0.1378,mdg,1978
-0.19,mdg,1979
-0.01954,mdg,1980
-0.02225,mdg,1981
-0.002552,mdg,1982
0.1057,mdg,1983
0.2916,mdg,1984
-0.006298,mdg,1985
0.4309,mdg,1986
0.1353,mdg,1987
0.1191,mdg,1988
0.5131,mdg,1989
0.7265,mdg,1990
0.5157,mdg,1991
0.6987,mdg,1992
0.4556,mdg,1993
0.1924,mdg,1994
0.3073,mdg,1995
0.2544,mdg,1996
0.395,mdg,1997
0.445,mdg,1998
1.571,mdg,1999
2.139,mdg,2000
2.055,mdg,2001
0.3334,mdg,2002
0.2352,mdg,2003
1.212,mdg,2004
1.696,mdg,2005
5.34,mdg,2006
10.53,mdg,2007
12.45,mdg,2008
12.56,mdg,2009
9.866,mdg,2010
2.96,mwi,1970
2.627,mwi,1971
2.487,mwi,1972
1.733,mwi,1973
4.138,mwi,1974
3.606,mwi,1975
1.447,mwi,1976
0.6868,mwi,1977
0.9617,mwi,1978
-0.1157,mwi,1979
0.7661,mwi,1980
0.09024,mwi,1981
0.5084,mwi,1982
0.2088,mwi,1983
2.259,mwi,1984
0.04627,mwi,1985
-0.2475,mwi,1986
0.007654,mwi,1987
1.264,mwi,1988
0.5842,mwi,1989
1.239,mwi,1990
-1.302,mwi,1991
-0.3945,mwi,1992
0.3864,mwi,1993
2.115,mwi,1994
0.4038,mwi,1995
0.6926,mwi,1996
0.5583,mwi,1997
0.6914,mwi,1998
3.296,mwi,1999
1.491,mwi,2000
1.124,mwi,2001
0.2214,mwi,2002
3.429,mwi,2003
4.941,mwi,2004
1.384,mwi,2005
2.969,mwi,2006
1.523,mwi,2007
4.315,mwi,2008
1.604,mwi,2009
2.77,mwi,2010
2.198,mys,1970
2.215,mys,1971
2.125,mys,1972
2.11,mys,1973
5.651,mys,1974
3.544,mys,1975
3.244,mys,1976
2.904,mys,1977
3.001,mys,1978
2.655,mys,1979
3.745,mys,1980
4.967,mys,1981
5.12,mys,1982
4.108,mys,1983
2.307,mys,1984
2.187,mys,1985
1.731,mys,1986
1.313,mys,1987
2.04,mys,1988
4.293,mys,1989
5.298,mys,1990
8.138,mys,1991
8.763,mys,1992
7.483,mys,1993
5.829,mys,1994
4.704,mys,1995
5.036,mys,1996
5.128,mys,1997
2.997,mys,1998
4.921,mys,1999
4.038,mys,2000
0.597,mys,2001
3.177,mys,2002
2.244,mys,2003
3.707,mys,2004
2.875,mys,2005
3.88,mys,2006
4.599,mys,2007
3.311,mys,2008
0.7192,mys,2009
3.855,mys,2010
-0.3061,mdv,1980
-0.06699,mdv,1981
-6.008,mdv,1982
0.415,mdv,1983
-0.1278,mdv,1984
0.9516,mdv,1985
3.805,mdv,1986
3.61,mdv,1987
0.7117,mdv,1988
2.321,mdv,1989
2.604,mdv,1990
2.659,mdv,1991
2.317,mdv,1992
2.141,mdv,1993
2.457,mdv,1994
1.812,mdv,1995
2.068,mdv,1996
2.245,mdv,1997
2.133,mdv,1998
2.091,mdv,1999
3.574,mdv,2000
2.605,mdv,2001
3.035,mdv,2002
3.409,mdv,2003
4.999,mdv,2004
5.41,mdv,2005
4.978,mdv,2006
5.998,mdv,2007
7.531,mdv,2008
6.449,mdv,2009
8.584,mdv,2010
-0.1395,mli,1971
0.7,mli,1972
0.1064,mli,1973
-0.02784,mli,1974
0.3145,mli,1975
0.274,mli,1976
0.2908,mli,1977
-0.07249,mli,1978
0.1918,mli,1979
0.1324,mli,1980
0.2464,mli,1981
0.1146,mli,1982
0.2433,mli,1983
0.7679,mli,1984
0.2203,mli,1985
-0.499,mli,1986
-0.3101,mli,1987
0.362,mli,1988
0.3169,mli,1989
0.2366,mli,1990
0.04974,mli,1991
-0.7685,mli,1992
0.1517,mli,1993
0.9881,mli,1994
4.518,mli,1995
1.71,mli,1996
2.545,mli,1997
0.3415,mli,1998
0.08473,mli,1999
3.403,mli,2000
4.629,mli,2001
7.293,mli,2002
3.032,mli,2003
2.072,mli,2004
3.546,mli,2005
0.8118,mli,2006
0.7523,mli,2007
1.507,mli,2008
8.014,mli,2009
1.596,mli,2010
4.363,mlt,1971
1.51,mlt,1972
1.491,mlt,1973
2.828,mlt,1974
3.34,mlt,1975
2.673,mlt,1976
2.953,mlt,1977
2.714,mlt,1978
1.616,mlt,1979
2.13,mlt,1980
3.14,mlt,1981
1.69,mlt,1982
2.103,mlt,1983
2.382,mlt,1984
1.697,mlt,1985
1.525,mlt,1986
1.107,mlt,1987
2.02,mlt,1988
2.438,mlt,1989
1.798,mlt,1990
2.799,mlt,1991
1.309,mlt,1992
2.083,mlt,1993
5.059,mlt,1994
3.614,mlt,1995
7.985,mlt,1996
2.264,mlt,1997
7.433,mlt,1998
21.94,mlt,1999
15.44,mlt,2000
6.235,mlt,2001
-10.16,mlt,2002
20.16,mlt,2003
7.048,mlt,2004
11.39,mlt,2005
28.83,mlt,2006
13.22,mlt,2007
9.603,mlt,2008
10.81,mlt,2009
12.04,mlt,2010
1.274,mhl,1990
1.212,mhl,1991
1.005,mhl,1993
-4.627,mhl,1994
-4.159,mhl,1995
-4.51,mhl,1996
-15.58,mhl,1997
-2.741,mhl,1998
90.27,mhl,1999
112.8,mhl,2000
-0.7816,mhl,2001
-37.62,mhl,2002
3.688,mhl,2003
3.127,mhl,2004
4.725,mhl,2005
4.325,mhl,2006
8.148,mhl,2007
3.605,mhl,2008
5.256,mhl,2009
5.312,mhl,2010
0.3821,mrt,1970
1.779,mrt,1971
0.7962,mrt,1972
2.951,mrt,1973
0.8728,mrt,1974
-25.78,mrt,1975
0.2965,mrt,1976
0.7628,mrt,1977
0.5252,mrt,1978
9.818,mrt,1979
3.821,mrt,1980
1.664,mrt,1981
1.995,mrt,1982
0.1736,mrt,1983
1.173,mrt,1984
1.022,mrt,1985
0.5593,mrt,1986
0.1845,mrt,1987
0.2012,mrt,1988
0.3533,mrt,1989
0.6607,mrt,1990
0.1572,mrt,1991
0.5155,mrt,1992
1.287,mrt,1993
0.158,mrt,1994
0.4938,mrt,1995
-0.03019,mrt,1996
-0.2375,mrt,1997
0.009646,mrt,1998
1.076,mrt,1999
3.099,mrt,2000
5.92,mrt,2001
5.089,mrt,2002
6.519,mrt,2003
21.36,mrt,2004
37.27,mrt,2005
3.47,mrt,2006
4.12,mrt,2007
9.439,mrt,2008
-1.265,mrt,2009
0.3772,mrt,2010
0.4446,mus,1976
0.2745,mus,1977
0.4296,mus,1978
0.1434,mus,1979
0.1031,mus,1980
0.05853,mus,1981
0.1614,mus,1982
0.1482,mus,1983
0.4716,mus,1984
0.7371,mus,1985
0.5055,mus,1986
0.9086,mus,1987
1.108,mus,1988
1.634,mus,1989
1.547,mus,1990
0.6083,mus,1991
0.4564,mus,1992
0.4515,mus,1993
0.5618,mus,1994
0.4627,mus,1995
0.8291,mus,1996
1.32,mus,1997
0.2919,mus,1998
1.15,mus,1999
5.797,mus,2000
-0.6101,mus,2001
0.6728,mus,2002
1.116,mus,2003
0.2176,mus,2004
0.6648,mus,2005
1.641,mus,2006
4.373,mus,2007
3.918,mus,2008
2.908,mus,2009
4.433,mus,2010
0.8781,mex,1970
0.7831,mex,1971
0.3948,mex,1972
0.8268,mex,1973
0.7068,mex,1974
0.5209,mex,1975
0.8216,mex,1976
0.3998,mex,1977
0.642,mex,1978
0.99,mex,1979
1.075,mex,1980
1.231,mex,1981
1.094,mex,1982
1.472,mex,1983
0.878,mex,1984
1.075,mex,1985
1.573,mex,1986
0.8441,mex,1987
1.098,mex,1988
1.249,mex,1989
0.9703,mex,1990
1.508,mex,1991
1.208,mex,1992
1.089,mex,1993
2.602,mex,1994
3.323,mex,1995
2.759,mex,1996
3.196,mex,1997
3.029,mex,1998
2.885,mex,1999
3.115,mex,2000
4.8,mex,2001
3.685,mex,2002
2.647,mex,2003
3.266,mex,2004
2.86,mex,2005
2.095,mex,2006
2.946,mex,2007
2.427,mex,2008
1.794,mex,2009
1.911,mex,2010
-32.29,fsm,1996
0.0,fsm,1997
-0.09996,fsm,1998
-0.4025,fsm,1999
-0.09569,fsm,2001
0.016,fsm,2005
0.2318,fsm,2006
6.483,fsm,2007
2.191,fsm,2008
2.747,fsm,2009
3.378,fsm,2010
0.733,mda,1992
0.5903,mda,1993
0.6795,mda,1994
1.478,mda,1995
1.4,mda,1996
4.08,mda,1997
4.605,mda,1998
3.236,mda,1999
9.899,mda,2000
3.684,mda,2001
5.058,mda,2002
3.723,mda,2003
3.375,mda,2004
6.382,mda,2005
7.583,mda,2006
12.29,mda,2007
11.75,mda,2008
2.672,mda,2009
3.32,mda,2010
0.004834,mng,1986
0.4674,mng,1991
0.1518,mng,1992
1.002,mng,1993
0.7453,mng,1994
0.6749,mng,1995
1.182,mng,1996
2.117,mng,1997
1.681,mng,1998
2.875,mng,1999
4.723,mng,2000
3.391,mng,2001
5.57,mng,2002
8.243,mng,2003
4.663,mng,2004
7.316,mng,2005
10.13,mng,2006
8.802,mng,2007
15.02,mng,2008
13.6,mng,2009
23.46,mng,2010
25.47,mne,2007
21.25,mne,2008
36.88,mne,2009
18.5,mne,2010
0.5055,mar,1970
0.5302,mar,1971
0.2562,mar,1972
0.08795,mar,1973
-0.2658,mar,1974
0.05587,mar,1975
0.3966,mar,1976
0.07235,mar,1977
0.08884,mar,1978
0.04674,mar,1979
0.4751,mar,1980
0.3834,mar,1981
0.5156,mar,1982
0.3308,mar,1983
0.3685,mar,1984
0.1552,mar,1985
0.003232,mar,1986
0.3178,mar,1987
0.3814,mar,1988
0.7312,mar,1989
0.6395,mar,1990
1.14,mar,1991
1.485,mar,1992
1.834,mar,1993
1.815,mar,1994
0.2801,mar,1995
0.2086,mar,1996
0.01068,mar,1997
0.02966,mar,1998
0.006674,mar,1999
0.5963,mar,2000
0.3813,mar,2001
0.1959,mar,2002
4.642,mar,2003
1.382,mar,2004
2.721,mar,2005
3.605,mar,2006
3.731,mar,2007
2.775,mar,2008
2.167,mar,2009
1.366,mar,2010
0.1236,moz,1980
0.01048,moz,1981
0.05339,moz,1982
0.07629,moz,1983
-0.08658,moz,1984
0.007402,moz,1985
0.02861,moz,1986
0.2634,moz,1987
0.215,moz,1988
0.1469,moz,1989
0.3735,moz,1990
0.8347,moz,1991
1.285,moz,1992
1.578,moz,1993
1.618,moz,1994
2.003,moz,1995
2.281,moz,1996
1.716,moz,1997
5.016,moz,1998
8.581,moz,1999
3.276,moz,2000
6.268,moz,2001
8.273,moz,2002
7.216,moz,2003
4.295,moz,2004
1.639,moz,2005
2.166,moz,2006
5.323,moz,2007
5.981,moz,2008
9.118,moz,2009
8.231,moz,2010
0.5893,nam,1986
-0.008787,nam,1987
-0.07094,nam,1988
-0.02212,nam,1989
1.258,nam,1990
4.833,nam,1991
4.167,nam,1992
1.942,nam,1993
3.013,nam,1994
4.368,nam,1995
3.686,nam,1996
2.503,nam,1997
2.831,nam,1998
0.04704,nam,1999
3.041,nam,2000
1.019,nam,2001
0.674,nam,2003
1.335,nam,2004
2.288,nam,2005
-0.387,nam,2006
1.93,nam,2007
4.561,nam,2008
5.339,nam,2009
6.539,nam,2010
0.002929,npl,1972
-0.001029,npl,1973
0.02053,npl,1974
-0.002753,npl,1976
0.02556,npl,1978
0.01621,npl,1979
0.01542,npl,1980
-0.01011,npl,1981
-0.001252,npl,1982
-0.02452,npl,1983
0.0368,npl,1984
0.02481,npl,1985
0.04104,npl,1986
0.047,npl,1987
0.0195,npl,1988
0.01191,npl,1989
0.1637,npl,1990
0.05661,npl,1991
0.4237,npl,1996
0.4688,npl,1997
0.2476,npl,1998
0.08642,npl,1999
-0.008824,npl,2000
0.3471,npl,2001
-0.09837,npl,2002
0.2334,npl,2003
-0.005738,npl,2004
0.03016,npl,2005
-0.07326,npl,2006
0.05587,npl,2007
0.007915,npl,2008
0.296,npl,2009
0.5586,npl,2010
1.789,nld,1970
1.823,nld,1971
1.489,nld,1972
1.672,nld,1973
1.393,nld,1974
1.322,nld,1975
0.5713,nld,1976
0.5094,nld,1977
0.7446,nld,1978
1.031,nld,1979
1.26,nld,1980
1.183,nld,1981
0.8362,nld,1982
0.9554,nld,1983
1.288,nld,1984
1.129,nld,1985
1.682,nld,1986
1.334,nld,1987
1.971,nld,1988
3.577,nld,1989
3.62,nld,1990
1.854,nld,1991
1.84,nld,1992
1.948,nld,1993
2.029,nld,1994
2.913,nld,1995
3.973,nld,1996
2.854,nld,1997
9.343,nld,1998
10.01,nld,1999
16.39,nld,2000
12.97,nld,2001
5.815,nld,2002
3.797,nld,2003
0.7179,nld,2004
7.413,nld,2005
1.041,nld,2006
15.94,nld,2007
1.149,nld,2008
4.63,nld,2009
-2.001,nld,2010
0.001977,ncl,1972
1.765,ncl,1973
0.05021,ncl,1975
0.0004175,ncl,1976
0.3812,ncl,1977
0.3775,ncl,1978
0.3177,ncl,1979
0.1691,ncl,1980
0.1236,ncl,1981
0.2355,ncl,1982
0.01457,ncl,1983
0.3568,ncl,1984
0.01287,ncl,1985
0.01165,ncl,1986
0.07733,ncl,1987
0.04149,ncl,1988
0.3794,ncl,1989
1.239,ncl,1990
0.1244,ncl,1991
-0.00684,ncl,1992
0.6514,ncl,1993
0.001316,ncl,1994
0.01957,ncl,1995
-0.02384,ncl,1996
0.3038,ncl,1997
0.0006332,ncl,1998
0.1459,ncl,1999
-1.515,ncl,2000
2.268,nzl,1970
1.403,nzl,1971
1.337,nzl,1972
1.639,nzl,1973
1.826,nzl,1974
1.088,nzl,1975
2.066,nzl,1976
1.013,nzl,1977
1.499,nzl,1978
1.717,nzl,1979
0.7794,nzl,1980
1.145,nzl,1981
1.383,nzl,1982
0.734,nzl,1983
5.942,nzl,1984
5.23,nzl,1985
4.048,nzl,1986
3.251,nzl,1987
3.884,nzl,1988
3.784,nzl,1989
3.899,nzl,1990
3.084,nzl,1991
4.747,nzl,1992
5.228,nzl,1993
4.6,nzl,1994
5.281,nzl,1995
3.394,nzl,1996
3.799,nzl,1997
2.324,nzl,1998
1.986,nzl,1999
7.443,nzl,2000
-0.5656,nzl,2001
2.262,nzl,2002
2.613,nzl,2003
2.29,nzl,2004
1.409,nzl,2005
4.127,nzl,2006
2.307,nzl,2007
4.151,nzl,2008
-0.5677,nzl,2009
1.927,nic,1970
1.605,nic,1971
1.138,nic,1972
1.208,nic,1973
0.9071,nic,1974
0.6892,nic,1975
0.7023,nic,1976
0.449,nic,1977
0.329,nic,1978
0.1786,nic,1979
0.5845,nic,1980
-0.001212,nic,1981
0.4061,nic,1982
0.003632,nic,1983
0.2388,nic,1984
-0.0003726,nic,1985
0.002079,nic,1986
0.06258,nic,1987
-0.003421,nic,1988
0.2764,nic,1989
0.06637,nic,1990
2.821,nic,1991
0.8367,nic,1992
2.209,nic,1993
1.568,nic,1994
2.786,nic,1995
3.614,nic,1996
6.012,nic,1997
6.108,nic,1998
9.013,nic,1999
6.77,nic,2000
3.661,nic,2001
5.064,nic,2002
4.907,nic,2003
5.597,nic,2004
4.948,nic,2005
5.483,nic,2006
6.741,nic,2007
9.825,nic,2008
6.988,nic,2009
7.754,nic,2010
0.4205,ner,1970
-0.7691,ner,1971
0.1214,ner,1972
0.1057,ner,1973
0.6733,ner,1974
2.151,ner,1975
0.929,ner,1976
0.995,ner,1977
2.404,ner,1978
2.218,ner,1979
1.958,ner,1980
-0.2816,ner,1981
1.398,ner,1982
0.06738,ner,1983
0.09898,ner,1984
-0.6513,ner,1985
0.9242,ner,1986
0.6635,ner,1987
0.3029,ner,1988
0.03495,ner,1989
1.645,ner,1990
0.6511,ner,1991
2.405,ner,1992
-2.138,ner,1993
-0.7202,ner,1994
0.3822,ner,1995
0.4967,ner,1996
0.9846,ner,1997
-0.0493,ner,1998
0.01368,ner,1999
0.4692,ner,2000
1.177,ner,2001
0.1108,ner,2002
0.546,ner,2003
0.8624,ner,2004
1.291,ner,2005
1.387,ner,2006
3.008,ner,2007
6.34,ner,2008
15.5,ner,2009
17.06,ner,2010
1.634,nga,1970
3.115,nga,1971
2.485,nga,1972
2.46,nga,1973
1.034,nga,1974
1.692,nga,1975
0.9337,nga,1976
1.222,nga,1977
0.5775,nga,1978
0.6551,nga,1979
-1.151,nga,1980
0.9051,nga,1981
0.8653,nga,1982
1.043,nga,1983
0.6712,nga,1984
1.709,nga,1985
0.956,nga,1986
2.605,nga,1987
1.657,nga,1988
7.903,nga,1989
2.065,nga,1990
2.608,nga,1991
2.741,nga,1992
6.301,nga,1993
8.28,nga,1994
3.84,nga,1995
4.514,nga,1996
4.249,nga,1997
3.271,nga,1998
2.89,nga,1999
2.479,nga,2000
2.481,nga,2001
3.17,nga,2002
2.964,nga,2003
2.133,nga,2004
4.439,nga,2005
3.338,nga,2006
3.637,nga,2007
3.957,nga,2008
5.075,nga,2009
2.987,nga,2010
0.5028,nor,1970
0.6493,nor,1971
0.7027,nor,1972
0.9355,nor,1973
1.287,nor,1974
0.6746,nor,1975
1.044,nor,1976
1.871,nor,1977
1.064,nor,1978
0.7638,nor,1979
0.09388,nor,1980
1.069,nor,1981
0.7146,nor,1982
0.5402,nor,1983
-0.2953,nor,1984
-0.6637,nor,1985
1.318,nor,1986
0.202,nor,1987
0.2792,nor,1988
1.508,nor,1989
0.8528,nor,1990
-0.3323,nor,1991
-0.5207,nor,1992
0.8391,nor,1993
2.198,nor,1994
1.607,nor,1995
1.985,nor,1996
2.456,nor,1997
2.881,nor,1998
4.26,nor,1999
4.137,nor,2000
1.231,nor,2001
0.3423,nor,2002
1.579,nor,2003
0.9783,nor,2004
1.759,nor,2005
2.123,nor,2006
1.66,nor,2007
1.655,nor,2008
4.003,nor,2009
2.814,nor,2010
1.178,omn,1970
-0.0897,omn,1971
0.4661,omn,1972
0.3078,omn,1973
-3.712,omn,1974
