exports_percent_of_gdp,geo,time
20.2,gtm,2000
28.21,gtm,2001
26.3,gtm,2002
25.77,gtm,2003
26.98,gtm,2004
25.05,gtm,2005
24.93,gtm,2006
25.57,gtm,2007
24.72,gtm,2008
23.98,gtm,2009
25.8,gtm,2010
27.14,gtm,2011
31.09,gin,1986
31.63,gin,1987
26.87,gin,1988
31.09,gin,1989
31.08,gin,1990
30.33,gin,1991
24.87,gin,1992
26.52,gin,1993
22.75,gin,1994
21.12,gin,1995
19.2,gin,1996
19.56,gin,1997
21.29,gin,1998
21.64,gin,1999
24.52,gin,2000
28.58,gin,2001
26.48,gin,2002
25.96,gin,2003
24.63,gin,2004
34.79,gin,2005
40.59,gin,2006
28.76,gin,2007
34.93,gin,2008
26.54,gin,2009
28.35,gin,2010
30.29,gin,2011
4.0,gnb,1970
4.158,gnb,1971
4.356,gnb,1972
6.06,gnb,1973
5.018,gnb,1974
5.185,gnb,1975
5.273,gnb,1976
9.304,gnb,1977
7.735,gnb,1978
7.272,gnb,1979
12.69,gnb,1980
11.19,gnb,1981
7.84,gnb,1982
6.009,gnb,1983
13.4,gnb,1984
9.758,gnb,1985
5.235,gnb,1986
11.37,gnb,1987
12.44,gnb,1988
8.891,gnb,1989
9.936,gnb,1990
9.982,gnb,1991
4.902,gnb,1992
8.869,gnb,1993
16.45,gnb,1994
11.67,gnb,1995
10.52,gnb,1996
21.02,gnb,1997
14.44,gnb,1998
24.86,gnb,1999
31.78,gnb,2000
28.61,gnb,2001
29.82,gnb,2002
52.07,guy,1961
56.64,guy,1962
62.93,guy,1963
57.11,guy,1964
55.26,guy,1965
54.99,guy,1966
57.44,guy,1967
58.24,guy,1968
59.25,guy,1969
56.46,guy,1970
58.41,guy,1971
57.47,guy,1972
52.19,guy,1973
68.35,guy,1974
74.88,guy,1975
66.08,guy,1976
63.21,guy,1977
63.08,guy,1978
59.81,guy,1979
81.29,guy,1980
68.92,guy,1981
52.78,guy,1982
45.88,guy,1983
44.16,guy,1984
48.09,guy,1985
46.3,guy,1986
79.57,guy,1987
63.63,guy,1988
66.34,guy,1989
62.71,guy,1990
105.9,guy,1991
127.6,guy,1992
117.4,guy,1993
105.0,guy,1994
101.2,guy,1995
102.6,guy,1996
99.66,guy,1997
95.93,guy,1998
96.51,guy,1999
96.08,guy,2000
94.99,guy,2001
92.77,guy,2002
89.81,guy,2003
95.79,guy,2004
84.62,guy,2005
10.31,hti,1991
7.572,hti,1992
10.85,hti,1993
6.421,hti,1994
9.134,hti,1995
11.33,hti,1996
10.45,hti,1997
9.9,hti,1998
12.25,hti,1999
12.7,hti,2000
12.36,hti,2001
12.13,hti,2002
15.82,hti,2003
15.35,hti,2004
14.04,hti,2005
14.49,hti,2006
13.24,hti,2007
12.73,hti,2008
14.18,hti,2009
12.25,hti,2010
13.67,hti,2011
22.32,hnd,1961
22.49,hnd,1962
22.09,hnd,1963
22.47,hnd,1964
27.27,hnd,1965
28.62,hnd,1966
28.52,hnd,1967
30.41,hnd,1968
27.98,hnd,1969
27.91,hnd,1970
29.69,hnd,1971
29.27,hnd,1972
32.22,hnd,1973
32.14,hnd,1974
30.69,hnd,1975
33.72,hnd,1976
34.83,hnd,1977
36.18,hnd,1978
37.69,hnd,1979
37.24,hnd,1980
31.64,hnd,1981
26.67,hnd,1982
26.16,hnd,1983
25.7,hnd,1984
25.1,hnd,1985
26.59,hnd,1986
22.96,hnd,1987
26.29,hnd,1988
31.0,hnd,1989
37.2,hnd,1990
34.52,hnd,1991
32.17,hnd,1992
34.68,hnd,1993
39.84,hnd,1994
43.7,hnd,1995
46.85,hnd,1996
46.19,hnd,1997
46.42,hnd,1998
41.02,hnd,1999
53.97,hnd,2000
51.38,hnd,2001
52.73,hnd,2002
54.09,hnd,2003
58.42,hnd,2004
59.01,hnd,2005
56.05,hnd,2006
53.51,hnd,2007
51.33,hnd,2008
40.76,hnd,2009
43.87,hnd,2010
47.57,hnd,2011
71.63,hkg,1961
70.26,hkg,1962
69.11,hkg,1963
68.85,hkg,1964
68.82,hkg,1965
75.91,hkg,1966
80.63,hkg,1967
90.21,hkg,1968
94.97,hkg,1969
93.19,hkg,1970
89.36,hkg,1971
84.39,hkg,1972
85.42,hkg,1973
86.63,hkg,1974
83.4,hkg,1975
89.44,hkg,1976
83.36,hkg,1977
85.58,hkg,1978
89.63,hkg,1979
88.93,hkg,1980
91.06,hkg,1981
85.9,hkg,1982
95.88,hkg,1983
106.6,hkg,1984
107.2,hkg,1985
109.3,hkg,1986
119.8,hkg,1987
129.8,hkg,1988
130.1,hkg,1989
130.7,hkg,1990
134.2,hkg,1991
137.8,hkg,1992
135.1,hkg,1993
133.9,hkg,1994
142.9,hkg,1995
136.4,hkg,1996
129.3,hkg,1997
124.3,hkg,1998
127.0,hkg,1999
141.8,hkg,2000
137.1,hkg,2001
147.4,hkg,2002
168.1,hkg,2003
186.7,hkg,2004
194.7,hkg,2005
201.8,hkg,2006
203.7,hkg,2007
208.8,hkg,2008
190.9,hkg,2009
218.9,hkg,2010
225.5,hkg,2011
22.82,hun,1961
24.2,hun,1962
25.17,hun,1963
26.09,hun,1964
29.03,hun,1965
28.26,hun,1966
26.49,hun,1967
26.24,hun,1968
28.34,hun,1969
30.13,hun,1970
30.03,hun,1971
34.12,hun,1972
38.19,hun,1973
41.61,hun,1974
41.2,hun,1975
38.27,hun,1976
41.09,hun,1977
38.41,hun,1978
41.09,hun,1979
39.09,hun,1980
39.52,hun,1981
37.95,hun,1982
40.24,hun,1983
41.08,hun,1984
42.2,hun,1985
39.64,hun,1986
37.87,hun,1987
36.82,hun,1988
36.04,hun,1989
31.14,hun,1990
33.19,hun,1991
31.86,hun,1992
26.76,hun,1993
29.31,hun,1994
45.21,hun,1995
48.97,hun,1996
55.36,hun,1997
61.75,hun,1998
64.62,hun,1999
74.6,hun,2000
71.98,hun,2001
63.25,hun,2002
61.41,hun,2003
63.35,hun,2004
65.95,hun,2005
77.74,hun,2006
81.3,hun,2007
81.66,hun,2008
77.59,hun,2009
86.55,hun,2010
92.27,hun,2011
41.4,isl,1961
45.03,isl,1962
41.16,isl,1963
37.07,isl,1964
36.24,isl,1965
32.85,isl,1966
28.05,isl,1967
31.59,isl,1968
43.2,isl,1969
44.98,isl,1970
37.43,isl,1971
35.02,isl,1972
35.57,isl,1973
31.41,isl,1974
33.29,isl,1975
34.54,isl,1976
32.92,isl,1977
36.52,isl,1978
37.95,isl,1979
35.49,isl,1980
34.62,isl,1981
32.18,isl,1982
39.69,isl,1983
38.01,isl,1984
40.25,isl,1985
38.59,isl,1986
34.28,isl,1987
31.76,isl,1988
33.53,isl,1989
33.65,isl,1990
31.3,isl,1991
30.3,isl,1992
32.77,isl,1993
35.77,isl,1994
35.53,isl,1995
36.28,isl,1996
36.23,isl,1997
34.72,isl,1998
33.58,isl,1999
33.58,isl,2000
38.8,isl,2001
37.43,isl,2002
34.29,isl,2003
34.07,isl,2004
31.73,isl,2005
32.24,isl,2006
34.65,isl,2007
44.4,isl,2008
52.84,isl,2009
56.33,isl,2010
59.32,isl,2011
4.229,ind,1961
4.097,ind,1962
4.207,ind,1963
3.661,ind,1964
3.25,ind,1965
4.071,ind,1966
3.965,ind,1967
3.969,ind,1968
3.65,ind,1969
3.718,ind,1970
3.604,ind,1971
3.958,ind,1972
4.136,ind,1973
4.748,ind,1974
5.55,ind,1975
6.571,ind,1976
6.273,ind,1977
6.206,ind,1978
6.633,ind,1979
6.034,ind,1980
5.834,ind,1981
5.88,ind,1982
5.737,ind,1983
6.175,ind,1984
5.164,ind,1985
5.107,ind,1986
5.508,ind,1987
5.931,ind,1988
6.895,ind,1989
6.932,ind,1990
8.348,ind,1991
8.691,ind,1992
9.665,ind,1993
9.718,ind,1994
10.66,ind,1995
10.21,ind,1996
10.51,ind,1997
10.83,ind,1998
11.32,ind,1999
12.82,ind,2000
12.38,ind,2001
14.05,ind,2002
14.71,ind,2003
17.55,ind,2004
19.28,ind,2005
21.07,ind,2006
20.43,ind,2007
23.6,ind,2008
20.13,ind,2009
22.77,ind,2010
24.64,ind,2011
10.71,idn,1961
5.813,idn,1962
10.17,idn,1963
13.73,idn,1964
5.528,idn,1965
13.37,idn,1966
9.195,idn,1967
11.39,idn,1968
9.451,idn,1969
13.45,idn,1970
15.04,idn,1971
17.49,idn,1972
21.04,idn,1973
29.8,idn,1974
24.01,idn,1975
24.53,idn,1976
24.84,idn,1977
22.91,idn,1978
30.56,idn,1979
34.18,idn,1980
29.04,idn,1981
25.3,idn,1982
26.34,idn,1983
25.59,idn,1984
22.2,idn,1985
19.49,idn,1986
23.93,idn,1987
23.78,idn,1988
24.29,idn,1989
25.33,idn,1990
25.8,idn,1991
27.89,idn,1992
26.75,idn,1993
26.51,idn,1994
26.31,idn,1995
25.82,idn,1996
27.86,idn,1997
52.97,idn,1998
35.51,idn,1999
40.98,idn,2000
39.03,idn,2001
32.69,idn,2002
30.48,idn,2003
32.22,idn,2004
34.07,idn,2005
31.03,idn,2006
29.44,idn,2007
29.81,idn,2008
24.16,idn,2009
24.62,idn,2010
26.33,idn,2011
16.28,irn,1965
16.52,irn,1966
17.62,irn,1967
17.86,irn,1968
18.54,irn,1969
19.16,irn,1970
24.06,irn,1971
24.11,irn,1972
35.15,irn,1973
49.43,irn,1974
43.14,irn,1975
39.84,irn,1976
33.21,irn,1977
25.1,irn,1978
28.09,irn,1979
14.41,irn,1980
12.82,irn,1981
17.73,irn,1982
15.45,irn,1983
12.01,irn,1984
9.389,irn,1985
3.93,irn,1986
9.609,irn,1987
7.717,irn,1988
10.15,irn,1989
14.52,irn,1990
14.97,irn,1991
14.51,irn,1992
27.41,irn,1993
30.35,irn,1994
21.71,irn,1995
20.84,irn,1996
17.43,irn,1997
13.63,irn,1998
21.42,irn,1999
22.71,irn,2000
20.5,irn,2001
26.54,irn,2002
27.23,irn,2003
29.05,irn,2004
33.06,irn,2005
32.45,irn,2006
32.18,irn,2007
32.1,irl,1961
29.91,irl,1962
31.12,irl,1963
30.96,irl,1964
32.28,irl,1965
34.54,irl,1966
35.1,irl,1967
36.02,irl,1968
34.62,irl,1969
34.34,irl,1970
33.54,irl,1971
32.1,irl,1972
35.3,irl,1973
39.55,irl,1974
39.67,irl,1975
42.97,irl,1976
45.89,irl,1977
46.39,irl,1978
46.19,irl,1979
46.04,irl,1980
45.01,irl,1981
44.66,irl,1982
48.73,irl,1983
55.32,irl,1984
56.08,irl,1985
50.95,irl,1986
54.42,irl,1987
57.69,irl,1988
61.15,irl,1989
56.77,irl,1990
57.68,irl,1991
60.61,irl,1992
65.76,irl,1993
70.53,irl,1994
76.3,irl,1995
77.39,irl,1996
79.5,irl,1997
86.9,irl,1998
89.23,irl,1999
97.35,irl,2000
99.15,irl,2001
93.37,irl,2002
83.11,irl,2003
83.16,irl,2004
81.07,irl,2005
78.92,irl,2006
80.23,irl,2007
83.44,irl,2008
91.14,irl,2009
101.2,irl,2010
106.6,irl,2011
11.53,isr,1961
17.8,isr,1962
18.65,isr,1963
17.73,isr,1964
18.85,isr,1965
19.94,isr,1966
23.69,isr,1967
29.8,isr,1968
29.16,isr,1969
27.03,isr,1970
30.75,isr,1971
31.33,isr,1972
30.05,isr,1973
30.09,isr,1974
32.63,isr,1975
38.95,isr,1976
44.57,isr,1977
49.57,isr,1978
47.44,isr,1979
43.78,isr,1980
42.5,isr,1981
38.15,isr,1982
35.38,isr,1983
40.58,isr,1984
44.66,isr,1985
39.45,isr,1986
39.2,isr,1987
35.1,isr,1988
36.81,isr,1989
34.69,isr,1990
29.88,isr,1991
30.63,isr,1992
32.45,isr,1993
32.62,isr,1994
28.64,isr,1995
28.18,isr,1996
29.3,isr,1997
29.95,isr,1998
34.13,isr,1999
37.3,isr,2000
32.91,isr,2001
34.82,isr,2002
36.57,isr,2003
41.33,isr,2004
42.75,isr,2005
42.75,isr,2006
42.44,isr,2007
40.28,isr,2008
34.68,isr,2009
36.87,isr,2010
36.91,isr,2011
12.79,ita,1961
12.67,ita,1962
12.16,ita,1963
12.82,ita,1964
14.29,ita,1965
14.7,ita,1966
14.46,ita,1967
15.24,ita,1968
15.84,ita,1969
15.8,ita,1970
16.24,ita,1971
17.0,ita,1972
16.79,ita,1973
19.31,ita,1974
19.52,ita,1975
20.89,ita,1976
22.28,ita,1977
22.59,ita,1978
23.33,ita,1979
21.04,ita,1980
22.58,ita,1981
22.01,ita,1982
21.19,ita,1983
21.89,ita,1984
22.0,ita,1985
19.49,ita,1986
18.74,ita,1987
18.32,ita,1988
19.3,ita,1989
19.03,ita,1990
17.76,ita,1991
18.22,ita,1992
21.26,ita,1993
22.79,ita,1994
25.71,ita,1995
24.68,ita,1996
25.21,ita,1997
25.15,ita,1998
24.28,ita,1999
26.77,ita,2000
26.86,ita,2001
25.48,ita,2002
24.41,ita,2003
25.19,ita,2004
25.87,ita,2005
27.62,ita,2006
28.85,ita,2007
28.46,ita,2008
23.75,ita,2009
26.56,ita,2010
28.84,ita,2011
33.3,jam,1961
33.02,jam,1962
34.17,jam,1963
33.46,jam,1964
33.28,jam,1965
37.45,jam,1966
36.05,jam,1967
36.84,jam,1968
36.76,jam,1969
33.23,jam,1970
33.82,jam,1971
32.78,jam,1972
31.55,jam,1973
35.68,jam,1974
35.26,jam,1975
29.05,jam,1976
29.77,jam,1977
40.55,jam,1978
49.81,jam,1979
51.07,jam,1980
47.19,jam,1981
38.04,jam,1982
35.7,jam,1983
55.58,jam,1984
55.86,jam,1985
48.84,jam,1986
46.6,jam,1987
43.63,jam,1988
43.61,jam,1989
48.06,jam,1990
50.21,jam,1991
62.27,jam,1992
47.39,jam,1993
51.3,jam,1994
50.52,jam,1995
43.79,jam,1996
39.11,jam,1997
32.76,jam,2002
36.61,jam,2003
37.55,jam,2004
35.29,jam,2005
40.14,jam,2006
39.74,jam,2007
41.94,jam,2008
34.39,jam,2009
31.31,jam,2010
30.91,jam,2011
9.278,jpn,1961
9.431,jpn,1962
9.038,jpn,1963
9.494,jpn,1964
10.52,jpn,1965
10.58,jpn,1966
9.654,jpn,1967
10.11,jpn,1968
10.56,jpn,1969
10.59,jpn,1970
11.48,jpn,1971
10.38,jpn,1972
9.839,jpn,1973
13.33,jpn,1974
12.54,jpn,1975
13.29,jpn,1976
12.84,jpn,1977
10.9,jpn,1978
11.34,jpn,1979
13.42,jpn,1980
14.4,jpn,1981
14.2,jpn,1982
13.63,jpn,1983
14.72,jpn,1984
14.09,jpn,1985
11.1,jpn,1986
10.15,jpn,1987
9.765,jpn,1988
10.24,jpn,1989
10.29,jpn,1990
9.874,jpn,1991
9.769,jpn,1992
9.057,jpn,1993
9.002,jpn,1994
9.053,jpn,1995
9.701,jpn,1996
10.73,jpn,1997
10.78,jpn,1998
10.17,jpn,1999
10.88,jpn,2000
10.45,jpn,2001
11.25,jpn,2002
11.87,jpn,2003
13.21,jpn,2004
14.31,jpn,2005
16.17,jpn,2006
17.75,jpn,2007
17.71,jpn,2008
12.7,jpn,2009
15.19,jpn,2010
15.22,jpn,2011
33.56,jor,1976
33.81,jor,1977
34.15,jor,1978
34.78,jor,1979
39.86,jor,1980
43.03,jor,1981
39.4,jor,1982
34.98,jor,1983
37.67,jor,1984
38.68,jor,1985
29.31,jor,1986
34.24,jor,1987
45.08,jor,1988
57.31,jor,1989
61.92,jor,1990
59.46,jor,1991
50.23,jor,1992
50.34,jor,1993
47.85,jor,1994
51.72,jor,1995
52.87,jor,1996
49.23,jor,1997
44.78,jor,1998
43.3,jor,1999
41.81,jor,2000
42.11,jor,2001
47.41,jor,2002
47.36,jor,2003
52.19,jor,2004
52.71,jor,2005
53.87,jor,2006
54.23,jor,2007
56.51,jor,2008
45.88,jor,2009
47.79,jor,2010
45.58,jor,2011
74.0,kaz,1992
37.9,kaz,1993
37.06,kaz,1994
38.97,kaz,1995
35.27,kaz,1996
34.92,kaz,1997
30.34,kaz,1998
42.46,kaz,1999
56.6,kaz,2000
45.9,kaz,2001
46.99,kaz,2002
48.42,kaz,2003
52.5,kaz,2004
53.54,kaz,2005
51.15,kaz,2006
49.44,kaz,2007
57.25,kaz,2008
42.04,kaz,2009
43.96,kaz,2010
49.47,kaz,2011
32.72,ken,1961
32.04,ken,1962
32.03,ken,1963
33.39,ken,1964
31.4,ken,1965
32.41,ken,1966
28.46,ken,1967
29.4,ken,1968
29.53,ken,1969
29.83,ken,1970
28.64,ken,1971
26.59,ken,1972
27.39,ken,1973
33.68,ken,1974
29.82,ken,1975
32.45,ken,1976
34.96,ken,1977
28.94,ken,1978
25.75,ken,1979
29.52,ken,1980
30.46,ken,1981
26.66,ken,1982
25.95,ken,1983
26.75,ken,1984
25.3,ken,1985
25.85,ken,1986
21.31,ken,1987
22.37,ken,1988
23.03,ken,1989
25.69,ken,1990
27.04,ken,1991
26.26,ken,1992
38.9,ken,1993
37.04,ken,1994
32.59,ken,1995
25.2,ken,1996
22.69,ken,1997
20.17,ken,1998
20.83,ken,1999
21.59,ken,2000
22.93,ken,2001
24.9,ken,2002
24.09,ken,2003
26.61,ken,2004
28.51,ken,2005
27.11,ken,2006
26.78,ken,2007
27.61,ken,2008
24.15,ken,2009
27.8,ken,2010
29.11,ken,2011
44.1,kir,1972
52.6,kir,1973
69.4,kir,1974
67.6,kir,1975
56.4,kir,1976
55.8,kir,1977
54.9,kir,1978
61.28,kir,1979
23.44,kir,1980
29.79,kir,1981
9.073,kir,1982
13.24,kir,1983
39.23,kir,1984
21.1,kir,1985
9.436,kir,1986
9.687,kir,1987
18.1,kir,1988
18.59,kir,1989
11.64,kir,1990
7.76,kir,1991
8.564,kir,1992
13.25,kir,1993
26.06,kir,1994
11.58,kir,1995
16.14,kir,1996
20.07,kir,1997
24.37,kir,1998
12.25,kir,1999
6.882,kir,2000
6.566,kir,2001
6.958,kir,2002
9.778,kir,2003
9.407,kir,2004
5.275,kor,1961
4.89,kor,1962
4.634,kor,1963
5.672,kor,1964
8.302,kor,1965
10.02,kor,1966
11.02,kor,1967
12.27,kor,1968
12.93,kor,1969
13.63,kor,1970
14.97,kor,1971
19.39,kor,1972
28.68,kor,1973
26.73,kor,1974
26.89,kor,1975
30.01,kor,1976
30.37,kor,1977
28.42,kor,1978
26.59,kor,1979
32.06,kor,1980
34.27,kor,1981
33.23,kor,1982
32.97,kor,1983
33.37,kor,1984
31.97,kor,1985
35.64,kor,1986
38.27,kor,1987
36.42,kor,1988
30.8,kor,1989
27.95,kor,1990
26.33,kor,1991
26.59,kor,1992
26.53,kor,1993
26.64,kor,1994
28.83,kor,1995
27.86,kor,1996
32.39,kor,1997
46.16,kor,1998
39.06,kor,1999
38.56,kor,2000
35.74,kor,2001
33.13,kor,2002
35.37,kor,2003
40.88,kor,2004
39.27,kor,2005
39.68,kor,2006
41.92,kor,2007
53.01,kor,2008
49.73,kor,2009
52.28,kor,2010
56.16,kor,2011
14.08,kos,2006
14.74,kos,2007
14.42,kos,2008
15.37,kos,2009
18.53,kos,2010
20.05,kos,2011
64.62,kwt,1962
65.39,kwt,1963
64.86,kwt,1964
67.69,kwt,1965
65.69,kwt,1966
59.52,kwt,1967
61.72,kwt,1968
63.5,kwt,1969
59.82,kwt,1970
66.35,kwt,1971
68.6,kwt,1972
71.93,kwt,1973
84.96,kwt,1974
80.47,kwt,1975
77.93,kwt,1976
72.03,kwt,1977
70.54,kwt,1978
77.97,kwt,1979
78.35,kwt,1980
69.5,kwt,1981
54.5,kwt,1982
59.13,kwt,1983
60.11,kwt,1984
53.67,kwt,1985
46.19,kwt,1986
52.54,kwt,1987
47.56,kwt,1988
52.4,kwt,1989
44.94,kwt,1990
16.9,kwt,1991
40.47,kwt,1992
47.77,kwt,1993
50.85,kwt,1994
52.35,kwt,1995
52.28,kwt,1996
52.85,kwt,1997
43.86,kwt,1998
45.94,kwt,1999
56.47,kwt,2000
51.3,kwt,2001
44.62,kwt,2002
52.09,kwt,2003
56.92,kwt,2004
63.98,kwt,2005
65.54,kwt,2006
63.41,kwt,2007
66.76,kwt,2008
59.47,kwt,2009
60.07,kwt,2010
65.92,kwt,2011
29.2,kgz,1990
35.33,kgz,1991
35.59,kgz,1992
33.53,kgz,1993
33.76,kgz,1994
29.47,kgz,1995
30.74,kgz,1996
38.29,kgz,1997
36.48,kgz,1998
42.2,kgz,1999
41.85,kgz,2000
36.72,kgz,2001
39.58,kgz,2002
38.68,kgz,2003
42.56,kgz,2004
38.73,kgz,2005
41.72,kgz,2006
52.91,kgz,2007
53.55,kgz,2008
54.7,kgz,2009
51.55,kgz,2010
57.21,kgz,2011
2.764,lao,1984
4.038,lao,1985
3.614,lao,1986
6.092,lao,1987
13.63,lao,1988
12.13,lao,1989
11.33,lao,1990
12.95,lao,1991
17.03,lao,1992
21.46,lao,1993
24.99,lao,1994
23.22,lao,1995
22.7,lao,1996
23.89,lao,1997
36.46,lao,1998
35.88,lao,1999
30.1,lao,2000
28.49,lao,2001
29.38,lao,2002
29.69,lao,2003
30.55,lao,2004
34.16,lao,2005
40.4,lao,2006
34.5,lao,2007
32.02,lao,2008
30.88,lao,2009
35.54,lao,2010
37.68,lao,2011
47.71,lva,1990
35.25,lva,1991
79.94,lva,1992
73.24,lva,1993
46.46,lva,1994
42.67,lva,1995
46.82,lva,1996
46.85,lva,1997
47.18,lva,1998
40.37,lva,1999
41.64,lva,2000
41.58,lva,2001
40.87,lva,2002
42.07,lva,2003
43.96,lva,2004
47.85,lva,2005
44.88,lva,2006
42.35,lva,2007
42.82,lva,2008
43.89,lva,2009
53.81,lva,2010
59.32,lva,2011
18.36,lbn,1989
18.0,lbn,1990
13.21,lbn,1991
11.38,lbn,1992
9.675,lbn,1993
7.871,lbn,1994
10.81,lbn,1995
12.85,lbn,1996
14.53,lbn,1997
13.76,lbn,1998
14.06,lbn,1999
14.18,lbn,2000
15.6,lbn,2001
16.1,lbn,2002
16.74,lbn,2003
20.06,lbn,2004
21.38,lbn,2005
21.25,lbn,2006
23.02,lbn,2007
24.43,lbn,2008
20.62,lbn,2009
22.17,lbn,2010
23.74,lbn,2011
12.55,lso,1961
14.38,lso,1962
14.88,lso,1963
15.36,lso,1964
15.56,lso,1965
10.86,lso,1966
12.05,lso,1967
12.08,lso,1968
13.58,lso,1969
12.22,lso,1970
12.8,lso,1971
16.08,lso,1972
14.27,lso,1973
13.66,lso,1974
14.47,lso,1975
17.91,lso,1976
11.9,lso,1977
17.26,lso,1978
22.1,lso,1979
21.01,lso,1980
19.29,lso,1981
15.82,lso,1982
14.12,lso,1983
14.42,lso,1984
14.06,lso,1985
14.08,lso,1986
13.21,lso,1987
21.22,lso,1988
21.74,lso,1989
18.09,lso,1990
19.02,lso,1991
20.6,lso,1992
24.14,lso,1993
25.03,lso,1994
23.69,lso,1995
30.64,lso,1996
29.72,lso,1997
29.35,lso,1998
29.62,lso,1999
34.22,lso,2000
46.48,lso,2001
61.09,lso,2002
54.89,lso,2003
56.37,lso,2004
48.87,lso,2005
53.54,lso,2006
52.1,lso,2007
56.28,lso,2008
45.82,lso,2009
43.81,lso,2010
46.4,lso,2011
34.58,lbr,1961
36.59,lbr,1962
38.71,lbr,1963
61.94,lbr,1964
62.9,lbr,1965
67.99,lbr,1966
78.73,lbr,1967
84.31,lbr,1968
89.23,lbr,1969
74.31,lbr,1970
73.72,lbr,1971
74.65,lbr,1972
85.25,lbr,1973
83.62,lbr,1974
69.9,lbr,1975
78.28,lbr,1976
68.2,lbr,1977
69.71,lbr,1978
68.0,lbr,1979
71.78,lbr,1980
69.46,lbr,1981
62.39,lbr,1982
59.15,lbr,1983
55.51,lbr,1984
54.86,lbr,1985
55.17,lbr,1986
8.787,lbr,1997
10.79,lbr,1998
14.55,lbr,1999
26.14,lbr,2000
28.56,lbr,2001
35.71,lbr,2002
91.51,lbr,2003
26.46,lbr,2004
23.82,lbr,2005
30.81,lbr,2006
32.37,lbr,2007
34.37,lbr,2008
15.26,lbr,2009
19.14,lbr,2010
27.48,lbr,2011
39.68,lby,1990
33.83,lby,1991
30.59,lby,1992
28.24,lby,1993
27.04,lby,1994
29.18,lby,1995
28.65,lby,1996
26.79,lby,1997
19.37,lby,1998
23.86,lby,1999
35.63,lby,2000
31.86,lby,2001
46.21,lby,2002
62.39,lby,2003
63.26,lby,2004
66.43,lby,2005
71.3,lby,2006
67.56,lby,2007
67.38,lby,2008
52.09,ltu,1990
29.64,ltu,1991
23.35,ltu,1992
82.54,ltu,1993
55.38,ltu,1994
47.41,ltu,1995
49.97,ltu,1996
51.58,ltu,1997
45.06,ltu,1998
38.63,ltu,1999
44.75,ltu,2000
49.78,ltu,2001
52.71,ltu,2002
51.15,ltu,2003
52.05,ltu,2004
57.53,ltu,2005
59.08,ltu,2006
54.09,ltu,2007
59.88,ltu,2008
54.63,ltu,2009
68.58,ltu,2010
77.78,ltu,2011
89.01,lux,1961
81.79,lux,1962
79.51,lux,1963
80.63,lux,1964
83.0,lux,1965
79.46,lux,1966
80.77,lux,1967
82.83,lux,1968
86.7,lux,1969
91.44,lux,1970
90.68,lux,1971
85.27,lux,1972
91.9,lux,1973
105.6,lux,1974
95.14,lux,1975
90.66,lux,1976
89.36,lux,1977
86.19,lux,1978
93.54,lux,1979
91.07,lux,1980
89.14,lux,1981
91.57,lux,1982
92.83,lux,1983
104.0,lux,1984
111.6,lux,1985
102.1,lux,1986
99.27,lux,1987
100.9,lux,1988
103.7,lux,1989
101.5,lux,1990
101.4,lux,1991
100.4,lux,1992
100.7,lux,1993
104.0,lux,1994
106.4,lux,1995
111.1,lux,1996
120.9,lux,1997
127.5,lux,1998
134.3,lux,1999
150.0,lux,2000
146.6,lux,2001
140.7,lux,2002
137.0,lux,2003
152.4,lux,2004
155.8,lux,2005
169.9,lux,2006
175.9,lux,2007
181.8,lux,2008
163.5,lux,2009
172.4,lux,2010
176.5,lux,2011
127.1,mac,1982
128.7,mac,1983
129.3,mac,1984
120.9,mac,1985
123.5,mac,1986
123.6,mac,1987
119.4,mac,1988
117.0,mac,1989
110.0,mac,1990
103.0,mac,1991
91.33,mac,1992
84.89,mac,1993
82.24,mac,1994
82.7,mac,1995
83.44,mac,1996
83.7,mac,1997
84.6,mac,1998
86.96,mac,1999
100.4,mac,2000
100.3,mac,2001
104.1,mac,2002
105.5,mac,2003
107.1,mac,2004
94.6,mac,2005
90.07,mac,2006
93.49,mac,2007
97.06,mac,2008
94.14,mac,2009
106.3,mac,2010
112.4,mac,2011
25.82,mkd,1990
22.91,mkd,1991
54.35,mkd,1992
46.75,mkd,1993
38.19,mkd,1994
33.01,mkd,1995
28.18,mkd,1996
37.31,mkd,1997
41.21,mkd,1998
42.17,mkd,1999
48.63,mkd,2000
42.69,mkd,2001
38.03,mkd,2002
38.06,mkd,2003
39.94,mkd,2004
44.13,mkd,2005
46.62,mkd,2006
52.36,mkd,2007
50.9,mkd,2008
39.02,mkd,2009
47.58,mkd,2010
49.4,mkd,2011
14.6,mdg,1961
13.76,mdg,1962
12.78,mdg,1963
13.3,mdg,1964
13.21,mdg,1965
17.29,mdg,1966
17.51,mdg,1967
17.75,mdg,1968
18.11,mdg,1969
19.16,mdg,1970
14.44,mdg,1971
14.26,mdg,1972
14.25,mdg,1973
15.53,mdg,1974
15.86,mdg,1975
15.16,mdg,1976
16.44,mdg,1977
17.15,mdg,1978
14.58,mdg,1979
13.34,mdg,1980
11.51,mdg,1981
11.22,mdg,1982
10.57,mdg,1983
13.28,mdg,1984
12.24,mdg,1985
12.15,mdg,1986
16.56,mdg,1987
16.3,mdg,1988
18.45,mdg,1989
16.6,mdg,1990
18.11,mdg,1991
16.38,mdg,1992
15.32,mdg,1993
22.03,mdg,1994
24.13,mdg,1995
20.49,mdg,1996
21.87,mdg,1997
21.52,mdg,1998
24.47,mdg,1999
