geo,infant_mortality_rate_per_1000_births,time
vct,19.0,1993
vct,18.9,1994
vct,19.0,1995
vct,19.1,1996
vct,19.1,1997
vct,19.2,1998
vct,19.2,1999
vct,19.2,2000
vct,19.2,2001
vct,19.2,2002
vct,19.2,2003
vct,19.1,2004
vct,19.2,2005
vct,19.2,2006
vct,19.2,2007
vct,19.0,2008
vct,18.8,2009
vct,18.6,2010
vct,18.2,2011
vct,17.8,2012
vct,17.4,2013
vct,17.0,2014
vct,16.6,2015
wsm,92.0,1960
wsm,73.0,1970
wsm,55.6,1980
wsm,54.0,1981
wsm,52.4,1982
wsm,50.8,1983
wsm,31.7,1984
wsm,30.5,1985
wsm,29.4,1986
wsm,28.4,1987
wsm,27.5,1988
wsm,26.6,1989
wsm,25.8,1990
wsm,25.0,1991
wsm,24.2,1992
wsm,23.4,1993
wsm,22.6,1994
wsm,21.8,1995
wsm,21.1,1996
wsm,20.4,1997
wsm,19.7,1998
wsm,19.1,1999
wsm,18.5,2000
wsm,17.9,2001
wsm,17.5,2002
wsm,17.1,2003
wsm,16.8,2004
wsm,16.5,2005
wsm,16.4,2006
wsm,16.2,2007
wsm,16.1,2008
wsm,17.0,2009
wsm,16.0,2010
wsm,16.0,2011
wsm,15.8,2012
wsm,15.6,2013
wsm,15.4,2014
wsm,15.0,2015
smr,12.8,1986
smr,11.9,1987
smr,11.2,1988
smr,10.4,1989
smr,9.7,1990
smr,9.1,1991
smr,8.5,1992
smr,7.9,1993
smr,7.4,1994
smr,6.9,1995
smr,6.4,1996
smr,6.0,1997
smr,5.6,1998
smr,5.3,1999
smr,4.9,2000
smr,4.6,2001
smr,4.3,2002
smr,4.1,2003
smr,3.9,2004
smr,3.7,2005
smr,3.6,2006
smr,3.4,2007
smr,3.3,2008
smr,3.2,2009
smr,3.1,2010
smr,3.0,2011
smr,2.9,2012
smr,2.8,2013
smr,2.7,2014
smr,2.6,2015
stp,69.0,1960
stp,62.9,1965
stp,61.1,1966
stp,59.5,1967
stp,58.2,1968
stp,57.4,1969
stp,57.1,1970
stp,57.1,1971
stp,57.5,1972
stp,58.0,1973
stp,58.5,1974
stp,58.9,1975
stp,59.2,1976
stp,59.4,1977
stp,59.5,1978
stp,59.9,1979
stp,60.4,1980
stp,61.2,1981
stp,62.1,1982
stp,63.3,1983
stp,64.6,1984
stp,66.0,1985
stp,67.2,1986
stp,68.4,1987
stp,69.2,1988
stp,70.0,1989
stp,70.5,1990
stp,70.8,1991
stp,70.7,1992
stp,70.2,1993
stp,69.4,1994
stp,68.1,1995
stp,66.6,1996
stp,64.8,1997
stp,62.8,1998
stp,60.7,1999
stp,58.5,2000
stp,56.2,2001
stp,54.0,2002
stp,51.8,2003
stp,49.6,2004
stp,47.5,2005
stp,45.6,2006
stp,43.9,2007
stp,42.4,2008
stp,41.0,2009
stp,39.8,2010
stp,38.7,2011
stp,37.5,2012
stp,36.6,2013
stp,35.5,2014
stp,34.6,2015
sau,150.0,1960
sau,118.0,1970
sau,110.3,1972
sau,104.1,1973
sau,98.5,1974
sau,93.1,1975
sau,88.2,1976
sau,83.4,1977
sau,79.0,1978
sau,74.8,1979
sau,70.7,1980
sau,66.8,1981
sau,63.1,1982
sau,59.4,1983
sau,55.9,1984
sau,52.3,1985
sau,48.8,1986
sau,45.2,1987
sau,41.8,1988
sau,38.5,1989
sau,35.5,1990
sau,32.8,1991
sau,30.3,1992
sau,28.2,1993
sau,26.4,1994
sau,24.8,1995
sau,23.4,1996
sau,22.1,1997
sau,21.1,1998
sau,20.2,1999
sau,19.4,2000
sau,18.7,2001
sau,18.2,2002
sau,17.6,2003
sau,17.2,2004
sau,16.8,2005
sau,16.4,2006
sau,16.0,2007
sau,15.5,2008
sau,15.1,2009
sau,14.7,2010
sau,14.2,2011
sau,13.8,2012
sau,13.3,2013
sau,12.9,2014
sau,12.5,2015
sen,142.8,1944
sen,141.6,1945
sen,140.3,1946
sen,139.1,1947
sen,137.9,1948
sen,136.6,1949
sen,142.3,1950
sen,140.2,1951
sen,138.1,1952
sen,136.0,1953
sen,134.0,1954
sen,132.0,1955
sen,130.2,1956
sen,128.8,1957
sen,127.6,1958
sen,126.8,1959
sen,126.3,1960
sen,126.0,1961
sen,126.0,1962
sen,125.9,1963
sen,125.9,1964
sen,125.7,1965
sen,125.3,1966
sen,124.7,1967
sen,124.0,1968
sen,123.1,1969
sen,121.7,1970
sen,119.8,1971
sen,117.5,1972
sen,114.7,1973
sen,111.5,1974
sen,108.0,1975
sen,104.3,1976
sen,100.7,1977
sen,97.3,1978
sen,94.3,1979
sen,91.7,1980
sen,89.5,1981
sen,87.4,1982
sen,85.4,1983
sen,83.2,1984
sen,80.8,1985
sen,78.1,1986
sen,75.5,1987
sen,73.2,1988
sen,71.5,1989
sen,70.3,1990
sen,69.7,1991
sen,69.6,1992
sen,69.9,1993
sen,70.3,1994
sen,70.8,1995
sen,71.2,1996
sen,71.2,1997
sen,70.9,1998
sen,70.0,1999
sen,68.5,2000
sen,66.4,2001
sen,63.9,2002
sen,61.3,2003
sen,58.8,2004
sen,56.3,2005
sen,54.0,2006
sen,51.9,2007
sen,50.0,2008
sen,48.3,2009
sen,46.7,2010
sen,45.3,2011
sen,44.1,2012
sen,43.1,2013
sen,42.3,2014
sen,41.7,2015
srb,140.0,1888
srb,155.0,1889
srb,145.0,1890
srb,167.0,1891
srb,196.0,1892
srb,175.0,1893
srb,163.0,1894
srb,158.0,1895
srb,167.0,1896
srb,167.0,1897
srb,161.0,1898
srb,152.0,1899
srb,150.0,1900
srb,145.0,1901
srb,151.0,1902
srb,151.0,1903
srb,135.0,1904
srb,163.0,1905
srb,143.0,1906
srb,147.0,1907
srb,158.0,1908
srb,181.0,1909
srb,139.0,1910
srb,34.5,1984
srb,33.5,1985
srb,32.5,1986
srb,31.1,1987
srb,29.1,1988
srb,26.8,1989
srb,24.5,1990
srb,22.3,1991
srb,20.9,1992
srb,19.9,1993
srb,18.8,1994
srb,17.0,1995
srb,15.1,1996
srb,13.3,1997
srb,12.0,1998
srb,11.4,1999
srb,10.9,2000
srb,10.6,2001
srb,10.1,2002
srb,9.2,2003
srb,8.3,2004
srb,7.7,2005
srb,7.3,2006
srb,7.1,2007
srb,7.0,2008
srb,6.8,2009
srb,6.6,2010
srb,6.4,2011
srb,6.2,2012
srb,6.0,2013
srb,6.0,2014
srb,5.9,2015
syc,96.8,1944
syc,94.5,1945
syc,92.2,1946
syc,90.0,1947
syc,87.9,1948
syc,85.8,1949
syc,83.7,1950
syc,83.0,1951
syc,82.2,1952
syc,81.3,1953
syc,80.3,1954
syc,79.2,1955
syc,78.1,1956
syc,77.0,1957
syc,75.9,1958
syc,74.8,1959
syc,73.6,1960
syc,72.3,1961
syc,70.9,1962
syc,69.5,1963
syc,67.8,1964
syc,66.0,1965
syc,64.0,1966
syc,61.8,1967
syc,59.3,1968
syc,56.8,1969
syc,54.1,1970
syc,51.4,1971
syc,48.6,1972
syc,45.8,1973
syc,42.8,1974
syc,39.7,1975
syc,36.6,1976
syc,33.5,1977
syc,30.5,1978
syc,27.8,1979
syc,25.3,1980
syc,23.2,1981
syc,21.4,1982
syc,19.8,1983
syc,18.6,1984
syc,17.5,1985
syc,16.7,1986
syc,15.9,1987
syc,15.3,1988
syc,14.7,1989
syc,14.2,1990
syc,13.7,1991
syc,13.3,1992
syc,13.0,1993
syc,12.7,1994
syc,12.5,1995
syc,12.3,1996
syc,12.2,1997
syc,12.2,1998
syc,12.2,1999
syc,12.3,2000
syc,12.3,2001
syc,12.3,2002
syc,12.3,2003
syc,12.3,2004
syc,12.3,2005
syc,12.2,2006
syc,12.2,2007
syc,12.2,2008
syc,12.2,2009
syc,12.2,2010
syc,12.2,2011
syc,12.2,2012
syc,12.1,2013
syc,11.9,2014
syc,11.7,2015
sle,217.7,1955
sle,218.3,1956
sle,229.8,1957
sle,226.2,1958
sle,222.7,1959
sle,223.6,1960
sle,220.5,1961
sle,217.5,1962
sle,214.2,1963
sle,211.0,1964
sle,207.6,1965
sle,204.2,1966
sle,200.8,1967
sle,197.3,1968
sle,194.1,1969
sle,191.0,1970
sle,188.0,1971
sle,185.2,1972
sle,182.6,1973
sle,180.0,1974
sle,177.5,1975
sle,175.3,1976
sle,173.2,1977
sle,171.2,1978
sle,169.2,1979
sle,167.3,1980
sle,165.6,1981
sle,164.1,1982
sle,162.8,1983
sle,161.5,1984
sle,160.4,1985
sle,159.4,1986
sle,158.3,1987
sle,157.6,1988
sle,157.0,1989
sle,156.5,1990
sle,156.1,1991
sle,155.7,1992
sle,155.2,1993
sle,154.5,1994
sle,153.4,1995
sle,152.0,1996
sle,150.1,1997
sle,148.1,1998
sle,145.8,1999
sle,143.3,2000
sle,140.5,2001
sle,137.7,2002
sle,134.6,2003
sle,131.4,2004
sle,128.1,2005
sle,124.5,2006
sle,120.5,2007
sle,116.2,2008
sle,111.7,2009
sle,107.0,2010
sle,102.3,2011
sle,97.9,2012
sle,93.8,2013
sle,90.2,2014
sle,87.1,2015
sgp,214.0,1930
sgp,198.0,1931
sgp,177.0,1932
sgp,168.0,1933
sgp,169.0,1934
sgp,159.0,1935
sgp,172.0,1936
sgp,155.0,1937
sgp,159.0,1938
sgp,131.0,1939
sgp,143.0,1940
sgp,194.0,1943
sgp,285.0,1944
sgp,216.0,1945
sgp,90.0,1946
sgp,87.0,1947
sgp,81.0,1948
sgp,72.0,1949
sgp,82.0,1950
sgp,75.0,1951
sgp,70.0,1952
sgp,67.0,1953
sgp,54.1,1954
sgp,50.5,1955
sgp,47.2,1956
sgp,44.1,1957
sgp,41.3,1958
sgp,38.4,1959
sgp,35.5,1960
sgp,32.9,1961
sgp,30.8,1962
sgp,29.3,1963
sgp,28.3,1964
sgp,27.3,1965
sgp,26.4,1966
sgp,25.3,1967
sgp,24.1,1968
sgp,22.9,1969
sgp,22.0,1970
sgp,21.0,1971
sgp,19.6,1972
sgp,17.8,1973
sgp,16.0,1974
sgp,14.3,1975
sgp,13.0,1976
sgp,12.3,1977
sgp,12.3,1978
sgp,12.3,1979
sgp,12.0,1980
sgp,11.4,1981
sgp,10.7,1982
sgp,10.0,1983
sgp,9.4,1984
sgp,8.8,1985
sgp,8.4,1986
sgp,7.9,1987
sgp,7.4,1988
sgp,6.7,1989
sgp,6.2,1990
sgp,5.5,1991
sgp,5.0,1992
sgp,4.6,1993
sgp,4.3,1994
sgp,4.1,1995
sgp,3.9,1996
sgp,3.8,1997
sgp,3.6,1998
sgp,3.4,1999
sgp,3.1,2000
sgp,2.9,2001
sgp,2.6,2002
sgp,2.5,2003
sgp,2.3,2004
sgp,2.3,2005
sgp,2.3,2006
sgp,2.3,2007
sgp,2.2,2008
sgp,2.2,2009
sgp,2.2,2010
sgp,2.2,2011
sgp,2.2,2012
sgp,2.2,2013
sgp,2.2,2014
sgp,2.1,2015
svk,33.0,1960
svk,25.0,1970
svk,20.0,1980
svk,23.2,1981
svk,22.2,1982
svk,21.3,1983
svk,20.3,1984
svk,19.4,1985
svk,18.6,1986
svk,17.7,1987
svk,17.0,1988
svk,16.2,1989
svk,15.6,1990
svk,15.0,1991
svk,14.3,1992
svk,13.7,1993
svk,13.1,1994
svk,12.6,1995
svk,12.0,1996
svk,11.6,1997
svk,11.0,1998
svk,10.6,1999
svk,10.2,2000
svk,9.8,2001
svk,9.5,2002
svk,9.1,2003
svk,8.8,2004
svk,8.4,2005
svk,8.2,2006
svk,7.8,2007
svk,7.6,2008
svk,7.3,2009
svk,7.0,2010
svk,6.8,2011
svk,6.5,2012
svk,6.3,2013
svk,6.1,2014
svk,5.8,2015
svn,37.0,1960
svn,25.0,1970
svn,16.0,1980
svn,15.5,1981
svn,14.6,1982
svn,13.8,1983
svn,13.1,1984
svn,12.3,1985
svn,11.5,1986
svn,10.8,1987
svn,10.1,1988
svn,9.4,1989
svn,8.8,1990
svn,8.2,1991
svn,7.7,1992
svn,7.1,1993
svn,6.6,1994
svn,6.2,1995
svn,5.8,1996
svn,5.4,1997
svn,5.2,1998
svn,4.8,1999
svn,4.5,2000
svn,4.3,2001
svn,4.1,2002
svn,3.9,2003
svn,3.7,2004
svn,3.5,2005
svn,3.3,2006
svn,3.2,2007
svn,3.0,2008
svn,2.8,2009
svn,2.7,2010
svn,2.6,2011
svn,2.4,2012
svn,2.3,2013
svn,2.2,2014
svn,2.1,2015
slb,131.8,1960
slb,125.4,1961
slb,119.3,1962
slb,113.7,1963
slb,108.4,1964
slb,103.3,1965
slb,98.2,1966
slb,92.8,1967
slb,87.3,1968
slb,81.9,1969
slb,76.5,1970
slb,71.4,1971
slb,66.8,1972
slb,62.6,1973
slb,58.7,1974
slb,55.1,1975
slb,51.9,1976
slb,48.9,1977
slb,46.3,1978
slb,43.9,1979
slb,41.9,1980
slb,40.2,1981
slb,38.8,1982
slb,37.6,1983
slb,36.5,1984
slb,35.6,1985
slb,34.8,1986
slb,34.1,1987
slb,33.5,1988
slb,32.8,1989
slb,32.2,1990
slb,31.6,1991
slb,30.9,1992
slb,30.3,1993
slb,29.7,1994
slb,29.1,1995
slb,28.7,1996
slb,28.3,1997
slb,27.9,1998
slb,27.6,1999
slb,27.4,2000
slb,27.2,2001
slb,27.2,2002
slb,27.2,2003
slb,27.3,2004
slb,27.5,2005
slb,27.6,2006
slb,27.6,2007
slb,27.3,2008
slb,27.0,2009
slb,26.6,2010
slb,26.1,2011
slb,25.5,2012
slb,24.9,2013
slb,24.2,2014
slb,23.6,2015
som,148.0,1980
som,115.9,1982
som,113.2,1983
som,112.1,1984
som,111.5,1985
som,111.2,1986
som,110.9,1987
som,110.5,1988
som,109.7,1989
som,108.4,1990
som,106.8,1991
som,105.8,1992
som,105.4,1993
som,105.3,1994
som,105.3,1995
som,105.3,1996
som,105.3,1997
som,105.3,1998
som,105.3,1999
som,105.3,2000
som,105.3,2001
som,105.3,2002
som,105.3,2003
som,105.3,2004
som,105.3,2005
som,104.9,2006
som,103.9,2007
som,102.2,2008
som,100.0,2009
som,97.8,2010
som,95.1,2011
som,92.6,2012
som,90.1,2013
som,87.4,2014
som,85.0,2015
zaf,91.1,1974
zaf,86.6,1975
zaf,82.6,1976
zaf,78.6,1977
zaf,74.9,1978
zaf,71.4,1979
zaf,68.0,1980
zaf,65.0,1981
zaf,62.2,1982
zaf,59.6,1983
zaf,57.3,1984
zaf,55.1,1985
zaf,53.2,1986
zaf,51.4,1987
zaf,49.8,1988
zaf,48.5,1989
zaf,47.4,1990
zaf,46.7,1991
zaf,46.4,1992
zaf,46.6,1993
zaf,47.2,1994
zaf,48.2,1995
zaf,49.4,1996
zaf,50.9,1997
zaf,52.2,1998
zaf,53.2,1999
zaf,54.0,2000
zaf,54.5,2001
zaf,54.7,2002
zaf,54.1,2003
zaf,52.8,2004
zaf,51.5,2005
zaf,50.0,2006
zaf,48.6,2007
zaf,46.6,2008
zaf,41.1,2009
zaf,38.2,2010
zaf,37.1,2011
zaf,36.8,2012
zaf,35.3,2013
zaf,34.4,2014
zaf,33.6,2015
esp,175.0,1858
esp,191.0,1859
esp,174.0,1860
esp,168.0,1861
esp,175.0,1862
esp,190.0,1863
esp,200.0,1864
esp,201.0,1865
esp,185.0,1866
esp,188.0,1867
esp,212.0,1868
esp,196.0,1869
esp,203.0,1870
esp,196.0,1878
esp,191.0,1879
esp,190.0,1880
esp,189.0,1881
esp,192.0,1882
esp,204.0,1883
esp,186.0,1884
esp,192.0,1885
esp,175.0,1886
esp,199.0,1887
esp,184.0,1888
esp,204.0,1900
esp,185.0,1901
esp,180.0,1902
esp,162.0,1903
esp,173.0,1904
esp,161.0,1905
esp,174.0,1906
esp,158.0,1907
esp,160.0,1908
esp,154.0,1909
esp,149.0,1910
esp,162.0,1911
esp,138.0,1912
esp,155.0,1913
esp,152.0,1914
esp,152.0,1915
esp,147.0,1916
esp,155.0,1917
esp,183.0,1918
esp,156.0,1919
esp,114.0,1920
esp,147.0,1921
esp,142.0,1922
esp,148.0,1923
esp,140.0,1924
esp,137.0,1925
esp,128.0,1926
esp,127.0,1927
esp,126.0,1928
esp,123.0,1929
esp,117.0,1930
esp,117.0,1931
esp,112.0,1932
esp,112.0,1933
esp,113.0,1934
esp,109.0,1935
esp,109.0,1936
esp,130.0,1937
esp,120.0,1938
esp,135.0,1939
esp,109.0,1940
esp,143.0,1941
esp,103.0,1942
esp,99.0,1943
esp,93.0,1944
esp,85.0,1945
esp,87.0,1946
esp,71.0,1947
esp,64.0,1948
esp,69.0,1949
esp,90.5,1950
esp,80.7,1951
esp,73.0,1952
esp,67.4,1953
esp,64.0,1954
esp,61.9,1955
esp,60.0,1956
esp,57.4,1957
esp,54.5,1958
esp,51.1,1959
esp,47.7,1960
esp,44.4,1961
esp,41.7,1962
esp,39.3,1963
esp,37.3,1964
esp,35.6,1965
esp,33.9,1966
esp,32.1,1967
esp,30.1,1968
esp,27.8,1969
esp,25.5,1970
esp,24.0,1971
esp,22.6,1972
esp,21.3,1973
esp,20.0,1974
esp,20.4,1975
esp,20.4,1976
esp,19.7,1977
esp,18.4,1978
esp,16.8,1979
esp,15.3,1980
esp,14.1,1981
esp,13.2,1982
esp,12.6,1983
esp,12.0,1984
esp,11.4,1985
esp,10.9,1986
esp,10.4,1987
esp,10.1,1988
esp,9.7,1989
esp,9.3,1990
esp,8.8,1991
esp,8.5,1992
esp,8.0,1993
esp,7.5,1994
esp,6.9,1995
esp,6.4,1996
esp,6.1,1997
esp,5.8,1998
esp,5.6,1999
esp,5.4,2000
esp,5.3,2001
esp,5.2,2002
esp,5.1,2003
esp,5.0,2004
esp,4.8,2005
esp,4.6,2006
esp,4.4,2007
esp,4.2,2008
esp,4.1,2009
esp,3.9,2010
esp,3.8,2011
esp,3.7,2012
esp,3.7,2013
esp,3.6,2014
esp,3.5,2015
lka,105.1,1949
lka,94.8,1950
lka,94.3,1951
lka,92.6,1952
lka,90.9,1953
lka,89.1,1954
lka,87.0,1955
lka,84.5,1956
lka,81.8,1957
lka,78.8,1958
lka,75.7,1959
lka,72.7,1960
lka,69.8,1961
lka,67.1,1962
lka,64.6,1963
lka,62.4,1964
lka,60.4,1965
lka,58.6,1966
lka,57.0,1967
lka,55.7,1968
lka,54.6,1969
lka,53.6,1970
lka,52.7,1971
lka,51.9,1972
lka,51.0,1973
lka,50.0,1974
lka,48.7,1975
lka,47.3,1976
lka,45.6,1977
lka,43.7,1978
lka,41.6,1979
lka,39.4,1980
lka,36.8,1981
lka,34.1,1982
lka,31.2,1983
lka,28.2,1984
lka,25.2,1985
lka,22.6,1986
lka,20.5,1987
lka,19.2,1988
lka,18.4,1989
lka,18.1,1990
lka,18.1,1991
lka,18.2,1992
lka,18.0,1993
lka,17.7,1994
lka,17.2,1995
lka,16.7,1996
lka,16.0,1997
lka,15.3,1998
lka,14.6,1999
lka,14.0,2000
lka,13.6,2001
lka,13.2,2002
lka,13.0,2003
lka,15.3,2004
lka,12.1,2005
lka,11.4,2006
lka,10.7,2007
lka,10.2,2008
lka,9.7,2009
lka,9.4,2010
lka,9.1,2011
lka,8.9,2012
lka,8.7,2013
lka,8.6,2014
lka,8.4,2015
sdn,120.7,1953
sdn,118.7,1954
sdn,116.8,1955
sdn,114.8,1956
sdn,112.9,1957
sdn,111.0,1958
sdn,109.2,1959
sdn,107.4,1960
sdn,105.7,1961
sdn,104.1,1962
sdn,102.6,1963
sdn,101.1,1964
sdn,99.8,1965
sdn,98.6,1966
sdn,97.4,1967
sdn,96.4,1968
sdn,95.5,1969
sdn,94.7,1970
sdn,94.0,1971
sdn,93.4,1972
sdn,92.7,1973
sdn,92.0,1974
sdn,91.3,1975
sdn,90.6,1976
sdn,89.8,1977
sdn,89.1,1978
sdn,88.5,1979
sdn,87.9,1980
sdn,87.3,1981
sdn,86.7,1982
sdn,86.1,1983
sdn,85.4,1984
sdn,84.6,1985
sdn,83.8,1986
sdn,82.8,1987
sdn,81.9,1988
sdn,80.9,1989
sdn,79.9,1990
sdn,78.9,1991
sdn,77.9,1992
sdn,76.9,1993
sdn,75.8,1994
sdn,74.7,1995
sdn,73.6,1996
sdn,72.3,1997
sdn,70.9,1998
sdn,69.4,1999
sdn,67.8,2000
sdn,66.2,2001
sdn,64.6,2002
sdn,63.0,2003
sdn,61.4,2004
sdn,59.9,2005
sdn,58.5,2006
sdn,57.1,2007
sdn,55.8,2008
sdn,54.5,2009
sdn,53.3,2010
sdn,52.2,2011
sdn,51.1,2012
sdn,49.9,2013
sdn,48.8,2014
sdn,47.6,2015
sur,40.0,1980
sur,59.1,1982
sur,48.1,1983
sur,46.9,1984
sur,45.9,1985
sur,44.7,1986
sur,43.8,1987
sur,42.8,1988
sur,41.8,1989
sur,40.7,1990
sur,39.7,1991
sur,38.6,1992
sur,37.5,1993
sur,36.5,1994
sur,35.4,1995
sur,34.3,1996
sur,33.3,1997
sur,32.2,1998
sur,31.2,1999
sur,30.2,2000
sur,29.2,2001
sur,28.2,2002
sur,27.4,2003
sur,26.6,2004
sur,25.8,2005
sur,25.0,2006
sur,24.3,2007
sur,23.5,2008
sur,22.7,2009
sur,22.1,2010
sur,21.4,2011
sur,20.8,2012
sur,20.1,2013
sur,19.5,2014
sur,19.0,2015
swz,160.1,1950
swz,157.8,1951
swz,155.9,1952
swz,154.3,1953
swz,152.3,1954
swz,150.5,1955
swz,148.8,1956
swz,147.0,1957
swz,145.4,1958
swz,143.6,1959
swz,141.7,1960
swz,140.1,1961
swz,138.1,1962
swz,136.0,1963
swz,133.7,1964
swz,131.3,1965
swz,128.9,1966
swz,126.5,1967
swz,124.1,1968
swz,121.7,1969
swz,119.3,1970
swz,116.6,1971
swz,113.4,1972
swz,109.7,1973
swz,105.8,1974
swz,101.6,1975
swz,97.7,1976
swz,93.9,1977
swz,90.4,1978
swz,87.2,1979
swz,83.8,1980
swz,80.3,1981
swz,76.5,1982
swz,72.7,1983
swz,68.9,1984
swz,65.3,1985
swz,62.0,1986
swz,59.4,1987
swz,57.5,1988
swz,56.3,1989
swz,56.0,1990
swz,56.7,1991
swz,58.6,1992
swz,61.4,1993
swz,64.9,1994
swz,68.7,1995
swz,72.5,1996
swz,76.0,1997
swz,79.1,1998
swz,81.8,1999
swz,84.0,2000
swz,85.4,2001
swz,85.9,2002
swz,85.9,2003
swz,84.8,2004
swz,83.0,2005
swz,76.8,2006
swz,74.7,2007
swz,73.2,2008
swz,65.8,2009
swz,59.1,2010
swz,53.6,2011
swz,51.5,2012
swz,48.4,2013
swz,45.8,2014
swz,44.5,2015
swe,240.0,1800
swe,204.0,1801
swe,182.0,1802
swe,184.0,1803
swe,185.0,1804
swe,176.0,1805
swe,230.0,1806
swe,188.0,1807
swe,220.0,1808
swe,232.0,1809
swe,193.0,1810
swe,194.0,1811
swe,204.0,1812
swe,198.0,1813
swe,195.0,1814
swe,170.0,1815
swe,184.0,1816
swe,179.0,1817
swe,169.0,1818
swe,183.0,1819
swe,163.0,1820
swe,176.0,1821
swe,162.0,1822
swe,148.0,1823
swe,156.0,1824
swe,154.0,1825
swe,172.0,1826
swe,161.0,1827
swe,170.0,1828
swe,194.0,1829
swe,181.0,1830
swe,198.0,1831
swe,166.0,1832
swe,159.0,1833
swe,174.0,1834
swe,143.0,1835
swe,153.0,1836
swe,195.0,1837
swe,176.0,1838
swe,164.0,1839
swe,146.0,1840
swe,159.0,1841
swe,162.0,1842
swe,159.0,1843
swe,141.0,1844
swe,149.0,1845
swe,163.0,1846
swe,173.0,1847
swe,141.0,1848
swe,142.0,1849
swe,146.0,1850
swe,152.0,1851
swe,163.0,1852
swe,161.0,1853
swe,126.0,1854
swe,145.0,1855
swe,145.0,1856
swe,165.0,1857
swe,143.0,1858
swe,143.0,1859
swe,124.0,1860
swe,137.0,1861
swe,139.0,1862
swe,133.0,1863
swe,137.0,1864
swe,135.0,1865
swe,127.0,1866
swe,140.0,1867
swe,168.0,1868
swe,146.0,1869
swe,132.0,1870
swe,114.0,1871
swe,128.0,1872
swe,129.0,1873
swe,147.0,1874
swe,149.0,1875
swe,140.0,1876
swe,126.0,1877
swe,134.0,1878
swe,111.0,1879
swe,121.0,1880
swe,113.0,1881
swe,125.0,1882
swe,116.0,1883
swe,113.0,1884
swe,114.0,1885
swe,111.0,1886
swe,103.0,1887
swe,100.0,1888
swe,107.0,1889
swe,103.0,1890
swe,108.0,1891
swe,109.0,1892
swe,101.0,1893
swe,101.0,1894
swe,95.0,1895
swe,103.0,1896
swe,99.0,1897
swe,91.0,1898
swe,112.0,1899
swe,99.0,1900
swe,103.0,1901
swe,86.0,1902
swe,93.0,1903
swe,84.0,1904
swe,88.0,1905
swe,81.0,1906
swe,77.0,1907
swe,85.0,1908
swe,72.0,1909
swe,75.0,1910
swe,72.0,1911
swe,71.0,1912
swe,70.0,1913
swe,73.0,1914
swe,76.0,1915
swe,70.0,1916
swe,65.0,1917
swe,65.0,1918
swe,70.0,1919
swe,63.0,1920
swe,64.0,1921
swe,63.0,1922
swe,56.0,1923
swe,60.0,1924
swe,56.0,1925
swe,56.0,1926
swe,60.0,1927
swe,59.0,1928
swe,59.0,1929
swe,55.0,1930
swe,57.0,1931
swe,51.0,1932
swe,50.0,1933
swe,47.0,1934
swe,46.0,1935
swe,43.0,1936
swe,45.0,1937
swe,43.0,1938
swe,40.0,1939
swe,39.0,1940
swe,37.0,1941
swe,29.0,1942
swe,29.0,1943
swe,31.0,1944
swe,30.0,1945
swe,27.0,1946
swe,25.0,1947
swe,23.0,1948
swe,23.0,1949
swe,22.1,1950
swe,21.0,1951
swe,20.0,1952
swe,19.1,1953
swe,18.4,1954
swe,17.8,1955
swe,17.5,1956
swe,17.1,1957
swe,16.9,1958
swe,16.6,1959
swe,16.3,1960
swe,16.0,1961
swe,15.6,1962
swe,15.0,1963
swe,14.4,1964
swe,13.7,1965
swe,13.0,1966
swe,12.6,1967
swe,12.1,1968
swe,11.7,1969
swe,11.3,1970
swe,10.9,1971
swe,10.4,1972
swe,9.8,1973
swe,9.2,1974
swe,8.7,1975
swe,8.3,1976
swe,8.0,1977
swe,7.6,1978
swe,7.4,1979
swe,7.2,1980
swe,6.9,1981
swe,6.8,1982
swe,6.6,1983
swe,6.5,1984
swe,6.4,1985
swe,6.3,1986
swe,6.2,1987
swe,6.2,1988
swe,6.1,1989
swe,5.8,1990
swe,5.5,1991
swe,5.1,1992
swe,4.8,1993
swe,4.4,1994
swe,4.0,1995
swe,3.8,1996
swe,3.6,1997
swe,3.5,1998
swe,3.4,1999
swe,3.4,2000
swe,3.4,2001
swe,3.3,2002
swe,3.2,2003
swe,3.1,2004
swe,3.0,2005
swe,2.8,2006
swe,2.7,2007
swe,2.6,2008
swe,2.5,2009
swe,2.5,2010
swe,2.4,2011
swe,2.4,2012
swe,2.4,2013
swe,2.4,2014
swe,2.4,2015
che,222.0,1871
che,183.0,1872
che,200.0,1873
che,189.0,1874
che,197.0,1875
che,197.0,1876
che,191.0,1877
che,191.0,1878
che,181.0,1879
che,180.0,1880
che,187.0,1881
che,172.0,1882
che,164.0,1883
che,161.0,1884
che,173.0,1885
che,164.0,1886
che,162.0,1887
che,153.0,1888
che,159.0,1889
che,157.0,1890
che,163.0,1891
che,150.0,1892
che,152.0,1893
che,153.0,1894
che,159.0,1895
che,132.0,1896
che,141.0,1897
che,155.0,1898
che,136.0,1899
che,150.0,1900
che,137.0,1901
che,132.0,1902
che,133.0,1903
che,140.0,1904
che,129.0,1905
che,127.0,1906
che,121.0,1907
che,108.0,1908
che,115.0,1909
che,105.0,1910
che,123.0,1911
che,94.0,1912
che,96.0,1913
che,93.0,1914
che,90.0,1915
che,78.0,1916
che,79.0,1917
che,88.0,1918
che,82.0,1919
che,84.0,1920
che,74.0,1921
che,70.0,1922
che,61.0,1923
che,62.0,1924
che,58.0,1925
