co2_intensity_of_economic_output_kg_co2_per_2005_ppp_of_gdp,geo,time
0.3435,lux,2003
0.3672,lux,2004
0.3564,lux,2005
0.3391,lux,2006
0.3048,lux,2007
0.293,lux,2008
0.1099,mac,1982
0.1407,mac,1983
0.1151,mac,1984
0.1385,mac,1985
0.1551,mac,1986
0.1505,mac,1987
0.1385,mac,1988
0.141,mac,1989
0.131,mac,1990
0.1335,mac,1991
0.117,mac,1992
0.1218,mac,1993
0.1261,mac,1994
0.1182,mac,1995
0.1352,mac,1996
0.1437,mac,1997
0.1572,mac,1998
0.1577,mac,1999
0.1592,mac,2000
0.1595,mac,2001
0.1325,mac,2002
0.1185,mac,2003
0.105,mac,2004
0.1029,mac,2005
0.07981,mac,2006
0.06659,mac,2007
0.05515,mac,2008
0.7554,mkd,1992
0.7834,mkd,1993
0.8073,mkd,1994
0.8453,mkd,1995
0.9049,mkd,1996
0.8079,mkd,1997
0.9278,mkd,1998
0.8257,mkd,1999
0.8127,mkd,2000
0.8466,mkd,2001
0.765,mkd,2002
0.7695,mkd,2003
0.7279,mkd,2004
0.7009,mkd,2005
0.6474,mkd,2006
0.6332,mkd,2007
0.6293,mkd,2008
0.1454,mdg,1980
0.1025,mdg,1981
0.1029,mdg,1982
0.06687,mdg,1983
0.09517,mdg,1984
0.1059,mdg,1985
0.1131,mdg,1986
0.126,mdg,1987
0.1219,mdg,1988
0.08539,mdg,1989
0.08436,mdg,1990
0.09808,mdg,1991
0.09428,mdg,1992
0.09461,mdg,1993
0.1164,mdg,1994
0.1141,mdg,1995
0.1202,mdg,1996
0.1397,mdg,1997
0.1373,mdg,1998
0.1453,mdg,1999
0.135,mdg,2000
0.1183,mdg,2001
0.09614,mdg,2002
0.1245,mdg,2003
0.1304,mdg,2004
0.1097,mdg,2005
0.104,mdg,2006
0.1041,mdg,2007
0.1029,mdg,2008
0.1656,mwi,1980
0.1487,mwi,1981
0.1424,mwi,1982
0.1331,mwi,1983
0.1223,mwi,1984
0.1169,mwi,1985
0.1164,mwi,1986
0.113,mwi,1987
0.1088,mwi,1988
0.1117,mwi,1989
0.1146,mwi,1990
0.1136,mwi,1991
0.122,mwi,1992
0.1174,mwi,1993
0.1356,mwi,1994
0.118,mwi,1995
0.1072,mwi,1996
0.1102,mwi,1997
0.1158,mwi,1998
0.1352,mwi,1999
0.1209,mwi,2000
0.1272,mwi,2001
0.1221,mwi,2002
0.1253,mwi,2003
0.121,mwi,2004
0.1109,mwi,2005
0.1071,mwi,2006
0.1012,mwi,2007
0.1201,mwi,2008
0.4159,mys,1980
0.4281,mys,1981
0.4008,mys,1982
0.4686,mys,1983
0.3973,mys,1984
0.4197,mys,1985
0.4578,mys,1986
0.4428,mys,1987
0.4222,mys,1988
0.452,mys,1989
0.4704,mys,1990
0.5204,mys,1991
0.5247,mys,1992
0.5816,mys,1993
0.5458,mys,1994
0.6404,mys,1995
0.6025,mys,1996
0.5589,mys,1997
0.5519,mys,1998
0.4915,mys,1999
0.5296,mys,2000
0.569,mys,2001
0.5336,mys,2002
0.5983,mys,2003
0.5874,mys,2004
0.6088,mys,2005
0.5626,mys,2006
0.574,mys,2007
0.5851,mys,2008
0.3458,mdv,1995
0.3677,mdv,1996
0.3829,mdv,1997
0.3173,mdv,1998
0.413,mdv,1999
0.4222,mdv,2000
0.4711,mdv,2001
0.532,mdv,2002
0.3971,mdv,2003
0.453,mdv,2004
0.4401,mdv,2005
0.4643,mdv,2006
0.4281,mdv,2007
0.3916,mdv,2008
0.0722,mli,1980
0.07623,mli,1981
0.07402,mli,1982
0.08052,mli,1983
0.08053,mli,1984
0.08474,mli,1985
0.07322,mli,1986
0.06936,mli,1987
0.07322,mli,1988
0.07113,mli,1989
0.07311,mli,1990
0.07445,mli,1991
0.06988,mli,1992
0.07318,mli,1993
0.07369,mli,1994
0.07048,mli,1995
0.07095,mli,1996
0.07145,mli,1997
0.06644,mli,1998
0.0649,mli,1999
0.06332,mli,2000
0.05686,mli,2001
0.05533,mli,2002
0.05013,mli,2003
0.0514,mli,2004
0.04877,mli,2005
0.04631,mli,2006
0.04526,mli,2007
0.0442,mli,2008
0.309,mlt,1980
0.3345,mlt,1981
0.3752,mlt,1982
0.2868,mlt,1983
0.3886,mlt,1984
0.333,mlt,1985
0.397,mlt,1986
0.4765,mlt,1987
0.4768,mlt,1988
0.4753,mlt,1989
0.4487,mlt,1990
0.4265,mlt,1991
0.4183,mlt,1992
0.4731,mlt,1993
0.446,mlt,1994
0.4252,mlt,1995
0.4509,mlt,1996
0.4681,mlt,1997
0.2947,mlt,1998
0.3079,mlt,1999
0.2578,mlt,2000
0.3156,mlt,2001
0.2844,mlt,2002
0.3203,mlt,2003
0.3166,mlt,2004
0.3191,mlt,2005
0.2988,mlt,2006
0.3024,mlt,2007
0.2696,mlt,2008
0.2112,mrt,1980
0.2149,mrt,1981
0.2929,mrt,1982
0.2988,mrt,1983
0.2858,mrt,1984
0.2104,mrt,1985
0.1134,mrt,1986
0.9779,mrt,1987
0.9452,mrt,1988
0.7956,mrt,1989
0.7579,mrt,1990
0.7681,mrt,1991
0.8072,mrt,1992
0.7672,mrt,1993
0.8345,mrt,1994
0.726,mrt,1995
0.6895,mrt,1996
0.7185,mrt,1997
0.2546,mrt,1998
0.2551,mrt,1999
0.2555,mrt,2000
0.2689,mrt,2001
0.2938,mrt,2002
0.2851,mrt,2003
0.2996,mrt,2004
0.2824,mrt,2005
0.2397,mrt,2006
0.2752,mrt,2007
0.2724,mrt,2008
0.1639,mus,1980
0.1423,mus,1981
0.1249,mus,1982
0.148,mus,1983
0.1483,mus,1984
0.1565,mus,1985
0.1611,mus,1986
0.1723,mus,1987
0.148,mus,1988
0.1745,mus,1989
0.2264,mus,1990
0.2255,mus,1991
0.2377,mus,1992
0.2349,mus,1993
0.2065,mus,1994
0.223,mus,1995
0.2252,mus,1996
0.2183,mus,1997
0.2262,mus,1998
0.2477,mus,1999
0.2548,mus,2000
0.2662,mus,2001
0.262,mus,2002
0.2667,mus,2003
0.2561,mus,2004
0.2701,mus,2005
0.2877,mus,2006
0.2797,mus,2007
0.2696,mus,2008
0.3812,mex,1980
0.3715,mex,1981
0.4008,mex,1982
0.3858,mex,1983
0.3863,mex,1984
0.383,mex,1985
0.4065,mex,1986
0.4166,mex,1987
0.4121,mex,1988
0.4136,mex,1989
0.3866,mex,1990
0.3834,mex,1991
0.3767,mex,1992
0.3682,mex,1993
0.3741,mex,1994
0.3799,mex,1995
0.3715,mex,1996
0.3545,mex,1997
0.3478,mex,1998
0.3426,mex,1999
0.3233,mex,2000
0.3327,mex,2001
0.3276,mex,2002
0.3326,mex,2003
0.3225,mex,2004
0.3333,mex,2005
0.3236,mex,2006
0.3192,mex,2007
0.3336,mex,2008
0.1766,fsm,1999
0.169,fsm,2000
0.1663,fsm,2001
0.1655,fsm,2002
0.1626,fsm,2003
0.1681,fsm,2004
0.1646,fsm,2005
0.1644,fsm,2006
0.1903,fsm,2007
0.195,fsm,2008
2.079,mda,1992
1.568,mda,1993
1.755,mda,1994
1.648,mda,1995
1.79,mda,1996
1.085,mda,1997
1.025,mda,1998
0.7622,mda,1999
0.5824,mda,2000
0.5804,mda,2001
0.5778,mda,2002
0.5834,mda,2003
0.5766,mda,2004
0.5765,mda,2005
0.5613,mda,2006
0.511,mda,2007
0.4831,mda,2008
1.917,mng,1981
1.801,mng,1982
1.761,mng,1983
1.532,mng,1984
2.029,mng,1985
1.987,mng,1986
2.102,mng,1987
2.191,mng,1988
1.917,mng,1989
1.881,mng,1990
2.504,mng,1991
2.505,mng,1992
2.175,mng,1993
1.82,mng,1994
1.703,mng,1995
1.69,mng,1996
1.56,mng,1997
1.509,mng,1998
1.435,mng,1999
1.41,mng,2000
1.438,mng,2001
1.443,mng,2002
1.308,mng,2003
1.258,mng,2004
1.208,mng,2005
1.193,mng,2006
1.211,mng,2007
1.147,mng,2008
0.3984,mne,2005
0.4408,mne,2006
0.3166,mne,2007
0.294,mne,2008
0.3464,mar,1980
0.3542,mar,1981
0.3477,mar,1982
0.3647,mar,1983
0.3499,mar,1984
0.3301,mar,1985
0.3221,mar,1986
0.3521,mar,1987
0.3357,mar,1988
0.3549,mar,1989
0.3505,mar,1990
0.3478,mar,1991
0.3778,mar,1992
0.4136,mar,1993
0.3937,mar,1994
0.4319,mar,1995
0.3953,mar,1996
0.4129,mar,1997
0.3857,mar,1998
0.397,mar,1999
0.3996,mar,2000
0.4133,mar,2001
0.4058,mar,2002
0.3748,mar,2003
0.3864,mar,2004
0.3959,mar,2005
0.3774,mar,2006
0.3866,mar,2007
0.379,mar,2008
0.6011,moz,1980
0.4442,moz,1981
0.487,moz,1982
0.4493,moz,1983
0.3736,moz,1984
0.2763,moz,1985
0.2421,moz,1986
0.2111,moz,1987
0.2009,moz,1988
0.1941,moz,1989
0.1848,moz,1990
0.1807,moz,1991
0.1856,moz,1992
0.184,moz,1993
0.1711,moz,1994
0.1729,moz,1995
0.1509,moz,1996
0.148,moz,1997
0.1344,moz,1998
0.1304,moz,1999
0.1465,moz,2000
0.1533,moz,2001
0.1416,moz,2002
0.1613,moz,2003
0.1498,moz,2004
0.1311,moz,2005
0.131,moz,2006
0.1588,moz,2007
0.1336,moz,2008
0.4661,mmr,1980
0.4473,mmr,1981
0.4205,mmr,1982
0.4155,mmr,1983
0.4505,mmr,1984
0.4473,mmr,1985
0.4575,mmr,1986
0.3492,mmr,1987
0.326,mmr,1988
0.3407,mmr,1989
0.3175,mmr,1990
0.3125,mmr,1991
0.3332,mmr,1992
0.3434,mmr,1993
0.3735,mmr,1994
0.3892,mmr,1995
0.3812,mmr,1996
0.3729,mmr,1997
0.3794,mmr,1998
0.3738,mmr,1999
0.3308,mmr,2000
0.2456,mmr,2001
0.2439,mmr,2002
0.2519,mmr,2003
0.2646,mmr,2004
0.2956,mmr,2005
0.2341,mmr,2006
0.2093,mmr,2007
0.1859,mmr,2008
0.0013,nam,1990
0.002404,nam,1991
0.002243,nam,1992
0.002861,nam,1993
0.004265,nam,1994
0.2432,nam,1995
0.258,nam,1996
0.2471,nam,1997
0.2508,nam,1998
0.2154,nam,1999
0.2073,nam,2000
0.2423,nam,2001
0.2455,nam,2002
0.2511,nam,2003
0.2365,nam,2004
0.2456,nam,2005
0.2461,nam,2006
0.245,nam,2007
0.3114,nam,2008
0.06367,npl,1980
0.04924,npl,1981
0.0463,npl,1982
0.05324,npl,1983
0.06904,npl,1984
0.06267,npl,1985
0.0622,npl,1986
0.07582,npl,1987
0.08016,npl,1988
0.0706,npl,1989
0.04688,npl,1990
0.06674,npl,1991
0.08882,npl,1992
0.09425,npl,1993
0.1008,npl,1994
0.1168,npl,1995
0.1355,npl,1996
0.1443,npl,1997
0.1134,npl,1998
0.1552,npl,1999
0.1468,npl,2000
0.1497,npl,2001
0.1173,npl,2002
0.1229,npl,2003
0.1101,npl,2004
0.1243,npl,2005
0.1237,npl,2006
0.123,npl,2007
0.12,npl,2008
0.5633,nld,1980
0.5276,nld,1981
0.435,nld,1982
0.4387,nld,1983
0.4466,nld,1984
0.444,nld,1985
0.4236,nld,1986
0.437,nld,1987
0.4068,nld,1988
0.4325,nld,1989
0.4178,nld,1990
0.4291,nld,1991
0.4107,nld,1992
0.4154,nld,1993
0.4048,nld,1994
0.4007,nld,1995
0.4096,nld,1996
0.3757,nld,1997
0.3556,nld,1998
0.3158,nld,1999
0.3082,nld,2000
0.3059,nld,2001
0.3149,nld,2002
0.3188,nld,2003
0.3151,nld,2004
0.3006,nld,2005
0.2817,nld,2006
0.2802,nld,2007
0.2773,nld,2008
0.3195,nzl,1980
0.2935,nzl,1981
0.3202,nzl,1982
0.3068,nzl,1983
0.314,nzl,1984
0.3453,nzl,1985
0.3592,nzl,1986
0.3741,nzl,1987
0.3967,nzl,1988
0.3944,nzl,1989
0.372,nzl,1990
0.3837,nzl,1991
0.406,nzl,1992
0.3721,nzl,1993
0.3663,nzl,1994
0.3572,nzl,1995
0.3807,nzl,1996
0.3912,nzl,1997
0.377,nzl,1998
0.3763,nzl,1999
0.3799,nzl,2000
0.3836,nzl,2001
0.3597,nzl,2002
0.3454,nzl,2003
0.3313,nzl,2004
0.319,nzl,2005
0.3183,nzl,2006
0.3034,nzl,2007
0.3096,nzl,2008
0.2276,nic,1980
0.2281,nic,1981
0.2272,nic,1982
0.2055,nic,1983
0.1931,nic,1984
0.2165,nic,1985
0.2292,nic,1986
0.2775,nic,1987
0.2924,nic,1988
0.1994,nic,1989
0.3402,nic,1990
0.2666,nic,1991
0.3197,nic,1992
0.2969,nic,1993
0.3189,nic,1994
0.3343,nic,1995
0.3241,nic,1996
0.334,nic,1997
0.3515,nic,1998
0.3481,nic,1999
0.3381,nic,2000
0.3435,nic,2001
0.3389,nic,2002
0.3567,nic,2003
0.3405,nic,2004
0.3138,nic,2005
0.3168,nic,2006
0.3215,nic,2007
0.298,nic,2008
0.1036,ner,1980
0.1234,ner,1981
0.1324,ner,1982
0.1793,ner,1983
0.2221,ner,1984
0.2069,ner,1985
0.176,ner,1986
0.1951,ner,1987
0.1805,ner,1988
0.1881,ner,1989
0.1523,ner,1990
0.1466,ner,1991
0.1499,ner,1992
0.1657,ner,1993
0.158,ner,1994
0.1624,ner,1995
0.1732,ner,1996
0.168,ner,1997
0.1615,ner,1998
0.1602,ner,1999
0.122,ner,2000
0.1087,ner,2001
0.1132,ner,2002
0.1162,ner,2003
0.1161,ner,2004
0.1041,ner,2005
0.09754,ner,2006
0.1007,ner,2007
0.09028,ner,2008
0.5483,nga,1980
0.6108,nga,1981
0.609,nga,1982
0.5874,nga,1983
0.717,nga,1984
0.6561,nga,1985
0.6731,nga,1986
0.5472,nga,1987
0.5936,nga,1988
0.3322,nga,1989
0.3283,nga,1990
0.3125,nga,1991
0.4354,nga,1992
0.3943,nga,1993
0.306,nga,1994
0.2234,nga,1995
0.248,nga,1996
0.2401,nga,1997
0.2356,nga,1998
0.2598,nga,1999
0.4357,nga,2000
0.4449,nga,2001
0.5157,nga,2002
0.4438,nga,2003
0.4181,nga,2004
0.4253,nga,2005
0.355,nga,2006
0.3204,nga,2007
0.3266,nga,2008
0.3272,nor,1980
0.3057,nor,1981
0.3018,nor,1982
0.2661,nor,1983
0.2764,nor,1984
0.2765,nor,1985
0.2564,nor,1986
0.263,nor,1987
0.2509,nor,1988
0.2769,nor,1989
0.2283,nor,1990
0.2263,nor,1991
0.2026,nor,1992
0.208,nor,1993
0.1849,nor,1994
0.2002,nor,1995
0.1915,nor,1996
0.187,nor,1997
0.1845,nor,1998
0.2145,nor,1999
0.1965,nor,2000
0.204,nor,2001
0.1831,nor,2002
0.2065,nor,2003
0.1988,nor,2004
0.1924,nor,2005
0.1962,nor,2006
0.194,nor,2007
0.2158,nor,2008
0.5214,omn,1980
0.4433,omn,1981
0.3787,omn,1982
0.4262,omn,1983
0.3908,omn,1984
0.3684,omn,1985
0.3965,omn,1986
0.3922,omn,1987
0.4151,omn,1988
0.3526,omn,1989
0.378,omn,1990
0.3769,omn,1991
0.3841,omn,1992
0.4033,omn,1993
0.4401,omn,1994
0.4374,omn,1995
0.4056,omn,1996
0.3918,omn,1997
0.408,omn,1998
0.5102,omn,1999
0.5129,omn,2000
0.4423,omn,2001
0.5388,omn,2002
0.6875,omn,2003
0.6419,omn,2004
0.6777,omn,2005
0.7214,omn,2006
0.7007,omn,2007
0.7039,omn,2008
0.3255,pak,1980
0.3235,pak,1981
0.33,pak,1982
0.3332,pak,1983
0.3372,pak,1984
0.345,pak,1985
0.3428,pak,1986
0.3486,pak,1987
0.3522,pak,1988
0.3514,pak,1989
0.3784,pak,1990
0.3585,pak,1991
0.355,pak,1992
0.3739,pak,1993
0.392,pak,1994
0.3719,pak,1995
0.3965,pak,1996
0.3936,pak,1997
0.3958,pak,1998
0.3925,pak,1999
0.3992,pak,2000
0.3981,pak,2001
0.4064,pak,2002
0.4039,pak,2003
0.4165,pak,2004
0.4016,pak,2005
0.4037,pak,2006
0.4214,pak,2007
0.4207,pak,2008
1.041,plw,1991
0.5388,plw,1992
0.5945,plw,1993
0.5541,plw,1994
0.5162,plw,1995
0.4827,plw,1996
0.4718,plw,1997
0.4626,plw,1998
0.489,plw,1999
0.4875,plw,2000
0.752,plw,2001
0.7793,plw,2002
0.8211,plw,2003
0.7828,plw,2004
0.7562,plw,2005
0.7758,plw,2006
0.7869,plw,2007
0.8275,plw,2008
0.2697,pan,1980
0.2223,pan,1981
0.2023,pan,1982
0.2282,pan,1983
0.1951,pan,1984
0.1755,pan,1985
0.1762,pan,1986
0.2132,pan,1987
0.2077,pan,1988
0.1821,pan,1989
0.2137,pan,1990
0.2113,pan,1991
0.2312,pan,1992
0.2254,pan,1993
0.2538,pan,1994
0.1812,pan,1995
0.2477,pan,1996
0.284,pan,1997
0.2641,pan,1998
0.2422,pan,1999
0.2409,pan,2000
0.2898,pan,2001
0.236,pan,2002
0.2389,pan,2003
0.2094,pan,2004
0.2032,pan,2005
0.2118,pan,2006
0.1842,pan,2007
0.1728,pan,2008
0.2953,png,1980
0.3128,png,1981
0.314,png,1982
0.314,png,1983
0.3208,png,1984
0.3206,png,1985
0.2973,png,1986
0.3273,png,1987
0.2996,png,1988
0.2811,png,1989
0.305,png,1990
0.2684,png,1991
0.2345,png,1992
0.1927,png,1993
0.1989,png,1994
0.1923,png,1995
0.1894,png,1996
0.2328,png,1997
0.2687,png,1998
0.229,png,1999
0.2562,png,2000
0.3083,png,2001
0.3358,png,2002
0.3712,png,2003
0.4081,png,2004
0.4056,png,2005
0.3938,png,2006
0.2489,png,2007
0.158,png,2008
0.1186,pry,1980
0.103,pry,1981
0.104,pry,1982
0.1111,pry,1983
0.1143,pry,1984
0.1144,pry,1985
0.1246,pry,1986
0.1349,pry,1987
0.1447,pry,1988
0.1421,pry,1989
0.1331,pry,1990
0.1282,pry,1991
0.1456,pry,1992
0.1577,pry,1993
0.1802,pry,1994
0.1937,pry,1995
0.1825,pry,1996
0.1982,pry,1997
0.2115,pry,1998
0.2147,pry,1999
0.182,pry,2000
0.1847,pry,2001
0.1885,pry,2002
0.1895,pry,2003
0.1828,pry,2004
0.1666,pry,2005
0.1661,pry,2006
0.1614,pry,2007
0.1519,pry,2008
0.2294,per,1980
0.2138,per,1981
0.2113,per,1982
0.207,per,1983
0.1991,per,1984
0.1826,per,1985
0.1859,per,1986
0.2031,per,1987
0.2166,per,1988
0.2134,per,1989
0.2181,per,1990
0.2059,per,1991
0.2064,per,1992
0.2277,per,1993
0.199,per,1994
0.1884,per,1995
0.1874,per,1996
0.1973,per,1997
0.2015,per,1998
0.2108,per,1999
0.2113,per,2000
0.1891,per,2001
0.1802,per,2002
0.1681,per,2003
0.1936,per,2004
0.2126,per,2005
0.1864,per,2006
0.2107,per,2007
0.1787,per,2008
0.278,phl,1980
0.2545,phl,1981
0.2469,phl,1982
0.2465,phl,1983
0.2359,phl,1984
0.2404,phl,1985
0.2378,phl,1986
0.2496,phl,1987
0.2768,phl,1988
0.2662,phl,1989
0.2832,phl,1990
0.2931,phl,1991
0.3208,phl,1992
0.3202,phl,1993
0.3365,phl,1994
0.3605,phl,1995
0.3543,phl,1996
0.3972,phl,1997
0.3904,phl,1998
0.3656,phl,1999
0.3794,phl,2000
0.3596,phl,2001
0.342,phl,2002
0.3266,phl,2003
0.3172,phl,2004
0.3106,phl,2005
0.2462,phl,2006
0.2683,phl,2007
0.2726,phl,2008
1.176,pol,1990
1.247,pol,1991
1.202,pol,1992
1.143,pol,1993
1.035,pol,1994
0.9988,pol,1995
0.9727,pol,1996
0.8886,pol,1997
0.7883,pol,1998
0.7316,pol,1999
0.6675,pol,2000
0.662,pol,2001
0.6399,pol,2002
0.6325,pol,2003
0.601,pol,2004
0.5774,pol,2005
0.5716,pol,2006
0.5282,pol,2007
0.5038,pol,2008
0.2381,prt,1980
0.2327,prt,1981
0.2339,prt,1982
0.2416,prt,1983
0.2436,prt,1984
0.2261,prt,1985
0.2367,prt,1986
0.2366,prt,1987
0.2313,prt,1988
0.2713,prt,1989
0.2707,prt,1990
0.2862,prt,1991
0.3074,prt,1992
0.2844,prt,1993
0.2894,prt,1994
0.2981,prt,1995
0.2793,prt,1996
0.2806,prt,1997
0.2902,prt,1998
0.3107,prt,1999
0.2911,prt,2000
0.285,prt,2001
0.3006,prt,2002
0.2782,prt,2003
0.2824,prt,2004
0.2897,prt,2005
0.2585,prt,2006
0.2573,prt,2007
0.2406,prt,2008
0.9065,qat,2000
0.7603,qat,2001
0.726,qat,2002
0.819,qat,2003
0.8443,qat,2004
0.9094,qat,2005
0.8455,qat,2006
0.7919,qat,2007
0.6361,qat,2008
1.159,rou,1980
1.16,rou,1981
1.102,rou,1982
1.064,rou,1983
0.9478,rou,1984
0.9742,rou,1985
0.9896,rou,1986
1.03,rou,1987
1.039,rou,1988
1.11,rou,1989
0.8719,rou,1990
0.8666,rou,1991
0.8645,rou,1992
0.8317,rou,1993
0.765,rou,1994
0.7855,rou,1995
0.7512,rou,1996
0.7259,rou,1997
0.6815,rou,1998
0.5964,rou,1999
0.5864,rou,2000
0.5898,rou,2001
0.5407,rou,2002
0.5349,rou,2003
0.4906,rou,2004
0.4689,rou,2005
0.4668,rou,2006
0.4249,rou,2007
0.3735,rou,2008
1.462,rus,1992
1.463,rus,1993
1.445,rus,1994
1.455,rus,1995
1.489,rus,1996
1.387,rus,1997
1.404,rus,1998
1.339,rus,1999
1.233,rus,2000
1.166,rus,2001
1.108,rus,2002
1.065,rus,2003
1.005,rus,2004
0.9522,rus,2005
0.9098,rus,2006
0.8373,rus,2007
0.8151,rus,2008
0.1173,rwa,1980
0.1351,rwa,1981
0.1343,rwa,1982
0.1451,rwa,1983
0.1379,rwa,1984
0.1283,rwa,1985
0.118,rwa,1986
0.1217,rwa,1987
0.1317,rwa,1988
0.1303,rwa,1989
0.1321,rwa,1990
0.1253,rwa,1991
0.1198,rwa,1992
0.1311,rwa,1993
0.2544,rwa,1994
0.1859,rwa,1995
0.1698,rwa,1996
0.1544,rwa,1997
0.1394,rwa,1998
0.1355,rwa,1999
0.1281,rwa,2000
0.1187,rwa,2001
0.1069,rwa,2002
0.1035,rwa,2003
0.09744,rwa,2004
0.08914,rwa,2005
0.08163,rwa,2006
0.08026,rwa,2007
0.07107,rwa,2008
0.2202,kna,1981
0.2685,kna,1982
0.2109,kna,1983
0.1911,kna,1984
0.1796,kna,1985
0.1837,kna,1986
0.1585,kna,1987
0.1743,kna,1988
0.162,kna,1989
0.1584,kna,1990
0.1753,kna,1991
0.1697,kna,1992
0.183,kna,1993
0.1817,kna,1994
0.1898,kna,1995
0.1919,kna,1996
0.1797,kna,1997
0.1777,kna,1998
0.1689,kna,1999
0.1643,kna,2000
0.2875,kna,2001
0.3074,kna,2002
0.3399,kna,2003
0.3263,kna,2004
0.319,kna,2005
0.3023,kna,2006
0.301,kna,2007
0.2836,kna,2008
0.2294,lca,1980
0.1859,lca,1981
0.2485,lca,1982
0.2153,lca,1983
0.193,lca,1984
0.2314,lca,1985
0.2072,lca,1986
0.2258,lca,1987
0.2265,lca,1988
0.2077,lca,1989
0.1681,lca,1990
0.171,lca,1991
0.1903,lca,1992
0.2055,lca,1993
0.2352,lca,1994
0.2689,lca,1995
0.2701,lca,1996
0.254,lca,1997
0.2361,lca,1998
0.2389,lca,1999
0.2471,lca,2000
0.2865,lca,2001
0.2498,lca,2002
0.2696,lca,2003
0.2526,lca,2004
0.2496,lca,2005
0.2357,lca,2006
0.2446,lca,2007
0.2387,lca,2008
0.1109,vct,1980
0.1045,vct,1981
0.1097,vct,1982
0.1051,vct,1983
0.1624,vct,1984
0.153,vct,1985
0.1435,vct,1986
0.1601,vct,1987
0.1197,vct,1988
0.1363,vct,1989
0.1359,vct,1990
0.129,vct,1991
0.1314,vct,1992
0.1597,vct,1993
0.194,vct,1994
0.2095,vct,1995
0.2125,vct,1996
0.1876,vct,1997
0.217,vct,1998
0.2124,vct,1999
0.1951,vct,2000
0.2174,vct,2001
0.2179,vct,2002
0.2197,vct,2003
0.2062,vct,2004
0.2057,vct,2005
0.1913,vct,2006
0.1847,vct,2007
0.1817,vct,2008
0.2944,wsm,1982
0.2931,wsm,1983
0.2894,wsm,1984
0.2785,wsm,1985
0.264,wsm,1986
0.2627,wsm,1987
0.2665,wsm,1988
0.2736,wsm,1989
0.2949,wsm,1990
0.3019,wsm,1991
0.3114,wsm,1992
0.2991,wsm,1993
0.2894,wsm,1994
0.2962,wsm,1995
0.2762,wsm,1996
0.274,wsm,1997
0.2675,wsm,1998
0.2761,wsm,1999
0.258,wsm,2000
0.2472,wsm,2001
0.2368,wsm,2002
0.2376,wsm,2003
0.2323,wsm,2004
0.2284,wsm,2005
0.2239,wsm,2006
0.2152,wsm,2007
0.2234,wsm,2008
0.5619,stp,2001
0.5842,stp,2002
0.5732,stp,2003
0.5556,stp,2004
0.5937,stp,2005
0.5565,stp,2006
0.525,stp,2007
0.4962,stp,2008
0.5098,sau,1980
0.5045,sau,1981
0.5112,sau,1982
0.5673,sau,1983
0.566,sau,1984
0.656,sau,1985
0.7407,sau,1986
0.7181,sau,1987
0.7047,sau,1988
0.7084,sau,1989
0.6903,sau,1990
0.7898,sau,1991
0.8064,sau,1992
0.8871,sau,1993
0.8674,sau,1994
0.6545,sau,1995
0.6969,sau,1996
0.5697,sau,1997
0.5296,sau,1998
0.585,sau,1999
0.7309,sau,2000
0.7223,sau,2001
0.7887,sau,2002
0.7331,sau,2003
0.7445,sau,2004
0.7482,sau,2005
0.7576,sau,2006
0.7692,sau,2007
0.8057,sau,2008
0.4043,sen,1980
0.3785,sen,1981
0.3252,sen,1982
0.2961,sen,1983
0.3585,sen,1984
0.2809,sen,1985
0.271,sen,1986
0.2353,sen,1987
0.2647,sen,1988
0.3431,sen,1989
0.2974,sen,1990
0.3121,sen,1991
0.3132,sen,1992
0.3193,sen,1993
0.3467,sen,1994
0.2947,sen,1995
0.3092,sen,1996
0.2616,sen,1997
0.2595,sen,1998
0.2634,sen,1999
0.2717,sen,2000
0.2856,sen,2001
0.2979,sen,2002
0.308,sen,2003
0.3063,sen,2004
0.3218,sen,2005
0.2565,sen,2006
0.2744,sen,2007
0.2451,sen,2008
0.7841,srb,1992
0.9825,srb,1993
0.9325,srb,1994
0.9284,srb,1995
1.008,srb,1996
0.9837,srb,1997
1.028,srb,1998
0.7985,srb,1999
0.842,srb,2000
0.8592,srb,2001
0.8822,srb,2002
0.9188,srb,2003
0.9185,srb,2004
0.7348,srb,2005
0.7457,srb,2006
0.7054,srb,2007
0.6952,srb,2008
0.1357,syc,1980
0.1535,syc,1981
0.1323,syc,1982
0.158,syc,1983
0.1512,syc,1984
0.2066,syc,1985
0.2271,syc,1986
0.2659,syc,1987
0.2477,syc,1988
0.264,syc,1989
0.1195,syc,1990
0.1463,syc,1991
0.1575,syc,1992
0.145,syc,1993
0.1695,syc,1994
0.1742,syc,1995
0.1725,syc,1996
0.3223,syc,1997
0.3158,syc,1998
0.3616,syc,1999
0.3816,syc,2000
0.4437,syc,2001
0.3707,syc,2002
0.4046,syc,2003
0.5781,syc,2004
0.4843,syc,2005
0.4778,syc,2006
0.3648,syc,2007
0.4044,syc,2008
0.2371,sle,1980
0.2624,sle,1981
0.2001,sle,1982
0.2544,sle,1983
0.2184,sle,1984
0.2485,sle,1985
0.2496,sle,1986
0.172,sle,1987
0.1702,sle,1988
0.1378,sle,1989
0.1386,sle,1990
0.1635,sle,1991
0.2035,sle,1992
0.2147,sle,1993
0.2523,sle,1994
0.276,sle,1995
0.2793,sle,1996
0.3413,sle,1997
0.3223,sle,1998
0.3443,sle,1999
0.3588,sle,2000
0.4131,sle,2001
0.4501,sle,2002
0.4233,sle,2003
