food_supply_kilocalories_per_person_and_day,geo,time
2159,hnd,1986
2185,hnd,1987
2242,hnd,1988
2287,hnd,1989
2311,hnd,1990
2278,hnd,1991
2319,hnd,1992
2329,hnd,1993
2357,hnd,1994
2392,hnd,1995
2413,hnd,1996
2416,hnd,1997
2427,hnd,1998
2450,hnd,1999
2421,hnd,2000
2545,hnd,2001
2556,hnd,2002
2563,hnd,2003
2562,hnd,2004
2580,hnd,2005
2600,hnd,2006
2623,hnd,2007
3073,hun,1961
3072,hun,1962
3097,hun,1963
3132,hun,1964
3112,hun,1965
3199,hun,1966
3228,hun,1967
3211,hun,1968
3273,hun,1969
3304,hun,1970
3315,hun,1971
3311,hun,1972
3321,hun,1973
3352,hun,1974
3429,hun,1975
3316,hun,1976
3367,hun,1977
3430,hun,1978
3419,hun,1979
3497,hun,1980
3448,hun,1981
3528,hun,1982
3522,hun,1983
3526,hun,1984
3577,hun,1985
3586,hun,1986
3750,hun,1987
3648,hun,1988
3755,hun,1989
3694,hun,1990
3513,hun,1991
3591,hun,1992
3422,hun,1993
3344,hun,1994
3256,hun,1995
3242,hun,1996
3314,hun,1997
3320,hun,1998
3328,hun,1999
3381,hun,2000
3394,hun,2001
3404,hun,2002
3401,hun,2003
3460,hun,2004
3387,hun,2005
3463,hun,2006
3465,hun,2007
3256,isl,1961
3323,isl,1962
3104,isl,1963
3142,isl,1964
3156,isl,1965
3085,isl,1966
2979,isl,1967
2935,isl,1968
2892,isl,1969
3016,isl,1970
2951,isl,1971
3068,isl,1972
2945,isl,1973
2948,isl,1974
2975,isl,1975
3038,isl,1976
3047,isl,1977
3108,isl,1978
3203,isl,1979
3167,isl,1980
3300,isl,1981
3191,isl,1982
3187,isl,1983
3204,isl,1984
3163,isl,1985
3294,isl,1986
3208,isl,1987
3113,isl,1988
3148,isl,1989
3056,isl,1990
3118,isl,1991
3108,isl,1992
3086,isl,1993
3123,isl,1994
3111,isl,1995
3033,isl,1996
3108,isl,1997
3116,isl,1998
3143,isl,1999
3153,isl,2000
3139,isl,2001
3225,isl,2002
3263,isl,2003
3311,isl,2004
3309,isl,2005
3319,isl,2006
3362,isl,2007
2030,ind,1961
2051,ind,1962
1956,ind,1963
1999,ind,1964
1945,ind,1965
1949,ind,1966
1982,ind,1967
2013,ind,1968
2059,ind,1969
2134,ind,1970
1986,ind,1971
1981,ind,1972
2062,ind,1973
1950,ind,1974
2082,ind,1975
1934,ind,1976
2137,ind,1977
2189,ind,1978
2026,ind,1979
1991,ind,1980
2076,ind,1981
2083,ind,1982
2251,ind,1983
2208,ind,1984
2170,ind,1985
2174,ind,1986
2192,ind,1987
2295,ind,1988
2369,ind,1989
2220,ind,1990
2316,ind,1991
2356,ind,1992
2185,ind,1993
2253,ind,1994
2333,ind,1995
2342,ind,1996
2333,ind,1997
2305,ind,1998
2396,ind,1999
2314,ind,2000
2259,ind,2001
2265,ind,2002
2340,ind,2003
2235,ind,2004
2235,ind,2005
2315,ind,2006
2352,ind,2007
1743,idn,1961
1750,idn,1962
1743,idn,1963
1791,idn,1964
1785,idn,1965
1773,idn,1966
1784,idn,1967
1807,idn,1968
1844,idn,1969
1882,idn,1970
1919,idn,1971
1952,idn,1972
2037,idn,1973
2057,idn,1974
2046,idn,1975
2024,idn,1976
2074,idn,1977
2115,idn,1978
2178,idn,1979
2220,idn,1980
2302,idn,1981
2308,idn,1982
2372,idn,1983
2401,idn,1984
2416,idn,1985
2450,idn,1986
2501,idn,1987
2599,idn,1988
2619,idn,1989
2356,idn,1990
2379,idn,1991
2445,idn,1992
2464,idn,1993
2509,idn,1994
2584,idn,1995
2582,idn,1996
2536,idn,1997
2523,idn,1998
2508,idn,1999
2498,idn,2000
2447,idn,2001
2507,idn,2002
2507,idn,2003
2528,idn,2004
2527,idn,2005
2540,idn,2006
2538,idn,2007
1769,irn,1961
1765,irn,1962
1809,irn,1963
1878,irn,1964
1888,irn,1965
2032,irn,1966
2046,irn,1967
2169,irn,1968
2037,irn,1969
2090,irn,1970
2020,irn,1971
2152,irn,1972
2299,irn,1973
2371,irn,1974
2397,irn,1975
2422,irn,1976
2451,irn,1977
2484,irn,1978
2552,irn,1979
2671,irn,1980
2726,irn,1981
2705,irn,1982
2768,irn,1983
2729,irn,1984
2705,irn,1985
2716,irn,1986
2798,irn,1987
2703,irn,1988
2887,irn,1989
2912,irn,1990
2964,irn,1991
3029,irn,1992
3082,irn,1993
3042,irn,1994
3005,irn,1995
3033,irn,1996
3083,irn,1997
3053,irn,1998
3085,irn,1999
3065,irn,2000
3080,irn,2001
3045,irn,2002
3042,irn,2003
3108,irn,2004
3075,irn,2005
3008,irn,2006
3044,irn,2007
3353,irl,1961
3364,irl,1962
3386,irl,1963
3391,irl,1964
3397,irl,1965
3389,irl,1966
3422,irl,1967
3419,irl,1968
3433,irl,1969
3444,irl,1970
3488,irl,1971
3449,irl,1972
3490,irl,1973
3526,irl,1974
3473,irl,1975
3432,irl,1976
3521,irl,1977
3603,irl,1978
3566,irl,1979
3592,irl,1980
3561,irl,1981
3615,irl,1982
3547,irl,1983
3538,irl,1984
3572,irl,1985
3611,irl,1986
3589,irl,1987
3595,irl,1988
3601,irl,1989
3636,irl,1990
3596,irl,1991
3636,irl,1992
3541,irl,1993
3582,irl,1994
3517,irl,1995
3612,irl,1996
3687,irl,1997
3688,irl,1998
3726,irl,1999
3724,irl,2000
3722,irl,2001
3577,irl,2002
3591,irl,2003
3546,irl,2004
3433,irl,2005
3552,irl,2006
3612,irl,2007
2828,isr,1961
2842,isr,1962
2766,isr,1963
2794,isr,1964
2770,isr,1965
2896,isr,1966
2953,isr,1967
3034,isr,1968
3081,isr,1969
3079,isr,1970
3251,isr,1971
3205,isr,1972
3279,isr,1973
3193,isr,1974
3174,isr,1975
3206,isr,1976
3202,isr,1977
3121,isr,1978
3107,isr,1979
3084,isr,1980
3130,isr,1981
3274,isr,1982
3261,isr,1983
3246,isr,1984
3305,isr,1985
3343,isr,1986
3431,isr,1987
3350,isr,1988
3330,isr,1989
3387,isr,1990
3407,isr,1991
3431,isr,1992
3372,isr,1993
3325,isr,1994
3432,isr,1995
3468,isr,1996
3470,isr,1997
3459,isr,1998
3433,isr,1999
3494,isr,2000
3545,isr,2001
3634,isr,2002
3573,isr,2003
3557,isr,2004
3573,isr,2005
3519,isr,2006
3527,isr,2007
2956,ita,1961
3020,ita,1962
3087,ita,1963
3074,ita,1964
3127,ita,1965
3148,ita,1966
3226,ita,1967
3285,ita,1968
3330,ita,1969
3452,ita,1970
3436,ita,1971
3478,ita,1972
3557,ita,1973
3473,ita,1974
3381,ita,1975
3384,ita,1976
3322,ita,1977
3499,ita,1978
3605,ita,1979
3598,ita,1980
3506,ita,1981
3387,ita,1982
3354,ita,1983
3401,ita,1984
3407,ita,1985
3488,ita,1986
3506,ita,1987
3524,ita,1988
3539,ita,1989
3574,ita,1990
3629,ita,1991
3528,ita,1992
3458,ita,1993
3470,ita,1994
3486,ita,1995
3544,ita,1996
3564,ita,1997
3663,ita,1998
3689,ita,1999
3709,ita,2000
3691,ita,2001
3693,ita,2002
3675,ita,2003
3706,ita,2004
3675,ita,2005
3649,ita,2006
3646,ita,2007
1915,jam,1961
2020,jam,1962
2030,jam,1963
2170,jam,1964
2175,jam,1965
2202,jam,1966
2331,jam,1967
2342,jam,1968
2345,jam,1969
2493,jam,1970
2562,jam,1971
2657,jam,1972
2536,jam,1973
2620,jam,1974
2646,jam,1975
2684,jam,1976
2638,jam,1977
2705,jam,1978
2581,jam,1979
2651,jam,1980
2584,jam,1981
2516,jam,1982
2528,jam,1983
2607,jam,1984
2534,jam,1985
2568,jam,1986
2622,jam,1987
2544,jam,1988
2603,jam,1989
2531,jam,1990
2467,jam,1991
2516,jam,1992
2602,jam,1993
2714,jam,1994
2680,jam,1995
2713,jam,1996
2700,jam,1997
2720,jam,1998
2739,jam,1999
2749,jam,2000
2828,jam,2001
2820,jam,2002
2837,jam,2003
2812,jam,2004
2844,jam,2005
2846,jam,2006
2852,jam,2007
2506,jpn,1961
2554,jpn,1962
2589,jpn,1963
2613,jpn,1964
2602,jpn,1965
2624,jpn,1966
2671,jpn,1967
2683,jpn,1968
2679,jpn,1969
2723,jpn,1970
2713,jpn,1971
2767,jpn,1972
2759,jpn,1973
2725,jpn,1974
2701,jpn,1975
2732,jpn,1976
2753,jpn,1977
2769,jpn,1978
2787,jpn,1979
2777,jpn,1980
2729,jpn,1981
2792,jpn,1982
2808,jpn,1983
2806,jpn,1984
2840,jpn,1985
2852,jpn,1986
2874,jpn,1987
2919,jpn,1988
2947,jpn,1989
2926,jpn,1990
2911,jpn,1991
2920,jpn,1992
2904,jpn,1993
2909,jpn,1994
2905,jpn,1995
2940,jpn,1996
2922,jpn,1997
2873,jpn,1998
2875,jpn,1999
2879,jpn,2000
2868,jpn,2001
2836,jpn,2002
2827,jpn,2003
2831,jpn,2004
2821,jpn,2005
2786,jpn,2006
2812,jpn,2007
2106,jor,1961
2144,jor,1962
2169,jor,1963
2088,jor,1964
2158,jor,1965
2172,jor,1966
2046,jor,1967
2218,jor,1968
2252,jor,1969
2206,jor,1970
2240,jor,1971
2241,jor,1972
2195,jor,1973
2223,jor,1974
2191,jor,1975
2331,jor,1976
2405,jor,1977
2499,jor,1978
2558,jor,1979
2606,jor,1980
2655,jor,1981
2657,jor,1982
2637,jor,1983
2674,jor,1984
2726,jor,1985
2690,jor,1986
2744,jor,1987
2765,jor,1988
2721,jor,1989
2851,jor,1990
2881,jor,1991
2788,jor,1992
2762,jor,1993
2654,jor,1994
2697,jor,1995
2651,jor,1996
2739,jor,1997
2710,jor,1998
2621,jor,1999
2672,jor,2000
2751,jor,2001
2794,jor,2002
2894,jor,2003
2932,jor,2004
2935,jor,2005
2982,jor,2006
3015,jor,2007
3044,kaz,1992
3257,kaz,1993
3440,kaz,1994
3135,kaz,1995
3052,kaz,1996
3164,kaz,1997
2565,kaz,1998
2237,kaz,1999
2397,kaz,2000
2579,kaz,2001
2922,kaz,2002
2971,kaz,2003
3033,kaz,2004
3214,kaz,2005
3372,kaz,2006
3490,kaz,2007
2284,ken,1961
2285,ken,1962
2178,ken,1963
2203,ken,1964
2339,ken,1965
2330,ken,1966
2316,ken,1967
2308,ken,1968
2348,ken,1969
2315,ken,1970
2303,ken,1971
2357,ken,1972
2318,ken,1973
2328,ken,1974
2297,ken,1975
2366,ken,1976
2382,ken,1977
2382,ken,1978
2327,ken,1979
2310,ken,1980
2279,ken,1981
2263,ken,1982
2217,ken,1983
2044,ken,1984
2289,ken,1985
2236,ken,1986
2141,ken,1987
2079,ken,1988
2080,ken,1989
1973,ken,1990
1977,ken,1991
1983,ken,1992
1899,ken,1993
2030,ken,1994
2067,ken,1995
2042,ken,1996
2020,ken,1997
2036,ken,1998
2093,ken,1999
2048,ken,2000
2052,ken,2001
2018,ken,2002
2002,ken,2003
2002,ken,2004
2016,ken,2005
2075,ken,2006
2089,ken,2007
2424,kir,1961
2509,kir,1962
2519,kir,1963
2549,kir,1964
2537,kir,1965
2603,kir,1966
2691,kir,1967
2626,kir,1968
2613,kir,1969
2689,kir,1970
2743,kir,1971
2785,kir,1972
2889,kir,1973
2847,kir,1974
2914,kir,1975
2802,kir,1976
2777,kir,1977
2873,kir,1978
2961,kir,1979
2894,kir,1980
2821,kir,1981
2780,kir,1982
2710,kir,1983
2640,kir,1984
2637,kir,1985
2630,kir,1986
2615,kir,1987
2584,kir,1988
2525,kir,1989
2592,kir,1990
2676,kir,1991
2690,kir,1992
2710,kir,1993
2689,kir,1994
2779,kir,1995
2771,kir,1996
2741,kir,1997
2792,kir,1998
2798,kir,1999
2807,kir,2000
2819,kir,2001
2822,kir,2002
2819,kir,2003
2834,kir,2004
2885,kir,2005
2896,kir,2006
2899,kir,2007
1955,prk,1961
1973,prk,1962
2076,prk,1963
2148,prk,1964
1993,prk,1965
2047,prk,1966
1936,prk,1967
1949,prk,1968
2118,prk,1969
2097,prk,1970
2123,prk,1971
2111,prk,1972
2178,prk,1973
2082,prk,1974
2154,prk,1975
2267,prk,1976
2222,prk,1977
2221,prk,1978
2363,prk,1979
2211,prk,1980
2311,prk,1981
2020,prk,1982
2039,prk,1983
2077,prk,1984
2077,prk,1985
2183,prk,1986
2184,prk,1987
2132,prk,1988
2237,prk,1989
2376,prk,1990
2378,prk,1991
2259,prk,1992
2225,prk,1993
2275,prk,1994
2222,prk,1995
2116,prk,1996
2130,prk,1997
2105,prk,1998
2134,prk,1999
2131,prk,2000
2093,prk,2001
2125,prk,2002
2126,prk,2003
2157,prk,2004
2176,prk,2005
2177,prk,2006
2087,prk,2007
2141,kor,1961
2180,kor,1962
2208,kor,1963
2251,kor,1964
2367,kor,1965
2440,kor,1966
2508,kor,1967
2610,kor,1968
2722,kor,1969
2815,kor,1970
2898,kor,1971
2974,kor,1972
3058,kor,1973
3026,kor,1974
3105,kor,1975
3157,kor,1976
3109,kor,1977
3176,kor,1978
3141,kor,1979
3023,kor,1980
2969,kor,1981
2939,kor,1982
2951,kor,1983
2998,kor,1984
2951,kor,1985
2995,kor,1986
3073,kor,1987
3086,kor,1988
3065,kor,1989
2956,kor,1990
2950,kor,1991
3005,kor,1992
2962,kor,1993
2983,kor,1994
3022,kor,1995
3055,kor,1996
3060,kor,1997
2960,kor,1998
3064,kor,1999
3061,kor,2000
3046,kor,2001
3042,kor,2002
3023,kor,2003
3060,kor,2004
3066,kor,2005
3081,kor,2006
3074,kor,2007
2410,kwt,1961
2510,kwt,1962
2456,kwt,1963
2609,kwt,1964
2610,kwt,1965
2706,kwt,1966
2639,kwt,1967
2629,kwt,1968
2573,kwt,1969
2573,kwt,1970
2544,kwt,1971
2599,kwt,1972
2586,kwt,1973
2627,kwt,1974
2632,kwt,1975
2704,kwt,1976
2791,kwt,1977
2846,kwt,1978
2906,kwt,1979
2938,kwt,1980
2984,kwt,1981
3005,kwt,1982
2988,kwt,1983
3028,kwt,1984
2979,kwt,1985
2977,kwt,1986
2980,kwt,1987
2992,kwt,1988
3004,kwt,1989
2216,kwt,1990
1993,kwt,1991
2656,kwt,1992
2859,kwt,1993
2933,kwt,1994
3009,kwt,1995
3067,kwt,1996
2955,kwt,1997
3012,kwt,1998
2933,kwt,1999
3018,kwt,2000
2972,kwt,2001
2919,kwt,2002
2932,kwt,2003
2984,kwt,2004
3007,kwt,2005
3043,kwt,2006
3064,kwt,2007
2669,kgz,1992
2411,kgz,1993
2410,kgz,1994
2370,kgz,1995
2510,kgz,1996
2640,kgz,1997
2495,kgz,1998
2517,kgz,1999
2396,kgz,2000
2449,kgz,2001
2471,kgz,2002
2612,kgz,2003
2727,kgz,2004
2744,kgz,2005
2629,kgz,2006
2644,kgz,2007
1951,lao,1961
1921,lao,1962
1944,lao,1963
1991,lao,1964
2012,lao,1965
2032,lao,1966
2028,lao,1967
2034,lao,1968
1981,lao,1969
2017,lao,1970
2016,lao,1971
2002,lao,1972
1990,lao,1973
1953,lao,1974
1933,lao,1975
1949,lao,1976
2034,lao,1977
1972,lao,1978
1947,lao,1979
1966,lao,1980
1966,lao,1981
1980,lao,1982
1948,lao,1983
1919,lao,1984
1924,lao,1985
1949,lao,1986
1977,lao,1987
1920,lao,1988
1954,lao,1989
2036,lao,1990
2018,lao,1991
1984,lao,1992
1984,lao,1993
2015,lao,1994
2005,lao,1995
2055,lao,1996
2055,lao,1997
2067,lao,1998
2047,lao,1999
2119,lao,2000
2108,lao,2001
2138,lao,2002
2168,lao,2003
2187,lao,2004
2220,lao,2005
2222,lao,2006
2240,lao,2007
3272,lva,1992
3262,lva,1993
3288,lva,1994
2949,lva,1995
3081,lva,1996
2922,lva,1997
2848,lva,1998
2852,lva,1999
2799,lva,2000
2898,lva,2001
3070,lva,2002
2938,lva,2003
2963,lva,2004
3054,lva,2005
3041,lva,2006
2962,lva,2007
2314,lbn,1961
2361,lbn,1962
2329,lbn,1963
2358,lbn,1964
2367,lbn,1965
2351,lbn,1966
2386,lbn,1967
2426,lbn,1968
2371,lbn,1969
2356,lbn,1970
2359,lbn,1971
2355,lbn,1972
2354,lbn,1973
2354,lbn,1974
2293,lbn,1975
2320,lbn,1976
2462,lbn,1977
2502,lbn,1978
2568,lbn,1979
2638,lbn,1980
2606,lbn,1981
2674,lbn,1982
2717,lbn,1983
2732,lbn,1984
2712,lbn,1985
2720,lbn,1986
2765,lbn,1987
2869,lbn,1988
2956,lbn,1989
2936,lbn,1990
3075,lbn,1991
3021,lbn,1992
3030,lbn,1993
3011,lbn,1994
3000,lbn,1995
2975,lbn,1996
3065,lbn,1997
3037,lbn,1998
3073,lbn,1999
3032,lbn,2000
3064,lbn,2001
3111,lbn,2002
3100,lbn,2003
3122,lbn,2004
3128,lbn,2005
3085,lbn,2006
3107,lbn,2007
2013,lso,1961
2004,lso,1962
2080,lso,1963
2026,lso,1964
2072,lso,1965
1998,lso,1966
2008,lso,1967
2004,lso,1968
1981,lso,1969
2013,lso,1970
2082,lso,1971
2028,lso,1972
1973,lso,1973
2097,lso,1974
2080,lso,1975
2186,lso,1976
2291,lso,1977
2374,lso,1978
2308,lso,1979
2278,lso,1980
2335,lso,1981
2281,lso,1982
2340,lso,1983
2298,lso,1984
2298,lso,1985
2300,lso,1986
2266,lso,1987
2282,lso,1988
2315,lso,1989
2325,lso,1990
2386,lso,1991
2395,lso,1992
2405,lso,1993
2442,lso,1994
2333,lso,1995
2378,lso,1996
2413,lso,1997
2423,lso,1998
2431,lso,1999
2418,lso,2000
2427,lso,2001
2444,lso,2002
2446,lso,2003
2449,lso,2004
2471,lso,2005
2458,lso,2006
2476,lso,2007
2122,lbr,1961
2146,lbr,1962
2214,lbr,1963
2220,lbr,1964
2192,lbr,1965
2315,lbr,1966
2205,lbr,1967
2247,lbr,1968
2116,lbr,1969
2371,lbr,1970
2455,lbr,1971
2341,lbr,1972
2376,lbr,1973
2386,lbr,1974
2262,lbr,1975
2387,lbr,1976
2523,lbr,1977
2502,lbr,1978
2546,lbr,1979
2461,lbr,1980
2495,lbr,1981
2539,lbr,1982
2426,lbr,1983
2396,lbr,1984
2416,lbr,1985
2470,lbr,1986
2448,lbr,1987
2517,lbr,1988
2519,lbr,1989
2072,lbr,1990
2299,lbr,1991
2302,lbr,1992
2173,lbr,1993
2175,lbr,1994
2115,lbr,1995
2120,lbr,1996
2265,lbr,1997
2202,lbr,1998
2148,lbr,1999
2181,lbr,2000
2074,lbr,2001
2065,lbr,2002
2048,lbr,2003
2082,lbr,2004
2140,lbr,2005
2146,lbr,2006
2204,lbr,2007
1637,lby,1961
1644,lby,1962
1724,lby,1963
1753,lby,1964
1881,lby,1965
2025,lby,1966
2114,lby,1967
2213,lby,1968
2261,lby,1969
2356,lby,1970
2416,lby,1971
2497,lby,1972
2840,lby,1973
2998,lby,1974
3074,lby,1975
3204,lby,1976
3207,lby,1977
3269,lby,1978
3280,lby,1979
3266,lby,1980
3298,lby,1981
3276,lby,1982
3286,lby,1983
3202,lby,1984
3156,lby,1985
3141,lby,1986
3131,lby,1987
3160,lby,1988
3175,lby,1989
3187,lby,1990
3186,lby,1991
3175,lby,1992
3177,lby,1993
3204,lby,1994
3168,lby,1995
3176,lby,1996
3172,lby,1997
3115,lby,1998
3103,lby,1999
3118,lby,2000
3099,lby,2001
3107,lby,2002
3088,lby,2003
3114,lby,2004
3149,lby,2005
3141,lby,2006
3143,lby,2007
2970,ltu,1992
2776,ltu,1993
2882,ltu,1994
2843,ltu,1995
2995,ltu,1996
3163,ltu,1997
3232,ltu,1998
3164,ltu,1999
3349,ltu,2000
3362,ltu,2001
3342,ltu,2002
3351,ltu,2003
3442,ltu,2004
3408,ltu,2005
3413,ltu,2006
3436,ltu,2007
3613,lux,2000
3607,lux,2001
3699,lux,2002
3695,lux,2003
3721,lux,2004
3705,lux,2005
3670,lux,2006
3681,lux,2007
2439,mkd,1992
2364,mkd,1993
2700,mkd,1994
2581,mkd,1995
2574,mkd,1996
2766,mkd,1997
2880,mkd,1998
2837,mkd,1999
2806,mkd,2000
2700,mkd,2001
2807,mkd,2002
2823,mkd,2003
2971,mkd,2004
2869,mkd,2005
2974,mkd,2006
3105,mkd,2007
2461,mdg,1961
2428,mdg,1962
2485,mdg,1963
2541,mdg,1964
2518,mdg,1965
2475,mdg,1966
2507,mdg,1967
2567,mdg,1968
2577,mdg,1969
2540,mdg,1970
2615,mdg,1971
2568,mdg,1972
2541,mdg,1973
2602,mdg,1974
2596,mdg,1975
2645,mdg,1976
2523,mdg,1977
2515,mdg,1978
2473,mdg,1979
2491,mdg,1980
2504,mdg,1981
2327,mdg,1982
2488,mdg,1983
2463,mdg,1984
2456,mdg,1985
2453,mdg,1986
2363,mdg,1987
2259,mdg,1988
2265,mdg,1989
2268,mdg,1990
2167,mdg,1991
2173,mdg,1992
2171,mdg,1993
2099,mdg,1994
2095,mdg,1995
2089,mdg,1996
2092,mdg,1997
2086,mdg,1998
2077,mdg,1999
2085,mdg,2000
2072,mdg,2001
2031,mdg,2002
2062,mdg,2003
2065,mdg,2004
2106,mdg,2005
2132,mdg,2006
2160,mdg,2007
2009,mwi,1961
2011,mwi,1962
2106,mwi,1963
2220,mwi,1964
2253,mwi,1965
2234,mwi,1966
2194,mwi,1967
2265,mwi,1968
2245,mwi,1969
2354,mwi,1970
2410,mwi,1971
2373,mwi,1972
2433,mwi,1973
2420,mwi,1974
2389,mwi,1975
2382,mwi,1976
2355,mwi,1977
2327,mwi,1978
2274,mwi,1979
2230,mwi,1980
2268,mwi,1981
2266,mwi,1982
2159,mwi,1983
2070,mwi,1984
2080,mwi,1985
2020,mwi,1986
1997,mwi,1987
2005,mwi,1988
1946,mwi,1989
1914,mwi,1990
1909,mwi,1991
1792,mwi,1992
1865,mwi,1993
1880,mwi,1994
1969,mwi,1995
1970,mwi,1996
2002,mwi,1997
2049,mwi,1998
2096,mwi,1999
2098,mwi,2000
2093,mwi,2001
2067,mwi,2002
2058,mwi,2003
2060,mwi,2004
2084,mwi,2005
2125,mwi,2006
2172,mwi,2007
2427,mys,1961
2447,mys,1962
2468,mys,1963
2442,mys,1964
2439,mys,1965
2435,mys,1966
2447,mys,1967
2499,mys,1968
2569,mys,1969
2600,mys,1970
2540,mys,1971
2564,mys,1972
2615,mys,1973
2649,mys,1974
2607,mys,1975
2627,mys,1976
2651,mys,1977
2684,mys,1978
2743,mys,1979
2776,mys,1980
2753,mys,1981
2751,mys,1982
2778,mys,1983
2788,mys,1984
2682,mys,1985
2670,mys,1986
2619,mys,1987
2636,mys,1988
2644,mys,1989
2666,mys,1990
2678,mys,1991
2803,mys,1992
2835,mys,1993
2875,mys,1994
2958,mys,1995
2967,mys,1996
2949,mys,1997
2930,mys,1998
2914,mys,1999
2877,mys,2000
2858,mys,2001
2806,mys,2002
2827,mys,2003
2861,mys,2004
2883,mys,2005
2918,mys,2006
2923,mys,2007
1418,mdv,1961
1450,mdv,1962
1434,mdv,1963
1443,mdv,1964
1533,mdv,1965
1582,mdv,1966
1594,mdv,1967
1585,mdv,1968
1590,mdv,1969
1673,mdv,1970
1671,mdv,1971
1625,mdv,1972
1774,mdv,1973
1760,mdv,1974
1744,mdv,1975
1867,mdv,1976
1895,mdv,1977
1990,mdv,1978
2082,mdv,1979
2205,mdv,1980
2233,mdv,1981
2286,mdv,1982
2276,mdv,1983
2289,mdv,1984
2308,mdv,1985
2346,mdv,1986
2278,mdv,1987
2308,mdv,1988
2454,mdv,1989
2349,mdv,1990
2427,mdv,1991
2416,mdv,1992
2421,mdv,1993
2511,mdv,1994
2427,mdv,1995
2445,mdv,1996
2430,mdv,1997
2475,mdv,1998
2513,mdv,1999
2517,mdv,2000
2557,mdv,2001
2574,mdv,2002
2588,mdv,2003
2616,mdv,2004
2668,mdv,2005
2674,mdv,2006
2685,mdv,2007
1645,mli,1961
1685,mli,1962
1740,mli,1963
1680,mli,1964
1651,mli,1965
1646,mli,1966
1675,mli,1967
1778,mli,1968
1650,mli,1969
1860,mli,1970
1610,mli,1971
1572,mli,1972
1546,mli,1973
1672,mli,1974
1744,mli,1975
1716,mli,1976
1639,mli,1977
1553,mli,1978
1651,mli,1979
1574,mli,1980
1506,mli,1981
1691,mli,1982
1637,mli,1983
1735,mli,1984
1977,mli,1985
2078,mli,1986
2056,mli,1987
2192,mli,1988
2180,mli,1989
2201,mli,1990
2176,mli,1991
2172,mli,1992
2175,mli,1993
2168,mli,1994
2185,mli,1995
2228,mli,1996
2231,mli,1997
2319,mli,1998
2303,mli,1999
2335,mli,2000
2399,mli,2001
2424,mli,2002
2485,mli,2003
2493,mli,2004
2538,mli,2005
2586,mli,2006
2614,mli,2007
2855,mlt,1961
2881,mlt,1962
2944,mlt,1963
2991,mlt,1964
3089,mlt,1965
3000,mlt,1966
3017,mlt,1967
3141,mlt,1968
3163,mlt,1969
3154,mlt,1970
3179,mlt,1971
3169,mlt,1972
3123,mlt,1973
3099,mlt,1974
3263,mlt,1975
3332,mlt,1976
3307,mlt,1977
3294,mlt,1978
3256,mlt,1979
3316,mlt,1980
3255,mlt,1981
3149,mlt,1982
3178,mlt,1983
3074,mlt,1984
3162,mlt,1985
3036,mlt,1986
3140,mlt,1987
3258,mlt,1988
3292,mlt,1989
3148,mlt,1990
3292,mlt,1991
3269,mlt,1992
3271,mlt,1993
3308,mlt,1994
3436,mlt,1995
3457,mlt,1996
3458,mlt,1997
3513,mlt,1998
3571,mlt,1999
3460,mlt,2000
3459,mlt,2001
3496,mlt,2002
3486,mlt,2003
3580,mlt,2004
3571,mlt,2005
3594,mlt,2006
3611,mlt,2007
2260,mrt,1961
2229,mrt,1962
2200,mrt,1963
2186,mrt,1964
2166,mrt,1965
2192,mrt,1966
2184,mrt,1967
2144,mrt,1968
2136,mrt,1969
2006,mrt,1970
1964,mrt,1971
1906,mrt,1972
2008,mrt,1973
2010,mrt,1974
1979,mrt,1975
2012,mrt,1976
2052,mrt,1977
2127,mrt,1978
2070,mrt,1979
2145,mrt,1980
2191,mrt,1981
2216,mrt,1982
2497,mrt,1983
2450,mrt,1984
2493,mrt,1985
2501,mrt,1986
2551,mrt,1987
2564,mrt,1988
2597,mrt,1989
2551,mrt,1990
2574,mrt,1991
2600,mrt,1992
2668,mrt,1993
2594,mrt,1994
2663,mrt,1995
2698,mrt,1996
2726,mrt,1997
2753,mrt,1998
2760,mrt,1999
2758,mrt,2000
2760,mrt,2001
2778,mrt,2002
2706,mrt,2003
2784,mrt,2004
2799,mrt,2005
2828,mrt,2006
2841,mrt,2007
2372,mus,1961
2410,mus,1962
2365,mus,1963
2386,mus,1964
2299,mus,1965
2334,mus,1966
2286,mus,1967
2279,mus,1968
2217,mus,1969
2350,mus,1970
2374,mus,1971
2377,mus,1972
2382,mus,1973
2423,mus,1974
2476,mus,1975
2485,mus,1976
2542,mus,1977
2601,mus,1978
2661,mus,1979
2622,mus,1980
2684,mus,1981
2635,mus,1982
2603,mus,1983
2650,mus,1984
2687,mus,1985
2756,mus,1986
2759,mus,1987
2745,mus,1988
2759,mus,1989
2734,mus,1990
2763,mus,1991
2774,mus,1992
2768,mus,1993
2810,mus,1994
2809,mus,1995
2814,mus,1996
2806,mus,1997
2852,mus,1998
2840,mus,1999
2856,mus,2000
2905,mus,2001
2915,mus,2002
2920,mus,2003
2940,mus,2004
2927,mus,2005
2915,mus,2006
2965,mus,2007
2347,mex,1961
2333,mex,1962
2348,mex,1963
2402,mex,1964
2418,mex,1965
2461,mex,1966
2509,mex,1967
2545,mex,1968
2564,mex,1969
2592,mex,1970
2589,mex,1971
2629,mex,1972
2670,mex,1973
2694,mex,1974
2772,mex,1975
2745,mex,1976
2785,mex,1977
2868,mex,1978
2907,mex,1979
3064,mex,1980
3208,mex,1981
3207,mex,1982
3186,mex,1983
