number_of_child_deaths,geo,time
365000,ita,1825
366000,ita,1826
368200,ita,1827
370400,ita,1828
372700,ita,1829
375100,ita,1830
377500,ita,1831
379900,ita,1832
382400,ita,1833
384800,ita,1834
387300,ita,1835
388600,ita,1836
391100,ita,1837
393600,ita,1838
396200,ita,1839
398700,ita,1840
401300,ita,1841
403900,ita,1842
406500,ita,1843
409100,ita,1844
411700,ita,1845
414400,ita,1846
415800,ita,1847
418500,ita,1848
421100,ita,1849
423900,ita,1850
423100,ita,1851
422900,ita,1852
422100,ita,1853
422000,ita,1854
421200,ita,1855
420400,ita,1856
420200,ita,1857
418000,ita,1858
417800,ita,1859
416800,ita,1860
415800,ita,1861
416200,ita,1862
454400,ita,1863
460200,ita,1864
466100,ita,1865
472000,ita,1866
477900,ita,1867
484000,ita,1868
479200,ita,1869
474300,ita,1870
469200,ita,1871
464200,ita,1872
423200,ita,1873
420900,ita,1874
422100,ita,1875
396500,ita,1876
386900,ita,1877
393800,ita,1878
396800,ita,1879
411400,ita,1880
410900,ita,1881
417100,ita,1882
400500,ita,1883
375700,ita,1884
381800,ita,1885
391900,ita,1886
385300,ita,1887
374900,ita,1888
354700,ita,1889
359300,ita,1890
363300,ita,1891
350200,ita,1892
342400,ita,1893
342400,ita,1894
349200,ita,1895
334400,ita,1896
306200,ita,1897
315400,ita,1898
296500,ita,1899
322500,ita,1900
301600,ita,1901
318100,ita,1902
305600,ita,1903
293500,ita,1904
299200,ita,1905
292200,ita,1906
280400,ita,1907
304500,ita,1908
289500,ita,1909
270200,ita,1910
289500,ita,1911
246500,ita,1912
254600,ita,1913
233200,ita,1914
274000,ita,1915
284000,ita,1916
257100,ita,1917
385300,ita,1918
260600,ita,1919
259900,ita,1920
235000,ita,1921
220200,ita,1922
213100,ita,1923
204800,ita,1924
207500,ita,1925
217500,ita,1926
201300,ita,1927
201100,ita,1928
202000,ita,1929
178800,ita,1930
176100,ita,1931
173100,ita,1932
157300,ita,1933
154300,ita,1934
155300,ita,1935
148500,ita,1936
163600,ita,1937
157600,ita,1938
139600,ita,1939
139900,ita,1940
149300,ita,1941
148600,ita,1942
150400,ita,1943
129900,ita,1944
132700,ita,1945
128300,ita,1946
103300,ita,1947
86240,ita,1948
84270,ita,1949
92960,ita,1950
75890,ita,1951
63300,ita,1952
54820,ita,1953
49550,ita,1954
46770,ita,1955
45520,ita,1956
45710,ita,1957
46550,ita,1958
47210,ita,1959
47390,ita,1960
46960,ita,1961
45980,ita,1962
44480,ita,1963
42460,ita,1964
40440,ita,1965
38300,ita,1966
36110,ita,1967
33900,ita,1968
31890,ita,1969
29960,ita,1970
28060,ita,1971
26240,ita,1972
24300,ita,1973
22110,ita,1974
19770,ita,1975
17400,ita,1976
15250,ita,1977
13290,ita,1978
11740,ita,1979
10560,ita,1980
9624,ita,1981
8862,ita,1982
8280,ita,1983
7739,ita,1984
7253,ita,1985
6765,ita,1986
6393,ita,1987
6079,ita,1988
5774,ita,1989
5539,ita,1990
5263,ita,1991
4993,ita,1992
4724,ita,1993
4400,ita,1994
4077,ita,1995
3753,ita,1996
3483,ita,1997
3224,ita,1998
3045,ita,1999
2845,ita,2000
2715,ita,2001
2661,ita,2002
2562,ita,2003
2507,ita,2004
2488,ita,2005
2460,ita,2006
2413,ita,2007
2348,ita,2008
2325,ita,2009
2229,ita,2010
2124,ita,2011
2004,ita,2012
1882,ita,2013
1776,ita,2014
1693,ita,2015
5669,jam,1800
5669,jam,1801
5669,jam,1802
5669,jam,1803
5669,jam,1804
5669,jam,1805
5669,jam,1806
5669,jam,1807
5669,jam,1808
5669,jam,1809
5669,jam,1810
5669,jam,1811
5669,jam,1812
5669,jam,1813
5668,jam,1814
5668,jam,1815
5668,jam,1816
5668,jam,1817
5667,jam,1818
5667,jam,1819
5666,jam,1820
5666,jam,1821
5666,jam,1822
5665,jam,1823
5664,jam,1824
5664,jam,1825
5663,jam,1826
5662,jam,1827
5661,jam,1828
5661,jam,1829
5659,jam,1830
5659,jam,1831
5658,jam,1832
5657,jam,1833
5656,jam,1834
5655,jam,1835
5654,jam,1836
5653,jam,1837
5652,jam,1838
5651,jam,1839
5650,jam,1840
5652,jam,1841
5658,jam,1842
5666,jam,1843
5677,jam,1844
5692,jam,1845
5710,jam,1846
5731,jam,1847
5756,jam,1848
5784,jam,1849
5815,jam,1850
5850,jam,1851
5888,jam,1852
5929,jam,1853
5974,jam,1854
6023,jam,1855
6075,jam,1856
6131,jam,1857
6191,jam,1858
6254,jam,1859
6322,jam,1860
6393,jam,1861
6466,jam,1862
6539,jam,1863
6614,jam,1864
6690,jam,1865
6767,jam,1866
6846,jam,1867
6925,jam,1868
7007,jam,1869
6821,jam,1870
6560,jam,1871
6308,jam,1872
6060,jam,1873
5826,jam,1874
5600,jam,1875
5383,jam,1876
5170,jam,1877
4968,jam,1878
4970,jam,1879
6928,jam,1880
6143,jam,1881
4994,jam,1882
5541,jam,1883
6102,jam,1884
5905,jam,1885
5790,jam,1886
6499,jam,1887
6293,jam,1888
6892,jam,1889
7519,jam,1890
7088,jam,1891
6739,jam,1892
7030,jam,1893
7084,jam,1894
7603,jam,1895
7486,jam,1896
7497,jam,1897
7377,jam,1898
7130,jam,1899
7259,jam,1900
7033,jam,1901
7215,jam,1902
8590,jam,1903
9146,jam,1904
8065,jam,1905
9741,jam,1906
11090,jam,1907
8569,jam,1908
8782,jam,1909
8995,jam,1910
9464,jam,1911
9726,jam,1912
8544,jam,1913
8213,jam,1914
8526,jam,1915
8861,jam,1916
9677,jam,1917
9540,jam,1918
9107,jam,1919
10060,jam,1920
11180,jam,1921
9813,jam,1922
9260,jam,1923
8489,jam,1924
8870,jam,1925
8891,jam,1926
9462,jam,1927
8871,jam,1928
9373,jam,1929
8229,jam,1930
9193,jam,1931
8407,jam,1932
9119,jam,1933
7946,jam,1934
8459,jam,1935
8037,jam,1936
7162,jam,1937
8051,jam,1938
7530,jam,1939
6921,jam,1940
6381,jam,1941
5988,jam,1942
5669,jam,1943
6177,jam,1944
6468,jam,1945
6192,jam,1946
6011,jam,1947
5835,jam,1948
5698,jam,1949
6212,jam,1950
6081,jam,1951
5708,jam,1952
5692,jam,1953
5674,jam,1954
5627,jam,1955
5633,jam,1956
5613,jam,1957
5564,jam,1958
5490,jam,1959
5408,jam,1960
5297,jam,1961
5189,jam,1962
5076,jam,1963
4951,jam,1964
4799,jam,1965
4635,jam,1966
4448,jam,1967
4250,jam,1968
4038,jam,1969
3835,jam,1970
3604,jam,1971
3390,jam,1972
3193,jam,1973
3018,jam,1974
2865,jam,1975
2722,jam,1976
2595,jam,1977
2490,jam,1978
2424,jam,1979
2387,jam,1980
2374,jam,1981
2396,jam,1982
2420,jam,1983
2422,jam,1984
2377,jam,1985
2296,jam,1986
2167,jam,1987
2024,jam,1988
1892,jam,1989
1791,jam,1990
1712,jam,1991
1665,jam,1992
1633,jam,1993
1603,jam,1994
1563,jam,1995
1514,jam,1996
1463,jam,1997
1399,jam,1998
1338,jam,1999
1269,jam,2000
1196,jam,2001
1120,jam,2002
1043,jam,2003
980,jam,2004
935,jam,2005
909,jam,2006
894,jam,2007
886,jam,2008
870,jam,2009
843,jam,2010
799,jam,2011
749,jam,2012
694,jam,2013
652,jam,2014
631,jam,2015
325900,jpn,1800
328400,jpn,1801
330800,jpn,1802
333300,jpn,1803
335800,jpn,1804
338300,jpn,1805
340100,jpn,1806
342600,jpn,1807
345100,jpn,1808
347600,jpn,1809
350200,jpn,1810
352700,jpn,1811
355200,jpn,1812
355600,jpn,1813
356700,jpn,1814
357100,jpn,1815
358200,jpn,1816
358600,jpn,1817
359000,jpn,1818
360200,jpn,1819
360600,jpn,1820
361700,jpn,1821
362100,jpn,1822
363200,jpn,1823
363600,jpn,1824
364000,jpn,1825
365100,jpn,1826
365500,jpn,1827
366600,jpn,1828
367000,jpn,1829
368100,jpn,1830
368500,jpn,1831
368900,jpn,1832
370000,jpn,1833
370400,jpn,1834
371500,jpn,1835
371900,jpn,1836
373000,jpn,1837
373400,jpn,1838
374500,jpn,1839
375700,jpn,1840
377600,jpn,1841
378800,jpn,1842
380100,jpn,1843
381400,jpn,1844
382800,jpn,1845
384900,jpn,1846
386400,jpn,1847
388000,jpn,1848
389600,jpn,1849
391200,jpn,1850
393600,jpn,1851
395300,jpn,1852
397100,jpn,1853
399000,jpn,1854
400900,jpn,1855
403600,jpn,1856
405600,jpn,1857
407600,jpn,1858
409800,jpn,1859
412000,jpn,1860
415000,jpn,1861
417400,jpn,1862
419800,jpn,1863
410600,jpn,1864
400600,jpn,1865
390100,jpn,1866
380900,jpn,1867
371700,jpn,1868
360400,jpn,1869
351200,jpn,1870
341900,jpn,1871
331400,jpn,1872
292400,jpn,1873
302000,jpn,1874
314200,jpn,1875
326500,jpn,1876
319600,jpn,1877
314000,jpn,1878
312600,jpn,1879
316200,jpn,1880
335800,jpn,1881
328100,jpn,1882
357500,jpn,1883
344300,jpn,1884
360600,jpn,1885
370500,jpn,1886
372300,jpn,1887
412500,jpn,1888
424200,jpn,1889
398500,jpn,1890
376900,jpn,1891
419700,jpn,1892
408100,jpn,1893
419200,jpn,1894
430400,jpn,1895
440300,jpn,1896
457900,jpn,1897
467000,jpn,1898
471900,jpn,1899
470800,jpn,1900
507000,jpn,1901
506000,jpn,1902
493900,jpn,1903
474300,jpn,1904
468200,jpn,1905
454300,jpn,1906
524100,jpn,1907
536100,jpn,1908
542900,jpn,1909
529500,jpn,1910
546900,jpn,1911
535100,jpn,1912
532700,jpn,1913
539500,jpn,1914
513500,jpn,1915
519600,jpn,1916
513900,jpn,1917
498200,jpn,1918
488500,jpn,1919
544100,jpn,1920
565400,jpn,1921
528300,jpn,1922
539300,jpn,1923
502700,jpn,1924
472300,jpn,1925
456100,jpn,1926
466300,jpn,1927
467500,jpn,1928
470400,jpn,1929
406900,jpn,1930
436500,jpn,1931
383700,jpn,1932
401600,jpn,1933
415800,jpn,1934
346000,jpn,1935
387900,jpn,1936
345700,jpn,1937
383900,jpn,1938
353300,jpn,1939
287200,jpn,1940
265500,jpn,1941
274600,jpn,1942
279900,jpn,1943
292800,jpn,1944
306200,jpn,1945
320200,jpn,1946
334900,jpn,1947
226200,jpn,1948
230200,jpn,1949
222400,jpn,1950
183300,jpn,1951
150800,jpn,1952
126400,jpn,1953
108300,jpn,1954
94840,jpn,1955
84540,jpn,1956
77530,jpn,1957
72500,jpn,1958
68170,jpn,1959
63790,jpn,1960
59520,jpn,1961
55160,jpn,1962
50970,jpn,1963
47120,jpn,1964
43560,jpn,1965
40450,jpn,1966
37670,jpn,1967
35110,jpn,1968
33310,jpn,1969
32060,jpn,1970
31160,jpn,1971
30920,jpn,1972
30550,jpn,1973
29520,jpn,1974
27660,jpn,1975
25110,jpn,1976
22080,jpn,1977
18850,jpn,1978
16190,jpn,1979
14280,jpn,1980
12930,jpn,1981
12360,jpn,1982
12080,jpn,1983
11880,jpn,1984
11360,jpn,1985
10610,jpn,1986
9775,jpn,1987
8963,jpn,1988
8199,jpn,1989
7732,jpn,1990
7403,jpn,1991
7198,jpn,1992
7083,jpn,1993
6992,jpn,1994
6771,jpn,1995
6544,jpn,1996
6196,jpn,1997
5957,jpn,1998
5584,jpn,1999
5316,jpn,2000
5037,jpn,2001
4735,jpn,2002
4542,jpn,2003
4354,jpn,2004
4080,jpn,2005
3930,jpn,2006
3805,jpn,2007
3693,jpn,2008
3580,jpn,2009
3461,jpn,2010
3670,jpn,2011
3222,jpn,2012
3094,jpn,2013
2964,jpn,2014
2834,jpn,2015
4384,jor,1800
4384,jor,1801
4384,jor,1802
4384,jor,1803
4384,jor,1804
4384,jor,1805
4384,jor,1806
4384,jor,1807
4384,jor,1808
4384,jor,1809
4384,jor,1810
4384,jor,1811
4386,jor,1812
4389,jor,1813
4392,jor,1814
4397,jor,1815
4402,jor,1816
4408,jor,1817
4415,jor,1818
4422,jor,1819
4431,jor,1820
4441,jor,1821
4451,jor,1822
4462,jor,1823
4475,jor,1824
4488,jor,1825
4502,jor,1826
4517,jor,1827
4533,jor,1828
4550,jor,1829
4567,jor,1830
4586,jor,1831
4605,jor,1832
4623,jor,1833
4642,jor,1834
4661,jor,1835
4680,jor,1836
4699,jor,1837
4719,jor,1838
4738,jor,1839
4757,jor,1840
4776,jor,1841
4796,jor,1842
4815,jor,1843
4835,jor,1844
4855,jor,1845
4875,jor,1846
4895,jor,1847
4915,jor,1848
4935,jor,1849
4955,jor,1850
4972,jor,1851
4990,jor,1852
5007,jor,1853
5025,jor,1854
5043,jor,1855
5060,jor,1856
5078,jor,1857
5096,jor,1858
5114,jor,1859
5132,jor,1860
5150,jor,1861
5170,jor,1862
5190,jor,1863
5210,jor,1864
5231,jor,1865
5253,jor,1866
5276,jor,1867
5299,jor,1868
5322,jor,1869
5347,jor,1870
5372,jor,1871
5398,jor,1872
5421,jor,1873
5448,jor,1874
5476,jor,1875
5505,jor,1876
5533,jor,1877
5564,jor,1878
5595,jor,1879
5627,jor,1880
5659,jor,1881
5691,jor,1882
5723,jor,1883
5756,jor,1884
5788,jor,1885
5821,jor,1886
5854,jor,1887
5887,jor,1888
5921,jor,1889
5955,jor,1890
5989,jor,1891
6023,jor,1892
6057,jor,1893
6092,jor,1894
6126,jor,1895
6160,jor,1896
6193,jor,1897
6226,jor,1898
6258,jor,1899
6289,jor,1900
6320,jor,1901
6348,jor,1902
6377,jor,1903
6405,jor,1904
6432,jor,1905
6458,jor,1906
6482,jor,1907
6506,jor,1908
6529,jor,1909
6552,jor,1910
6572,jor,1911
6594,jor,1912
6615,jor,1913
6639,jor,1914
6664,jor,1915
6689,jor,1916
6714,jor,1917
6744,jor,1918
6774,jor,1919
6803,jor,1920
6832,jor,1921
6861,jor,1922
6891,jor,1923
6920,jor,1924
6950,jor,1925
6998,jor,1926
7056,jor,1927
7104,jor,1928
7153,jor,1929
7208,jor,1930
7262,jor,1931
7316,jor,1932
7369,jor,1933
7422,jor,1934
7475,jor,1935
7321,jor,1936
7190,jor,1937
7036,jor,1938
6884,jor,1939
6732,jor,1940
6665,jor,1941
6599,jor,1942
6532,jor,1943
6466,jor,1944
7555,jor,1945
7227,jor,1946
6920,jor,1947
6629,jor,1948
6342,jor,1949
6036,jor,1950
6082,jor,1951
5957,jor,1952
5830,jor,1953
5769,jor,1954
5805,jor,1955
5924,jor,1956
6090,jor,1957
6273,jor,1958
6407,jor,1959
6455,jor,1960
6506,jor,1961
6471,jor,1962
6426,jor,1963
6456,jor,1964
6598,jor,1965
6646,jor,1966
6741,jor,1967
6835,jor,1968
6873,jor,1969
6830,jor,1970
6903,jor,1971
6901,jor,1972
6817,jor,1973
6653,jor,1974
6405,jor,1975
6113,jor,1976
5747,jor,1977
5380,jor,1978
5079,jor,1979
4901,jor,1980
4789,jor,1981
4778,jor,1982
4808,jor,1983
4818,jor,1984
4759,jor,1985
4631,jor,1986
4440,jor,1987
4250,jor,1988
4129,jor,1989
4101,jor,1990
4101,jor,1991
4192,jor,1992
4319,jor,1993
4414,jor,1994
4421,jor,1995
4457,jor,1996
4415,jor,1997
4317,jor,1998
4210,jor,1999
4103,jor,2000
3967,jor,2001
3845,jor,2002
3740,jor,2003
3674,jor,2004
3660,jor,2005
3642,jor,2006
3662,jor,2007
3719,jor,2008
3773,jor,2009
3788,jor,2010
3826,jor,2011
3845,jor,2012
3829,jor,2013
3786,jor,2014
3670,jor,2015
45330,kaz,1800
45330,kaz,1801
45330,kaz,1802
45330,kaz,1803
45330,kaz,1804
45330,kaz,1805
45330,kaz,1806
45330,kaz,1807
45330,kaz,1808
45330,kaz,1809
45330,kaz,1810
45350,kaz,1811
45390,kaz,1812
45450,kaz,1813
45530,kaz,1814
45630,kaz,1815
45760,kaz,1816
45900,kaz,1817
46060,kaz,1818
46250,kaz,1819
46450,kaz,1820
46680,kaz,1821
46930,kaz,1822
47200,kaz,1823
47500,kaz,1824
47820,kaz,1825
48160,kaz,1826
48520,kaz,1827
48910,kaz,1828
49320,kaz,1829
49750,kaz,1830
50210,kaz,1831
50670,kaz,1832
51130,kaz,1833
51600,kaz,1834
52080,kaz,1835
52560,kaz,1836
53040,kaz,1837
53530,kaz,1838
54020,kaz,1839
54510,kaz,1840
55020,kaz,1841
55520,kaz,1842
56030,kaz,1843
56550,kaz,1844
57060,kaz,1845
57590,kaz,1846
58120,kaz,1847
58650,kaz,1848
59190,kaz,1849
59740,kaz,1850
60280,kaz,1851
60830,kaz,1852
61390,kaz,1853
61950,kaz,1854
62510,kaz,1855
63090,kaz,1856
63660,kaz,1857
64240,kaz,1858
64830,kaz,1859
65420,kaz,1860
66020,kaz,1861
66620,kaz,1862
67230,kaz,1863
68860,kaz,1864
70530,kaz,1865
72450,kaz,1866
74200,kaz,1867
76000,kaz,1868
76690,kaz,1869
77160,kaz,1870
77870,kaz,1871
78350,kaz,1872
79040,kaz,1873
79290,kaz,1874
79540,kaz,1875
79800,kaz,1876
80040,kaz,1877
80290,kaz,1878
80540,kaz,1879
80800,kaz,1880
81040,kaz,1881
81300,kaz,1882
81550,kaz,1883
81790,kaz,1884
82050,kaz,1885
82310,kaz,1886
82560,kaz,1887
82820,kaz,1888
83070,kaz,1889
83340,kaz,1890
83600,kaz,1891
83860,kaz,1892
84120,kaz,1893
84370,kaz,1894
84630,kaz,1895
84760,kaz,1896
85000,kaz,1897
86140,kaz,1898
87020,kaz,1899
88270,kaz,1900
88080,kaz,1901
88130,kaz,1902
88020,kaz,1903
88050,kaz,1904
87800,kaz,1905
87920,kaz,1906
87620,kaz,1907
87580,kaz,1908
87400,kaz,1909
87340,kaz,1910
86730,kaz,1911
86260,kaz,1912
85650,kaz,1913
85040,kaz,1914
84560,kaz,1915
83950,kaz,1916
83600,kaz,1917
83120,kaz,1918
82510,kaz,1919
81910,kaz,1920
81420,kaz,1921
80810,kaz,1922
80200,kaz,1923
79700,kaz,1924
79090,kaz,1925
78010,kaz,1926
76440,kaz,1927
75130,kaz,1928
73590,kaz,1929
71790,kaz,1930
70020,kaz,1931
68300,kaz,1932
66580,kaz,1933
65140,kaz,1934
63490,kaz,1935
61870,kaz,1936
60280,kaz,1937
58700,kaz,1938
57160,kaz,1939
55030,kaz,1940
53140,kaz,1941
51100,kaz,1942
49100,kaz,1943
47140,kaz,1944
45230,kaz,1945
43550,kaz,1946
41720,kaz,1947
39940,kaz,1948
38180,kaz,1949
36480,kaz,1950
37260,kaz,1951
38660,kaz,1952
40110,kaz,1953
41220,kaz,1954
42370,kaz,1955
43140,kaz,1956
43910,kaz,1957
44420,kaz,1958
44400,kaz,1959
44250,kaz,1960
43430,kaz,1961
42280,kaz,1962
40710,kaz,1963
38820,kaz,1964
36770,kaz,1965
34720,kaz,1966
32850,kaz,1967
31250,kaz,1968
29940,kaz,1969
28910,kaz,1970
25760,kaz,1971
26560,kaz,1972
27830,kaz,1973
28960,kaz,1974
29380,kaz,1975
29230,kaz,1976
28400,kaz,1977
27190,kaz,1978
26000,kaz,1979
25140,kaz,1980
24550,kaz,1981
24210,kaz,1982
24000,kaz,1983
23860,kaz,1984
23590,kaz,1985
23340,kaz,1986
23070,kaz,1987
22690,kaz,1988
22030,kaz,1989
21050,kaz,1990
19940,kaz,1991
18520,kaz,1992
16770,kaz,1993
15060,kaz,1994
13480,kaz,1995
12140,kaz,1996
11000,kaz,1997
10180,kaz,1998
9643,kaz,1999
9335,kaz,2000
9064,kaz,2001
9054,kaz,2002
9155,kaz,2003
9285,kaz,2004
9324,kaz,2005
9255,kaz,2006
9069,kaz,2007
8785,kaz,2008
8393,kaz,2009
7944,kaz,2010
7439,kaz,2011
6970,kaz,2012
6489,kaz,2013
5994,kaz,2014
5528,kaz,2015
62180,ken,1800
62180,ken,1801
62180,ken,1802
62180,ken,1803
62180,ken,1804
62180,ken,1805
62180,ken,1806
62180,ken,1807
62180,ken,1808
62180,ken,1809
62180,ken,1810
62180,ken,1811
62180,ken,1812
62180,ken,1813
62180,ken,1814
62180,ken,1815
62180,ken,1816
62180,ken,1817
62180,ken,1818
62180,ken,1819
62180,ken,1820
62180,ken,1821
62180,ken,1822
62180,ken,1823
62180,ken,1824
62180,ken,1825
62180,ken,1826
62180,ken,1827
62180,ken,1828
62180,ken,1829
62180,ken,1830
62180,ken,1831
62180,ken,1832
62180,ken,1833
62180,ken,1834
62180,ken,1835
62180,ken,1836
62180,ken,1837
62180,ken,1838
62180,ken,1839
62180,ken,1840
62180,ken,1841
62180,ken,1842
62180,ken,1843
62180,ken,1844
62180,ken,1845
62180,ken,1846
62180,ken,1847
62180,ken,1848
62180,ken,1849
62180,ken,1850
62210,ken,1851
62230,ken,1852
62260,ken,1853
62290,ken,1854
62310,ken,1855
62340,ken,1856
62370,ken,1857
62400,ken,1858
62420,ken,1859
62450,ken,1860
62470,ken,1861
62500,ken,1862
62530,ken,1863
62560,ken,1864
62580,ken,1865
62610,ken,1866
62640,ken,1867
62660,ken,1868
62690,ken,1869
62720,ken,1870
62740,ken,1871
62770,ken,1872
62800,ken,1873
62820,ken,1874
62850,ken,1875
62880,ken,1876
62900,ken,1877
62930,ken,1878
62960,ken,1879
62980,ken,1880
63010,ken,1881
63040,ken,1882
63060,ken,1883
63090,ken,1884
63120,ken,1885
63140,ken,1886
63170,ken,1887
63200,ken,1888
63220,ken,1889
63250,ken,1890
63280,ken,1891
63300,ken,1892
63330,ken,1893
63350,ken,1894
63380,ken,1895
63390,ken,1896
63400,ken,1897
63400,ken,1898
63400,ken,1899
63380,ken,1900
63350,ken,1901
63310,ken,1902
63260,ken,1903
63210,ken,1904
63140,ken,1905
63060,ken,1906
62970,ken,1907
62870,ken,1908
62770,ken,1909
62650,ken,1910
62540,ken,1911
62410,ken,1912
62350,ken,1913
62290,ken,1914
62230,ken,1915
62170,ken,1916
62110,ken,1917
62010,ken,1918
61920,ken,1919
61840,ken,1920
62090,ken,1921
62700,ken,1922
64230,ken,1923
65790,ken,1924
67400,ken,1925
69430,ken,1926
71210,ken,1927
71860,ken,1928
72720,ken,1929
75970,ken,1930
79370,ken,1931
82720,ken,1932
85770,ken,1933
89000,ken,1934
91900,ken,1935
95020,ken,1936
97800,ken,1937
100500,ken,1938
103100,ken,1939
105700,ken,1940
106000,ken,1941
106300,ken,1942
106400,ken,1943
106400,ken,1944
106300,ken,1945
106100,ken,1946
105800,ken,1947
105500,ken,1948
105100,ken,1949
104600,ken,1950
101500,ken,1951
96290,ken,1952
93490,ken,1953
90520,ken,1954
87650,ken,1955
84960,ken,1956
82280,ken,1957
79830,ken,1958
77800,ken,1959
76300,ken,1960
75100,ken,1961
74440,ken,1962
74290,ken,1963
74480,ken,1964
74990,ken,1965
75640,ken,1966
76260,ken,1967
76840,ken,1968
77540,ken,1969
78370,ken,1970
79390,ken,1971
80430,ken,1972
81410,ken,1973
82090,ken,1974
82580,ken,1975
82740,ken,1976
82460,ken,1977
82030,ken,1978
81760,ken,1979
81700,ken,1980
81860,ken,1981
82270,ken,1982
82980,ken,1983
84020,ken,1984
85500,ken,1985
87390,ken,1986
89880,ken,1987
92870,ken,1988
96200,ken,1989
99740,ken,1990
103200,ken,1991
106200,ken,1992
108900,ken,1993
111300,ken,1994
113600,ken,1995
116200,ken,1996
118700,ken,1997
120800,ken,1998
122200,ken,1999
122600,ken,2000
122100,ken,2001
120700,ken,2002
118300,ken,2003
115200,ken,2004
111200,ken,2005
107300,ken,2006
103200,ken,2007
96540,ken,2008
92040,ken,2009
88170,ken,2010
84090,ken,2011
80930,ken,2012
78650,ken,2013
76420,ken,2014
74430,ken,2015
322,kir,1800
321,kir,1801
319,kir,1802
318,kir,1803
317,kir,1804
316,kir,1805
315,kir,1806
314,kir,1807
312,kir,1808
311,kir,1809
310,kir,1810
309,kir,1811
308,kir,1812
307,kir,1813
306,kir,1814
305,kir,1815
304,kir,1816
303,kir,1817
302,kir,1818
302,kir,1819
301,kir,1820
300,kir,1821
300,kir,1822
299,kir,1823
299,kir,1824
299,kir,1825
298,kir,1826
298,kir,1827
297,kir,1828
297,kir,1829
297,kir,1830
297,kir,1831
296,kir,1832
296,kir,1833
296,kir,1834
295,kir,1835
296,kir,1836
295,kir,1837
295,kir,1838
295,kir,1839
294,kir,1840
294,kir,1841
294,kir,1842
294,kir,1843
294,kir,1844
293,kir,1845
293,kir,1846
293,kir,1847
293,kir,1848
292,kir,1849
292,kir,1850
293,kir,1851
294,kir,1852
295,kir,1853
296,kir,1854
297,kir,1855
298,kir,1856
299,kir,1857
299,kir,1858
301,kir,1859
301,kir,1860
302,kir,1861
303,kir,1862
304,kir,1863
305,kir,1864
306,kir,1865
307,kir,1866
308,kir,1867
308,kir,1868
309,kir,1869
310,kir,1870
311,kir,1871
312,kir,1872
313,kir,1873
314,kir,1874
315,kir,1875
316,kir,1876
317,kir,1877
317,kir,1878
318,kir,1879
319,kir,1880
320,kir,1881
321,kir,1882
322,kir,1883
323,kir,1884
323,kir,1885
324,kir,1886
325,kir,1887
326,kir,1888
327,kir,1889
328,kir,1890
329,kir,1891
329,kir,1892
330,kir,1893
331,kir,1894
332,kir,1895
333,kir,1896
334,kir,1897
335,kir,1898
335,kir,1899
336,kir,1900
337,kir,1901
338,kir,1902
339,kir,1903
339,kir,1904
340,kir,1905
341,kir,1906
342,kir,1907
343,kir,1908
344,kir,1909
344,kir,1910
345,kir,1911
346,kir,1912
347,kir,1913
348,kir,1914
349,kir,1915
349,kir,1916
350,kir,1917
350,kir,1918
349,kir,1919
349,kir,1920
349,kir,1921
349,kir,1922
348,kir,1923
348,kir,1924
348,kir,1925
347,kir,1926
347,kir,1927
347,kir,1928
347,kir,1929
349,kir,1930
351,kir,1931
353,kir,1932
355,kir,1933
357,kir,1934
358,kir,1935
360,kir,1936
362,kir,1937
364,kir,1938
366,kir,1939
368,kir,1940
370,kir,1941
371,kir,1942
373,kir,1943
375,kir,1944
377,kir,1945
378,kir,1946
380,kir,1947
382,kir,1948
383,kir,1949
385,kir,1950
390,kir,1951
400,kir,1952
408,kir,1953
410,kir,1954
410,kir,1955
409,kir,1956
406,kir,1957
402,kir,1958
397,kir,1959
390,kir,1960
381,kir,1961
371,kir,1962
351,kir,1963
337,kir,1964
321,kir,1965
306,kir,1966
289,kir,1967
272,kir,1968
256,kir,1969
242,kir,1970
229,kir,1971
218,kir,1972
210,kir,1973
207,kir,1974
208,kir,1975
215,kir,1976
227,kir,1977
240,kir,1978
253,kir,1979
262,kir,1980
267,kir,1981
265,kir,1982
260,kir,1983
255,kir,1984
253,kir,1985
252,kir,1986
253,kir,1987
255,kir,1988
254,kir,1989
248,kir,1990
240,kir,1991
230,kir,1992
219,kir,1993
210,kir,1994
204,kir,1995
199,kir,1996
197,kir,1997
195,kir,1998
190,kir,1999
181,kir,2000
167,kir,2001
150,kir,2002
133,kir,2003
123,kir,2004
124,kir,2005
134,kir,2006
156,kir,2007
182,kir,2008
203,kir,2009
214,kir,2010
214,kir,2011
204,kir,2012
188,kir,2013
173,kir,2014
162,kir,2015
92230,prk,1800
92230,prk,1801
92230,prk,1802
92230,prk,1803
92230,prk,1804
92230,prk,1805
92230,prk,1806
92230,prk,1807
92230,prk,1808
92230,prk,1809
92230,prk,1810
92240,prk,1811
92240,prk,1812
92250,prk,1813
92270,prk,1814
92280,prk,1815
92300,prk,1816
92330,prk,1817
92350,prk,1818
92380,prk,1819
92420,prk,1820
92450,prk,1821
92490,prk,1822
92540,prk,1823
92580,prk,1824
92630,prk,1825
92680,prk,1826
92740,prk,1827
92800,prk,1828
92860,prk,1829
92930,prk,1830
93000,prk,1831
93070,prk,1832
93140,prk,1833
93210,prk,1834
93280,prk,1835
93350,prk,1836
93420,prk,1837
93490,prk,1838
93560,prk,1839
93630,prk,1840
93700,prk,1841
93770,prk,1842
93840,prk,1843
