geo,all_forms_of_tb_new_cases_per_100000_reported,time
nic,81,1987
nic,72,1988
nic,80,1989
nic,71,1990
nic,66,1991
nic,66,1992
nic,63,1993
nic,60,1994
nic,61,1995
nic,63,1996
nic,58,1997
nic,53,1998
nic,51,1999
nic,47,2000
nic,47,2001
nic,40,2002
nic,43,2003
nic,41,2004
nic,35,2005
nic,36,2006
nic,41,2007
ner,12,1980
ner,45,1981
ner,11,1982
ner,10,1983
ner,9,1984
ner,10,1985
ner,8,1986
ner,7,1987
ner,8,1988
ner,7,1989
ner,66,1990
ner,7,1993
ner,42,1994
ner,21,1995
ner,40,1997
ner,49,1998
ner,36,1999
ner,42,2000
ner,44,2001
ner,43,2002
ner,57,2003
ner,53,2004
ner,59,2005
ner,62,2006
ner,65,2007
nga,14,1980
nga,15,1981
nga,15,1982
nga,14,1983
nga,15,1984
nga,19,1985
nga,17,1986
nga,24,1987
nga,30,1988
nga,15,1989
nga,21,1990
nga,20,1991
nga,15,1992
nga,11,1993
nga,8,1994
nga,12,1995
nga,13,1996
nga,14,1997
nga,17,1998
nga,20,1999
nga,21,2000
nga,36,2001
nga,29,2002
nga,33,2003
nga,41,2004
nga,44,2005
nga,49,2006
nga,56,2007
niu,31,1980
niu,0,1981
niu,69,1982
niu,110,1983
niu,39,1984
niu,0,1985
niu,216,1986
niu,0,1987
niu,141,1988
niu,0,1990
niu,89,1992
niu,44,1993
niu,88,1994
niu,0,1995
niu,91,1996
niu,0,1997
niu,0,1998
niu,51,1999
niu,0,2000
niu,0,2001
niu,228,2002
niu,0,2003
niu,0,2004
niu,0,2005
niu,0,2006
niu,0,2007
mnp,147,1981
mnp,397,1982
mnp,362,1983
mnp,258,1984
mnp,254,1985
mnp,56,1986
mnp,173,1987
mnp,74,1988
mnp,69,1989
mnp,64,1990
mnp,135,1992
mnp,83,1994
mnp,83,1995
mnp,85,1996
mnp,149,1997
mnp,150,1998
mnp,99,1999
mnp,109,2000
mnp,81,2001
mnp,72,2002
mnp,59,2003
mnp,68,2004
mnp,71,2005
mnp,62,2006
mnp,52,2007
nor,12,1980
nor,11,1981
nor,11,1982
nor,10,1983
nor,9,1984
nor,9,1985
nor,8,1986
nor,7,1987
nor,7,1988
nor,6,1989
nor,7,1990
nor,7,1991
nor,7,1992
nor,6,1993
nor,6,1994
nor,5,1995
nor,5,1996
nor,5,1997
nor,6,1998
nor,5,1999
nor,5,2000
nor,6,2001
nor,5,2002
nor,7,2003
nor,6,2004
nor,6,2005
nor,6,2006
nor,6,2007
omn,158,1980
omn,74,1981
omn,68,1982
omn,58,1983
omn,58,1984
omn,56,1985
omn,79,1986
omn,37,1987
omn,28,1988
omn,27,1989
omn,26,1990
omn,23,1991
omn,19,1992
omn,14,1993
omn,14,1994
omn,13,1995
omn,13,1996
omn,13,1997
omn,12,1998
omn,11,1999
omn,13,2000
omn,12,2001
omn,12,2002
omn,10,2003
omn,12,2004
omn,10,2005
omn,13,2006
omn,13,2007
pak,399,1980
pak,396,1981
pak,384,1982
pak,134,1983
pak,100,1984
pak,118,1985
pak,152,1986
pak,177,1987
pak,185,1988
pak,157,1989
pak,139,1990
pak,167,1991
pak,60,1993
pak,10,1995
pak,3,1996
pak,65,1998
pak,15,1999
pak,8,2000
pak,23,2001
pak,35,2002
pak,46,2003
pak,61,2004
pak,90,2005
pak,110,2006
pak,141,2007
plw,139,1980
plw,80,1981
plw,133,1982
plw,106,1983
plw,147,1984
plw,186,1985
plw,91,1986
plw,263,1987
plw,116,1988
plw,20,1989
plw,39,1991
plw,25,1992
plw,155,1993
plw,247,1994
plw,111,1995
plw,29,1996
plw,83,1997
plw,169,1999
plw,56,2002
plw,45,2003
plw,25,2004
plw,50,2005
plw,59,2006
plw,54,2007
pan,33,1980
pan,29,1981
pan,28,1982
pan,21,1983
pan,19,1984
pan,28,1985
pan,32,1986
pan,34,1987
pan,33,1988
pan,28,1989
pan,35,1990
pan,35,1991
pan,30,1992
pan,45,1993
pan,32,1994
pan,49,1995
pan,48,1996
pan,53,1997
pan,50,1998
pan,48,1999
pan,40,2000
pan,57,2001
pan,51,2002
pan,52,2003
pan,54,2004
pan,51,2005
pan,50,2006
pan,48,2007
png,78,1980
png,76,1981
png,81,1982
png,85,1983
png,98,1984
png,94,1985
png,77,1986
png,59,1987
png,109,1988
png,85,1989
png,60,1990
png,80,1991
png,58,1992
png,167,1993
png,116,1994
png,171,1995
png,66,1996
png,161,1997
png,221,1998
png,248,1999
png,195,2000
png,229,2001
png,198,2002
png,221,2003
png,215,2004
png,207,2005
png,203,2006
png,237,2007
pry,43,1980
pry,43,1981
pry,43,1982
pry,53,1983
pry,49,1984
pry,54,1985
pry,44,1986
pry,39,1987
pry,36,1988
pry,55,1989
pry,51,1990
pry,52,1991
pry,43,1992
pry,44,1993
pry,39,1994
pry,36,1995
pry,42,1996
pry,39,1997
pry,36,1998
pry,40,1999
pry,36,2000
pry,38,2001
pry,38,2002
pry,38,2003
pry,40,2004
pry,35,2005
pry,41,2006
pry,37,2007
per,92,1980
per,123,1981
per,119,1982
per,122,1983
per,120,1984
per,125,1985
per,124,1986
per,150,1987
per,177,1988
per,167,1989
per,174,1990
per,183,1991
per,232,1992
per,224,1993
per,207,1994
per,190,1995
per,172,1996
per,171,1997
per,175,1998
per,159,1999
per,151,2000
per,143,2001
per,137,2002
per,117,2003
per,123,2004
per,123,2005
per,124,2006
per,116,2007
phl,234,1980
phl,237,1981
phl,207,1982
phl,205,1983
phl,287,1984
phl,278,1985
phl,276,1986
phl,288,1987
phl,314,1988
phl,364,1989
phl,518,1990
phl,331,1991
phl,368,1992
phl,272,1993
phl,268,1994
phl,174,1995
phl,236,1996
phl,273,1997
phl,222,1998
phl,195,1999
phl,157,2000
phl,138,2001
phl,149,2002
phl,164,2003
phl,158,2004
phl,162,2005
phl,171,2006
phl,160,2007
pol,73,1980
pol,67,1981
pol,65,1982
pol,64,1983
pol,61,1984
pol,58,1985
pol,55,1986
pol,52,1987
pol,49,1988
pol,43,1989
pol,42,1990
pol,43,1991
pol,43,1992
pol,44,1993
pol,43,1994
pol,41,1995
pol,40,1996
pol,36,1997
pol,35,1998
pol,32,1999
pol,28,2000
pol,26,2001
pol,26,2002
pol,25,2003
pol,23,2004
pol,21,2005
pol,21,2006
pol,21,2007
prt,70,1980
prt,74,1981
prt,74,1982
prt,71,1983
prt,69,1984
prt,69,1985
prt,66,1986
prt,71,1987
prt,64,1988
prt,67,1989
prt,62,1990
prt,60,1991
prt,59,1992
prt,55,1993
prt,56,1994
prt,56,1995
prt,52,1996
prt,51,1997
prt,52,1998
prt,45,1999
prt,41,2000
prt,42,2001
prt,42,2002
prt,37,2003
prt,34,2004
prt,31,2005
prt,30,2006
prt,28,2007
pri,21,1980
pri,16,1981
pri,14,1982
pri,14,1983
pri,12,1984
pri,10,1985
pri,11,1986
pri,9,1987
pri,8,1988
pri,9,1989
pri,5,1990
pri,7,1991
pri,7,1993
pri,7,1994
pri,7,1995
pri,6,1996
pri,7,1997
pri,5,1998
pri,5,1999
pri,5,2000
pri,3,2001
pri,3,2002
pri,3,2003
pri,3,2004
pri,3,2005
pri,3,2006
pri,2,2007
qat,112,1980
qat,85,1981
qat,62,1982
qat,68,1983
qat,61,1984
qat,69,1985
qat,57,1986
qat,61,1987
qat,52,1988
qat,42,1989
qat,39,1990
qat,40,1991
qat,40,1993
qat,58,1995
qat,48,1996
qat,38,1997
qat,44,1998
qat,44,1999
qat,45,2000
qat,44,2001
qat,40,2002
qat,38,2003
qat,36,2004
qat,41,2005
qat,41,2006
qat,47,2007
kor,236,1980
kor,255,1981
kor,257,1982
kor,230,1983
kor,212,1984
kor,214,1985
kor,215,1986
kor,210,1987
kor,177,1988
kor,165,1989
kor,149,1990
kor,134,1991
kor,110,1992
kor,106,1993
kor,86,1994
kor,94,1995
kor,87,1996
kor,73,1997
kor,75,1998
kor,69,1999
kor,47,2000
kor,79,2001
kor,74,2002
kor,71,2003
kor,72,2004
kor,80,2005
kor,79,2006
kor,78,2007
mda,69,1980
mda,70,1981
mda,78,1982
mda,69,1983
mda,61,1984
mda,65,1985
mda,71,1986
mda,66,1987
mda,58,1988
mda,52,1989
mda,39,1990
mda,43,1991
mda,42,1992
mda,55,1993
mda,60,1994
mda,67,1995
mda,67,1996
mda,68,1997
mda,62,1998
mda,65,1999
mda,71,2000
mda,88,2001
mda,93,2002
mda,91,2003
mda,122,2004
mda,133,2005
mda,130,2006
mda,128,2007
rou,61,1980
rou,61,1981
rou,61,1982
rou,60,1983
rou,57,1984
rou,56,1985
rou,56,1986
rou,58,1987
rou,61,1988
rou,63,1989
rou,70,1990
rou,67,1991
rou,78,1992
rou,89,1993
rou,94,1994
rou,103,1995
rou,107,1996
rou,106,1997
rou,115,1998
rou,117,1999
rou,124,2000
rou,130,2001
rou,136,2002
rou,130,2003
rou,132,2004
rou,121,2005
rou,113,2006
rou,105,2007
rus,54,1980
rus,53,1981
rus,51,1982
rus,52,1983
rus,52,1984
rus,45,1985
rus,50,1986
rus,48,1987
rus,46,1988
rus,43,1989
rus,34,1990
rus,34,1991
rus,36,1992
rus,43,1993
rus,47,1994
rus,57,1995
rus,75,1996
rus,80,1997
rus,75,1998
rus,91,1999
rus,95,2000
rus,90,2001
rus,88,2002
rus,85,2003
rus,84,2004
rus,89,2005
rus,87,2006
rus,89,2007
rwa,29,1980
rwa,26,1981
rwa,24,1983
rwa,24,1984
rwa,22,1985
rwa,39,1986
rwa,49,1987
rwa,60,1988
rwa,67,1989
rwa,88,1990
rwa,45,1991
rwa,54,1995
rwa,60,1996
rwa,74,1997
rwa,87,1998
rwa,85,1999
rwa,75,2000
rwa,64,2001
rwa,69,2002
rwa,76,2003
rwa,72,2004
rwa,78,2005
rwa,86,2006
rwa,79,2007
kna,16,1980
kna,9,1981
kna,14,1982
kna,5,1983
kna,7,1984
kna,0,1985
kna,0,1986
kna,0,1987
kna,0,1988
kna,0,1989
kna,0,1990
kna,2,1991
kna,10,1992
kna,14,1993
kna,5,1994
kna,12,1995
kna,7,1996
kna,27,1997
kna,11,1998
kna,7,1999
kna,0,2000
kna,4,2001
kna,6,2002
kna,2,2003
kna,4,2004
kna,0,2005
kna,2,2006
kna,8,2007
lca,35,1980
lca,33,1981
lca,30,1982
lca,39,1983
lca,44,1984
lca,17,1985
lca,26,1986
lca,19,1987
lca,24,1988
lca,21,1989
lca,9,1990
lca,18,1991
lca,18,1992
lca,17,1994
lca,8,1995
lca,24,1996
lca,15,1997
lca,13,1998
lca,11,1999
lca,6,2000
lca,10,2001
lca,11,2002
lca,9,2003
lca,9,2004
lca,9,2005
lca,9,2006
lca,12,2007
vct,78,1980
vct,11,1981
vct,14,1982
vct,4,1983
vct,22,1984
vct,13,1985
vct,9,1986
vct,3,1987
vct,6,1988
vct,3,1989
vct,2,1990
vct,1,1991
vct,4,1992
vct,12,1993
vct,0,1994
vct,12,1995
vct,5,1996
vct,5,1997
vct,7,1998
vct,8,1999
vct,14,2000
vct,9,2001
vct,9,2002
vct,12,2003
vct,7,2004
vct,6,2005
vct,11,2006
vct,10,2007
wsm,38,1980
wsm,32,1981
wsm,28,1982
wsm,26,1983
wsm,24,1984
wsm,27,1985
wsm,41,1986
wsm,18,1987
wsm,18,1988
wsm,23,1989
wsm,27,1990
wsm,27,1991
wsm,16,1992
wsm,30,1993
wsm,27,1994
wsm,27,1995
wsm,18,1996
wsm,19,1997
wsm,13,1998
wsm,18,1999
wsm,24,2000
wsm,12,2001
wsm,17,2002
wsm,15,2003
wsm,19,2004
wsm,13,2005
wsm,13,2006
smr,4,1990
smr,4,1991
smr,12,1993
smr,8,1994
smr,8,1995
smr,0,1996
smr,4,1997
smr,0,1998
smr,0,1999
smr,4,2000
smr,0,2001
smr,4,2002
smr,3,2003
smr,0,2004
stp,139,1980
stp,38,1981
stp,41,1982
stp,59,1983
stp,48,1984
stp,39,1985
stp,8,1986
stp,51,1987
stp,12,1988
stp,15,1990
stp,101,1991
stp,79,1993
stp,33,1994
stp,78,1998
stp,70,1999
stp,69,2000
stp,68,2001
stp,65,2002
stp,310,2003
stp,81,2004
stp,89,2005
stp,99,2006
stp,59,2007
sau,114,1980
sau,81,1981
sau,79,1982
sau,66,1983
sau,59,1984
sau,31,1985
sau,27,1986
sau,21,1987
sau,16,1988
sau,16,1989
sau,15,1990
sau,13,1991
sau,12,1992
sau,14,1993
sau,14,1994
sau,16,1997
sau,16,1998
sau,17,1999
sau,17,2000
sau,16,2001
sau,15,2002
sau,15,2003
sau,14,2004
sau,15,2005
sau,16,2006
sau,16,2007
sen,34,1980
sen,42,1981
sen,26,1982
sen,37,1983
sen,16,1985
sen,13,1986
sen,84,1987
sen,75,1988
sen,77,1989
sen,63,1990
sen,83,1991
sen,89,1992
sen,80,1993
sen,78,1994
sen,84,1995
sen,92,1996
sen,87,1997
sen,86,1998
sen,74,1999
sen,82,2000
sen,81,2001
sen,77,2002
sen,84,2003
sen,79,2004
sen,83,2005
sen,84,2006
sen,83,2007
syc,25,1980
syc,0,1981
syc,24,1982
syc,24,1983
syc,15,1984
syc,15,1985
syc,35,1986
syc,20,1987
syc,14,1988
syc,8,1989
syc,57,1990
syc,7,1993
syc,11,1995
syc,20,1996
syc,23,1997
syc,14,1998
syc,26,1999
syc,25,2000
syc,23,2001
syc,35,2002
syc,12,2003
syc,21,2004
syc,16,2005
sle,23,1980
sle,26,1981
sle,26,1982
sle,9,1983
sle,23,1984
sle,24,1985
sle,10,1986
sle,3,1987
sle,3,1988
sle,15,1990
sle,36,1991
sle,40,1992
sle,65,1993
sle,62,1994
sle,47,1995
sle,78,1996
sle,75,1997
sle,76,1998
sle,83,2000
sle,99,2001
sle,97,2002
sle,102,2003
sle,106,2004
sle,121,2005
sle,140,2006
sle,161,2007
sgp,112,1980
sgp,98,1981
sgp,86,1982
sgp,80,1983
sgp,81,1984
sgp,72,1985
sgp,64,1986
sgp,57,1987
sgp,58,1988
sgp,55,1989
sgp,53,1990
sgp,59,1991
sgp,56,1992
sgp,56,1993
sgp,50,1994
sgp,54,1995
sgp,54,1996
sgp,53,1997
sgp,56,1998
sgp,46,1999
sgp,43,2000
sgp,37,2001
sgp,36,2002
sgp,37,2003
sgp,33,2004
sgp,31,2005
sgp,30,2006
sgp,31,2007
svk,50,1980
svk,46,1981
svk,45,1982
svk,44,1983
svk,42,1984
svk,39,1985
svk,39,1986
svk,35,1987
svk,32,1988
svk,29,1989
svk,28,1990
svk,31,1991
svk,33,1992
svk,34,1993
svk,33,1994
svk,29,1995
svk,28,1996
svk,24,1997
svk,24,1998
svk,20,1999
svk,19,2000
svk,18,2001
svk,18,2002
svk,17,2003
svk,12,2004
svk,13,2005
svk,12,2006
svk,12,2007
svn,59,1980
svn,51,1981
svn,53,1982
svn,50,1983
svn,48,1984
svn,49,1985
svn,43,1986
svn,42,1987
svn,40,1988
svn,40,1989
svn,37,1990
svn,30,1991
svn,33,1992
svn,33,1993
svn,27,1994
svn,27,1995
svn,29,1996
svn,24,1997
svn,23,1998
svn,21,1999
svn,19,2000
svn,18,2001
svn,17,2002
svn,14,2003
svn,12,2004
svn,13,2005
svn,10,2006
svn,11,2007
slb,116,1980
slb,132,1981
slb,132,1982
slb,119,1983
slb,128,1984
slb,139,1985
slb,104,1986
slb,115,1987
slb,125,1988
slb,159,1989
slb,122,1990
slb,96,1991
slb,110,1992
slb,107,1993
slb,94,1994
slb,97,1995
slb,80,1996
slb,83,1997
slb,75,1998
slb,71,1999
slb,73,2000
slb,68,2001
slb,58,2002
slb,65,2003
slb,74,2004
slb,84,2005
slb,77,2006
slb,80,2007
som,43,1983
som,42,1984
som,42,1985
som,47,1986
som,112,1987
som,41,1988
som,20,1989
som,32,1994
som,40,1995
som,62,1996
som,69,1997
som,65,1998
som,70,1999
som,81,2000
som,94,2001
som,99,2002
som,120,2003
som,148,2004
som,157,2005
som,140,2006
som,128,2007
zaf,189,1980
zaf,200,1981
zaf,208,1982
zaf,198,1983
zaf,194,1984
zaf,179,1985
zaf,162,1986
zaf,166,1987
zaf,174,1988
zaf,189,1989
zaf,220,1990
zaf,207,1991
zaf,214,1992
zaf,227,1993
zaf,223,1994
zaf,178,1995
zaf,258,1996
zaf,291,1997
zaf,323,1998
zaf,331,1999
zaf,333,2000
zaf,322,2001
zaf,462,2002
zaf,483,2003
zaf,562,2004
zaf,564,2005
zaf,628,2006
zaf,649,2007
esp,13,1980
esp,15,1981
esp,21,1982
esp,24,1983
esp,26,1984
esp,28,1985
esp,36,1986
esp,24,1987
esp,22,1988
esp,21,1989
esp,20,1990
esp,23,1991
esp,25,1992
esp,24,1993
esp,22,1995
esp,21,1996
esp,24,1997
esp,23,1998
esp,21,1999
esp,20,2000
esp,17,2001
esp,18,2002
esp,17,2003
esp,14,2004
esp,17,2005
esp,18,2006
esp,17,2007
lka,41,1980
lka,41,1981
lka,47,1982
lka,42,1983
lka,39,1984
lka,36,1985
lka,39,1986
lka,38,1987
lka,35,1988
lka,37,1989
lka,39,1990
lka,36,1991
lka,39,1992
lka,38,1993
lka,34,1994
lka,33,1995
lka,29,1996
lka,36,1997
lka,37,1998
lka,38,1999
lka,45,2000
lka,40,2001
lka,47,2002
lka,47,2003
lka,45,2004
lka,48,2005
lka,44,2006
lka,45,2007
sdn,165,1980
sdn,230,1981
sdn,6,1985
sdn,10,1986
sdn,3,1987
sdn,3,1988
sdn,3,1989
sdn,1,1990
sdn,62,1991
sdn,72,1992
sdn,134,1993
sdn,81,1994
sdn,49,1995
sdn,67,1996
sdn,67,1997
sdn,70,1998
sdn,82,1999
sdn,74,2000
sdn,70,2001
sdn,71,2002
sdn,71,2003
sdn,74,2004
sdn,75,2005
sdn,77,2006
sdn,76,2007
sur,22,1980
sur,23,1981
sur,15,1982
sur,21,1983
sur,20,1984
sur,13,1985
sur,15,1986
sur,20,1987
sur,19,1988
sur,18,1989
sur,20,1990
sur,12,1991
sur,14,1992
sur,11,1993
sur,13,1994
sur,13,1996
sur,18,1997
sur,20,1998
sur,22,1999
sur,20,2000
sur,17,2001
sur,22,2002
sur,21,2003
sur,22,2004
sur,26,2005
sur,28,2006
swz,23,1981
swz,469,1982
swz,291,1983
swz,141,1987
swz,167,1988
swz,166,1989
swz,172,1991
swz,158,1993
swz,214,1995
swz,242,1996
swz,303,1997
swz,358,1998
swz,401,1999
swz,555,2000
swz,569,2001
swz,619,2002
swz,703,2003
swz,724,2004
swz,717,2005
swz,730,2006
swz,779,2007
swe,11,1980
swe,11,1981
swe,9,1982
swe,10,1983
swe,9,1984
swe,8,1985
swe,8,1986
swe,6,1987
swe,6,1988
swe,7,1989
swe,7,1990
swe,6,1991
swe,7,1992
swe,7,1993
swe,6,1994
swe,6,1995
swe,6,1996
swe,5,1997
swe,5,1998
swe,5,1999
swe,5,2000
swe,4,2001
swe,4,2002
swe,4,2003
swe,5,2004
swe,6,2005
swe,5,2006
swe,5,2007
che,18,1980
che,19,1981
che,18,1982
che,17,1983
che,15,1984
che,15,1985
che,13,1986
che,15,1987
che,18,1988
che,16,1989
che,19,1990
che,16,1991
che,14,1992
che,13,1993
che,13,1994
che,12,1995
che,11,1996
che,10,1997
che,10,1998
che,10,1999
che,7,2000
che,7,2001
che,8,2002
che,8,2003
che,7,2004
che,7,2005
che,6,2006
che,6,2007
syr,19,1980
syr,20,1981
syr,19,1982
syr,19,1983
syr,20,1984
syr,20,1985
syr,35,1986
syr,37,1987
syr,41,1988
syr,44,1989
syr,47,1990
syr,43,1991
syr,40,1992
syr,36,1994
syr,30,1995
syr,35,1996
syr,32,1997
syr,34,1998
syr,34,1999
syr,31,2000
syr,29,2001
syr,27,2002
syr,27,2003
syr,25,2004
syr,23,2005
syr,20,2006
syr,21,2007
tjk,67,1980
tjk,65,1981
tjk,63,1982
tjk,58,1983
tjk,55,1984
tjk,54,1985
tjk,55,1986
tjk,56,1987
tjk,49,1988
tjk,51,1989
tjk,46,1990
tjk,39,1991
tjk,30,1992
tjk,12,1993
tjk,16,1994
tjk,35,1995
tjk,28,1996
tjk,36,1997
tjk,41,1998
tjk,42,1999
tjk,45,2000
tjk,56,2001
tjk,64,2002
tjk,67,2003
tjk,70,2004
tjk,83,2005
tjk,81,2006
tjk,93,2007
tha,99,1980
tha,105,1981
tha,101,1982
tha,134,1983
tha,139,1984
tha,153,1985
tha,101,1986
tha,99,1987
tha,94,1988
tha,83,1989
tha,86,1990
tha,80,1991
tha,86,1992
tha,88,1993
tha,84,1994
tha,79,1995
tha,69,1996
tha,51,1997
tha,27,1998
tha,49,1999
tha,56,2000
tha,81,2001
tha,80,2002
tha,88,2003
tha,88,2004
tha,92,2005
tha,89,2006
tha,86,2007
mkd,83,1992
mkd,88,1993
mkd,37,1994
mkd,40,1995
mkd,37,1996
mkd,35,1997
mkd,31,1998
mkd,28,1999
mkd,32,2000
mkd,32,2001
mkd,34,2002
mkd,32,2003
mkd,32,2004
mkd,29,2005
mkd,28,2006
mkd,26,2007
tls,308,2002
tls,289,2003
tls,367,2004
tls,353,2005
tls,322,2006
tls,282,2007
tgo,7,1980
tgo,4,1981
tgo,7,1982
tgo,6,1983
tgo,11,1984
tgo,22,1985
tgo,17,1986
tgo,33,1987
tgo,29,1988
tgo,24,1989
tgo,33,1990
tgo,31,1991
tgo,29,1992
tgo,24,1993
tgo,26,1994
tgo,34,1995
tgo,35,1996
tgo,33,1997
tgo,25,1998
tgo,24,1999
tgo,26,2000
tgo,29,2002
tgo,31,2003
tgo,36,2004
tgo,41,2005
tgo,44,2006
tgo,37,2007
tkl,0,1980
tkl,67,1981
tkl,0,1982
tkl,0,1983
tkl,0,1984
tkl,127,1985
tkl,0,1986
tkl,575,1987
tkl,64,1988
tkl,0,1989
tkl,62,1990
tkl,63,1991
tkl,64,1992
tkl,0,1994
tkl,135,1995
tkl,0,1996
tkl,0,1999
tkl,0,2000
tkl,0,2001
tkl,0,2003
tkl,0,2005
tkl,0,2006
tkl,0,2007
ton,66,1980
ton,51,1981
ton,47,1982
ton,53,1983
ton,58,1984
ton,53,1985
ton,38,1986
ton,26,1987
ton,15,1988
ton,38,1989
ton,24,1990
ton,21,1991
ton,30,1992
ton,34,1993
ton,24,1994
ton,21,1995
ton,23,1996
ton,21,1997
ton,31,1998
ton,22,1999
ton,24,2000
ton,12,2001
ton,29,2002
ton,16,2003
ton,12,2004
ton,18,2005
ton,18,2006
ton,23,2007
tto,7,1980
tto,7,1981
tto,6,1982
tto,10,1983
tto,9,1984
tto,10,1985
tto,10,1986
tto,10,1987
tto,9,1988
tto,10,1989
tto,10,1990
tto,11,1991
tto,11,1992
tto,9,1993
tto,10,1994
tto,13,1995
tto,16,1996
tto,20,1997
tto,15,1998
tto,12,1999
tto,15,2000
tto,16,2001
tto,10,2002
tto,11,2003
tto,13,2004
tto,13,2005
tto,17,2006
tto,16,2007
tun,39,1980
tun,35,1981
tun,38,1982
tun,44,1983
tun,35,1984
tun,34,1985
tun,33,1986
tun,30,1987
tun,29,1988
tun,30,1989
tun,25,1990
tun,25,1991
tun,25,1992
tun,30,1993
tun,27,1994
tun,27,1995
tun,26,1996
tun,24,1998
tun,23,1999
tun,21,2000
tun,20,2001
tun,19,2002
tun,20,2003
tun,20,2004
tun,21,2005
tun,21,2006
tun,22,2007
tur,79,1980
tur,84,1981
tur,54,1982
tur,57,1983
tur,54,1984
tur,59,1985
tur,58,1986
tur,56,1987
tur,50,1988
tur,47,1989
tur,43,1990
tur,43,1991
tur,43,1992
tur,37,1995
tur,32,1996
tur,40,1997
tur,39,1998
tur,33,1999
tur,26,2000
tur,25,2001
tur,26,2002
tur,25,2003
tur,24,2004
tur,27,2005
tur,27,2006
tur,25,2007
tkm,59,1980
tkm,55,1981
tkm,52,1982
tkm,50,1983
tkm,51,1984
tkm,50,1985
tkm,49,1986
tkm,58,1987
tkm,55,1988
tkm,61,1989
tkm,63,1990
tkm,62,1991
tkm,53,1992
tkm,69,1993
tkm,46,1995
tkm,49,1996
tkm,79,1997
tkm,87,1998
tkm,92,1999
tkm,90,2000
tkm,86,2001
tkm,79,2002
tkm,80,2003
tkm,71,2004
tkm,66,2005
tkm,66,2006
tkm,69,2007
tca,27,1980
tca,0,1981
tca,24,1982
tca,58,1983
tca,0,1984
tca,42,1985
tca,20,1986
tca,117,1987
tca,0,1990
tca,0,1991
tca,0,1992
tca,0,1993
tca,95,1999
tca,15,2001
tca,14,2002
tca,27,2003
tca,28,2006
tuv,410,1980
tuv,221,1981
tuv,145,1982
tuv,274,1983
tuv,106,1984
tuv,370,1985
tuv,307,1986
tuv,245,1987
tuv,263,1988
tuv,280,1989
tuv,244,1990
tuv,315,1991
tuv,312,1992
tuv,289,1993
tuv,195,1994
tuv,367,1995
tuv,179,1998
tuv,138,1999
tuv,157,2000
tuv,156,2001
tuv,126,2002
tuv,290,2003
tuv,115,2005
tuv,86,2006
tuv,171,2007
uga,8,1980
uga,9,1981
uga,4,1982
uga,15,1983
uga,9,1986
uga,9,1987
uga,19,1988
uga,6,1989
uga,83,1990
uga,103,1991
uga,108,1992
uga,109,1993
uga,131,1994
uga,119,1995
uga,124,1996
uga,126,1997
uga,126,1998
uga,132,1999
uga,123,2000
uga,145,2001
uga,155,2002
uga,154,2003
uga,156,2004
uga,142,2005
uga,136,2006
uga,132,2007
ukr,52,1980
ukr,51,1981
ukr,49,1982
ukr,48,1983
ukr,48,1984
ukr,47,1985
ukr,45,1986
ukr,43,1987
ukr,40,1988
ukr,39,1989
ukr,32,1990
ukr,32,1991
ukr,35,1992
ukr,39,1993
ukr,40,1994
ukr,42,1995
ukr,46,1996
ukr,56,1997
ukr,56,1998
ukr,67,1999
ukr,67,2000
ukr,76,2001
ukr,84,2002
ukr,78,2003
ukr,81,2004
ukr,84,2005
ukr,89,2006
ukr,81,2007
are,51,1980
are,58,1981
are,51,1982
are,40,1983
are,40,1984
are,40,1985
are,31,1986
are,52,1987
are,20,1988
are,17,1989
are,15,1990
are,12,1991
are,11,1992
are,19,1994
are,20,1996
are,27,1998
are,2,1999
are,4,2000
are,2,2001
are,2,2002
are,3,2003
are,2,2004
are,3,2005
are,2,2006
are,2,2007
gbr,19,1980
gbr,17,1981
gbr,15,1982
gbr,14,1983
gbr,13,1984
gbr,12,1985
gbr,12,1986
gbr,10,1987
gbr,10,1988
gbr,11,1989
gbr,10,1990
gbr,11,1991
gbr,11,1992
gbr,11,1993
gbr,11,1994
gbr,11,1995
gbr,11,1996
gbr,11,1997
gbr,11,1998
gbr,11,1999
gbr,11,2000
gbr,10,2001
gbr,12,2002
gbr,11,2003
gbr,12,2004
gbr,14,2005
gbr,13,2006
gbr,13,2007
tza,61,1980
tza,62,1981
tza,58,1982
tza,56,1983
tza,56,1984
tza,62,1985
tza,67,1986
tza,71,1987
tza,74,1988
tza,76,1989
tza,87,1990
tza,96,1991
tza,105,1992
tza,112,1993
tza,120,1994
tza,133,1995
tza,145,1996
tza,147,1997
tza,159,1998
tza,159,1999
tza,161,2000
tza,177,2001
tza,169,2002
tza,168,2003
tza,167,2004
tza,159,2005
tza,150,2006
tza,147,2007
vir,0,1980
vir,1,1981
vir,1,1982
vir,2,1983
vir,3,1984
vir,1,1985
vir,1,1986
vir,2,1987
vir,6,1988
vir,4,1989
vir,4,1990
vir,4,1991
vir,9,1994
vir,4,1995
vir,7,1996
usa,12,1980
usa,12,1981
usa,11,1982
usa,10,1983
usa,9,1984
usa,9,1985
usa,9,1986
usa,9,1987
usa,9,1988
usa,9,1989
usa,10,1990
usa,10,1991
usa,10,1992
usa,9,1993
usa,9,1994
usa,8,1995
usa,8,1996
usa,7,1997
usa,7,1998
usa,6,1999
usa,6,2000
usa,6,2001
usa,5,2002
usa,5,2003
usa,5,2004
usa,5,2005
