geo,mcv_immunized_percent_of_one_year_olds,time
qat,99,2002
qat,93,2003
qat,99,2004
qat,99,2005
qat,99,2006
qat,92,2007
qat,96,2008
qat,99,2009
qat,99,2010
qat,99,2011
rou,83,1983
rou,86,1984
rou,88,1985
rou,81,1986
rou,90,1987
rou,78,1988
rou,90,1989
rou,92,1990
rou,92,1991
rou,91,1992
rou,93,1993
rou,91,1994
rou,93,1995
rou,94,1996
rou,97,1997
rou,97,1998
rou,98,1999
rou,98,2000
rou,98,2001
rou,98,2002
rou,97,2003
rou,97,2004
rou,97,2005
rou,95,2006
rou,97,2007
rou,96,2008
rou,96,2009
rou,95,2010
rou,93,2011
rus,83,1992
rus,88,1993
rus,81,1994
rus,85,1995
rus,88,1996
rus,91,1997
rus,94,1998
rus,97,1999
rus,97,2000
rus,98,2001
rus,98,2002
rus,98,2003
rus,98,2004
rus,99,2005
rus,99,2006
rus,99,2007
rus,99,2008
rus,98,2009
rus,98,2010
rus,98,2011
rwa,42,1981
rwa,48,1982
rwa,53,1983
rwa,53,1984
rwa,52,1985
rwa,79,1986
rwa,78,1987
rwa,79,1988
rwa,83,1989
rwa,83,1990
rwa,89,1991
rwa,82,1992
rwa,74,1993
rwa,25,1994
rwa,84,1995
rwa,76,1996
rwa,66,1997
rwa,72,1998
rwa,78,1999
rwa,74,2000
rwa,69,2001
rwa,69,2002
rwa,90,2003
rwa,84,2004
rwa,89,2005
rwa,95,2006
rwa,94,2007
rwa,92,2008
rwa,95,2009
rwa,95,2010
rwa,95,2011
kna,85,1984
kna,91,1985
kna,96,1986
kna,91,1987
kna,77,1988
kna,90,1989
kna,99,1990
kna,99,1991
kna,99,1992
kna,99,1993
kna,99,1994
kna,99,1995
kna,99,1996
kna,97,1997
kna,99,1998
kna,99,1999
kna,99,2000
kna,90,2001
kna,99,2002
kna,98,2003
kna,98,2004
kna,99,2005
kna,99,2006
kna,99,2007
kna,99,2008
kna,99,2009
kna,99,2010
kna,99,2011
lca,43,1982
lca,36,1983
lca,60,1984
lca,68,1985
lca,91,1986
lca,81,1987
lca,83,1988
lca,91,1989
lca,82,1990
lca,97,1991
lca,75,1992
lca,94,1993
lca,92,1994
lca,94,1995
lca,95,1996
lca,95,1997
lca,90,1998
lca,95,1999
lca,88,2000
lca,89,2001
lca,98,2002
lca,90,2003
lca,95,2004
lca,94,2005
lca,94,2006
lca,94,2007
lca,99,2008
lca,99,2009
lca,95,2010
lca,95,2011
vct,40,1982
vct,59,1983
vct,92,1984
vct,74,1985
vct,88,1986
vct,91,1987
vct,97,1988
vct,99,1989
vct,96,1990
vct,99,1991
vct,99,1992
vct,99,1993
vct,99,1994
vct,99,1995
vct,99,1996
vct,99,1997
vct,99,1998
vct,86,1999
vct,95,2000
vct,97,2001
vct,98,2002
vct,93,2003
vct,98,2004
vct,96,2005
vct,99,2006
vct,99,2007
vct,99,2008
vct,99,2009
vct,99,2010
vct,99,2011
wsm,59,1982
wsm,78,1983
wsm,83,1984
wsm,81,1985
wsm,91,1986
wsm,78,1987
wsm,75,1988
wsm,82,1989
wsm,89,1990
wsm,77,1991
wsm,90,1992
wsm,92,1993
wsm,94,1994
wsm,96,1995
wsm,96,1996
wsm,99,1997
wsm,99,1998
wsm,91,1999
wsm,93,2000
wsm,92,2001
wsm,99,2002
wsm,62,2003
wsm,25,2004
wsm,57,2005
wsm,54,2006
wsm,63,2007
wsm,45,2008
wsm,49,2009
wsm,61,2010
wsm,67,2011
smr,99,1991
smr,99,1992
smr,96,1993
smr,97,1994
smr,97,1995
smr,98,1996
smr,98,1997
smr,99,1998
smr,99,1999
smr,74,2000
smr,80,2001
smr,85,2002
smr,91,2003
smr,98,2004
smr,94,2005
smr,94,2006
smr,92,2007
smr,73,2008
smr,93,2009
smr,68,2010
smr,83,2011
stp,25,1981
stp,32,1982
stp,40,1983
stp,48,1984
stp,35,1985
stp,58,1986
stp,69,1987
stp,69,1988
stp,45,1989
stp,71,1990
stp,77,1991
stp,52,1992
stp,57,1993
stp,65,1994
stp,74,1995
stp,57,1996
stp,60,1997
stp,59,1998
stp,64,1999
stp,69,2000
stp,75,2001
stp,85,2002
stp,87,2003
stp,91,2004
stp,88,2005
stp,85,2006
stp,86,2007
stp,93,2008
stp,90,2009
stp,92,2010
stp,91,2011
sau,8,1980
sau,12,1981
sau,53,1982
sau,65,1983
sau,71,1984
sau,79,1985
sau,77,1986
sau,77,1987
sau,81,1988
sau,90,1989
sau,88,1990
sau,95,1991
sau,88,1992
sau,91,1993
sau,93,1994
sau,94,1995
sau,92,1996
sau,92,1997
sau,93,1998
sau,92,1999
sau,94,2000
sau,94,2001
sau,97,2002
sau,96,2003
sau,97,2004
sau,97,2005
sau,95,2006
sau,96,2007
sau,97,2008
sau,98,2009
sau,98,2010
sau,98,2011
sen,71,1986
sen,66,1987
sen,60,1988
sen,48,1989
sen,51,1990
sen,54,1991
sen,57,1992
sen,58,1993
sen,59,1994
sen,80,1995
sen,70,1996
sen,65,1997
sen,62,1998
sen,60,1999
sen,48,2000
sen,48,2001
sen,54,2002
sen,60,2003
sen,57,2004
sen,74,2005
sen,80,2006
sen,84,2007
sen,77,2008
sen,79,2009
sen,81,2010
sen,82,2011
srb,82,1992
srb,85,1993
srb,81,1994
srb,86,1995
srb,90,1996
srb,92,1997
srb,88,1998
srb,84,1999
srb,89,2000
srb,90,2001
srb,92,2002
srb,87,2003
srb,89,2004
srb,96,2005
srb,88,2006
srb,95,2007
srb,92,2008
srb,95,2009
srb,95,2010
srb,95,2011
syc,29,1981
syc,64,1982
syc,98,1983
syc,77,1984
syc,90,1985
syc,95,1986
syc,95,1987
syc,89,1988
syc,89,1989
syc,86,1990
syc,89,1991
syc,92,1992
syc,92,1993
syc,92,1994
syc,97,1995
syc,98,1996
syc,99,1997
syc,93,1998
syc,99,1999
syc,97,2000
syc,95,2001
syc,98,2002
syc,99,2003
syc,99,2004
syc,99,2005
syc,99,2006
syc,99,2007
syc,99,2008
syc,97,2009
syc,99,2010
syc,99,2011
sle,62,1999
sle,37,2000
sle,50,2001
sle,62,2002
sle,73,2003
sle,76,2004
sle,71,2005
sle,65,2006
sle,60,2007
sle,73,2008
sle,80,2009
sle,80,2010
sle,80,2011
sgp,47,1980
sgp,57,1981
sgp,78,1982
sgp,88,1983
sgp,85,1984
sgp,75,1985
sgp,85,1986
sgp,94,1987
sgp,87,1988
sgp,81,1989
sgp,84,1990
sgp,92,1991
sgp,89,1992
sgp,87,1993
sgp,95,1994
sgp,97,1995
sgp,97,1996
sgp,98,1997
sgp,96,1998
sgp,97,1999
sgp,96,2000
sgp,95,2001
sgp,94,2002
sgp,93,2003
sgp,95,2004
sgp,96,2005
sgp,93,2006
sgp,95,2007
sgp,95,2008
sgp,95,2009
sgp,95,2010
sgp,95,2011
svk,97,1994
svk,99,1995
svk,99,1996
svk,99,1997
svk,99,1998
svk,99,1999
svk,98,2000
svk,99,2001
svk,99,2002
svk,99,2003
svk,99,2004
svk,98,2005
svk,98,2006
svk,99,2007
svk,99,2008
svk,99,2009
svk,98,2010
svk,98,2011
svn,90,1992
svn,90,1993
svn,91,1994
svn,93,1995
svn,93,1996
svn,82,1997
svn,93,1998
svn,98,1999
svn,95,2000
svn,94,2001
svn,93,2002
svn,94,2003
svn,94,2004
svn,94,2005
svn,96,2006
svn,96,2007
svn,96,2008
svn,95,2009
svn,95,2010
svn,95,2011
slb,31,1986
slb,58,1987
slb,69,1988
slb,92,1989
slb,70,1990
slb,76,1991
slb,70,1992
slb,64,1993
slb,60,1994
slb,68,1995
slb,90,1996
slb,68,1997
slb,64,1998
slb,96,1999
slb,85,2000
slb,74,2001
slb,67,2002
slb,70,2003
slb,72,2004
slb,70,2005
slb,84,2006
slb,78,2007
slb,60,2008
slb,60,2009
slb,68,2010
slb,73,2011
som,9,1980
som,3,1981
som,4,1982
som,6,1983
som,16,1984
som,35,1985
som,25,1986
som,28,1987
som,33,1988
som,30,1989
som,30,1990
som,30,1991
som,32,1992
som,33,1993
som,35,1994
som,34,1995
som,33,1996
som,25,1997
som,32,1998
som,38,1999
som,24,2000
som,20,2001
som,45,2002
som,40,2003
som,40,2004
som,35,2005
som,35,2006
som,35,2007
som,34,2008
som,43,2009
som,46,2010
som,46,2011
zaf,74,1983
zaf,70,1984
zaf,70,1985
zaf,64,1986
zaf,75,1987
zaf,68,1988
zaf,84,1989
zaf,79,1990
zaf,85,1991
zaf,85,1992
zaf,85,1993
zaf,76,1994
zaf,76,1995
zaf,76,1996
zaf,82,1997
zaf,79,1998
zaf,75,1999
zaf,72,2000
zaf,69,2001
zaf,65,2002
zaf,62,2003
zaf,57,2004
zaf,63,2005
zaf,64,2006
zaf,62,2007
zaf,64,2008
zaf,78,2009
zaf,74,2010
zaf,78,2011
esp,8,1981
esp,27,1982
esp,40,1983
esp,68,1984
esp,79,1985
esp,83,1986
esp,85,1987
esp,84,1988
esp,97,1989
esp,99,1990
esp,85,1991
esp,83,1992
esp,90,1993
esp,90,1994
esp,90,1995
esp,90,1996
esp,93,1997
esp,93,1998
esp,95,1999
esp,94,2000
esp,96,2001
esp,97,2002
esp,98,2003
esp,97,2004
esp,97,2005
esp,97,2006
esp,97,2007
esp,98,2008
esp,98,2009
esp,95,2010
esp,95,2011
lka,3,1984
lka,20,1985
lka,45,1986
lka,60,1987
lka,68,1988
lka,76,1989
lka,80,1990
lka,79,1991
lka,82,1992
lka,86,1993
lka,84,1994
lka,87,1995
lka,89,1996
lka,94,1997
lka,94,1998
lka,95,1999
lka,99,2000
lka,99,2001
lka,99,2002
lka,99,2003
lka,96,2004
lka,99,2005
lka,99,2006
lka,98,2007
lka,98,2008
lka,97,2009
lka,99,2010
lka,99,2011
sdn,1,1981
sdn,1,1982
sdn,2,1983
sdn,3,1984
sdn,6,1985
sdn,11,1986
sdn,22,1987
sdn,44,1988
sdn,61,1989
sdn,57,1990
sdn,57,1991
sdn,52,1992
sdn,49,1993
sdn,48,1994
sdn,51,1995
sdn,59,1996
sdn,58,1997
sdn,49,1998
sdn,51,1999
sdn,58,2000
sdn,58,2001
sdn,58,2002
sdn,65,2003
sdn,67,2004
sdn,69,2005
sdn,73,2006
sdn,79,2007
sdn,79,2008
sdn,82,2009
sdn,90,2010
sdn,87,2011
sur,39,1981
sur,17,1982
sur,71,1983
sur,75,1984
sur,73,1985
sur,78,1986
sur,70,1987
sur,83,1988
sur,73,1989
sur,65,1990
sur,84,1991
sur,61,1992
sur,61,1993
sur,72,1994
sur,85,1995
sur,87,1996
sur,79,1997
sur,82,1998
sur,85,1999
sur,84,2000
sur,82,2001
sur,73,2002
sur,69,2003
sur,86,2004
sur,91,2005
sur,83,2006
sur,85,2007
sur,86,2008
sur,88,2009
sur,90,2010
sur,85,2011
swz,30,1981
swz,38,1982
swz,46,1983
swz,50,1984
swz,54,1985
swz,74,1986
swz,65,1987
swz,85,1988
swz,85,1989
swz,85,1990
swz,80,1991
swz,85,1992
swz,85,1993
swz,94,1994
swz,94,1995
swz,82,1996
swz,92,1997
swz,92,1998
swz,92,1999
swz,92,2000
swz,92,2001
swz,92,2002
swz,92,2003
swz,92,2004
swz,92,2005
swz,94,2006
swz,95,2007
swz,97,2008
swz,98,2009
swz,94,2010
swz,98,2011
swe,88,1980
swe,92,1981
swe,91,1982
swe,93,1983
swe,94,1984
swe,94,1985
swe,94,1986
swe,94,1987
swe,95,1988
swe,95,1989
swe,96,1990
swe,96,1991
swe,96,1992
swe,97,1993
swe,97,1994
swe,97,1995
swe,96,1996
swe,96,1997
swe,94,1998
swe,89,1999
swe,91,2000
swe,94,2001
swe,95,2002
swe,95,2003
swe,96,2004
swe,96,2005
swe,97,2006
swe,96,2007
swe,96,2008
swe,96,2009
swe,96,2010
swe,96,2011
che,70,1986
che,70,1987
che,70,1988
che,90,1989
che,90,1990
che,83,1991
che,83,1992
che,83,1993
che,83,1994
che,83,1995
che,83,1996
che,83,1997
che,81,1998
che,81,1999
che,81,2000
che,82,2001
che,82,2002
che,82,2003
che,82,2004
che,87,2005
che,87,2006
che,87,2007
che,90,2008
che,90,2009
che,92,2010
che,92,2011
syr,13,1980
syr,14,1981
syr,22,1982
syr,19,1983
syr,23,1984
syr,27,1985
syr,64,1986
syr,37,1987
syr,52,1988
syr,86,1989
syr,87,1990
syr,84,1991
syr,84,1992
syr,86,1993
syr,86,1994
syr,85,1995
syr,85,1996
syr,84,1997
syr,87,1998
syr,86,1999
syr,84,2000
syr,80,2001
syr,84,2002
syr,83,2003
syr,82,2004
syr,81,2005
syr,81,2006
syr,81,2007
syr,81,2008
syr,82,2009
syr,82,2010
syr,80,2011
tjk,68,1992
tjk,81,1993
tjk,73,1994
tjk,70,1995
tjk,79,1996
tjk,84,1997
tjk,83,1998
tjk,79,1999
tjk,88,2000
tjk,88,2001
tjk,89,2002
tjk,91,2003
tjk,92,2004
tjk,85,2005
tjk,82,2006
tjk,85,2007
tjk,86,2008
tjk,89,2009
tjk,94,2010
tjk,98,2011
tza,46,1980
tza,51,1981
tza,50,1982
tza,60,1983
tza,55,1984
tza,66,1985
tza,97,1986
tza,78,1987
tza,83,1988
tza,79,1989
tza,80,1990
tza,79,1991
tza,81,1992
tza,77,1993
tza,79,1994
tza,78,1995
tza,78,1996
tza,73,1997
tza,72,1998
tza,72,1999
tza,78,2000
tza,86,2001
tza,89,2002
tza,97,2003
tza,94,2004
tza,91,2005
tza,93,2006
tza,90,2007
tza,88,2008
tza,91,2009
tza,92,2010
tza,93,2011
tha,5,1984
tha,26,1985
tha,45,1986
tha,52,1987
tha,63,1988
tha,66,1989
tha,80,1990
tha,79,1991
tha,74,1992
tha,80,1993
tha,86,1994
tha,91,1995
tha,92,1996
tha,93,1997
tha,95,1998
tha,96,1999
tha,94,2000
tha,94,2001
tha,94,2002
tha,96,2003
tha,96,2004
tha,96,2005
tha,96,2006
tha,96,2007
tha,98,2008
tha,98,2009
tha,98,2010
tha,98,2011
tls,56,2002
tls,55,2003
tls,55,2004
tls,48,2005
tls,61,2006
tls,63,2007
tls,73,2008
tls,70,2009
tls,66,2010
tls,62,2011
tgo,11,1984
tgo,27,1985
tgo,43,1986
tgo,74,1987
tgo,62,1988
tgo,78,1989
tgo,73,1990
tgo,69,1991
tgo,64,1992
tgo,60,1993
tgo,57,1994
tgo,53,1995
tgo,48,1996
tgo,43,1997
tgo,40,1998
tgo,57,1999
tgo,58,2000
tgo,40,2001
tgo,48,2002
tgo,68,2003
tgo,70,2004
tgo,70,2005
tgo,78,2006
tgo,71,2007
tgo,63,2008
tgo,66,2009
tgo,66,2010
tgo,67,2011
ton,9,1981
ton,44,1982
ton,67,1983
ton,43,1984
ton,81,1985
ton,37,1986
ton,88,1987
ton,81,1988
ton,84,1989
ton,86,1990
ton,90,1991
ton,87,1992
ton,87,1993
ton,86,1994
ton,94,1995
ton,95,1996
ton,97,1997
ton,96,1998
ton,97,1999
ton,95,2000
ton,93,2001
ton,90,2002
ton,99,2003
ton,99,2004
ton,99,2005
ton,99,2006
ton,99,2007
ton,99,2008
ton,99,2009
ton,99,2010
ton,99,2011
tto,10,1984
tto,32,1985
tto,42,1986
tto,68,1987
tto,72,1988
tto,59,1989
tto,70,1990
tto,93,1991
tto,83,1992
tto,87,1993
tto,86,1994
tto,84,1995
tto,88,1996
tto,88,1997
tto,90,1998
tto,88,1999
tto,90,2000
tto,91,2001
tto,87,2002
tto,88,2003
tto,95,2004
tto,93,2005
tto,89,2006
tto,91,2007
tto,91,2008
tto,94,2009
tto,92,2010
tto,92,2011
tun,43,1982
tun,42,1983
tun,55,1984
tun,65,1985
tun,67,1986
tun,81,1987
tun,87,1988
tun,93,1989
tun,93,1990
tun,94,1991
tun,94,1992
tun,92,1993
tun,91,1994
tun,91,1995
tun,92,1996
tun,92,1997
tun,94,1998
tun,90,1999
tun,95,2000
tun,92,2001
tun,94,2002
tun,90,2003
tun,95,2004
tun,96,2005
tun,98,2006
tun,98,2007
tun,98,2008
tun,98,2009
tun,97,2010
tun,96,2011
tur,27,1980
tur,52,1981
tur,64,1982
tur,63,1983
tur,62,1984
tur,61,1985
tur,64,1986
tur,67,1987
tur,82,1988
tur,71,1989
tur,78,1990
tur,73,1991
tur,78,1992
tur,72,1993
tur,76,1994
tur,65,1995
tur,72,1996
tur,79,1997
tur,81,1998
tur,82,1999
tur,87,2000
tur,91,2001
tur,83,2002
tur,75,2003
tur,81,2004
tur,91,2005
tur,98,2006
tur,96,2007
tur,97,2008
tur,97,2009
tur,97,2010
tur,97,2011
tkm,76,1992
tkm,84,1993
tkm,90,1994
tkm,92,1995
tkm,98,1996
tkm,99,1997
tkm,99,1998
tkm,97,1999
tkm,96,2000
tkm,98,2001
tkm,88,2002
tkm,97,2003
tkm,97,2004
tkm,99,2005
tkm,99,2006
tkm,99,2007
tkm,99,2008
tkm,99,2009
tkm,99,2010
tkm,99,2011
tuv,65,1983
tuv,71,1984
tuv,92,1985
tuv,65,1986
tuv,65,1987
tuv,90,1988
tuv,79,1989
tuv,95,1990
tuv,63,1991
tuv,66,1992
tuv,64,1993
tuv,79,1994
tuv,94,1995
tuv,94,1996
tuv,99,1997
tuv,96,1998
tuv,94,1999
tuv,81,2000
tuv,99,2001
tuv,99,2002
tuv,95,2003
tuv,97,2004
tuv,62,2005
tuv,84,2006
tuv,95,2007
tuv,93,2008
tuv,90,2009
tuv,85,2010
tuv,98,2011
uga,22,1981
uga,21,1982
uga,20,1983
uga,18,1984
uga,17,1985
uga,27,1986
uga,38,1987
uga,49,1988
uga,51,1989
uga,52,1990
uga,54,1991
uga,56,1992
uga,57,1993
uga,59,1994
uga,57,1995
uga,55,1996
uga,54,1997
uga,50,1998
uga,55,1999
uga,57,2000
uga,59,2001
uga,62,2002
uga,64,2003
uga,66,2004
uga,68,2005
uga,75,2006
uga,75,2007
uga,70,2008
uga,77,2009
uga,73,2010
uga,75,2011
ukr,90,1992
ukr,94,1993
ukr,96,1994
ukr,97,1995
ukr,92,1996
ukr,97,1997
ukr,96,1998
ukr,99,1999
ukr,99,2000
ukr,99,2001
ukr,99,2002
ukr,99,2003
ukr,99,2004
ukr,96,2005
ukr,98,2006
ukr,97,2007
ukr,94,2008
ukr,75,2009
ukr,56,2010
ukr,67,2011
are,34,1980
are,42,1981
are,41,1982
are,51,1983
are,53,1984
are,60,1985
are,67,1986
are,71,1987
are,74,1988
are,78,1989
are,80,1990
are,82,1991
are,85,1992
are,90,1993
are,90,1994
are,90,1995
are,90,1996
are,95,1997
are,95,1998
are,96,1999
are,94,2000
are,94,2001
are,94,2002
are,94,2003
are,94,2004
are,92,2005
are,92,2006
are,92,2007
are,92,2008
are,93,2009
are,94,2010
are,94,2011
gbr,53,1980
gbr,55,1981
gbr,58,1982
gbr,60,1983
gbr,63,1984
gbr,68,1985
gbr,71,1986
gbr,76,1987
gbr,80,1988
gbr,84,1989
gbr,87,1990
gbr,90,1991
gbr,92,1992
gbr,91,1993
gbr,91,1994
gbr,92,1995
gbr,92,1996
gbr,91,1997
gbr,87,1998
gbr,88,1999
gbr,88,2000
gbr,85,2001
gbr,85,2002
gbr,82,2003
gbr,81,2004
gbr,82,2005
gbr,85,2006
gbr,86,2007
gbr,86,2008
gbr,86,2009
gbr,89,2010
gbr,90,2011
usa,86,1980
usa,97,1981
usa,97,1982
usa,98,1983
usa,98,1984
usa,97,1985
usa,97,1986
usa,82,1987
usa,98,1988
usa,94,1989
usa,90,1990
usa,87,1991
usa,83,1992
usa,84,1993
usa,89,1994
usa,88,1995
usa,91,1996
usa,91,1997
usa,92,1998
usa,92,1999
usa,91,2000
usa,91,2001
usa,91,2002
usa,93,2003
usa,93,2004
usa,93,2005
usa,92,2006
usa,92,2007
usa,91,2008
usa,91,2009
usa,90,2010
usa,90,2011
ury,50,1980
ury,55,1981
ury,52,1982
ury,65,1983
ury,66,1984
ury,59,1985
ury,82,1986
ury,88,1987
ury,72,1988
ury,82,1989
ury,97,1990
ury,96,1991
ury,93,1992
ury,90,1993
ury,90,1994
ury,90,1995
ury,89,1996
ury,92,1997
ury,96,1998
ury,99,1999
ury,89,2000
ury,94,2001
ury,95,2002
ury,95,2003
ury,95,2004
ury,95,2005
ury,94,2006
ury,96,2007
ury,95,2008
ury,94,2009
ury,95,2010
ury,95,2011
ussr,95,1980
ussr,95,1981
ussr,95,1982
ussr,95,1983
ussr,95,1984
ussr,95,1985
ussr,79,1986
ussr,81,1987
ussr,83,1988
ussr,85,1989
ussr,85,1990
ussr,85,1991
uzb,84,1992
uzb,82,1993
uzb,71,1994
uzb,91,1995
uzb,95,1996
uzb,96,1997
uzb,95,1998
uzb,96,1999
uzb,99,2000
uzb,99,2001
uzb,97,2002
uzb,99,2003
uzb,98,2004
uzb,99,2005
uzb,98,2006
uzb,98,2007
uzb,98,2008
uzb,95,2009
uzb,98,2010
uzb,99,2011
vut,20,1982
vut,23,1983
vut,18,1984
vut,26,1985
vut,22,1986
vut,34,1987
vut,46,1988
vut,50,1989
vut,66,1990
vut,63,1991
vut,66,1992
vut,74,1993
vut,53,1994
vut,60,1995
vut,61,1996
vut,65,1997
vut,64,1998
vut,62,1999
vut,61,2000
vut,59,2001
vut,58,2002
vut,56,2003
vut,55,2004
vut,53,2005
vut,52,2006
vut,52,2007
vut,52,2008
vut,52,2009
vut,52,2010
vut,52,2011
ven,50,1980
ven,43,1981
ven,45,1982
ven,42,1983
ven,41,1984
ven,56,1985
ven,48,1986
ven,54,1987
ven,51,1988
ven,50,1989
ven,61,1990
ven,63,1991
ven,61,1992
ven,62,1993
ven,94,1994
ven,47,1995
ven,64,1996
ven,68,1997
ven,92,1998
ven,84,1999
ven,84,2000
ven,98,2001
ven,83,2002
ven,83,2003
ven,80,2004
ven,76,2005
ven,82,2006
ven,87,2007
ven,93,2008
ven,87,2009
ven,79,2010
ven,86,2011
pse,91,1993
pse,96,1994
pse,73,1995
pse,95,1996
pse,96,1997
pse,92,1998
pse,92,1999
pse,93,2000
pse,98,2001
pse,94,2002
pse,99,2003
pse,96,2004
pse,98,2005
pse,99,2006
pse,98,2007
pse,96,2008
pse,97,2009
pse,98,2010
pse,99,2011
vnm,1,1982
vnm,3,1983
vnm,4,1984
vnm,19,1985
vnm,39,1986
vnm,36,1987
vnm,56,1988
vnm,76,1989
vnm,88,1990
vnm,88,1991
vnm,90,1992
vnm,93,1993
vnm,96,1994
vnm,95,1995
vnm,96,1996
vnm,96,1997
vnm,96,1998
vnm,94,1999
vnm,97,2000
vnm,98,2001
vnm,96,2002
vnm,93,2003
vnm,97,2004
vnm,95,2005
vnm,93,2006
vnm,83,2007
vnm,92,2008
vnm,97,2009
vnm,98,2010
vnm,96,2011
yem,2,1980
yem,4,1981
yem,4,1982
yem,6,1983
yem,8,1984
yem,13,1985
yem,15,1986
yem,22,1987
yem,34,1988
yem,48,1989
yem,69,1990
yem,53,1991
yem,46,1992
yem,51,1993
yem,31,1994
yem,40,1995
yem,43,1996
yem,41,1997
yem,66,1998
yem,74,1999
yem,71,2000
yem,73,2001
yem,64,2002
yem,66,2003
yem,76,2004
yem,76,2005
yem,68,2006
yem,74,2007
yem,73,2008
yem,69,2009
yem,73,2010
yem,71,2011
yug,95,1981
yug,95,1982
yug,95,1983
yug,90,1984
yug,91,1985
yug,92,1986
yug,92,1987
yug,93,1988
yug,90,1989
yug,83,1990
yug,76,1991
zmb,56,1983
zmb,57,1984
zmb,58,1985
zmb,58,1986
zmb,80,1987
zmb,80,1988
zmb,80,1989
zmb,90,1990
zmb,80,1991
zmb,85,1992
zmb,91,1993
zmb,96,1994
zmb,86,1995
zmb,86,1996
zmb,86,1997
zmb,86,1998
zmb,85,1999
zmb,85,2000
zmb,84,2001
zmb,84,2002
zmb,84,2003
zmb,85,2004
zmb,85,2005
zmb,85,2006
zmb,93,2007
zmb,87,2008
zmb,90,2009
zmb,96,2010
zmb,83,2011
zwe,56,1981
zwe,58,1982
zwe,60,1983
zwe,62,1984
zwe,78,1985
zwe,83,1986
zwe,88,1987
zwe,88,1988
zwe,87,1989
zwe,87,1990
zwe,87,1991
zwe,86,1992
zwe,86,1993
zwe,87,1994
zwe,87,1995
zwe,88,1996
zwe,84,1997
zwe,79,1998
zwe,77,1999
zwe,75,2000
zwe,73,2001
zwe,72,2002
zwe,70,2003
zwe,68,2004
zwe,66,2005
zwe,67,2006
zwe,69,2007
zwe,70,2008
zwe,76,2009
zwe,84,2010
zwe,92,2011
ssd,64,2011
