merchandise_trade_percent_of_gdp,geo,time
28.09,grc,2010
108.0,grl,1980
110.2,grl,1981
111.8,grl,1982
107.2,grl,1983
116.8,grl,1984
113.8,grl,1985
102.8,grl,1986
108.3,grl,1987
101.3,grl,1988
87.87,grl,1989
88.03,grl,1990
73.68,grl,1991
76.02,grl,1992
71.07,grl,1993
64.42,grl,1994
66.59,grl,1995
69.98,grl,1996
64.36,grl,1997
57.75,grl,1998
60.62,grl,1999
59.74,grl,2000
54.5,grl,2001
59.02,grl,2002
56.57,grl,2003
56.38,grl,2004
58.44,grl,2005
58.39,grl,2006
53.16,grl,2007
78.14,grl,2008
84.48,grl,2009
87.55,grd,1977
77.88,grd,1978
83.13,grd,1979
80.13,grd,1980
83.06,grd,1981
78.76,grd,1982
75.09,grd,1983
67.21,grd,1984
71.76,grd,1985
79.85,grd,1986
72.36,grd,1987
67.74,grd,1988
59.61,grd,1989
59.71,grd,1990
59.61,grd,1991
50.61,grd,1992
55.14,grd,1993
54.24,grd,1994
52.84,grd,1995
58.37,grd,1996
64.27,grd,1997
68.95,grd,1998
62.69,grd,1999
55.22,grd,2000
49.1,grd,2001
43.93,grd,2002
50.27,grd,2003
44.63,grd,2004
51.02,grd,2005
46.26,grd,2006
52.5,grd,2007
47.45,grd,2008
40.83,grd,2009
40.37,grd,2010
22.4,gtm,1960
21.44,gtm,1961
19.96,gtm,1962
25.55,gtm,1963
28.22,gtm,1964
31.18,gtm,1965
31.13,gtm,1966
30.63,gtm,1967
29.6,gtm,1968
29.48,gtm,1969
30.17,gtm,1970
29.21,gtm,1971
31.0,gtm,1972
33.75,gtm,1973
40.25,gtm,1974
37.2,gtm,1975
36.63,gtm,1976
40.37,gtm,1977
39.12,gtm,1978
39.77,gtm,1979
39.58,gtm,1980
33.85,gtm,1981
28.77,gtm,1982
25.25,gtm,1983
25.43,gtm,1984
22.96,gtm,1985
27.7,gtm,1986
34.36,gtm,1987
32.89,gtm,1988
32.84,gtm,1989
36.76,gtm,1990
32.46,gtm,1991
36.64,gtm,1992
34.55,gtm,1993
33.14,gtm,1994
37.16,gtm,1995
32.8,gtm,1996
34.83,gtm,1997
37.3,gtm,1998
37.01,gtm,1999
38.81,gtm,2000
43.16,gtm,2001
56.9,gtm,2002
57.43,gtm,2003
60.55,gtm,2004
58.36,gtm,2005
59.34,gtm,2006
60.02,gtm,2007
56.94,gtm,2008
49.74,gtm,2009
54.15,gtm,2010
51.02,gin,1986
49.57,gin,1987
46.81,gin,1988
48.68,gin,1989
52.28,gin,1990
47.17,gin,1991
38.28,gin,1992
39.37,gin,1993
36.11,gin,1994
41.16,gin,1995
35.06,gin,1996
34.48,gin,1997
34.27,gin,1998
34.43,gin,1999
41.06,gin,2000
46.05,gin,2001
45.07,gin,2002
36.24,gin,2003
41.57,gin,2004
56.95,gin,2005
70.5,gin,2006
57.51,gin,2007
71.68,gin,2008
50.66,gin,2009
52.1,gin,2010
39.42,gnb,1970
42.59,gnb,1971
39.99,gnb,1972
53.42,gnb,1973
47.56,gnb,1974
41.13,gnb,1975
38.06,gnb,1976
42.99,gnb,1977
50.0,gnb,1978
62.53,gnb,1979
59.65,gnb,1980
41.36,gnb,1981
37.46,gnb,1982
39.13,gnb,1983
46.94,gnb,1984
50.05,gnb,1985
53.75,gnb,1986
50.05,gnb,1987
49.86,gnb,1988
38.94,gnb,1989
43.04,gnb,1990
37.33,gnb,1991
45.07,gnb,1992
37.57,gnb,1993
83.61,gnb,1994
61.82,gnb,1995
42.53,gnb,1996
51.01,gnb,1997
43.59,gnb,1998
45.45,gnb,1999
56.16,gnb,2000
62.8,gnb,2001
55.5,gnb,2002
27.36,gnb,2003
30.42,gnb,2004
34.09,gnb,2005
34.74,gnb,2006
39.8,gnb,2007
38.6,gnb,2008
41.87,gnb,2009
39.27,gnb,2010
94.1,guy,1960
92.67,guy,1961
86.75,guy,1962
97.33,guy,1963
93.62,guy,1964
94.49,guy,1965
99.06,guy,1966
96.94,guy,1967
97.56,guy,1968
98.02,guy,1969
100.9,guy,1970
101.1,guy,1971
101.4,guy,1972
102.0,guy,1973
120.9,guy,1974
143.4,guy,1975
141.4,guy,1976
127.4,guy,1977
113.3,guy,1978
115.1,guy,1979
126.2,guy,1980
138.5,guy,1981
111.8,guy,1982
85.83,guy,1983
96.66,guy,1984
95.26,guy,1985
90.16,guy,1986
143.0,guy,1987
107.8,guy,1988
127.7,guy,1989
143.2,guy,1990
164.8,guy,1991
199.3,guy,1992
203.0,guy,1993
177.9,guy,1994
158.0,guy,1995
162.0,guy,1996
163.7,guy,1997
142.7,guy,1998
144.4,guy,1999
150.3,guy,2000
152.5,guy,2001
145.3,guy,2002
146.8,guy,2003
158.3,guy,2004
162.6,guy,2005
101.3,guy,2006
99.87,guy,2007
109.6,guy,2008
94.95,guy,2009
102.3,guy,2010
16.28,hti,1991
16.62,hti,1992
24.08,hti,1993
15.67,hti,1994
28.31,hti,1995
25.41,hti,1996
26.52,hti,1997
29.73,hti,1998
33.24,hti,1999
36.95,hti,2000
36.69,hti,2001
43.86,hti,2002
54.29,hti,2003
46.37,hti,2004
46.31,hti,2005
43.6,hti,2006
36.9,hti,2007
43.62,hti,2008
41.68,hti,2009
55.59,hti,2010
40.16,hnd,1960
40.71,hnd,1961
41.59,hnd,1962
43.52,hnd,1963
42.93,hnd,1964
48.99,hnd,1965
53.08,hnd,1966
53.46,hnd,1967
56.78,hnd,1968
52.79,hnd,1969
55.29,hnd,1970
52.35,hnd,1971
49.54,hnd,1972
57.1,hnd,1973
64.9,hnd,1974
61.84,hnd,1975
63.5,hnd,1976
65.18,hnd,1977
67.4,hnd,1978
69.26,hnd,1979
71.67,hnd,1980
60.65,hnd,1981
46.87,hnd,1982
47.94,hnd,1983
48.75,hnd,1984
45.83,hnd,1985
45.4,hnd,1986
38.96,hnd,1987
44.88,hnd,1988
51.3,hnd,1989
61.38,hnd,1990
63.05,hnd,1991
62.9,hnd,1992
74.02,hnd,1993
87.79,hnd,1994
93.28,hnd,1995
102.9,hnd,1996
108.7,hnd,1997
118.4,hnd,1998
117.4,hnd,1999
103.2,hnd,2000
100.1,hnd,2001
104.5,hnd,2002
103.6,hnd,2003
116.8,hnd,2004
118.8,hnd,2005
115.2,hnd,2006
118.7,hnd,2007
120.0,hnd,2008
85.53,hnd,2009
92.8,hnd,2010
129.8,hkg,1960
113.2,hkg,1961
112.1,hkg,1962
109.9,hkg,1963
110.3,hkg,1964
111.1,hkg,1965
123.7,hkg,1966
124.2,hkg,1967
139.4,hkg,1968
144.6,hkg,1969
142.2,hkg,1970
140.5,hkg,1971
127.9,hkg,1972
133.7,hkg,1973
136.0,hkg,1974
127.4,hkg,1975
134.6,hkg,1976
127.7,hkg,1977
135.8,hkg,1978
143.4,hkg,1979
150.3,hkg,1980
154.8,hkg,1981
143.5,hkg,1982
157.3,hkg,1983
176.2,hkg,1984
172.4,hkg,1985
176.0,hkg,1986
197.0,hkg,1987
224.5,hkg,1988
219.6,hkg,1989
217.4,hkg,1990
228.0,hkg,1991
237.4,hkg,1992
230.7,hkg,1993
234.1,hkg,1994
256.5,hkg,1995
240.4,hkg,1996
227.7,hkg,1997
216.7,hkg,1998
217.5,hkg,1999
246.4,hkg,2000
235.9,hkg,2001
250.3,hkg,2002
291.3,hkg,2003
324.6,hkg,2004
333.2,hkg,2005
346.7,hkg,2006
347.4,hkg,2007
354.4,hkg,2008
325.7,hkg,2009
375.6,hkg,2010
76.7,hun,1968
77.07,hun,1969
87.02,hun,1970
91.01,hun,1971
91.11,hun,1972
95.33,hun,1973
111.5,hun,1974
121.2,hun,1975
82.45,hun,1976
87.16,hun,1977
86.88,hun,1978
86.81,hun,1979
80.31,hun,1980
78.71,hun,1981
76.6,hun,1982
82.47,hun,1983
82.24,hun,1984
80.76,hun,1985
78.99,hun,1986
74.46,hun,1987
67.8,hun,1988
63.55,hun,1989
61.53,hun,1990
63.2,hun,1991
57.31,hun,1992
54.43,hun,1993
59.62,hun,1994
62.18,hun,1995
73.7,hun,1996
86.68,hun,1997
101.6,hun,1998
109.9,hun,1999
130.1,hun,2000
121.5,hun,2001
108.9,hun,2002
108.8,hun,2003
113.9,hun,2004
117.4,hun,2005
136.4,hun,2006
140.3,hun,2007
141.0,hun,2008
127.0,hun,2009
142.7,hun,2010
68.49,isl,1960
61.93,isl,1961
60.97,isl,1962
59.91,isl,1963
55.8,isl,1964
50.89,isl,1965
47.67,isl,1966
41.75,isl,1967
45.09,isl,1968
55.71,isl,1969
58.56,isl,1970
54.43,isl,1971
50.81,isl,1972
57.09,isl,1973
56.87,isl,1974
56.96,isl,1975
52.79,isl,1976
51.36,isl,1977
53.18,isl,1978
56.82,isl,1979
57.54,isl,1980
55.74,isl,1981
51.56,isl,1982
57.17,isl,1983
55.99,isl,1984
58.51,isl,1985
56.43,isl,1986
54.52,isl,1987
50.21,isl,1988
49.78,isl,1989
51.34,isl,1990
48.62,isl,1991
46.04,isl,1992
44.85,isl,1993
49.17,isl,1994
50.73,isl,1995
53.73,isl,1996
52.12,isl,1997
53.22,isl,1998
51.7,isl,1999
51.63,isl,2000
54.12,isl,2001
50.57,isl,2002
47.48,isl,2003
48.92,isl,2004
49.55,isl,2005
57.59,isl,2006
56.4,isl,2007
68.77,isl,2008
63.24,isl,2009
67.79,isl,2010
9.93,ind,1960
9.462,ind,1961
9.021,ind,1962
8.569,ind,1963
8.198,ind,1964
7.691,ind,1965
11.91,ind,1966
8.858,ind,1967
8.26,ind,1968
7.01,ind,1969
6.783,ind,1970
6.73,ind,1971
6.567,ind,1972
7.189,ind,1973
9.176,ind,1974
11.07,ind,1975
11.09,ind,1976
10.88,ind,1977
10.74,ind,1978
11.69,ind,1979
12.76,ind,1980
12.45,ind,1981
12.21,ind,1982
10.79,ind,1983
12.04,ind,1984
10.9,ind,1985
10.07,ind,1986
10.14,ind,1987
11.08,ind,1988
12.42,ind,1989
13.09,ind,1990
14.27,ind,1991
17.6,ind,1992
16.07,ind,1993
16.03,ind,1994
18.34,ind,1995
18.29,ind,1996
18.6,ind,1997
18.36,ind,1998
18.35,ind,1999
20.41,ind,2000
19.62,ind,2001
20.85,ind,2002
21.94,ind,2003
24.45,ind,2004
29.07,ind,2005
31.56,ind,2006
30.55,ind,2007
42.42,ind,2008
30.65,ind,2009
31.68,ind,2010
21.97,idn,1967
19.37,idn,1968
18.58,idn,1969
21.84,idn,1970
23.73,idn,1971
28.77,idn,1972
34.59,idn,1973
41.38,idn,1974
36.93,idn,1975
36.16,idn,1976
35.3,idn,1977
33.76,idn,1978
41.35,idn,1979
41.97,idn,1980
38.42,idn,1981
41.34,idn,1982
43.93,idn,1983
40.84,idn,1984
33.03,idn,1985
33.47,idn,1986
39.54,idn,1987
36.85,idn,1988
38.05,idn,1989
41.52,idn,1990
42.92,idn,1991
44.03,idn,1992
41.23,idn,1993
40.72,idn,1994
42.57,idn,1995
40.79,idn,1996
49.87,idn,1997
89.74,idn,1998
60.4,idn,1999
66.05,idn,2000
59.14,idn,2001
49.83,idn,2002
45.28,idn,2003
48.92,idn,2004
56.85,idn,2005
50.44,idn,2006
48.77,idn,2007
52.24,idn,2008
38.86,idn,2009
40.98,idn,2010
35.16,irn,1965
33.41,irn,1966
41.06,irn,1967
38.65,irn,1968
38.25,irn,1969
38.39,irn,1970
43.15,irn,1971
25.74,irn,1972
23.5,irn,1973
31.21,irn,1974
37.4,irn,1975
34.31,irn,1976
31.12,irn,1977
30.27,irn,1978
20.95,irn,1979
27.3,irn,1980
27.32,irn,1981
26.67,irn,1982
27.05,irn,1983
21.2,irn,1984
15.12,irn,1985
8.9,irn,1986
16.81,irn,1987
17.34,irn,1988
24.45,irn,1989
34.15,irn,1990
65.75,irn,1993
49.47,irn,1994
35.5,irn,1995
34.97,irn,1996
30.94,irn,1997
26.73,irn,1998
29.1,irn,1999
42.1,irn,2000
36.73,irn,2001
38.7,irn,2002
43.24,irn,2003
45.14,irn,2004
50.15,irn,2005
52.85,irn,2006
46.73,irn,2007
50.58,irn,2008
39.15,irn,2009
50.89,irq,1960
50.72,irq,1961
46.92,irq,1962
47.77,irq,1963
46.53,irq,1964
45.6,irq,1965
45.35,irq,1966
39.07,irq,1967
38.57,irq,1968
38.22,irq,1969
37.73,irq,1970
44.4,irq,1971
33.85,irq,1972
43.95,irq,1973
69.04,irq,1974
77.73,irq,1975
65.74,irq,1976
58.08,irq,1977
55.14,irq,1978
72.44,irq,1979
84.56,irq,1980
95.96,irq,1981
86.42,irq,1982
58.54,irq,1983
51.76,irq,1984
51.53,irq,1985
48.0,irq,1986
43.53,irq,1987
49.64,irq,1988
55.43,irq,1989
85.03,irq,1997
94.57,irq,1998
109.8,irq,1999
131.4,irq,2000
137.3,irq,2001
116.2,irq,2002
151.9,irq,2004
150.8,irq,2005
111.5,irq,2006
110.2,irq,2007
108.9,irq,2008
121.1,irq,2009
116.0,irq,2010
54.69,irl,1960
59.26,irl,1961
55.51,irl,1962
57.86,irl,1963
55.04,irl,1964
56.33,irl,1965
55.65,irl,1966
56.1,irl,1967
60.17,irl,1968
60.91,irl,1969
64.3,irl,1970
63.71,irl,1971
60.54,irl,1972
67.83,irl,1973
84.52,irl,1974
75.81,irl,1975
81.99,irl,1976
89.86,irl,1977
90.21,irl,1978
95.86,irl,1979
92.72,irl,1980
91.24,irl,1981
85.32,irl,1982
88.16,irl,1983
99.09,irl,1984
98.81,irl,1985
87.21,irl,1986
90.13,irl,1987
93.63,irl,1988
100.1,irl,1989
92.9,irl,1990
93.21,irl,1991
93.71,irl,1992
98.68,irl,1993
107.7,irl,1994
114.9,irl,1995
111.7,irl,1996
112.3,irl,1997
122.0,irl,1998
122.4,irl,1999
131.7,irl,2000
126.2,irl,2001
113.8,irl,2002
92.16,irl,2003
89.12,irl,2004
87.67,irl,2005
81.3,irl,2006
79.0,irl,2007
79.53,irl,2008
80.07,irl,2009
85.59,irl,2010
24.69,isr,1960
23.68,isr,1961
35.21,isr,1962
34.26,isr,1963
35.58,isr,1964
34.59,isr,1965
33.57,isr,1966
33.88,isr,1967
49.16,isr,1968
52.15,isr,1969
53.2,isr,1970
59.59,isr,1971
50.46,isr,1972
61.55,isr,1973
57.78,isr,1974
64.34,isr,1975
64.8,isr,1976
64.38,isr,1977
83.24,isr,1978
74.94,isr,1979
70.35,isr,1980
68.57,isr,1981
60.68,isr,1982
53.51,isr,1983
60.0,isr,1984
68.12,isr,1985
60.47,isr,1986
64.27,isr,1987
56.43,isr,1988
56.99,isr,1989
55.01,isr,1990
52.0,isr,1991
50.75,isr,1992
56.8,isr,1993
56.41,isr,1994
50.62,isr,1995
49.57,isr,1996
49.16,isr,1997
47.63,isr,1998
53.22,isr,1999
55.38,isr,2000
52.41,isr,2001
57.4,isr,2002
57.26,isr,2003
64.24,isr,2004
66.98,isr,2005
66.59,isr,2006
67.75,isr,2007
63.83,isr,2008
49.75,isr,2009
55.03,isr,2010
20.78,ita,1960
20.97,ita,1961
21.31,ita,1962
21.91,ita,1963
20.92,ita,1964
21.44,ita,1965
22.58,ita,1966
22.84,ita,1967
23.28,ita,1968
24.92,ita,1969
25.79,ita,1970
25.87,ita,1971
27.1,ita,1972
29.59,ita,1973
37.21,ita,1974
33.51,ita,1975
37.49,ita,1976
37.63,ita,1977
37.09,ita,1978
39.58,ita,1979
38.89,ita,1980
41.29,ita,1981
39.14,ita,1982
35.77,ita,1983
37.86,ita,1984
37.73,ita,1985
31.86,ita,1986
31.22,ita,1987
31.01,ita,1988
32.81,ita,1989
31.08,ita,1990
29.46,ita,1991
28.82,ita,1992
30.93,ita,1993
34.04,ita,1994
38.86,ita,1995
36.37,ita,1996
37.59,ita,1997
37.91,ita,1998
37.76,ita,1999
43.41,ita,2000
42.78,ita,2001
40.93,ita,2002
39.41,ita,2003
40.86,ita,2004
42.43,ita,2005
45.89,ita,2006
47.55,ita,2007
47.88,ita,2008
38.76,ita,2009
45.19,ita,2010
53.74,jam,1960
51.3,jam,1961
52.0,jam,1962
51.7,jam,1963
56.3,jam,1964
51.79,jam,1965
50.62,jam,1966
50.11,jam,1967
55.73,jam,1968
57.93,jam,1969
61.74,jam,1970
57.9,jam,1971
54.85,jam,1972
55.97,jam,1973
64.83,jam,1974
65.82,jam,1975
52.02,jam,1976
50.1,jam,1977
65.71,jam,1978
74.71,jam,1979
76.81,jam,1980
82.14,jam,1981
65.22,jam,1982
61.12,jam,1983
79.75,jam,1984
79.85,jam,1985
56.67,jam,1986
59.14,jam,1987
59.32,jam,1988
64.0,jam,1989
67.2,jam,1990
71.31,jam,1991
77.02,jam,1992
65.48,jam,1993
69.58,jam,1994
73.02,jam,1995
66.61,jam,1996
60.42,jam,1997
49.72,jam,1998
46.87,jam,1999
51.4,jam,2000
50.3,jam,2001
48.02,jam,2002
51.26,jam,2003
52.71,jam,2004
56.23,jam,2005
63.38,jam,2006
70.94,jam,2007
76.55,jam,2008
50.74,jam,2009
45.83,jam,2010
19.29,jpn,1960
18.77,jpn,1961
17.38,jpn,1962
17.54,jpn,1963
17.87,jpn,1964
18.27,jpn,1965
18.27,jpn,1966
17.86,jpn,1967
17.71,jpn,1968
18.01,jpn,1969
18.54,jpn,1970
18.78,jpn,1971
17.18,jpn,1972
18.01,jpn,1973
25.27,jpn,1974
22.5,jpn,1975
23.28,jpn,1976
21.81,jpn,1977
18.14,jpn,1978
20.75,jpn,1979
25.37,jpn,1980
24.87,jpn,1981
24.53,jpn,1982
22.78,jpn,1983
23.98,jpn,1984
22.55,jpn,1985
16.74,jpn,1986
15.61,jpn,1987
15.22,jpn,1988
16.27,jpn,1989
17.1,jpn,1990
15.83,jpn,1991
15.1,jpn,1992
13.88,jpn,1993
14.07,jpn,1994
14.8,jpn,1995
16.37,jpn,1996
17.83,jpn,1997
17.33,jpn,1998
16.65,jpn,1999
18.4,jpn,2000
18.38,jpn,2001
19.24,jpn,2002
20.21,jpn,2003
22.15,jpn,2004
24.4,jpn,2005
28.1,jpn,2006
30.53,jpn,2007
31.64,jpn,2008
22.51,jpn,2009
26.82,jpn,2010
30.8,jor,1965
33.43,jor,1966
29.4,jor,1967
35.37,jor,1968
33.02,jor,1969
34.16,jor,1970
36.37,jor,1971
40.75,jor,1972
42.74,jor,1973
53.69,jor,1974
64.93,jor,1975
73.56,jor,1976
79.36,jor,1977
70.65,jor,1978
72.44,jor,1979
75.12,jor,1980
87.66,jor,1981
82.72,jor,1982
71.79,jor,1983
68.61,jor,1984
68.8,jor,1985
51.19,jor,1986
55.78,jor,1987
62.0,jor,1988
78.31,jor,1989
91.14,jor,1990
86.76,jor,1991
84.17,jor,1992
85.36,jor,1993
77.04,jor,1994
81.25,jor,1995
88.17,jor,1996
81.93,jor,1997
71.14,jor,1998
68.07,jor,1999
76.75,jor,2000
79.77,jor,2001
81.86,jor,2002
86.54,jor,2003
105.7,jor,2004
117.6,jor,2005
107.1,jor,2006
109.2,jor,2007
109.9,jor,2008
82.14,jor,2009
81.35,jor,2010
31.96,kaz,1994
44.45,kaz,1995
48.26,kaz,1996
48.71,kaz,1997
43.59,kaz,1998
56.47,kaz,1999
75.73,kaz,2000
68.1,kaz,2001
65.98,kaz,2002
69.2,kaz,2003
76.18,kaz,2004
79.13,kaz,2005
76.45,kaz,2006
76.78,kaz,2007
81.73,kaz,2008
62.1,kaz,2009
59.69,kaz,2010
38.98,ken,1960
39.04,ken,1961
36.93,ken,1962
46.42,ken,1963
46.93,ken,1964
51.12,ken,1965
52.01,ken,1966
46.98,ken,1967
44.91,ken,1968
43.33,ken,1969
46.61,ken,1970
49.15,ken,1971
42.45,ken,1972
43.77,ken,1973
54.83,ken,1974
47.59,ken,1975
50.63,ken,1976
55.08,ken,1977
51.53,ken,1978
43.73,ken,1979
46.38,ken,1980
44.89,ken,1981
41.44,ken,1982
36.96,ken,1983
41.19,ken,1984
39.02,ken,1985
38.86,ken,1986
34.07,ken,1987
36.46,ken,1988
37.69,ken,1989
37.88,ken,1990
37.33,ken,1991
38.68,ken,1992
54.73,ken,1993
51.45,ken,1994
53.82,ken,1995
41.64,ken,1996
40.65,ken,1997
36.93,ken,1998
35.51,ken,1999
38.13,ken,2000
39.55,ken,2001
40.77,ken,2002
41.17,ken,2003
44.96,ken,2004
49.45,ken,2005
47.7,ken,2006
47.99,ken,2007
52.85,ken,2008
47.96,ken,2009
53.55,ken,2010
153.9,kir,1980
61.42,kir,1981
53.95,kir,1982
57.76,kir,1983
101.2,kir,1984
89.22,kir,1985
77.77,kir,1986
83.6,kir,1987
87.54,kir,1988
94.73,kir,1989
104.8,kir,1990
66.7,kir,1991
84.05,kir,1992
64.26,kir,1993
56.3,kir,1994
74.16,kir,1995
63.92,kir,1996
65.59,kir,1997
57.43,kir,1998
69.83,kir,1999
63.87,kir,2000
70.98,kir,2001
71.72,kir,2002
58.23,kir,2003
60.4,kir,2004
71.93,kir,2005
63.58,kir,2006
62.51,kir,2007
64.15,kir,2008
69.59,kir,2009
73.42,kir,2010
9.661,kor,1960
15.15,kor,1961
17.41,kor,1962
16.75,kor,1963
15.54,kor,1964
21.08,kor,1965
25.41,kor,1966
28.0,kor,1967
32.24,kor,1968
32.75,kor,1969
31.69,kor,1970
35.13,kor,1971
38.63,kor,1972
54.49,kor,1973
58.84,kor,1974
56.94,kor,1975
55.79,kor,1976
55.0,kor,1977
54.17,kor,1978
53.99,kor,1979
62.36,kor,1980
66.32,kor,1981
60.49,kor,1982
59.92,kor,1983
64.24,kor,1984
63.57,kor,1985
59.57,kor,1986
63.07,kor,1987
60.02,kor,1988
53.73,kor,1989
51.13,kor,1990
49.77,kor,1991
48.02,kor,1992
45.85,kor,1993
46.85,kor,1994
50.31,kor,1995
50.22,kor,1996
54.38,kor,1997
65.31,kor,1998
59.15,kor,1999
62.38,kor,2000
57.78,kor,2001
54.62,kor,2002
57.89,kor,2003
66.25,kor,2004
64.59,kor,2005
66.7,kor,2006
69.42,kor,2007
92.04,kor,2008
82.32,kor,2009
87.89,kor,2010
74.53,kwt,1962
76.8,kwt,1963
75.94,kwt,1964
79.19,kwt,1965
75.49,kwt,1966
59.58,kwt,1967
57.81,kwt,1968
59.32,kwt,1969
80.68,kwt,1970
75.36,kwt,1971
75.38,kwt,1972
89.94,kwt,1973
96.24,kwt,1974
96.26,kwt,1975
100.3,kwt,1976
103.3,kwt,1977
96.91,kwt,1978
95.38,kwt,1979
91.46,kwt,1980
91.87,kwt,1981
88.73,kwt,1982
90.45,kwt,1983
85.34,kwt,1984
76.9,kwt,1985
73.17,kwt,1986
61.5,kwt,1987
66.72,kwt,1988
73.09,kwt,1989
59.77,kwt,1990
53.12,kwt,1991
69.65,kwt,1992
72.19,kwt,1993
72.27,kwt,1994
75.67,kwt,1995
73.86,kwt,1996
74.04,kwt,1997
70.04,kwt,1998
65.67,kwt,1999
70.5,kwt,2000
68.99,kwt,2001
63.9,kwt,2002
66.14,kwt,2003
69.36,kwt,2004
75.09,kwt,2005
72.13,kwt,2006
73.27,kwt,2007
75.48,kwt,2008
66.03,kwt,2009
39.02,kgz,1994
56.05,kgz,1995
73.49,kgz,1996
74.27,kgz,1997
82.38,kgz,1998
84.38,kgz,1999
77.32,kgz,2000
61.83,kgz,2001
66.78,kgz,2002
67.68,kgz,2003
75.05,kgz,2004
72.12,kgz,2005
99.58,kgz,2006
108.1,kgz,2007
115.3,kgz,2008
100.5,kgz,2009
107.9,kgz,2010
11.72,lao,1984
10.44,lao,1985
13.56,lao,1986
25.57,lao,1987
42.74,lao,1988
34.73,lao,1989
30.5,lao,1990
25.97,lao,1991
35.73,lao,1992
50.69,lao,1993
56.04,lao,1994
51.03,lao,1995
54.06,lao,1996
60.96,lao,1997
72.1,lao,1998
57.48,lao,1999
49.85,lao,2000
46.92,lao,2001
40.86,lao,2002
37.12,lao,2003
42.92,lao,2004
52.79,lao,2005
55.64,lao,2006
46.71,lao,2007
45.58,lao,2008
41.42,lao,2009
46.6,lao,2010
44.06,lva,1994
59.59,lva,1995
67.41,lva,1996
71.58,lva,1997
75.56,lva,1998
64.17,lva,1999
64.73,lva,2000
66.24,lva,2001
67.97,lva,2002
72.65,lva,2003
80.69,lva,2004
86.39,lva,2005
88.77,lva,2006
82.15,lva,2007
78.07,lva,2008
67.6,lva,2009
87.8,lva,2010
95.55,lbn,1988
100.1,lbn,1989
106.5,lbn,1990
96.28,lbn,1991
85.86,lbn,1992
69.98,lbn,1993
66.7,lbn,1994
69.07,lbn,1995
62.78,lbn,1996
51.47,lbn,1997
44.83,lbn,1998
39.58,lbn,1999
40.24,lbn,2000
48.01,lbn,2001
40.72,lbn,2002
45.45,lbn,2003
54.19,lbn,2004
54.76,lbn,2005
55.53,lbn,2006
63.16,lbn,2007
70.51,lbn,2008
59.45,lbn,2009
60.2,lbn,2010
60.7,lso,1960
67.2,lso,1961
59.7,lso,1962
57.37,lso,1963
57.74,lso,1964
56.61,lso,1965
67.35,lso,1966
66.04,lso,1967
62.13,lso,1968
61.08,lso,1969
55.25,lso,1970
56.67,lso,1971
78.78,lso,1972
83.07,lso,1973
89.1,lso,1974
118.0,lso,1975
155.1,lso,1976
128.3,lso,1977
117.4,lso,1978
128.4,lso,1979
121.0,lso,1980
130.4,lso,1981
139.6,lso,1982
123.4,lso,1983
128.6,lso,1984
126.2,lso,1985
117.6,lso,1986
141.7,lso,1987
153.7,lso,1988
152.2,lso,1989
135.7,lso,1990
146.9,lso,1991
142.3,lso,1992
142.1,lso,1993
138.4,lso,1994
155.6,lso,1995
164.9,lso,1996
159.5,lso,1997
141.9,lso,1998
132.5,lso,1999
138.0,lso,2000
149.0,lso,2001
183.7,lso,2002
168.6,lso,2003
174.0,lso,2004
150.6,lso,2005
153.5,lso,2006
157.0,lso,2007
177.6,lso,2008
155.8,lso,2009
138.6,lso,2010
79.79,lbr,1960
83.19,lbr,1961
104.2,lbr,1962
94.39,lbr,1963
100.4,lbr,1964
96.49,lbr,1965
100.4,lbr,1966
100.9,lbr,1967
92.37,lbr,1968
94.14,lbr,1969
104.4,lbr,1970
103.2,lbr,1971
106.2,lbr,1972
122.9,lbr,1973
130.4,lbr,1974
117.0,lbr,1975
132.1,lbr,1976
122.2,lbr,1977
122.2,lbr,1978
114.5,lbr,1979
117.9,lbr,1980
104.6,lbr,1981
92.38,lbr,1982
92.31,lbr,1983
87.25,lbr,1984
77.01,lbr,1985
72.43,lbr,1986
70.93,lbr,1987
64.34,lbr,1988
138.0,lbr,1989
374.1,lbr,1990
210.1,lbr,1991
431.8,lbr,1992
529.9,lbr,1993
573.4,lbr,1994
986.6,lbr,1995
743.4,lbr,1996
351.5,lbr,1997
248.9,lbr,1998
223.9,lbr,1999
177.8,lbr,2000
65.67,lbr,2001
63.35,lbr,2002
67.92,lbr,2003
95.78,lbr,2004
83.21,lbr,2005
102.1,lbr,2006
95.19,lbr,2007
125.3,lbr,2008
79.64,lbr,2009
94.39,lbr,2010
64.21,lby,1990
51.87,lby,1991
44.58,lby,1992
46.12,lby,1993
50.69,lby,1994
56.25,lby,1995
56.58,lby,1996
51.4,lby,1997
44.49,lby,1998
39.71,lby,1999
50.48,lby,2000
54.23,lby,2001
71.56,lby,2002
78.87,lby,2003
80.08,lby,2004
85.08,lby,2005
81.97,lby,2006
74.79,lby,2007
77.39,lby,2008
75.29,lby,2009
62.94,ltu,1994
80.39,ltu,1995
93.93,ltu,1996
93.84,ltu,1997
84.46,ltu,1998
71.45,ltu,1999
81.05,ltu,2000
89.94,ltu,2001
93.08,ltu,2002
91.17,ltu,2003
96.17,ltu,2004
105.4,ltu,2005
111.4,ltu,2006
106.3,ltu,2007
115.9,ltu,2008
94.33,ltu,2009
121.8,ltu,2010
91.66,lux,1999
96.97,lux,2000
109.4,lux,2001
101.3,lux,2002
