geo,infectious_tb_new_cases_per_100000_estimated,time
tca,8,2005
tca,8,2006
tca,7,2007
tuv,133,1990
tuv,129,1991
tuv,125,1992
tuv,120,1993
tuv,116,1994
tuv,113,1995
tuv,109,1996
tuv,105,1997
tuv,102,1998
tuv,98,1999
tuv,95,2000
tuv,92,2001
tuv,89,2002
tuv,86,2003
tuv,83,2004
tuv,80,2005
tuv,77,2006
tuv,75,2007
uga,64,1990
uga,97,1991
uga,106,1992
uga,116,1993
uga,120,1994
uga,125,1995
uga,124,1996
uga,127,1997
uga,130,1998
uga,129,1999
uga,136,2000
uga,145,2001
uga,156,2002
uga,161,2003
uga,157,2004
uga,151,2005
uga,143,2006
uga,136,2007
ukr,19,1990
ukr,18,1991
ukr,19,1992
ukr,21,1993
ukr,22,1994
ukr,23,1995
ukr,26,1996
ukr,28,1997
ukr,32,1998
ukr,34,1999
ukr,37,2000
ukr,40,2001
ukr,42,2002
ukr,42,2003
ukr,42,2004
ukr,44,2005
ukr,44,2006
ukr,44,2007
are,13,1990
are,13,1991
are,12,1992
are,11,1993
are,11,1994
are,10,1995
are,10,1996
are,10,1997
are,9,1998
are,9,1999
are,8,2000
are,8,2001
are,8,2002
are,8,2003
are,7,2004
are,7,2005
are,7,2006
are,7,2007
gbr,5,1990
gbr,5,1991
gbr,6,1992
gbr,6,1993
gbr,5,1994
gbr,5,1995
gbr,5,1996
gbr,5,1997
gbr,5,1998
gbr,5,1999
gbr,5,2000
gbr,5,2001
gbr,5,2002
gbr,6,2003
gbr,6,2004
gbr,6,2005
gbr,7,2006
gbr,7,2007
tza,73,1990
tza,80,1991
tza,86,1992
tza,92,1993
tza,100,1994
tza,109,1995
tza,116,1996
tza,123,1997
tza,127,1998
tza,130,1999
tza,136,2000
tza,139,2001
tza,141,2002
tza,138,2003
tza,135,2004
tza,131,2005
tza,125,2006
tza,120,2007
vir,9,1990
vir,8,1991
vir,8,1992
vir,7,1993
vir,7,1994
vir,7,1995
vir,6,1996
vir,6,1997
vir,6,1998
vir,6,1999
vir,5,2000
vir,5,2001
vir,5,2002
vir,5,2003
vir,5,2004
vir,5,2005
vir,5,2006
vir,5,2007
usa,4,1990
usa,4,1991
usa,4,1992
usa,4,1993
usa,4,1994
usa,4,1995
usa,3,1996
usa,3,1997
usa,3,1998
usa,3,1999
usa,2,2000
usa,2,2001
usa,2,2002
usa,2,2003
usa,2,2004
usa,2,2005
usa,2,2006
usa,2,2007
ury,15,1990
ury,15,1991
ury,15,1992
ury,15,1993
ury,14,1994
ury,14,1995
ury,14,1996
ury,14,1997
ury,14,1998
ury,13,1999
ury,13,2000
ury,13,2001
ury,13,2002
ury,13,2003
ury,12,2004
ury,12,2005
ury,12,2006
ury,12,2007
uzb,31,1990
uzb,29,1991
uzb,28,1992
uzb,33,1993
uzb,33,1994
uzb,34,1995
uzb,32,1996
uzb,36,1997
uzb,38,1998
uzb,40,1999
uzb,42,2000
uzb,46,2001
uzb,49,2002
uzb,51,2003
uzb,51,2004
uzb,53,2005
uzb,52,2006
uzb,50,2007
vut,62,1990
vut,60,1991
vut,58,1992
vut,56,1993
vut,54,1994
vut,53,1995
vut,51,1996
vut,49,1997
vut,47,1998
vut,46,1999
vut,44,2000
vut,43,2001
vut,41,2002
vut,40,2003
vut,38,2004
vut,37,2005
vut,36,2006
vut,35,2007
ven,19,1990
ven,19,1991
ven,19,1992
ven,19,1993
ven,19,1994
ven,19,1995
ven,19,1996
ven,19,1997
ven,19,1998
ven,19,1999
ven,19,2000
ven,19,2001
ven,18,2002
ven,18,2003
ven,18,2004
ven,18,2005
ven,18,2006
ven,18,2007
vnm,91,1990
vnm,90,1991
vnm,89,1992
vnm,88,1993
vnm,87,1994
vnm,87,1995
vnm,86,1996
vnm,85,1997
vnm,84,1998
vnm,83,1999
vnm,82,2000
vnm,81,2001
vnm,80,2002
vnm,79,2003
vnm,78,2004
vnm,77,2005
vnm,76,2006
vnm,76,2007
wlf,28,1990
wlf,79,1991
wlf,14,1992
wlf,39,1993
wlf,39,1994
wlf,23,1995
wlf,23,1996
wlf,8,1997
wlf,24,1998
wlf,24,1999
wlf,23,2000
wlf,7,2001
wlf,7,2002
wlf,52,2003
wlf,21,2004
wlf,7,2005
wlf,21,2006
wlf,7,2007
pse,11,1990
pse,10,1991
pse,10,1992
pse,10,1993
pse,10,1994
pse,10,1995
pse,9,1996
pse,9,1997
pse,8,1998
pse,8,1999
pse,8,2000
pse,8,2001
pse,7,2002
pse,7,2003
pse,7,2004
pse,6,2005
pse,6,2006
pse,6,2007
yem,60,1990
yem,59,1991
yem,59,1992
yem,57,1993
yem,56,1994
yem,55,1995
yem,53,1996
yem,50,1997
yem,48,1998
yem,46,1999
yem,45,2000
yem,43,2001
yem,42,2002
yem,40,2003
yem,38,2004
yem,37,2005
yem,36,2006
yem,34,2007
zmb,118,1990
zmb,136,1991
zmb,158,1992
zmb,176,1993
zmb,191,1994
zmb,204,1995
zmb,211,1996
zmb,219,1997
zmb,222,1998
zmb,230,1999
zmb,229,2000
zmb,239,2001
zmb,240,2002
zmb,248,2003
zmb,237,2004
zmb,224,2005
zmb,208,2006
zmb,193,2007
zwe,128,1990
zwe,140,1991
zwe,148,1992
zwe,157,1993
zwe,166,1994
zwe,177,1995
zwe,186,1996
zwe,199,1997
zwe,215,1998
zwe,233,1999
zwe,254,2000
zwe,275,2001
zwe,295,2002
zwe,308,2003
zwe,313,2004
zwe,311,2005
zwe,304,2006
zwe,298,2007
