geo,males_aged_15_24_employment_rate_percent,time
tgo,62.8,2006
tgo,62.8,2007
tto,43.5,1991
tto,42.5,1992
tto,42.4,1993
tto,43.9,1994
tto,45.0,1995
tto,47.3,1996
tto,47.6,1997
tto,47.5,1998
tto,48.1,1999
tto,49.0,2000
tto,48.9,2001
tto,48.2,2002
tto,49.3,2003
tto,52.7,2004
tto,54.2,2005
tto,56.0,2006
tto,54.7,2007
tun,37.9,1991
tun,37.0,1992
tun,36.1,1993
tun,35.9,1994
tun,35.0,1995
tun,34.2,1996
tun,33.3,1997
tun,32.6,1998
tun,32.2,1999
tun,31.8,2000
tun,31.7,2001
tun,30.9,2002
tun,30.9,2003
tun,30.5,2004
tun,30.1,2005
tun,29.8,2006
tun,29.4,2007
tur,60.0,1991
tur,58.1,1992
tur,55.1,1993
tur,57.0,1994
tur,54.3,1995
tur,55.6,1996
tur,55.0,1997
tur,53.0,1998
tur,52.5,1999
tur,50.7,2000
tur,47.8,2001
tur,43.7,2002
tur,41.2,2003
tur,44.1,2004
tur,44.5,2005
tur,44.4,2006
tur,41.1,2007
tkm,38.0,1991
tkm,38.7,1992
tkm,39.8,1993
tkm,40.9,1994
tkm,40.9,1995
tkm,40.3,1996
tkm,39.3,1997
tkm,42.0,1998
tkm,43.2,1999
tkm,42.7,2000
tkm,41.9,2001
tkm,40.7,2002
tkm,40.0,2003
tkm,38.8,2004
tkm,37.6,2005
tkm,36.7,2006
tkm,36.7,2007
uga,82.7,1991
uga,82.2,1992
uga,80.7,1993
uga,78.4,1994
uga,78.7,1995
uga,79.0,1996
uga,79.6,1997
uga,81.4,1998
uga,80.5,1999
uga,79.4,2000
uga,79.6,2001
uga,78.5,2002
uga,77.6,2003
uga,77.3,2004
uga,77.1,2005
uga,76.9,2006
uga,76.9,2007
ukr,36.6,1991
ukr,36.4,1992
ukr,37.3,1993
ukr,39.0,1994
ukr,39.4,1995
ukr,39.2,1996
ukr,39.5,1997
ukr,38.9,1998
ukr,35.1,1999
ukr,33.6,2000
ukr,33.0,2001
ukr,34.8,2002
ukr,34.3,2003
ukr,36.9,2004
ukr,38.2,2005
ukr,38.3,2006
ukr,38.0,2007
are,60.3,1991
are,60.5,1992
are,60.8,1993
are,61.2,1994
are,61.0,1995
are,60.6,1996
are,60.4,1997
are,60.5,1998
are,60.1,1999
are,60.5,2000
are,61.0,2001
are,61.9,2002
are,62.5,2003
are,62.9,2004
are,62.8,2005
are,62.1,2006
are,61.5,2007
gbr,68.2,1991
gbr,62.1,1992
gbr,59.0,1993
gbr,59.7,1994
gbr,60.1,1995
gbr,61.2,1996
gbr,62.4,1997
gbr,62.7,1998
gbr,62.6,1999
gbr,63.3,2000
gbr,62.6,2001
gbr,61.8,2002
gbr,60.7,2003
gbr,61.2,2004
gbr,59.8,2005
gbr,57.5,2006
gbr,57.6,2007
usa,59.1,1991
usa,58.4,1992
usa,58.8,1993
usa,59.9,1994
usa,60.6,1995
usa,59.5,1996
usa,59.5,1997
usa,60.1,1998
usa,60.3,1999
usa,60.9,2000
usa,58.1,2001
usa,55.6,2002
usa,53.6,2003
usa,53.7,2004
usa,53.4,2005
usa,54.6,2006
usa,53.7,2007
ury,54.0,1991
ury,55.0,1992
ury,53.5,1993
ury,55.5,1994
ury,56.6,1995
ury,56.9,1996
ury,55.8,1997
ury,54.8,1998
ury,54.2,1999
ury,53.4,2000
ury,52.4,2001
ury,51.3,2002
ury,50.1,2003
ury,48.9,2004
ury,47.8,2005
ury,45.6,2006
ury,45.3,2007
uzb,39.4,1991
uzb,37.6,1992
uzb,37.1,1993
uzb,36.2,1994
uzb,35.8,1995
uzb,36.3,1996
uzb,36.9,1997
uzb,37.3,1998
uzb,37.6,1999
uzb,37.8,2000
uzb,38.1,2001
uzb,38.3,2002
uzb,38.5,2003
uzb,39.5,2004
uzb,40.0,2005
uzb,40.6,2006
uzb,41.9,2007
ven,52.0,1991
ven,52.6,1992
ven,53.5,1993
ven,52.0,1994
ven,50.1,1995
ven,47.6,1996
ven,49.1,1997
ven,47.8,1998
ven,46.9,1999
ven,46.7,2000
ven,47.8,2001
ven,45.8,2002
ven,47.2,2003
ven,46.7,2004
ven,47.4,2005
ven,49.5,2006
ven,51.4,2007
vnm,74.1,1991
vnm,72.7,1992
vnm,70.9,1993
vnm,69.9,1994
vnm,68.6,1995
vnm,67.2,1996
vnm,63.7,1997
vnm,62.0,1998
vnm,59.1,1999
vnm,55.9,2000
vnm,59.4,2001
vnm,57.8,2002
vnm,56.3,2003
vnm,55.6,2004
vnm,54.7,2005
vnm,53.6,2006
vnm,53.0,2007
pse,32.2,1991
pse,32.7,1992
pse,33.6,1993
pse,27.9,1994
pse,37.0,1995
pse,31.8,1996
pse,33.9,1997
pse,37.7,1998
pse,39.4,1999
pse,37.7,2000
pse,30.4,2001
pse,24.0,2002
pse,26.8,2003
pse,25.7,2004
pse,28.1,2005
pse,28.4,2006
pse,27.2,2007
yem,34.2,1991
yem,32.0,1992
yem,30.8,1993
yem,32.6,1994
yem,30.9,1995
yem,30.0,1996
yem,30.3,1997
yem,31.4,1998
yem,28.8,1999
yem,28.7,2000
yem,28.6,2001
yem,28.5,2002
yem,27.5,2003
yem,27.5,2004
yem,27.2,2005
yem,27.0,2006
yem,26.9,2007
zmb,44.6,1991
zmb,44.4,1992
zmb,43.7,1993
zmb,45.5,1994
zmb,46.9,1995
zmb,49.5,1996
zmb,51.3,1997
zmb,53.7,1998
zmb,53.4,1999
zmb,53.0,2000
zmb,53.0,2001
zmb,52.9,2002
zmb,53.0,2003
zmb,52.4,2004
zmb,52.1,2005
zmb,51.8,2006
zmb,52.8,2007
zwe,48.0,1991
zwe,47.4,1992
zwe,46.6,1993
zwe,49.4,1994
zwe,48.8,1995
zwe,48.2,1996
zwe,46.4,1997
zwe,47.7,1998
zwe,49.5,1999
zwe,51.0,2000
zwe,52.5,2001
zwe,53.4,2002
zwe,54.2,2003
zwe,54.8,2004
zwe,54.4,2005
zwe,54.2,2006
zwe,55.5,2007
