dead_kids_per_woman,geo,time
2.058,phl,1942
2.036,phl,1943
2.014,phl,1944
2.143,phl,1945
2.044,phl,1946
1.899,phl,1947
1.719,phl,1948
1.758,phl,1949
1.737,phl,1950
1.735,phl,1951
1.732,phl,1952
1.642,phl,1953
1.635,phl,1954
1.631,phl,1955
1.536,phl,1956
1.53,phl,1957
1.519,phl,1958
1.427,phl,1959
1.417,phl,1960
1.405,phl,1961
1.391,phl,1962
1.3,phl,1963
1.285,phl,1964
1.268,phl,1965
1.178,phl,1966
1.16,phl,1967
1.143,phl,1968
1.123,phl,1969
1.035,phl,1970
1.017,phl,1971
0.9991,phl,1972
0.9193,phl,1973
0.9023,phl,1974
0.8868,phl,1975
0.8697,phl,1976
0.7985,phl,1977
0.7826,phl,1978
0.7666,phl,1979
0.7507,phl,1980
0.7362,phl,1981
0.6728,phl,1982
0.6593,phl,1983
0.6485,phl,1984
0.6363,phl,1985
0.6255,phl,1986
0.5714,phl,1987
0.5626,phl,1988
0.5525,phl,1989
0.5425,phl,1990
0.5337,phl,1991
0.4864,phl,1992
0.4783,phl,1993
0.4724,phl,1994
0.4666,phl,1995
0.4608,phl,1996
0.4562,phl,1997
0.4527,phl,1998
0.4137,phl,1999
0.4094,phl,2000
0.4051,phl,2001
0.3987,phl,2002
0.3912,phl,2003
0.3836,phl,2004
0.375,phl,2005
0.3362,phl,2006
0.3293,phl,2007
0.3224,phl,2008
0.3155,phl,2009
0.3105,phl,2010
0.1548,phl,2030
0.08903,phl,2050
0.04912,phl,2099
3.119,pol,1800
3.111,pol,1801
3.103,pol,1802
3.096,pol,1803
3.088,pol,1804
3.08,pol,1805
3.072,pol,1806
3.065,pol,1807
3.057,pol,1808
3.049,pol,1809
3.041,pol,1810
3.034,pol,1811
3.026,pol,1812
3.018,pol,1813
3.01,pol,1814
3.003,pol,1815
2.995,pol,1816
2.995,pol,1817
3.061,pol,1818
3.128,pol,1819
2.995,pol,1820
3.128,pol,1821
2.995,pol,1822
2.862,pol,1823
2.729,pol,1824
3.394,pol,1825
3.061,pol,1826
3.128,pol,1827
3.088,pol,1828
3.048,pol,1829
3.008,pol,1830
2.968,pol,1831
2.928,pol,1832
3.194,pol,1833
3.394,pol,1834
2.928,pol,1835
3.128,pol,1836
3.261,pol,1837
2.995,pol,1838
3.194,pol,1839
3.261,pol,1840
3.061,pol,1841
3.194,pol,1842
3.128,pol,1843
2.995,pol,1844
2.662,pol,1845
2.729,pol,1846
2.529,pol,1847
2.396,pol,1848
2.729,pol,1849
2.795,pol,1850
2.795,pol,1851
2.729,pol,1852
2.795,pol,1853
2.662,pol,1854
2.396,pol,1855
2.662,pol,1856
2.862,pol,1857
3.128,pol,1858
3.261,pol,1859
3.261,pol,1860
3.194,pol,1861
3.461,pol,1862
3.261,pol,1863
3.078,pol,1864
2.895,pol,1865
2.712,pol,1866
2.529,pol,1867
2.795,pol,1868
2.795,pol,1869
3.061,pol,1870
2.862,pol,1871
2.729,pol,1872
2.862,pol,1873
2.862,pol,1874
2.729,pol,1875
2.729,pol,1876
2.596,pol,1877
2.596,pol,1878
2.662,pol,1879
2.596,pol,1880
2.529,pol,1881
2.596,pol,1882
2.596,pol,1883
2.529,pol,1884
2.662,pol,1885
2.662,pol,1886
2.58,pol,1887
2.644,pol,1888
2.773,pol,1889
2.709,pol,1890
2.623,pol,1891
2.498,pol,1892
2.623,pol,1893
2.659,pol,1894
2.659,pol,1895
2.598,pol,1896
2.454,pol,1897
2.395,pol,1898
2.395,pol,1899
2.395,pol,1900
2.258,pol,1901
2.258,pol,1902
2.145,pol,1903
2.07,pol,1904
2.016,pol,1905
2.07,pol,1906
1.997,pol,1907
1.944,pol,1908
1.944,pol,1909
1.892,pol,1910
1.772,pol,1911
1.722,pol,1912
1.772,pol,1913
1.755,pol,1914
1.414,pol,1915
1.316,pol,1916
1.125,pol,1917
1.125,pol,1918
1.547,pol,1919
1.641,pol,1920
1.477,pol,1921
1.59,pol,1922
1.621,pol,1923
1.513,pol,1924
1.53,pol,1925
1.43,pol,1926
1.309,pol,1927
1.326,pol,1928
1.317,pol,1929
1.338,pol,1930
1.198,pol,1931
1.146,pol,1932
1.005,pol,1933
1.009,pol,1934
0.945,pol,1935
0.9486,pol,1936
0.8596,pol,1937
0.8389,pol,1938
0.7925,pol,1939
0.7863,pol,1940
0.7416,pol,1941
0.7357,pol,1942
0.6926,pol,1943
0.6871,pol,1944
0.6456,pol,1945
0.6403,pol,1946
0.6957,pol,1947
0.778,pol,1948
0.7367,pol,1949
0.6844,pol,1950
0.6444,pol,1951
0.6038,pol,1952
0.5612,pol,1953
0.5174,pol,1954
0.4742,pol,1955
0.4307,pol,1956
0.4182,pol,1957
0.3747,pol,1958
0.3607,pol,1959
0.2937,pol,1960
0.2818,pol,1961
0.269,pol,1962
0.2357,pol,1963
0.2267,pol,1964
0.1995,pol,1965
0.1945,pol,1966
0.1904,pol,1967
0.1871,pol,1968
0.1854,pol,1969
0.1846,pol,1970
0.1846,pol,1971
0.1683,pol,1972
0.169,pol,1973
0.169,pol,1974
0.1698,pol,1975
0.1706,pol,1976
0.1713,pol,1977
0.1721,pol,1978
0.1736,pol,1979
0.1912,pol,1980
0.1751,pol,1981
0.1751,pol,1982
0.1743,pol,1983
0.1728,pol,1984
0.1713,pol,1985
0.1683,pol,1986
0.1653,pol,1987
0.1615,pol,1988
0.1577,pol,1989
0.154,pol,1990
0.1639,pol,1991
0.1441,pol,1992
0.1261,pol,1993
0.1206,pol,1994
0.1151,pol,1995
0.1096,pol,1996
0.09449,pol,1997
0.09014,pol,1998
0.08641,pol,1999
0.07582,pol,2000
0.07356,pol,2001
0.06566,pol,2002
0.06463,pol,2003
0.06463,pol,2004
0.06515,pol,2005
0.06566,pol,2006
0.06069,pol,2007
0.06162,pol,2008
0.06255,pol,2009
0.06349,pol,2010
0.05909,pol,2030
0.05415,pol,2050
0.03525,pol,2099
2.235,prt,1800
2.235,prt,1801
2.235,prt,1802
2.235,prt,1803
2.235,prt,1804
2.235,prt,1805
2.235,prt,1806
2.235,prt,1807
2.235,prt,1808
2.235,prt,1809
2.235,prt,1810
2.235,prt,1811
2.235,prt,1812
2.235,prt,1813
2.235,prt,1814
2.235,prt,1815
2.235,prt,1816
2.235,prt,1817
2.235,prt,1818
2.235,prt,1819
2.235,prt,1820
2.235,prt,1821
2.235,prt,1822
2.235,prt,1823
2.235,prt,1824
2.235,prt,1825
2.235,prt,1826
2.235,prt,1827
2.235,prt,1828
2.235,prt,1829
2.235,prt,1830
2.235,prt,1831
2.235,prt,1832
2.235,prt,1833
2.235,prt,1834
2.235,prt,1835
2.235,prt,1836
2.235,prt,1837
2.235,prt,1838
2.235,prt,1839
2.235,prt,1840
2.235,prt,1841
2.235,prt,1842
2.235,prt,1843
2.235,prt,1844
2.235,prt,1845
2.235,prt,1846
2.235,prt,1847
2.235,prt,1848
2.235,prt,1849
2.235,prt,1850
2.22,prt,1851
2.206,prt,1852
2.192,prt,1853
2.177,prt,1854
2.163,prt,1855
2.148,prt,1856
2.134,prt,1857
2.119,prt,1858
2.105,prt,1859
2.09,prt,1860
2.076,prt,1861
2.062,prt,1862
2.047,prt,1863
2.033,prt,1864
2.038,prt,1865
2.043,prt,1866
2.049,prt,1867
2.054,prt,1868
2.059,prt,1869
2.064,prt,1870
2.07,prt,1871
2.075,prt,1872
2.08,prt,1873
2.086,prt,1874
2.091,prt,1875
2.096,prt,1876
2.102,prt,1877
2.107,prt,1878
2.101,prt,1879
2.095,prt,1880
2.089,prt,1881
2.083,prt,1882
2.077,prt,1883
2.071,prt,1884
2.066,prt,1885
2.06,prt,1886
2.176,prt,1887
2.137,prt,1888
2.176,prt,1889
2.105,prt,1890
2.066,prt,1891
2.014,prt,1892
2.06,prt,1893
1.918,prt,1894
1.937,prt,1895
1.937,prt,1896
1.963,prt,1897
1.95,prt,1898
1.93,prt,1899
1.969,prt,1900
2.021,prt,1901
2.066,prt,1902
2.131,prt,1903
2.04,prt,1904
2.053,prt,1905
2.073,prt,1906
1.982,prt,1907
1.956,prt,1908
1.93,prt,1909
2.047,prt,1910
2.492,prt,1911
2.253,prt,1912
2.098,prt,1913
2.034,prt,1914
2.105,prt,1915
2.073,prt,1916
2.027,prt,1917
1.918,prt,1918
1.782,prt,1919
2.169,prt,1920
2.092,prt,1921
2.137,prt,1922
2.144,prt,1923
2.118,prt,1924
2.105,prt,1925
2.096,prt,1926
1.878,prt,1927
1.87,prt,1928
1.695,prt,1929
1.626,prt,1930
1.57,prt,1931
1.524,prt,1932
1.466,prt,1933
1.359,prt,1934
1.257,prt,1935
1.159,prt,1936
1.094,prt,1937
1.031,prt,1938
0.97,prt,1939
0.9112,prt,1940
1.006,prt,1941
0.9293,prt,1942
0.9253,prt,1943
0.8863,prt,1944
0.8315,prt,1945
0.807,prt,1946
0.6947,prt,1947
0.7168,prt,1948
0.7531,prt,1949
0.5797,prt,1950
0.5797,prt,1951
0.5458,prt,1952
0.5128,prt,1953
0.4806,prt,1954
0.5128,prt,1955
0.5144,prt,1956
0.4837,prt,1957
0.4229,prt,1958
0.4565,prt,1959
0.4269,prt,1960
0.4609,prt,1961
0.431,prt,1962
0.4006,prt,1963
0.4006,prt,1964
0.37,prt,1965
0.3677,prt,1966
0.3364,prt,1967
0.3321,prt,1968
0.3278,prt,1969
0.3213,prt,1970
0.3159,prt,1971
0.2611,prt,1972
0.2566,prt,1973
0.2512,prt,1974
0.2457,prt,1975
0.2403,prt,1976
0.2127,prt,1977
0.1879,prt,1978
0.1638,prt,1979
0.1569,prt,1980
0.1494,prt,1981
0.1287,prt,1982
0.1218,prt,1983
0.1162,prt,1984
0.1107,prt,1985
0.09676,prt,1986
0.09336,prt,1987
0.09053,prt,1988
0.08002,prt,1989
0.08714,prt,1990
0.08601,prt,1991
0.07695,prt,1992
0.07643,prt,1993
0.06956,prt,1994
0.06909,prt,1995
0.06909,prt,1996
0.06909,prt,1997
0.06862,prt,1998
0.06862,prt,1999
0.06232,prt,2000
0.0619,prt,2001
0.06148,prt,2002
0.06105,prt,2003
0.05511,prt,2004
0.05434,prt,2005
0.04889,prt,2006
0.04818,prt,2007
0.04783,prt,2008
0.04713,prt,2009
0.04678,prt,2010
0.03882,prt,2030
0.03701,prt,2050
0.02731,prt,2099
3.047,pri,1800
3.047,pri,1801
3.047,pri,1802
3.047,pri,1803
3.047,pri,1804
3.047,pri,1805
3.047,pri,1806
3.047,pri,1807
3.047,pri,1808
3.047,pri,1809
3.047,pri,1810
3.047,pri,1811
3.047,pri,1812
3.047,pri,1813
3.047,pri,1814
3.047,pri,1815
3.047,pri,1816
3.047,pri,1817
3.047,pri,1818
3.047,pri,1819
3.047,pri,1820
3.047,pri,1821
3.047,pri,1822
3.047,pri,1823
3.047,pri,1824
3.047,pri,1825
3.047,pri,1826
3.047,pri,1827
3.047,pri,1828
3.047,pri,1829
3.047,pri,1830
3.047,pri,1831
3.047,pri,1832
3.047,pri,1833
3.047,pri,1834
3.047,pri,1835
3.047,pri,1836
3.047,pri,1837
3.047,pri,1838
3.047,pri,1839
3.047,pri,1840
3.047,pri,1841
3.047,pri,1842
3.047,pri,1843
3.047,pri,1844
3.047,pri,1845
3.047,pri,1846
3.047,pri,1847
3.047,pri,1848
3.047,pri,1849
3.047,pri,1850
3.047,pri,1851
3.047,pri,1852
3.047,pri,1853
3.047,pri,1854
3.047,pri,1855
3.047,pri,1856
3.047,pri,1857
3.047,pri,1858
3.047,pri,1859
3.047,pri,1860
3.047,pri,1861
3.047,pri,1862
3.047,pri,1863
3.047,pri,1864
3.047,pri,1865
3.047,pri,1866
3.047,pri,1867
3.047,pri,1868
3.047,pri,1869
3.047,pri,1870
3.047,pri,1871
3.047,pri,1872
3.047,pri,1873
3.047,pri,1874
3.047,pri,1875
3.047,pri,1876
3.047,pri,1877
3.047,pri,1878
3.047,pri,1879
3.047,pri,1880
3.047,pri,1881
3.047,pri,1882
3.047,pri,1883
3.047,pri,1884
3.047,pri,1885
3.047,pri,1886
3.047,pri,1887
3.047,pri,1888
3.047,pri,1889
3.047,pri,1890
3.047,pri,1891
3.047,pri,1892
3.047,pri,1893
3.047,pri,1894
2.964,pri,1895
2.964,pri,1896
2.881,pri,1897
2.881,pri,1898
2.881,pri,1899
2.8,pri,1900
2.764,pri,1901
2.729,pri,1902
2.932,pri,1903
2.815,pri,1904
2.624,pri,1905
2.513,pri,1906
2.406,pri,1907
2.3,pri,1908
2.198,pri,1909
2.098,pri,1910
2.143,pri,1911
2.188,pri,1912
2.233,pri,1913
2.278,pri,1914
2.323,pri,1915
2.338,pri,1916
2.353,pri,1917
2.368,pri,1918
2.383,pri,1919
2.398,pri,1920
2.305,pri,1921
2.289,pri,1922
2.273,pri,1923
2.258,pri,1924
2.168,pri,1925
2.145,pri,1926
2.123,pri,1927
2.101,pri,1928
2.079,pri,1929
1.987,pri,1930
2.153,pri,1931
2.239,pri,1932
2.038,pri,1933
2.055,pri,1934
2.076,pri,1935
2.005,pri,1936
1.934,pri,1937
1.882,pri,1938
1.93,pri,1939
1.809,pri,1940
1.72,pri,1941
1.665,pri,1942
1.467,pri,1943
1.47,pri,1944
1.377,pri,1945
1.3,pri,1946
1.185,pri,1947
1.067,pri,1948
0.9201,pri,1949
0.8238,pri,1950
0.772,pri,1951
0.7217,pri,1952
0.6715,pri,1953
0.5772,pri,1954
0.5749,pri,1955
0.5276,pri,1956
0.4816,pri,1957
0.4757,pri,1958
0.4307,pri,1959
0.4225,pri,1960
0.4125,pri,1961
0.3998,pri,1962
0.3518,pri,1963
0.3377,pri,1964
0.322,pri,1965
0.3063,pri,1966
0.2664,pri,1967
0.2551,pri,1968
0.2453,pri,1969
0.2158,pri,1970
0.2104,pri,1971
0.2063,pri,1972
0.184,pri,1973
0.1809,pri,1974
0.1778,pri,1975
0.1753,pri,1976
0.1722,pri,1977
0.1539,pri,1978
0.1505,pri,1979
0.1477,pri,1980
0.1443,pri,1981
0.1409,pri,1982
0.1381,pri,1983
0.1352,pri,1984
0.1324,pri,1985
0.1307,pri,1986
0.129,pri,1987
0.1279,pri,1988
0.1267,pri,1989
0.1256,pri,1990
0.1245,pri,1991
0.1234,pri,1992
0.1217,pri,1993
0.12,pri,1994
0.1183,pri,1995
0.1052,pri,1996
0.1031,pri,1997
0.1011,pri,1998
0.0901,pri,1999
0.0887,pri,2000
0.07928,pri,2001
0.07843,pri,2002
0.07091,pri,2003
0.07053,pri,2004
0.07053,pri,2005
0.06436,pri,2006
0.06401,pri,2007
0.06401,pri,2008
0.06366,pri,2009
0.06331,pri,2010
0.04803,pri,2030
0.04155,pri,2050
0.0269,pri,2099
4.011,qat,1800
4.011,qat,1801
4.011,qat,1802
4.011,qat,1803
4.011,qat,1804
4.011,qat,1805
4.011,qat,1806
4.011,qat,1807
4.011,qat,1808
4.011,qat,1809
4.011,qat,1810
4.011,qat,1811
4.011,qat,1812
4.011,qat,1813
4.011,qat,1814
4.011,qat,1815
4.011,qat,1816
4.011,qat,1817
4.011,qat,1818
4.011,qat,1819
4.011,qat,1820
4.011,qat,1821
4.011,qat,1822
4.011,qat,1823
4.011,qat,1824
4.011,qat,1825
4.011,qat,1826
4.011,qat,1827
4.011,qat,1828
4.011,qat,1829
4.011,qat,1830
4.011,qat,1831
4.011,qat,1832
4.011,qat,1833
4.011,qat,1834
4.011,qat,1835
4.011,qat,1836
4.011,qat,1837
4.011,qat,1838
4.011,qat,1839
4.011,qat,1840
4.011,qat,1841
4.011,qat,1842
4.011,qat,1843
4.011,qat,1844
4.011,qat,1845
4.011,qat,1846
4.011,qat,1847
4.011,qat,1848
4.011,qat,1849
4.011,qat,1850
4.011,qat,1851
4.011,qat,1852
4.011,qat,1853
4.011,qat,1854
4.011,qat,1855
4.011,qat,1856
4.011,qat,1857
4.011,qat,1858
4.011,qat,1859
4.011,qat,1860
4.011,qat,1861
4.011,qat,1862
4.011,qat,1863
4.011,qat,1864
4.011,qat,1865
4.011,qat,1866
4.011,qat,1867
4.011,qat,1868
4.011,qat,1869
4.011,qat,1870
4.011,qat,1871
4.011,qat,1872
4.011,qat,1873
4.011,qat,1874
4.011,qat,1875
4.011,qat,1876
4.011,qat,1877
4.011,qat,1878
4.011,qat,1879
4.011,qat,1880
4.011,qat,1881
4.011,qat,1882
4.011,qat,1883
4.011,qat,1884
4.011,qat,1885
4.011,qat,1886
4.011,qat,1887
4.011,qat,1888
4.011,qat,1889
4.011,qat,1890
4.011,qat,1891
4.011,qat,1892
4.011,qat,1893
4.011,qat,1894
4.011,qat,1895
4.011,qat,1896
4.011,qat,1897
4.011,qat,1898
4.011,qat,1899
4.011,qat,1900
4.011,qat,1901
4.011,qat,1902
4.011,qat,1903
4.011,qat,1904
4.011,qat,1905
4.011,qat,1906
4.011,qat,1907
4.011,qat,1908
4.011,qat,1909
4.011,qat,1910
4.011,qat,1911
4.011,qat,1912
4.011,qat,1913
4.011,qat,1914
4.011,qat,1915
4.011,qat,1916
4.011,qat,1917
4.011,qat,1918
4.011,qat,1919
4.011,qat,1920
4.011,qat,1921
4.011,qat,1922
4.011,qat,1923
4.011,qat,1924
4.011,qat,1925
4.011,qat,1926
4.011,qat,1927
4.011,qat,1928
4.011,qat,1929
4.011,qat,1930
4.011,qat,1931
4.011,qat,1932
4.011,qat,1933
4.011,qat,1934
4.011,qat,1935
4.011,qat,1936
4.011,qat,1937
4.011,qat,1938
4.011,qat,1939
4.011,qat,1940
3.789,qat,1941
3.57,qat,1942
3.248,qat,1943
3.039,qat,1944
2.834,qat,1945
2.634,qat,1946
2.342,qat,1947
2.155,qat,1948
1.972,qat,1949
1.796,qat,1950
1.71,qat,1951
1.71,qat,1952
1.625,qat,1953
1.542,qat,1954
1.542,qat,1955
1.461,qat,1956
1.381,qat,1957
1.381,qat,1958
1.303,qat,1959
1.227,qat,1960
1.227,qat,1961
1.155,qat,1962
1.082,qat,1963
1.084,qat,1964
1.013,qat,1965
1.013,qat,1966
0.943,qat,1967
0.8753,qat,1968
0.8728,qat,1969
0.8053,qat,1970
0.7383,qat,1971
0.7297,qat,1972
0.6626,qat,1973
0.6527,qat,1974
0.5866,qat,1975
0.5748,qat,1976
0.5141,qat,1977
0.5025,qat,1978
0.4483,qat,1979
0.4377,qat,1980
0.4271,qat,1981
0.3769,qat,1982
0.3652,qat,1983
0.3529,qat,1984
0.3083,qat,1985
0.2971,qat,1986
0.2872,qat,1987
0.2529,qat,1988
0.2461,qat,1989
0.2393,qat,1990
0.2337,qat,1991
0.2062,qat,1992
0.2001,qat,1993
0.1934,qat,1994
0.1867,qat,1995
0.1639,qat,1996
0.1587,qat,1997
0.1541,qat,1998
0.1503,qat,1999
0.1471,qat,2000
0.1306,qat,2001
0.1272,qat,2002
0.1234,qat,2003
0.1191,qat,2004
0.1145,qat,2005
0.09982,qat,2006
0.09558,qat,2007
0.0925,qat,2008
0.08941,qat,2009
0.08749,qat,2010
0.05153,qat,2030
0.03892,qat,2050
0.0294,qat,2099
1.996,reu,1950
2.013,reu,1951
1.889,reu,1952
1.837,reu,1953
1.705,reu,1954
1.644,reu,1955
1.58,reu,1956
1.512,reu,1957
1.441,reu,1958
1.367,reu,1959
1.29,reu,1960
1.21,reu,1961
1.128,reu,1962
1.043,reu,1963
1.018,reu,1964
0.931,reu,1965
0.8459,reu,1966
0.7641,reu,1967
0.7345,reu,1968
0.6591,reu,1969
0.5893,reu,1970
0.5654,reu,1971
0.5042,reu,1972
0.484,reu,1973
0.4309,reu,1974
0.415,reu,1975
0.37,reu,1976
0.3582,reu,1977
0.3199,reu,1978
0.3112,reu,1979
0.278,reu,1980
0.2711,reu,1981
0.2644,reu,1982
0.2353,reu,1983
0.2292,reu,1984
0.2036,reu,1985
0.1987,reu,1986
0.1944,reu,1987
0.1733,reu,1988
0.1708,reu,1989
0.1688,reu,1990
0.1517,reu,1991
0.1505,reu,1992
0.1493,reu,1993
0.1348,reu,1994
0.1339,reu,1995
0.1333,reu,1996
0.1331,reu,1997
0.121,reu,1998
0.1218,reu,1999
0.1228,reu,2000
0.1128,reu,2001
0.1138,reu,2002
0.1146,reu,2003
0.115,reu,2004
0.1046,reu,2005
0.1043,reu,2006
0.1038,reu,2007
0.1032,reu,2008
0.1023,reu,2009
2.593,rou,1800
2.593,rou,1801
2.593,rou,1802
2.593,rou,1803
2.593,rou,1804
2.593,rou,1805
2.593,rou,1806
2.593,rou,1807
2.593,rou,1808
2.593,rou,1809
2.593,rou,1810
2.593,rou,1811
2.593,rou,1812
2.593,rou,1813
2.593,rou,1814
2.593,rou,1815
2.593,rou,1816
2.593,rou,1817
2.593,rou,1818
2.593,rou,1819
2.593,rou,1820
2.593,rou,1821
2.593,rou,1822
2.593,rou,1823
2.593,rou,1824
2.593,rou,1825
2.593,rou,1826
2.593,rou,1827
2.593,rou,1828
2.593,rou,1829
2.593,rou,1830
2.593,rou,1831
2.593,rou,1832
2.593,rou,1833
2.593,rou,1834
2.593,rou,1835
2.593,rou,1836
2.593,rou,1837
2.593,rou,1838
2.593,rou,1839
2.593,rou,1840
2.593,rou,1841
2.593,rou,1842
2.593,rou,1843
2.593,rou,1844
2.593,rou,1845
2.593,rou,1846
2.593,rou,1847
2.593,rou,1848
2.593,rou,1849
2.593,rou,1850
2.523,rou,1851
2.454,rou,1852
2.385,rou,1853
2.316,rou,1854
2.247,rou,1855
2.177,rou,1856
2.108,rou,1857
2.039,rou,1858
1.97,rou,1859
2.103,rou,1860
2.13,rou,1861
2.13,rou,1862
2.023,rou,1863
2.396,rou,1864
2.303,rou,1865
2.083,rou,1866
2.11,rou,1867
2.223,rou,1868
2.263,rou,1869
2.289,rou,1870
2.229,rou,1871
2.13,rou,1872
2.163,rou,1873
2.283,rou,1874
2.582,rou,1875
2.462,rou,1876
2.356,rou,1877
2.096,rou,1878
2.469,rou,1879
2.509,rou,1880
2.762,rou,1881
2.689,rou,1882
2.848,rou,1883
2.755,rou,1884
2.868,rou,1885
2.808,rou,1886
2.729,rou,1887
2.822,rou,1888
2.702,rou,1889
2.562,rou,1890
2.815,rou,1891
2.596,rou,1892
2.695,rou,1893
2.722,rou,1894
2.815,rou,1895
2.709,rou,1896
2.855,rou,1897
2.442,rou,1898
2.795,rou,1899
2.582,rou,1900
2.615,rou,1901
2.596,rou,1902
2.669,rou,1903
2.669,rou,1904
2.549,rou,1905
2.655,rou,1906
2.735,rou,1907
2.682,rou,1908
2.735,rou,1909
2.615,rou,1910
2.815,rou,1911
2.888,rou,1912
2.802,rou,1913
2.802,rou,1914
2.695,rou,1915
2.404,rou,1916
2.113,rou,1917
1.822,rou,1918
1.531,rou,1919
2.243,rou,1920
2.542,rou,1921
2.399,rou,1922
2.347,rou,1923
2.292,rou,1924
2.198,rou,1925
2.103,rou,1926
2.061,rou,1927
2.027,rou,1928
1.992,rou,1929
1.976,rou,1930
1.88,rou,1931
1.956,rou,1932
1.687,rou,1933
1.641,rou,1934
1.496,rou,1935
1.477,rou,1936
1.387,rou,1937
1.279,rou,1938
1.172,rou,1939
1.051,rou,1940
0.8721,rou,1941
0.7748,rou,1942
0.8078,rou,1943
0.7132,rou,1944
0.6123,rou,1945
0.7352,rou,1946
0.6572,rou,1947
0.6346,rou,1948
0.6916,rou,1949
0.4947,rou,1950
0.5018,rou,1951
0.478,rou,1952
0.4797,rou,1953
0.4465,rou,1954
0.4087,rou,1955
0.3956,rou,1956
0.3526,rou,1957
0.3114,rou,1958
0.2951,rou,1959
0.2607,rou,1960
0.2537,rou,1961
0.2514,rou,1962
0.2386,rou,1963
0.2504,rou,1964
0.2665,rou,1965
0.2837,rou,1966
0.2977,rou,1967
0.3073,rou,1968
0.2858,rou,1969
0.2838,rou,1970
0.2769,rou,1971
0.2475,rou,1972
0.2412,rou,1973
0.2366,rou,1974
0.233,rou,1975
0.2103,rou,1976
0.2078,rou,1977
0.2045,rou,1978
0.2003,rou,1979
0.197,rou,1980
0.1937,rou,1981
0.1912,rou,1982
0.1904,rou,1983
0.1904,rou,1984
0.1896,rou,1985
0.1887,rou,1986
0.1846,rou,1987
0.1949,rou,1988
0.1841,rou,1989
0.1723,rou,1990
0.1596,rou,1991
0.1469,rou,1992
0.1369,rou,1993
0.1297,rou,1994
0.1242,rou,1995
0.1215,rou,1996
0.1101,rou,1997
0.1084,rou,1998
0.1084,rou,1999
0.1076,rou,2000
0.09735,rou,2001
0.0966,rou,2002
0.08771,rou,2003
0.08771,rou,2004
0.0884,rou,2005
0.08143,rou,2006
0.08206,rou,2007
0.0833,rou,2008
0.07695,rou,2009
0.07808,rou,2010
0.07165,rou,2030
0.05952,rou,2050
0.03942,rou,2099
3.765,rus,1800
3.765,rus,1801
3.765,rus,1802
3.765,rus,1803
3.765,rus,1804
3.765,rus,1805
3.765,rus,1806
3.765,rus,1807
3.765,rus,1808
3.765,rus,1809
3.765,rus,1810
3.765,rus,1811
3.765,rus,1812
3.765,rus,1813
3.765,rus,1814
3.765,rus,1815
3.765,rus,1816
3.765,rus,1817
3.765,rus,1818
3.765,rus,1819
3.765,rus,1820
3.765,rus,1821
3.765,rus,1822
3.765,rus,1823
3.765,rus,1824
3.765,rus,1825
3.765,rus,1826
3.765,rus,1827
3.765,rus,1828
3.765,rus,1829
3.765,rus,1830
3.765,rus,1831
3.765,rus,1832
3.765,rus,1833
3.765,rus,1834
3.765,rus,1835
3.765,rus,1836
3.765,rus,1837
3.765,rus,1838
3.765,rus,1839
3.765,rus,1840
3.765,rus,1841
3.764,rus,1842
3.764,rus,1843
3.771,rus,1844
3.779,rus,1845
3.786,rus,1846
3.794,rus,1847
3.801,rus,1848
3.8,rus,1849
3.798,rus,1850
3.797,rus,1851
3.795,rus,1852
3.794,rus,1853
3.785,rus,1854
3.777,rus,1855
3.768,rus,1856
3.76,rus,1857
3.752,rus,1858
3.743,rus,1859
3.735,rus,1860
3.726,rus,1861
3.734,rus,1862
3.741,rus,1863
3.749,rus,1864
3.756,rus,1865
3.764,rus,1866
3.771,rus,1867
3.753,rus,1868
3.735,rus,1869
3.717,rus,1870
3.699,rus,1871
3.681,rus,1872
3.684,rus,1873
3.687,rus,1874
3.69,rus,1875
3.693,rus,1876
3.696,rus,1877
3.713,rus,1878
3.729,rus,1879
3.746,rus,1880
3.762,rus,1881
3.779,rus,1882
3.735,rus,1883
3.692,rus,1884
3.648,rus,1885
3.605,rus,1886
3.561,rus,1887
3.557,rus,1888
3.552,rus,1889
3.548,rus,1890
3.543,rus,1891
3.539,rus,1892
3.63,rus,1893
3.721,rus,1894
3.812,rus,1895
3.903,rus,1896
3.993,rus,1897
4.201,rus,1898
4.181,rus,1899
4.16,rus,1900
4.139,rus,1901
4.004,rus,1902
3.984,rus,1903
3.876,rus,1904
3.881,rus,1905
3.774,rus,1906
3.779,rus,1907
3.672,rus,1908
3.583,rus,1909
3.388,rus,1910
3.302,rus,1911
3.116,rus,1912
3.032,rus,1913
2.836,rus,1914
3.007,rus,1915
3.166,rus,1916
3.309,rus,1917
3.437,rus,1918
3.83,rus,1919
4.149,rus,1920
3.996,rus,1921
4.025,rus,1922
3.251,rus,1923
3.081,rus,1924
3.2,rus,1925
2.932,rus,1926
2.953,rus,1927
2.877,rus,1928
2.891,rus,1929
2.711,rus,1930
2.693,rus,1931
2.655,rus,1932
4.022,rus,1933
2.123,rus,1934
2.007,rus,1935
1.958,rus,1936
2.047,rus,1937
1.997,rus,1938
1.629,rus,1939
1.636,rus,1940
1.405,rus,1941
1.187,rus,1942
0.9825,rus,1943
0.9938,rus,1944
0.9676,rus,1945
0.941,rus,1946
1.186,rus,1947
0.7431,rus,1948
0.6481,rus,1949
0.5889,rus,1950
0.3823,rus,1951
0.3851,rus,1952
0.3592,rus,1953
0.3604,rus,1954
