mean_years_in_school_women_25_years_and_older,geo,time
0.6,omn,1971
0.6,omn,1972
0.7,omn,1973
0.7,omn,1974
0.8,omn,1975
0.8,omn,1976
0.9,omn,1977
0.9,omn,1978
1.0,omn,1979
1.1,omn,1980
1.2,omn,1981
1.2,omn,1982
1.3,omn,1983
1.4,omn,1984
1.5,omn,1985
1.6,omn,1986
1.7,omn,1987
1.8,omn,1988
2.0,omn,1989
2.1,omn,1990
2.2,omn,1991
2.3,omn,1992
2.4,omn,1993
2.6,omn,1994
2.7,omn,1995
2.9,omn,1996
3.0,omn,1997
3.1,omn,1998
3.3,omn,1999
3.5,omn,2000
3.6,omn,2001
3.8,omn,2002
4.0,omn,2003
4.1,omn,2004
4.3,omn,2005
4.5,omn,2006
4.7,omn,2007
4.8,omn,2008
5.0,omn,2009
0.3,pak,1970
0.3,pak,1971
0.3,pak,1972
0.3,pak,1973
0.4,pak,1974
0.4,pak,1975
0.4,pak,1976
0.4,pak,1977
0.5,pak,1978
0.5,pak,1979
0.5,pak,1980
0.5,pak,1981
0.6,pak,1982
0.6,pak,1983
0.6,pak,1984
0.7,pak,1985
0.7,pak,1986
0.8,pak,1987
0.8,pak,1988
0.9,pak,1989
0.9,pak,1990
1.0,pak,1991
1.0,pak,1992
1.1,pak,1993
1.1,pak,1994
1.2,pak,1995
1.2,pak,1996
1.3,pak,1997
1.4,pak,1998
1.5,pak,1999
1.5,pak,2000
1.6,pak,2001
1.7,pak,2002
1.8,pak,2003
1.9,pak,2004
2.0,pak,2005
2.1,pak,2006
2.2,pak,2007
2.3,pak,2008
2.4,pak,2009
4.7,pan,1970
4.9,pan,1971
5.0,pan,1972
5.1,pan,1973
5.2,pan,1974
5.4,pan,1975
5.5,pan,1976
5.6,pan,1977
5.7,pan,1978
5.9,pan,1979
6.0,pan,1980
6.1,pan,1981
6.3,pan,1982
6.4,pan,1983
6.5,pan,1984
6.6,pan,1985
6.8,pan,1986
6.9,pan,1987
7.0,pan,1988
7.2,pan,1989
7.3,pan,1990
7.5,pan,1991
7.6,pan,1992
7.7,pan,1993
7.8,pan,1994
8.0,pan,1995
8.1,pan,1996
8.2,pan,1997
8.4,pan,1998
8.5,pan,1999
8.6,pan,2000
8.7,pan,2001
8.9,pan,2002
9.0,pan,2003
9.1,pan,2004
9.2,pan,2005
9.4,pan,2006
9.5,pan,2007
9.6,pan,2008
9.7,pan,2009
0.5,png,1970
0.5,png,1971
0.6,png,1972
0.6,png,1973
0.6,png,1974
0.7,png,1975
0.7,png,1976
0.7,png,1977
0.8,png,1978
0.8,png,1979
0.9,png,1980
0.9,png,1981
0.9,png,1982
1.0,png,1983
1.1,png,1984
1.1,png,1985
1.2,png,1986
1.2,png,1987
1.3,png,1988
1.4,png,1989
1.4,png,1990
1.5,png,1991
1.6,png,1992
1.6,png,1993
1.7,png,1994
1.8,png,1995
1.9,png,1996
2.0,png,1997
2.1,png,1998
2.2,png,1999
2.2,png,2000
2.3,png,2001
2.4,png,2002
2.5,png,2003
2.7,png,2004
2.8,png,2005
2.9,png,2006
3.0,png,2007
3.1,png,2008
3.2,png,2009
2.9,pry,1970
3.0,pry,1971
3.1,pry,1972
3.2,pry,1973
3.4,pry,1974
3.5,pry,1975
3.6,pry,1976
3.7,pry,1977
3.8,pry,1978
3.9,pry,1979
4.0,pry,1980
4.1,pry,1981
4.2,pry,1982
4.3,pry,1983
4.4,pry,1984
4.6,pry,1985
4.7,pry,1986
4.8,pry,1987
4.9,pry,1988
5.0,pry,1989
5.1,pry,1990
5.2,pry,1991
5.3,pry,1992
5.4,pry,1993
5.5,pry,1994
5.6,pry,1995
5.7,pry,1996
5.8,pry,1997
5.9,pry,1998
6.0,pry,1999
6.1,pry,2000
6.3,pry,2001
6.4,pry,2002
6.5,pry,2003
6.6,pry,2004
6.7,pry,2005
6.8,pry,2006
6.9,pry,2007
7.1,pry,2008
7.2,pry,2009
2.9,per,1970
3.0,per,1971
3.1,per,1972
3.2,per,1973
3.4,per,1974
3.5,per,1975
3.6,per,1976
3.7,per,1977
3.8,per,1978
4.0,per,1979
4.1,per,1980
4.2,per,1981
4.4,per,1982
4.5,per,1983
4.6,per,1984
4.8,per,1985
4.9,per,1986
5.1,per,1987
5.2,per,1988
5.4,per,1989
5.5,per,1990
5.7,per,1991
5.8,per,1992
6.0,per,1993
6.1,per,1994
6.3,per,1995
6.4,per,1996
6.6,per,1997
6.7,per,1998
6.9,per,1999
7.0,per,2000
7.2,per,2001
7.3,per,2002
7.4,per,2003
7.6,per,2004
7.7,per,2005
7.9,per,2006
8.0,per,2007
8.2,per,2008
8.3,per,2009
4.4,phl,1970
4.6,phl,1971
4.7,phl,1972
4.8,phl,1973
5.0,phl,1974
5.1,phl,1975
5.2,phl,1976
5.3,phl,1977
5.5,phl,1978
5.6,phl,1979
5.7,phl,1980
5.9,phl,1981
6.0,phl,1982
6.1,phl,1983
6.2,phl,1984
6.4,phl,1985
6.5,phl,1986
6.6,phl,1987
6.7,phl,1988
6.9,phl,1989
7.0,phl,1990
7.1,phl,1991
7.2,phl,1992
7.4,phl,1993
7.5,phl,1994
7.6,phl,1995
7.7,phl,1996
7.8,phl,1997
8.0,phl,1998
8.1,phl,1999
8.2,phl,2000
8.3,phl,2001
8.4,phl,2002
8.5,phl,2003
8.7,phl,2004
8.8,phl,2005
8.9,phl,2006
9.0,phl,2007
9.1,phl,2008
9.2,phl,2009
7.3,pol,1970
7.5,pol,1971
7.6,pol,1972
7.8,pol,1973
7.9,pol,1974
8.1,pol,1975
8.3,pol,1976
8.4,pol,1977
8.6,pol,1978
8.7,pol,1979
8.9,pol,1980
9.0,pol,1981
9.2,pol,1982
9.3,pol,1983
9.5,pol,1984
9.6,pol,1985
9.7,pol,1986
9.9,pol,1987
10.0,pol,1988
10.1,pol,1989
10.3,pol,1990
10.4,pol,1991
10.5,pol,1992
10.7,pol,1993
10.8,pol,1994
10.9,pol,1995
11.0,pol,1996
11.2,pol,1997
11.3,pol,1998
11.4,pol,1999
11.5,pol,2000
11.6,pol,2001
11.7,pol,2002
11.8,pol,2003
11.9,pol,2004
12.0,pol,2005
12.1,pol,2006
12.2,pol,2007
12.3,pol,2008
12.4,pol,2009
2.2,prt,1970
2.3,prt,1971
2.4,prt,1972
2.5,prt,1973
2.6,prt,1974
2.7,prt,1975
2.8,prt,1976
2.9,prt,1977
3.1,prt,1978
3.2,prt,1979
3.3,prt,1980
3.4,prt,1981
3.6,prt,1982
3.7,prt,1983
3.8,prt,1984
4.0,prt,1985
4.1,prt,1986
4.3,prt,1987
4.4,prt,1988
4.5,prt,1989
4.7,prt,1990
4.8,prt,1991
5.0,prt,1992
5.2,prt,1993
5.3,prt,1994
5.5,prt,1995
5.6,prt,1996
5.8,prt,1997
5.9,prt,1998
6.1,prt,1999
6.3,prt,2000
6.4,prt,2001
6.6,prt,2002
6.8,prt,2003
6.9,prt,2004
7.1,prt,2005
7.2,prt,2006
7.4,prt,2007
7.6,prt,2008
7.7,prt,2009
1.5,qat,1970
1.6,qat,1971
1.7,qat,1972
1.8,qat,1973
1.9,qat,1974
2.0,qat,1975
2.1,qat,1976
2.3,qat,1977
2.4,qat,1978
2.5,qat,1979
2.7,qat,1980
2.8,qat,1981
3.0,qat,1982
3.1,qat,1983
3.3,qat,1984
3.5,qat,1985
3.6,qat,1986
3.8,qat,1987
4.0,qat,1988
4.1,qat,1989
4.3,qat,1990
4.5,qat,1991
4.6,qat,1992
4.8,qat,1993
5.0,qat,1994
5.2,qat,1995
5.4,qat,1996
5.6,qat,1997
5.8,qat,1998
6.0,qat,1999
6.2,qat,2000
6.3,qat,2001
6.5,qat,2002
6.7,qat,2003
6.9,qat,2004
7.1,qat,2005
7.4,qat,2006
7.6,qat,2007
7.8,qat,2008
7.9,qat,2009
5.7,rou,1970
5.8,rou,1971
6.0,rou,1972
6.2,rou,1973
6.3,rou,1974
6.5,rou,1975
6.7,rou,1976
6.8,rou,1977
7.0,rou,1978
7.2,rou,1979
7.3,rou,1980
7.5,rou,1981
7.7,rou,1982
7.8,rou,1983
8.0,rou,1984
8.2,rou,1985
8.3,rou,1986
8.5,rou,1987
8.6,rou,1988
8.8,rou,1989
8.9,rou,1990
9.1,rou,1991
9.2,rou,1992
9.4,rou,1993
9.5,rou,1994
9.7,rou,1995
9.8,rou,1996
10.0,rou,1997
10.1,rou,1998
10.3,rou,1999
10.4,rou,2000
10.5,rou,2001
10.7,rou,2002
10.8,rou,2003
10.9,rou,2004
11.0,rou,2005
11.2,rou,2006
11.3,rou,2007
11.4,rou,2008
11.5,rou,2009
5.7,rus,1970
5.9,rus,1971
6.1,rus,1972
6.2,rus,1973
6.4,rus,1974
6.6,rus,1975
6.8,rus,1976
7.0,rus,1977
7.2,rus,1978
7.4,rus,1979
7.6,rus,1980
7.9,rus,1981
8.1,rus,1982
8.3,rus,1983
8.5,rus,1984
8.7,rus,1985
8.9,rus,1986
9.1,rus,1987
9.3,rus,1988
9.5,rus,1989
9.7,rus,1990
9.9,rus,1991
10.1,rus,1992
10.3,rus,1993
10.5,rus,1994
10.7,rus,1995
10.9,rus,1996
11.1,rus,1997
11.2,rus,1998
11.4,rus,1999
11.6,rus,2000
11.7,rus,2001
11.9,rus,2002
12.1,rus,2003
12.2,rus,2004
12.4,rus,2005
12.5,rus,2006
12.7,rus,2007
12.8,rus,2008
12.9,rus,2009
0.4,rwa,1970
0.4,rwa,1971
0.4,rwa,1972
0.4,rwa,1973
0.5,rwa,1974
0.5,rwa,1975
0.5,rwa,1976
0.6,rwa,1977
0.6,rwa,1978
0.6,rwa,1979
0.7,rwa,1980
0.7,rwa,1981
0.8,rwa,1982
0.8,rwa,1983
0.9,rwa,1984
0.9,rwa,1985
1.0,rwa,1986
1.0,rwa,1987
1.1,rwa,1988
1.1,rwa,1989
1.2,rwa,1990
1.3,rwa,1991
1.3,rwa,1992
1.4,rwa,1993
1.5,rwa,1994
1.5,rwa,1995
1.6,rwa,1996
1.7,rwa,1997
1.8,rwa,1998
1.8,rwa,1999
1.9,rwa,2000
2.0,rwa,2001
2.1,rwa,2002
2.2,rwa,2003
2.3,rwa,2004
2.4,rwa,2005
2.5,rwa,2006
2.6,rwa,2007
2.7,rwa,2008
2.8,rwa,2009
4.5,lca,1970
4.6,lca,1971
4.8,lca,1972
4.9,lca,1973
5.0,lca,1974
5.2,lca,1975
5.3,lca,1976
5.4,lca,1977
5.6,lca,1978
5.7,lca,1979
5.8,lca,1980
5.9,lca,1981
6.1,lca,1982
6.2,lca,1983
6.3,lca,1984
6.5,lca,1985
6.6,lca,1986
6.7,lca,1987
6.8,lca,1988
6.9,lca,1989
7.1,lca,1990
7.2,lca,1991
7.3,lca,1992
7.4,lca,1993
7.6,lca,1994
7.7,lca,1995
7.8,lca,1996
7.9,lca,1997
8.0,lca,1998
8.2,lca,1999
8.3,lca,2000
8.4,lca,2001
8.5,lca,2002
8.6,lca,2003
8.8,lca,2004
8.9,lca,2005
9.0,lca,2006
9.1,lca,2007
9.2,lca,2008
9.4,lca,2009
4.3,wsm,1970
4.5,wsm,1971
4.7,wsm,1972
4.9,wsm,1973
5.0,wsm,1974
5.2,wsm,1975
5.4,wsm,1976
5.6,wsm,1977
5.7,wsm,1978
5.9,wsm,1979
6.1,wsm,1980
6.3,wsm,1981
6.5,wsm,1982
6.7,wsm,1983
6.9,wsm,1984
7.1,wsm,1985
7.3,wsm,1986
7.6,wsm,1987
7.8,wsm,1988
8.0,wsm,1989
8.2,wsm,1990
8.4,wsm,1991
8.6,wsm,1992
8.9,wsm,1993
9.1,wsm,1994
9.3,wsm,1995
9.5,wsm,1996
9.7,wsm,1997
9.9,wsm,1998
10.1,wsm,1999
10.3,wsm,2000
10.5,wsm,2001
10.7,wsm,2002
10.9,wsm,2003
11.1,wsm,2004
11.3,wsm,2005
11.5,wsm,2006
11.7,wsm,2007
11.8,wsm,2008
12.0,wsm,2009
0.7,stp,1970
0.7,stp,1971
0.8,stp,1972
0.8,stp,1973
0.8,stp,1974
0.9,stp,1975
0.9,stp,1976
1.0,stp,1977
1.0,stp,1978
1.1,stp,1979
1.1,stp,1980
1.2,stp,1981
1.2,stp,1982
1.3,stp,1983
1.3,stp,1984
1.4,stp,1985
1.5,stp,1986
1.5,stp,1987
1.6,stp,1988
1.7,stp,1989
1.8,stp,1990
1.8,stp,1991
1.9,stp,1992
2.0,stp,1993
2.1,stp,1994
2.2,stp,1995
2.3,stp,1996
2.4,stp,1997
2.5,stp,1998
2.6,stp,1999
2.7,stp,2000
2.8,stp,2001
2.9,stp,2002
3.0,stp,2003
3.2,stp,2004
3.3,stp,2005
3.4,stp,2006
3.6,stp,2007
3.7,stp,2008
3.8,stp,2009
0.5,sau,1970
0.6,sau,1971
0.6,sau,1972
0.6,sau,1973
0.7,sau,1974
0.7,sau,1975
0.8,sau,1976
0.8,sau,1977
0.9,sau,1978
0.9,sau,1979
1.0,sau,1980
1.0,sau,1981
1.1,sau,1982
1.2,sau,1983
1.3,sau,1984
1.4,sau,1985
1.5,sau,1986
1.6,sau,1987
1.7,sau,1988
1.8,sau,1989
1.9,sau,1990
2.1,sau,1991
2.2,sau,1992
2.3,sau,1993
2.5,sau,1994
2.6,sau,1995
2.7,sau,1996
2.9,sau,1997
3.0,sau,1998
3.2,sau,1999
3.4,sau,2000
3.5,sau,2001
3.7,sau,2002
3.9,sau,2003
4.0,sau,2004
4.2,sau,2005
4.4,sau,2006
4.6,sau,2007
4.8,sau,2008
5.0,sau,2009
0.3,sen,1970
0.3,sen,1971
0.3,sen,1972
0.3,sen,1973
0.3,sen,1974
0.3,sen,1975
0.3,sen,1976
0.4,sen,1977
0.4,sen,1978
0.4,sen,1979
0.4,sen,1980
0.4,sen,1981
0.4,sen,1982
0.5,sen,1983
0.5,sen,1984
0.5,sen,1985
0.6,sen,1986
0.6,sen,1987
0.6,sen,1988
0.6,sen,1989
0.7,sen,1990
0.7,sen,1991
0.7,sen,1992
0.8,sen,1993
0.8,sen,1994
0.9,sen,1995
0.9,sen,1996
0.9,sen,1997
1.0,sen,1998
1.0,sen,1999
1.1,sen,2000
1.1,sen,2001
1.1,sen,2002
1.2,sen,2003
1.2,sen,2004
1.3,sen,2005
1.3,sen,2006
1.4,sen,2007
1.4,sen,2008
1.5,sen,2009
4.2,srb,1970
4.4,srb,1971
4.5,srb,1972
4.6,srb,1973
4.8,srb,1974
4.9,srb,1975
5.0,srb,1976
5.2,srb,1977
5.3,srb,1978
5.5,srb,1979
5.6,srb,1980
5.7,srb,1981
5.9,srb,1982
6.0,srb,1983
6.2,srb,1984
6.3,srb,1985
6.5,srb,1986
6.7,srb,1987
6.8,srb,1988
7.0,srb,1989
7.1,srb,1990
7.3,srb,1991
7.4,srb,1992
7.6,srb,1993
7.8,srb,1994
7.9,srb,1995
8.1,srb,1996
8.2,srb,1997
8.4,srb,1998
8.5,srb,1999
8.7,srb,2000
8.8,srb,2001
9.0,srb,2002
9.2,srb,2003
9.3,srb,2004
9.5,srb,2005
9.6,srb,2006
9.8,srb,2007
9.9,srb,2008
10.0,srb,2009
3.6,syc,1970
3.7,syc,1971
3.9,syc,1972
4.0,syc,1973
4.2,syc,1974
4.4,syc,1975
4.5,syc,1976
4.7,syc,1977
4.9,syc,1978
5.1,syc,1979
5.3,syc,1980
5.4,syc,1981
5.6,syc,1982
5.8,syc,1983
6.0,syc,1984
6.2,syc,1985
6.5,syc,1986
6.7,syc,1987
6.9,syc,1988
7.2,syc,1989
7.4,syc,1990
7.7,syc,1991
7.9,syc,1992
8.2,syc,1993
8.4,syc,1994
8.7,syc,1995
8.9,syc,1996
9.2,syc,1997
9.4,syc,1998
9.6,syc,1999
9.9,syc,2000
10.1,syc,2001
10.3,syc,2002
10.5,syc,2003
10.7,syc,2004
10.9,syc,2005
11.1,syc,2006
11.3,syc,2007
11.5,syc,2008
11.7,syc,2009
0.2,sle,1970
0.3,sle,1971
0.3,sle,1972
0.3,sle,1973
0.3,sle,1974
0.3,sle,1975
0.3,sle,1976
0.3,sle,1977
0.4,sle,1978
0.4,sle,1979
0.4,sle,1980
0.4,sle,1981
0.4,sle,1982
0.5,sle,1983
0.5,sle,1984
0.5,sle,1985
0.5,sle,1986
0.6,sle,1987
0.6,sle,1988
0.6,sle,1989
0.6,sle,1990
0.7,sle,1991
0.7,sle,1992
0.7,sle,1993
0.8,sle,1994
0.8,sle,1995
0.8,sle,1996
0.9,sle,1997
0.9,sle,1998
1.0,sle,1999
1.0,sle,2000
1.0,sle,2001
1.1,sle,2002
1.1,sle,2003
1.2,sle,2004
1.2,sle,2005
1.3,sle,2006
1.4,sle,2007
1.4,sle,2008
1.5,sle,2009
2.2,sgp,1970
2.3,sgp,1971
2.4,sgp,1972
2.4,sgp,1973
2.5,sgp,1974
2.6,sgp,1975
2.7,sgp,1976
2.8,sgp,1977
2.9,sgp,1978
3.0,sgp,1979
3.2,sgp,1980
3.3,sgp,1981
3.4,sgp,1982
3.5,sgp,1983
3.6,sgp,1984
3.7,sgp,1985
3.9,sgp,1986
4.0,sgp,1987
4.1,sgp,1988
4.2,sgp,1989
4.3,sgp,1990
4.4,sgp,1991
4.5,sgp,1992
4.6,sgp,1993
4.7,sgp,1994
4.8,sgp,1995
4.9,sgp,1996
5.0,sgp,1997
5.1,sgp,1998
5.2,sgp,1999
5.3,sgp,2000
5.4,sgp,2001
5.5,sgp,2002
5.6,sgp,2003
5.7,sgp,2004
5.8,sgp,2005
5.9,sgp,2006
5.9,sgp,2007
6.0,sgp,2008
6.1,sgp,2009
4.5,svk,1970
4.7,svk,1971
4.9,svk,1972
5.1,svk,1973
5.2,svk,1974
5.4,svk,1975
5.6,svk,1976
5.8,svk,1977
6.0,svk,1978
6.2,svk,1979
6.4,svk,1980
6.7,svk,1981
6.9,svk,1982
7.1,svk,1983
7.3,svk,1984
7.5,svk,1985
7.8,svk,1986
8.0,svk,1987
8.2,svk,1988
8.4,svk,1989
8.6,svk,1990
8.8,svk,1991
9.1,svk,1992
9.3,svk,1993
9.5,svk,1994
9.7,svk,1995
9.9,svk,1996
10.1,svk,1997
10.3,svk,1998
10.5,svk,1999
10.6,svk,2000
10.8,svk,2001
11.0,svk,2002
11.2,svk,2003
11.3,svk,2004
11.5,svk,2005
11.7,svk,2006
11.8,svk,2007
12.0,svk,2008
12.1,svk,2009
4.0,svn,1970
4.2,svn,1971
4.4,svn,1972
4.6,svn,1973
4.8,svn,1974
5.0,svn,1975
5.2,svn,1976
5.4,svn,1977
5.6,svn,1978
5.8,svn,1979
6.0,svn,1980
6.2,svn,1981
6.4,svn,1982
6.6,svn,1983
6.8,svn,1984
7.0,svn,1985
7.3,svn,1986
7.5,svn,1987
7.7,svn,1988
7.8,svn,1989
8.0,svn,1990
8.2,svn,1991
8.4,svn,1992
8.6,svn,1993
8.8,svn,1994
9.0,svn,1995
9.2,svn,1996
9.4,svn,1997
9.6,svn,1998
9.8,svn,1999
10.0,svn,2000
10.2,svn,2001
10.4,svn,2002
10.6,svn,2003
10.8,svn,2004
11.0,svn,2005
11.2,svn,2006
11.4,svn,2007
11.5,svn,2008
11.7,svn,2009
0.9,slb,1970
0.9,slb,1971
1.0,slb,1972
1.1,slb,1973
1.1,slb,1974
1.2,slb,1975
1.2,slb,1976
1.3,slb,1977
1.4,slb,1978
1.4,slb,1979
1.5,slb,1980
1.6,slb,1981
1.7,slb,1982
1.8,slb,1983
1.9,slb,1984
2.0,slb,1985
2.0,slb,1986
2.1,slb,1987
2.2,slb,1988
2.3,slb,1989
2.5,slb,1990
2.6,slb,1991
2.7,slb,1992
2.8,slb,1993
2.9,slb,1994
3.0,slb,1995
3.1,slb,1996
3.3,slb,1997
3.4,slb,1998
3.5,slb,1999
3.7,slb,2000
3.8,slb,2001
3.9,slb,2002
4.1,slb,2003
4.2,slb,2004
4.4,slb,2005
4.5,slb,2006
4.7,slb,2007
4.8,slb,2008
5.0,slb,2009
0.1,som,1970
0.1,som,1971
0.1,som,1972
0.1,som,1973
0.1,som,1974
0.2,som,1975
0.2,som,1976
0.2,som,1977
0.2,som,1978
0.2,som,1979
0.2,som,1980
0.2,som,1981
0.2,som,1982
0.2,som,1983
0.3,som,1984
0.3,som,1985
0.3,som,1986
0.3,som,1987
0.3,som,1988
0.4,som,1989
0.4,som,1990
0.4,som,1991
0.4,som,1992
0.4,som,1993
0.5,som,1994
0.5,som,1995
0.5,som,1996
0.5,som,1997
0.6,som,1998
0.6,som,1999
0.6,som,2000
0.7,som,2001
0.7,som,2002
0.7,som,2003
0.8,som,2004
0.8,som,2005
0.8,som,2006
0.9,som,2007
0.9,som,2008
1.0,som,2009
2.5,zaf,1970
2.7,zaf,1971
2.8,zaf,1972
2.9,zaf,1973
3.1,zaf,1974
3.2,zaf,1975
3.3,zaf,1976
3.5,zaf,1977
3.6,zaf,1978
3.8,zaf,1979
3.9,zaf,1980
4.1,zaf,1981
4.2,zaf,1982
4.4,zaf,1983
4.5,zaf,1984
4.7,zaf,1985
4.8,zaf,1986
5.0,zaf,1987
5.1,zaf,1988
5.2,zaf,1989
5.4,zaf,1990
5.5,zaf,1991
5.7,zaf,1992
5.8,zaf,1993
6.0,zaf,1994
6.2,zaf,1995
6.3,zaf,1996
6.5,zaf,1997
6.6,zaf,1998
6.8,zaf,1999
7.0,zaf,2000
7.1,zaf,2001
7.3,zaf,2002
7.5,zaf,2003
7.6,zaf,2004
7.8,zaf,2005
8.0,zaf,2006
8.2,zaf,2007
8.3,zaf,2008
8.5,zaf,2009
2.3,esp,1970
2.4,esp,1971
2.5,esp,1972
2.7,esp,1973
2.8,esp,1974
2.9,esp,1975
3.1,esp,1976
3.2,esp,1977
3.4,esp,1978
3.5,esp,1979
3.7,esp,1980
3.8,esp,1981
4.0,esp,1982
4.2,esp,1983
4.3,esp,1984
4.5,esp,1985
4.7,esp,1986
4.9,esp,1987
5.1,esp,1988
5.3,esp,1989
5.5,esp,1990
5.6,esp,1991
5.8,esp,1992
6.0,esp,1993
6.2,esp,1994
6.4,esp,1995
6.6,esp,1996
6.8,esp,1997
7.0,esp,1998
7.2,esp,1999
7.4,esp,2000
7.6,esp,2001
7.8,esp,2002
7.9,esp,2003
8.1,esp,2004
8.3,esp,2005
8.5,esp,2006
8.7,esp,2007
8.9,esp,2008
9.0,esp,2009
3.4,lka,1970
3.5,lka,1971
3.6,lka,1972
3.7,lka,1973
3.9,lka,1974
4.0,lka,1975
4.2,lka,1976
4.3,lka,1977
4.4,lka,1978
4.6,lka,1979
4.7,lka,1980
4.9,lka,1981
5.0,lka,1982
5.1,lka,1983
5.3,lka,1984
5.4,lka,1985
5.6,lka,1986
5.7,lka,1987
5.9,lka,1988
6.0,lka,1989
6.2,lka,1990
6.3,lka,1991
6.5,lka,1992
6.6,lka,1993
6.8,lka,1994
6.9,lka,1995
7.1,lka,1996
7.3,lka,1997
7.4,lka,1998
7.6,lka,1999
7.8,lka,2000
8.0,lka,2001
8.1,lka,2002
8.3,lka,2003
8.5,lka,2004
8.7,lka,2005
8.8,lka,2006
9.0,lka,2007
9.2,lka,2008
9.4,lka,2009
0.3,sdn,1970
0.4,sdn,1971
0.4,sdn,1972
0.4,sdn,1973
0.4,sdn,1974
0.5,sdn,1975
0.5,sdn,1976
0.5,sdn,1977
0.5,sdn,1978
0.6,sdn,1979
0.6,sdn,1980
0.7,sdn,1981
0.7,sdn,1982
0.8,sdn,1983
0.8,sdn,1984
0.9,sdn,1985
0.9,sdn,1986
1.0,sdn,1987
1.1,sdn,1988
1.1,sdn,1989
1.2,sdn,1990
1.3,sdn,1991
1.3,sdn,1992
1.4,sdn,1993
1.5,sdn,1994
1.6,sdn,1995
1.7,sdn,1996
1.8,sdn,1997
1.9,sdn,1998
2.0,sdn,1999
2.1,sdn,2000
2.2,sdn,2001
2.3,sdn,2002
2.4,sdn,2003
2.5,sdn,2004
2.6,sdn,2005
2.7,sdn,2006
2.8,sdn,2007
2.9,sdn,2008
3.1,sdn,2009
2.9,sur,1970
3.0,sur,1971
3.1,sur,1972
3.2,sur,1973
3.3,sur,1974
3.4,sur,1975
3.5,sur,1976
3.6,sur,1977
3.7,sur,1978
3.8,sur,1979
3.9,sur,1980
4.0,sur,1981
4.1,sur,1982
4.2,sur,1983
4.3,sur,1984
4.4,sur,1985
4.5,sur,1986
4.6,sur,1987
4.7,sur,1988
4.8,sur,1989
4.9,sur,1990
5.0,sur,1991
5.2,sur,1992
5.3,sur,1993
5.4,sur,1994
5.5,sur,1995
5.6,sur,1996
5.7,sur,1997
5.8,sur,1998
5.9,sur,1999
6.0,sur,2000
6.2,sur,2001
6.3,sur,2002
6.4,sur,2003
6.5,sur,2004
6.6,sur,2005
6.7,sur,2006
6.8,sur,2007
6.9,sur,2008
7.1,sur,2009
1.3,swz,1970
1.4,swz,1971
1.5,swz,1972
1.6,swz,1973
1.7,swz,1974
1.7,swz,1975
1.8,swz,1976
1.9,swz,1977
2.0,swz,1978
2.2,swz,1979
2.3,swz,1980
2.4,swz,1981
2.5,swz,1982
2.6,swz,1983
2.8,swz,1984
2.9,swz,1985
3.0,swz,1986
3.2,swz,1987
3.3,swz,1988
3.5,swz,1989
3.7,swz,1990
3.8,swz,1991
4.0,swz,1992
4.2,swz,1993
4.3,swz,1994
4.5,swz,1995
4.7,swz,1996
4.9,swz,1997
5.1,swz,1998
5.3,swz,1999
5.5,swz,2000
5.7,swz,2001
5.9,swz,2002
6.1,swz,2003
6.3,swz,2004
6.5,swz,2005
6.7,swz,2006
6.9,swz,2007
7.1,swz,2008
7.3,swz,2009
7.0,swe,1970
7.2,swe,1971
7.4,swe,1972
7.5,swe,1973
7.7,swe,1974
7.9,swe,1975
8.1,swe,1976
8.3,swe,1977
8.5,swe,1978
8.7,swe,1979
8.8,swe,1980
9.0,swe,1981
9.2,swe,1982
9.3,swe,1983
9.5,swe,1984
9.7,swe,1985
9.8,swe,1986
10.0,swe,1987
10.1,swe,1988
10.3,swe,1989
10.4,swe,1990
10.6,swe,1991
10.7,swe,1992
10.9,swe,1993
11.0,swe,1994
11.2,swe,1995
11.3,swe,1996
11.4,swe,1997
11.5,swe,1998
11.7,swe,1999
11.8,swe,2000
11.9,swe,2001
12.0,swe,2002
12.2,swe,2003
12.3,swe,2004
12.4,swe,2005
12.5,swe,2006
12.6,swe,2007
12.7,swe,2008
12.8,swe,2009
7.4,che,1970
7.6,che,1971
7.8,che,1972
8.0,che,1973
8.2,che,1974
8.4,che,1975
8.6,che,1976
8.8,che,1977
9.0,che,1978
9.1,che,1979
9.3,che,1980
9.5,che,1981
9.7,che,1982
9.8,che,1983
10.0,che,1984
10.2,che,1985
10.3,che,1986
10.5,che,1987
10.6,che,1988
10.7,che,1989
10.8,che,1990
10.9,che,1991
11.1,che,1992
11.2,che,1993
11.3,che,1994
11.4,che,1995
11.5,che,1996
11.6,che,1997
11.7,che,1998
11.8,che,1999
11.9,che,2000
12.0,che,2001
12.1,che,2002
12.2,che,2003
12.3,che,2004
12.3,che,2005
12.4,che,2006
12.5,che,2007
12.6,che,2008
12.6,che,2009
0.6,syr,1970
0.7,syr,1971
0.7,syr,1972
0.8,syr,1973
0.8,syr,1974
0.9,syr,1975
0.9,syr,1976
1.0,syr,1977
1.1,syr,1978
1.1,syr,1979
1.2,syr,1980
1.3,syr,1981
1.4,syr,1982
1.5,syr,1983
1.6,syr,1984
1.7,syr,1985
1.8,syr,1986
1.9,syr,1987
2.0,syr,1988
2.1,syr,1989
2.2,syr,1990
2.3,syr,1991
2.4,syr,1992
2.5,syr,1993
2.7,syr,1994
2.8,syr,1995
3.0,syr,1996
3.1,syr,1997
3.2,syr,1998
3.4,syr,1999
3.6,syr,2000
3.7,syr,2001
3.9,syr,2002
4.0,syr,2003
