foreign_direct_investment_net_outflows_percent_of_gdp,geo,time
0.002468,tha,1986
0.3363,tha,1987
0.03914,tha,1988
0.06874,tha,1989
0.1643,tha,1990
0.1701,tha,1991
0.1315,tha,1992
0.1865,tha,1993
0.3417,tha,1994
0.5271,tha,1995
0.5118,tha,1996
0.3842,tha,1997
0.1163,tha,1998
0.2819,tha,1999
-0.01872,tha,2000
0.3702,tha,2001
0.1346,tha,2002
0.4367,tha,2003
0.04752,tha,2004
0.2842,tha,2005
0.4706,tha,2006
1.221,tha,2007
1.502,tha,2008
1.583,tha,2009
1.734,tha,2010
-0.4428,tgo,1995
0.19,tgo,1996
0.1634,tgo,1997
0.6674,tgo,1998
0.1831,tgo,1999
0.03382,tgo,2000
-0.5461,tgo,2001
0.1839,tgo,2002
-0.3602,tgo,2003
-0.5708,tgo,2004
-0.7031,tgo,2005
-0.6538,tgo,2006
-0.02786,tgo,2007
-0.4168,tgo,2008
1.185,tgo,2009
0.0006886,ton,1990
0.01808,ton,1991
0.001642,ton,1992
0.0005266,ton,1993
0.04648,tto,1983
0.04459,tto,1984
0.1107,tto,1985
0.1524,tto,1986
-0.03879,tto,1987
3.879,tto,1999
0.309,tto,2000
1.7,tto,2001
1.181,tto,2002
2.004,tto,2003
0.1971,tto,2004
2.134,tto,2005
2.014,tto,2006
2.58,tto,2008
-0.04026,tun,1978
0.02403,tun,1981
0.02081,tun,1982
-0.01764,tun,1983
-0.01559,tun,1984
-0.07124,tun,1985
0.01397,tun,1986
0.01245,tun,1987
0.01155,tun,1988
0.04171,tun,1989
-0.009263,tun,1990
0.02482,tun,1991
0.02918,tun,1992
0.03794,tun,1994
-0.02932,tun,1995
0.005245,tun,1996
0.03051,tun,1997
-0.004028,tun,1998
0.01102,tun,1999
0.006795,tun,2000
0.001575,tun,2001
0.002128,tun,2002
0.005089,tun,2003
0.004892,tun,2004
0.03199,tun,2005
0.08829,tun,2006
0.04249,tun,2007
0.08427,tun,2008
0.1613,tun,2009
0.1498,tun,2010
0.01032,tur,1987
-0.01062,tur,1990
0.01788,tur,1991
0.04086,tur,1992
0.00776,tur,1993
0.03749,tur,1994
0.06667,tur,1995
0.06061,tur,1996
0.1322,tur,1997
0.1363,tur,1998
0.2583,tur,1999
0.3264,tur,2000
0.2541,tur,2001
0.0615,tur,2002
0.1584,tur,2003
0.1989,tur,2004
0.2203,tur,2005
0.174,tur,2006
0.3254,tur,2007
0.349,tur,2008
0.2527,tur,2009
0.1994,tur,2010
0.01522,ukr,1994
0.02074,ukr,1995
-0.01122,ukr,1996
0.08375,ukr,1997
-0.00955,ukr,1998
0.02217,ukr,1999
0.003199,ukr,2000
0.06051,ukr,2001
-0.01179,ukr,2002
0.02593,ukr,2003
0.006165,ukr,2004
0.3192,ukr,2005
-0.1234,ukr,2006
0.4716,ukr,2007
0.5611,ukr,2008
0.1382,ukr,2009
0.5336,ukr,2010
1.344,gbr,1970
1.408,gbr,1971
1.244,gbr,1972
2.721,gbr,1973
2.213,gbr,1974
1.269,gbr,1975
1.91,gbr,1976
1.627,gbr,1977
2.096,gbr,1978
2.968,gbr,1979
2.072,gbr,1980
2.36,gbr,1981
1.459,gbr,1982
1.757,gbr,1983
1.818,gbr,1984
2.285,gbr,1985
2.983,gbr,1986
4.535,gbr,1987
4.438,gbr,1988
4.18,gbr,1989
1.987,gbr,1990
1.587,gbr,1991
1.804,gbr,1992
2.778,gbr,1993
3.29,gbr,1994
4.244,gbr,1995
3.009,gbr,1996
4.481,gbr,1997
8.434,gbr,1998
13.48,gbr,1999
16.67,gbr,2000
4.203,gbr,2001
3.123,gbr,2002
3.528,gbr,2003
4.268,gbr,2004
3.543,gbr,2005
3.503,gbr,2006
11.66,gbr,2007
6.189,gbr,2008
1.974,gbr,2009
1.314,gbr,2010
0.6372,usa,1970
0.5139,usa,1971
0.6049,usa,1972
0.696,usa,1973
0.3331,usa,1974
0.8612,usa,1975
0.6445,usa,1976
0.5592,usa,1977
0.6467,usa,1978
0.9974,usa,1979
0.6949,usa,1980
0.3099,usa,1981
-0.03042,usa,1982
0.2207,usa,1983
0.3166,usa,1984
0.336,usa,1985
0.5423,usa,1986
0.7456,usa,1987
0.445,usa,1988
0.7988,usa,1989
0.6469,usa,1990
0.639,usa,1991
0.7709,usa,1992
1.275,usa,1993
1.147,usa,1994
1.346,usa,1995
1.185,usa,1996
1.27,usa,1997
1.632,usa,1998
2.418,usa,1999
1.608,usa,2000
1.391,usa,2001
1.458,usa,2002
1.349,usa,2003
2.677,usa,2004
0.2881,usa,2005
1.837,usa,2006
2.958,usa,2007
2.302,usa,2008
2.161,usa,2009
2.409,usa,2010
0.1493,ury,1982
-0.1098,ury,1983
-0.0701,ury,1984
0.1669,ury,1985
0.07653,ury,1986
-0.06651,ury,1987
0.028,ury,1988
0.05507,ury,1997
0.03663,ury,1998
0.003419,ury,2000
0.02949,ury,2001
0.101,ury,2002
0.1252,ury,2003
0.1295,ury,2004
0.2088,ury,2005
-0.005263,ury,2006
0.3818,ury,2007
-0.03594,ury,2008
0.004862,ury,2009
-0.01575,ury,2010
0.2171,vut,2002
0.2148,vut,2003
0.2092,vut,2004
0.1955,vut,2005
0.1681,vut,2006
0.1201,vut,2007
0.005216,ven,1982
0.03753,ven,1984
0.01899,ven,1985
0.7808,ven,1986
0.0816,ven,1987
0.1164,ven,1988
0.4248,ven,1989
0.7974,ven,1990
0.3634,ven,1991
0.2668,ven,1992
1.525,ven,1993
0.6333,ven,1994
0.1215,ven,1995
0.7428,ven,1996
0.6489,ven,1997
1.142,ven,1998
0.89,ven,1999
0.4447,ven,2000
0.166,ven,2001
1.105,ven,2002
1.576,ven,2003
0.5505,ven,2004
0.5491,ven,2005
0.8306,ven,2006
0.01457,ven,2007
0.3696,ven,2008
0.5636,ven,2009
0.6816,ven,2010
0.1228,vnm,2005
0.1395,vnm,2006
0.2591,vnm,2007
0.3293,vnm,2008
0.7203,vnm,2009
0.8457,vnm,2010
4.006,pse,1995
4.221,pse,1996
4.217,pse,1997
4.059,pse,1998
4.064,pse,1999
5.183,pse,2000
11.32,pse,2001
12.7,pse,2002
1.542,pse,2003
-1.273,pse,2004
0.3229,pse,2005
2.105,zmb,2009
1.783,zmb,2010
-0.2831,zwe,1988
0.06859,zwe,1994
