cholesterol_fat_in_blood_women_mmolperl,geo,time
5.852,gbr,1990
5.81,gbr,1991
5.769,gbr,1992
5.727,gbr,1993
5.69,gbr,1994
5.654,gbr,1995
5.62,gbr,1996
5.586,gbr,1997
5.555,gbr,1998
5.527,gbr,1999
5.5,gbr,2000
5.475,gbr,2001
5.452,gbr,2002
5.433,gbr,2003
5.415,gbr,2004
5.399,gbr,2005
5.388,gbr,2006
5.376,gbr,2007
5.365,gbr,2008
5.728,usa,1980
5.71,usa,1981
5.69,usa,1982
5.672,usa,1983
5.656,usa,1984
5.641,usa,1985
5.624,usa,1986
5.605,usa,1987
5.586,usa,1988
5.566,usa,1989
5.545,usa,1990
5.523,usa,1991
5.502,usa,1992
5.482,usa,1993
5.463,usa,1994
5.442,usa,1995
5.42,usa,1996
5.398,usa,1997
5.377,usa,1998
5.357,usa,1999
5.334,usa,2000
5.31,usa,2001
5.287,usa,2002
5.264,usa,2003
5.241,usa,2004
5.219,usa,2005
5.197,usa,2006
5.173,usa,2007
5.15,usa,2008
5.281,ury,1980
5.278,ury,1981
5.272,ury,1982
5.256,ury,1983
5.24,ury,1984
5.223,ury,1985
5.207,ury,1986
5.198,ury,1987
5.188,ury,1988
5.176,ury,1989
5.161,ury,1990
5.152,ury,1991
5.145,ury,1992
5.14,ury,1993
5.138,ury,1994
5.13,ury,1995
5.124,ury,1996
5.113,ury,1997
5.103,ury,1998
5.091,ury,1999
5.07,ury,2000
5.041,ury,2001
5.002,ury,2002
4.961,ury,2003
4.923,ury,2004
4.889,ury,2005
4.855,ury,2006
4.823,ury,2007
4.795,ury,2008
5.18,uzb,1980
5.161,uzb,1981
5.138,uzb,1982
5.116,uzb,1983
5.092,uzb,1984
5.071,uzb,1985
5.048,uzb,1986
5.023,uzb,1987
4.997,uzb,1988
4.966,uzb,1989
4.931,uzb,1990
4.892,uzb,1991
4.844,uzb,1992
4.801,uzb,1993
4.76,uzb,1994
4.718,uzb,1995
4.674,uzb,1996
4.64,uzb,1997
4.61,uzb,1998
4.582,uzb,1999
4.556,uzb,2000
4.532,uzb,2001
4.51,uzb,2002
4.489,uzb,2003
4.471,uzb,2004
4.456,uzb,2005
4.441,uzb,2006
4.427,uzb,2007
4.414,uzb,2008
4.77,vut,1980
4.757,vut,1981
4.744,vut,1982
4.736,vut,1983
4.729,vut,1984
4.722,vut,1985
4.715,vut,1986
4.707,vut,1987
4.698,vut,1988
4.69,vut,1989
4.687,vut,1990
4.687,vut,1991
4.689,vut,1992
4.69,vut,1993
4.695,vut,1994
4.7,vut,1995
4.705,vut,1996
4.71,vut,1997
4.717,vut,1998
4.722,vut,1999
4.728,vut,2000
4.728,vut,2001
4.725,vut,2002
4.725,vut,2003
4.724,vut,2004
4.725,vut,2005
4.728,vut,2006
4.735,vut,2007
4.742,vut,2008
5.257,ven,1980
5.228,ven,1981
5.199,ven,1982
5.164,ven,1983
5.128,ven,1984
5.092,ven,1985
5.06,ven,1986
5.029,ven,1987
5.001,ven,1988
4.97,ven,1989
4.941,ven,1990
4.917,ven,1991
4.897,ven,1992
4.881,ven,1993
4.863,ven,1994
4.846,ven,1995
4.832,ven,1996
4.823,ven,1997
4.816,ven,1998
4.809,ven,1999
4.805,ven,2000
4.804,ven,2001
4.802,ven,2002
4.796,ven,2003
4.799,ven,2004
4.804,ven,2005
4.816,ven,2006
4.828,ven,2007
4.841,ven,2008
4.484,vnm,1980
4.476,vnm,1981
4.469,vnm,1982
4.465,vnm,1983
4.461,vnm,1984
4.458,vnm,1985
4.455,vnm,1986
4.453,vnm,1987
4.451,vnm,1988
4.451,vnm,1989
4.451,vnm,1990
4.451,vnm,1991
4.455,vnm,1992
4.458,vnm,1993
4.465,vnm,1994
4.473,vnm,1995
4.483,vnm,1996
4.494,vnm,1997
4.506,vnm,1998
4.518,vnm,1999
4.532,vnm,2000
4.548,vnm,2001
4.566,vnm,2002
4.583,vnm,2003
4.602,vnm,2004
4.62,vnm,2005
4.639,vnm,2006
4.658,vnm,2007
4.677,vnm,2008
4.821,pse,1980
4.821,pse,1981
4.822,pse,1982
4.821,pse,1983
4.82,pse,1984
4.819,pse,1985
4.819,pse,1986
4.818,pse,1987
4.817,pse,1988
4.815,pse,1989
4.816,pse,1990
4.816,pse,1991
4.819,pse,1992
4.824,pse,1993
4.83,pse,1994
4.835,pse,1995
4.829,pse,1996
4.826,pse,1997
4.825,pse,1998
4.825,pse,1999
4.821,pse,2000
4.808,pse,2001
4.787,pse,2002
4.764,pse,2003
4.74,pse,2004
4.717,pse,2005
4.694,pse,2006
4.673,pse,2007
4.653,pse,2008
4.688,yem,1980
4.694,yem,1981
4.698,yem,1982
4.701,yem,1983
4.703,yem,1984
4.703,yem,1985
4.699,yem,1986
4.695,yem,1987
4.689,yem,1988
4.682,yem,1989
4.677,yem,1990
4.672,yem,1991
4.666,yem,1992
4.66,yem,1993
4.656,yem,1994
4.653,yem,1995
4.651,yem,1996
4.65,yem,1997
4.647,yem,1998
4.644,yem,1999
4.641,yem,2000
4.636,yem,2001
4.63,yem,2002
4.625,yem,2003
4.618,yem,2004
4.611,yem,2005
4.603,yem,2006
4.592,yem,2007
4.581,yem,2008
4.769,zmb,1980
4.752,zmb,1981
4.735,zmb,1982
4.716,zmb,1983
4.695,zmb,1984
4.676,zmb,1985
4.654,zmb,1986
4.635,zmb,1987
4.618,zmb,1988
4.602,zmb,1989
4.588,zmb,1990
4.575,zmb,1991
4.561,zmb,1992
4.55,zmb,1993
4.535,zmb,1994
4.519,zmb,1995
4.504,zmb,1996
4.493,zmb,1997
4.482,zmb,1998
4.473,zmb,1999
4.465,zmb,2000
4.459,zmb,2001
4.456,zmb,2002
4.453,zmb,2003
4.453,zmb,2004
4.454,zmb,2005
4.455,zmb,2006
4.458,zmb,2007
4.461,zmb,2008
4.77,zwe,1980
4.75,zwe,1981
4.729,zwe,1982
4.71,zwe,1983
4.685,zwe,1984
4.662,zwe,1985
4.639,zwe,1986
4.614,zwe,1987
4.592,zwe,1988
4.573,zwe,1989
4.554,zwe,1990
4.537,zwe,1991
4.516,zwe,1992
4.495,zwe,1993
4.478,zwe,1994
4.461,zwe,1995
4.448,zwe,1996
4.439,zwe,1997
4.432,zwe,1998
4.426,zwe,1999
4.421,zwe,2000
4.416,zwe,2001
4.407,zwe,2002
4.395,zwe,2003
4.382,zwe,2004
4.369,zwe,2005
4.356,zwe,2006
4.342,zwe,2007
4.33,zwe,2008
