mean_years_in_school_women_percent_men_25_to_34_years,geo,time
43.48,ind,1981
43.75,ind,1982
44.9,ind,1983
46.0,ind,1984
46.15,ind,1985
47.17,ind,1986
48.15,ind,1987
48.21,ind,1988
49.12,ind,1989
50.0,ind,1990
52.54,ind,1991
53.33,ind,1992
54.1,ind,1993
54.84,ind,1994
56.25,ind,1995
56.92,ind,1996
57.58,ind,1997
59.7,ind,1998
60.29,ind,1999
60.87,ind,2000
61.97,ind,2001
62.5,ind,2002
64.38,ind,2003
64.86,ind,2004
66.67,ind,2005
67.11,ind,2006
68.83,ind,2007
69.23,ind,2008
71.79,ind,2009
52.78,idn,1970
55.26,idn,1971
55.0,idn,1972
57.14,idn,1973
58.14,idn,1974
60.0,idn,1975
59.57,idn,1976
61.22,idn,1977
62.0,idn,1978
63.46,idn,1979
64.81,idn,1980
65.45,idn,1981
66.67,idn,1982
68.97,idn,1983
70.0,idn,1984
70.49,idn,1985
71.43,idn,1986
72.31,idn,1987
74.24,idn,1988
76.12,idn,1989
76.81,idn,1990
78.57,idn,1991
77.78,idn,1992
79.45,idn,1993
81.08,idn,1994
81.58,idn,1995
83.12,idn,1996
84.62,idn,1997
86.08,idn,1998
86.42,idn,1999
87.8,idn,2000
89.16,idn,2001
90.48,idn,2002
91.76,idn,2003
93.02,idn,2004
92.05,idn,2005
94.32,idn,2006
95.51,idn,2007
96.67,idn,2008
97.8,idn,2009
56.25,irn,1970
54.55,irn,1971
57.14,irn,1972
58.33,irn,1973
57.89,irn,1974
58.97,irn,1975
58.54,irn,1976
58.14,irn,1977
61.36,irn,1978
60.87,irn,1979
62.5,irn,1980
62.0,irn,1981
63.46,irn,1982
64.81,irn,1983
64.29,irn,1984
65.52,irn,1985
66.67,irn,1986
67.74,irn,1987
68.75,irn,1988
69.7,irn,1989
71.64,irn,1990
72.46,irn,1991
73.24,irn,1992
73.97,irn,1993
74.32,irn,1994
75.0,irn,1995
75.64,irn,1996
77.22,irn,1997
77.78,irn,1998
79.27,irn,1999
79.76,irn,2000
81.18,irn,2001
82.56,irn,2002
82.95,irn,2003
83.15,irn,2004
84.44,irn,2005
85.71,irn,2006
85.87,irn,2007
87.1,irn,2008
88.3,irn,2009
58.33,irq,1970
56.0,irq,1971
55.77,irq,1972
56.6,irq,1973
57.41,irq,1974
57.14,irq,1975
56.14,irq,1976
56.9,irq,1977
56.67,irq,1978
57.38,irq,1979
58.06,irq,1980
58.73,irq,1981
58.46,irq,1982
59.09,irq,1983
59.7,irq,1984
60.29,irq,1985
60.29,irq,1986
60.29,irq,1987
62.69,irq,1988
62.69,irq,1989
62.69,irq,1990
64.18,irq,1991
64.18,irq,1992
65.67,irq,1993
65.67,irq,1994
67.16,irq,1995
67.65,irq,1996
67.65,irq,1997
69.12,irq,1998
69.57,irq,1999
69.57,irq,2000
70.0,irq,2001
71.43,irq,2002
72.86,irq,2003
71.83,irq,2004
73.24,irq,2005
73.61,irq,2006
75.0,irq,2007
76.39,irq,2008
75.34,irq,2009
100.0,irl,1970
100.0,irl,1971
101.3,irl,1972
101.3,irl,1973
101.3,irl,1974
102.5,irl,1975
102.4,irl,1976
102.4,irl,1977
102.3,irl,1978
102.2,irl,1979
103.3,irl,1980
103.3,irl,1981
103.2,irl,1982
103.1,irl,1983
103.1,irl,1984
103.0,irl,1985
103.0,irl,1986
103.9,irl,1987
102.9,irl,1988
103.8,irl,1989
103.8,irl,1990
103.7,irl,1991
103.7,irl,1992
104.5,irl,1993
103.6,irl,1994
103.5,irl,1995
104.4,irl,1996
104.3,irl,1997
104.3,irl,1998
104.3,irl,1999
104.2,irl,2000
105.1,irl,2001
105.0,irl,2002
105.0,irl,2003
105.0,irl,2004
105.8,irl,2005
105.7,irl,2006
105.7,irl,2007
106.5,irl,2008
106.5,irl,2009
94.38,isr,1970
94.51,isr,1971
94.62,isr,1972
94.74,isr,1973
95.88,isr,1974
96.94,isr,1975
97.0,isr,1976
96.08,isr,1977
97.09,isr,1978
98.08,isr,1979
98.11,isr,1980
99.07,isr,1981
99.08,isr,1982
99.09,isr,1983
100.0,isr,1984
100.0,isr,1985
100.9,isr,1986
100.9,isr,1987
100.9,isr,1988
100.9,isr,1989
101.7,isr,1990
101.7,isr,1991
101.7,isr,1992
101.7,isr,1993
103.3,isr,1994
103.3,isr,1995
103.3,isr,1996
103.3,isr,1997
103.2,isr,1998
103.2,isr,1999
103.2,isr,2000
104.0,isr,2001
103.9,isr,2002
103.9,isr,2003
104.7,isr,2004
104.7,isr,2005
105.4,isr,2006
104.6,isr,2007
105.4,isr,2008
105.3,isr,2009
90.54,ita,1970
92.0,ita,1971
92.21,ita,1972
92.41,ita,1973
92.59,ita,1974
92.77,ita,1975
94.05,ita,1976
94.19,ita,1977
95.4,ita,1978
95.51,ita,1979
95.6,ita,1980
95.65,ita,1981
95.74,ita,1982
96.84,ita,1983
96.91,ita,1984
97.96,ita,1985
98.0,ita,1986
99.01,ita,1987
98.06,ita,1988
99.04,ita,1989
99.05,ita,1990
99.07,ita,1991
99.07,ita,1992
99.08,ita,1993
100.0,ita,1994
100.9,ita,1995
100.9,ita,1996
100.9,ita,1997
100.9,ita,1998
100.9,ita,1999
100.9,ita,2000
101.7,ita,2001
101.7,ita,2002
102.6,ita,2003
102.6,ita,2004
103.4,ita,2005
103.4,ita,2006
104.2,ita,2007
103.4,ita,2008
104.2,ita,2009
106.7,jam,1970
106.5,jam,1971
106.2,jam,1972
104.5,jam,1973
104.4,jam,1974
104.3,jam,1975
104.2,jam,1976
105.5,jam,1977
105.3,jam,1978
103.9,jam,1979
105.1,jam,1980
105.0,jam,1981
103.7,jam,1982
104.8,jam,1983
104.7,jam,1984
105.8,jam,1985
104.5,jam,1986
104.4,jam,1987
104.4,jam,1988
104.3,jam,1989
104.3,jam,1990
104.2,jam,1991
104.1,jam,1992
104.1,jam,1993
104.0,jam,1994
105.0,jam,1995
105.0,jam,1996
104.9,jam,1997
104.9,jam,1998
104.8,jam,1999
104.8,jam,2000
104.7,jam,2001
104.7,jam,2002
104.6,jam,2003
104.6,jam,2004
104.6,jam,2005
105.5,jam,2006
105.5,jam,2007
105.5,jam,2008
105.4,jam,2009
100.0,jpn,1970
99.0,jpn,1971
99.01,jpn,1972
99.03,jpn,1973
99.04,jpn,1974
100.0,jpn,1975
99.07,jpn,1976
99.07,jpn,1977
100.0,jpn,1978
100.0,jpn,1979
100.0,jpn,1980
100.0,jpn,1981
100.0,jpn,1982
100.0,jpn,1983
100.9,jpn,1984
100.9,jpn,1985
100.9,jpn,1986
100.8,jpn,1987
100.8,jpn,1988
100.8,jpn,1989
101.7,jpn,1990
101.6,jpn,1991
101.6,jpn,1992
101.6,jpn,1993
102.4,jpn,1994
102.4,jpn,1995
102.4,jpn,1996
102.4,jpn,1997
102.4,jpn,1998
102.3,jpn,1999
103.1,jpn,2000
103.1,jpn,2001
103.1,jpn,2002
103.1,jpn,2003
103.1,jpn,2004
103.8,jpn,2005
103.8,jpn,2006
103.8,jpn,2007
103.8,jpn,2008
104.5,jpn,2009
50.91,jor,1970
52.63,jor,1971
54.24,jor,1972
57.38,jor,1973
58.73,jor,1974
59.09,jor,1975
61.76,jor,1976
62.86,jor,1977
65.28,jor,1978
66.22,jor,1979
68.42,jor,1980
70.51,jor,1981
71.6,jor,1982
73.49,jor,1983
75.29,jor,1984
77.01,jor,1985
78.65,jor,1986
80.0,jor,1987
81.52,jor,1988
82.8,jor,1989
84.21,jor,1990
85.42,jor,1991
86.73,jor,1992
87.88,jor,1993
88.12,jor,1994
90.2,jor,1995
91.26,jor,1996
92.31,jor,1997
92.45,jor,1998
93.46,jor,1999
94.44,jor,2000
95.41,jor,2001
96.36,jor,2002
97.3,jor,2003
98.21,jor,2004
98.23,jor,2005
99.12,jor,2006
100.9,jor,2007
100.9,jor,2008
101.7,jor,2009
113.6,kaz,1970
111.8,kaz,1971
111.4,kaz,1972
111.1,kaz,1973
109.5,kaz,1974
109.2,kaz,1975
107.7,kaz,1976
107.5,kaz,1977
107.3,kaz,1978
107.1,kaz,1979
105.8,kaz,1980
105.7,kaz,1981
105.6,kaz,1982
105.4,kaz,1983
105.3,kaz,1984
105.3,kaz,1985
105.2,kaz,1986
104.0,kaz,1987
105.0,kaz,1988
103.9,kaz,1989
103.9,kaz,1990
104.8,kaz,1991
103.8,kaz,1992
103.7,kaz,1993
103.7,kaz,1994
103.7,kaz,1995
103.6,kaz,1996
103.6,kaz,1997
103.6,kaz,1998
102.7,kaz,1999
102.6,kaz,2000
102.6,kaz,2001
102.6,kaz,2002
102.6,kaz,2003
102.6,kaz,2004
101.7,kaz,2005
102.5,kaz,2006
101.7,kaz,2007
102.5,kaz,2008
102.5,kaz,2009
42.5,ken,1970
42.86,ken,1971
44.19,ken,1972
46.67,ken,1973
46.81,ken,1974
48.98,ken,1975
49.02,ken,1976
51.92,ken,1977
51.85,ken,1978
53.57,ken,1979
55.17,ken,1980
56.67,ken,1981
59.02,ken,1982
60.32,ken,1983
61.54,ken,1984
62.69,ken,1985
64.71,ken,1986
66.67,ken,1987
67.61,ken,1988
69.44,ken,1989
71.23,ken,1990
74.32,ken,1991
75.0,ken,1992
76.62,ken,1993
78.21,ken,1994
79.75,ken,1995
81.25,ken,1996
81.71,ken,1997
84.34,ken,1998
85.71,ken,1999
87.06,ken,2000
88.37,ken,2001
89.66,ken,2002
90.91,ken,2003
92.13,ken,2004
93.33,ken,2005
94.51,ken,2006
96.7,ken,2007
97.83,ken,2008
98.92,ken,2009
78.43,kir,1970
79.25,kir,1971
80.0,kir,1972
78.95,kir,1973
81.03,kir,1974
81.67,kir,1975
82.26,kir,1976
84.13,kir,1977
84.62,kir,1978
85.07,kir,1979
86.76,kir,1980
85.71,kir,1981
87.32,kir,1982
87.67,kir,1983
89.19,kir,1984
89.47,kir,1985
90.91,kir,1986
91.14,kir,1987
92.5,kir,1988
92.68,kir,1989
93.98,kir,1990
95.24,kir,1991
95.35,kir,1992
96.55,kir,1993
97.73,kir,1994
97.75,kir,1995
97.8,kir,1996
98.91,kir,1997
100.0,kir,1998
101.1,kir,1999
100.0,kir,2000
101.0,kir,2001
102.0,kir,2002
103.0,kir,2003
103.0,kir,2004
104.0,kir,2005
103.9,kir,2006
104.9,kir,2007
104.8,kir,2008
106.7,kir,2009
76.92,kor,1970
78.49,kor,1971
79.17,kor,1972
79.59,kor,1973
81.0,kor,1974
81.55,kor,1975
82.86,kor,1976
83.18,kor,1977
84.4,kor,1978
84.68,kor,1979
85.84,kor,1980
87.72,kor,1981
87.93,kor,1982
88.14,kor,1983
89.92,kor,1984
90.08,kor,1985
91.06,kor,1986
91.94,kor,1987
92.06,kor,1988
92.91,kor,1989
93.02,kor,1990
93.85,kor,1991
94.66,kor,1992
95.45,kor,1993
96.24,kor,1994
95.56,kor,1995
96.32,kor,1996
96.35,kor,1997
97.1,kor,1998
97.12,kor,1999
97.84,kor,2000
98.57,kor,2001
98.58,kor,2002
98.59,kor,2003
98.6,kor,2004
99.3,kor,2005
99.31,kor,2006
100.0,kor,2007
100.0,kor,2008
100.0,kor,2009
83.33,kwt,1970
84.21,kwt,1971
84.62,kwt,1972
85.37,kwt,1973
88.1,kwt,1974
88.64,kwt,1975
88.89,kwt,1976
89.36,kwt,1977
91.67,kwt,1978
93.88,kwt,1979
94.12,kwt,1980
94.23,kwt,1981
96.23,kwt,1982
98.15,kwt,1983
100.0,kwt,1984
100.0,kwt,1985
101.8,kwt,1986
103.4,kwt,1987
103.4,kwt,1988
105.0,kwt,1989
106.6,kwt,1990
106.5,kwt,1991
107.9,kwt,1992
109.4,kwt,1993
109.2,kwt,1994
110.6,kwt,1995
110.4,kwt,1996
111.8,kwt,1997
111.6,kwt,1998
112.9,kwt,1999
112.7,kwt,2000
113.9,kwt,2001
115.3,kwt,2002
116.4,kwt,2003
116.2,kwt,2004
117.6,kwt,2005
120.3,kwt,2006
120.0,kwt,2007
121.3,kwt,2008
122.7,kwt,2009
100.0,kgz,1970
100.0,kgz,1971
101.4,kgz,1972
101.3,kgz,1973
100.0,kgz,1974
100.0,kgz,1975
100.0,kgz,1976
101.2,kgz,1977
101.2,kgz,1978
101.1,kgz,1979
101.1,kgz,1980
101.1,kgz,1981
102.2,kgz,1982
101.1,kgz,1983
101.0,kgz,1984
102.1,kgz,1985
102.0,kgz,1986
102.0,kgz,1987
102.0,kgz,1988
102.0,kgz,1989
101.9,kgz,1990
101.9,kgz,1991
102.9,kgz,1992
102.8,kgz,1993
102.8,kgz,1994
102.8,kgz,1995
102.8,kgz,1996
102.7,kgz,1997
102.7,kgz,1998
102.7,kgz,1999
103.6,kgz,2000
103.5,kgz,2001
103.5,kgz,2002
104.4,kgz,2003
103.5,kgz,2004
103.4,kgz,2005
104.3,kgz,2006
105.2,kgz,2007
104.3,kgz,2008
105.1,kgz,2009
47.37,lao,1970
50.0,lao,1971
47.62,lao,1972
50.0,lao,1973
47.83,lao,1974
50.0,lao,1975
48.0,lao,1976
50.0,lao,1977
51.85,lao,1978
48.28,lao,1979
50.0,lao,1980
51.61,lao,1981
53.12,lao,1982
54.55,lao,1983
55.88,lao,1984
57.14,lao,1985
58.33,lao,1986
59.46,lao,1987
60.53,lao,1988
58.97,lao,1989
60.0,lao,1990
60.98,lao,1991
61.9,lao,1992
62.79,lao,1993
63.64,lao,1994
64.44,lao,1995
67.39,lao,1996
68.09,lao,1997
68.75,lao,1998
70.83,lao,1999
71.43,lao,2000
72.0,lao,2001
72.55,lao,2002
73.08,lao,2003
75.0,lao,2004
75.47,lao,2005
75.93,lao,2006
75.93,lao,2007
76.36,lao,2008
78.18,lao,2009
113.6,lva,1970
113.4,lva,1971
113.1,lva,1972
112.8,lva,1973
112.5,lva,1974
113.5,lva,1975
112.1,lva,1976
111.8,lva,1977
111.7,lva,1978
112.6,lva,1979
111.3,lva,1980
112.2,lva,1981
112.1,lva,1982
110.9,lva,1983
110.8,lva,1984
110.7,lva,1985
110.6,lva,1986
110.5,lva,1987
110.4,lva,1988
109.3,lva,1989
110.3,lva,1990
110.2,lva,1991
109.2,lva,1992
110.1,lva,1993
110.0,lva,1994
109.0,lva,1995
108.9,lva,1996
109.8,lva,1997
108.8,lva,1998
108.8,lva,1999
109.6,lva,2000
108.7,lva,2001
108.6,lva,2002
108.6,lva,2003
108.5,lva,2004
109.4,lva,2005
108.5,lva,2006
109.3,lva,2007
108.4,lva,2008
109.2,lva,2009
79.07,lbn,1970
80.0,lbn,1971
80.85,lbn,1972
81.63,lbn,1973
82.35,lbn,1974
86.54,lbn,1975
87.04,lbn,1976
87.5,lbn,1977
87.93,lbn,1978
91.53,lbn,1979
91.8,lbn,1980
93.55,lbn,1981
93.75,lbn,1982
95.45,lbn,1983
97.01,lbn,1984
97.1,lbn,1985
97.18,lbn,1986
100.0,lbn,1987
100.0,lbn,1988
101.3,lbn,1989
100.0,lbn,1990
101.3,lbn,1991
101.2,lbn,1992
102.5,lbn,1993
102.4,lbn,1994
103.6,lbn,1995
104.7,lbn,1996
104.6,lbn,1997
104.5,lbn,1998
105.6,lbn,1999
106.7,lbn,2000
106.6,lbn,2001
106.5,lbn,2002
107.4,lbn,2003
107.4,lbn,2004
108.3,lbn,2005
108.2,lbn,2006
108.2,lbn,2007
109.1,lbn,2008
109.0,lbn,2009
139.3,lso,1970
137.9,lso,1971
140.0,lso,1972
141.9,lso,1973
140.6,lso,1974
142.4,lso,1975
144.1,lso,1976
142.9,lso,1977
144.4,lso,1978
145.9,lso,1979
144.7,lso,1980
146.2,lso,1981
145.0,lso,1982
146.3,lso,1983
141.9,lso,1984
143.2,lso,1985
142.2,lso,1986
143.5,lso,1987
142.6,lso,1988
143.8,lso,1989
142.9,lso,1990
144.0,lso,1991
143.1,lso,1992
141.5,lso,1993
140.7,lso,1994
141.8,lso,1995
141.1,lso,1996
142.1,lso,1997
141.4,lso,1998
142.4,lso,1999
141.7,lso,2000
142.6,lso,2001
141.9,lso,2002
142.9,lso,2003
142.2,lso,2004
143.1,lso,2005
144.6,lso,2006
143.9,lso,2007
144.8,lso,2008
144.1,lso,2009
28.57,lbr,1970
26.09,lbr,1971
29.17,lbr,1972
28.0,lbr,1973
30.77,lbr,1974
29.63,lbr,1975
28.57,lbr,1976
30.0,lbr,1977
29.03,lbr,1978
31.25,lbr,1979
29.41,lbr,1980
31.43,lbr,1981
30.56,lbr,1982
31.58,lbr,1983
33.33,lbr,1984
32.5,lbr,1985
33.33,lbr,1986
34.88,lbr,1987
34.09,lbr,1988
34.78,lbr,1989
36.17,lbr,1990
37.5,lbr,1991
36.73,lbr,1992
38.0,lbr,1993
39.22,lbr,1994
40.38,lbr,1995
39.62,lbr,1996
40.74,lbr,1997
41.82,lbr,1998
42.86,lbr,1999
42.11,lbr,2000
43.1,lbr,2001
44.83,lbr,2002
45.76,lbr,2003
46.67,lbr,2004
45.9,lbr,2005
47.54,lbr,2006
48.39,lbr,2007
50.0,lbr,2008
49.21,lbr,2009
107.6,ltu,1970
107.3,ltu,1971
107.1,ltu,1972
107.0,ltu,1973
106.8,ltu,1974
106.7,ltu,1975
106.5,ltu,1976
106.4,ltu,1977
106.2,ltu,1978
106.1,ltu,1979
106.0,ltu,1980
105.9,ltu,1981
104.8,ltu,1982
104.7,ltu,1983
105.6,ltu,1984
104.6,ltu,1985
105.5,ltu,1986
104.5,ltu,1987
104.4,ltu,1988
103.5,ltu,1989
103.5,ltu,1990
103.4,ltu,1991
103.4,ltu,1992
103.4,ltu,1993
104.2,ltu,1994
103.4,ltu,1995
103.3,ltu,1996
103.3,ltu,1997
103.3,ltu,1998
103.3,ltu,1999
103.3,ltu,2000
103.2,ltu,2001
103.2,ltu,2002
103.2,ltu,2003
104.0,ltu,2004
104.0,ltu,2005
104.0,ltu,2006
104.0,ltu,2007
104.8,ltu,2008
104.8,ltu,2009
88.31,lux,1970
89.87,lux,1971
90.12,lux,1972
90.36,lux,1973
90.59,lux,1974
90.8,lux,1975
91.01,lux,1976
91.21,lux,1977
92.39,lux,1978
92.55,lux,1979
92.71,lux,1980
93.81,lux,1981
94.9,lux,1982
95.0,lux,1983
95.05,lux,1984
96.08,lux,1985
96.15,lux,1986
96.19,lux,1987
97.17,lux,1988
97.2,lux,1989
97.22,lux,1990
97.25,lux,1991
97.27,lux,1992
98.18,lux,1993
99.1,lux,1994
99.11,lux,1995
100.0,lux,1996
100.0,lux,1997
100.0,lux,1998
100.9,lux,1999
100.9,lux,2000
100.9,lux,2001
101.7,lux,2002
101.7,lux,2003
101.7,lux,2004
101.7,lux,2005
102.5,lux,2006
102.5,lux,2007
103.4,lux,2008
103.3,lux,2009
84.38,mkd,1970
86.15,mkd,1971
86.57,mkd,1972
85.51,mkd,1973
85.92,mkd,1974
86.3,mkd,1975
87.84,mkd,1976
88.16,mkd,1977
87.18,mkd,1978
88.61,mkd,1979
88.89,mkd,1980
90.24,mkd,1981
90.48,mkd,1982
91.76,mkd,1983
90.8,mkd,1984
92.05,mkd,1985
93.26,mkd,1986
93.41,mkd,1987
93.48,mkd,1988
94.62,mkd,1989
95.74,mkd,1990
95.79,mkd,1991
96.88,mkd,1992
95.92,mkd,1993
96.97,mkd,1994
97.0,mkd,1995
98.02,mkd,1996
98.04,mkd,1997
99.03,mkd,1998
99.04,mkd,1999
101.0,mkd,2000
101.0,mkd,2001
100.9,mkd,2002
101.9,mkd,2003
101.9,mkd,2004
101.8,mkd,2005
102.8,mkd,2006
102.7,mkd,2007
103.6,mkd,2008
104.5,mkd,2009
72.73,mdg,1970
73.91,mdg,1971
75.0,mdg,1972
76.0,mdg,1973
76.92,mdg,1974
77.78,mdg,1975
75.86,mdg,1976
76.67,mdg,1977
77.42,mdg,1978
78.12,mdg,1979
78.79,mdg,1980
79.41,mdg,1981
80.56,mdg,1982
81.08,mdg,1983
81.58,mdg,1984
82.05,mdg,1985
82.5,mdg,1986
82.93,mdg,1987
83.33,mdg,1988
83.72,mdg,1989
84.09,mdg,1990
84.44,mdg,1991
86.67,mdg,1992
86.96,mdg,1993
87.23,mdg,1994
87.5,mdg,1995
87.76,mdg,1996
90.0,mdg,1997
90.2,mdg,1998
92.16,mdg,1999
92.31,mdg,2000
92.45,mdg,2001
92.59,mdg,2002
94.44,mdg,2003
94.55,mdg,2004
96.36,mdg,2005
96.43,mdg,2006
98.21,mdg,2007
98.25,mdg,2008
100.0,mdg,2009
41.67,mwi,1970
44.0,mwi,1971
46.15,mwi,1972
42.86,mwi,1973
44.83,mwi,1974
46.67,mwi,1975
48.39,mwi,1976
48.48,mwi,1977
50.0,mwi,1978
48.57,mwi,1979
48.65,mwi,1980
50.0,mwi,1981
51.28,mwi,1982
51.22,mwi,1983
52.38,mwi,1984
53.49,mwi,1985
54.55,mwi,1986
55.56,mwi,1987
53.19,mwi,1988
54.17,mwi,1989
55.1,mwi,1990
56.0,mwi,1991
56.86,mwi,1992
56.6,mwi,1993
59.26,mwi,1994
60.0,mwi,1995
60.71,mwi,1996
60.34,mwi,1997
61.02,mwi,1998
63.33,mwi,1999
63.93,mwi,2000
64.52,mwi,2001
65.08,mwi,2002
66.15,mwi,2003
66.67,mwi,2004
67.16,mwi,2005
69.12,mwi,2006
69.57,mwi,2007
71.43,mwi,2008
71.83,mwi,2009
62.75,mys,1970
62.26,mys,1971
63.64,mys,1972
66.07,mys,1973
67.24,mys,1974
70.0,mys,1975
72.13,mys,1976
73.02,mys,1977
73.85,mys,1978
77.27,mys,1979
77.94,mys,1980
78.57,mys,1981
81.69,mys,1982
82.19,mys,1983
84.0,mys,1984
85.53,mys,1985
87.18,mys,1986
88.61,mys,1987
88.89,mys,1988
91.46,mys,1989
91.67,mys,1990
92.94,mys,1991
94.19,mys,1992
95.45,mys,1993
96.63,mys,1994
97.78,mys,1995
98.91,mys,1996
100.0,mys,1997
101.1,mys,1998
102.1,mys,1999
102.1,mys,2000
103.1,mys,2001
104.0,mys,2002
105.0,mys,2003
105.9,mys,2004
106.9,mys,2005
107.8,mys,2006
108.7,mys,2007
109.5,mys,2008
110.5,mys,2009
86.11,mdv,1970
86.49,mdv,1971
86.84,mdv,1972
87.18,mdv,1973
87.5,mdv,1974
87.8,mdv,1975
85.71,mdv,1976
88.1,mdv,1977
88.37,mdv,1978
86.36,mdv,1979
88.64,mdv,1980
86.67,mdv,1981
88.89,mdv,1982
88.89,mdv,1983
86.96,mdv,1984
86.96,mdv,1985
87.23,mdv,1986
87.23,mdv,1987
85.42,mdv,1988
87.5,mdv,1989
87.5,mdv,1990
87.76,mdv,1991
87.76,mdv,1992
88.0,mdv,1993
88.0,mdv,1994
90.0,mdv,1995
90.2,mdv,1996
90.2,mdv,1997
90.38,mdv,1998
92.31,mdv,1999
90.57,mdv,2000
92.45,mdv,2001
92.59,mdv,2002
94.44,mdv,2003
96.3,mdv,2004
96.36,mdv,2005
96.36,mdv,2006
98.18,mdv,2007
98.21,mdv,2008
100.0,mdv,2009
42.86,mli,1970
42.86,mli,1971
37.5,mli,1972
37.5,mli,1973
44.44,mli,1974
44.44,mli,1975
40.0,mli,1976
40.0,mli,1977
40.0,mli,1978
45.45,mli,1979
41.67,mli,1980
41.67,mli,1981
46.15,mli,1982
46.15,mli,1983
42.86,mli,1984
42.86,mli,1985
46.67,mli,1986
46.67,mli,1987
43.75,mli,1988
50.0,mli,1989
47.06,mli,1990
47.06,mli,1991
44.44,mli,1992
50.0,mli,1993
47.37,mli,1994
47.37,mli,1995
50.0,mli,1996
50.0,mli,1997
47.62,mli,1998
52.38,mli,1999
50.0,mli,2000
50.0,mli,2001
47.83,mli,2002
52.17,mli,2003
50.0,mli,2004
50.0,mli,2005
50.0,mli,2006
52.0,mli,2007
52.0,mli,2008
52.0,mli,2009
76.92,mhl,1970
76.36,mhl,1971
77.19,mhl,1972
77.97,mhl,1973
80.33,mhl,1974
80.95,mhl,1975
81.54,mhl,1976
82.09,mhl,1977
82.61,mhl,1978
84.51,mhl,1979
84.93,mhl,1980
85.33,mhl,1981
85.71,mhl,1982
86.08,mhl,1983
88.75,mhl,1984
87.8,mhl,1985
89.16,mhl,1986
90.48,mhl,1987
90.59,mhl,1988
90.7,mhl,1989
93.02,mhl,1990
93.1,mhl,1991
93.18,mhl,1992
94.38,mhl,1993
95.51,mhl,1994
95.56,mhl,1995
95.6,mhl,1996
96.7,mhl,1997
96.74,mhl,1998
97.85,mhl,1999
98.92,mhl,2000
100.0,mhl,2001
98.94,mhl,2002
100.0,mhl,2003
101.1,mhl,2004
101.1,mhl,2005
102.1,mhl,2006
103.2,mhl,2007
103.2,mhl,2008
103.1,mhl,2009
33.33,mrt,1970
38.46,mrt,1971
38.46,mrt,1972
35.71,mrt,1973
33.33,mrt,1974
33.33,mrt,1975
37.5,mrt,1976
35.29,mrt,1977
35.29,mrt,1978
33.33,mrt,1979
36.84,mrt,1980
36.84,mrt,1981
35.0,mrt,1982
38.1,mrt,1983
36.36,mrt,1984
39.13,mrt,1985
41.67,mrt,1986
40.0,mrt,1987
40.74,mrt,1988
42.86,mrt,1989
44.83,mrt,1990
46.67,mrt,1991
46.88,mrt,1992
45.45,mrt,1993
47.06,mrt,1994
48.57,mrt,1995
50.0,mrt,1996
50.0,mrt,1997
51.28,mrt,1998
55.0,mrt,1999
56.1,mrt,2000
57.14,mrt,2001
56.82,mrt,2002
57.78,mrt,2003
58.7,mrt,2004
61.7,mrt,2005
62.5,mrt,2006
63.27,mrt,2007
64.0,mrt,2008
66.67,mrt,2009
76.47,mus,1970
77.78,mus,1971
78.38,mus,1972
79.49,mus,1973
80.49,mus,1974
79.07,mus,1975
81.82,mus,1976
82.61,mus,1977
83.33,mus,1978
84.0,mus,1979
83.02,mus,1980
83.64,mus,1981
84.21,mus,1982
86.44,mus,1983
86.89,mus,1984
87.3,mus,1985
89.23,mus,1986
89.55,mus,1987
89.86,mus,1988
91.55,mus,1989
91.78,mus,1990
92.0,mus,1991
92.21,mus,1992
94.87,mus,1993
95.0,mus,1994
95.12,mus,1995
95.24,mus,1996
96.47,mus,1997
96.55,mus,1998
97.73,mus,1999
98.88,mus,2000
98.9,mus,2001
100.0,mus,2002
100.0,mus,2003
101.1,mus,2004
102.1,mus,2005
103.2,mus,2006
104.2,mus,2007
104.1,mus,2008
104.1,mus,2009
83.33,mex,1970
84.09,mex,1971
86.67,mex,1972
85.11,mex,1973
85.71,mex,1974
86.27,mex,1975
84.91,mex,1976
87.04,mex,1977
87.5,mex,1978
87.93,mex,1979
86.67,mex,1980
87.1,mex,1981
87.5,mex,1982
89.23,mex,1983
89.55,mex,1984
89.86,mex,1985
88.73,mex,1986
90.28,mex,1987
90.54,mex,1988
90.79,mex,1989
90.91,mex,1990
91.14,mex,1991
92.5,mex,1992
91.46,mex,1993
92.77,mex,1994
94.05,mex,1995
94.19,mex,1996
94.25,mex,1997
94.38,mex,1998
95.56,mex,1999
95.6,mex,2000
96.74,mex,2001
96.81,mex,2002
96.84,mex,2003
97.92,mex,2004
97.94,mex,2005
98.98,mex,2006
98.0,mex,2007
99.01,mex,2008
99.02,mex,2009
100.0,mda,1970
100.0,mda,1971
100.0,mda,1972
100.0,mda,1973
100.0,mda,1974
100.0,mda,1975
100.0,mda,1976
101.1,mda,1977
101.1,mda,1978
101.1,mda,1979
100.0,mda,1980
100.0,mda,1981
101.0,mda,1982
101.0,mda,1983
101.0,mda,1984
101.0,mda,1985
100.9,mda,1986
100.9,mda,1987
100.9,mda,1988
100.9,mda,1989
100.0,mda,1990
100.9,mda,1991
100.9,mda,1992
100.9,mda,1993
100.9,mda,1994
100.9,mda,1995
101.7,mda,1996
101.7,mda,1997
101.7,mda,1998
101.7,mda,1999
100.8,mda,2000
101.7,mda,2001
101.7,mda,2002
101.6,mda,2003
102.5,mda,2004
101.6,mda,2005
