children_out_of_school_primary,geo,time
27740,tjk,2000
27280,tjk,2001
16880,tjk,2002
22280,tjk,2003
18280,tjk,2004
16650,tjk,2005
18450,tjk,2006
16970,tjk,2007
17010,tjk,2008
16270,tjk,2009
15010,tjk,2010
12580,tjk,2011
1601000,tza,1976
1044000,tza,1980
1123000,tza,1981
1346000,tza,1982
1444000,tza,1983
1625000,tza,1984
1801000,tza,1985
1926000,tza,1986
2060000,tza,1987
2204000,tza,1988
2278000,tza,1989
2376000,tza,1990
2488000,tza,1991
2567000,tza,1992
2694000,tza,1993
2844000,tza,1994
2929000,tza,1995
3007000,tza,1996
3060000,tza,1997
3158000,tza,1998
3190000,tza,1999
3011000,tza,2000
2761000,tza,2001
1806000,tza,2002
1252000,tza,2003
960700,tza,2004
649400,tza,2005
255800,tza,2006
137100,tza,2008
1819000,tha,1973
1853000,tha,1974
387400,tha,2006
467300,tha,2007
555900,tha,2008
611200,tha,2009
60790,tls,2005
52900,tls,2008
39480,tls,2009
27710,tls,2010
162600,tgo,1971
165500,tgo,1972
119100,tgo,1978
116800,tgo,1979
118700,tgo,1980
139200,tgo,1982
156300,tgo,1983
198700,tgo,1984
215900,tgo,1985
248000,tgo,1986
203400,tgo,1987
207300,tgo,1988
211400,tgo,1989
208200,tgo,1990
194800,tgo,1991
223000,tgo,1994
160400,tgo,1995
105800,tgo,1996
129900,tgo,1997
85980,tgo,1999
87300,tgo,2000
76690,tgo,2001
73470,tgo,2002
71810,tgo,2003
67260,tgo,2004
63000,tgo,2005
58790,tgo,2006
55430,tgo,2007
51410,tgo,2008
1985,ton,1970
1832,ton,1971
879,ton,1972
1800,ton,1974
453,ton,1975
178,ton,1982
1378,ton,1983
160,ton,1984
430,ton,1985
461,ton,1986
1187,ton,1990
1142,ton,1993
793,ton,1998
1274,ton,1999
145,ton,2001
287,ton,2004
178,ton,2005
163,ton,2006
22820,tto,1971
23830,tto,1972
23200,tto,1973
20720,tto,1974
16760,tto,1975
10170,tto,1976
9380,tto,1977
13120,tto,1978
21080,tto,1979
26100,tto,1980
17060,tto,1981
13770,tto,1982
12710,tto,1983
12930,tto,1984
11570,tto,1985
14070,tto,1986
10420,tto,1987
9249,tto,1988
12700,tto,1989
17800,tto,1990
20810,tto,1991
23230,tto,1992
26850,tto,1993
31040,tto,1996
32240,tto,1997
13920,tto,1999
11040,tto,2000
9340,tto,2001
12400,tto,2002
9201,tto,2003
7809,tto,2004
11740,tto,2005
4035,tto,2007
6300,tto,2008
5033,tto,2009
3276,tto,2010
227900,tun,1971
233900,tun,1975
234100,tun,1978
225600,tun,1979
207800,tun,1980
190800,tun,1981
166800,tun,1982
137000,tun,1983
108400,tun,1984
101500,tun,1985
92460,tun,1986
84810,tun,1987
87870,tun,1988
84210,tun,1989
92630,tun,1990
78450,tun,1991
68000,tun,1992
50900,tun,1993
47640,tun,1994
41720,tun,1995
43600,tun,1996
58890,tun,1997
63940,tun,1999
43300,tun,2000
27280,tun,2001
11460,tun,2002
8413,tun,2003
6224,tun,2004
5128,tun,2005
3371,tun,2006
5270,tun,2007
6301,tun,2008
5222,tun,2009
1089000,tur,1974
549800,tur,1985
528300,tur,1986
581000,tur,1987
514100,tur,1988
555900,tur,1989
479500,tur,1990
548900,tur,1991
554000,tur,1992
701700,tur,1993
712000,tur,1994
684900,tur,1995
539600,tur,1997
373700,tur,1999
261200,tur,2000
222600,tur,2001
203300,tur,2002
338400,tur,2003
274800,tur,2004
224300,tur,2005
147500,tur,2006
83630,tur,2007
66950,tur,2008
161900,tur,2009
68460,tur,2010
184,tca,2002
532,tca,2003
353,tca,2004
477,tca,2005
1553000,uga,1979
1566000,uga,1981
1571000,uga,1982
1350000,uga,1986
390100,uga,2009
622800,uga,2010
439100,uga,2011
104300,ukr,2002
222200,ukr,2003
196800,ukr,2004
164800,ukr,2005
160800,ukr,2006
153700,ukr,2007
154700,ukr,2008
158000,ukr,2009
137700,ukr,2010
123500,ukr,2011
13380,are,1978
21000,are,1980
27190,are,1981
24390,are,1982
31900,are,1983
34490,are,1984
37870,are,1985
40450,are,1986
24930,are,1987
20560,are,1988
12640,are,1989
5244,are,1990
3904,are,1991
11700,are,1992
19800,are,1993
24080,are,1994
21370,are,1995
26460,are,1996
34390,are,1997
33130,are,1998
44670,are,1999
57880,are,2000
64850,are,2001
47440,are,2002
21580,are,2003
12130,are,2004
7095,are,2005
11580,are,2006
43570,gbr,1971
72640,gbr,1972
119800,gbr,1973
152300,gbr,1974
169800,gbr,1975
178700,gbr,1976
172000,gbr,1977
177500,gbr,1978
176700,gbr,1979
116100,gbr,1980
129600,gbr,1981
179500,gbr,1982
250400,gbr,1983
265800,gbr,1984
303400,gbr,1985
229900,gbr,1986
112100,gbr,1987
42870,gbr,1988
13570,gbr,1989
30320,gbr,1990
102900,gbr,1991
168600,gbr,1992
5212,gbr,1998
1683,gbr,1999
1503,gbr,2000
1825,gbr,2001
2196,gbr,2002
3073,gbr,2003
23720,gbr,2004
720,gbr,2005
10440,gbr,2006
66770,gbr,2007
7023,gbr,2008
8076,gbr,2009
12050,gbr,2010
4502000,usa,1975
1586000,usa,1986
1185000,usa,1987
531900,usa,1990
580700,usa,1991
1066000,usa,1993
1161000,usa,1994
844900,usa,1995
973000,usa,1996
742800,usa,1999
730100,usa,2000
675700,usa,2001
1057000,usa,2002
1117000,usa,2003
1360000,usa,2004
1157000,usa,2005
959400,usa,2006
648200,usa,2007
547600,usa,2008
744800,usa,2009
1023000,usa,2010
43590,ury,1983
43270,ury,1984
38640,ury,1985
37500,ury,1986
40240,ury,1987
24830,ury,1991
18550,ury,1992
16370,ury,1993
21500,ury,1994
23270,ury,1995
25110,ury,1996
7755,ury,2005
174,ury,2006
2228,ury,2008
1622,ury,2009
505,ury,2010
150800,uzb,2007
177800,uzb,2008
185100,uzb,2009
164300,uzb,2010
148500,uzb,2011
2988,vut,1981
6089,vut,1989
497,vut,1998
676,vut,1999
203,vut,2000
104,vut,2001
187,vut,2002
23,vut,2003
769,vut,2004
358,vut,2005
361000,ven,1971
389500,ven,1972
426000,ven,1973
478700,ven,1974
479700,ven,1975
425200,ven,1976
398800,ven,1977
364900,ven,1978
343100,ven,1979
439400,ven,1999
351500,ven,2000
258200,ven,2001
156300,ven,2002
200100,ven,2003
192500,ven,2004
235700,ven,2005
216300,ven,2006
186700,ven,2007
193800,ven,2009
171300,ven,2010
176300,ven,2011
23220,pse,1999
28450,pse,2000
42620,pse,2001
48290,pse,2002
54090,pse,2003
62260,pse,2004
70880,pse,2005
66770,pse,2006
67290,pse,2007
58650,pse,2008
52040,pse,2009
48070,pse,2010
45810,pse,2011
329300,vnm,1977
744800,vnm,1978
351700,vnm,1981
454300,vnm,1985
195500,vnm,1999
281200,vnm,2000
392600,vnm,2001
636800,vnm,2002
660400,vnm,2005
435900,vnm,2006
54280,vnm,2008
67060,vnm,2009
121300,vnm,2010
1386000,yem,1999
1147000,yem,2001
974700,yem,2003
896600,yem,2004
852600,yem,2005
964200,yem,2008
857300,yem,2010
948900,yem,2011
152300,zmb,1972
170300,zmb,1976
181000,zmb,1977
200800,zmb,1978
212400,zmb,1979
217000,zmb,1980
219800,zmb,1981
225100,zmb,1982
210300,zmb,1983
202000,zmb,1984
199100,zmb,1986
242200,zmb,1988
377500,zmb,1994
416900,zmb,1995
505100,zmb,1998
541000,zmb,1999
550500,zmb,2000
565600,zmb,2001
515000,zmb,2002
260600,zmb,2004
78930,zmb,2005
94610,zmb,2006
74120,zmb,2007
20540,zmb,2008
127300,zmb,2009
184400,zmb,2010
37950,zwe,1982
18790,zwe,1984
29250,zwe,1986
