cholesterol_fat_in_blood_men_mmolperl,geo,time
5.875,gbr,1990
5.838,gbr,1991
5.801,gbr,1992
5.763,gbr,1993
5.729,gbr,1994
5.696,gbr,1995
5.666,gbr,1996
5.635,gbr,1997
5.607,gbr,1998
5.58,gbr,1999
5.555,gbr,2000
5.531,gbr,2001
5.51,gbr,2002
5.493,gbr,2003
5.476,gbr,2004
5.459,gbr,2005
5.445,gbr,2006
5.431,gbr,2007
5.416,gbr,2008
5.63,usa,1980
5.611,usa,1981
5.589,usa,1982
5.572,usa,1983
5.555,usa,1984
5.541,usa,1985
5.527,usa,1986
5.509,usa,1987
5.493,usa,1988
5.476,usa,1989
5.459,usa,1990
5.441,usa,1991
5.424,usa,1992
5.408,usa,1993
5.392,usa,1994
5.376,usa,1995
5.358,usa,1996
5.339,usa,1997
5.322,usa,1998
5.304,usa,1999
5.283,usa,2000
5.259,usa,2001
5.235,usa,2002
5.21,usa,2003
5.183,usa,2004
5.157,usa,2005
5.131,usa,2006
5.101,usa,2007
5.071,usa,2008
5.286,ury,1980
5.282,ury,1981
5.274,ury,1982
5.256,ury,1983
5.236,ury,1984
5.216,ury,1985
5.198,ury,1986
5.187,ury,1987
5.175,ury,1988
5.163,ury,1989
5.146,ury,1990
5.134,ury,1991
5.126,ury,1992
5.12,ury,1993
5.118,ury,1994
5.11,ury,1995
5.104,ury,1996
5.095,ury,1997
5.088,ury,1998
5.079,ury,1999
5.062,ury,2000
5.037,ury,2001
5.001,ury,2002
4.962,ury,2003
4.928,ury,2004
4.898,ury,2005
4.868,ury,2006
4.839,ury,2007
4.814,ury,2008
5.018,uzb,1980
4.996,uzb,1981
4.97,uzb,1982
4.947,uzb,1983
4.92,uzb,1984
4.897,uzb,1985
4.871,uzb,1986
4.845,uzb,1987
4.818,uzb,1988
4.788,uzb,1989
4.753,uzb,1990
4.714,uzb,1991
4.665,uzb,1992
4.621,uzb,1993
4.58,uzb,1994
4.537,uzb,1995
4.492,uzb,1996
4.459,uzb,1997
4.431,uzb,1998
4.405,uzb,1999
4.381,uzb,2000
4.36,uzb,2001
4.34,uzb,2002
4.323,uzb,2003
4.308,uzb,2004
4.296,uzb,2005
4.282,uzb,2006
4.269,uzb,2007
4.256,uzb,2008
4.824,vut,1980
4.805,vut,1981
4.787,vut,1982
4.775,vut,1983
4.765,vut,1984
4.753,vut,1985
4.743,vut,1986
4.732,vut,1987
4.718,vut,1988
4.705,vut,1989
4.696,vut,1990
4.69,vut,1991
4.687,vut,1992
4.681,vut,1993
4.679,vut,1994
4.677,vut,1995
4.677,vut,1996
4.675,vut,1997
4.674,vut,1998
4.669,vut,1999
4.665,vut,2000
4.655,vut,2001
4.641,vut,2002
4.63,vut,2003
4.62,vut,2004
4.611,vut,2005
4.607,vut,2006
4.607,vut,2007
4.608,vut,2008
5.067,ven,1980
5.041,ven,1981
5.016,ven,1982
4.984,ven,1983
4.951,ven,1984
4.919,ven,1985
4.891,ven,1986
4.862,ven,1987
4.837,ven,1988
4.809,ven,1989
4.781,ven,1990
4.757,ven,1991
4.737,ven,1992
4.72,ven,1993
4.699,ven,1994
4.678,ven,1995
4.66,ven,1996
4.645,ven,1997
4.631,ven,1998
4.614,ven,1999
4.599,ven,2000
4.587,ven,2001
4.575,ven,2002
4.557,ven,2003
4.546,ven,2004
4.539,ven,2005
4.539,ven,2006
4.539,ven,2007
4.539,ven,2008
4.446,vnm,1980
4.434,vnm,1981
4.425,vnm,1982
4.419,vnm,1983
4.414,vnm,1984
4.411,vnm,1985
4.405,vnm,1986
4.401,vnm,1987
4.397,vnm,1988
4.395,vnm,1989
4.392,vnm,1990
4.389,vnm,1991
4.388,vnm,1992
4.387,vnm,1993
4.388,vnm,1994
4.391,vnm,1995
4.396,vnm,1996
4.404,vnm,1997
4.411,vnm,1998
4.418,vnm,1999
4.427,vnm,2000
4.437,vnm,2001
4.449,vnm,2002
4.46,vnm,2003
4.472,vnm,2004
4.484,vnm,2005
4.497,vnm,2006
4.51,vnm,2007
4.523,vnm,2008
4.701,pse,1980
4.698,pse,1981
4.696,pse,1982
4.693,pse,1983
4.689,pse,1984
4.686,pse,1985
4.685,pse,1986
4.683,pse,1987
4.679,pse,1988
4.676,pse,1989
4.676,pse,1990
4.675,pse,1991
4.677,pse,1992
4.68,pse,1993
4.685,pse,1994
4.69,pse,1995
4.678,pse,1996
4.671,pse,1997
4.667,pse,1998
4.666,pse,1999
4.661,pse,2000
4.646,pse,2001
4.622,pse,2002
4.597,pse,2003
4.57,pse,2004
4.546,pse,2005
4.524,pse,2006
4.502,pse,2007
4.482,pse,2008
4.603,yem,1980
4.607,yem,1981
4.608,yem,1982
4.61,yem,1983
4.611,yem,1984
4.61,yem,1985
4.604,yem,1986
4.597,yem,1987
4.589,yem,1988
4.578,yem,1989
4.57,yem,1990
4.562,yem,1991
4.552,yem,1992
4.541,yem,1993
4.533,yem,1994
4.527,yem,1995
4.522,yem,1996
4.521,yem,1997
4.517,yem,1998
4.513,yem,1999
4.508,yem,2000
4.502,yem,2001
4.496,yem,2002
4.49,yem,2003
4.483,yem,2004
4.476,yem,2005
4.467,yem,2006
4.457,yem,2007
4.447,yem,2008
4.54,zmb,1980
4.532,zmb,1981
4.522,zmb,1982
4.511,zmb,1983
4.498,zmb,1984
4.486,zmb,1985
4.473,zmb,1986
4.462,zmb,1987
4.453,zmb,1988
4.443,zmb,1989
4.434,zmb,1990
4.427,zmb,1991
4.419,zmb,1992
4.412,zmb,1993
4.4,zmb,1994
4.385,zmb,1995
4.372,zmb,1996
4.364,zmb,1997
4.355,zmb,1998
4.347,zmb,1999
4.34,zmb,2000
4.335,zmb,2001
4.331,zmb,2002
4.33,zmb,2003
4.33,zmb,2004
4.33,zmb,2005
4.331,zmb,2006
4.334,zmb,2007
4.338,zmb,2008
4.465,zwe,1980
4.453,zwe,1981
4.441,zwe,1982
4.43,zwe,1983
4.413,zwe,1984
4.398,zwe,1985
4.384,zwe,1986
4.367,zwe,1987
4.351,zwe,1988
4.34,zwe,1989
4.329,zwe,1990
4.32,zwe,1991
4.306,zwe,1992
4.291,zwe,1993
4.279,zwe,1994
4.266,zwe,1995
4.257,zwe,1996
4.25,zwe,1997
4.246,zwe,1998
4.241,zwe,1999
4.237,zwe,2000
4.232,zwe,2001
4.222,zwe,2002
4.208,zwe,2003
4.194,zwe,2004
4.179,zwe,2005
4.163,zwe,2006
4.147,zwe,2007
4.133,zwe,2008
