basomrade,year,immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
1410130_swedenborgsgatan,2008,24
1410130_swedenborgsgatan,2009,-13
1410130_swedenborgsgatan,2010,19
1410130_swedenborgsgatan,2011,-11
1410130_swedenborgsgatan,2012,2
1410130_swedenborgsgatan,2013,-2
1410130_swedenborgsgatan,2014,3
1410140_gullfjardsplan,2000,4
1410140_gullfjardsplan,2001,3
1410140_gullfjardsplan,2002,-12
1410140_gullfjardsplan,2003,10
1410140_gullfjardsplan,2004,4
1410140_gullfjardsplan,2005,7
1410140_gullfjardsplan,2006,3
1410140_gullfjardsplan,2007,-2
1410140_gullfjardsplan,2008,6
1410140_gullfjardsplan,2009,-5
1410140_gullfjardsplan,2010,6
1410140_gullfjardsplan,2011,-3
1410140_gullfjardsplan,2012,-4
1410140_gullfjardsplan,2013,5
1410140_gullfjardsplan,2014,0
1410150_bergsgruvan,2000,0
1410150_bergsgruvan,2001,3
1410150_bergsgruvan,2002,-6
1410150_bergsgruvan,2003,1
1410150_bergsgruvan,2004,8
1410150_bergsgruvan,2005,9
1410150_bergsgruvan,2006,12
1410150_bergsgruvan,2007,-7
1410150_bergsgruvan,2008,3
1410150_bergsgruvan,2009,0
1410150_bergsgruvan,2010,-8
1410150_bergsgruvan,2011,-3
1410150_bergsgruvan,2012,-6
1410150_bergsgruvan,2013,1
1410150_bergsgruvan,2014,3
1410210_sodra_station_vast,2000,4
1410210_sodra_station_vast,2001,11
1410210_sodra_station_vast,2002,-3
1410210_sodra_station_vast,2003,-1
1410210_sodra_station_vast,2004,-5
1410210_sodra_station_vast,2005,-1
1410210_sodra_station_vast,2006,-3
1410210_sodra_station_vast,2007,-12
1410210_sodra_station_vast,2008,9
1410210_sodra_station_vast,2009,2
1410210_sodra_station_vast,2010,2
1410210_sodra_station_vast,2011,9
1410210_sodra_station_vast,2012,21
1410210_sodra_station_vast,2013,12
1410210_sodra_station_vast,2014,11
1410220_sodra_station_ost,2000,9
1410220_sodra_station_ost,2001,-10
1410220_sodra_station_ost,2002,12
1410220_sodra_station_ost,2003,-3
1410220_sodra_station_ost,2004,31
1410220_sodra_station_ost,2005,4
1410220_sodra_station_ost,2006,-14
1410220_sodra_station_ost,2007,-1
1410220_sodra_station_ost,2008,6
1410220_sodra_station_ost,2009,13
1410220_sodra_station_ost,2010,-8
1410220_sodra_station_ost,2011,1
1410220_sodra_station_ost,2012,8
1410220_sodra_station_ost,2013,-10
1410220_sodra_station_ost,2014,-7
1420110_hogalidskyrkan,2000,14
1420110_hogalidskyrkan,2001,0
1420110_hogalidskyrkan,2002,18
1420110_hogalidskyrkan,2003,-2
1420110_hogalidskyrkan,2004,-3
1420110_hogalidskyrkan,2005,0
1420110_hogalidskyrkan,2006,4
1420110_hogalidskyrkan,2007,-3
1420110_hogalidskyrkan,2008,4
1420110_hogalidskyrkan,2009,-7
1420110_hogalidskyrkan,2010,5
1420110_hogalidskyrkan,2011,-8
1420110_hogalidskyrkan,2012,20
1420110_hogalidskyrkan,2013,24
1420110_hogalidskyrkan,2014,-18
1420120_skinnarviksringen,2000,13
1420120_skinnarviksringen,2001,-8
1420120_skinnarviksringen,2002,-4
1420120_skinnarviksringen,2003,-14
1420120_skinnarviksringen,2004,4
1420120_skinnarviksringen,2005,-13
1420120_skinnarviksringen,2006,-2
1420120_skinnarviksringen,2007,-14
1420120_skinnarviksringen,2008,-7
1420120_skinnarviksringen,2009,18
1420120_skinnarviksringen,2010,-4
1420120_skinnarviksringen,2011,-17
1420120_skinnarviksringen,2012,21
1420120_skinnarviksringen,2013,-13
1420120_skinnarviksringen,2014,-9
1420130_ludvigsberg,2000,0
1420130_ludvigsberg,2001,6
1420130_ludvigsberg,2002,0
1420130_ludvigsberg,2003,4
1420130_ludvigsberg,2004,0
1420130_ludvigsberg,2005,3
1420130_ludvigsberg,2006,0
1420130_ludvigsberg,2007,5
1420130_ludvigsberg,2008,6
1420130_ludvigsberg,2009,7
1420130_ludvigsberg,2010,4
1420130_ludvigsberg,2011,-6
1420130_ludvigsberg,2012,7
1420130_ludvigsberg,2013,6
1420130_ludvigsberg,2014,9
1420140_bergsund,2000,15
1420140_bergsund,2001,1
1420140_bergsund,2002,-9
1420140_bergsund,2003,10
1420140_bergsund,2004,-11
1420140_bergsund,2005,-8
1420140_bergsund,2006,-3
1420140_bergsund,2007,-28
1420140_bergsund,2008,-18
1420140_bergsund,2009,-3
1420140_bergsund,2010,14
1420140_bergsund,2011,-7
1420140_bergsund,2012,3
1420140_bergsund,2013,-25
1420140_bergsund,2014,11
1420210_hornstull,2000,-8
1420210_hornstull,2001,5
1420210_hornstull,2002,-6
1420210_hornstull,2003,25
1420210_hornstull,2004,4
1420210_hornstull,2005,11
1420210_hornstull,2006,3
1420210_hornstull,2007,13
1420210_hornstull,2008,16
1420210_hornstull,2009,-3
1420210_hornstull,2010,27
1420210_hornstull,2011,25
1420210_hornstull,2012,7
1420210_hornstull,2013,3
1420210_hornstull,2014,2
1420220_bysistappan,2000,-2
1420220_bysistappan,2001,1
1420220_bysistappan,2002,5
1420220_bysistappan,2003,-3
1420220_bysistappan,2004,9
1420220_bysistappan,2005,-1
1420220_bysistappan,2006,6
1420220_bysistappan,2007,2
1420220_bysistappan,2008,-11
1420220_bysistappan,2009,-3
1420220_bysistappan,2010,-7
1420220_bysistappan,2011,3
1420220_bysistappan,2012,7
1420220_bysistappan,2013,13
1420220_bysistappan,2014,10
1420230_sodra_namndhuset,2000,-2
1420230_sodra_namndhuset,2001,-4
1420230_sodra_namndhuset,2002,7
1420230_sodra_namndhuset,2003,0
1420230_sodra_namndhuset,2004,-3
1420230_sodra_namndhuset,2005,6
1420230_sodra_namndhuset,2006,1
1420230_sodra_namndhuset,2007,0
1420230_sodra_namndhuset,2008,15
1420230_sodra_namndhuset,2009,-4
1420230_sodra_namndhuset,2010,1
1420230_sodra_namndhuset,2011,9
1420230_sodra_namndhuset,2012,6
1420230_sodra_namndhuset,2013,-7
1420230_sodra_namndhuset,2014,-13
1420240_zinkensdamm,2000,4
1420240_zinkensdamm,2001,17
1420240_zinkensdamm,2002,-5
1420240_zinkensdamm,2003,7
1420240_zinkensdamm,2004,-1
1420240_zinkensdamm,2005,-4
1420240_zinkensdamm,2006,-7
1420240_zinkensdamm,2007,7
1420240_zinkensdamm,2008,7
1420240_zinkensdamm,2009,7
1420240_zinkensdamm,2010,5
1420240_zinkensdamm,2011,10
1420240_zinkensdamm,2012,2
1420240_zinkensdamm,2013,-18
1420240_zinkensdamm,2014,13
1420310_sodersjukhuset,2000,-4
1420310_sodersjukhuset,2001,-15
1420310_sodersjukhuset,2002,2
1420310_sodersjukhuset,2003,-3
1420310_sodersjukhuset,2004,-15
1420310_sodersjukhuset,2005,-4
1420310_sodersjukhuset,2006,0
1420310_sodersjukhuset,2007,38
1420310_sodersjukhuset,2008,-2
1420310_sodersjukhuset,2009,2
1420310_sodersjukhuset,2010,-1
1420310_sodersjukhuset,2011,-11
1420310_sodersjukhuset,2012,-16
1420310_sodersjukhuset,2013,-13
1420310_sodersjukhuset,2014,-3
1420320_tanto,2000,-3
1420320_tanto,2001,1
1420320_tanto,2002,-8
1420320_tanto,2003,12
1420320_tanto,2004,10
1420320_tanto,2005,-7
1420320_tanto,2006,6
1420320_tanto,2007,13
1420320_tanto,2008,8
1420320_tanto,2009,-11
1420320_tanto,2010,4
1420320_tanto,2011,11
1420320_tanto,2012,1
1420320_tanto,2013,-8
1420320_tanto,2014,11
1420330_skoldgatan_syd,2000,0
1420330_skoldgatan_syd,2001,5
1420330_skoldgatan_syd,2002,-8
1420330_skoldgatan_syd,2003,-1
1420330_skoldgatan_syd,2004,-6
1420330_skoldgatan_syd,2005,-2
1420330_skoldgatan_syd,2006,-5
1420330_skoldgatan_syd,2007,0
1420330_skoldgatan_syd,2008,-5
1420330_skoldgatan_syd,2009,0
1420330_skoldgatan_syd,2010,-2
1420330_skoldgatan_syd,2011,0
1420330_skoldgatan_syd,2012,10
1420330_skoldgatan_syd,2013,-4
1420330_skoldgatan_syd,2014,1
1420360_skoldgatan_nord,2000,-2
1420360_skoldgatan_nord,2001,1
1420360_skoldgatan_nord,2002,-2
1420360_skoldgatan_nord,2003,-6
1420360_skoldgatan_nord,2004,-2
1420360_skoldgatan_nord,2005,-4
1420360_skoldgatan_nord,2006,1
1420360_skoldgatan_nord,2007,-2
1420360_skoldgatan_nord,2008,1
1420360_skoldgatan_nord,2009,7
1420360_skoldgatan_nord,2010,8
1420360_skoldgatan_nord,2011,-4
1420360_skoldgatan_nord,2012,-3
1420360_skoldgatan_nord,2013,11
1420360_skoldgatan_nord,2014,-3
1420410_langholmen,2000,3
1420410_langholmen,2001,-3
1420410_langholmen,2002,0
1420410_langholmen,2003,3
1420410_langholmen,2004,0
1420410_langholmen,2005,3
1420410_langholmen,2006,0
1420410_langholmen,2007,-3
1420410_langholmen,2008,3
1420410_langholmen,2009,0
1420410_langholmen,2010,0
1420410_langholmen,2011,0
1420410_langholmen,2012,-3
1420410_langholmen,2013,0
1420410_langholmen,2014,0
1420420_reimersholme,2000,-5
1420420_reimersholme,2001,0
1420420_reimersholme,2002,15
1420420_reimersholme,2003,-3
1420420_reimersholme,2004,14
1420420_reimersholme,2005,6
1420420_reimersholme,2006,-9
1420420_reimersholme,2007,5
1420420_reimersholme,2008,13
1420420_reimersholme,2009,0
1420420_reimersholme,2010,9
1420420_reimersholme,2011,-3
1420420_reimersholme,2012,9
1420420_reimersholme,2013,0
1420420_reimersholme,2014,14
1430120_vastra_aso,2000,14
1430120_vastra_aso,2001,6
1430120_vastra_aso,2002,-2
1430120_vastra_aso,2003,1
1430120_vastra_aso,2004,-5
1430120_vastra_aso,2005,-9
1430120_vastra_aso,2006,4
1430120_vastra_aso,2007,-9
1430120_vastra_aso,2008,8
1430120_vastra_aso,2009,12
1430120_vastra_aso,2010,-9
1430120_vastra_aso,2011,-1
1430120_vastra_aso,2012,12
1430120_vastra_aso,2013,-8
1430120_vastra_aso,2014,-5
1430130_blekingetappan,2000,4
1430130_blekingetappan,2001,-12
1430130_blekingetappan,2002,17
1430130_blekingetappan,2003,-2
1430130_blekingetappan,2004,3
1430130_blekingetappan,2005,10
1430130_blekingetappan,2006,-10
1430130_blekingetappan,2007,0
1430130_blekingetappan,2008,34
1430130_blekingetappan,2009,-13
1430130_blekingetappan,2010,1
1430130_blekingetappan,2011,0
1430130_blekingetappan,2012,1
1430130_blekingetappan,2013,11
1430130_blekingetappan,2014,-3
1430140_helgalunden,2000,0
1430140_helgalunden,2001,10
1430140_helgalunden,2002,-1
1430140_helgalunden,2003,-10
1430140_helgalunden,2004,-23
1430140_helgalunden,2005,8
1430140_helgalunden,2006,7
1430140_helgalunden,2007,7
1430140_helgalunden,2008,33
1430140_helgalunden,2009,2
1430140_helgalunden,2010,1
1430140_helgalunden,2011,24
1430140_helgalunden,2012,-16
1430140_helgalunden,2013,0
1430140_helgalunden,2014,-38
1430150_eriksdal,2000,-5
1430150_eriksdal,2001,-27
1430150_eriksdal,2002,23
1430150_eriksdal,2003,0
1430150_eriksdal,2004,1
1430150_eriksdal,2005,-4
1430150_eriksdal,2006,7
1430150_eriksdal,2007,1
1430150_eriksdal,2008,6
1430150_eriksdal,2009,-1
1430150_eriksdal,2010,-5
1430150_eriksdal,2011,-13
1430150_eriksdal,2012,-7
1430150_eriksdal,2013,-8
1430150_eriksdal,2014,-4
1430160_asotorget,2000,18
1430160_asotorget,2001,3
1430160_asotorget,2002,3
1430160_asotorget,2003,1
1430160_asotorget,2004,-6
1430160_asotorget,2005,1
1430160_asotorget,2006,2
1430160_asotorget,2007,50
1430160_asotorget,2008,0
1430160_asotorget,2009,-9
1430160_asotorget,2010,14
1430160_asotorget,2011,15
1430160_asotorget,2012,-34
1430160_asotorget,2013,-32
1430160_asotorget,2014,-23
1430180_rosenlund,2000,-1
1430180_rosenlund,2001,-1
1430180_rosenlund,2002,6
1430180_rosenlund,2003,-3
1430180_rosenlund,2004,4
1430180_rosenlund,2005,-6
1430180_rosenlund,2006,24
1430180_rosenlund,2007,-2
1430180_rosenlund,2008,5
1430180_rosenlund,2009,6
1430180_rosenlund,2010,7
1430180_rosenlund,2011,-9
1430180_rosenlund,2012,3
1430180_rosenlund,2013,3
1430180_rosenlund,2014,3
1430210_mosebacke,2000,1
1430210_mosebacke,2001,4
1430210_mosebacke,2002,6
1430210_mosebacke,2003,3
1430210_mosebacke,2004,-10
1430210_mosebacke,2005,1
1430210_mosebacke,2006,5
1430210_mosebacke,2007,-11
1430210_mosebacke,2008,2
1430210_mosebacke,2009,2
1430210_mosebacke,2010,-9
1430210_mosebacke,2011,12
1430210_mosebacke,2012,-16
1430210_mosebacke,2013,-10
1430210_mosebacke,2014,-7
1430220_ostra_aso,2000,1
1430220_ostra_aso,2001,2
1430220_ostra_aso,2002,-9
1430220_ostra_aso,2003,8
1430220_ostra_aso,2004,-12
1430220_ostra_aso,2005,16
1430220_ostra_aso,2006,-3
1430220_ostra_aso,2007,-6
1430220_ostra_aso,2008,13
1430220_ostra_aso,2009,21
1430220_ostra_aso,2010,1
1430220_ostra_aso,2011,7
1430220_ostra_aso,2012,2
1430220_ostra_aso,2013,-23
1430220_ostra_aso,2014,-17
1430230_katarina_kyrka,2000,-4
1430230_katarina_kyrka,2001,-3
1430230_katarina_kyrka,2002,-10
1430230_katarina_kyrka,2003,20
1430230_katarina_kyrka,2004,0
1430230_katarina_kyrka,2005,-4
1430230_katarina_kyrka,2006,10
1430230_katarina_kyrka,2007,22
1430230_katarina_kyrka,2008,8
1430230_katarina_kyrka,2009,-9
1430230_katarina_kyrka,2010,-6
1430230_katarina_kyrka,2011,-9
1430230_katarina_kyrka,2012,-8
1430230_katarina_kyrka,2013,0
1430230_katarina_kyrka,2014,-13
1430240_bjurholmsplan,2000,-6
1430240_bjurholmsplan,2001,4
1430240_bjurholmsplan,2002,-5
1430240_bjurholmsplan,2003,-3
1430240_bjurholmsplan,2004,-5
1430240_bjurholmsplan,2005,12
1430240_bjurholmsplan,2006,-1
1430240_bjurholmsplan,2007,3
1430240_bjurholmsplan,2008,1
1430240_bjurholmsplan,2009,19
1430240_bjurholmsplan,2010,25
1430240_bjurholmsplan,2011,-1
1430240_bjurholmsplan,2012,-28
1430240_bjurholmsplan,2013,10
1430240_bjurholmsplan,2014,5
1430250_nytorget,2000,2
1430250_nytorget,2001,10
1430250_nytorget,2002,-4
1430250_nytorget,2003,4
1430250_nytorget,2004,-21
1430250_nytorget,2005,16
1430250_nytorget,2006,12
1430250_nytorget,2007,16
1430250_nytorget,2008,0
1430250_nytorget,2009,-8
1430250_nytorget,2010,-4
1430250_nytorget,2011,-13
1430250_nytorget,2012,19
1430250_nytorget,2013,-19
1430250_nytorget,2014,-3
1440110_ersta,2000,2
1440110_ersta,2001,-2
1440110_ersta,2002,-6
1440110_ersta,2003,1
1440110_ersta,2004,-5
1440110_ersta,2005,-4
1440110_ersta,2006,0
1440110_ersta,2007,10
1440110_ersta,2008,-2
1440110_ersta,2009,-9
1440110_ersta,2010,6
1440110_ersta,2011,-6
1440110_ersta,2012,3
1440110_ersta,2013,4
1440110_ersta,2014,-9
1440120_sofia_kyrka,2000,29
1440120_sofia_kyrka,2001,16
1440120_sofia_kyrka,2002,1
1440120_sofia_kyrka,2003,-29
1440120_sofia_kyrka,2004,6
1440120_sofia_kyrka,2005,7
1440120_sofia_kyrka,2006,-10
1440120_sofia_kyrka,2007,4
1440120_sofia_kyrka,2008,-5
1440120_sofia_kyrka,2009,17
1440120_sofia_kyrka,2010,-16
1440120_sofia_kyrka,2011,9
1440120_sofia_kyrka,2012,8
1440120_sofia_kyrka,2013,9
1440120_sofia_kyrka,2014,-7
1440210_tullgarden,2000,-8
1440210_tullgarden,2001,0
1440210_tullgarden,2002,2
1440210_tullgarden,2003,-9
1440210_tullgarden,2004,-5
1440210_tullgarden,2005,6
1440210_tullgarden,2006,8
1440210_tullgarden,2007,1
1440210_tullgarden,2008,-3
1440210_tullgarden,2009,-9
1440210_tullgarden,2010,1
1440210_tullgarden,2011,1
1440210_tullgarden,2012,-8
1440210_tullgarden,2013,-5
1440210_tullgarden,2014,13
1440220_vita_bergen,2000,-8
1440220_vita_bergen,2001,-3
1440220_vita_bergen,2002,-7
1440220_vita_bergen,2003,-6
1440220_vita_bergen,2004,15
1440220_vita_bergen,2005,3
1440220_vita_bergen,2006,10
1440220_vita_bergen,2007,25
1440220_vita_bergen,2008,17
1440220_vita_bergen,2009,-10
1440220_vita_bergen,2010,5
1440220_vita_bergen,2011,-5
1440220_vita_bergen,2012,-6
1440220_vita_bergen,2013,0
1440220_vita_bergen,2014,-7
1440230_blecktornet,2000,10
1440230_blecktornet,2001,3
1440230_blecktornet,2002,-5
1440230_blecktornet,2003,7
1440230_blecktornet,2004,1
1440230_blecktornet,2005,-3
1440230_blecktornet,2006,1
1440230_blecktornet,2007,0
1440230_blecktornet,2008,-6
1440230_blecktornet,2009,-11
1440230_blecktornet,2010,5
1440230_blecktornet,2011,-6
1440230_blecktornet,2012,1
1440230_blecktornet,2013,0
1440230_blecktornet,2014,5
1440240_vintertullen,2000,9
1440240_vintertullen,2001,-1
1440240_vintertullen,2002,-8
1440240_vintertullen,2003,1
1440240_vintertullen,2004,5
1440240_vintertullen,2005,0
1440240_vintertullen,2006,4
1440240_vintertullen,2007,-3
1440240_vintertullen,2008,2
1440240_vintertullen,2009,7
1440240_vintertullen,2010,1
1440240_vintertullen,2011,2
1440240_vintertullen,2012,0
1440240_vintertullen,2013,1
1440240_vintertullen,2014,8
1440250_barnangen,2000,62
1440250_barnangen,2001,6
1440250_barnangen,2002,-4
1440250_barnangen,2003,21
1440250_barnangen,2004,24
1440250_barnangen,2005,7
1440250_barnangen,2006,16
1440250_barnangen,2007,1
1440250_barnangen,2008,-2
1440250_barnangen,2009,-1
1440250_barnangen,2010,3
1440250_barnangen,2011,11
1440250_barnangen,2012,-2
1440250_barnangen,2013,7
1440250_barnangen,2014,-6
1440260_mjardgrand,2000,8
1440260_mjardgrand,2001,1
1440260_mjardgrand,2002,-6
1440260_mjardgrand,2003,-1
1440260_mjardgrand,2004,2
1440260_mjardgrand,2005,-2
1440260_mjardgrand,2006,10
1440260_mjardgrand,2007,7
1440260_mjardgrand,2008,-5
1440260_mjardgrand,2009,-6
1440260_mjardgrand,2010,0
1440260_mjardgrand,2011,0
1440260_mjardgrand,2012,-6
1440260_mjardgrand,2013,1
1440260_mjardgrand,2014,-2
1440311_danviken_n,2000,-6
1440311_danviken_n,2001,-4
1440311_danviken_n,2002,2
1440311_danviken_n,2003,-3
1440311_danviken_n,2004,1
1440311_danviken_n,2005,1
1440311_danviken_n,2006,0
1440311_danviken_n,2007,4
1440311_danviken_n,2008,-2
1440311_danviken_n,2009,22
1440311_danviken_n,2010,59
1440311_danviken_n,2011,83
1440311_danviken_n,2012,62
1440311_danviken_n,2013,42
1440311_danviken_n,2014,-8
1440312_danviken_s,2000,8
1440312_danviken_s,2001,107
1440312_danviken_s,2002,150
1440312_danviken_s,2003,123
1440312_danviken_s,2004,23
1440312_danviken_s,2005,69
1440312_danviken_s,2006,34
1440312_danviken_s,2007,90
1440312_danviken_s,2008,85
1440312_danviken_s,2009,-11
1440312_danviken_s,2010,3
1440312_danviken_s,2011,-10
1440312_danviken_s,2012,-29
1440312_danviken_s,2013,-10
1440312_danviken_s,2014,-11
2110120_sankt_sigfrid,2000,8
2110120_sankt_sigfrid,2001,21
2110120_sankt_sigfrid,2002,-8
2110120_sankt_sigfrid,2003,17
2110120_sankt_sigfrid,2004,-6
2110120_sankt_sigfrid,2005,1
2110120_sankt_sigfrid,2006,3
2110120_sankt_sigfrid,2007,7
2110120_sankt_sigfrid,2008,-6
2110120_sankt_sigfrid,2009,14
2110120_sankt_sigfrid,2010,34
2110120_sankt_sigfrid,2011,1
2110120_sankt_sigfrid,2012,-19
2110120_sankt_sigfrid,2013,-5
2110120_sankt_sigfrid,2014,11
2110130_ornsberg_nord_ost,2000,11
2110130_ornsberg_nord_ost,2001,-8
2110130_ornsberg_nord_ost,2002,-14
2110130_ornsberg_nord_ost,2003,3
2110130_ornsberg_nord_ost,2004,10
2110130_ornsberg_nord_ost,2005,-1
2110130_ornsberg_nord_ost,2006,0
2110130_ornsberg_nord_ost,2007,8
2110130_ornsberg_nord_ost,2008,5
2110130_ornsberg_nord_ost,2009,-12
2110130_ornsberg_nord_ost,2010,29
2110130_ornsberg_nord_ost,2011,-2
2110130_ornsberg_nord_ost,2012,12
2110130_ornsberg_nord_ost,2013,-6
2110130_ornsberg_nord_ost,2014,-4
2110140_vinterviken,2000,0
2110140_vinterviken,2001,6
2110140_vinterviken,2002,6
2110140_vinterviken,2003,8
2110140_vinterviken,2004,0
2110140_vinterviken,2005,2
2110140_vinterviken,2006,7
2110140_vinterviken,2007,7
2110140_vinterviken,2008,0
2110140_vinterviken,2009,2
2110140_vinterviken,2010,4
2110140_vinterviken,2011,9
2110140_vinterviken,2012,-9
2110140_vinterviken,2013,9
2110140_vinterviken,2014,5
2110150_ornsberg_syd_ost,2000,0
2110150_ornsberg_syd_ost,2001,0
2110150_ornsberg_syd_ost,2002,3
2110150_ornsberg_syd_ost,2003,0
2110150_ornsberg_syd_ost,2004,-3
2110150_ornsberg_syd_ost,2005,3
2110150_ornsberg_syd_ost,2006,0
2110150_ornsberg_syd_ost,2007,-3
2110150_ornsberg_syd_ost,2008,-3
2110150_ornsberg_syd_ost,2009,3
2110150_ornsberg_syd_ost,2010,4
2110150_ornsberg_syd_ost,2011,0
2110150_ornsberg_syd_ost,2012,0
2110150_ornsberg_syd_ost,2013,3
2110150_ornsberg_syd_ost,2014,0
2110220_ostra_grondal,2000,-10
2110220_ostra_grondal,2001,27
2110220_ostra_grondal,2002,33
2110220_ostra_grondal,2003,-7
2110220_ostra_grondal,2004,34
2110220_ostra_grondal,2005,47
2110220_ostra_grondal,2006,13
2110220_ostra_grondal,2007,5
2110220_ostra_grondal,2008,19
2110220_ostra_grondal,2009,21
2110220_ostra_grondal,2010,36
2110220_ostra_grondal,2011,21
2110220_ostra_grondal,2012,-6
2110220_ostra_grondal,2013,-16
2110220_ostra_grondal,2014,10
2110230_ekensberg,2000,4
2110230_ekensberg,2001,-3
2110230_ekensberg,2002,3
2110230_ekensberg,2003,3
2110230_ekensberg,2004,-2
2110230_ekensberg,2005,4
2110230_ekensberg,2006,-1
2110230_ekensberg,2007,5
2110230_ekensberg,2008,17
2110230_ekensberg,2009,9
2110230_ekensberg,2010,2
2110230_ekensberg,2011,5
2110230_ekensberg,2012,13
2110230_ekensberg,2013,-4
2110230_ekensberg,2014,5
2110310_axelbergs_torg,2000,0
2110310_axelbergs_torg,2001,0
2110310_axelbergs_torg,2002,0
2110310_axelbergs_torg,2003,0
2110310_axelbergs_torg,2004,0
2110310_axelbergs_torg,2005,0
2110310_axelbergs_torg,2006,0
2110310_axelbergs_torg,2007,0
2110310_axelbergs_torg,2008,3
2110310_axelbergs_torg,2009,0
2110310_axelbergs_torg,2010,0
2110310_axelbergs_torg,2011,0
2110310_axelbergs_torg,2012,0
2110310_axelbergs_torg,2013,0
2110310_axelbergs_torg,2014,0
2110320_klubbacken,2000,-5
2110320_klubbacken,2001,7
2110320_klubbacken,2002,-2
2110320_klubbacken,2003,-1
2110320_klubbacken,2004,-8
2110320_klubbacken,2005,4
2110320_klubbacken,2006,-10
2110320_klubbacken,2007,0
2110320_klubbacken,2008,3
2110320_klubbacken,2009,4
2110320_klubbacken,2010,17
2110320_klubbacken,2011,-6
2110320_klubbacken,2012,-6
2110320_klubbacken,2013,-2
2110320_klubbacken,2014,-3
2110330_axelsberg_syd_ost,2000,-6
2110330_axelsberg_syd_ost,2001,0
2110330_axelsberg_syd_ost,2002,5
2110330_axelsberg_syd_ost,2003,-2
2110330_axelsberg_syd_ost,2004,0
2110330_axelsberg_syd_ost,2005,-3
2110330_axelsberg_syd_ost,2006,1
2110330_axelsberg_syd_ost,2007,1
2110330_axelsberg_syd_ost,2008,8
2110330_axelsberg_syd_ost,2009,-6
2110330_axelsberg_syd_ost,2010,18
2110330_axelsberg_syd_ost,2011,28
2110330_axelsberg_syd_ost,2012,-2
2110330_axelsberg_syd_ost,2013,4
2110330_axelsberg_syd_ost,2014,-1
2110340_stensborg,2000,2
2110340_stensborg,2001,7
2110340_stensborg,2002,4
2110340_stensborg,2003,-2
2110340_stensborg,2004,1
2110340_stensborg,2005,5
2110340_stensborg,2006,2
2110340_stensborg,2007,8
2110340_stensborg,2008,3
2110340_stensborg,2009,2
2110340_stensborg,2010,8
2110340_stensborg,2011,1
2110340_stensborg,2012,1
2110340_stensborg,2013,4
2110340_stensborg,2014,-3
2110350_sankt_mickelsgatan,2000,2
2110350_sankt_mickelsgatan,2001,13
2110350_sankt_mickelsgatan,2002,-7
2110350_sankt_mickelsgatan,2003,-1
2110350_sankt_mickelsgatan,2004,11
2110350_sankt_mickelsgatan,2005,2
2110350_sankt_mickelsgatan,2006,4
2110350_sankt_mickelsgatan,2007,6
2110350_sankt_mickelsgatan,2008,3
2110350_sankt_mickelsgatan,2009,6
2110350_sankt_mickelsgatan,2010,6
2110350_sankt_mickelsgatan,2011,3
2110350_sankt_mickelsgatan,2012,1
2110350_sankt_mickelsgatan,2013,15
2110350_sankt_mickelsgatan,2014,9
2110370_ornsberg_syd_vast,2000,-1
2110370_ornsberg_syd_vast,2001,1
2110370_ornsberg_syd_vast,2002,1
2110370_ornsberg_syd_vast,2003,-1
2110370_ornsberg_syd_vast,2004,-5
2110370_ornsberg_syd_vast,2005,4
2110370_ornsberg_syd_vast,2006,1
2110370_ornsberg_syd_vast,2007,0
2110370_ornsberg_syd_vast,2008,-2
2110370_ornsberg_syd_vast,2009,-8
2110370_ornsberg_syd_vast,2010,5
2110370_ornsberg_syd_vast,2011,7
2110370_ornsberg_syd_vast,2012,-3
2110370_ornsberg_syd_vast,2013,-6
2110370_ornsberg_syd_vast,2014,2
2110380_hagerstenshamnen,2000,10
2110380_hagerstenshamnen,2001,1
2110380_hagerstenshamnen,2002,1
2110380_hagerstenshamnen,2003,-2
2110380_hagerstenshamnen,2004,3
2110380_hagerstenshamnen,2005,2
2110380_hagerstenshamnen,2006,0
2110380_hagerstenshamnen,2007,-5
2110380_hagerstenshamnen,2008,3
2110380_hagerstenshamnen,2009,9
2110380_hagerstenshamnen,2010,-1
2110380_hagerstenshamnen,2011,0
2110380_hagerstenshamnen,2012,2
2110380_hagerstenshamnen,2013,-4
2110380_hagerstenshamnen,2014,2
2110390_axelsberg_nord,2000,-2
2110390_axelsberg_nord,2001,-6
2110390_axelsberg_nord,2002,10
2110390_axelsberg_nord,2003,-4
2110390_axelsberg_nord,2004,1
2110390_axelsberg_nord,2005,5
2110390_axelsberg_nord,2006,-2
2110390_axelsberg_nord,2007,2
2110390_axelsberg_nord,2008,3
2110390_axelsberg_nord,2009,-4
2110390_axelsberg_nord,2010,9
2110390_axelsberg_nord,2011,3
2110390_axelsberg_nord,2012,-3
2110390_axelsberg_nord,2013,0
2110390_axelsberg_nord,2014,-3
2110520_norra_hagerstensasen,2000,-11
2110520_norra_hagerstensasen,2001,6
2110520_norra_hagerstensasen,2002,-4
2110520_norra_hagerstensasen,2003,-5
2110520_norra_hagerstensasen,2004,17
2110520_norra_hagerstensasen,2005,0
2110520_norra_hagerstensasen,2006,8
2110520_norra_hagerstensasen,2007,-7
2110520_norra_hagerstensasen,2008,6
2110520_norra_hagerstensasen,2009,-18
2110520_norra_hagerstensasen,2010,-6
2110520_norra_hagerstensasen,2011,-6
2110520_norra_hagerstensasen,2012,-9
2110520_norra_hagerstensasen,2013,6
2110520_norra_hagerstensasen,2014,7
