basomrade,year,mean_income_aged_lt_20
2160640_lingvagen,2000,162666.73
2160640_lingvagen,2001,173418.43
2160640_lingvagen,2002,178587
2160640_lingvagen,2003,180755.8
2160640_lingvagen,2004,184709.6
2160640_lingvagen,2005,185810.32
2160640_lingvagen,2006,194324.74
2160640_lingvagen,2007,203261.86
2160640_lingvagen,2008,209557.37
2160640_lingvagen,2009,214107.36
2160640_lingvagen,2010,214129.24
2160640_lingvagen,2011,219697.97
2160640_lingvagen,2012,228469.27
2160640_lingvagen,2013,233107.13
2160640_lingvagen,2014,238411.85
2160720_vastra_larsboda,2000,199763.79
2160720_vastra_larsboda,2001,208974
2160720_vastra_larsboda,2002,217354.77
2160720_vastra_larsboda,2003,220797.88
2160720_vastra_larsboda,2004,224840.36
2160720_vastra_larsboda,2005,229927.92
2160720_vastra_larsboda,2006,240860.36
2160720_vastra_larsboda,2007,254577.78
2160720_vastra_larsboda,2008,258010.66
2160720_vastra_larsboda,2009,267972.66
2160720_vastra_larsboda,2010,270638.49
2160720_vastra_larsboda,2011,279289.64
2160720_vastra_larsboda,2012,284481.05
2160720_vastra_larsboda,2013,290470.91
2160720_vastra_larsboda,2014,294815.02
2160760_ostra_larsboda,2000,248250.46
2160760_ostra_larsboda,2001,252677.12
2160760_ostra_larsboda,2002,267206.18
2160760_ostra_larsboda,2003,315281.17
2160760_ostra_larsboda,2004,289031.47
2160760_ostra_larsboda,2005,273066.15
2160760_ostra_larsboda,2006,293795.12
2160760_ostra_larsboda,2007,299832.24
2160760_ostra_larsboda,2008,297953.45
2160760_ostra_larsboda,2009,315577.44
2160760_ostra_larsboda,2010,299795.25
2160760_ostra_larsboda,2011,306815.83
2160760_ostra_larsboda,2012,321836.6
2160760_ostra_larsboda,2013,324710.64
2160760_ostra_larsboda,2014,326450.86
2160820_bagarfruvagen,2000,197690.25
2160820_bagarfruvagen,2001,205246.08
2160820_bagarfruvagen,2002,211714.24
2160820_bagarfruvagen,2003,215899.09
2160820_bagarfruvagen,2004,219771.26
2160820_bagarfruvagen,2005,223492.9
2160820_bagarfruvagen,2006,232690.32
2160820_bagarfruvagen,2007,239998.7
2160820_bagarfruvagen,2008,249057.18
2160820_bagarfruvagen,2009,252448.37
2160820_bagarfruvagen,2010,257229.99
2160820_bagarfruvagen,2011,264103.29
2160820_bagarfruvagen,2012,271592.91
2160820_bagarfruvagen,2013,278011.22
2160820_bagarfruvagen,2014,282040.95
2160830_vastra_skondal,2000,258015.74
2160830_vastra_skondal,2001,275162.98
2160830_vastra_skondal,2002,275998.51
2160830_vastra_skondal,2003,285367.02
2160830_vastra_skondal,2004,296325.26
2160830_vastra_skondal,2005,296014.3
2160830_vastra_skondal,2006,309478.2
2160830_vastra_skondal,2007,325461.07
2160830_vastra_skondal,2008,339900.91
2160830_vastra_skondal,2009,341846.49
2160830_vastra_skondal,2010,350354.92
2160830_vastra_skondal,2011,360741.41
2160830_vastra_skondal,2012,376916.91
2160830_vastra_skondal,2013,371994.73
2160830_vastra_skondal,2014,378849.64
2160840_norra_skondal,2000,278825.23
2160840_norra_skondal,2001,294552.99
2160840_norra_skondal,2002,302988.57
2160840_norra_skondal,2003,307989.22
2160840_norra_skondal,2004,316416.25
2160840_norra_skondal,2005,313981.48
2160840_norra_skondal,2006,321731.8
2160840_norra_skondal,2007,329906.68
2160840_norra_skondal,2008,340368.61
2160840_norra_skondal,2009,349299.46
2160840_norra_skondal,2010,345297.98
2160840_norra_skondal,2011,349856.36
2160840_norra_skondal,2012,353593.67
2160840_norra_skondal,2013,356509.87
2160840_norra_skondal,2014,361716.26
2160850_stora_skondal,2000,166371.29
2160850_stora_skondal,2001,173925.39
2160850_stora_skondal,2002,178343.7
2160850_stora_skondal,2003,190620.47
2160850_stora_skondal,2004,195506.82
2160850_stora_skondal,2005,194702.83
2160850_stora_skondal,2006,200805.1
2160850_stora_skondal,2007,206351.43
2160850_stora_skondal,2008,214382.68
2160850_stora_skondal,2009,219500.18
2160850_stora_skondal,2010,217147.37
2160850_stora_skondal,2011,207089.31
2160850_stora_skondal,2012,270115.13
2160850_stora_skondal,2013,287430.78
2160850_stora_skondal,2014,303804.66
2160920_sodra_svedmyra,2000,159717.19
2160920_sodra_svedmyra,2001,168907.98
2160920_sodra_svedmyra,2002,173045.65
2160920_sodra_svedmyra,2003,183967.16
2160920_sodra_svedmyra,2004,187484.2
2160920_sodra_svedmyra,2005,189261.35
2160920_sodra_svedmyra,2006,199916.29
2160920_sodra_svedmyra,2007,204116.55
2160920_sodra_svedmyra,2008,212525.1
2160920_sodra_svedmyra,2009,211701.91
2160920_sodra_svedmyra,2010,216895.77
2160920_sodra_svedmyra,2011,225886.69
2160920_sodra_svedmyra,2012,235884.21
2160920_sodra_svedmyra,2013,242514.3
2160920_sodra_svedmyra,2014,248794.17
2160930_norra_svedmyra,2000,260480.19
2160930_norra_svedmyra,2001,267894.33
2160930_norra_svedmyra,2002,280374.54
2160930_norra_svedmyra,2003,292677.33
2160930_norra_svedmyra,2004,296829.54
2160930_norra_svedmyra,2005,314118.16
2160930_norra_svedmyra,2006,324010.93
2160930_norra_svedmyra,2007,334882.08
2160930_norra_svedmyra,2008,354233.65
2160930_norra_svedmyra,2009,369263.14
2160930_norra_svedmyra,2010,374323.42
2160930_norra_svedmyra,2011,386833.1
2160930_norra_svedmyra,2012,405091.43
2160930_norra_svedmyra,2013,408264.87
2160930_norra_svedmyra,2014,432364.55
2161020_norra_tallkrogen,2000,180876.56
2161020_norra_tallkrogen,2001,190566.42
2161020_norra_tallkrogen,2002,194460.34
2161020_norra_tallkrogen,2003,200313.97
2161020_norra_tallkrogen,2004,208750.56
2161020_norra_tallkrogen,2005,214830.38
2161020_norra_tallkrogen,2006,220127.51
2161020_norra_tallkrogen,2007,236052.86
2161020_norra_tallkrogen,2008,240922.28
2161020_norra_tallkrogen,2009,241757.22
2161020_norra_tallkrogen,2010,248244.58
2161020_norra_tallkrogen,2011,254861.81
2161020_norra_tallkrogen,2012,261347.57
2161020_norra_tallkrogen,2013,267633.08
2161020_norra_tallkrogen,2014,270386.88
2161030_sodra_tallkrogen,2000,243283.26
2161030_sodra_tallkrogen,2001,259995.21
2161030_sodra_tallkrogen,2002,267824.99
2161030_sodra_tallkrogen,2003,272553.19
2161030_sodra_tallkrogen,2004,280332.24
2161030_sodra_tallkrogen,2005,292383.27
2161030_sodra_tallkrogen,2006,301049.97
2161030_sodra_tallkrogen,2007,314817.34
2161030_sodra_tallkrogen,2008,331240.87
2161030_sodra_tallkrogen,2009,338843.61
2161030_sodra_tallkrogen,2010,342637.91
2161030_sodra_tallkrogen,2011,355043.52
2161030_sodra_tallkrogen,2012,367675.12
2161030_sodra_tallkrogen,2013,372615.03
2161030_sodra_tallkrogen,2014,382687.13
2170120_bredangs_alle,2000,149986.35
2170120_bredangs_alle,2001,157917.35
2170120_bredangs_alle,2002,161839.53
2170120_bredangs_alle,2003,165230.61
2170120_bredangs_alle,2004,165707.26
2170120_bredangs_alle,2005,164755.05
2170120_bredangs_alle,2006,168267.08
2170120_bredangs_alle,2007,172641.73
2170120_bredangs_alle,2008,176920.56
2170120_bredangs_alle,2009,175706.15
2170120_bredangs_alle,2010,177850.02
2170120_bredangs_alle,2011,181323.72
2170120_bredangs_alle,2012,186297.47
2170120_bredangs_alle,2013,191241.91
2170120_bredangs_alle,2014,196647.49
2170130_yttre_bredang,2000,225731.24
2170130_yttre_bredang,2001,236579.11
2170130_yttre_bredang,2002,233235.08
2170130_yttre_bredang,2003,238640.47
2170130_yttre_bredang,2004,240245.95
2170130_yttre_bredang,2005,246117.04
2170130_yttre_bredang,2006,256815.41
2170130_yttre_bredang,2007,253393.61
2170130_yttre_bredang,2008,256895.54
2170130_yttre_bredang,2009,259340.72
2170130_yttre_bredang,2010,256560.65
2170130_yttre_bredang,2011,262761.56
2170130_yttre_bredang,2012,269406.45
2170130_yttre_bredang,2013,276182.33
2170130_yttre_bredang,2014,274759.55
2170220_satra_torg,2000,151009.58
2170220_satra_torg,2001,158767.98
2170220_satra_torg,2002,163824.57
2170220_satra_torg,2003,169278.14
2170220_satra_torg,2004,171158.2
2170220_satra_torg,2005,173149.16
2170220_satra_torg,2006,174111.82
2170220_satra_torg,2007,178548.44
2170220_satra_torg,2008,182718.15
2170220_satra_torg,2009,181031.89
2170220_satra_torg,2010,182170.19
2170220_satra_torg,2011,191087.17
2170220_satra_torg,2012,195811.6
2170220_satra_torg,2013,201349.96
2170220_satra_torg,2014,207713.02
2170230_norra_satra,2000,260426.13
2170230_norra_satra,2001,258574.82
2170230_norra_satra,2002,264763.69
2170230_norra_satra,2003,261923.77
2170230_norra_satra,2004,263314.6
2170230_norra_satra,2005,273046.88
2170230_norra_satra,2006,271706.45
2170230_norra_satra,2007,275453.74
2170230_norra_satra,2008,282840.92
2170230_norra_satra,2009,284905.44
2170230_norra_satra,2010,289046.96
2170230_norra_satra,2011,289572.07
2170230_norra_satra,2012,295903.23
2170230_norra_satra,2013,295751.19
2170230_norra_satra,2014,301487.61
2170310_skarholmens_centrum,2000,114809.01
2170310_skarholmens_centrum,2001,119695.37
2170310_skarholmens_centrum,2002,126609.24
2170310_skarholmens_centrum,2003,136688.81
2170310_skarholmens_centrum,2004,138288.79
2170310_skarholmens_centrum,2005,140178.24
2170310_skarholmens_centrum,2006,140175.87
2170310_skarholmens_centrum,2007,149065.63
2170310_skarholmens_centrum,2008,155701.82
2170310_skarholmens_centrum,2009,155645.33
2170310_skarholmens_centrum,2010,151180.34
2170310_skarholmens_centrum,2011,158394.93
2170310_skarholmens_centrum,2012,154654.48
2170310_skarholmens_centrum,2013,161720.57
2170310_skarholmens_centrum,2014,170838.97
2170321_skarholmens_gard,2000,247085.31
2170321_skarholmens_gard,2001,250573.53
2170321_skarholmens_gard,2002,262178.6
2170321_skarholmens_gard,2003,270643.88
2170321_skarholmens_gard,2004,265692.75
2170321_skarholmens_gard,2005,255697.28
2170321_skarholmens_gard,2006,264212.36
2170321_skarholmens_gard,2007,274500.89
2170321_skarholmens_gard,2008,273525.07
2170321_skarholmens_gard,2009,267332.93
2170321_skarholmens_gard,2010,259952.79
2170321_skarholmens_gard,2011,257128.94
2170321_skarholmens_gard,2012,257754.3
2170321_skarholmens_gard,2013,263757.78
2170321_skarholmens_gard,2014,265353.92
2170322_mellersta_skarholmen,2000,130667.58
2170322_mellersta_skarholmen,2001,141243.47
2170322_mellersta_skarholmen,2002,145234.27
2170322_mellersta_skarholmen,2003,149821.48
2170322_mellersta_skarholmen,2004,150546.87
2170322_mellersta_skarholmen,2005,149633.73
2170322_mellersta_skarholmen,2006,156051.72
2170322_mellersta_skarholmen,2007,160680.83
2170322_mellersta_skarholmen,2008,166877.96
2170322_mellersta_skarholmen,2009,165251.92
2170322_mellersta_skarholmen,2010,164312.48
2170322_mellersta_skarholmen,2011,169180.46
2170322_mellersta_skarholmen,2012,170498.73
2170322_mellersta_skarholmen,2013,175774.09
2170322_mellersta_skarholmen,2014,184498.26
2170330_sodra_skarholmen,2000,209761.22
2170330_sodra_skarholmen,2001,218677.08
2170330_sodra_skarholmen,2002,222891.23
2170330_sodra_skarholmen,2003,225594.3
2170330_sodra_skarholmen,2004,223594.15
2170330_sodra_skarholmen,2005,220130.48
2170330_sodra_skarholmen,2006,222130.64
2170330_sodra_skarholmen,2007,236351.36
2170330_sodra_skarholmen,2008,242386.26
2170330_sodra_skarholmen,2009,247639.3
2170330_sodra_skarholmen,2010,248786.53
2170330_sodra_skarholmen,2011,253499.32
2170330_sodra_skarholmen,2012,255295.42
2170330_sodra_skarholmen,2013,252469.52
2170330_sodra_skarholmen,2014,253405.86
2170420_ostra_varberg,2000,151371.12
2170420_ostra_varberg,2001,159753.14
2170420_ostra_varberg,2002,164606.35
2170420_ostra_varberg,2003,168961.88
2170420_ostra_varberg,2004,168981.03
2170420_ostra_varberg,2005,169467.98
2170420_ostra_varberg,2006,170662.15
2170420_ostra_varberg,2007,170601.01
2170420_ostra_varberg,2008,173079.66
2170420_ostra_varberg,2009,171075.74
2170420_ostra_varberg,2010,169641.57
2170420_ostra_varberg,2011,174792.55
2170420_ostra_varberg,2012,180457.73
2170420_ostra_varberg,2013,184481.59
2170420_ostra_varberg,2014,187203.17
2170430_vastra_varberg,2000,266917.68
2170430_vastra_varberg,2001,272510.42
2170430_vastra_varberg,2002,281126.22
2170430_vastra_varberg,2003,279765.46
2170430_vastra_varberg,2004,280814.52
2170430_vastra_varberg,2005,284570.9
2170430_vastra_varberg,2006,288448.67
2170430_vastra_varberg,2007,303835.63
2170430_vastra_varberg,2008,309164.37
2170430_vastra_varberg,2009,309393.25
2170430_vastra_varberg,2010,302456.82
2170430_vastra_varberg,2011,298510.14
2170430_vastra_varberg,2012,298292.18
2170430_vastra_varberg,2013,300227.82
2170430_vastra_varberg,2014,298297.23
2210120_norra_abrahamsberg,2000,202105.16
2210120_norra_abrahamsberg,2001,217160.15
2210120_norra_abrahamsberg,2002,219604.65
2210120_norra_abrahamsberg,2003,221337.13
2210120_norra_abrahamsberg,2004,227377.03
2210120_norra_abrahamsberg,2005,228701.71
2210120_norra_abrahamsberg,2006,235930.25
2210120_norra_abrahamsberg,2007,247911.79
2210120_norra_abrahamsberg,2008,258288.29
2210120_norra_abrahamsberg,2009,259620.33
2210120_norra_abrahamsberg,2010,264709.53
2210120_norra_abrahamsberg,2011,271481.01
2210120_norra_abrahamsberg,2012,283792.05
2210120_norra_abrahamsberg,2013,291726.3
2210120_norra_abrahamsberg,2014,301288.56
2210130_sodra_abrahamsberg,2000,219898.85
2210130_sodra_abrahamsberg,2001,236308.15
2210130_sodra_abrahamsberg,2002,236077.27
2210130_sodra_abrahamsberg,2003,237814.65
2210130_sodra_abrahamsberg,2004,236899
2210130_sodra_abrahamsberg,2005,247162.54
2210130_sodra_abrahamsberg,2006,256219.51
2210130_sodra_abrahamsberg,2007,265581.33
2210130_sodra_abrahamsberg,2008,280320.45
2210130_sodra_abrahamsberg,2009,274148.55
2210130_sodra_abrahamsberg,2010,279011.09
2210130_sodra_abrahamsberg,2011,291933.26
2210130_sodra_abrahamsberg,2012,310705.31
2210130_sodra_abrahamsberg,2013,310280.13
2210130_sodra_abrahamsberg,2014,316159.05
2210200_beckomberga,2000,205241.64
2210200_beckomberga,2001,219395.68
2210200_beckomberga,2002,226934.64
2210200_beckomberga,2003,219852.29
2210200_beckomberga,2004,220457.14
2210200_beckomberga,2005,222623.63
2210200_beckomberga,2006,225550.05
2210200_beckomberga,2007,240468.19
2210200_beckomberga,2008,258987.75
2210200_beckomberga,2009,275186.55
2210200_beckomberga,2010,286345.53
2210200_beckomberga,2011,301812.9
2210200_beckomberga,2012,313665.99
2210200_beckomberga,2013,319297.97
2210200_beckomberga,2014,328478.75
2210300_blackeberg,2000,169727
2210300_blackeberg,2001,178636.64
2210300_blackeberg,2002,180709.69
2210300_blackeberg,2003,187667.41
2210300_blackeberg,2004,190757.91
2210300_blackeberg,2005,190051.8
2210300_blackeberg,2006,198602.92
2210300_blackeberg,2007,205309.22
2210300_blackeberg,2008,215683.16
2210300_blackeberg,2009,217025.27
2210300_blackeberg,2010,221722.55
2210300_blackeberg,2011,228679.35
2210300_blackeberg,2012,243272.46
2210300_blackeberg,2013,253465.5
2210300_blackeberg,2014,263116.37
2210400_bromma_kyrka,2000,331014.3
2210400_bromma_kyrka,2001,351480.91
2210400_bromma_kyrka,2002,357076.04
2210400_bromma_kyrka,2003,361899.53
2210400_bromma_kyrka,2004,368284.4
2210400_bromma_kyrka,2005,392222.05
2210400_bromma_kyrka,2006,412481.76
2210400_bromma_kyrka,2007,436166.88
2210400_bromma_kyrka,2008,444734.12
2210400_bromma_kyrka,2009,453698.47
2210400_bromma_kyrka,2010,466560.86
2210400_bromma_kyrka,2011,474769.78
2210400_bromma_kyrka,2012,483885.06
2210400_bromma_kyrka,2013,493155.87
2210400_bromma_kyrka,2014,509025.54
2210500_ballsta,2000,227448.94
2210500_ballsta,2001,239968.59
2210500_ballsta,2002,245804.32
2210500_ballsta,2003,253326.19
2210500_ballsta,2004,268114.61
2210500_ballsta,2005,278629.37
2210500_ballsta,2006,291947.16
2210500_ballsta,2007,299527.68
2210500_ballsta,2008,309450.06
2210500_ballsta,2009,312016
2210500_ballsta,2010,310075.35
2210500_ballsta,2011,327408.28
2210500_ballsta,2012,327017.88
2210500_ballsta,2013,337676.87
2210500_ballsta,2014,347626.76
2210600_eneby,2000,263600.15
2210600_eneby,2001,288949.72
2210600_eneby,2002,287010.81
2210600_eneby,2003,297584.44
2210600_eneby,2004,303034.6
2210600_eneby,2005,319359.52
2210600_eneby,2006,355243.7
2210600_eneby,2007,361873.32
2210600_eneby,2008,367454.26
2210600_eneby,2009,363803.81
2210600_eneby,2010,375939.71
2210600_eneby,2011,383726.24
2210600_eneby,2012,388824.94
2210600_eneby,2013,401708.88
2210600_eneby,2014,419644.22
2210700_mariehall,2000,224750.84
2210700_mariehall,2001,236855.56
2210700_mariehall,2002,238073.69
2210700_mariehall,2003,236952.35
2210700_mariehall,2004,246540.91
2210700_mariehall,2005,264262.97
2210700_mariehall,2006,271591.91
2210700_mariehall,2007,286941.27
2210700_mariehall,2008,304154.41
2210700_mariehall,2009,302758.32
2210700_mariehall,2010,306117.77
2210700_mariehall,2011,325319.42
2210700_mariehall,2012,341328.46
2210700_mariehall,2013,348755.33
2210700_mariehall,2014,353277.96
2210830_runstensplan,2000,306496.66
2210830_runstensplan,2001,328646.47
2210830_runstensplan,2002,321638.38
2210830_runstensplan,2003,328556.98
2210830_runstensplan,2004,342264.82
2210830_runstensplan,2005,373107.85
2210830_runstensplan,2006,390409.51
2210830_runstensplan,2007,399687.86
2210830_runstensplan,2008,423482.01
2210830_runstensplan,2009,418040.09
2210830_runstensplan,2010,438009.69
2210830_runstensplan,2011,448259.14
2210830_runstensplan,2012,462317.37
2210830_runstensplan,2013,485728.84
2210830_runstensplan,2014,484395.18
2210840_angbylunden,2000,288170.21
2210840_angbylunden,2001,303051.08
2210840_angbylunden,2002,312117.38
2210840_angbylunden,2003,323627.69
2210840_angbylunden,2004,334955.25
2210840_angbylunden,2005,339395.64
2210840_angbylunden,2006,353058.41
2210840_angbylunden,2007,379342.25
2210840_angbylunden,2008,393038.42
2210840_angbylunden,2009,402860.61
2210840_angbylunden,2010,405897.57
2210840_angbylunden,2011,417821.63
2210840_angbylunden,2012,447595.52
2210840_angbylunden,2013,454523.45
2210840_angbylunden,2014,470263.56
2210850_attehagen,2000,292210.09
2210850_attehagen,2001,307864.39
2210850_attehagen,2002,315053.59
2210850_attehagen,2003,318843.53
2210850_attehagen,2004,330846.37
2210850_attehagen,2005,352715.57
2210850_attehagen,2006,365653.83
2210850_attehagen,2007,379905.07
2210850_attehagen,2008,405162.96
2210850_attehagen,2009,417074.53
2210850_attehagen,2010,415758.12
2210850_attehagen,2011,418422.33
2210850_attehagen,2012,449718.6
2210850_attehagen,2013,465831.45
2210850_attehagen,2014,482876.02
2210860_akeshovsbadet,2000,68774.08
2210860_akeshovsbadet,2001,71231.68
2210860_akeshovsbadet,2002,67166.56
2210860_akeshovsbadet,2003,66887.59
2210860_akeshovsbadet,2004,72727.71
2210860_akeshovsbadet,2005,63644.65
2210860_akeshovsbadet,2006,67789.08
2210860_akeshovsbadet,2007,65942.68
2210860_akeshovsbadet,2008,154635.29
2210860_akeshovsbadet,2009,149238.66
2210860_akeshovsbadet,2010,149083.17
2210860_akeshovsbadet,2011,168745.96
2210860_akeshovsbadet,2012,169564.86
2210860_akeshovsbadet,2013,171568.12
2210860_akeshovsbadet,2014,173384.61
2210920_sodra_riksby,2000,202480.17
2210920_sodra_riksby,2001,220488.89
2210920_sodra_riksby,2002,223734.5
2210920_sodra_riksby,2003,227781.88
2210920_sodra_riksby,2004,228391.73
2210920_sodra_riksby,2005,234093.37
2210920_sodra_riksby,2006,244613.4
2210920_sodra_riksby,2007,254345.9
2210920_sodra_riksby,2008,268633.39
2210920_sodra_riksby,2009,268453.56
2210920_sodra_riksby,2010,268901.79
2210920_sodra_riksby,2011,278454.74
2210920_sodra_riksby,2012,285705.45
2210920_sodra_riksby,2013,292904.72
2210920_sodra_riksby,2014,300962.64
2211121_farjestadsvagen_v,2000,403426.03
2211121_farjestadsvagen_v,2001,431640.1
2211121_farjestadsvagen_v,2002,420080.89
2211121_farjestadsvagen_v,2003,437866.65
2211121_farjestadsvagen_v,2004,433515.58
2211121_farjestadsvagen_v,2005,466005.03
2211121_farjestadsvagen_v,2006,496984.67
2211121_farjestadsvagen_v,2007,506902.13
2211121_farjestadsvagen_v,2008,527322.35
2211121_farjestadsvagen_v,2009,538427.21
2211121_farjestadsvagen_v,2010,560388.18
2211121_farjestadsvagen_v,2011,587756.44
2211121_farjestadsvagen_v,2012,582052.92
2211121_farjestadsvagen_v,2013,616561.29
2211121_farjestadsvagen_v,2014,633679.22
2211130_angbyhojden,2000,457556.06
2211130_angbyhojden,2001,458186.73
2211130_angbyhojden,2002,453523.61
2211130_angbyhojden,2003,445428.68
2211130_angbyhojden,2004,494670.58
2211130_angbyhojden,2005,561286.47
2211130_angbyhojden,2006,547397.23
2211130_angbyhojden,2007,587034.94
2211130_angbyhojden,2008,629613.58
2211130_angbyhojden,2009,597208
2211130_angbyhojden,2010,603305.67
2211130_angbyhojden,2011,647268.73
2211130_angbyhojden,2012,679215.46
2211130_angbyhojden,2013,690947.65
2211130_angbyhojden,2014,704527.34
2211220_johannesfred,2000,220343.08
2211220_johannesfred,2001,237211.61
2211220_johannesfred,2002,246228.35
2211220_johannesfred,2003,247941.23
2211220_johannesfred,2004,244499.74
2211220_johannesfred,2005,251696.11
2211220_johannesfred,2006,263402.4
2211220_johannesfred,2007,267613.98
2211220_johannesfred,2008,284028.3
2211220_johannesfred,2009,281379.52
2211220_johannesfred,2010,281831.32
2211220_johannesfred,2011,294979
2211220_johannesfred,2012,298555.84
2211220_johannesfred,2013,294414.07
2211220_johannesfred,2014,301116.31
2211300_akeshov,2000,190666.68
2211300_akeshov,2001,197464.37
2211300_akeshov,2002,204004.66
2211300_akeshov,2003,210973.02
2211300_akeshov,2004,207343.8
2211300_akeshov,2005,219487.54
2211300_akeshov,2006,220307.91
2211300_akeshov,2007,229679.9
2211300_akeshov,2008,241423.83
2211300_akeshov,2009,239632.27
2211300_akeshov,2010,234947.34
2211300_akeshov,2011,246561.24
2211300_akeshov,2012,259197.75
2211300_akeshov,2013,270451.82
2211300_akeshov,2014,276088.92
2211420_ostra_akeslund,2000,197955.15
2211420_ostra_akeslund,2001,209425.15
2211420_ostra_akeslund,2002,214273.95
2211420_ostra_akeslund,2003,217605.66
2211420_ostra_akeslund,2004,220447.9
2211420_ostra_akeslund,2005,229780.09
2211420_ostra_akeslund,2006,242319.93
2211420_ostra_akeslund,2007,254686.67
2211420_ostra_akeslund,2008,271211.06
2211420_ostra_akeslund,2009,275175.88
2211420_ostra_akeslund,2010,282169.37
2211420_ostra_akeslund,2011,289229.53
2211420_ostra_akeslund,2012,297867.32
2211420_ostra_akeslund,2013,301922.59
2211420_ostra_akeslund,2014,308745.74
2211460_vastra_akeslund,2000,239809.52
2211460_vastra_akeslund,2001,243298.07
2211460_vastra_akeslund,2002,252325.09
2211460_vastra_akeslund,2003,249568.2
2211460_vastra_akeslund,2004,245768.18
2211460_vastra_akeslund,2005,255308.57
2211460_vastra_akeslund,2006,257620.17
2211460_vastra_akeslund,2007,256830.95
2211460_vastra_akeslund,2008,271769.92
2211460_vastra_akeslund,2009,273876.64
2211460_vastra_akeslund,2010,261505.69
2211460_vastra_akeslund,2011,273149.04
2211460_vastra_akeslund,2012,277497.54
2211460_vastra_akeslund,2013,275209.22
2211460_vastra_akeslund,2014,276841.1
2220100_alvik,2000,243756
2220100_alvik,2001,261668.24
2220100_alvik,2002,260907.92
2220100_alvik,2003,280491.36
2220100_alvik,2004,273825.7
2220100_alvik,2005,285173.36
2220100_alvik,2006,295931.93
2220100_alvik,2007,321028.21
2220100_alvik,2008,334530.11
2220100_alvik,2009,330401.77
2220100_alvik,2010,342192.39
2220100_alvik,2011,342776.88
2220100_alvik,2012,337756.27
2220100_alvik,2013,335267.43
2220100_alvik,2014,358357.2
2220200_hoglandet,2000,430355.83
2220200_hoglandet,2001,481223.26
2220200_hoglandet,2002,466343.13
2220200_hoglandet,2003,464043.95
2220200_hoglandet,2004,478654.4
2220200_hoglandet,2005,514416.11
2220200_hoglandet,2006,534918.95
2220200_hoglandet,2007,578169.69
2220200_hoglandet,2008,641616.44
2220200_hoglandet,2009,537934.95
2220200_hoglandet,2010,574434.48
2220200_hoglandet,2011,588872.68
2220200_hoglandet,2012,604050.82
2220200_hoglandet,2013,622605.88
2220200_hoglandet,2014,641580.13
2220300_nockeby,2000,381119.37
2220300_nockeby,2001,409871.8
2220300_nockeby,2002,409342.55
2220300_nockeby,2003,401776.46
2220300_nockeby,2004,425815.73
2220300_nockeby,2005,447980.82
2220300_nockeby,2006,476535.03
2220300_nockeby,2007,498977.78
2220300_nockeby,2008,506979.94
2220300_nockeby,2009,512224.55
2220300_nockeby,2010,526111.73
2220300_nockeby,2011,540884.08
2220300_nockeby,2012,546812.65
2220300_nockeby,2013,568844.42
2220300_nockeby,2014,585640.69
2220400_nockebyhov,2000,252142.62
2220400_nockebyhov,2001,264043.13
2220400_nockebyhov,2002,268057.74
2220400_nockebyhov,2003,275807.97
2220400_nockebyhov,2004,286005.06
2220400_nockebyhov,2005,284406.78
2220400_nockebyhov,2006,299496.61
2220400_nockebyhov,2007,315707.38
2220400_nockebyhov,2008,333271.3
2220400_nockebyhov,2009,320197.15
2220400_nockebyhov,2010,326060.85
2220400_nockebyhov,2011,330581.76
2220400_nockebyhov,2012,340714.28
2220400_nockebyhov,2013,359260.41
2220400_nockebyhov,2014,374131.98
2220500_olovslund,2000,316179.09
2220500_olovslund,2001,355111.06
2220500_olovslund,2002,350347.85
2220500_olovslund,2003,349984.45
2220500_olovslund,2004,372458.96
2220500_olovslund,2005,394026.48
2220500_olovslund,2006,415866.04
2220500_olovslund,2007,450336.2
2220500_olovslund,2008,462367.45
2220500_olovslund,2009,476209.17
2220500_olovslund,2010,474952.92
2220500_olovslund,2011,481422.62
2220500_olovslund,2012,485666.42
2220500_olovslund,2013,527183.68
2220500_olovslund,2014,545530.55
2220600_smedslatten,2000,365328.91
2220600_smedslatten,2001,382968.61
2220600_smedslatten,2002,387763
2220600_smedslatten,2003,400124.39
2220600_smedslatten,2004,417372.83
2220600_smedslatten,2005,433321.14
2220600_smedslatten,2006,533623.29
2220600_smedslatten,2007,515293.52
2220600_smedslatten,2008,526782.76
2220600_smedslatten,2009,518687.15
2220600_smedslatten,2010,541601.61
2220600_smedslatten,2011,549997.36
2220600_smedslatten,2012,574876.47
2220600_smedslatten,2013,610463.53
2220600_smedslatten,2014,623587.69
2220700_stora_mossen,2000,398821.71
2220700_stora_mossen,2001,416206.84
2220700_stora_mossen,2002,428064.19
2220700_stora_mossen,2003,431970.43
2220700_stora_mossen,2004,437383
2220700_stora_mossen,2005,439747.23
2220700_stora_mossen,2006,475257.6
2220700_stora_mossen,2007,511230.34
2220700_stora_mossen,2008,549462.42
2220700_stora_mossen,2009,523323.56
2220700_stora_mossen,2010,532006.97
2220700_stora_mossen,2011,554164.04
2220700_stora_mossen,2012,572650.01
2220700_stora_mossen,2013,575843.66
2220700_stora_mossen,2014,602370.78
2220820_sodra_traneberg,2000,225561.04
2220820_sodra_traneberg,2001,235673.55
2220820_sodra_traneberg,2002,238727.62
2220820_sodra_traneberg,2003,241449.12
2220820_sodra_traneberg,2004,241706.51
2220820_sodra_traneberg,2005,249533.11
2220820_sodra_traneberg,2006,261503.73
2220820_sodra_traneberg,2007,276513.78
