basomrade,year,immigration_surplus
2210850_attehagen,2001,-3
2210850_attehagen,2002,-14
2210850_attehagen,2003,7
2210850_attehagen,2004,-18
2210850_attehagen,2005,7
2210850_attehagen,2006,-4
2210850_attehagen,2007,6
2210850_attehagen,2008,-30
2210850_attehagen,2009,-3
2210850_attehagen,2010,-11
2210850_attehagen,2011,-4
2210850_attehagen,2012,-22
2210850_attehagen,2013,16
2210850_attehagen,2014,17
2210860_akeshovsbadet,2000,20
2210860_akeshovsbadet,2001,0
2210860_akeshovsbadet,2002,-12
2210860_akeshovsbadet,2003,-7
2210860_akeshovsbadet,2004,-1
2210860_akeshovsbadet,2005,3
2210860_akeshovsbadet,2006,-10
2210860_akeshovsbadet,2007,-4
2210860_akeshovsbadet,2008,125
2210860_akeshovsbadet,2009,1
2210860_akeshovsbadet,2010,-10
2210860_akeshovsbadet,2011,-28
2210860_akeshovsbadet,2012,12
2210860_akeshovsbadet,2013,-5
2210860_akeshovsbadet,2014,7
2210920_sodra_riksby,2000,64
2210920_sodra_riksby,2001,24
2210920_sodra_riksby,2002,-33
2210920_sodra_riksby,2003,67
2210920_sodra_riksby,2004,-112
2210920_sodra_riksby,2005,-9
2210920_sodra_riksby,2006,-85
2210920_sodra_riksby,2007,48
2210920_sodra_riksby,2008,-11
2210920_sodra_riksby,2009,-54
2210920_sodra_riksby,2010,30
2210920_sodra_riksby,2011,71
2210920_sodra_riksby,2012,-130
2210920_sodra_riksby,2013,-20
2210920_sodra_riksby,2014,-42
2211121_farjestadsvagen_v,2000,-2
2211121_farjestadsvagen_v,2001,9
2211121_farjestadsvagen_v,2002,25
2211121_farjestadsvagen_v,2003,10
2211121_farjestadsvagen_v,2004,-10
2211121_farjestadsvagen_v,2005,-16
2211121_farjestadsvagen_v,2006,-12
2211121_farjestadsvagen_v,2007,-15
2211121_farjestadsvagen_v,2008,-26
2211121_farjestadsvagen_v,2009,-12
2211121_farjestadsvagen_v,2010,-13
2211121_farjestadsvagen_v,2011,-10
2211121_farjestadsvagen_v,2012,-36
2211121_farjestadsvagen_v,2013,-1
2211121_farjestadsvagen_v,2014,10
2211130_angbyhojden,2000,-3
2211130_angbyhojden,2001,-1
2211130_angbyhojden,2002,-29
2211130_angbyhojden,2003,20
2211130_angbyhojden,2004,-15
2211130_angbyhojden,2005,-12
2211130_angbyhojden,2006,7
2211130_angbyhojden,2007,-4
2211130_angbyhojden,2008,-6
2211130_angbyhojden,2009,-4
2211130_angbyhojden,2010,-2
2211130_angbyhojden,2011,-16
2211130_angbyhojden,2012,2
2211130_angbyhojden,2013,1
2211130_angbyhojden,2014,12
2211220_johannesfred,2000,-3
2211220_johannesfred,2001,-38
2211220_johannesfred,2002,-48
2211220_johannesfred,2003,-19
2211220_johannesfred,2004,-36
2211220_johannesfred,2005,-30
2211220_johannesfred,2006,-30
2211220_johannesfred,2007,-44
2211220_johannesfred,2008,-62
2211220_johannesfred,2009,-22
2211220_johannesfred,2010,-26
2211220_johannesfred,2011,-5
2211220_johannesfred,2012,24
2211220_johannesfred,2013,-15
2211220_johannesfred,2014,-18
2211300_akeshov,2000,4
2211300_akeshov,2001,3
2211300_akeshov,2002,16
2211300_akeshov,2003,-3
2211300_akeshov,2004,-16
2211300_akeshov,2005,-21
2211300_akeshov,2006,8
2211300_akeshov,2007,-10
2211300_akeshov,2008,3
2211300_akeshov,2009,-20
2211300_akeshov,2010,-3
2211300_akeshov,2011,6
2211300_akeshov,2012,-5
2211300_akeshov,2013,-17
2211300_akeshov,2014,-23
2211420_ostra_akeslund,2000,-12
2211420_ostra_akeslund,2001,-21
2211420_ostra_akeslund,2002,-54
2211420_ostra_akeslund,2003,-77
2211420_ostra_akeslund,2004,55
2211420_ostra_akeslund,2005,35
2211420_ostra_akeslund,2006,36
2211420_ostra_akeslund,2007,-17
2211420_ostra_akeslund,2008,90
2211420_ostra_akeslund,2009,124
2211420_ostra_akeslund,2010,18
2211420_ostra_akeslund,2011,1
2211420_ostra_akeslund,2012,-25
2211420_ostra_akeslund,2013,-36
2211420_ostra_akeslund,2014,7
2211460_vastra_akeslund,2000,-3
2211460_vastra_akeslund,2001,-11
2211460_vastra_akeslund,2002,-3
2211460_vastra_akeslund,2003,-7
2211460_vastra_akeslund,2004,-14
2211460_vastra_akeslund,2005,-7
2211460_vastra_akeslund,2006,4
2211460_vastra_akeslund,2007,-7
2211460_vastra_akeslund,2008,14
2211460_vastra_akeslund,2009,3
2211460_vastra_akeslund,2010,24
2211460_vastra_akeslund,2011,12
2211460_vastra_akeslund,2012,20
2211460_vastra_akeslund,2013,29
2211460_vastra_akeslund,2014,-2
2220100_alvik,2000,-76
2220100_alvik,2001,-13
2220100_alvik,2002,-19
2220100_alvik,2003,31
2220100_alvik,2004,-4
2220100_alvik,2005,-21
2220100_alvik,2006,26
2220100_alvik,2007,19
2220100_alvik,2008,-2
2220100_alvik,2009,-27
2220100_alvik,2010,10
2220100_alvik,2011,2
2220100_alvik,2012,-12
2220100_alvik,2013,-17
2220100_alvik,2014,148
2220200_hoglandet,2000,9
2220200_hoglandet,2001,9
2220200_hoglandet,2002,-28
2220200_hoglandet,2003,-8
2220200_hoglandet,2004,33
2220200_hoglandet,2005,-3
2220200_hoglandet,2006,17
2220200_hoglandet,2007,-4
2220200_hoglandet,2008,7
2220200_hoglandet,2009,-7
2220200_hoglandet,2010,-18
2220200_hoglandet,2011,-19
2220200_hoglandet,2012,3
2220200_hoglandet,2013,-9
2220200_hoglandet,2014,-37
2220300_nockeby,2000,44
2220300_nockeby,2001,-5
2220300_nockeby,2002,-2
2220300_nockeby,2003,-21
2220300_nockeby,2004,15
2220300_nockeby,2005,19
2220300_nockeby,2006,-38
2220300_nockeby,2007,15
2220300_nockeby,2008,-61
2220300_nockeby,2009,35
2220300_nockeby,2010,-21
2220300_nockeby,2011,6
2220300_nockeby,2012,-41
2220300_nockeby,2013,7
2220300_nockeby,2014,2
2220400_nockebyhov,2000,64
2220400_nockebyhov,2001,13
2220400_nockebyhov,2002,62
2220400_nockebyhov,2003,49
2220400_nockebyhov,2004,2
2220400_nockebyhov,2005,109
2220400_nockebyhov,2006,45
2220400_nockebyhov,2007,52
2220400_nockebyhov,2008,-22
2220400_nockebyhov,2009,107
2220400_nockebyhov,2010,40
2220400_nockebyhov,2011,25
2220400_nockebyhov,2012,85
2220400_nockebyhov,2013,-5
2220400_nockebyhov,2014,-34
2220500_olovslund,2000,9
2220500_olovslund,2001,-15
2220500_olovslund,2002,3
2220500_olovslund,2003,-8
2220500_olovslund,2004,4
2220500_olovslund,2005,4
2220500_olovslund,2006,4
2220500_olovslund,2007,-16
2220500_olovslund,2008,-6
2220500_olovslund,2009,3
2220500_olovslund,2010,-2
2220500_olovslund,2011,-1
2220500_olovslund,2012,-8
2220500_olovslund,2013,9
2220500_olovslund,2014,-12
2220600_smedslatten,2000,-7
2220600_smedslatten,2001,-48
2220600_smedslatten,2002,2
2220600_smedslatten,2003,6
2220600_smedslatten,2004,-8
2220600_smedslatten,2005,28
2220600_smedslatten,2006,1
2220600_smedslatten,2007,-20
2220600_smedslatten,2008,60
2220600_smedslatten,2009,-37
2220600_smedslatten,2010,-22
2220600_smedslatten,2011,-27
2220600_smedslatten,2012,5
2220600_smedslatten,2013,5
2220600_smedslatten,2014,-21
2220700_stora_mossen,2000,9
2220700_stora_mossen,2001,-2
2220700_stora_mossen,2002,-1
2220700_stora_mossen,2003,70
2220700_stora_mossen,2004,171
2220700_stora_mossen,2005,56
2220700_stora_mossen,2006,-5
2220700_stora_mossen,2007,-21
2220700_stora_mossen,2008,-17
2220700_stora_mossen,2009,-17
2220700_stora_mossen,2010,-4
2220700_stora_mossen,2011,-11
2220700_stora_mossen,2012,2
2220700_stora_mossen,2013,-45
2220700_stora_mossen,2014,17
2220820_sodra_traneberg,2000,-49
2220820_sodra_traneberg,2001,64
2220820_sodra_traneberg,2002,31
2220820_sodra_traneberg,2003,-13
2220820_sodra_traneberg,2004,5
2220820_sodra_traneberg,2005,-25
2220820_sodra_traneberg,2006,-31
2220820_sodra_traneberg,2007,-32
2220820_sodra_traneberg,2008,37
2220820_sodra_traneberg,2009,-16
2220820_sodra_traneberg,2010,-24
2220820_sodra_traneberg,2011,-18
2220820_sodra_traneberg,2012,-8
2220820_sodra_traneberg,2013,33
2220820_sodra_traneberg,2014,27
2220830_norra_traneberg,2000,-20
2220830_norra_traneberg,2001,-48
2220830_norra_traneberg,2002,7
2220830_norra_traneberg,2003,-41
2220830_norra_traneberg,2004,-5
2220830_norra_traneberg,2005,19
2220830_norra_traneberg,2006,-22
2220830_norra_traneberg,2007,0
2220830_norra_traneberg,2008,-48
2220830_norra_traneberg,2009,-13
2220830_norra_traneberg,2010,22
2220830_norra_traneberg,2011,0
2220830_norra_traneberg,2012,-38
2220830_norra_traneberg,2013,-28
2220830_norra_traneberg,2014,-25
2220840_minneberg,2000,-16
2220840_minneberg,2001,-13
2220840_minneberg,2002,-21
2220840_minneberg,2003,-20
2220840_minneberg,2004,-39
2220840_minneberg,2005,28
2220840_minneberg,2006,-49
2220840_minneberg,2007,-6
2220840_minneberg,2008,18
2220840_minneberg,2009,-27
2220840_minneberg,2010,-10
2220840_minneberg,2011,-30
2220840_minneberg,2012,6
2220840_minneberg,2013,-26
2220840_minneberg,2014,32
2220900_ulvsunda,2000,-9
2220900_ulvsunda,2001,-5
2220900_ulvsunda,2002,-31
2220900_ulvsunda,2003,-31
2220900_ulvsunda,2004,-35
2220900_ulvsunda,2005,-35
2220900_ulvsunda,2006,-33
2220900_ulvsunda,2007,-3
2220900_ulvsunda,2008,-29
2220900_ulvsunda,2009,-58
2220900_ulvsunda,2010,-32
2220900_ulvsunda,2011,27
2220900_ulvsunda,2012,-22
2220900_ulvsunda,2013,-27
2220900_ulvsunda,2014,75
2221000_alsten,2000,-41
2221000_alsten,2001,3
2221000_alsten,2002,-50
2221000_alsten,2003,-27
2221000_alsten,2004,-76
2221000_alsten,2005,58
2221000_alsten,2006,-44
2221000_alsten,2007,44
2221000_alsten,2008,7
2221000_alsten,2009,-16
2221000_alsten,2010,4
2221000_alsten,2011,-55
2221000_alsten,2012,-38
2221000_alsten,2013,-2
2221000_alsten,2014,-26
2221100_appelviken,2000,-17
2221100_appelviken,2001,21
2221100_appelviken,2002,-40
2221100_appelviken,2003,-17
2221100_appelviken,2004,-9
2221100_appelviken,2005,18
2221100_appelviken,2006,-32
2221100_appelviken,2007,-4
2221100_appelviken,2008,-21
2221100_appelviken,2009,17
2221100_appelviken,2010,-22
2221100_appelviken,2011,-4
2221100_appelviken,2012,-9
2221100_appelviken,2013,0
2221100_appelviken,2014,-37
2230100_grimsta,2000,-48
2230100_grimsta,2001,166
2230100_grimsta,2002,102
2230100_grimsta,2003,0
2230100_grimsta,2004,13
2230100_grimsta,2005,35
2230100_grimsta,2006,42
2230100_grimsta,2007,131
2230100_grimsta,2008,-97
2230100_grimsta,2009,-87
2230100_grimsta,2010,-7
2230100_grimsta,2011,-16
2230100_grimsta,2012,-88
2230100_grimsta,2013,-25
2230100_grimsta,2014,-82
2230200_kalvesta,2000,-69
2230200_kalvesta,2001,-93
2230200_kalvesta,2002,-56
2230200_kalvesta,2003,-46
2230200_kalvesta,2004,-39
2230200_kalvesta,2005,32
2230200_kalvesta,2006,-8
2230200_kalvesta,2007,-41
2230200_kalvesta,2008,3
2230200_kalvesta,2009,-64
2230200_kalvesta,2010,-24
2230200_kalvesta,2011,-51
2230200_kalvesta,2012,-29
2230200_kalvesta,2013,-40
2230200_kalvesta,2014,-48
2230300_nalsta,2000,-28
2230300_nalsta,2001,-26
2230300_nalsta,2002,1
2230300_nalsta,2003,-35
2230300_nalsta,2004,-27
2230300_nalsta,2005,-3
2230300_nalsta,2006,70
2230300_nalsta,2007,-26
2230300_nalsta,2008,-18
2230300_nalsta,2009,-13
2230300_nalsta,2010,-27
2230300_nalsta,2011,-11
2230300_nalsta,2012,9
2230300_nalsta,2013,-59
2230300_nalsta,2014,-18
2230420_vastra_racksta,2000,-13
2230420_vastra_racksta,2001,-72
2230420_vastra_racksta,2002,27
2230420_vastra_racksta,2003,-55
2230420_vastra_racksta,2004,-62
2230420_vastra_racksta,2005,-21
2230420_vastra_racksta,2006,-64
2230420_vastra_racksta,2007,106
2230420_vastra_racksta,2008,212
2230420_vastra_racksta,2009,166
2230420_vastra_racksta,2010,232
2230420_vastra_racksta,2011,209
2230420_vastra_racksta,2012,114
2230420_vastra_racksta,2013,-20
2230420_vastra_racksta,2014,-19
2230430_ostra_racksta,2000,-2
2230430_ostra_racksta,2001,-6
2230430_ostra_racksta,2002,-1
2230430_ostra_racksta,2003,-15
2230430_ostra_racksta,2004,-4
2230430_ostra_racksta,2005,2
2230430_ostra_racksta,2006,-5
2230430_ostra_racksta,2007,1
2230430_ostra_racksta,2008,22
2230430_ostra_racksta,2009,-13
2230430_ostra_racksta,2010,15
2230430_ostra_racksta,2011,-24
2230430_ostra_racksta,2012,-10
2230430_ostra_racksta,2013,7
2230430_ostra_racksta,2014,-9
2230440_racksta_sjukhus,2000,26
2230440_racksta_sjukhus,2001,0
2230440_racksta_sjukhus,2002,-13
2230440_racksta_sjukhus,2003,-58
2230440_racksta_sjukhus,2004,33
2230440_racksta_sjukhus,2005,35
2230440_racksta_sjukhus,2006,27
2230440_racksta_sjukhus,2007,39
2230440_racksta_sjukhus,2008,97
2230440_racksta_sjukhus,2009,20
2230440_racksta_sjukhus,2010,95
2230440_racksta_sjukhus,2011,4
2230440_racksta_sjukhus,2012,-7
2230440_racksta_sjukhus,2013,20
2230440_racksta_sjukhus,2014,-9
2230520_norra_vinsta,2000,-8
2230520_norra_vinsta,2001,-36
2230520_norra_vinsta,2002,-69
2230520_norra_vinsta,2003,-22
2230520_norra_vinsta,2004,21
2230520_norra_vinsta,2005,-28
2230520_norra_vinsta,2006,-4
2230520_norra_vinsta,2007,-56
2230520_norra_vinsta,2008,-28
2230520_norra_vinsta,2009,-30
2230520_norra_vinsta,2010,-24
2230520_norra_vinsta,2011,16
2230520_norra_vinsta,2012,293
2230520_norra_vinsta,2013,371
2230520_norra_vinsta,2014,135
2230560_sodra_vinsta,2000,12
2230560_sodra_vinsta,2001,14
2230560_sodra_vinsta,2002,-10
2230560_sodra_vinsta,2003,43
2230560_sodra_vinsta,2004,30
2230560_sodra_vinsta,2005,0
2230560_sodra_vinsta,2006,-11
2230560_sodra_vinsta,2007,-18
2230560_sodra_vinsta,2008,-7
2230560_sodra_vinsta,2009,-3
2230560_sodra_vinsta,2010,-22
2230560_sodra_vinsta,2011,-9
2230560_sodra_vinsta,2012,-73
2230560_sodra_vinsta,2013,-15
2230560_sodra_vinsta,2014,11
2230610_vallingby_centrum,2000,4
2230610_vallingby_centrum,2001,-2
2230610_vallingby_centrum,2002,-14
2230610_vallingby_centrum,2003,19
2230610_vallingby_centrum,2004,-11
2230610_vallingby_centrum,2005,9
2230610_vallingby_centrum,2006,27
2230610_vallingby_centrum,2007,-9
2230610_vallingby_centrum,2008,-3
2230610_vallingby_centrum,2009,119
2230610_vallingby_centrum,2010,255
2230610_vallingby_centrum,2011,5
2230610_vallingby_centrum,2012,-20
2230610_vallingby_centrum,2013,12
2230610_vallingby_centrum,2014,-15
2230620_sodra_vallingby,2000,-13
2230620_sodra_vallingby,2001,15
2230620_sodra_vallingby,2002,32
2230620_sodra_vallingby,2003,-9
2230620_sodra_vallingby,2004,-4
2230620_sodra_vallingby,2005,-96
2230620_sodra_vallingby,2006,302
2230620_sodra_vallingby,2007,19
2230620_sodra_vallingby,2008,37
2230620_sodra_vallingby,2009,-37
2230620_sodra_vallingby,2010,50
2230620_sodra_vallingby,2011,-13
2230620_sodra_vallingby,2012,3
2230620_sodra_vallingby,2013,22
2230620_sodra_vallingby,2014,38
2230630_norra_vallingby,2000,-2
2230630_norra_vallingby,2001,17
2230630_norra_vallingby,2002,-3
2230630_norra_vallingby,2003,-32
2230630_norra_vallingby,2004,8
2230630_norra_vallingby,2005,37
2230630_norra_vallingby,2006,-5
2230630_norra_vallingby,2007,4
2230630_norra_vallingby,2008,-4
2230630_norra_vallingby,2009,10
2230630_norra_vallingby,2010,-12
2230630_norra_vallingby,2011,11
2230630_norra_vallingby,2012,13
2230630_norra_vallingby,2013,24
2230630_norra_vallingby,2014,38
2240121_sodra_bromsten_n,2000,13
2240121_sodra_bromsten_n,2001,16
2240121_sodra_bromsten_n,2002,-1
2240121_sodra_bromsten_n,2003,13
2240121_sodra_bromsten_n,2004,-10
2240121_sodra_bromsten_n,2005,-16
2240121_sodra_bromsten_n,2006,-9
2240121_sodra_bromsten_n,2007,-11
2240121_sodra_bromsten_n,2008,20
2240121_sodra_bromsten_n,2009,-23
2240121_sodra_bromsten_n,2010,15
2240121_sodra_bromsten_n,2011,7
2240121_sodra_bromsten_n,2012,-2
2240121_sodra_bromsten_n,2013,10
2240121_sodra_bromsten_n,2014,-22
2240122_sodra_bromsten_s,2000,11
2240122_sodra_bromsten_s,2001,-22
2240122_sodra_bromsten_s,2002,-5
2240122_sodra_bromsten_s,2003,-10
2240122_sodra_bromsten_s,2004,5
2240122_sodra_bromsten_s,2005,-17
2240122_sodra_bromsten_s,2006,3
2240122_sodra_bromsten_s,2007,128
2240122_sodra_bromsten_s,2008,12
2240122_sodra_bromsten_s,2009,-19
2240122_sodra_bromsten_s,2010,-6
2240122_sodra_bromsten_s,2011,-15
2240122_sodra_bromsten_s,2012,2
2240122_sodra_bromsten_s,2013,1
2240122_sodra_bromsten_s,2014,-23
2240130_norra_bromsten,2000,1
2240130_norra_bromsten,2001,-25
2240130_norra_bromsten,2002,30
2240130_norra_bromsten,2003,0
2240130_norra_bromsten,2004,-26
2240130_norra_bromsten,2005,-57
2240130_norra_bromsten,2006,-11
2240130_norra_bromsten,2007,-7
2240130_norra_bromsten,2008,-63
2240130_norra_bromsten,2009,-37
2240130_norra_bromsten,2010,21
2240130_norra_bromsten,2011,-50
2240130_norra_bromsten,2012,-71
2240130_norra_bromsten,2013,39
2240130_norra_bromsten,2014,-9
2240200_flysta,2000,20
2240200_flysta,2001,-19
2240200_flysta,2002,-11
2240200_flysta,2003,-12
2240200_flysta,2004,21
2240200_flysta,2005,-16
2240200_flysta,2006,-11
2240200_flysta,2007,-36
2240200_flysta,2008,-10
2240200_flysta,2009,-23
2240200_flysta,2010,21
2240200_flysta,2011,-10
2240200_flysta,2012,-27
2240200_flysta,2013,-3
2240200_flysta,2014,-10
2240520_okand,2000,-66
2240520_okand,2001,-150
2240520_okand,2002,-259
2240520_okand,2003,-422
2240520_okand,2004,-415
2240520_okand,2005,-574
2240520_okand,2006,-227
2240520_okand,2007,-340
2240520_okand,2008,-261
2240520_okand,2009,-317
2240530_okand,2000,-91
2240530_okand,2001,-105
2240530_okand,2002,-107
2240530_okand,2003,-229
2240530_okand,2004,-252
2240530_okand,2005,-263
2240530_okand,2006,-331
2240530_okand,2007,-230
2240530_okand,2008,-450
2240530_okand,2009,-367
2240621_solhojden,2000,26
2240621_solhojden,2001,-23
2240621_solhojden,2002,9
2240621_solhojden,2003,-28
2240621_solhojden,2004,-33
2240621_solhojden,2005,26
2240621_solhojden,2006,-8
2240621_solhojden,2007,10
2240621_solhojden,2008,37
2240621_solhojden,2009,-8
2240621_solhojden,2010,4
2240621_solhojden,2011,11
2240621_solhojden,2012,-24
2240621_solhojden,2013,-35
2240621_solhojden,2014,-78
2240622_spanga_torg,2000,12
2240622_spanga_torg,2001,6
2240622_spanga_torg,2002,38
2240622_spanga_torg,2003,-14
2240622_spanga_torg,2004,0
2240622_spanga_torg,2005,18
2240622_spanga_torg,2006,6
2240622_spanga_torg,2007,9
2240622_spanga_torg,2008,17
2240622_spanga_torg,2009,20
2240622_spanga_torg,2010,-5
2240622_spanga_torg,2011,-9
2240622_spanga_torg,2012,-13
2240622_spanga_torg,2013,18
2240622_spanga_torg,2014,-16
2240631_solhems_villastad_vast,2000,-18
2240631_solhems_villastad_vast,2001,-8
2240631_solhems_villastad_vast,2002,-10
2240631_solhems_villastad_vast,2003,-43
2240631_solhems_villastad_vast,2004,8
2240631_solhems_villastad_vast,2005,5
2240631_solhems_villastad_vast,2006,-13
2240631_solhems_villastad_vast,2007,46
2240631_solhems_villastad_vast,2008,-14
2240631_solhems_villastad_vast,2009,4
2240631_solhems_villastad_vast,2010,-2
2240631_solhems_villastad_vast,2011,-2
2240631_solhems_villastad_vast,2012,-12
2240631_solhems_villastad_vast,2013,-13
2240631_solhems_villastad_vast,2014,12
2240632_spanga_gymnasium,2000,-2
2240632_spanga_gymnasium,2001,-36
2240632_spanga_gymnasium,2002,-27
2240632_spanga_gymnasium,2003,-2
2240632_spanga_gymnasium,2004,3
2240632_spanga_gymnasium,2005,11
2240632_spanga_gymnasium,2006,-5
2240632_spanga_gymnasium,2007,3
2240632_spanga_gymnasium,2008,-14
2240632_spanga_gymnasium,2009,2
2240632_spanga_gymnasium,2010,17
2240632_spanga_gymnasium,2011,-28
2240632_spanga_gymnasium,2012,-24
2240632_spanga_gymnasium,2013,-37
2240632_spanga_gymnasium,2014,-45
2240640_solhems_villastad_nord,2000,7
2240640_solhems_villastad_nord,2001,-3
2240640_solhems_villastad_nord,2002,-4
2240640_solhems_villastad_nord,2003,-17
2240640_solhems_villastad_nord,2004,-1
2240640_solhems_villastad_nord,2005,-6
2240640_solhems_villastad_nord,2006,3
2240640_solhems_villastad_nord,2007,-8
2240640_solhems_villastad_nord,2008,6
2240640_solhems_villastad_nord,2009,-5
2240640_solhems_villastad_nord,2010,-9
2240640_solhems_villastad_nord,2011,-2
2240640_solhems_villastad_nord,2012,-3
2240640_solhems_villastad_nord,2013,-8
2240640_solhems_villastad_nord,2014,9
2240650_logvagen_erland,2000,-14
2240650_logvagen_erland,2001,-5
2240650_logvagen_erland,2002,18
2240650_logvagen_erland,2003,-1
2240650_logvagen_erland,2004,19
2240650_logvagen_erland,2005,13
2240650_logvagen_erland,2006,-6
2240650_logvagen_erland,2007,-1
2240650_logvagen_erland,2008,0
2240650_logvagen_erland,2009,-4
2240650_logvagen_erland,2010,14
2240650_logvagen_erland,2011,8
2240650_logvagen_erland,2012,-3
2240650_logvagen_erland,2013,3
2240650_logvagen_erland,2014,-11
2240700_sundby,2000,-3
2240700_sundby,2001,20
2240700_sundby,2002,-11
2240700_sundby,2003,-13
2240700_sundby,2004,-12
2240700_sundby,2005,36
2240700_sundby,2006,85
2240700_sundby,2007,-34
2240700_sundby,2008,20
2240700_sundby,2009,1
2240700_sundby,2010,22
2240700_sundby,2011,-21
2240700_sundby,2012,-47
2240700_sundby,2013,27
2240700_sundby,2014,-12
2240820_okand,2000,-181
2240820_okand,2001,-96
2240820_okand,2002,-264
2240820_okand,2003,-444
2240820_okand,2004,-351
2240820_okand,2005,-353
2240820_okand,2006,-428
2240820_okand,2007,-354
2240820_okand,2008,-450
2240820_okand,2009,-232
2240830_okand,2000,-34
2240830_okand,2001,-75
2240830_okand,2002,-78
2240830_okand,2003,-151
2240830_okand,2004,-57
2240830_okand,2005,-81
2240830_okand,2006,-149
2240830_okand,2007,-131
2240830_okand,2008,-82
2240830_okand,2009,-142
2240840_hjulsta,2000,-45
2240840_hjulsta,2001,-84
2240840_hjulsta,2002,-200
2240840_hjulsta,2003,-107
2240840_hjulsta,2004,-148
2240840_hjulsta,2005,-148
2240840_hjulsta,2006,-57
2240840_hjulsta,2007,-191
2240840_hjulsta,2008,-53
2240840_hjulsta,2009,-100
2240840_hjulsta,2010,-117
2240840_hjulsta,2011,-139
2240840_hjulsta,2012,-162
2240840_hjulsta,2013,-226
2240840_hjulsta,2014,-94
2250120_hasselby_torg,2000,-12
2250120_hasselby_torg,2001,-13
2250120_hasselby_torg,2002,73
2250120_hasselby_torg,2003,-24
2250120_hasselby_torg,2004,-225
2250120_hasselby_torg,2005,-30
2250120_hasselby_torg,2006,-11
2250120_hasselby_torg,2007,159
2250120_hasselby_torg,2008,38
2250120_hasselby_torg,2009,-145
2250120_hasselby_torg,2010,-75
