basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female
6310110_ostra_centrum,2008,-51
6310110_ostra_centrum,2009,-54
6310110_ostra_centrum,2010,-54
6310110_ostra_centrum,2011,-65
6310110_ostra_centrum,2012,-68
6310110_ostra_centrum,2013,-72
6310110_ostra_centrum,2014,-78
6310120_vastra_centrum,2000,6
6310120_vastra_centrum,2001,12
6310120_vastra_centrum,2002,10
6310120_vastra_centrum,2003,0
6310120_vastra_centrum,2004,-9
6310120_vastra_centrum,2005,-26
6310120_vastra_centrum,2006,-29
6310120_vastra_centrum,2007,-36
6310120_vastra_centrum,2008,-49
6310120_vastra_centrum,2009,-52
6310120_vastra_centrum,2010,-63
6310120_vastra_centrum,2011,-58
6310120_vastra_centrum,2012,-66
6310120_vastra_centrum,2013,-70
6310120_vastra_centrum,2014,-77
6310130_kvarnberga,2000,5
6310130_kvarnberga,2001,-1
6310130_kvarnberga,2002,2
6310130_kvarnberga,2003,2
6310130_kvarnberga,2004,1
6310130_kvarnberga,2005,-1
6310130_kvarnberga,2006,-10
6310130_kvarnberga,2007,-24
6310130_kvarnberga,2008,-28
6310130_kvarnberga,2009,-18
6310130_kvarnberga,2010,-24
6310130_kvarnberga,2011,-18
6310130_kvarnberga,2012,-15
6310130_kvarnberga,2013,-28
6310130_kvarnberga,2014,-10
6310170_vardsholmen,2000,-3
6310170_vardsholmen,2001,-3
6310170_vardsholmen,2002,-3
6310170_vardsholmen,2003,-6
6310170_vardsholmen,2004,-15
6310170_vardsholmen,2005,-14
6310170_vardsholmen,2006,-17
6310170_vardsholmen,2007,-21
6310170_vardsholmen,2008,-29
6310170_vardsholmen,2009,-35
6310170_vardsholmen,2010,-34
6310170_vardsholmen,2011,-41
6310170_vardsholmen,2012,-37
6310170_vardsholmen,2013,-37
6310170_vardsholmen,2014,-45
6310320_blombacka,2000,-6
6310320_blombacka,2001,-3
6310320_blombacka,2002,-4
6310320_blombacka,2003,1
6310320_blombacka,2004,-8
6310320_blombacka,2005,-15
6310320_blombacka,2006,-15
6310320_blombacka,2007,-22
6310320_blombacka,2008,-31
6310320_blombacka,2009,-28
6310320_blombacka,2010,-39
6310320_blombacka,2011,-45
6310320_blombacka,2012,-51
6310320_blombacka,2013,-57
6310320_blombacka,2014,-62
6310330_mariekalla,2000,-4
6310330_mariekalla,2001,2
6310330_mariekalla,2002,3
6310330_mariekalla,2003,-6
6310330_mariekalla,2004,-24
6310330_mariekalla,2005,-17
6310330_mariekalla,2006,-30
6310330_mariekalla,2007,-39
6310330_mariekalla,2008,-61
6310330_mariekalla,2009,-64
6310330_mariekalla,2010,-83
6310330_mariekalla,2011,-94
6310330_mariekalla,2012,-105
6310330_mariekalla,2013,-112
6310330_mariekalla,2014,-132
6310340_saltskog,2000,-1
6310340_saltskog,2001,1
6310340_saltskog,2002,-3
6310340_saltskog,2003,-11
6310340_saltskog,2004,-7
6310340_saltskog,2005,-15
6310340_saltskog,2006,-24
6310340_saltskog,2007,-40
6310340_saltskog,2008,-57
6310340_saltskog,2009,-55
6310340_saltskog,2010,-56
6310340_saltskog,2011,-55
6310340_saltskog,2012,-59
6310340_saltskog,2013,-58
6310340_saltskog,2014,-53
6310351_sodra_vastergard,2000,0
6310351_sodra_vastergard,2001,0
6310351_sodra_vastergard,2002,0
6310351_sodra_vastergard,2003,3
6310351_sodra_vastergard,2004,4
6310351_sodra_vastergard,2005,0
6310351_sodra_vastergard,2006,1
6310351_sodra_vastergard,2007,1
6310351_sodra_vastergard,2008,4
6310351_sodra_vastergard,2009,7
6310351_sodra_vastergard,2010,11
6310351_sodra_vastergard,2011,9
6310351_sodra_vastergard,2012,10
6310351_sodra_vastergard,2013,10
6310351_sodra_vastergard,2014,10
6310352_norra_vastergard,2000,-3
6310352_norra_vastergard,2001,-1
6310352_norra_vastergard,2002,-4
6310352_norra_vastergard,2003,-11
6310352_norra_vastergard,2004,-15
6310352_norra_vastergard,2005,-18
6310352_norra_vastergard,2006,-24
6310352_norra_vastergard,2007,-34
6310352_norra_vastergard,2008,-40
6310352_norra_vastergard,2009,-52
6310352_norra_vastergard,2010,-56
6310352_norra_vastergard,2011,-48
6310352_norra_vastergard,2012,-46
6310352_norra_vastergard,2013,-55
6310352_norra_vastergard,2014,-49
6310353_vastra_vastergard,2000,0
6310353_vastra_vastergard,2001,-1
6310353_vastra_vastergard,2002,-4
6310353_vastra_vastergard,2003,-4
6310353_vastra_vastergard,2004,-4
6310353_vastra_vastergard,2005,-4
6310353_vastra_vastergard,2006,-1
6310353_vastra_vastergard,2007,4
6310353_vastra_vastergard,2008,5
6310353_vastra_vastergard,2009,7
6310353_vastra_vastergard,2010,5
6310353_vastra_vastergard,2011,2
6310353_vastra_vastergard,2012,-1
6310353_vastra_vastergard,2013,-3
6310353_vastra_vastergard,2014,-2
6310360_barstafaltet,2000,0
6310360_barstafaltet,2001,0
6310360_barstafaltet,2002,-3
6310360_barstafaltet,2003,-3
6310360_barstafaltet,2004,-3
6310360_barstafaltet,2005,0
6310360_barstafaltet,2006,3
6310360_barstafaltet,2007,6
6310360_barstafaltet,2008,3
6310360_barstafaltet,2009,3
6310360_barstafaltet,2010,2
6310360_barstafaltet,2011,2
6310360_barstafaltet,2012,7
6310360_barstafaltet,2013,4
6310360_barstafaltet,2014,4
6310370_barstabergen,2000,0
6310370_barstabergen,2001,0
6310370_barstabergen,2002,0
6310370_barstabergen,2003,-6
6310370_barstabergen,2004,6
6310370_barstabergen,2005,2
6310370_barstabergen,2006,4
6310370_barstabergen,2007,-3
6310370_barstabergen,2008,-6
6310370_barstabergen,2009,-9
6310370_barstabergen,2010,-10
6310370_barstabergen,2011,-8
6310370_barstabergen,2012,-14
6310370_barstabergen,2013,-16
6310370_barstabergen,2014,-7
6310422_stationsomradet_sodra,2000,-2
6310422_stationsomradet_sodra,2001,-4
6310422_stationsomradet_sodra,2002,-10
6310422_stationsomradet_sodra,2003,-11
6310422_stationsomradet_sodra,2004,-14
6310422_stationsomradet_sodra,2005,-21
6310422_stationsomradet_sodra,2006,-28
6310422_stationsomradet_sodra,2007,-36
6310422_stationsomradet_sodra,2008,-43
6310422_stationsomradet_sodra,2009,-45
6310422_stationsomradet_sodra,2010,-47
6310422_stationsomradet_sodra,2011,-54
6310422_stationsomradet_sodra,2012,-56
6310422_stationsomradet_sodra,2013,-60
6310422_stationsomradet_sodra,2014,-57
6320510_vastra_grusasen,2000,6
6320510_vastra_grusasen,2001,5
6320510_vastra_grusasen,2002,5
6320510_vastra_grusasen,2003,9
6320510_vastra_grusasen,2004,2
6320510_vastra_grusasen,2005,-7
6320510_vastra_grusasen,2006,-12
6320510_vastra_grusasen,2007,-19
6320510_vastra_grusasen,2008,-27
6320510_vastra_grusasen,2009,-32
6320510_vastra_grusasen,2010,-33
6320510_vastra_grusasen,2011,-34
6320510_vastra_grusasen,2012,-31
6320510_vastra_grusasen,2013,-35
6320510_vastra_grusasen,2014,-34
6320520_ostra_grusasen,2000,-2
6320520_ostra_grusasen,2001,-4
6320520_ostra_grusasen,2002,-2
6320520_ostra_grusasen,2003,-8
6320520_ostra_grusasen,2004,-18
6320520_ostra_grusasen,2005,-27
6320520_ostra_grusasen,2006,-30
6320520_ostra_grusasen,2007,-43
6320520_ostra_grusasen,2008,-51
6320520_ostra_grusasen,2009,-59
6320520_ostra_grusasen,2010,-54
6320520_ostra_grusasen,2011,-62
6320520_ostra_grusasen,2012,-68
6320520_ostra_grusasen,2013,-74
6320520_ostra_grusasen,2014,-81
6320541_sodra_brunnsang,2000,-4
6320541_sodra_brunnsang,2001,-12
6320541_sodra_brunnsang,2002,-12
6320541_sodra_brunnsang,2003,-25
6320541_sodra_brunnsang,2004,-27
6320541_sodra_brunnsang,2005,-37
6320541_sodra_brunnsang,2006,-31
6320541_sodra_brunnsang,2007,-10
6320541_sodra_brunnsang,2008,-21
6320541_sodra_brunnsang,2009,-26
6320541_sodra_brunnsang,2010,-35
6320541_sodra_brunnsang,2011,-29
6320541_sodra_brunnsang,2012,-34
6320541_sodra_brunnsang,2013,-39
6320541_sodra_brunnsang,2014,-51
6320542_norra_brunnsang,2000,-6
6320542_norra_brunnsang,2001,0
6320542_norra_brunnsang,2002,4
6320542_norra_brunnsang,2003,4
6320542_norra_brunnsang,2004,3
6320542_norra_brunnsang,2005,4
6320542_norra_brunnsang,2006,6
6320542_norra_brunnsang,2007,5
6320542_norra_brunnsang,2008,9
6320542_norra_brunnsang,2009,6
6320542_norra_brunnsang,2010,4
6320542_norra_brunnsang,2011,10
6320542_norra_brunnsang,2012,11
6320542_norra_brunnsang,2013,8
6320542_norra_brunnsang,2014,-1
6320550_ragnhildsborg,2000,-3
6320550_ragnhildsborg,2001,4
6320550_ragnhildsborg,2002,15
6320550_ragnhildsborg,2003,23
6320550_ragnhildsborg,2004,27
6320550_ragnhildsborg,2005,30
6320550_ragnhildsborg,2006,28
6320550_ragnhildsborg,2007,27
6320550_ragnhildsborg,2008,32
6320550_ragnhildsborg,2009,32
6320550_ragnhildsborg,2010,31
6320550_ragnhildsborg,2011,29
6320550_ragnhildsborg,2012,29
6320550_ragnhildsborg,2013,26
6320550_ragnhildsborg,2014,40
6320611_kusens_backe,2000,3
6320611_kusens_backe,2001,2
6320611_kusens_backe,2002,13
6320611_kusens_backe,2003,29
6320611_kusens_backe,2004,29
6320611_kusens_backe,2005,31
6320611_kusens_backe,2006,28
6320611_kusens_backe,2007,29
6320611_kusens_backe,2008,25
6320611_kusens_backe,2009,26
6320611_kusens_backe,2010,20
6320611_kusens_backe,2011,18
6320611_kusens_backe,2012,13
6320611_kusens_backe,2013,13
6320611_kusens_backe,2014,10
6320612_sjukhuset,2000,-2
6320612_sjukhuset,2001,1
6320612_sjukhuset,2002,-1
6320612_sjukhuset,2003,-6
6320612_sjukhuset,2004,-12
6320612_sjukhuset,2005,-14
6320612_sjukhuset,2006,-20
6320612_sjukhuset,2007,-21
6320612_sjukhuset,2008,-18
6320612_sjukhuset,2009,-21
6320612_sjukhuset,2010,-22
6320612_sjukhuset,2011,-23
6320612_sjukhuset,2012,-22
6320612_sjukhuset,2013,-22
6320612_sjukhuset,2014,-27
6320621_ostra_rosenlund,2000,5
6320621_ostra_rosenlund,2001,10
6320621_ostra_rosenlund,2002,17
6320621_ostra_rosenlund,2003,18
6320621_ostra_rosenlund,2004,14
6320621_ostra_rosenlund,2005,1
6320621_ostra_rosenlund,2006,-1
6320621_ostra_rosenlund,2007,-20
6320621_ostra_rosenlund,2008,-21
6320621_ostra_rosenlund,2009,-27
6320621_ostra_rosenlund,2010,-36
6320621_ostra_rosenlund,2011,-37
6320621_ostra_rosenlund,2012,-37
6320621_ostra_rosenlund,2013,-46
6320621_ostra_rosenlund,2014,-50
6320622_rosenborg,2000,3
6320622_rosenborg,2001,0
6320622_rosenborg,2002,-3
6320622_rosenborg,2003,-3
6320622_rosenborg,2004,-3
6320622_rosenborg,2005,-3
6320622_rosenborg,2006,-3
6320622_rosenborg,2007,-3
6320622_rosenborg,2008,-3
6320622_rosenborg,2009,-3
6320622_rosenborg,2010,-3
6320622_rosenborg,2011,0
6320622_rosenborg,2012,0
6320622_rosenborg,2013,0
6320622_rosenborg,2014,0
6320940_viksberg,2000,1
6320940_viksberg,2001,-1
6320940_viksberg,2002,3
6320940_viksberg,2003,1
6320940_viksberg,2004,12
6320940_viksberg,2005,11
6320940_viksberg,2006,21
6320940_viksberg,2007,22
6320940_viksberg,2008,34
6320940_viksberg,2009,32
6320940_viksberg,2010,38
6320940_viksberg,2011,44
6320940_viksberg,2012,49
6320940_viksberg,2013,51
6320940_viksberg,2014,50
6321710_igelsta,2000,0
6321710_igelsta,2001,3
6321710_igelsta,2002,6
6321710_igelsta,2003,9
6321710_igelsta,2004,12
6321710_igelsta,2005,12
6321710_igelsta,2006,16
6321710_igelsta,2007,30
6321710_igelsta,2008,31
6321710_igelsta,2009,31
6321710_igelsta,2010,28
6321710_igelsta,2011,28
6321710_igelsta,2012,34
6321710_igelsta,2013,35
6321710_igelsta,2014,33
6321720_ostertalje,2000,7
6321720_ostertalje,2001,7
6321720_ostertalje,2002,8
6321720_ostertalje,2003,9
6321720_ostertalje,2004,7
6321720_ostertalje,2005,15
6321720_ostertalje,2006,27
6321720_ostertalje,2007,33
6321720_ostertalje,2008,46
6321720_ostertalje,2009,50
6321720_ostertalje,2010,42
6321720_ostertalje,2011,40
6321720_ostertalje,2012,44
6321720_ostertalje,2013,48
6321720_ostertalje,2014,54
6321740_fornhojden,2000,8
6321740_fornhojden,2001,-1
6321740_fornhojden,2002,0
6321740_fornhojden,2003,-9
6321740_fornhojden,2004,-18
6321740_fornhojden,2005,-28
6321740_fornhojden,2006,-30
6321740_fornhojden,2007,-37
6321740_fornhojden,2008,-42
6321740_fornhojden,2009,-54
6321740_fornhojden,2010,-59
6321740_fornhojden,2011,-65
6321740_fornhojden,2012,-78
6321740_fornhojden,2013,-78
6321740_fornhojden,2014,-91
6330210_karlhov,2000,7
6330210_karlhov,2001,5
6330210_karlhov,2002,7
6330210_karlhov,2003,5
6330210_karlhov,2004,5
6330210_karlhov,2005,1
6330210_karlhov,2006,-5
6330210_karlhov,2007,0
6330210_karlhov,2008,-4
6330210_karlhov,2009,-11
6330210_karlhov,2010,-10
6330210_karlhov,2011,-14
6330210_karlhov,2012,-13
6330210_karlhov,2013,-18
6330210_karlhov,2014,-17
6330220_sodra_ronna,2000,-1
6330220_sodra_ronna,2001,-6
6330220_sodra_ronna,2002,-17
6330220_sodra_ronna,2003,-23
6330220_sodra_ronna,2004,-37
6330220_sodra_ronna,2005,-43
6330220_sodra_ronna,2006,-48
6330220_sodra_ronna,2007,-52
6330220_sodra_ronna,2008,-55
6330220_sodra_ronna,2009,-59
6330220_sodra_ronna,2010,-61
6330220_sodra_ronna,2011,-64
6330220_sodra_ronna,2012,-61
6330220_sodra_ronna,2013,-65
6330220_sodra_ronna,2014,-78
6330230_norra_ronna,2000,3
6330230_norra_ronna,2001,5
6330230_norra_ronna,2002,2
6330230_norra_ronna,2003,-7
6330230_norra_ronna,2004,-9
6330230_norra_ronna,2005,-8
6330230_norra_ronna,2006,-27
6330230_norra_ronna,2007,-18
6330230_norra_ronna,2008,-40
6330230_norra_ronna,2009,-56
6330230_norra_ronna,2010,-76
6330230_norra_ronna,2011,-90
6330230_norra_ronna,2012,-99
6330230_norra_ronna,2013,-119
6330230_norra_ronna,2014,-126
6330240_vastra_ronna,2000,0
6330240_vastra_ronna,2001,0
6330240_vastra_ronna,2002,0
6330240_vastra_ronna,2003,0
6330240_vastra_ronna,2004,0
6330240_vastra_ronna,2005,3
6330240_vastra_ronna,2006,6
6330240_vastra_ronna,2007,6
6330240_vastra_ronna,2008,3
6330240_vastra_ronna,2009,0
6330240_vastra_ronna,2010,-2
6330240_vastra_ronna,2011,-2
6330240_vastra_ronna,2012,-2
6330240_vastra_ronna,2013,-2
6330240_vastra_ronna,2014,2
6330250_lina_hage,2000,3
6330250_lina_hage,2001,3
6330250_lina_hage,2002,8
6330250_lina_hage,2003,9
6330250_lina_hage,2004,6
6330250_lina_hage,2005,6
6330250_lina_hage,2006,13
6330250_lina_hage,2007,24
6330250_lina_hage,2008,21
6330250_lina_hage,2009,14
6330250_lina_hage,2010,12
6330250_lina_hage,2011,9
6330250_lina_hage,2012,11
6330250_lina_hage,2013,3
6330250_lina_hage,2014,-3
6330260_lina,2000,3
6330260_lina,2001,3
6330260_lina,2002,6
6330260_lina,2003,9
6330260_lina,2004,12
6330260_lina,2005,12
6330260_lina,2006,12
6330260_lina,2007,12
6330260_lina,2008,12
6330260_lina,2009,9
6330260_lina,2010,8
6330260_lina,2011,8
6330260_lina,2012,5
6330260_lina,2013,1
6330260_lina,2014,4
6330380_norra_geneta,2000,0
6330380_norra_geneta,2001,7
6330380_norra_geneta,2002,1
6330380_norra_geneta,2003,1
6330380_norra_geneta,2004,2
6330380_norra_geneta,2005,4
6330380_norra_geneta,2006,-15
6330380_norra_geneta,2007,-36
6330380_norra_geneta,2008,-34
6330380_norra_geneta,2009,-45
6330380_norra_geneta,2010,-54
6330380_norra_geneta,2011,-61
6330380_norra_geneta,2012,-77
6330380_norra_geneta,2013,-93
6330380_norra_geneta,2014,-112
6330391_vastra_geneta,2000,0
6330391_vastra_geneta,2001,3
6330391_vastra_geneta,2002,3
6330391_vastra_geneta,2003,6
6330391_vastra_geneta,2004,6
6330391_vastra_geneta,2005,6
6330391_vastra_geneta,2006,9
6330391_vastra_geneta,2007,9
6330391_vastra_geneta,2008,6
6330391_vastra_geneta,2009,6
6330391_vastra_geneta,2010,2
6330391_vastra_geneta,2011,5
6330391_vastra_geneta,2012,8
6330391_vastra_geneta,2013,5
6330391_vastra_geneta,2014,5
6330392_ostra_geneta,2000,-3
6330392_ostra_geneta,2001,-3
6330392_ostra_geneta,2002,-6
6330392_ostra_geneta,2003,-10
6330392_ostra_geneta,2004,-15
6330392_ostra_geneta,2005,-14
6330392_ostra_geneta,2006,-13
6330392_ostra_geneta,2007,-14
6330392_ostra_geneta,2008,-16
6330392_ostra_geneta,2009,-15
6330392_ostra_geneta,2010,-13
6330392_ostra_geneta,2011,-16
6330392_ostra_geneta,2012,-21
6330392_ostra_geneta,2013,-15
6330392_ostra_geneta,2014,-19
6341410_pershagen,2000,-4
6341410_pershagen,2001,3
6341410_pershagen,2002,-1
6341410_pershagen,2003,-2
6341410_pershagen,2004,9
6341410_pershagen,2005,18
6341410_pershagen,2006,23
6341410_pershagen,2007,22
6341410_pershagen,2008,29
6341410_pershagen,2009,32
6341410_pershagen,2010,37
6341410_pershagen,2011,37
6341410_pershagen,2012,48
6341410_pershagen,2013,48
6341410_pershagen,2014,48
6341430_tveta_glesbygd,2000,0
6341430_tveta_glesbygd,2001,3
6341430_tveta_glesbygd,2002,3
6341430_tveta_glesbygd,2003,3
6341430_tveta_glesbygd,2004,3
6341430_tveta_glesbygd,2005,3
6341430_tveta_glesbygd,2006,8
6341430_tveta_glesbygd,2007,8
6341430_tveta_glesbygd,2008,9
6341430_tveta_glesbygd,2009,12
6341430_tveta_glesbygd,2010,15
6341430_tveta_glesbygd,2011,12
6341430_tveta_glesbygd,2012,7
6341430_tveta_glesbygd,2013,10
6341430_tveta_glesbygd,2014,12
6341451_hovsjo,2000,5
6341451_hovsjo,2001,2
6341451_hovsjo,2002,-6
6341451_hovsjo,2003,-6
6341451_hovsjo,2004,-10
6341451_hovsjo,2005,-13
6341451_hovsjo,2006,-19
6341451_hovsjo,2007,-23
6341451_hovsjo,2008,-42
6341451_hovsjo,2009,-53
6341451_hovsjo,2010,-62
6341451_hovsjo,2011,-62
6341451_hovsjo,2012,-74
6341451_hovsjo,2013,-73
6341451_hovsjo,2014,-78
6351200_enhorna_glesbygd,2000,3
6351200_enhorna_glesbygd,2001,6
6351200_enhorna_glesbygd,2002,10
6351200_enhorna_glesbygd,2003,17
6351200_enhorna_glesbygd,2004,22
6351200_enhorna_glesbygd,2005,27
6351200_enhorna_glesbygd,2006,31
6351200_enhorna_glesbygd,2007,32
6351200_enhorna_glesbygd,2008,37
6351200_enhorna_glesbygd,2009,32
6351200_enhorna_glesbygd,2010,31
6351200_enhorna_glesbygd,2011,30
6351200_enhorna_glesbygd,2012,28
6351200_enhorna_glesbygd,2013,33
6351200_enhorna_glesbygd,2014,31
6351210_ekeby,2000,3
6351210_ekeby,2001,3
6351210_ekeby,2002,4
6351210_ekeby,2003,1
6351210_ekeby,2004,6
6351210_ekeby,2005,7
6351210_ekeby,2006,8
6351210_ekeby,2007,11
6351210_ekeby,2008,13
6351210_ekeby,2009,10
6351210_ekeby,2010,9
6351210_ekeby,2011,10
6351210_ekeby,2012,8
6351210_ekeby,2013,7
6351210_ekeby,2014,7
6381100_molnbo,2000,1
6381100_molnbo,2001,1
6381100_molnbo,2002,2
6381100_molnbo,2003,3
6381100_molnbo,2004,11
6381100_molnbo,2005,17
6381100_molnbo,2006,16
6381100_molnbo,2007,27
6381100_molnbo,2008,29
6381100_molnbo,2009,29
6381100_molnbo,2010,30
6381100_molnbo,2011,36
6381100_molnbo,2012,35
6381100_molnbo,2013,36
6381100_molnbo,2014,32
6381500_vardinge_glesbygd,2000,0
6381500_vardinge_glesbygd,2001,2
6381500_vardinge_glesbygd,2002,-2
6381500_vardinge_glesbygd,2003,-1
6381500_vardinge_glesbygd,2004,1
6381500_vardinge_glesbygd,2005,2
6381500_vardinge_glesbygd,2006,0
6381500_vardinge_glesbygd,2007,7
6381500_vardinge_glesbygd,2008,2
6381500_vardinge_glesbygd,2009,1
6381500_vardinge_glesbygd,2010,3
6381500_vardinge_glesbygd,2011,8
6381500_vardinge_glesbygd,2012,9
6381500_vardinge_glesbygd,2013,14
6381500_vardinge_glesbygd,2014,17
6382100_jarna,2000,2
6382100_jarna,2001,11
6382100_jarna,2002,7
6382100_jarna,2003,9
6382100_jarna,2004,-6
6382100_jarna,2005,-9
6382100_jarna,2006,-17
6382100_jarna,2007,-14
6382100_jarna,2008,-17
6382100_jarna,2009,-21
6382100_jarna,2010,-19
6382100_jarna,2011,-12
6382100_jarna,2012,-15
6382100_jarna,2013,0
6382100_jarna,2014,3
6382500_overjarna_glesbygd,2000,7
6382500_overjarna_glesbygd,2001,19
6382500_overjarna_glesbygd,2002,29
6382500_overjarna_glesbygd,2003,43
6382500_overjarna_glesbygd,2004,64
6382500_overjarna_glesbygd,2005,82
6382500_overjarna_glesbygd,2006,86
6382500_overjarna_glesbygd,2007,90
6382500_overjarna_glesbygd,2008,98
6382500_overjarna_glesbygd,2009,108
6382500_overjarna_glesbygd,2010,102
6382500_overjarna_glesbygd,2011,109
6382500_overjarna_glesbygd,2012,106
6382500_overjarna_glesbygd,2013,108
6382500_overjarna_glesbygd,2014,115
6383000_ytterjarna_forsamling,2000,-6
6383000_ytterjarna_forsamling,2001,-11
6383000_ytterjarna_forsamling,2002,-5
6383000_ytterjarna_forsamling,2003,-13
6383000_ytterjarna_forsamling,2004,-21
6383000_ytterjarna_forsamling,2005,-22
6383000_ytterjarna_forsamling,2006,-33
6383000_ytterjarna_forsamling,2007,-39
6383000_ytterjarna_forsamling,2008,-26
6383000_ytterjarna_forsamling,2009,-18
6383000_ytterjarna_forsamling,2010,-19
6383000_ytterjarna_forsamling,2011,-13
6383000_ytterjarna_forsamling,2012,-11
6383000_ytterjarna_forsamling,2013,-10
6383000_ytterjarna_forsamling,2014,-9
6391100_holo,2000,0
6391100_holo,2001,1
6391100_holo,2002,1
6391100_holo,2003,0
6391100_holo,2004,-3
6391100_holo,2005,-6
6391100_holo,2006,-6
6391100_holo,2007,-3
6391100_holo,2008,-2
6391100_holo,2009,4
6391100_holo,2010,7
6391100_holo,2011,8
6391100_holo,2012,7
6391100_holo,2013,6
6391100_holo,2014,8
6391500_holo_glesbygd,2000,-7
6391500_holo_glesbygd,2001,-6
6391500_holo_glesbygd,2002,-4
6391500_holo_glesbygd,2003,8
6391500_holo_glesbygd,2004,13
6391500_holo_glesbygd,2005,18
6391500_holo_glesbygd,2006,19
6391500_holo_glesbygd,2007,24
6391500_holo_glesbygd,2008,30
6391500_holo_glesbygd,2009,27
6391500_holo_glesbygd,2010,34
6391500_holo_glesbygd,2011,35
6391500_holo_glesbygd,2012,41
6391500_holo_glesbygd,2013,40
6391500_holo_glesbygd,2014,38
6392000_morko_forsamling,2000,0
6392000_morko_forsamling,2001,-3
6392000_morko_forsamling,2002,-3
6392000_morko_forsamling,2003,1
6392000_morko_forsamling,2004,2
6392000_morko_forsamling,2005,2
6392000_morko_forsamling,2006,4
6392000_morko_forsamling,2007,6
6392000_morko_forsamling,2008,6
6392000_morko_forsamling,2009,6
6392000_morko_forsamling,2010,6
6392000_morko_forsamling,2011,-1
6392000_morko_forsamling,2012,2
6392000_morko_forsamling,2013,6
6392000_morko_forsamling,2014,4
6410100_nykvarn,2000,-4
6410100_nykvarn,2001,-1
6410100_nykvarn,2002,14
6410100_nykvarn,2003,23
6410100_nykvarn,2004,37
6410100_nykvarn,2005,38
6410100_nykvarn,2006,59
6410100_nykvarn,2007,76
6410100_nykvarn,2008,96
6410100_nykvarn,2009,102
6410100_nykvarn,2010,116
6410100_nykvarn,2011,118
6410100_nykvarn,2012,123
6410100_nykvarn,2013,122
6410100_nykvarn,2014,140
6410500_turinge_glesbygd,2000,-2
6410500_turinge_glesbygd,2001,8
6410500_turinge_glesbygd,2002,14
6410500_turinge_glesbygd,2003,19
6410500_turinge_glesbygd,2004,18
6410500_turinge_glesbygd,2005,24
6410500_turinge_glesbygd,2006,23
6410500_turinge_glesbygd,2007,34
6410500_turinge_glesbygd,2008,42
6410500_turinge_glesbygd,2009,50
6410500_turinge_glesbygd,2010,52
6410500_turinge_glesbygd,2011,61
6410500_turinge_glesbygd,2012,69
6410500_turinge_glesbygd,2013,71
6410500_turinge_glesbygd,2014,74
6420000_taxinge_forsamling,2000,13
6420000_taxinge_forsamling,2001,18
6420000_taxinge_forsamling,2002,21
6420000_taxinge_forsamling,2003,21
6420000_taxinge_forsamling,2004,23
6420000_taxinge_forsamling,2005,24
6420000_taxinge_forsamling,2006,28
6420000_taxinge_forsamling,2007,28
6420000_taxinge_forsamling,2008,31
6420000_taxinge_forsamling,2009,32
6420000_taxinge_forsamling,2010,33
6420000_taxinge_forsamling,2011,32
6420000_taxinge_forsamling,2012,39
6420000_taxinge_forsamling,2013,45
