basomrade,year,population_20xx_12_31_male
1230350_kampementsbacken,2010,811
1230350_kampementsbacken,2011,833
1230350_kampementsbacken,2012,856
1230350_kampementsbacken,2013,886
1230350_kampementsbacken,2014,899
1230360_oregrundsgatan,2000,982
1230360_oregrundsgatan,2001,966
1230360_oregrundsgatan,2002,951
1230360_oregrundsgatan,2003,936
1230360_oregrundsgatan,2004,976
1230360_oregrundsgatan,2005,1019
1230360_oregrundsgatan,2006,1032
1230360_oregrundsgatan,2007,1047
1230360_oregrundsgatan,2008,1042
1230360_oregrundsgatan,2009,1076
1230360_oregrundsgatan,2010,1154
1230360_oregrundsgatan,2011,1202
1230360_oregrundsgatan,2012,1207
1230360_oregrundsgatan,2013,1223
1230360_oregrundsgatan,2014,1238
1230390_ladugardsgardet,2000,80
1230390_ladugardsgardet,2001,77
1230390_ladugardsgardet,2002,74
1230390_ladugardsgardet,2003,83
1230390_ladugardsgardet,2004,71
1230390_ladugardsgardet,2005,72
1230390_ladugardsgardet,2006,71
1230390_ladugardsgardet,2007,63
1230390_ladugardsgardet,2008,70
1230390_ladugardsgardet,2009,62
1230390_ladugardsgardet,2010,48
1230390_ladugardsgardet,2011,50
1230390_ladugardsgardet,2012,52
1230390_ladugardsgardet,2013,54
1230390_ladugardsgardet,2014,56
1310100_stadshuset,2000,60
1310100_stadshuset,2001,61
1310100_stadshuset,2002,62
1310100_stadshuset,2003,76
1310100_stadshuset,2004,77
1310100_stadshuset,2005,77
1310100_stadshuset,2006,71
1310100_stadshuset,2007,68
1310100_stadshuset,2008,60
1310100_stadshuset,2009,67
1310100_stadshuset,2010,63
1310100_stadshuset,2011,64
1310100_stadshuset,2012,67
1310100_stadshuset,2013,71
1310100_stadshuset,2014,74
1310110_eira,2000,1068
1310110_eira,2001,1085
1310110_eira,2002,1072
1310110_eira,2003,1088
1310110_eira,2004,1071
1310110_eira,2005,1098
1310110_eira,2006,1167
1310110_eira,2007,1170
1310110_eira,2008,1179
1310110_eira,2009,1206
1310110_eira,2010,1183
1310110_eira,2011,1179
1310110_eira,2012,1217
1310110_eira,2013,1227
1310110_eira,2014,1233
1310120_kungsklippan,2000,1846
1310120_kungsklippan,2001,1835
1310120_kungsklippan,2002,1828
1310120_kungsklippan,2003,1837
1310120_kungsklippan,2004,1857
1310120_kungsklippan,2005,1863
1310120_kungsklippan,2006,1872
1310120_kungsklippan,2007,1896
1310120_kungsklippan,2008,1920
1310120_kungsklippan,2009,1963
1310120_kungsklippan,2010,1927
1310120_kungsklippan,2011,1982
1310120_kungsklippan,2012,2021
1310120_kungsklippan,2013,2043
1310120_kungsklippan,2014,2082
1310130_kungsbroplan,2000,662
1310130_kungsbroplan,2001,682
1310130_kungsbroplan,2002,677
1310130_kungsbroplan,2003,692
1310130_kungsbroplan,2004,694
1310130_kungsbroplan,2005,701
1310130_kungsbroplan,2006,720
1310130_kungsbroplan,2007,718
1310130_kungsbroplan,2008,728
1310130_kungsbroplan,2009,760
1310130_kungsbroplan,2010,771
1310130_kungsbroplan,2011,774
1310130_kungsbroplan,2012,809
1310130_kungsbroplan,2013,811
1310130_kungsbroplan,2014,829
1310140_tekniska_namndhuset,2000,144
1310140_tekniska_namndhuset,2001,136
1310140_tekniska_namndhuset,2002,142
1310140_tekniska_namndhuset,2003,139
1310140_tekniska_namndhuset,2004,137
1310140_tekniska_namndhuset,2005,128
1310140_tekniska_namndhuset,2006,130
1310140_tekniska_namndhuset,2007,130
1310140_tekniska_namndhuset,2008,133
1310140_tekniska_namndhuset,2009,133
1310140_tekniska_namndhuset,2010,128
1310140_tekniska_namndhuset,2011,138
1310140_tekniska_namndhuset,2012,149
1310140_tekniska_namndhuset,2013,151
1310140_tekniska_namndhuset,2014,148
1310150_landstingshuset,2000,818
1310150_landstingshuset,2001,829
1310150_landstingshuset,2002,843
1310150_landstingshuset,2003,839
1310150_landstingshuset,2004,863
1310150_landstingshuset,2005,876
1310150_landstingshuset,2006,865
1310150_landstingshuset,2007,860
1310150_landstingshuset,2008,875
1310150_landstingshuset,2009,894
1310150_landstingshuset,2010,919
1310150_landstingshuset,2011,918
1310150_landstingshuset,2012,910
1310150_landstingshuset,2013,916
1310150_landstingshuset,2014,923
1310160_pontonjarparken,2000,1149
1310160_pontonjarparken,2001,1119
1310160_pontonjarparken,2002,1106
1310160_pontonjarparken,2003,1133
1310160_pontonjarparken,2004,1163
1310160_pontonjarparken,2005,1200
1310160_pontonjarparken,2006,1179
1310160_pontonjarparken,2007,1180
1310160_pontonjarparken,2008,1194
1310160_pontonjarparken,2009,1217
1310160_pontonjarparken,2010,1253
1310160_pontonjarparken,2011,1271
1310160_pontonjarparken,2012,1271
1310160_pontonjarparken,2013,1291
1310160_pontonjarparken,2014,1309
1310170_s_t_eriks_sjukhus,2000,768
1310170_s_t_eriks_sjukhus,2001,775
1310170_s_t_eriks_sjukhus,2002,778
1310170_s_t_eriks_sjukhus,2003,776
1310170_s_t_eriks_sjukhus,2004,767
1310170_s_t_eriks_sjukhus,2005,750
1310170_s_t_eriks_sjukhus,2006,748
1310170_s_t_eriks_sjukhus,2007,735
1310170_s_t_eriks_sjukhus,2008,748
1310170_s_t_eriks_sjukhus,2009,754
1310170_s_t_eriks_sjukhus,2010,781
1310170_s_t_eriks_sjukhus,2011,789
1310170_s_t_eriks_sjukhus,2012,787
1310170_s_t_eriks_sjukhus,2013,801
1310170_s_t_eriks_sjukhus,2014,787
1310180_wargentinsgatan,2000,1146
1310180_wargentinsgatan,2001,1150
1310180_wargentinsgatan,2002,1166
1310180_wargentinsgatan,2003,1207
1310180_wargentinsgatan,2004,1196
1310180_wargentinsgatan,2005,1222
1310180_wargentinsgatan,2006,1250
1310180_wargentinsgatan,2007,1259
1310180_wargentinsgatan,2008,1288
1310180_wargentinsgatan,2009,1293
1310180_wargentinsgatan,2010,1296
1310180_wargentinsgatan,2011,1308
1310180_wargentinsgatan,2012,1283
1310180_wargentinsgatan,2013,1286
1310180_wargentinsgatan,2014,1337
1310190_kronoberg,2000,786
1310190_kronoberg,2001,777
1310190_kronoberg,2002,790
1310190_kronoberg,2003,800
1310190_kronoberg,2004,832
1310190_kronoberg,2005,849
1310190_kronoberg,2006,837
1310190_kronoberg,2007,817
1310190_kronoberg,2008,814
1310190_kronoberg,2009,840
1310190_kronoberg,2010,837
1310190_kronoberg,2011,868
1310190_kronoberg,2012,889
1310190_kronoberg,2013,885
1310190_kronoberg,2014,874
1320110_karlsvik,2000,844
1320110_karlsvik,2001,891
1320110_karlsvik,2002,863
1320110_karlsvik,2003,889
1320110_karlsvik,2004,889
1320110_karlsvik,2005,902
1320110_karlsvik,2006,906
1320110_karlsvik,2007,925
1320110_karlsvik,2008,920
1320110_karlsvik,2009,935
1320110_karlsvik,2010,934
1320110_karlsvik,2011,950
1320110_karlsvik,2012,960
1320110_karlsvik,2013,992
1320110_karlsvik,2014,996
1320120_hemmet,2000,387
1320120_hemmet,2001,391
1320120_hemmet,2002,402
1320120_hemmet,2003,397
1320120_hemmet,2004,400
1320120_hemmet,2005,409
1320120_hemmet,2006,503
1320120_hemmet,2007,525
1320120_hemmet,2008,537
1320120_hemmet,2009,523
1320120_hemmet,2010,544
1320120_hemmet,2011,553
1320120_hemmet,2012,593
1320120_hemmet,2013,617
1320120_hemmet,2014,636
1320130_fridhemsplan,2000,386
1320130_fridhemsplan,2001,402
1320130_fridhemsplan,2002,462
1320130_fridhemsplan,2003,469
1320130_fridhemsplan,2004,488
1320130_fridhemsplan,2005,500
1320130_fridhemsplan,2006,503
1320130_fridhemsplan,2007,490
1320130_fridhemsplan,2008,501
1320130_fridhemsplan,2009,499
1320130_fridhemsplan,2010,495
1320130_fridhemsplan,2011,495
1320130_fridhemsplan,2012,492
1320130_fridhemsplan,2013,514
1320130_fridhemsplan,2014,501
1320140_s_t_eriksgatan,2000,2216
1320140_s_t_eriksgatan,2001,2228
1320140_s_t_eriksgatan,2002,2249
1320140_s_t_eriksgatan,2003,2269
1320140_s_t_eriksgatan,2004,2246
1320140_s_t_eriksgatan,2005,2288
1320140_s_t_eriksgatan,2006,2336
1320140_s_t_eriksgatan,2007,2334
1320140_s_t_eriksgatan,2008,2401
1320140_s_t_eriksgatan,2009,2430
1320140_s_t_eriksgatan,2010,2438
1320140_s_t_eriksgatan,2011,2418
1320140_s_t_eriksgatan,2012,2444
1320140_s_t_eriksgatan,2013,2505
1320140_s_t_eriksgatan,2014,2501
1320150_alstromergatan,2000,2353
1320150_alstromergatan,2001,2355
1320150_alstromergatan,2002,2413
1320150_alstromergatan,2003,2447
1320150_alstromergatan,2004,2470
1320150_alstromergatan,2005,2509
1320150_alstromergatan,2006,2484
1320150_alstromergatan,2007,2554
1320150_alstromergatan,2008,2517
1320150_alstromergatan,2009,2558
1320150_alstromergatan,2010,2610
1320150_alstromergatan,2011,2603
1320150_alstromergatan,2012,2608
1320150_alstromergatan,2013,2642
1320150_alstromergatan,2014,2653
1320210_ralambshov,2000,275
1320210_ralambshov,2001,285
1320210_ralambshov,2002,314
1320210_ralambshov,2003,319
1320210_ralambshov,2004,322
1320210_ralambshov,2005,326
1320210_ralambshov,2006,324
1320210_ralambshov,2007,321
1320210_ralambshov,2008,346
1320210_ralambshov,2009,499
1320210_ralambshov,2010,503
1320210_ralambshov,2011,510
1320210_ralambshov,2012,508
1320210_ralambshov,2013,523
1320210_ralambshov,2014,536
1320220_svedbergsplan,2000,358
1320220_svedbergsplan,2001,374
1320220_svedbergsplan,2002,376
1320220_svedbergsplan,2003,377
1320220_svedbergsplan,2004,374
1320220_svedbergsplan,2005,387
1320220_svedbergsplan,2006,372
1320220_svedbergsplan,2007,375
1320220_svedbergsplan,2008,369
1320220_svedbergsplan,2009,385
1320220_svedbergsplan,2010,408
1320220_svedbergsplan,2011,419
1320220_svedbergsplan,2012,421
1320220_svedbergsplan,2013,440
1320220_svedbergsplan,2014,447
1320240_mariebergsparken,2000,432
1320240_mariebergsparken,2001,437
1320240_mariebergsparken,2002,437
1320240_mariebergsparken,2003,477
1320240_mariebergsparken,2004,500
1320240_mariebergsparken,2005,503
1320240_mariebergsparken,2006,514
1320240_mariebergsparken,2007,500
1320240_mariebergsparken,2008,516
1320240_mariebergsparken,2009,495
1320240_mariebergsparken,2010,497
1320240_mariebergsparken,2011,512
1320240_mariebergsparken,2012,520
1320240_mariebergsparken,2013,536
1320240_mariebergsparken,2014,535
1320310_ostra_stadshagen,2000,792
1320310_ostra_stadshagen,2001,806
1320310_ostra_stadshagen,2002,846
1320310_ostra_stadshagen,2003,833
1320310_ostra_stadshagen,2004,837
1320310_ostra_stadshagen,2005,838
1320310_ostra_stadshagen,2006,762
1320310_ostra_stadshagen,2007,740
1320310_ostra_stadshagen,2008,808
1320310_ostra_stadshagen,2009,801
1320310_ostra_stadshagen,2010,821
1320310_ostra_stadshagen,2011,912
1320310_ostra_stadshagen,2012,891
1320310_ostra_stadshagen,2013,903
1320310_ostra_stadshagen,2014,912
1320410_vastra_kristineberg,2000,1375
1320410_vastra_kristineberg,2001,1445
1320410_vastra_kristineberg,2002,1475
1320410_vastra_kristineberg,2003,1482
1320410_vastra_kristineberg,2004,1452
1320410_vastra_kristineberg,2005,1451
1320410_vastra_kristineberg,2006,1489
1320410_vastra_kristineberg,2007,1467
1320410_vastra_kristineberg,2008,1459
1320410_vastra_kristineberg,2009,1497
1320410_vastra_kristineberg,2010,1548
1320410_vastra_kristineberg,2011,1527
1320410_vastra_kristineberg,2012,1528
1320410_vastra_kristineberg,2013,1559
1320410_vastra_kristineberg,2014,1565
1320420_thorildsplan,2000,1089
1320420_thorildsplan,2001,1055
1320420_thorildsplan,2002,1040
1320420_thorildsplan,2003,1029
1320420_thorildsplan,2004,1076
1320420_thorildsplan,2005,1115
1320420_thorildsplan,2006,1134
1320420_thorildsplan,2007,1141
1320420_thorildsplan,2008,1144
1320420_thorildsplan,2009,1192
1320420_thorildsplan,2010,1192
1320420_thorildsplan,2011,1207
1320420_thorildsplan,2012,1241
1320420_thorildsplan,2013,1239
1320420_thorildsplan,2014,1258
1320500_fredhall,2000,2211
1320500_fredhall,2001,2253
1320500_fredhall,2002,2237
1320500_fredhall,2003,2261
1320500_fredhall,2004,2251
1320500_fredhall,2005,2190
1320500_fredhall,2006,2249
1320500_fredhall,2007,2306
1320500_fredhall,2008,2325
1320500_fredhall,2009,2369
1320500_fredhall,2010,2394
1320500_fredhall,2011,2418
1320500_fredhall,2012,2496
1320500_fredhall,2013,2524
1320500_fredhall,2014,2535
1330100_lilla_essingen,2000,1243
1330100_lilla_essingen,2001,1303
1330100_lilla_essingen,2002,1343
1330100_lilla_essingen,2003,1445
1330100_lilla_essingen,2004,1735
1330100_lilla_essingen,2005,1818
1330100_lilla_essingen,2006,2041
1330100_lilla_essingen,2007,2210
1330100_lilla_essingen,2008,2209
1330100_lilla_essingen,2009,2229
1330100_lilla_essingen,2010,2265
1330100_lilla_essingen,2011,2286
1330100_lilla_essingen,2012,2319
1330100_lilla_essingen,2013,2324
1330100_lilla_essingen,2014,2348
1330200_stora_essingen,2000,1846
1330200_stora_essingen,2001,1877
1330200_stora_essingen,2002,1851
1330200_stora_essingen,2003,1844
1330200_stora_essingen,2004,1859
1330200_stora_essingen,2005,1859
1330200_stora_essingen,2006,1868
1330200_stora_essingen,2007,1893
1330200_stora_essingen,2008,1938
1330200_stora_essingen,2009,1989
1330200_stora_essingen,2010,2025
1330200_stora_essingen,2011,2038
1330200_stora_essingen,2012,2080
1330200_stora_essingen,2013,2077
1330200_stora_essingen,2014,2097
1410110_mariaberget,2000,1291
1410110_mariaberget,2001,1298
1410110_mariaberget,2002,1319
1410110_mariaberget,2003,1293
1410110_mariaberget,2004,1266
1410110_mariaberget,2005,1286
1410110_mariaberget,2006,1272
1410110_mariaberget,2007,1290
1410110_mariaberget,2008,1306
1410110_mariaberget,2009,1330
1410110_mariaberget,2010,1320
1410110_mariaberget,2011,1354
1410110_mariaberget,2012,1358
1410110_mariaberget,2013,1347
1410110_mariaberget,2014,1345
1410120_maria_kyrka,2000,1637
1410120_maria_kyrka,2001,1623
1410120_maria_kyrka,2002,1648
1410120_maria_kyrka,2003,1615
1410120_maria_kyrka,2004,1632
1410120_maria_kyrka,2005,1651
1410120_maria_kyrka,2006,1672
1410120_maria_kyrka,2007,1680
1410120_maria_kyrka,2008,1670
1410120_maria_kyrka,2009,1682
1410120_maria_kyrka,2010,1673
1410120_maria_kyrka,2011,1692
1410120_maria_kyrka,2012,1713
1410120_maria_kyrka,2013,1717
1410120_maria_kyrka,2014,1729
1410130_swedenborgsgatan,2000,2479
1410130_swedenborgsgatan,2001,2482
1410130_swedenborgsgatan,2002,2453
1410130_swedenborgsgatan,2003,2456
1410130_swedenborgsgatan,2004,2490
1410130_swedenborgsgatan,2005,2436
1410130_swedenborgsgatan,2006,2408
1410130_swedenborgsgatan,2007,2405
1410130_swedenborgsgatan,2008,2429
1410130_swedenborgsgatan,2009,2443
1410130_swedenborgsgatan,2010,2439
1410130_swedenborgsgatan,2011,2488
1410130_swedenborgsgatan,2012,2500
1410130_swedenborgsgatan,2013,2530
1410130_swedenborgsgatan,2014,2570
1410140_gullfjardsplan,2000,770
1410140_gullfjardsplan,2001,762
1410140_gullfjardsplan,2002,759
1410140_gullfjardsplan,2003,748
1410140_gullfjardsplan,2004,731
1410140_gullfjardsplan,2005,755
1410140_gullfjardsplan,2006,758
1410140_gullfjardsplan,2007,754
1410140_gullfjardsplan,2008,765
1410140_gullfjardsplan,2009,758
1410140_gullfjardsplan,2010,776
1410140_gullfjardsplan,2011,777
1410140_gullfjardsplan,2012,761
1410140_gullfjardsplan,2013,775
1410140_gullfjardsplan,2014,780
1410150_bergsgruvan,2000,597
1410150_bergsgruvan,2001,588
1410150_bergsgruvan,2002,598
1410150_bergsgruvan,2003,617
1410150_bergsgruvan,2004,624
1410150_bergsgruvan,2005,613
1410150_bergsgruvan,2006,653
1410150_bergsgruvan,2007,668
1410150_bergsgruvan,2008,681
1410150_bergsgruvan,2009,681
1410150_bergsgruvan,2010,679
1410150_bergsgruvan,2011,620
1410150_bergsgruvan,2012,618
1410150_bergsgruvan,2013,627
1410150_bergsgruvan,2014,653
1410210_sodra_station_vast,2000,910
1410210_sodra_station_vast,2001,933
1410210_sodra_station_vast,2002,929
1410210_sodra_station_vast,2003,938
1410210_sodra_station_vast,2004,943
1410210_sodra_station_vast,2005,940
1410210_sodra_station_vast,2006,930
1410210_sodra_station_vast,2007,917
1410210_sodra_station_vast,2008,921
1410210_sodra_station_vast,2009,931
1410210_sodra_station_vast,2010,925
1410210_sodra_station_vast,2011,922
1410210_sodra_station_vast,2012,940
1410210_sodra_station_vast,2013,934
1410210_sodra_station_vast,2014,942
1410220_sodra_station_ost,2000,1471
1410220_sodra_station_ost,2001,1420
1410220_sodra_station_ost,2002,1430
1410220_sodra_station_ost,2003,1398
1410220_sodra_station_ost,2004,1445
1410220_sodra_station_ost,2005,1455
1410220_sodra_station_ost,2006,1413
1410220_sodra_station_ost,2007,1403
1410220_sodra_station_ost,2008,1402
1410220_sodra_station_ost,2009,1418
1410220_sodra_station_ost,2010,1392
1410220_sodra_station_ost,2011,1374
1410220_sodra_station_ost,2012,1401
1410220_sodra_station_ost,2013,1416
1410220_sodra_station_ost,2014,1406
1420110_hogalidskyrkan,2000,2232
1420110_hogalidskyrkan,2001,2265
1420110_hogalidskyrkan,2002,2273
1420110_hogalidskyrkan,2003,2284
1420110_hogalidskyrkan,2004,2279
1420110_hogalidskyrkan,2005,2291
1420110_hogalidskyrkan,2006,2283
1420110_hogalidskyrkan,2007,2270
1420110_hogalidskyrkan,2008,2299
1420110_hogalidskyrkan,2009,2318
1420110_hogalidskyrkan,2010,2314
1420110_hogalidskyrkan,2011,2288
1420110_hogalidskyrkan,2012,2324
1420110_hogalidskyrkan,2013,2386
1420110_hogalidskyrkan,2014,2348
1420120_skinnarviksringen,2000,1153
1420120_skinnarviksringen,2001,1162
1420120_skinnarviksringen,2002,1175
1420120_skinnarviksringen,2003,1146
1420120_skinnarviksringen,2004,1145
1420120_skinnarviksringen,2005,1136
1420120_skinnarviksringen,2006,1149
1420120_skinnarviksringen,2007,1129
1420120_skinnarviksringen,2008,1141
1420120_skinnarviksringen,2009,1176
1420120_skinnarviksringen,2010,1179
1420120_skinnarviksringen,2011,1201
1420120_skinnarviksringen,2012,1239
1420120_skinnarviksringen,2013,1229
1420120_skinnarviksringen,2014,1213
1420130_ludvigsberg,2000,515
1420130_ludvigsberg,2001,519
1420130_ludvigsberg,2002,524
1420130_ludvigsberg,2003,527
1420130_ludvigsberg,2004,523
1420130_ludvigsberg,2005,519
1420130_ludvigsberg,2006,503
1420130_ludvigsberg,2007,516
1420130_ludvigsberg,2008,536
1420130_ludvigsberg,2009,539
1420130_ludvigsberg,2010,531
1420130_ludvigsberg,2011,531
1420130_ludvigsberg,2012,535
1420130_ludvigsberg,2013,539
1420130_ludvigsberg,2014,541
1420140_bergsund,2000,2432
1420140_bergsund,2001,2411
1420140_bergsund,2002,2353
1420140_bergsund,2003,2398
1420140_bergsund,2004,2373
1420140_bergsund,2005,2367
1420140_bergsund,2006,2378
1420140_bergsund,2007,2409
1420140_bergsund,2008,2425
1420140_bergsund,2009,2423
1420140_bergsund,2010,2480
1420140_bergsund,2011,2475
1420140_bergsund,2012,2474
1420140_bergsund,2013,2501
1420140_bergsund,2014,2552
1420210_hornstull,2000,1886
1420210_hornstull,2001,1885
1420210_hornstull,2002,1866
1420210_hornstull,2003,1859
1420210_hornstull,2004,1858
1420210_hornstull,2005,1895
1420210_hornstull,2006,1876
1420210_hornstull,2007,1874
1420210_hornstull,2008,1876
1420210_hornstull,2009,1899
1420210_hornstull,2010,1963
1420210_hornstull,2011,2002
1420210_hornstull,2012,2020
1420210_hornstull,2013,2062
1420210_hornstull,2014,2096
1420220_bysistappan,2000,889
1420220_bysistappan,2001,899
1420220_bysistappan,2002,917
1420220_bysistappan,2003,945
1420220_bysistappan,2004,971
1420220_bysistappan,2005,961
1420220_bysistappan,2006,946
1420220_bysistappan,2007,946
1420220_bysistappan,2008,938
1420220_bysistappan,2009,950
1420220_bysistappan,2010,958
1420220_bysistappan,2011,970
1420220_bysistappan,2012,966
1420220_bysistappan,2013,992
1420220_bysistappan,2014,996
1420230_sodra_namndhuset,2000,837
1420230_sodra_namndhuset,2001,869
1420230_sodra_namndhuset,2002,863
1420230_sodra_namndhuset,2003,840
1420230_sodra_namndhuset,2004,835
1420230_sodra_namndhuset,2005,810
1420230_sodra_namndhuset,2006,779
1420230_sodra_namndhuset,2007,802
1420230_sodra_namndhuset,2008,844
1420230_sodra_namndhuset,2009,861
1420230_sodra_namndhuset,2010,853
1420230_sodra_namndhuset,2011,883
1420230_sodra_namndhuset,2012,881
1420230_sodra_namndhuset,2013,885
1420230_sodra_namndhuset,2014,889
1420240_zinkensdamm,2000,985
1420240_zinkensdamm,2001,1040
1420240_zinkensdamm,2002,1038
1420240_zinkensdamm,2003,1071
1420240_zinkensdamm,2004,1063
1420240_zinkensdamm,2005,1046
1420240_zinkensdamm,2006,1047
1420240_zinkensdamm,2007,1045
1420240_zinkensdamm,2008,1047
1420240_zinkensdamm,2009,1053
1420240_zinkensdamm,2010,1061
1420240_zinkensdamm,2011,1094
1420240_zinkensdamm,2012,1090
1420240_zinkensdamm,2013,1084
1420240_zinkensdamm,2014,1103
1420310_sodersjukhuset,2000,158
1420310_sodersjukhuset,2001,150
1420310_sodersjukhuset,2002,162
1420310_sodersjukhuset,2003,155
1420310_sodersjukhuset,2004,147
1420310_sodersjukhuset,2005,147
1420310_sodersjukhuset,2006,155
1420310_sodersjukhuset,2007,311
1420310_sodersjukhuset,2008,372
1420310_sodersjukhuset,2009,373
1420310_sodersjukhuset,2010,378
1420310_sodersjukhuset,2011,379
1420310_sodersjukhuset,2012,371
1420310_sodersjukhuset,2013,384
