basomrade,year,population_20xx_12_31_male
1120150_skandiahuset,2002,238
1120150_skandiahuset,2003,245
1120150_skandiahuset,2004,235
1120150_skandiahuset,2005,262
1120150_skandiahuset,2006,258
1120150_skandiahuset,2007,256
1120150_skandiahuset,2008,263
1120150_skandiahuset,2009,261
1120150_skandiahuset,2010,273
1120150_skandiahuset,2011,252
1120150_skandiahuset,2012,262
1120150_skandiahuset,2013,270
1120150_skandiahuset,2014,258
1120210_kungsstenen,2000,1053
1120210_kungsstenen,2001,1077
1120210_kungsstenen,2002,1097
1120210_kungsstenen,2003,1118
1120210_kungsstenen,2004,1145
1120210_kungsstenen,2005,1149
1120210_kungsstenen,2006,1173
1120210_kungsstenen,2007,1173
1120210_kungsstenen,2008,1208
1120210_kungsstenen,2009,1258
1120210_kungsstenen,2010,1270
1120210_kungsstenen,2011,1261
1120210_kungsstenen,2012,1272
1120210_kungsstenen,2013,1249
1120210_kungsstenen,2014,1255
1120220_saltmatargatan,2000,164
1120220_saltmatargatan,2001,161
1120220_saltmatargatan,2002,163
1120220_saltmatargatan,2003,164
1120220_saltmatargatan,2004,166
1120220_saltmatargatan,2005,166
1120220_saltmatargatan,2006,162
1120220_saltmatargatan,2007,168
1120220_saltmatargatan,2008,179
1120220_saltmatargatan,2009,189
1120220_saltmatargatan,2010,187
1120220_saltmatargatan,2011,187
1120220_saltmatargatan,2012,181
1120220_saltmatargatan,2013,185
1120220_saltmatargatan,2014,183
1120230_sjokatten,2000,549
1120230_sjokatten,2001,541
1120230_sjokatten,2002,549
1120230_sjokatten,2003,544
1120230_sjokatten,2004,539
1120230_sjokatten,2005,557
1120230_sjokatten,2006,595
1120230_sjokatten,2007,581
1120230_sjokatten,2008,587
1120230_sjokatten,2009,583
1120230_sjokatten,2010,606
1120230_sjokatten,2011,633
1120230_sjokatten,2012,660
1120230_sjokatten,2013,674
1120230_sjokatten,2014,681
1130110_atlasomradet,2000,912
1130110_atlasomradet,2001,939
1130110_atlasomradet,2002,917
1130110_atlasomradet,2003,918
1130110_atlasomradet,2004,932
1130110_atlasomradet,2005,943
1130110_atlasomradet,2006,929
1130110_atlasomradet,2007,945
1130110_atlasomradet,2008,966
1130110_atlasomradet,2009,974
1130110_atlasomradet,2010,956
1130110_atlasomradet,2011,987
1130110_atlasomradet,2012,969
1130110_atlasomradet,2013,1003
1130110_atlasomradet,2014,1026
1130120_gustav_vasa_kyrka,2000,1793
1130120_gustav_vasa_kyrka,2001,1790
1130120_gustav_vasa_kyrka,2002,1816
1130120_gustav_vasa_kyrka,2003,1818
1130120_gustav_vasa_kyrka,2004,1879
1130120_gustav_vasa_kyrka,2005,1888
1130120_gustav_vasa_kyrka,2006,1903
1130120_gustav_vasa_kyrka,2007,1904
1130120_gustav_vasa_kyrka,2008,1885
1130120_gustav_vasa_kyrka,2009,1911
1130120_gustav_vasa_kyrka,2010,1945
1130120_gustav_vasa_kyrka,2011,2019
1130120_gustav_vasa_kyrka,2012,2041
1130120_gustav_vasa_kyrka,2013,2008
1130120_gustav_vasa_kyrka,2014,2039
1130130_observatoriegatan,2000,1625
1130130_observatoriegatan,2001,1657
1130130_observatoriegatan,2002,1649
1130130_observatoriegatan,2003,1659
1130130_observatoriegatan,2004,1638
1130130_observatoriegatan,2005,1651
1130130_observatoriegatan,2006,1670
1130130_observatoriegatan,2007,1704
1130130_observatoriegatan,2008,1734
1130130_observatoriegatan,2009,1731
1130130_observatoriegatan,2010,1779
1130130_observatoriegatan,2011,1806
1130130_observatoriegatan,2012,1804
1130130_observatoriegatan,2013,1846
1130130_observatoriegatan,2014,1885
1130140_sabbatsberg,2000,324
1130140_sabbatsberg,2001,317
1130140_sabbatsberg,2002,312
1130140_sabbatsberg,2003,319
1130140_sabbatsberg,2004,311
1130140_sabbatsberg,2005,324
1130140_sabbatsberg,2006,344
1130140_sabbatsberg,2007,346
1130140_sabbatsberg,2008,442
1130140_sabbatsberg,2009,831
1130140_sabbatsberg,2010,862
1130140_sabbatsberg,2011,945
1130140_sabbatsberg,2012,957
1130140_sabbatsberg,2013,962
1130140_sabbatsberg,2014,972
1130150_polstjarnan,2000,504
1130150_polstjarnan,2001,498
1130150_polstjarnan,2002,500
1130150_polstjarnan,2003,511
1130150_polstjarnan,2004,554
1130150_polstjarnan,2005,569
1130150_polstjarnan,2006,560
1130150_polstjarnan,2007,579
1130150_polstjarnan,2008,574
1130150_polstjarnan,2009,575
1130150_polstjarnan,2010,622
1130150_polstjarnan,2011,600
1130150_polstjarnan,2012,602
1130150_polstjarnan,2013,596
1130150_polstjarnan,2014,592
1130170_betlehemskyrkan,2000,744
1130170_betlehemskyrkan,2001,756
1130170_betlehemskyrkan,2002,769
1130170_betlehemskyrkan,2003,789
1130170_betlehemskyrkan,2004,772
1130170_betlehemskyrkan,2005,759
1130170_betlehemskyrkan,2006,748
1130170_betlehemskyrkan,2007,746
1130170_betlehemskyrkan,2008,772
1130170_betlehemskyrkan,2009,775
1130170_betlehemskyrkan,2010,773
1130170_betlehemskyrkan,2011,794
1130170_betlehemskyrkan,2012,791
1130170_betlehemskyrkan,2013,790
1130170_betlehemskyrkan,2014,832
1140110_norrtull,2000,55
1140110_norrtull,2001,56
1140110_norrtull,2002,57
1140110_norrtull,2003,55
1140110_norrtull,2004,65
1140110_norrtull,2005,65
1140110_norrtull,2006,64
1140110_norrtull,2007,60
1140110_norrtull,2008,61
1140110_norrtull,2009,69
1140110_norrtull,2010,78
1140110_norrtull,2011,83
1140110_norrtull,2012,73
1140110_norrtull,2013,70
1140110_norrtull,2014,77
1140120_tre_liljor,2000,1865
1140120_tre_liljor,2001,1836
1140120_tre_liljor,2002,1820
1140120_tre_liljor,2003,1854
1140120_tre_liljor,2004,1872
1140120_tre_liljor,2005,1933
1140120_tre_liljor,2006,1936
1140120_tre_liljor,2007,1958
1140120_tre_liljor,2008,1975
1140120_tre_liljor,2009,1998
1140120_tre_liljor,2010,2045
1140120_tre_liljor,2011,2053
1140120_tre_liljor,2012,2109
1140120_tre_liljor,2013,2120
1140120_tre_liljor,2014,2125
1140130_matteus_kyrka,2000,1467
1140130_matteus_kyrka,2001,1485
1140130_matteus_kyrka,2002,1519
1140130_matteus_kyrka,2003,1531
1140130_matteus_kyrka,2004,1553
1140130_matteus_kyrka,2005,1547
1140130_matteus_kyrka,2006,1534
1140130_matteus_kyrka,2007,1507
1140130_matteus_kyrka,2008,1535
1140130_matteus_kyrka,2009,1538
1140130_matteus_kyrka,2010,1581
1140130_matteus_kyrka,2011,1592
1140130_matteus_kyrka,2012,1605
1140130_matteus_kyrka,2013,1582
1140130_matteus_kyrka,2014,1615
1140140_halsingehojden,2000,1545
1140140_halsingehojden,2001,1577
1140140_halsingehojden,2002,1560
1140140_halsingehojden,2003,1586
1140140_halsingehojden,2004,1646
1140140_halsingehojden,2005,1603
1140140_halsingehojden,2006,1629
1140140_halsingehojden,2007,1610
1140140_halsingehojden,2008,1668
1140140_halsingehojden,2009,1657
1140140_halsingehojden,2010,1655
1140140_halsingehojden,2011,1671
1140140_halsingehojden,2012,1712
1140140_halsingehojden,2013,1735
1140140_halsingehojden,2014,1724
1140150_centralgaraget,2000,728
1140150_centralgaraget,2001,729
1140150_centralgaraget,2002,737
1140150_centralgaraget,2003,735
1140150_centralgaraget,2004,762
1140150_centralgaraget,2005,784
1140150_centralgaraget,2006,789
1140150_centralgaraget,2007,821
1140150_centralgaraget,2008,850
1140150_centralgaraget,2009,890
1140150_centralgaraget,2010,929
1140150_centralgaraget,2011,936
1140150_centralgaraget,2012,941
1140150_centralgaraget,2013,975
1140150_centralgaraget,2014,979
1140210_okand,2000,158
1140210_okand,2001,154
1140210_okand,2002,157
1140210_okand,2003,162
1140210_okand,2004,169
1140210_okand,2005,173
1140210_okand,2006,164
1140210_okand,2007,171
1140210_okand,2008,183
1140210_okand,2009,198
1140220_birkagarden,2000,802
1140220_birkagarden,2001,800
1140220_birkagarden,2002,799
1140220_birkagarden,2003,792
1140220_birkagarden,2004,787
1140220_birkagarden,2005,794
1140220_birkagarden,2006,786
1140220_birkagarden,2007,771
1140220_birkagarden,2008,807
1140220_birkagarden,2009,810
1140220_birkagarden,2010,825
1140220_birkagarden,2011,845
1140220_birkagarden,2012,840
1140220_birkagarden,2013,870
1140220_birkagarden,2014,886
1140230_rorstrand,2000,3231
1140230_rorstrand,2001,3281
1140230_rorstrand,2002,3316
1140230_rorstrand,2003,3340
1140230_rorstrand,2004,3311
1140230_rorstrand,2005,3320
1140230_rorstrand,2006,3295
1140230_rorstrand,2007,3251
1140230_rorstrand,2008,3360
1140230_rorstrand,2009,3395
1140230_rorstrand,2010,3406
1140230_rorstrand,2011,3459
1140230_rorstrand,2012,3496
1140230_rorstrand,2013,3504
1140230_rorstrand,2014,3511
1140240_rodaberget,2000,1560
1140240_rodaberget,2001,1587
1140240_rodaberget,2002,1603
1140240_rodaberget,2003,1620
1140240_rodaberget,2004,1632
1140240_rodaberget,2005,1643
1140240_rodaberget,2006,1659
1140240_rodaberget,2007,1678
1140240_rodaberget,2008,1719
1140240_rodaberget,2009,1685
1140240_rodaberget,2010,1744
1140240_rodaberget,2011,1740
1140240_rodaberget,2012,1765
1140240_rodaberget,2013,1764
1140240_rodaberget,2014,1793
1140250_s_t_eriksplan,2000,983
1140250_s_t_eriksplan,2001,1020
1140250_s_t_eriksplan,2002,996
1140250_s_t_eriksplan,2003,988
1140250_s_t_eriksplan,2004,981
1140250_s_t_eriksplan,2005,994
1140250_s_t_eriksplan,2006,981
1140250_s_t_eriksplan,2007,991
1140250_s_t_eriksplan,2008,999
1140250_s_t_eriksplan,2009,1053
1140250_s_t_eriksplan,2010,1056
1140250_s_t_eriksplan,2011,1056
1140250_s_t_eriksplan,2012,1062
1140250_s_t_eriksplan,2013,1057
1140250_s_t_eriksplan,2014,1048
1210110_roslagstull,2000,1280
1210110_roslagstull,2001,1298
1210110_roslagstull,2002,1317
1210110_roslagstull,2003,1329
1210110_roslagstull,2004,1323
1210110_roslagstull,2005,1335
1210110_roslagstull,2006,1305
1210110_roslagstull,2007,1326
1210110_roslagstull,2008,1301
1210110_roslagstull,2009,1403
1210110_roslagstull,2010,1462
1210110_roslagstull,2011,1489
1210110_roslagstull,2012,1474
1210110_roslagstull,2013,1420
1210110_roslagstull,2014,1431
1210120_larkstaden,2000,1113
1210120_larkstaden,2001,1062
1210120_larkstaden,2002,1053
1210120_larkstaden,2003,1055
1210120_larkstaden,2004,1040
1210120_larkstaden,2005,1064
1210120_larkstaden,2006,1056
1210120_larkstaden,2007,1021
1210120_larkstaden,2008,1024
1210120_larkstaden,2009,1076
1210120_larkstaden,2010,1126
1210120_larkstaden,2011,1119
1210120_larkstaden,2012,1138
1210120_larkstaden,2013,1147
1210120_larkstaden,2014,1132
1210131_danderydsplan_v,2000,608
1210131_danderydsplan_v,2001,591
1210131_danderydsplan_v,2002,603
1210131_danderydsplan_v,2003,634
1210131_danderydsplan_v,2004,635
1210131_danderydsplan_v,2005,643
1210131_danderydsplan_v,2006,622
1210131_danderydsplan_v,2007,611
1210131_danderydsplan_v,2008,638
1210131_danderydsplan_v,2009,643
1210131_danderydsplan_v,2010,654
1210131_danderydsplan_v,2011,658
1210131_danderydsplan_v,2012,670
1210131_danderydsplan_v,2013,704
1210131_danderydsplan_v,2014,784
1210132_danderydsplan_o,2000,492
1210132_danderydsplan_o,2001,518
1210132_danderydsplan_o,2002,541
1210132_danderydsplan_o,2003,541
1210132_danderydsplan_o,2004,558
1210132_danderydsplan_o,2005,532
1210132_danderydsplan_o,2006,540
1210132_danderydsplan_o,2007,548
1210132_danderydsplan_o,2008,562
1210132_danderydsplan_o,2009,573
1210132_danderydsplan_o,2010,570
1210132_danderydsplan_o,2011,604
1210132_danderydsplan_o,2012,593
1210132_danderydsplan_o,2013,600
1210132_danderydsplan_o,2014,613
1210140_eriksberg,2000,710
1210140_eriksberg,2001,710
1210140_eriksberg,2002,750
1210140_eriksberg,2003,744
1210140_eriksberg,2004,729
1210140_eriksberg,2005,730
1210140_eriksberg,2006,746
1210140_eriksberg,2007,736
1210140_eriksberg,2008,774
1210140_eriksberg,2009,808
1210140_eriksberg,2010,806
1210140_eriksberg,2011,796
1210140_eriksberg,2012,804
1210140_eriksberg,2013,805
1210140_eriksberg,2014,799
1210151_stureplan_o,2000,64
1210151_stureplan_o,2001,67
1210151_stureplan_o,2002,61
1210151_stureplan_o,2003,62
1210151_stureplan_o,2004,71
1210151_stureplan_o,2005,66
1210151_stureplan_o,2006,64
1210151_stureplan_o,2007,73
1210151_stureplan_o,2008,77
1210151_stureplan_o,2009,84
1210151_stureplan_o,2010,60
1210151_stureplan_o,2011,63
1210151_stureplan_o,2012,67
1210151_stureplan_o,2013,56
1210151_stureplan_o,2014,58
1210161_humlegarden_o,2000,295
1210161_humlegarden_o,2001,289
1210161_humlegarden_o,2002,287
1210161_humlegarden_o,2003,279
1210161_humlegarden_o,2004,288
1210161_humlegarden_o,2005,310
1210161_humlegarden_o,2006,288
1210161_humlegarden_o,2007,288
1210161_humlegarden_o,2008,293
1210161_humlegarden_o,2009,313
1210161_humlegarden_o,2010,325
1210161_humlegarden_o,2011,316
1210161_humlegarden_o,2012,318
1210161_humlegarden_o,2013,353
1210161_humlegarden_o,2014,361
1210171_stureparken_o,2000,321
1210171_stureparken_o,2001,315
1210171_stureparken_o,2002,318
1210171_stureparken_o,2003,301
1210171_stureparken_o,2004,309
1210171_stureparken_o,2005,308
1210171_stureparken_o,2006,311
1210171_stureparken_o,2007,322
1210171_stureparken_o,2008,325
1210171_stureparken_o,2009,354
1210171_stureparken_o,2010,368
1210171_stureparken_o,2011,370
1210171_stureparken_o,2012,374
1210171_stureparken_o,2013,364
1210171_stureparken_o,2014,377
1210172_stureparken_v,2000,304
1210172_stureparken_v,2001,294
1210172_stureparken_v,2002,282
1210172_stureparken_v,2003,266
1210172_stureparken_v,2004,283
1210172_stureparken_v,2005,283
1210172_stureparken_v,2006,284
1210172_stureparken_v,2007,277
1210172_stureparken_v,2008,278
1210172_stureparken_v,2009,291
1210172_stureparken_v,2010,313
1210172_stureparken_v,2011,326
1210172_stureparken_v,2012,320
1210172_stureparken_v,2013,328
1210172_stureparken_v,2014,338
1210210_roslagstulls_sjukhus,2000,823
1210210_roslagstulls_sjukhus,2001,810
1210210_roslagstulls_sjukhus,2002,803
1210210_roslagstulls_sjukhus,2003,794
1210210_roslagstulls_sjukhus,2004,753
1210210_roslagstulls_sjukhus,2005,763
1210210_roslagstulls_sjukhus,2006,822
1210210_roslagstulls_sjukhus,2007,837
1210210_roslagstulls_sjukhus,2008,857
1210210_roslagstulls_sjukhus,2009,870
1210210_roslagstulls_sjukhus,2010,880
1210210_roslagstulls_sjukhus,2011,890
1210210_roslagstulls_sjukhus,2012,895
1210210_roslagstulls_sjukhus,2013,905
1210210_roslagstulls_sjukhus,2014,981
1210220_ostra_station,2000,911
1210220_ostra_station,2001,894
1210220_ostra_station,2002,870
1210220_ostra_station,2003,867
1210220_ostra_station,2004,884
1210220_ostra_station,2005,894
1210220_ostra_station,2006,902
1210220_ostra_station,2007,839
1210220_ostra_station,2008,875
1210220_ostra_station,2009,911
1210220_ostra_station,2010,949
1210220_ostra_station,2011,945
1210220_ostra_station,2012,986
1210220_ostra_station,2013,1022
1210220_ostra_station,2014,1001
1210320_ekhagen,2000,1713
1210320_ekhagen,2001,1728
1210320_ekhagen,2002,1727
1210320_ekhagen,2003,1732
1210320_ekhagen,2004,1704
1210320_ekhagen,2005,1705
1210320_ekhagen,2006,1762
1210320_ekhagen,2007,1560
1210320_ekhagen,2008,1665
1210320_ekhagen,2009,1821
1210320_ekhagen,2010,2050
1210320_ekhagen,2011,2100
1210320_ekhagen,2012,2030
1210320_ekhagen,2013,2063
1210320_ekhagen,2014,2016
1210330_frescati,2000,103
1210330_frescati,2001,104
1210330_frescati,2002,103
1210330_frescati,2003,96
1210330_frescati,2004,92
1210330_frescati,2005,83
1210330_frescati,2006,85
1210330_frescati,2007,88
1210330_frescati,2008,87
1210330_frescati,2009,90
1210330_frescati,2010,92
1210330_frescati,2011,89
1210330_frescati,2012,92
1210330_frescati,2013,34
1210330_frescati,2014,38
1210410_centrala_hjorthagen,2000,1013
1210410_centrala_hjorthagen,2001,1039
1210410_centrala_hjorthagen,2002,1049
1210410_centrala_hjorthagen,2003,1054
1210410_centrala_hjorthagen,2004,1037
1210410_centrala_hjorthagen,2005,1035
1210410_centrala_hjorthagen,2006,1039
1210410_centrala_hjorthagen,2007,1046
1210410_centrala_hjorthagen,2008,1058
1210410_centrala_hjorthagen,2009,1038
1210410_centrala_hjorthagen,2010,1051
1210410_centrala_hjorthagen,2011,1044
1210410_centrala_hjorthagen,2012,1065
1210410_centrala_hjorthagen,2013,1080
1210410_centrala_hjorthagen,2014,1115
1220110_ostermalmshallen,2000,168
1220110_ostermalmshallen,2001,171
1220110_ostermalmshallen,2002,158
1220110_ostermalmshallen,2003,156
1220110_ostermalmshallen,2004,160
1220110_ostermalmshallen,2005,164
1220110_ostermalmshallen,2006,155
1220110_ostermalmshallen,2007,146
1220110_ostermalmshallen,2008,154
1220110_ostermalmshallen,2009,149
1220110_ostermalmshallen,2010,153
1220110_ostermalmshallen,2011,147
1220110_ostermalmshallen,2012,151
1220110_ostermalmshallen,2013,136
1220110_ostermalmshallen,2014,171
1220120_dramatiska_teatern,2000,249
1220120_dramatiska_teatern,2001,260
1220120_dramatiska_teatern,2002,255
1220120_dramatiska_teatern,2003,245
1220120_dramatiska_teatern,2004,249
1220120_dramatiska_teatern,2005,242
1220120_dramatiska_teatern,2006,243
1220120_dramatiska_teatern,2007,258
1220120_dramatiska_teatern,2008,259
1220120_dramatiska_teatern,2009,270
1220120_dramatiska_teatern,2010,245
1220120_dramatiska_teatern,2011,250
1220120_dramatiska_teatern,2012,253
1220120_dramatiska_teatern,2013,257
1220120_dramatiska_teatern,2014,256
1220130_ostermalmstorg,2000,1183
1220130_ostermalmstorg,2001,1179
1220130_ostermalmstorg,2002,1205
1220130_ostermalmstorg,2003,1214
1220130_ostermalmstorg,2004,1202
1220130_ostermalmstorg,2005,1240
1220130_ostermalmstorg,2006,1231
1220130_ostermalmstorg,2007,1207
1220130_ostermalmstorg,2008,1241
1220130_ostermalmstorg,2009,1273
1220130_ostermalmstorg,2010,1296
1220130_ostermalmstorg,2011,1298
1220130_ostermalmstorg,2012,1299
1220130_ostermalmstorg,2013,1322
1220130_ostermalmstorg,2014,1366
1220140_skvalberget,2000,238
1220140_skvalberget,2001,232
1220140_skvalberget,2002,229
1220140_skvalberget,2003,228
1220140_skvalberget,2004,219
1220140_skvalberget,2005,221
1220140_skvalberget,2006,221
1220140_skvalberget,2007,210
1220140_skvalberget,2008,220
1220140_skvalberget,2009,220
1220140_skvalberget,2010,234
1220140_skvalberget,2011,220
1220140_skvalberget,2012,227
1220140_skvalberget,2013,226
1220140_skvalberget,2014,219
1220150_tyskbagaromradet,2000,1755
1220150_tyskbagaromradet,2001,1785
1220150_tyskbagaromradet,2002,1784
1220150_tyskbagaromradet,2003,1780
1220150_tyskbagaromradet,2004,1781
1220150_tyskbagaromradet,2005,1806
1220150_tyskbagaromradet,2006,1804
1220150_tyskbagaromradet,2007,1837
1220150_tyskbagaromradet,2008,1850
1220150_tyskbagaromradet,2009,1891
1220150_tyskbagaromradet,2010,1873
1220150_tyskbagaromradet,2011,1897
1220150_tyskbagaromradet,2012,1914
1220150_tyskbagaromradet,2013,1945
1220150_tyskbagaromradet,2014,1913
1220160_hedvig_eleonora_kyrka,2000,522
1220160_hedvig_eleonora_kyrka,2001,498
1220160_hedvig_eleonora_kyrka,2002,504
1220160_hedvig_eleonora_kyrka,2003,504
1220160_hedvig_eleonora_kyrka,2004,514
1220160_hedvig_eleonora_kyrka,2005,512
1220160_hedvig_eleonora_kyrka,2006,507
1220160_hedvig_eleonora_kyrka,2007,495
1220160_hedvig_eleonora_kyrka,2008,517
1220160_hedvig_eleonora_kyrka,2009,518
1220160_hedvig_eleonora_kyrka,2010,546
1220160_hedvig_eleonora_kyrka,2011,530
1220160_hedvig_eleonora_kyrka,2012,522
1220160_hedvig_eleonora_kyrka,2013,522
1220160_hedvig_eleonora_kyrka,2014,534
1220170_kronkvarnen,2000,771
1220170_kronkvarnen,2001,775
1220170_kronkvarnen,2002,787
1220170_kronkvarnen,2003,774
1220170_kronkvarnen,2004,775
1220170_kronkvarnen,2005,789
1220170_kronkvarnen,2006,783
1220170_kronkvarnen,2007,794
1220170_kronkvarnen,2008,811
1220170_kronkvarnen,2009,840
1220170_kronkvarnen,2010,831
1220170_kronkvarnen,2011,827
1220170_kronkvarnen,2012,829
1220170_kronkvarnen,2013,841
1220170_kronkvarnen,2014,842
1230110_karlaplan,2000,572
1230110_karlaplan,2001,572
1230110_karlaplan,2002,564
1230110_karlaplan,2003,568
1230110_karlaplan,2004,568
1230110_karlaplan,2005,583
1230110_karlaplan,2006,567
1230110_karlaplan,2007,567
1230110_karlaplan,2008,571
1230110_karlaplan,2009,571
1230110_karlaplan,2010,581
1230110_karlaplan,2011,600
1230110_karlaplan,2012,606
1230110_karlaplan,2013,598
1230110_karlaplan,2014,613
1230120_historiska_museet,2000,1253
1230120_historiska_museet,2001,1267
1230120_historiska_museet,2002,1271
1230120_historiska_museet,2003,1298
1230120_historiska_museet,2004,1293
1230120_historiska_museet,2005,1268
1230120_historiska_museet,2006,1279
1230120_historiska_museet,2007,1272
1230120_historiska_museet,2008,1253
1230120_historiska_museet,2009,1300
1230120_historiska_museet,2010,1287
1230120_historiska_museet,2011,1281
1230120_historiska_museet,2012,1313
1230120_historiska_museet,2013,1333
1230120_historiska_museet,2014,1336
1230130_strandvagen,2000,2246
1230130_strandvagen,2001,2234
1230130_strandvagen,2002,2219
1230130_strandvagen,2003,2282
1230130_strandvagen,2004,2257
1230130_strandvagen,2005,2233
1230130_strandvagen,2006,2187
1230130_strandvagen,2007,2185
1230130_strandvagen,2008,2194
1230130_strandvagen,2009,2219
1230130_strandvagen,2010,2195
1230130_strandvagen,2011,2182
1230130_strandvagen,2012,2136
1230130_strandvagen,2013,2205
1230130_strandvagen,2014,2173
1230140_oscarskyrkan,2000,1086
1230140_oscarskyrkan,2001,1082
1230140_oscarskyrkan,2002,1068
1230140_oscarskyrkan,2003,1049
1230140_oscarskyrkan,2004,1074
1230140_oscarskyrkan,2005,1068
1230140_oscarskyrkan,2006,1084
1230140_oscarskyrkan,2007,1091
1230140_oscarskyrkan,2008,1117
1230140_oscarskyrkan,2009,1136
1230140_oscarskyrkan,2010,1163
1230140_oscarskyrkan,2011,1159
1230140_oscarskyrkan,2012,1153
1230140_oscarskyrkan,2013,1167
1230140_oscarskyrkan,2014,1152
1230161_gustav_adolfskyrkan_v,2000,1157
1230161_gustav_adolfskyrkan_v,2001,1175
1230161_gustav_adolfskyrkan_v,2002,1163
1230161_gustav_adolfskyrkan_v,2003,1174
1230161_gustav_adolfskyrkan_v,2004,1146
1230161_gustav_adolfskyrkan_v,2005,1130
1230161_gustav_adolfskyrkan_v,2006,1129
1230161_gustav_adolfskyrkan_v,2007,1129
1230161_gustav_adolfskyrkan_v,2008,1124
1230161_gustav_adolfskyrkan_v,2009,1155
1230161_gustav_adolfskyrkan_v,2010,1156
1230161_gustav_adolfskyrkan_v,2011,1167
1230161_gustav_adolfskyrkan_v,2012,1178
1230161_gustav_adolfskyrkan_v,2013,1231
1230161_gustav_adolfskyrkan_v,2014,1266
1230162_gustav_adolfskyrkan_o,2000,883
1230162_gustav_adolfskyrkan_o,2001,859
1230162_gustav_adolfskyrkan_o,2002,847
1230162_gustav_adolfskyrkan_o,2003,843
1230162_gustav_adolfskyrkan_o,2004,874
1230162_gustav_adolfskyrkan_o,2005,880
1230162_gustav_adolfskyrkan_o,2006,885
1230162_gustav_adolfskyrkan_o,2007,911
1230162_gustav_adolfskyrkan_o,2008,931
1230162_gustav_adolfskyrkan_o,2009,942
1230162_gustav_adolfskyrkan_o,2010,962
1230162_gustav_adolfskyrkan_o,2011,983
1230162_gustav_adolfskyrkan_o,2012,1017
1230162_gustav_adolfskyrkan_o,2013,1056
1230162_gustav_adolfskyrkan_o,2014,1026
1230210_djurgardsstaden,2000,170
1230210_djurgardsstaden,2001,182
1230210_djurgardsstaden,2002,193
1230210_djurgardsstaden,2003,194
1230210_djurgardsstaden,2004,196
1230210_djurgardsstaden,2005,200
1230210_djurgardsstaden,2006,199
1230210_djurgardsstaden,2007,184
1230210_djurgardsstaden,2008,202
1230210_djurgardsstaden,2009,196
1230210_djurgardsstaden,2010,203
1230210_djurgardsstaden,2011,212
1230210_djurgardsstaden,2012,206
1230210_djurgardsstaden,2013,219
1230210_djurgardsstaden,2014,210
1230220_sodra_djurgarden,2000,193
1230220_sodra_djurgarden,2001,189
1230220_sodra_djurgarden,2002,188
1230220_sodra_djurgarden,2003,197
1230220_sodra_djurgarden,2004,205
1230220_sodra_djurgarden,2005,199
1230220_sodra_djurgarden,2006,184
1230220_sodra_djurgarden,2007,195
1230220_sodra_djurgarden,2008,182
1230220_sodra_djurgarden,2009,179
1230220_sodra_djurgarden,2010,176
1230220_sodra_djurgarden,2011,180
1230220_sodra_djurgarden,2012,183
1230220_sodra_djurgarden,2013,186
1230220_sodra_djurgarden,2014,193
1230300_hastgardet,2000,752
1230300_hastgardet,2001,753
1230300_hastgardet,2002,723
1230300_hastgardet,2003,692
1230300_hastgardet,2004,685
1230300_hastgardet,2005,706
1230300_hastgardet,2006,705
1230300_hastgardet,2007,761
1230300_hastgardet,2008,909
1230300_hastgardet,2009,927
1230300_hastgardet,2010,933
1230300_hastgardet,2011,965
1230300_hastgardet,2012,959
1230300_hastgardet,2013,952
1230300_hastgardet,2014,941
1230310_olaus_petri_kyrka,2000,1570
1230310_olaus_petri_kyrka,2001,1605
1230310_olaus_petri_kyrka,2002,1583
1230310_olaus_petri_kyrka,2003,1573
1230310_olaus_petri_kyrka,2004,1523
1230310_olaus_petri_kyrka,2005,1544
1230310_olaus_petri_kyrka,2006,1542
1230310_olaus_petri_kyrka,2007,1576
1230310_olaus_petri_kyrka,2008,1628
1230310_olaus_petri_kyrka,2009,1676
1230310_olaus_petri_kyrka,2010,1735
1230310_olaus_petri_kyrka,2011,1710
1230310_olaus_petri_kyrka,2012,1755
1230310_olaus_petri_kyrka,2013,1779
1230310_olaus_petri_kyrka,2014,1791
1230320_tessinparken,2000,1515
1230320_tessinparken,2001,1556
1230320_tessinparken,2002,1551
1230320_tessinparken,2003,1565
1230320_tessinparken,2004,1614
1230320_tessinparken,2005,1611
1230320_tessinparken,2006,1611
1230320_tessinparken,2007,1662
1230320_tessinparken,2008,1691
1230320_tessinparken,2009,1722
1230320_tessinparken,2010,1710
1230320_tessinparken,2011,1710
1230320_tessinparken,2012,1759
1230320_tessinparken,2013,1779
1230320_tessinparken,2014,1789
1230330_smedsbacken,2000,2189
1230330_smedsbacken,2001,2177
1230330_smedsbacken,2002,2141
1230330_smedsbacken,2003,2221
1230330_smedsbacken,2004,2229
1230330_smedsbacken,2005,2203
1230330_smedsbacken,2006,2236
1230330_smedsbacken,2007,2294
1230330_smedsbacken,2008,2364
1230330_smedsbacken,2009,2489
1230330_smedsbacken,2010,2555
1230330_smedsbacken,2011,2612
1230330_smedsbacken,2012,2607
1230330_smedsbacken,2013,2662
1230330_smedsbacken,2014,2691
1230350_kampementsbacken,2000,712
1230350_kampementsbacken,2001,707
1230350_kampementsbacken,2002,693
1230350_kampementsbacken,2003,682
1230350_kampementsbacken,2004,660
1230350_kampementsbacken,2005,657
1230350_kampementsbacken,2006,660
1230350_kampementsbacken,2007,766
1230350_kampementsbacken,2008,769
1230350_kampementsbacken,2009,796
