basomrade,year,cumulative_immigration_surplus
2211130_angbyhojden,2000,-3
2211130_angbyhojden,2001,-4
2211130_angbyhojden,2002,-33
2211130_angbyhojden,2003,-13
2211130_angbyhojden,2004,-28
2211130_angbyhojden,2005,-40
2211130_angbyhojden,2006,-33
2211130_angbyhojden,2007,-37
2211130_angbyhojden,2008,-43
2211130_angbyhojden,2009,-47
2211130_angbyhojden,2010,-49
2211130_angbyhojden,2011,-65
2211130_angbyhojden,2012,-63
2211130_angbyhojden,2013,-62
2211130_angbyhojden,2014,-50
2211220_johannesfred,2000,-3
2211220_johannesfred,2001,-41
2211220_johannesfred,2002,-89
2211220_johannesfred,2003,-108
2211220_johannesfred,2004,-144
2211220_johannesfred,2005,-174
2211220_johannesfred,2006,-204
2211220_johannesfred,2007,-248
2211220_johannesfred,2008,-310
2211220_johannesfred,2009,-332
2211220_johannesfred,2010,-358
2211220_johannesfred,2011,-363
2211220_johannesfred,2012,-339
2211220_johannesfred,2013,-354
2211220_johannesfred,2014,-372
2211300_akeshov,2000,4
2211300_akeshov,2001,7
2211300_akeshov,2002,23
2211300_akeshov,2003,20
2211300_akeshov,2004,4
2211300_akeshov,2005,-17
2211300_akeshov,2006,-9
2211300_akeshov,2007,-19
2211300_akeshov,2008,-16
2211300_akeshov,2009,-36
2211300_akeshov,2010,-39
2211300_akeshov,2011,-33
2211300_akeshov,2012,-38
2211300_akeshov,2013,-55
2211300_akeshov,2014,-78
2211420_ostra_akeslund,2000,-12
2211420_ostra_akeslund,2001,-33
2211420_ostra_akeslund,2002,-87
2211420_ostra_akeslund,2003,-164
2211420_ostra_akeslund,2004,-109
2211420_ostra_akeslund,2005,-74
2211420_ostra_akeslund,2006,-38
2211420_ostra_akeslund,2007,-55
2211420_ostra_akeslund,2008,35
2211420_ostra_akeslund,2009,159
2211420_ostra_akeslund,2010,177
2211420_ostra_akeslund,2011,178
2211420_ostra_akeslund,2012,153
2211420_ostra_akeslund,2013,117
2211420_ostra_akeslund,2014,124
2211460_vastra_akeslund,2000,-3
2211460_vastra_akeslund,2001,-14
2211460_vastra_akeslund,2002,-17
2211460_vastra_akeslund,2003,-24
2211460_vastra_akeslund,2004,-38
2211460_vastra_akeslund,2005,-45
2211460_vastra_akeslund,2006,-41
2211460_vastra_akeslund,2007,-48
2211460_vastra_akeslund,2008,-34
2211460_vastra_akeslund,2009,-31
2211460_vastra_akeslund,2010,-7
2211460_vastra_akeslund,2011,5
2211460_vastra_akeslund,2012,25
2211460_vastra_akeslund,2013,54
2211460_vastra_akeslund,2014,52
2220100_alvik,2000,-76
2220100_alvik,2001,-89
2220100_alvik,2002,-108
2220100_alvik,2003,-77
2220100_alvik,2004,-81
2220100_alvik,2005,-102
2220100_alvik,2006,-76
2220100_alvik,2007,-57
2220100_alvik,2008,-59
2220100_alvik,2009,-86
2220100_alvik,2010,-76
2220100_alvik,2011,-74
2220100_alvik,2012,-86
2220100_alvik,2013,-103
2220100_alvik,2014,45
2220200_hoglandet,2000,9
2220200_hoglandet,2001,18
2220200_hoglandet,2002,-10
2220200_hoglandet,2003,-18
2220200_hoglandet,2004,15
2220200_hoglandet,2005,12
2220200_hoglandet,2006,29
2220200_hoglandet,2007,25
2220200_hoglandet,2008,32
2220200_hoglandet,2009,25
2220200_hoglandet,2010,7
2220200_hoglandet,2011,-12
2220200_hoglandet,2012,-9
2220200_hoglandet,2013,-18
2220200_hoglandet,2014,-55
2220300_nockeby,2000,44
2220300_nockeby,2001,39
2220300_nockeby,2002,37
2220300_nockeby,2003,16
2220300_nockeby,2004,31
2220300_nockeby,2005,50
2220300_nockeby,2006,12
2220300_nockeby,2007,27
2220300_nockeby,2008,-34
2220300_nockeby,2009,1
2220300_nockeby,2010,-20
2220300_nockeby,2011,-14
2220300_nockeby,2012,-55
2220300_nockeby,2013,-48
2220300_nockeby,2014,-46
2220400_nockebyhov,2000,64
2220400_nockebyhov,2001,77
2220400_nockebyhov,2002,139
2220400_nockebyhov,2003,188
2220400_nockebyhov,2004,190
2220400_nockebyhov,2005,299
2220400_nockebyhov,2006,344
2220400_nockebyhov,2007,396
2220400_nockebyhov,2008,374
2220400_nockebyhov,2009,481
2220400_nockebyhov,2010,521
2220400_nockebyhov,2011,546
2220400_nockebyhov,2012,631
2220400_nockebyhov,2013,626
2220400_nockebyhov,2014,592
2220500_olovslund,2000,9
2220500_olovslund,2001,-6
2220500_olovslund,2002,-3
2220500_olovslund,2003,-11
2220500_olovslund,2004,-7
2220500_olovslund,2005,-3
2220500_olovslund,2006,1
2220500_olovslund,2007,-15
2220500_olovslund,2008,-21
2220500_olovslund,2009,-18
2220500_olovslund,2010,-20
2220500_olovslund,2011,-21
2220500_olovslund,2012,-29
2220500_olovslund,2013,-20
2220500_olovslund,2014,-32
2220600_smedslatten,2000,-7
2220600_smedslatten,2001,-55
2220600_smedslatten,2002,-53
2220600_smedslatten,2003,-47
2220600_smedslatten,2004,-55
2220600_smedslatten,2005,-27
2220600_smedslatten,2006,-26
2220600_smedslatten,2007,-46
2220600_smedslatten,2008,14
2220600_smedslatten,2009,-23
2220600_smedslatten,2010,-45
2220600_smedslatten,2011,-72
2220600_smedslatten,2012,-67
2220600_smedslatten,2013,-62
2220600_smedslatten,2014,-83
2220700_stora_mossen,2000,9
2220700_stora_mossen,2001,7
2220700_stora_mossen,2002,6
2220700_stora_mossen,2003,76
2220700_stora_mossen,2004,247
2220700_stora_mossen,2005,303
2220700_stora_mossen,2006,298
2220700_stora_mossen,2007,277
2220700_stora_mossen,2008,260
2220700_stora_mossen,2009,243
2220700_stora_mossen,2010,239
2220700_stora_mossen,2011,228
2220700_stora_mossen,2012,230
2220700_stora_mossen,2013,185
2220700_stora_mossen,2014,202
2220820_sodra_traneberg,2000,-49
2220820_sodra_traneberg,2001,15
2220820_sodra_traneberg,2002,46
2220820_sodra_traneberg,2003,33
2220820_sodra_traneberg,2004,38
2220820_sodra_traneberg,2005,13
2220820_sodra_traneberg,2006,-18
2220820_sodra_traneberg,2007,-50
2220820_sodra_traneberg,2008,-13
2220820_sodra_traneberg,2009,-29
2220820_sodra_traneberg,2010,-53
2220820_sodra_traneberg,2011,-71
2220820_sodra_traneberg,2012,-79
2220820_sodra_traneberg,2013,-46
2220820_sodra_traneberg,2014,-19
2220830_norra_traneberg,2000,-20
2220830_norra_traneberg,2001,-68
2220830_norra_traneberg,2002,-61
2220830_norra_traneberg,2003,-102
2220830_norra_traneberg,2004,-107
2220830_norra_traneberg,2005,-88
2220830_norra_traneberg,2006,-110
2220830_norra_traneberg,2007,-110
2220830_norra_traneberg,2008,-158
2220830_norra_traneberg,2009,-171
2220830_norra_traneberg,2010,-149
2220830_norra_traneberg,2011,-149
2220830_norra_traneberg,2012,-187
2220830_norra_traneberg,2013,-215
2220830_norra_traneberg,2014,-240
2220840_minneberg,2000,-16
2220840_minneberg,2001,-29
2220840_minneberg,2002,-50
2220840_minneberg,2003,-70
2220840_minneberg,2004,-109
2220840_minneberg,2005,-81
2220840_minneberg,2006,-130
2220840_minneberg,2007,-136
2220840_minneberg,2008,-118
2220840_minneberg,2009,-145
2220840_minneberg,2010,-155
2220840_minneberg,2011,-185
2220840_minneberg,2012,-179
2220840_minneberg,2013,-205
2220840_minneberg,2014,-173
2220900_ulvsunda,2000,-9
2220900_ulvsunda,2001,-14
2220900_ulvsunda,2002,-45
2220900_ulvsunda,2003,-76
2220900_ulvsunda,2004,-111
2220900_ulvsunda,2005,-146
2220900_ulvsunda,2006,-179
2220900_ulvsunda,2007,-182
2220900_ulvsunda,2008,-211
2220900_ulvsunda,2009,-269
2220900_ulvsunda,2010,-301
2220900_ulvsunda,2011,-274
2220900_ulvsunda,2012,-296
2220900_ulvsunda,2013,-323
2220900_ulvsunda,2014,-248
2221000_alsten,2000,-41
2221000_alsten,2001,-38
2221000_alsten,2002,-88
2221000_alsten,2003,-115
2221000_alsten,2004,-191
2221000_alsten,2005,-133
2221000_alsten,2006,-177
2221000_alsten,2007,-133
2221000_alsten,2008,-126
2221000_alsten,2009,-142
2221000_alsten,2010,-138
2221000_alsten,2011,-193
2221000_alsten,2012,-231
2221000_alsten,2013,-233
2221000_alsten,2014,-259
2221100_appelviken,2000,-17
2221100_appelviken,2001,4
2221100_appelviken,2002,-36
2221100_appelviken,2003,-53
2221100_appelviken,2004,-62
2221100_appelviken,2005,-44
2221100_appelviken,2006,-76
2221100_appelviken,2007,-80
2221100_appelviken,2008,-101
2221100_appelviken,2009,-84
2221100_appelviken,2010,-106
2221100_appelviken,2011,-110
2221100_appelviken,2012,-119
2221100_appelviken,2013,-119
2221100_appelviken,2014,-156
2230100_grimsta,2000,-48
2230100_grimsta,2001,118
2230100_grimsta,2002,220
2230100_grimsta,2003,220
2230100_grimsta,2004,233
2230100_grimsta,2005,268
2230100_grimsta,2006,310
2230100_grimsta,2007,441
2230100_grimsta,2008,344
2230100_grimsta,2009,257
2230100_grimsta,2010,250
2230100_grimsta,2011,234
2230100_grimsta,2012,146
2230100_grimsta,2013,121
2230100_grimsta,2014,39
2230200_kalvesta,2000,-69
2230200_kalvesta,2001,-162
2230200_kalvesta,2002,-218
2230200_kalvesta,2003,-264
2230200_kalvesta,2004,-303
2230200_kalvesta,2005,-271
2230200_kalvesta,2006,-279
2230200_kalvesta,2007,-320
2230200_kalvesta,2008,-317
2230200_kalvesta,2009,-381
2230200_kalvesta,2010,-405
2230200_kalvesta,2011,-456
2230200_kalvesta,2012,-485
2230200_kalvesta,2013,-525
2230200_kalvesta,2014,-573
2230300_nalsta,2000,-28
2230300_nalsta,2001,-54
2230300_nalsta,2002,-53
2230300_nalsta,2003,-88
2230300_nalsta,2004,-115
2230300_nalsta,2005,-118
2230300_nalsta,2006,-48
2230300_nalsta,2007,-74
2230300_nalsta,2008,-92
2230300_nalsta,2009,-105
2230300_nalsta,2010,-132
2230300_nalsta,2011,-143
2230300_nalsta,2012,-134
2230300_nalsta,2013,-193
2230300_nalsta,2014,-211
2230420_vastra_racksta,2000,-13
2230420_vastra_racksta,2001,-85
2230420_vastra_racksta,2002,-58
2230420_vastra_racksta,2003,-113
2230420_vastra_racksta,2004,-175
2230420_vastra_racksta,2005,-196
2230420_vastra_racksta,2006,-260
2230420_vastra_racksta,2007,-154
2230420_vastra_racksta,2008,58
2230420_vastra_racksta,2009,224
2230420_vastra_racksta,2010,456
2230420_vastra_racksta,2011,665
2230420_vastra_racksta,2012,779
2230420_vastra_racksta,2013,759
2230420_vastra_racksta,2014,740
2230430_ostra_racksta,2000,-2
2230430_ostra_racksta,2001,-8
2230430_ostra_racksta,2002,-9
2230430_ostra_racksta,2003,-24
2230430_ostra_racksta,2004,-28
2230430_ostra_racksta,2005,-26
2230430_ostra_racksta,2006,-31
2230430_ostra_racksta,2007,-30
2230430_ostra_racksta,2008,-8
2230430_ostra_racksta,2009,-21
2230430_ostra_racksta,2010,-6
2230430_ostra_racksta,2011,-30
2230430_ostra_racksta,2012,-40
2230430_ostra_racksta,2013,-33
2230430_ostra_racksta,2014,-42
2230440_racksta_sjukhus,2000,26
2230440_racksta_sjukhus,2001,26
2230440_racksta_sjukhus,2002,13
2230440_racksta_sjukhus,2003,-45
2230440_racksta_sjukhus,2004,-12
2230440_racksta_sjukhus,2005,23
2230440_racksta_sjukhus,2006,50
2230440_racksta_sjukhus,2007,89
2230440_racksta_sjukhus,2008,186
2230440_racksta_sjukhus,2009,206
2230440_racksta_sjukhus,2010,301
2230440_racksta_sjukhus,2011,305
2230440_racksta_sjukhus,2012,298
2230440_racksta_sjukhus,2013,318
2230440_racksta_sjukhus,2014,309
2230520_norra_vinsta,2000,-8
2230520_norra_vinsta,2001,-44
2230520_norra_vinsta,2002,-113
2230520_norra_vinsta,2003,-135
2230520_norra_vinsta,2004,-114
2230520_norra_vinsta,2005,-142
2230520_norra_vinsta,2006,-146
2230520_norra_vinsta,2007,-202
2230520_norra_vinsta,2008,-230
2230520_norra_vinsta,2009,-260
2230520_norra_vinsta,2010,-284
2230520_norra_vinsta,2011,-268
2230520_norra_vinsta,2012,25
2230520_norra_vinsta,2013,396
2230520_norra_vinsta,2014,531
2230560_sodra_vinsta,2000,12
2230560_sodra_vinsta,2001,26
2230560_sodra_vinsta,2002,16
2230560_sodra_vinsta,2003,59
2230560_sodra_vinsta,2004,89
2230560_sodra_vinsta,2005,89
2230560_sodra_vinsta,2006,78
2230560_sodra_vinsta,2007,60
2230560_sodra_vinsta,2008,53
2230560_sodra_vinsta,2009,50
2230560_sodra_vinsta,2010,28
2230560_sodra_vinsta,2011,19
2230560_sodra_vinsta,2012,-54
2230560_sodra_vinsta,2013,-69
2230560_sodra_vinsta,2014,-58
2230610_vallingby_centrum,2000,4
2230610_vallingby_centrum,2001,2
2230610_vallingby_centrum,2002,-12
2230610_vallingby_centrum,2003,7
2230610_vallingby_centrum,2004,-4
2230610_vallingby_centrum,2005,5
2230610_vallingby_centrum,2006,32
2230610_vallingby_centrum,2007,23
2230610_vallingby_centrum,2008,20
2230610_vallingby_centrum,2009,139
2230610_vallingby_centrum,2010,394
2230610_vallingby_centrum,2011,399
2230610_vallingby_centrum,2012,379
2230610_vallingby_centrum,2013,391
2230610_vallingby_centrum,2014,376
2230620_sodra_vallingby,2000,-13
2230620_sodra_vallingby,2001,2
2230620_sodra_vallingby,2002,34
2230620_sodra_vallingby,2003,25
2230620_sodra_vallingby,2004,21
2230620_sodra_vallingby,2005,-75
2230620_sodra_vallingby,2006,227
2230620_sodra_vallingby,2007,246
2230620_sodra_vallingby,2008,283
2230620_sodra_vallingby,2009,246
2230620_sodra_vallingby,2010,296
2230620_sodra_vallingby,2011,283
2230620_sodra_vallingby,2012,286
2230620_sodra_vallingby,2013,308
2230620_sodra_vallingby,2014,346
2230630_norra_vallingby,2000,-2
2230630_norra_vallingby,2001,15
2230630_norra_vallingby,2002,12
2230630_norra_vallingby,2003,-20
2230630_norra_vallingby,2004,-12
2230630_norra_vallingby,2005,25
2230630_norra_vallingby,2006,20
2230630_norra_vallingby,2007,24
2230630_norra_vallingby,2008,20
2230630_norra_vallingby,2009,30
2230630_norra_vallingby,2010,18
2230630_norra_vallingby,2011,29
2230630_norra_vallingby,2012,42
2230630_norra_vallingby,2013,66
2230630_norra_vallingby,2014,104
2240121_sodra_bromsten_n,2000,13
2240121_sodra_bromsten_n,2001,29
2240121_sodra_bromsten_n,2002,28
2240121_sodra_bromsten_n,2003,41
2240121_sodra_bromsten_n,2004,31
2240121_sodra_bromsten_n,2005,15
2240121_sodra_bromsten_n,2006,6
2240121_sodra_bromsten_n,2007,-5
2240121_sodra_bromsten_n,2008,15
2240121_sodra_bromsten_n,2009,-8
2240121_sodra_bromsten_n,2010,7
2240121_sodra_bromsten_n,2011,14
2240121_sodra_bromsten_n,2012,12
2240121_sodra_bromsten_n,2013,22
2240121_sodra_bromsten_n,2014,0
2240122_sodra_bromsten_s,2000,11
2240122_sodra_bromsten_s,2001,-11
2240122_sodra_bromsten_s,2002,-16
2240122_sodra_bromsten_s,2003,-26
2240122_sodra_bromsten_s,2004,-21
2240122_sodra_bromsten_s,2005,-38
2240122_sodra_bromsten_s,2006,-35
2240122_sodra_bromsten_s,2007,93
2240122_sodra_bromsten_s,2008,105
2240122_sodra_bromsten_s,2009,86
2240122_sodra_bromsten_s,2010,80
2240122_sodra_bromsten_s,2011,65
2240122_sodra_bromsten_s,2012,67
2240122_sodra_bromsten_s,2013,68
2240122_sodra_bromsten_s,2014,45
2240130_norra_bromsten,2000,1
2240130_norra_bromsten,2001,-24
2240130_norra_bromsten,2002,6
2240130_norra_bromsten,2003,6
2240130_norra_bromsten,2004,-20
2240130_norra_bromsten,2005,-77
2240130_norra_bromsten,2006,-88
2240130_norra_bromsten,2007,-95
2240130_norra_bromsten,2008,-158
2240130_norra_bromsten,2009,-195
2240130_norra_bromsten,2010,-174
2240130_norra_bromsten,2011,-224
2240130_norra_bromsten,2012,-295
2240130_norra_bromsten,2013,-256
2240130_norra_bromsten,2014,-265
2240200_flysta,2000,20
2240200_flysta,2001,1
2240200_flysta,2002,-10
2240200_flysta,2003,-22
2240200_flysta,2004,-1
2240200_flysta,2005,-17
2240200_flysta,2006,-28
2240200_flysta,2007,-64
2240200_flysta,2008,-74
2240200_flysta,2009,-97
2240200_flysta,2010,-76
2240200_flysta,2011,-86
2240200_flysta,2012,-113
2240200_flysta,2013,-116
2240200_flysta,2014,-126
2240520_okand,2000,-66
2240520_okand,2001,-216
2240520_okand,2002,-475
2240520_okand,2003,-897
2240520_okand,2004,-1312
2240520_okand,2005,-1886
2240520_okand,2006,-2113
2240520_okand,2007,-2453
2240520_okand,2008,-2714
2240520_okand,2009,-3031
2240521_norra_rinkeby_kvarnby,2010,-147
2240521_norra_rinkeby_kvarnby,2011,-260
2240521_norra_rinkeby_kvarnby,2012,-549
2240521_norra_rinkeby_kvarnby,2013,-707
2240521_norra_rinkeby_kvarnby,2014,-1029
2240522_norra_rinkeby_askeby,2010,-71
2240522_norra_rinkeby_askeby,2011,-137
2240522_norra_rinkeby_askeby,2012,-225
2240522_norra_rinkeby_askeby,2013,-416
2240522_norra_rinkeby_askeby,2014,-449
2240530_okand,2000,-91
2240530_okand,2001,-196
2240530_okand,2002,-303
2240530_okand,2003,-532
2240530_okand,2004,-784
2240530_okand,2005,-1047
2240530_okand,2006,-1378
2240530_okand,2007,-1608
2240530_okand,2008,-2058
2240530_okand,2009,-2425
2240531_sodra_rinkeby_knutby,2010,-129
2240531_sodra_rinkeby_knutby,2011,-403
2240531_sodra_rinkeby_knutby,2012,-368
2240531_sodra_rinkeby_knutby,2013,-459
2240531_sodra_rinkeby_knutby,2014,-555
2240532_sodra_rinkeby_bredby,2010,55
2240532_sodra_rinkeby_bredby,2011,89
2240532_sodra_rinkeby_bredby,2012,-8
2240532_sodra_rinkeby_bredby,2013,-104
2240532_sodra_rinkeby_bredby,2014,-80
2240621_solhojden,2000,26
2240621_solhojden,2001,3
2240621_solhojden,2002,12
2240621_solhojden,2003,-16
2240621_solhojden,2004,-49
2240621_solhojden,2005,-23
2240621_solhojden,2006,-31
2240621_solhojden,2007,-21
2240621_solhojden,2008,16
2240621_solhojden,2009,8
2240621_solhojden,2010,12
2240621_solhojden,2011,23
2240621_solhojden,2012,-1
2240621_solhojden,2013,-36
2240621_solhojden,2014,-114
2240622_spanga_torg,2000,12
2240622_spanga_torg,2001,18
2240622_spanga_torg,2002,56
2240622_spanga_torg,2003,42
2240622_spanga_torg,2004,42
2240622_spanga_torg,2005,60
2240622_spanga_torg,2006,66
2240622_spanga_torg,2007,75
2240622_spanga_torg,2008,92
2240622_spanga_torg,2009,112
2240622_spanga_torg,2010,107
2240622_spanga_torg,2011,98
2240622_spanga_torg,2012,85
2240622_spanga_torg,2013,103
2240622_spanga_torg,2014,87
2240631_solhems_villastad_vast,2000,-18
2240631_solhems_villastad_vast,2001,-26
2240631_solhems_villastad_vast,2002,-36
2240631_solhems_villastad_vast,2003,-79
2240631_solhems_villastad_vast,2004,-71
2240631_solhems_villastad_vast,2005,-66
2240631_solhems_villastad_vast,2006,-79
2240631_solhems_villastad_vast,2007,-33
2240631_solhems_villastad_vast,2008,-47
2240631_solhems_villastad_vast,2009,-43
2240631_solhems_villastad_vast,2010,-45
2240631_solhems_villastad_vast,2011,-47
2240631_solhems_villastad_vast,2012,-59
2240631_solhems_villastad_vast,2013,-72
2240631_solhems_villastad_vast,2014,-60
2240632_spanga_gymnasium,2000,-2
2240632_spanga_gymnasium,2001,-38
2240632_spanga_gymnasium,2002,-65
2240632_spanga_gymnasium,2003,-67
2240632_spanga_gymnasium,2004,-64
2240632_spanga_gymnasium,2005,-53
2240632_spanga_gymnasium,2006,-58
2240632_spanga_gymnasium,2007,-55
2240632_spanga_gymnasium,2008,-69
2240632_spanga_gymnasium,2009,-67
2240632_spanga_gymnasium,2010,-50
2240632_spanga_gymnasium,2011,-78
2240632_spanga_gymnasium,2012,-102
2240632_spanga_gymnasium,2013,-139
2240632_spanga_gymnasium,2014,-184
2240640_solhems_villastad_nord,2000,7
2240640_solhems_villastad_nord,2001,4
2240640_solhems_villastad_nord,2002,0
2240640_solhems_villastad_nord,2003,-17
2240640_solhems_villastad_nord,2004,-18
2240640_solhems_villastad_nord,2005,-24
2240640_solhems_villastad_nord,2006,-21
2240640_solhems_villastad_nord,2007,-29
2240640_solhems_villastad_nord,2008,-23
2240640_solhems_villastad_nord,2009,-28
2240640_solhems_villastad_nord,2010,-37
2240640_solhems_villastad_nord,2011,-39
2240640_solhems_villastad_nord,2012,-42
2240640_solhems_villastad_nord,2013,-50
2240640_solhems_villastad_nord,2014,-41
2240650_logvagen_erland,2000,-14
2240650_logvagen_erland,2001,-19
2240650_logvagen_erland,2002,-1
2240650_logvagen_erland,2003,-2
2240650_logvagen_erland,2004,17
2240650_logvagen_erland,2005,30
2240650_logvagen_erland,2006,24
2240650_logvagen_erland,2007,23
2240650_logvagen_erland,2008,23
2240650_logvagen_erland,2009,19
2240650_logvagen_erland,2010,33
2240650_logvagen_erland,2011,41
2240650_logvagen_erland,2012,38
2240650_logvagen_erland,2013,41
2240650_logvagen_erland,2014,30
2240700_sundby,2000,-3
2240700_sundby,2001,17
2240700_sundby,2002,6
2240700_sundby,2003,-7
2240700_sundby,2004,-19
2240700_sundby,2005,17
2240700_sundby,2006,102
2240700_sundby,2007,68
2240700_sundby,2008,88
2240700_sundby,2009,89
2240700_sundby,2010,111
2240700_sundby,2011,90
2240700_sundby,2012,43
2240700_sundby,2013,70
2240700_sundby,2014,58
2240820_okand,2000,-181
2240820_okand,2001,-277
2240820_okand,2002,-541
2240820_okand,2003,-985
2240820_okand,2004,-1336
2240820_okand,2005,-1689
2240820_okand,2006,-2117
2240820_okand,2007,-2471
2240820_okand,2008,-2921
2240820_okand,2009,-3153
2240821_norra_tensta_spanga_kyrkvag,2010,-69
2240821_norra_tensta_spanga_kyrkvag,2011,-247
2240821_norra_tensta_spanga_kyrkvag,2012,-394
2240821_norra_tensta_spanga_kyrkvag,2013,-430
2240821_norra_tensta_spanga_kyrkvag,2014,-706
2240822_norra_tensta_tensta_alle,2010,-52
2240822_norra_tensta_tensta_alle,2011,-74
2240822_norra_tensta_tensta_alle,2012,-221
2240822_norra_tensta_tensta_alle,2013,-144
2240822_norra_tensta_tensta_alle,2014,-301
2240830_okand,2000,-34
2240830_okand,2001,-109
2240830_okand,2002,-187
2240830_okand,2003,-338
2240830_okand,2004,-395
2240830_okand,2005,-476
2240830_okand,2006,-625
2240830_okand,2007,-756
2240830_okand,2008,-838
2240830_okand,2009,-980
2240831_sodra_tensta_spanga_kyrka,2010,-29
2240831_sodra_tensta_spanga_kyrka,2011,5
2240831_sodra_tensta_spanga_kyrka,2012,-6
2240831_sodra_tensta_spanga_kyrka,2013,-62
2240831_sodra_tensta_spanga_kyrka,2014,-77
2240832_sodra_tensta_tensta_kyrka,2010,-111
2240832_sodra_tensta_tensta_kyrka,2011,-183
2240832_sodra_tensta_tensta_kyrka,2012,-233
2240832_sodra_tensta_tensta_kyrka,2013,-318
2240832_sodra_tensta_tensta_kyrka,2014,-444
2240840_hjulsta,2000,-45
2240840_hjulsta,2001,-129
2240840_hjulsta,2002,-329
2240840_hjulsta,2003,-436
2240840_hjulsta,2004,-584
2240840_hjulsta,2005,-732
2240840_hjulsta,2006,-789
2240840_hjulsta,2007,-980
2240840_hjulsta,2008,-1033
2240840_hjulsta,2009,-1133
