basomrade,year,cumulative_immigration_surplus_female
2260220_okand,2009,-484
2260230_okand,2000,-70
2260230_okand,2001,-88
2260230_okand,2002,-174
2260230_okand,2003,-355
2260230_okand,2004,-551
2260230_okand,2005,-645
2260230_okand,2006,-865
2260230_okand,2007,-1129
2260230_okand,2008,-1550
2260230_okand,2009,-1804
2260310_okand,2000,30
2260310_okand,2001,50
2260310_okand,2002,79
2260310_okand,2003,157
2260310_okand,2004,250
2260310_okand,2005,243
2260310_okand,2006,246
2260310_okand,2007,257
2260310_okand,2008,266
2260310_okand,2009,254
2260320_okand,2000,102
2260320_okand,2001,71
2260320_okand,2002,15
2260320_okand,2003,-35
2260320_okand,2004,-105
2260320_okand,2005,-192
2260320_okand,2006,-242
2260320_okand,2007,-334
2260320_okand,2008,-420
2260320_okand,2009,-481
2260330_okand,2000,-28
2260330_okand,2001,-48
2260330_okand,2002,-54
2260330_okand,2003,-7
2260330_okand,2004,-19
2260330_okand,2005,-23
2260330_okand,2006,-60
2260330_okand,2007,-70
2260330_okand,2008,-142
2260330_okand,2009,-171
3110110_ostra_enebyberg,2000,12
3110110_ostra_enebyberg,2001,-2
3110110_ostra_enebyberg,2002,15
3110110_ostra_enebyberg,2003,38
3110110_ostra_enebyberg,2004,56
3110110_ostra_enebyberg,2005,76
3110110_ostra_enebyberg,2006,121
3110110_ostra_enebyberg,2007,127
3110110_ostra_enebyberg,2008,136
3110110_ostra_enebyberg,2009,155
3110110_ostra_enebyberg,2010,156
3110110_ostra_enebyberg,2011,186
3110110_ostra_enebyberg,2012,183
3110110_ostra_enebyberg,2013,203
3110110_ostra_enebyberg,2014,204
3110120_vastra_enebyberg,2000,-29
3110120_vastra_enebyberg,2001,-31
3110120_vastra_enebyberg,2002,-38
3110120_vastra_enebyberg,2003,-54
3110120_vastra_enebyberg,2004,-76
3110120_vastra_enebyberg,2005,-81
3110120_vastra_enebyberg,2006,-95
3110120_vastra_enebyberg,2007,-85
3110120_vastra_enebyberg,2008,-101
3110120_vastra_enebyberg,2009,-80
3110120_vastra_enebyberg,2010,-81
3110120_vastra_enebyberg,2011,-34
3110120_vastra_enebyberg,2012,36
3110120_vastra_enebyberg,2013,71
3110120_vastra_enebyberg,2014,35
3110260_satra,2000,-9
3110260_satra,2001,-4
3110260_satra,2002,-7
3110260_satra,2003,0
3110260_satra,2004,6
3110260_satra,2005,-7
3110260_satra,2006,-13
3110260_satra,2007,-22
3110260_satra,2008,-20
3110260_satra,2009,-11
3110260_satra,2010,-5
3110260_satra,2011,16
3110260_satra,2012,4
3110260_satra,2013,-4
3110260_satra,2014,-11
3110270_nora,2000,2
3110270_nora,2001,-10
3110270_nora,2002,-18
3110270_nora,2003,10
3110270_nora,2004,-6
3110270_nora,2005,-6
3110270_nora,2006,8
3110270_nora,2007,1
3110270_nora,2008,4
3110270_nora,2009,10
3110270_nora,2010,-2
3110270_nora,2011,-16
3110270_nora,2012,-12
3110270_nora,2013,-17
3110270_nora,2014,-30
3110280_klingsta,2000,-17
3110280_klingsta,2001,-23
3110280_klingsta,2002,-26
3110280_klingsta,2003,6
3110280_klingsta,2004,49
3110280_klingsta,2005,50
3110280_klingsta,2006,43
3110280_klingsta,2007,53
3110280_klingsta,2008,43
3110280_klingsta,2009,46
3110280_klingsta,2010,37
3110280_klingsta,2011,34
3110280_klingsta,2012,36
3110280_klingsta,2013,21
3110280_klingsta,2014,2
3110330_morbyskogen,2000,19
3110330_morbyskogen,2001,9
3110330_morbyskogen,2002,11
3110330_morbyskogen,2003,16
3110330_morbyskogen,2004,24
3110330_morbyskogen,2005,24
3110330_morbyskogen,2006,33
3110330_morbyskogen,2007,33
3110330_morbyskogen,2008,37
3110330_morbyskogen,2009,43
3110330_morbyskogen,2010,66
3110330_morbyskogen,2011,68
3110330_morbyskogen,2012,71
3110330_morbyskogen,2013,88
3110330_morbyskogen,2014,117
3110340_kevinge,2000,-16
3110340_kevinge,2001,0
3110340_kevinge,2002,-4
3110340_kevinge,2003,5
3110340_kevinge,2004,23
3110340_kevinge,2005,33
3110340_kevinge,2006,24
3110340_kevinge,2007,35
3110340_kevinge,2008,31
3110340_kevinge,2009,40
3110340_kevinge,2010,33
3110340_kevinge,2011,47
3110340_kevinge,2012,53
3110340_kevinge,2013,39
3110340_kevinge,2014,42
3110350_morby_centrum,2000,9
3110350_morby_centrum,2001,-9
3110350_morby_centrum,2002,3
3110350_morby_centrum,2003,-1
3110350_morby_centrum,2004,-14
3110350_morby_centrum,2005,-5
3110350_morby_centrum,2006,-3
3110350_morby_centrum,2007,-8
3110350_morby_centrum,2008,4
3110350_morby_centrum,2009,2
3110350_morby_centrum,2010,13
3110350_morby_centrum,2011,15
3110350_morby_centrum,2012,14
3110350_morby_centrum,2013,-2
3110350_morby_centrum,2014,-29
3110370_morbylund,2000,4
3110370_morbylund,2001,-9
3110370_morbylund,2002,-38
3110370_morbylund,2003,-6
3110370_morbylund,2004,-26
3110370_morbylund,2005,-38
3110370_morbylund,2006,-20
3110370_morbylund,2007,-22
3110370_morbylund,2008,-6
3110370_morbylund,2009,-19
3110370_morbylund,2010,-10
3110370_morbylund,2011,-20
3110370_morbylund,2012,-19
3110370_morbylund,2013,-26
3110370_morbylund,2014,-52
3110430_norra_djursholm,2000,8
3110430_norra_djursholm,2001,-8
3110430_norra_djursholm,2002,1
3110430_norra_djursholm,2003,-12
3110430_norra_djursholm,2004,-32
3110430_norra_djursholm,2005,-31
3110430_norra_djursholm,2006,-35
3110430_norra_djursholm,2007,-27
3110430_norra_djursholm,2008,-54
3110430_norra_djursholm,2009,-27
3110430_norra_djursholm,2010,-25
3110430_norra_djursholm,2011,5
3110430_norra_djursholm,2012,18
3110430_norra_djursholm,2013,-5
3110430_norra_djursholm,2014,9
3110440_sodra_djursholm,2000,-6
3110440_sodra_djursholm,2001,-16
3110440_sodra_djursholm,2002,-12
3110440_sodra_djursholm,2003,-16
3110440_sodra_djursholm,2004,-14
3110440_sodra_djursholm,2005,-12
3110440_sodra_djursholm,2006,-4
3110440_sodra_djursholm,2007,-4
3110440_sodra_djursholm,2008,27
3110440_sodra_djursholm,2009,17
3110440_sodra_djursholm,2010,14
3110440_sodra_djursholm,2011,42
3110440_sodra_djursholm,2012,32
3110440_sodra_djursholm,2013,37
3110440_sodra_djursholm,2014,62
3110450_osby,2000,-18
3110450_osby,2001,-26
3110450_osby,2002,-29
3110450_osby,2003,-22
3110450_osby,2004,-5
3110450_osby,2005,-8
3110450_osby,2006,-6
3110450_osby,2007,-12
3110450_osby,2008,-1
3110450_osby,2009,8
3110450_osby,2010,3
3110450_osby,2011,3
3110450_osby,2012,2
3110450_osby,2013,9
3110450_osby,2014,8
3110460_ekeby,2000,11
3110460_ekeby,2001,-11
3110460_ekeby,2002,-17
3110460_ekeby,2003,-51
3110460_ekeby,2004,-61
3110460_ekeby,2005,-57
3110460_ekeby,2006,-70
3110460_ekeby,2007,-66
3110460_ekeby,2008,-68
3110460_ekeby,2009,-66
3110460_ekeby,2010,-78
3110460_ekeby,2011,-90
3110460_ekeby,2012,-92
3110460_ekeby,2013,-84
3110460_ekeby,2014,-99
3110510_norra_stocksund,2000,3
3110510_norra_stocksund,2001,3
3110510_norra_stocksund,2002,-6
3110510_norra_stocksund,2003,-4
3110510_norra_stocksund,2004,-19
3110510_norra_stocksund,2005,-40
3110510_norra_stocksund,2006,-45
3110510_norra_stocksund,2007,-45
3110510_norra_stocksund,2008,-49
3110510_norra_stocksund,2009,-50
3110510_norra_stocksund,2010,-46
3110510_norra_stocksund,2011,-45
3110510_norra_stocksund,2012,-74
3110510_norra_stocksund,2013,-99
3110510_norra_stocksund,2014,-95
3110530_inverness,2000,-4
3110530_inverness,2001,24
3110530_inverness,2002,12
3110530_inverness,2003,16
3110530_inverness,2004,14
3110530_inverness,2005,6
3110530_inverness,2006,6
3110530_inverness,2007,28
3110530_inverness,2008,24
3110530_inverness,2009,29
3110530_inverness,2010,28
3110530_inverness,2011,49
3110530_inverness,2012,51
3110530_inverness,2013,64
3110530_inverness,2014,55
3110540_sodra_stocksund,2000,0
3110540_sodra_stocksund,2001,-13
3110540_sodra_stocksund,2002,-29
3110540_sodra_stocksund,2003,-35
3110540_sodra_stocksund,2004,-34
3110540_sodra_stocksund,2005,-9
3110540_sodra_stocksund,2006,4
3110540_sodra_stocksund,2007,19
3110540_sodra_stocksund,2008,3
3110540_sodra_stocksund,2009,20
3110540_sodra_stocksund,2010,13
3110540_sodra_stocksund,2011,0
3110540_sodra_stocksund,2012,15
3110540_sodra_stocksund,2013,37
3110540_sodra_stocksund,2014,48
3110610_klockargarden,2000,-5
3110610_klockargarden,2001,-19
3110610_klockargarden,2002,-41
3110610_klockargarden,2003,-43
3110610_klockargarden,2004,-30
3110610_klockargarden,2005,-62
3110610_klockargarden,2006,-47
3110610_klockargarden,2007,-38
3110610_klockargarden,2008,-54
3110610_klockargarden,2009,-64
3110610_klockargarden,2010,-71
3110610_klockargarden,2011,-70
3110610_klockargarden,2012,-72
3110610_klockargarden,2013,-79
3110610_klockargarden,2014,-71
3110620_berga,2000,-3
3110620_berga,2001,-1
3110620_berga,2002,-9
3110620_berga,2003,-11
3110620_berga,2004,-12
3110620_berga,2005,-12
3110620_berga,2006,-14
3110620_berga,2007,-17
3110620_berga,2008,-22
3110620_berga,2009,-28
3110620_berga,2010,-23
3110620_berga,2011,-20
3110620_berga,2012,-25
3110620_berga,2013,-29
3110620_berga,2014,-37
3210100_drottningholm,2000,-2
3210100_drottningholm,2001,-9
3210100_drottningholm,2002,-3
3210100_drottningholm,2003,-8
3210100_drottningholm,2004,-12
3210100_drottningholm,2005,-12
3210100_drottningholm,2006,-24
3210100_drottningholm,2007,-32
3210100_drottningholm,2008,-35
3210100_drottningholm,2009,-29
3210100_drottningholm,2010,-30
3210100_drottningholm,2011,-39
3210100_drottningholm,2012,-36
3210100_drottningholm,2013,-41
3210100_drottningholm,2014,-24
3210500_lovo_glesbygd,2000,4
3210500_lovo_glesbygd,2001,10
3210500_lovo_glesbygd,2002,-10
3210500_lovo_glesbygd,2003,-8
3210500_lovo_glesbygd,2004,-7
3210500_lovo_glesbygd,2005,-17
3210500_lovo_glesbygd,2006,7
3210500_lovo_glesbygd,2007,2
3210500_lovo_glesbygd,2008,-3
3210500_lovo_glesbygd,2009,-8
3210500_lovo_glesbygd,2010,-11
3210500_lovo_glesbygd,2011,-5
3210500_lovo_glesbygd,2012,0
3210500_lovo_glesbygd,2013,-14
3210500_lovo_glesbygd,2014,-7
3220101_tappstrom_narlunda,2000,13
3220101_tappstrom_narlunda,2001,2
3220101_tappstrom_narlunda,2002,8
3220101_tappstrom_narlunda,2003,12
3220101_tappstrom_narlunda,2004,-5
3220101_tappstrom_narlunda,2005,18
3220101_tappstrom_narlunda,2006,19
3220101_tappstrom_narlunda,2007,42
3220101_tappstrom_narlunda,2008,27
3220101_tappstrom_narlunda,2009,46
3220101_tappstrom_narlunda,2010,56
3220101_tappstrom_narlunda,2011,65
3220101_tappstrom_narlunda,2012,70
3220101_tappstrom_narlunda,2013,58
3220101_tappstrom_narlunda,2014,54
3220102_ostra_narlunda,2000,-2
3220102_ostra_narlunda,2001,-3
3220102_ostra_narlunda,2002,-5
3220102_ostra_narlunda,2003,-6
3220102_ostra_narlunda,2004,-13
3220102_ostra_narlunda,2005,-13
3220102_ostra_narlunda,2006,-14
3220102_ostra_narlunda,2007,11
3220102_ostra_narlunda,2008,8
3220102_ostra_narlunda,2009,1
3220102_ostra_narlunda,2010,16
3220102_ostra_narlunda,2011,21
3220102_ostra_narlunda,2012,33
3220102_ostra_narlunda,2013,37
3220102_ostra_narlunda,2014,42
3220103_ekero_centrum,2000,3
3220103_ekero_centrum,2001,6
3220103_ekero_centrum,2002,-13
3220103_ekero_centrum,2003,-36
3220103_ekero_centrum,2004,-69
3220103_ekero_centrum,2005,-85
3220103_ekero_centrum,2006,-99
3220103_ekero_centrum,2007,-73
3220103_ekero_centrum,2008,-86
3220103_ekero_centrum,2009,-86
3220103_ekero_centrum,2010,-44
3220103_ekero_centrum,2011,-68
3220103_ekero_centrum,2012,-64
3220103_ekero_centrum,2013,-67
3220103_ekero_centrum,2014,-62
3220211_alvnas,2000,9
3220211_alvnas,2001,6
3220211_alvnas,2002,3
3220211_alvnas,2003,17
3220211_alvnas,2004,16
3220211_alvnas,2005,17
3220211_alvnas,2006,23
3220211_alvnas,2007,33
3220211_alvnas,2008,46
3220211_alvnas,2009,50
3220211_alvnas,2010,35
3220211_alvnas,2011,39
3220211_alvnas,2012,48
3220211_alvnas,2013,44
3220211_alvnas,2014,86
3220212_brunna,2000,1
3220212_brunna,2001,2
3220212_brunna,2002,-2
3220212_brunna,2003,-1
3220212_brunna,2004,-14
3220212_brunna,2005,-13
3220212_brunna,2006,18
3220212_brunna,2007,20
3220212_brunna,2008,17
3220212_brunna,2009,-6
3220212_brunna,2010,-15
3220212_brunna,2011,-19
3220212_brunna,2012,-19
3220212_brunna,2013,-30
3220212_brunna,2014,-27
3220230_knalleborg,2000,-14
3220230_knalleborg,2001,-38
3220230_knalleborg,2002,-49
3220230_knalleborg,2003,-48
3220230_knalleborg,2004,-57
3220230_knalleborg,2005,-72
3220230_knalleborg,2006,-62
3220230_knalleborg,2007,-62
3220230_knalleborg,2008,-68
3220230_knalleborg,2009,-76
3220230_knalleborg,2010,-94
3220230_knalleborg,2011,-97
3220230_knalleborg,2012,-112
3220230_knalleborg,2013,-115
3220230_knalleborg,2014,-127
3220261_ostra_trakvista,2000,3
3220261_ostra_trakvista,2001,17
3220261_ostra_trakvista,2002,40
3220261_ostra_trakvista,2003,26
3220261_ostra_trakvista,2004,42
3220261_ostra_trakvista,2005,30
3220261_ostra_trakvista,2006,22
3220261_ostra_trakvista,2007,24
3220261_ostra_trakvista,2008,48
3220261_ostra_trakvista,2009,41
3220261_ostra_trakvista,2010,18
3220261_ostra_trakvista,2011,27
3220261_ostra_trakvista,2012,15
3220261_ostra_trakvista,2013,20
3220261_ostra_trakvista,2014,35
3220262_gallsta_o,2000,-3
3220262_gallsta_o,2001,2
3220262_gallsta_o,2002,5
3220262_gallsta_o,2003,21
3220262_gallsta_o,2004,65
3220262_gallsta_o,2005,130
3220262_gallsta_o,2006,162
3220262_gallsta_o,2007,195
3220262_gallsta_o,2008,222
3220262_gallsta_o,2009,224
3220262_gallsta_o,2010,218
3220262_gallsta_o,2011,231
3220262_gallsta_o,2012,227
3220262_gallsta_o,2013,228
3220262_gallsta_o,2014,223
3220270_sandudden,2000,67
3220270_sandudden,2001,73
3220270_sandudden,2002,140
3220270_sandudden,2003,156
3220270_sandudden,2004,150
3220270_sandudden,2005,136
3220270_sandudden,2006,127
3220270_sandudden,2007,115
3220270_sandudden,2008,108
3220270_sandudden,2009,171
3220270_sandudden,2010,190
3220270_sandudden,2011,249
3220270_sandudden,2012,269
3220270_sandudden,2013,291
3220270_sandudden,2014,298
3220500_ekero_glesbygd,2000,15
3220500_ekero_glesbygd,2001,37
3220500_ekero_glesbygd,2002,34
3220500_ekero_glesbygd,2003,70
3220500_ekero_glesbygd,2004,63
3220500_ekero_glesbygd,2005,71
3220500_ekero_glesbygd,2006,56
3220500_ekero_glesbygd,2007,41
3220500_ekero_glesbygd,2008,17
3220500_ekero_glesbygd,2009,25
3220500_ekero_glesbygd,2010,-17
3220500_ekero_glesbygd,2011,-27
3220500_ekero_glesbygd,2012,-30
3220500_ekero_glesbygd,2013,-29
3220500_ekero_glesbygd,2014,-50
3230000_munso_forsamling,2000,5
3230000_munso_forsamling,2001,8
3230000_munso_forsamling,2002,21
3230000_munso_forsamling,2003,26
3230000_munso_forsamling,2004,38
3230000_munso_forsamling,2005,44
3230000_munso_forsamling,2006,38
3230000_munso_forsamling,2007,41
3230000_munso_forsamling,2008,49
3230000_munso_forsamling,2009,44
3230000_munso_forsamling,2010,44
3230000_munso_forsamling,2011,39
3230000_munso_forsamling,2012,36
3230000_munso_forsamling,2013,32
3230000_munso_forsamling,2014,11
3240000_adelso_forsamling,2000,9
3240000_adelso_forsamling,2001,10
3240000_adelso_forsamling,2002,6
3240000_adelso_forsamling,2003,8
3240000_adelso_forsamling,2004,3
3240000_adelso_forsamling,2005,11
3240000_adelso_forsamling,2006,9
3240000_adelso_forsamling,2007,11
3240000_adelso_forsamling,2008,8
3240000_adelso_forsamling,2009,2
3240000_adelso_forsamling,2010,-1
3240000_adelso_forsamling,2011,-11
3240000_adelso_forsamling,2012,4
3240000_adelso_forsamling,2013,-17
3240000_adelso_forsamling,2014,-14
3250100_farentuna_fd_forsaml,2000,6
3250100_farentuna_fd_forsaml,2001,39
3250100_farentuna_fd_forsaml,2002,33
3250100_farentuna_fd_forsaml,2003,31
3250100_farentuna_fd_forsaml,2004,31
3250100_farentuna_fd_forsaml,2005,51
3250100_farentuna_fd_forsaml,2006,72
3250100_farentuna_fd_forsaml,2007,72
3250100_farentuna_fd_forsaml,2008,77
3250100_farentuna_fd_forsaml,2009,81
3250100_farentuna_fd_forsaml,2010,53
3250100_farentuna_fd_forsaml,2011,53
3250100_farentuna_fd_forsaml,2012,57
3250100_farentuna_fd_forsaml,2013,74
3250100_farentuna_fd_forsaml,2014,83
3250201_hilleshogs_fd_forsaml,2000,-4
3250201_hilleshogs_fd_forsaml,2001,-1
3250201_hilleshogs_fd_forsaml,2002,14
3250201_hilleshogs_fd_forsaml,2003,14
3250201_hilleshogs_fd_forsaml,2004,23
3250201_hilleshogs_fd_forsaml,2005,21
3250201_hilleshogs_fd_forsaml,2006,17
3250201_hilleshogs_fd_forsaml,2007,28
3250201_hilleshogs_fd_forsaml,2008,21
3250201_hilleshogs_fd_forsaml,2009,24
3250201_hilleshogs_fd_forsaml,2010,23
3250201_hilleshogs_fd_forsaml,2011,21
3250201_hilleshogs_fd_forsaml,2012,16
3250201_hilleshogs_fd_forsaml,2013,2
3250201_hilleshogs_fd_forsaml,2014,19
3250202_ricksattra,2000,3
3250202_ricksattra,2001,8
3250202_ricksattra,2002,8
3250202_ricksattra,2003,8
3250202_ricksattra,2004,8
3250202_ricksattra,2005,18
3250202_ricksattra,2006,18
3250202_ricksattra,2007,14
3250202_ricksattra,2008,13
3250202_ricksattra,2009,13
3250202_ricksattra,2010,16
3250202_ricksattra,2011,13
3250202_ricksattra,2012,6
3250202_ricksattra,2013,6
3250202_ricksattra,2014,3
3250310_stenhamra,2000,-1
3250310_stenhamra,2001,-2
3250310_stenhamra,2002,-21
3250310_stenhamra,2003,-25
3250310_stenhamra,2004,-10
3250310_stenhamra,2005,-16
3250310_stenhamra,2006,-35
3250310_stenhamra,2007,-51
3250310_stenhamra,2008,-67
3250310_stenhamra,2009,-83
3250310_stenhamra,2010,-86
3250310_stenhamra,2011,-64
3250310_stenhamra,2012,-67
3250310_stenhamra,2013,-97
3250310_stenhamra,2014,-116
3250320_sanga_glesbygd,2000,-11
3250320_sanga_glesbygd,2001,-6
3250320_sanga_glesbygd,2002,1
3250320_sanga_glesbygd,2003,-2
3250320_sanga_glesbygd,2004,1
3250320_sanga_glesbygd,2005,-2
3250320_sanga_glesbygd,2006,-5
3250320_sanga_glesbygd,2007,2
3250320_sanga_glesbygd,2008,-28
3250320_sanga_glesbygd,2009,-22
3250320_sanga_glesbygd,2010,-23
3250320_sanga_glesbygd,2011,-27
3250320_sanga_glesbygd,2012,-27
3250320_sanga_glesbygd,2013,-31
3250320_sanga_glesbygd,2014,-27
3250400_ska_fd_forsaml,2000,-5
3250400_ska_fd_forsaml,2001,13
3250400_ska_fd_forsaml,2002,3
3250400_ska_fd_forsaml,2003,18
3250400_ska_fd_forsaml,2004,40
3250400_ska_fd_forsaml,2005,41
3250400_ska_fd_forsaml,2006,42
3250400_ska_fd_forsaml,2007,38
3250400_ska_fd_forsaml,2008,34
3250400_ska_fd_forsaml,2009,32
3250400_ska_fd_forsaml,2010,52
3250400_ska_fd_forsaml,2011,95
3250400_ska_fd_forsaml,2012,112
3250400_ska_fd_forsaml,2013,133
3250400_ska_fd_forsaml,2014,124
3311110_staket,2000,14
3311110_staket,2001,6
3311110_staket,2002,16
3311110_staket,2003,12
3311110_staket,2004,22
3311110_staket,2005,16
3311110_staket,2006,0
3311110_staket,2007,14
3311110_staket,2008,39
3311110_staket,2009,75
3311110_staket,2010,75
3311110_staket,2011,76
3311110_staket,2012,62
3311110_staket,2013,63
3311110_staket,2014,52
3312220_vastra_kallhall,2000,6
3312220_vastra_kallhall,2001,5
3312220_vastra_kallhall,2002,-15
3312220_vastra_kallhall,2003,-25
3312220_vastra_kallhall,2004,6
3312220_vastra_kallhall,2005,-10
3312220_vastra_kallhall,2006,-17
3312220_vastra_kallhall,2007,-42
3312220_vastra_kallhall,2008,-54
3312220_vastra_kallhall,2009,-21
3312220_vastra_kallhall,2010,-14
3312220_vastra_kallhall,2011,1
3312220_vastra_kallhall,2012,-11
3312220_vastra_kallhall,2013,9
3312220_vastra_kallhall,2014,31
3312230_skogstorp,2000,-17
3312230_skogstorp,2001,-23
3312230_skogstorp,2002,-30
3312230_skogstorp,2003,-37
3312230_skogstorp,2004,-38
3312230_skogstorp,2005,-28
3312230_skogstorp,2006,-31
3312230_skogstorp,2007,-34
3312230_skogstorp,2008,-34
3312230_skogstorp,2009,-30
3312230_skogstorp,2010,-30
3312230_skogstorp,2011,-29
3312230_skogstorp,2012,-24
3312230_skogstorp,2013,-29
3312230_skogstorp,2014,-33
3312240_norra_kallhall,2000,-8
3312240_norra_kallhall,2001,-14
3312240_norra_kallhall,2002,-19
3312240_norra_kallhall,2003,-54
3312240_norra_kallhall,2004,-68
3312240_norra_kallhall,2005,-80
3312240_norra_kallhall,2006,-101
3312240_norra_kallhall,2007,-133
3312240_norra_kallhall,2008,-164
3312240_norra_kallhall,2009,-154
3312240_norra_kallhall,2010,-164
3312240_norra_kallhall,2011,-119
3312240_norra_kallhall,2012,-123
3312240_norra_kallhall,2013,-126
3312240_norra_kallhall,2014,-129
3312250_bonas,2000,3
3312250_bonas,2001,1
3312250_bonas,2002,17
3312250_bonas,2003,15
3312250_bonas,2004,7
3312250_bonas,2005,23
3312250_bonas,2006,30
3312250_bonas,2007,34
3312250_bonas,2008,30
3312250_bonas,2009,29
3312250_bonas,2010,27
3312250_bonas,2011,31
3312250_bonas,2012,28
3312250_bonas,2013,32
3312250_bonas,2014,33
3312260_termosvagen,2000,8
3312260_termosvagen,2001,-17
3312260_termosvagen,2002,-2
3312260_termosvagen,2003,-14
3312260_termosvagen,2004,-54
3312260_termosvagen,2005,-92
3312260_termosvagen,2006,-101
3312260_termosvagen,2007,-111
3312260_termosvagen,2008,-120
3312260_termosvagen,2009,-138
3312260_termosvagen,2010,-175
3312260_termosvagen,2011,-184
3312260_termosvagen,2012,-185
3312260_termosvagen,2013,-198
3312260_termosvagen,2014,-233
3312270_ladersatra,2000,-13
3312270_ladersatra,2001,-19
3312270_ladersatra,2002,40
3312270_ladersatra,2003,37
3312270_ladersatra,2004,32
3312270_ladersatra,2005,10
3312270_ladersatra,2006,-27
3312270_ladersatra,2007,-16
3312270_ladersatra,2008,-3
3312270_ladersatra,2009,-3
3312270_ladersatra,2010,-5
3312270_ladersatra,2011,0
3312270_ladersatra,2012,2
3312270_ladersatra,2013,12
3312270_ladersatra,2014,20
3312300_molnsattra,2000,1
3312300_molnsattra,2001,3
3312300_molnsattra,2002,8
3312300_molnsattra,2003,11
3312300_molnsattra,2004,-5
