basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
4450250_singo,2014,5
4450260_asatra,2000,1
4450260_asatra,2001,5
4450260_asatra,2002,6
4450260_asatra,2003,3
4450260_asatra,2004,5
4450260_asatra,2005,9
4450260_asatra,2006,9
4450260_asatra,2007,9
4450260_asatra,2008,9
4450260_asatra,2009,12
4450260_asatra,2010,11
4450260_asatra,2011,10
4450260_asatra,2012,9
4450260_asatra,2013,10
4450260_asatra,2014,10
4450310_margretelund,2000,13
4450310_margretelund,2001,29
4450310_margretelund,2002,41
4450310_margretelund,2003,48
4450310_margretelund,2004,58
4450310_margretelund,2005,69
4450310_margretelund,2006,76
4450310_margretelund,2007,81
4450310_margretelund,2008,82
4450310_margretelund,2009,73
4450310_margretelund,2010,71
4450310_margretelund,2011,88
4450310_margretelund,2012,90
4450310_margretelund,2013,88
4450310_margretelund,2014,97
4450320_trasatra,2000,3
4450320_trasatra,2001,-2
4450320_trasatra,2002,-11
4450320_trasatra,2003,-16
4450320_trasatra,2004,-14
4450320_trasatra,2005,-25
4450320_trasatra,2006,-30
4450320_trasatra,2007,-29
4450320_trasatra,2008,-31
4450320_trasatra,2009,-28
4450320_trasatra,2010,-33
4450320_trasatra,2011,-32
4450320_trasatra,2012,-25
4450320_trasatra,2013,-25
4450320_trasatra,2014,-29
4450330_flaxenvik,2000,5
4450330_flaxenvik,2001,4
4450330_flaxenvik,2002,6
4450330_flaxenvik,2003,7
4450330_flaxenvik,2004,6
4450330_flaxenvik,2005,8
4450330_flaxenvik,2006,11
4450330_flaxenvik,2007,10
4450330_flaxenvik,2008,13
4450330_flaxenvik,2009,18
4450330_flaxenvik,2010,23
4450330_flaxenvik,2011,23
4450330_flaxenvik,2012,26
4450330_flaxenvik,2013,26
4450330_flaxenvik,2014,34
4450340_skargardsstad,2000,7
4450340_skargardsstad,2001,12
4450340_skargardsstad,2002,17
4450340_skargardsstad,2003,15
4450340_skargardsstad,2004,22
4450340_skargardsstad,2005,22
4450340_skargardsstad,2006,27
4450340_skargardsstad,2007,26
4450340_skargardsstad,2008,22
4450340_skargardsstad,2009,20
4450340_skargardsstad,2010,19
4450340_skargardsstad,2011,21
4450340_skargardsstad,2012,28
4450340_skargardsstad,2013,33
4450340_skargardsstad,2014,39
4451231_okand,2000,9
4451231_okand,2001,12
4451231_okand,2002,20
4451231_okand,2003,29
4451231_okand,2004,39
4451231_okand,2005,54
4451231_okand,2006,63
4451231_okand,2007,69
4451231_okand,2008,75
4451231_okand,2009,73
4451233_sodra_runo,2010,4
4451233_sodra_runo,2011,5
4451233_sodra_runo,2012,8
4451233_sodra_runo,2013,7
4451233_sodra_runo,2014,7
4451234_sodra_runotaljo,2010,1
4451234_sodra_runotaljo,2011,-2
4451234_sodra_runotaljo,2012,-2
4451234_sodra_runotaljo,2013,1
4451234_sodra_runotaljo,2014,2
4451240_norra_runo,2000,5
4451240_norra_runo,2001,20
4451240_norra_runo,2002,25
4451240_norra_runo,2003,28
4451240_norra_runo,2004,30
4451240_norra_runo,2005,32
4451240_norra_runo,2006,36
4451240_norra_runo,2007,32
4451240_norra_runo,2008,39
4451240_norra_runo,2009,44
4451240_norra_runo,2010,44
4451240_norra_runo,2011,47
4451240_norra_runo,2012,46
4451240_norra_runo,2013,46
4451240_norra_runo,2014,46
4451250_svinninge,2000,1
4451250_svinninge,2001,1
4451250_svinninge,2002,2
4451250_svinninge,2003,7
4451250_svinninge,2004,10
4451250_svinninge,2005,9
4451250_svinninge,2006,11
4451250_svinninge,2007,16
4451250_svinninge,2008,18
4451250_svinninge,2009,19
4451250_svinninge,2010,22
4451250_svinninge,2011,18
4451250_svinninge,2012,25
4451250_svinninge,2013,24
4451250_svinninge,2014,21
4451410_rydbo,2000,5
4451410_rydbo,2001,5
4451410_rydbo,2002,10
4451410_rydbo,2003,13
4451410_rydbo,2004,13
4451410_rydbo,2005,18
4451410_rydbo,2006,27
4451410_rydbo,2007,28
4451410_rydbo,2008,28
4451410_rydbo,2009,24
4451410_rydbo,2010,26
4451410_rydbo,2011,23
4451410_rydbo,2012,27
4451410_rydbo,2013,26
4451410_rydbo,2014,18
4451420_svartgarn,2000,0
4451420_svartgarn,2001,1
4451420_svartgarn,2002,5
4451420_svartgarn,2003,5
4451420_svartgarn,2004,9
4451420_svartgarn,2005,20
4451420_svartgarn,2006,22
4451420_svartgarn,2007,23
4451420_svartgarn,2008,27
4451420_svartgarn,2009,29
4451420_svartgarn,2010,27
4451420_svartgarn,2011,32
4451420_svartgarn,2012,34
4451420_svartgarn,2013,36
4451420_svartgarn,2014,39
4451430_ostra_ryds_glesbygd,2000,3
4451430_ostra_ryds_glesbygd,2001,3
4451430_ostra_ryds_glesbygd,2002,3
4451430_ostra_ryds_glesbygd,2003,3
4451430_ostra_ryds_glesbygd,2004,3
4451430_ostra_ryds_glesbygd,2005,3
4451430_ostra_ryds_glesbygd,2006,3
4451430_ostra_ryds_glesbygd,2007,3
4451430_ostra_ryds_glesbygd,2008,3
4451430_ostra_ryds_glesbygd,2009,3
4451430_ostra_ryds_glesbygd,2010,3
4451430_ostra_ryds_glesbygd,2011,3
4451430_ostra_ryds_glesbygd,2012,6
4451430_ostra_ryds_glesbygd,2013,9
4451430_ostra_ryds_glesbygd,2014,12
5110110_albyslatten,2000,0
5110110_albyslatten,2001,-9
5110110_albyslatten,2002,-13
5110110_albyslatten,2003,-29
5110110_albyslatten,2004,-40
5110110_albyslatten,2005,-51
5110110_albyslatten,2006,-70
5110110_albyslatten,2007,-82
5110110_albyslatten,2008,-83
5110110_albyslatten,2009,-88
5110110_albyslatten,2010,-88
5110110_albyslatten,2011,-101
5110110_albyslatten,2012,-109
5110110_albyslatten,2013,-138
5110110_albyslatten,2014,-142
5110120_albyberget,2000,2
5110120_albyberget,2001,-11
5110120_albyberget,2002,-22
5110120_albyberget,2003,-27
5110120_albyberget,2004,-33
5110120_albyberget,2005,-49
5110120_albyberget,2006,-56
5110120_albyberget,2007,-62
5110120_albyberget,2008,-72
5110120_albyberget,2009,-83
5110120_albyberget,2010,-86
5110120_albyberget,2011,-79
5110120_albyberget,2012,-90
5110120_albyberget,2013,-95
5110120_albyberget,2014,-105
5110150_rotemannen,2000,2
5110150_rotemannen,2001,0
5110150_rotemannen,2002,1
5110150_rotemannen,2003,-3
5110150_rotemannen,2004,-3
5110150_rotemannen,2005,-9
5110150_rotemannen,2006,-13
5110150_rotemannen,2007,-20
5110150_rotemannen,2008,-22
5110150_rotemannen,2009,-22
5110150_rotemannen,2010,-21
5110150_rotemannen,2011,-21
5110150_rotemannen,2012,-22
5110150_rotemannen,2013,-26
5110150_rotemannen,2014,-26
5110160_alby_gard,2000,1
5110160_alby_gard,2001,0
5110160_alby_gard,2002,-5
5110160_alby_gard,2003,-4
5110160_alby_gard,2004,-6
5110160_alby_gard,2005,-9
5110160_alby_gard,2006,-4
5110160_alby_gard,2007,-6
5110160_alby_gard,2008,-9
5110160_alby_gard,2009,-11
5110160_alby_gard,2010,-6
5110160_alby_gard,2011,-1
5110160_alby_gard,2012,-3
5110160_alby_gard,2013,-4
5110160_alby_gard,2014,-4
5110240_aspberget,2000,-1
5110240_aspberget,2001,-1
5110240_aspberget,2002,-3
5110240_aspberget,2003,-3
5110240_aspberget,2004,0
5110240_aspberget,2005,0
5110240_aspberget,2006,-3
5110240_aspberget,2007,-3
5110240_aspberget,2008,-3
5110240_aspberget,2009,1
5110240_aspberget,2010,3
5110240_aspberget,2011,3
5110240_aspberget,2012,3
5110240_aspberget,2013,0
5110240_aspberget,2014,0
5110260_ostra_eriksberg,2000,-5
5110260_ostra_eriksberg,2001,-8
5110260_ostra_eriksberg,2002,-8
5110260_ostra_eriksberg,2003,-10
5110260_ostra_eriksberg,2004,-19
5110260_ostra_eriksberg,2005,-17
5110260_ostra_eriksberg,2006,-19
5110260_ostra_eriksberg,2007,-25
5110260_ostra_eriksberg,2008,-24
5110260_ostra_eriksberg,2009,-25
5110260_ostra_eriksberg,2010,-28
5110260_ostra_eriksberg,2011,-25
5110260_ostra_eriksberg,2012,-29
5110260_ostra_eriksberg,2013,-26
5110260_ostra_eriksberg,2014,-30
5110270_vastra_eriksberg,2000,0
5110270_vastra_eriksberg,2001,1
5110270_vastra_eriksberg,2002,5
5110270_vastra_eriksberg,2003,7
5110270_vastra_eriksberg,2004,4
5110270_vastra_eriksberg,2005,3
5110270_vastra_eriksberg,2006,0
5110270_vastra_eriksberg,2007,-1
5110270_vastra_eriksberg,2008,-5
5110270_vastra_eriksberg,2009,-4
5110270_vastra_eriksberg,2010,-10
5110270_vastra_eriksberg,2011,-7
5110270_vastra_eriksberg,2012,-5
5110270_vastra_eriksberg,2013,-7
5110270_vastra_eriksberg,2014,-5
5110280_tre_kallor,2000,-1
5110280_tre_kallor,2001,-1
5110280_tre_kallor,2002,0
5110280_tre_kallor,2003,1
5110280_tre_kallor,2004,2
5110280_tre_kallor,2005,1
5110280_tre_kallor,2006,1
5110280_tre_kallor,2007,-1
5110280_tre_kallor,2008,1
5110280_tre_kallor,2009,1
5110280_tre_kallor,2010,3
5110280_tre_kallor,2011,7
5110280_tre_kallor,2012,5
5110280_tre_kallor,2013,3
5110280_tre_kallor,2014,2
5110290_sturehov,2000,3
5110290_sturehov,2001,3
5110290_sturehov,2002,3
5110290_sturehov,2003,3
5110290_sturehov,2004,6
5110290_sturehov,2005,11
5110290_sturehov,2006,11
5110290_sturehov,2007,11
5110290_sturehov,2008,14
5110290_sturehov,2009,9
5110290_sturehov,2010,12
5110290_sturehov,2011,15
5110290_sturehov,2012,18
5110290_sturehov,2013,21
5110290_sturehov,2014,25
5110311_krogarvagen_vardshusvagen,2000,3
5110311_krogarvagen_vardshusvagen,2001,0
5110311_krogarvagen_vardshusvagen,2002,-5
5110311_krogarvagen_vardshusvagen,2003,-19
5110311_krogarvagen_vardshusvagen,2004,-23
5110311_krogarvagen_vardshusvagen,2005,-30
5110311_krogarvagen_vardshusvagen,2006,-18
5110311_krogarvagen_vardshusvagen,2007,-11
5110311_krogarvagen_vardshusvagen,2008,-23
5110311_krogarvagen_vardshusvagen,2009,-32
5110311_krogarvagen_vardshusvagen,2010,-26
5110311_krogarvagen_vardshusvagen,2011,-43
5110311_krogarvagen_vardshusvagen,2012,-42
5110311_krogarvagen_vardshusvagen,2013,-54
5110311_krogarvagen_vardshusvagen,2014,-57
5110312_forvagen,2000,0
5110312_forvagen,2001,6
5110312_forvagen,2002,6
5110312_forvagen,2003,8
5110312_forvagen,2004,4
5110312_forvagen,2005,-5
5110312_forvagen,2006,-15
5110312_forvagen,2007,-16
5110312_forvagen,2008,-28
5110312_forvagen,2009,-35
5110312_forvagen,2010,-42
5110312_forvagen,2011,-47
5110312_forvagen,2012,-45
5110312_forvagen,2013,-46
5110312_forvagen,2014,-42
5110320_fittja_gard,2000,0
5110320_fittja_gard,2001,-3
5110320_fittja_gard,2002,-3
5110320_fittja_gard,2003,-6
5110320_fittja_gard,2004,-6
5110320_fittja_gard,2005,-6
5110320_fittja_gard,2006,-9
5110320_fittja_gard,2007,-9
5110320_fittja_gard,2008,-15
5110320_fittja_gard,2009,-19
5110320_fittja_gard,2010,-20
5110320_fittja_gard,2011,-24
5110320_fittja_gard,2012,-30
5110320_fittja_gard,2013,-22
5110320_fittja_gard,2014,-22
5110410_sodra_hallunda,2000,-4
5110410_sodra_hallunda,2001,3
5110410_sodra_hallunda,2002,3
5110410_sodra_hallunda,2003,3
5110410_sodra_hallunda,2004,-1
5110410_sodra_hallunda,2005,2
5110410_sodra_hallunda,2006,-6
5110410_sodra_hallunda,2007,-13
5110410_sodra_hallunda,2008,-14
5110410_sodra_hallunda,2009,-16
5110410_sodra_hallunda,2010,-14
5110410_sodra_hallunda,2011,-11
5110410_sodra_hallunda,2012,-17
5110410_sodra_hallunda,2013,-12
5110410_sodra_hallunda,2014,-20
5110420_slagsta,2000,2
5110420_slagsta,2001,6
5110420_slagsta,2002,7
5110420_slagsta,2003,14
5110420_slagsta,2004,12
5110420_slagsta,2005,10
5110420_slagsta,2006,8
5110420_slagsta,2007,10
5110420_slagsta,2008,9
5110420_slagsta,2009,3
5110420_slagsta,2010,8
5110420_slagsta,2011,5
5110420_slagsta,2012,12
5110420_slagsta,2013,9
5110420_slagsta,2014,8
5110430_brunna,2000,-4
5110430_brunna,2001,-3
5110430_brunna,2002,-6
5110430_brunna,2003,-3
5110430_brunna,2004,-3
5110430_brunna,2005,2
5110430_brunna,2006,0
5110430_brunna,2007,-4
5110430_brunna,2008,-7
5110430_brunna,2009,-4
5110430_brunna,2010,1
5110430_brunna,2011,-4
5110430_brunna,2012,0
5110430_brunna,2013,-4
5110430_brunna,2014,-10
5110450_sodra_norsborg,2000,13
5110450_sodra_norsborg,2001,22
5110450_sodra_norsborg,2002,12
5110450_sodra_norsborg,2003,-7
5110450_sodra_norsborg,2004,-10
5110450_sodra_norsborg,2005,-24
5110450_sodra_norsborg,2006,-20
5110450_sodra_norsborg,2007,-10
5110450_sodra_norsborg,2008,-19
5110450_sodra_norsborg,2009,-11
5110450_sodra_norsborg,2010,-23
5110450_sodra_norsborg,2011,-22
5110450_sodra_norsborg,2012,-24
5110450_sodra_norsborg,2013,-34
5110450_sodra_norsborg,2014,-41
5110460_tornbergsfaltet,2000,3
5110460_tornbergsfaltet,2001,2
5110460_tornbergsfaltet,2002,2
5110460_tornbergsfaltet,2003,3
5110460_tornbergsfaltet,2004,8
5110460_tornbergsfaltet,2005,11
5110460_tornbergsfaltet,2006,11
5110460_tornbergsfaltet,2007,11
5110460_tornbergsfaltet,2008,7
5110460_tornbergsfaltet,2009,4
5110460_tornbergsfaltet,2010,6
5110460_tornbergsfaltet,2011,-2
5110460_tornbergsfaltet,2012,-6
5110460_tornbergsfaltet,2013,-4
5110460_tornbergsfaltet,2014,3
5110480_nordostra_norsborg,2000,3
5110480_nordostra_norsborg,2001,-1
5110480_nordostra_norsborg,2002,-1
5110480_nordostra_norsborg,2003,-1
5110480_nordostra_norsborg,2004,-1
5110480_nordostra_norsborg,2005,-4
5110480_nordostra_norsborg,2006,-1
5110480_nordostra_norsborg,2007,-1
5110480_nordostra_norsborg,2008,-4
5110480_nordostra_norsborg,2009,-7
5110480_nordostra_norsborg,2010,-9
5110480_nordostra_norsborg,2011,-12
5110480_nordostra_norsborg,2012,-8
5110480_nordostra_norsborg,2013,-8
5110480_nordostra_norsborg,2014,-8
5110490_nordvastra_norsborg,2000,3
5110490_nordvastra_norsborg,2001,3
5110490_nordvastra_norsborg,2002,0
5110490_nordvastra_norsborg,2003,0
5110490_nordvastra_norsborg,2004,0
5110490_nordvastra_norsborg,2005,0
5110490_nordvastra_norsborg,2006,0
5110490_nordvastra_norsborg,2007,-2
5110490_nordvastra_norsborg,2008,-5
5110490_nordvastra_norsborg,2009,-5
5110490_nordvastra_norsborg,2010,-1
5110490_nordvastra_norsborg,2011,3
5110490_nordvastra_norsborg,2012,3
5110490_nordvastra_norsborg,2013,-1
5110490_nordvastra_norsborg,2014,0
5120730_tumba_centrum,2000,0
5120730_tumba_centrum,2001,5
5120730_tumba_centrum,2002,4
5120730_tumba_centrum,2003,-2
5120730_tumba_centrum,2004,-15
5120730_tumba_centrum,2005,-26
5120730_tumba_centrum,2006,-24
5120730_tumba_centrum,2007,-27
5120730_tumba_centrum,2008,-31
5120730_tumba_centrum,2009,-41
5120730_tumba_centrum,2010,-41
5120730_tumba_centrum,2011,-40
5120730_tumba_centrum,2012,-40
5120730_tumba_centrum,2013,-44
5120730_tumba_centrum,2014,-44
5120750_segersjo,2000,0
5120750_segersjo,2001,-4
5120750_segersjo,2002,-5
5120750_segersjo,2003,-3
5120750_segersjo,2004,-6
5120750_segersjo,2005,-4
5120750_segersjo,2006,-9
5120750_segersjo,2007,-6
5120750_segersjo,2008,-6
5120750_segersjo,2009,-10
5120750_segersjo,2010,-14
5120750_segersjo,2011,-18
5120750_segersjo,2012,-20
5120750_segersjo,2013,-20
5120750_segersjo,2014,-25
5120780_tumba_villastad,2000,-4
5120780_tumba_villastad,2001,-5
5120780_tumba_villastad,2002,-2
5120780_tumba_villastad,2003,-1
5120780_tumba_villastad,2004,-5
5120780_tumba_villastad,2005,1
5120780_tumba_villastad,2006,5
5120780_tumba_villastad,2007,8
5120780_tumba_villastad,2008,4
5120780_tumba_villastad,2009,3
5120780_tumba_villastad,2010,4
5120780_tumba_villastad,2011,7
5120780_tumba_villastad,2012,5
5120780_tumba_villastad,2013,9
5120780_tumba_villastad,2014,11
5120790_skacklinge,2000,-5
5120790_skacklinge,2001,0
5120790_skacklinge,2002,13
5120790_skacklinge,2003,21
5120790_skacklinge,2004,21
5120790_skacklinge,2005,30
5120790_skacklinge,2006,34
5120790_skacklinge,2007,33
5120790_skacklinge,2008,27
5120790_skacklinge,2009,22
5120790_skacklinge,2010,23
5120790_skacklinge,2011,30
5120790_skacklinge,2012,25
5120790_skacklinge,2013,30
5120790_skacklinge,2014,27
5120810_storvreten,2000,-3
5120810_storvreten,2001,-6
5120810_storvreten,2002,-3
5120810_storvreten,2003,-21
5120810_storvreten,2004,-15
5120810_storvreten,2005,-16
5120810_storvreten,2006,-38
5120810_storvreten,2007,-56
5120810_storvreten,2008,-64
5120810_storvreten,2009,-66
5120810_storvreten,2010,-73
5120810_storvreten,2011,-73
5120810_storvreten,2012,-80
5120810_storvreten,2013,-85
5120810_storvreten,2014,-95
5120820_blockvagen,2000,3
5120820_blockvagen,2001,3
5120820_blockvagen,2002,6
5120820_blockvagen,2003,6
5120820_blockvagen,2004,3
5120820_blockvagen,2005,3
5120820_blockvagen,2006,3
5120820_blockvagen,2007,0
5120820_blockvagen,2008,3
5120820_blockvagen,2009,3
5120820_blockvagen,2010,2
5120820_blockvagen,2011,2
5120820_blockvagen,2012,5
5120820_blockvagen,2013,5
5120820_blockvagen,2014,8
5120830_grytstigen,2000,-3
5120830_grytstigen,2001,0
5120830_grytstigen,2002,-3
5120830_grytstigen,2003,-2
5120830_grytstigen,2004,-2
5120830_grytstigen,2005,1
5120830_grytstigen,2006,-2
5120830_grytstigen,2007,-2
5120830_grytstigen,2008,0
5120830_grytstigen,2009,0
5120830_grytstigen,2010,1
5120830_grytstigen,2011,4
5120830_grytstigen,2012,0
5120830_grytstigen,2013,1
5120830_grytstigen,2014,2
5120840_vedstigen,2000,0
5120840_vedstigen,2001,0
5120840_vedstigen,2002,0
5120840_vedstigen,2003,0
5120840_vedstigen,2004,0
5120840_vedstigen,2005,0
5120840_vedstigen,2006,0
5120840_vedstigen,2007,-4
5120840_vedstigen,2008,-4
5120840_vedstigen,2009,-4
5120840_vedstigen,2010,-4
5120840_vedstigen,2011,-4
5120840_vedstigen,2012,-1
5120840_vedstigen,2013,-4
5120840_vedstigen,2014,-4
5120910_tumba_bruk,2000,2
5120910_tumba_bruk,2001,4
5120910_tumba_bruk,2002,5
5120910_tumba_bruk,2003,4
5120910_tumba_bruk,2004,3
5120910_tumba_bruk,2005,4
5120910_tumba_bruk,2006,11
5120910_tumba_bruk,2007,11
5120910_tumba_bruk,2008,13
5120910_tumba_bruk,2009,7
5120910_tumba_bruk,2010,3
5120910_tumba_bruk,2011,4
5120910_tumba_bruk,2012,6
5120910_tumba_bruk,2013,10
5120910_tumba_bruk,2014,6
5120920_tumba_glesbygd,2000,0
5120920_tumba_glesbygd,2001,0
5120920_tumba_glesbygd,2002,0
5120920_tumba_glesbygd,2003,3
5120920_tumba_glesbygd,2004,6
5120920_tumba_glesbygd,2005,6
5120920_tumba_glesbygd,2006,9
5120920_tumba_glesbygd,2007,14
5120920_tumba_glesbygd,2008,14
5120920_tumba_glesbygd,2009,11
5120920_tumba_glesbygd,2010,10
5120920_tumba_glesbygd,2011,10
5120920_tumba_glesbygd,2012,13
5120920_tumba_glesbygd,2013,10
5120920_tumba_glesbygd,2014,10
5120930_kommunalhuset,2000,0
5120930_kommunalhuset,2001,-2
5120930_kommunalhuset,2002,-2
5120930_kommunalhuset,2003,4
5120930_kommunalhuset,2004,2
5120930_kommunalhuset,2005,13
5120930_kommunalhuset,2006,34
5120930_kommunalhuset,2007,50
5120930_kommunalhuset,2008,53
5120930_kommunalhuset,2009,41
5120930_kommunalhuset,2010,45
5120930_kommunalhuset,2011,38
5120930_kommunalhuset,2012,38
5120930_kommunalhuset,2013,38
5120930_kommunalhuset,2014,39
5120940_tuna,2000,-3
5120940_tuna,2001,2
5120940_tuna,2002,1
5120940_tuna,2003,4
5120940_tuna,2004,6
5120940_tuna,2005,-2
5120940_tuna,2006,-10
5120940_tuna,2007,-15
5120940_tuna,2008,-12
5120940_tuna,2009,-22
5120940_tuna,2010,-26
5120940_tuna,2011,-22
5120940_tuna,2012,-23
5120940_tuna,2013,-16
5120940_tuna,2014,-9
5120950_nackdala,2000,0
5120950_nackdala,2001,0
5120950_nackdala,2002,-3
5120950_nackdala,2003,-3
5120950_nackdala,2004,0
5120950_nackdala,2005,0
5120950_nackdala,2006,0
5120950_nackdala,2007,1
5120950_nackdala,2008,1
5120950_nackdala,2009,2
5120950_nackdala,2010,4
5120950_nackdala,2011,9
5120950_nackdala,2012,12
5120950_nackdala,2013,13
5120950_nackdala,2014,14
5120970_loviseberg,2000,0
5120970_loviseberg,2001,0
5120970_loviseberg,2002,3
5120970_loviseberg,2003,3
5120970_loviseberg,2004,3
5120970_loviseberg,2005,0
5120970_loviseberg,2006,-3
5120970_loviseberg,2007,0
5120970_loviseberg,2008,3
5120970_loviseberg,2009,6
5120970_loviseberg,2010,11
5120970_loviseberg,2011,10
5120970_loviseberg,2012,13
5120970_loviseberg,2013,13
5120970_loviseberg,2014,13
5130810_uttran,2000,3
5130810_uttran,2001,1
5130810_uttran,2002,1
5130810_uttran,2003,-2
5130810_uttran,2004,6
5130810_uttran,2005,7
5130810_uttran,2006,0
5130810_uttran,2007,10
5130810_uttran,2008,13
5130810_uttran,2009,17
5130810_uttran,2010,19
5130810_uttran,2011,19
5130810_uttran,2012,20
5130810_uttran,2013,13
5130810_uttran,2014,14
5130820_varsta,2000,4
5130820_varsta,2001,3
5130820_varsta,2002,7
5130820_varsta,2003,14
5130820_varsta,2004,17
5130820_varsta,2005,21
5130820_varsta,2006,18
5130820_varsta,2007,17
5130820_varsta,2008,18
5130820_varsta,2009,21
5130820_varsta,2010,25
5130820_varsta,2011,28
5130820_varsta,2012,25
5130820_varsta,2013,22
5130820_varsta,2014,23
5130830_grodinge_glesbygd,2000,0
5130830_grodinge_glesbygd,2001,0
5130830_grodinge_glesbygd,2002,3
5130830_grodinge_glesbygd,2003,7
5130830_grodinge_glesbygd,2004,5
5130830_grodinge_glesbygd,2005,1
5130830_grodinge_glesbygd,2006,-2
5130830_grodinge_glesbygd,2007,0
5130830_grodinge_glesbygd,2008,5
5130830_grodinge_glesbygd,2009,4
5130830_grodinge_glesbygd,2010,0
5130830_grodinge_glesbygd,2011,0
5130830_grodinge_glesbygd,2012,3
5130830_grodinge_glesbygd,2013,0
5130830_grodinge_glesbygd,2014,0
5140110_tullinge_villastad,2000,9
5140110_tullinge_villastad,2001,16
5140110_tullinge_villastad,2002,45
5140110_tullinge_villastad,2003,72
5140110_tullinge_villastad,2004,87
5140110_tullinge_villastad,2005,97
5140110_tullinge_villastad,2006,113
5140110_tullinge_villastad,2007,122
5140110_tullinge_villastad,2008,128
5140110_tullinge_villastad,2009,127
5140110_tullinge_villastad,2010,133
5140110_tullinge_villastad,2011,146
5140110_tullinge_villastad,2012,153
5140110_tullinge_villastad,2013,168
5140110_tullinge_villastad,2014,181
5140620_tullingeberg,2000,-2
5140620_tullingeberg,2001,1
5140620_tullingeberg,2002,3
5140620_tullingeberg,2003,2
5140620_tullingeberg,2004,0
5140620_tullingeberg,2005,-1
5140620_tullingeberg,2006,-8
5140620_tullingeberg,2007,-14
5140620_tullingeberg,2008,-13
5140620_tullingeberg,2009,-21
5140620_tullingeberg,2010,-34
5140620_tullingeberg,2011,-22
5140620_tullingeberg,2012,-27
5140620_tullingeberg,2013,-22
5140620_tullingeberg,2014,-26
5140641_tullinge_parkhem,2000,16
5140641_tullinge_parkhem,2001,17
5140641_tullinge_parkhem,2002,21
5140641_tullinge_parkhem,2003,25
5140641_tullinge_parkhem,2004,38
5140641_tullinge_parkhem,2005,45
5140641_tullinge_parkhem,2006,42
5140641_tullinge_parkhem,2007,47
5140641_tullinge_parkhem,2008,48
5140641_tullinge_parkhem,2009,55
5140641_tullinge_parkhem,2010,56
5140641_tullinge_parkhem,2011,52
5140641_tullinge_parkhem,2012,64
5140641_tullinge_parkhem,2013,69
5140641_tullinge_parkhem,2014,62
5140642_lanthem_n,2000,1
5140642_lanthem_n,2001,-1
5140642_lanthem_n,2002,0
5140642_lanthem_n,2003,2
5140642_lanthem_n,2004,4
