basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_male
1320150_alstromergatan,2013,0.4693
1320150_alstromergatan,2014,0.4867
1320210_ralambshov,2000,0.44172
1320210_ralambshov,2001,0.47561
1320210_ralambshov,2002,0.44706
1320210_ralambshov,2003,0.46746
1320210_ralambshov,2004,0.46995
1320210_ralambshov,2005,0.45833
1320210_ralambshov,2006,0.50515
1320210_ralambshov,2007,0.46927
1320210_ralambshov,2008,0.49223
1320210_ralambshov,2009,0.50505
1320210_ralambshov,2010,0.53925
1320210_ralambshov,2011,0.55401
1320210_ralambshov,2012,0.55219
1320210_ralambshov,2013,0.50671
1320210_ralambshov,2014,0.53185
1320220_svedbergsplan,2000,0.30932
1320220_svedbergsplan,2001,0.34568
1320220_svedbergsplan,2002,0.36078
1320220_svedbergsplan,2003,0.36015
1320220_svedbergsplan,2004,0.38783
1320220_svedbergsplan,2005,0.40377
1320220_svedbergsplan,2006,0.42636
1320220_svedbergsplan,2007,0.44309
1320220_svedbergsplan,2008,0.45528
1320220_svedbergsplan,2009,0.44061
1320220_svedbergsplan,2010,0.45818
1320220_svedbergsplan,2011,0.44444
1320220_svedbergsplan,2012,0.47636
1320220_svedbergsplan,2013,0.44211
1320220_svedbergsplan,2014,0.43525
1320240_mariebergsparken,2000,0.3835
1320240_mariebergsparken,2001,0.42991
1320240_mariebergsparken,2002,0.46047
1320240_mariebergsparken,2003,0.49194
1320240_mariebergsparken,2004,0.50198
1320240_mariebergsparken,2005,0.49237
1320240_mariebergsparken,2006,0.49265
1320240_mariebergsparken,2007,0.54545
1320240_mariebergsparken,2008,0.5249
1320240_mariebergsparken,2009,0.51587
1320240_mariebergsparken,2010,0.4902
1320240_mariebergsparken,2011,0.49416
1320240_mariebergsparken,2012,0.54307
1320240_mariebergsparken,2013,0.55725
1320240_mariebergsparken,2014,0.57955
1320310_ostra_stadshagen,2000,0.23713
1320310_ostra_stadshagen,2001,0.2575
1320310_ostra_stadshagen,2002,0.26415
1320310_ostra_stadshagen,2003,0.25381
1320310_ostra_stadshagen,2004,0.26441
1320310_ostra_stadshagen,2005,0.29905
1320310_ostra_stadshagen,2006,0.32062
1320310_ostra_stadshagen,2007,0.34615
1320310_ostra_stadshagen,2008,0.34725
1320310_ostra_stadshagen,2009,0.35135
1320310_ostra_stadshagen,2010,0.36047
1320310_ostra_stadshagen,2011,0.35504
1320310_ostra_stadshagen,2012,0.32177
1320310_ostra_stadshagen,2013,0.31397
1320310_ostra_stadshagen,2014,0.32761
1320410_vastra_kristineberg,2000,0.36364
1320410_vastra_kristineberg,2001,0.37774
1320410_vastra_kristineberg,2002,0.3778
1320410_vastra_kristineberg,2003,0.3911
1320410_vastra_kristineberg,2004,0.40762
1320410_vastra_kristineberg,2005,0.42721
1320410_vastra_kristineberg,2006,0.44824
1320410_vastra_kristineberg,2007,0.45953
1320410_vastra_kristineberg,2008,0.44751
1320410_vastra_kristineberg,2009,0.47119
1320410_vastra_kristineberg,2010,0.47032
1320410_vastra_kristineberg,2011,0.48837
1320410_vastra_kristineberg,2012,0.50046
1320410_vastra_kristineberg,2013,0.48681
1320410_vastra_kristineberg,2014,0.47975
1320420_thorildsplan,2000,0.33376
1320420_thorildsplan,2001,0.33554
1320420_thorildsplan,2002,0.34646
1320420_thorildsplan,2003,0.34433
1320420_thorildsplan,2004,0.35878
1320420_thorildsplan,2005,0.36242
1320420_thorildsplan,2006,0.37157
1320420_thorildsplan,2007,0.39172
1320420_thorildsplan,2008,0.3929
1320420_thorildsplan,2009,0.42573
1320420_thorildsplan,2010,0.43878
1320420_thorildsplan,2011,0.45111
1320420_thorildsplan,2012,0.42404
1320420_thorildsplan,2013,0.43322
1320420_thorildsplan,2014,0.44098
1320500_fredhall,2000,0.32586
1320500_fredhall,2001,0.35151
1320500_fredhall,2002,0.37208
1320500_fredhall,2003,0.38421
1320500_fredhall,2004,0.39787
1320500_fredhall,2005,0.39891
1320500_fredhall,2006,0.4092
1320500_fredhall,2007,0.40952
1320500_fredhall,2008,0.41018
1320500_fredhall,2009,0.41473
1320500_fredhall,2010,0.42129
1320500_fredhall,2011,0.42728
1320500_fredhall,2012,0.43978
1320500_fredhall,2013,0.4398
1320500_fredhall,2014,0.45495
1330100_lilla_essingen,2000,0.2582
1330100_lilla_essingen,2001,0.28658
1330100_lilla_essingen,2002,0.2888
1330100_lilla_essingen,2003,0.30811
1330100_lilla_essingen,2004,0.34041
1330100_lilla_essingen,2005,0.35798
1330100_lilla_essingen,2006,0.38316
1330100_lilla_essingen,2007,0.40147
1330100_lilla_essingen,2008,0.42477
1330100_lilla_essingen,2009,0.4231
1330100_lilla_essingen,2010,0.416
1330100_lilla_essingen,2011,0.43131
1330100_lilla_essingen,2012,0.43189
1330100_lilla_essingen,2013,0.4401
1330100_lilla_essingen,2014,0.42682
1330200_stora_essingen,2000,0.33198
1330200_stora_essingen,2001,0.3365
1330200_stora_essingen,2002,0.351
1330200_stora_essingen,2003,0.37079
1330200_stora_essingen,2004,0.37073
1330200_stora_essingen,2005,0.38405
1330200_stora_essingen,2006,0.37814
1330200_stora_essingen,2007,0.40488
1330200_stora_essingen,2008,0.412
1330200_stora_essingen,2009,0.41546
1330200_stora_essingen,2010,0.41521
1330200_stora_essingen,2011,0.4213
1330200_stora_essingen,2012,0.4239
1330200_stora_essingen,2013,0.42729
1330200_stora_essingen,2014,0.44382
1410110_mariaberget,2000,0.35565
1410110_mariaberget,2001,0.37991
1410110_mariaberget,2002,0.38883
1410110_mariaberget,2003,0.40814
1410110_mariaberget,2004,0.4044
1410110_mariaberget,2005,0.40109
1410110_mariaberget,2006,0.40878
1410110_mariaberget,2007,0.42565
1410110_mariaberget,2008,0.43938
1410110_mariaberget,2009,0.44882
1410110_mariaberget,2010,0.45029
1410110_mariaberget,2011,0.46137
1410110_mariaberget,2012,0.47968
1410110_mariaberget,2013,0.49017
1410110_mariaberget,2014,0.50407
1410120_maria_kyrka,2000,0.34057
1410120_maria_kyrka,2001,0.3446
1410120_maria_kyrka,2002,0.35155
1410120_maria_kyrka,2003,0.36011
1410120_maria_kyrka,2004,0.36818
1410120_maria_kyrka,2005,0.38104
1410120_maria_kyrka,2006,0.38884
1410120_maria_kyrka,2007,0.38399
1410120_maria_kyrka,2008,0.38384
1410120_maria_kyrka,2009,0.41257
1410120_maria_kyrka,2010,0.41405
1410120_maria_kyrka,2011,0.41452
1410120_maria_kyrka,2012,0.41242
1410120_maria_kyrka,2013,0.4066
1410120_maria_kyrka,2014,0.41182
1410130_swedenborgsgatan,2000,0.33373
1410130_swedenborgsgatan,2001,0.34684
1410130_swedenborgsgatan,2002,0.34356
1410130_swedenborgsgatan,2003,0.35165
1410130_swedenborgsgatan,2004,0.36286
1410130_swedenborgsgatan,2005,0.37446
1410130_swedenborgsgatan,2006,0.375
1410130_swedenborgsgatan,2007,0.39469
1410130_swedenborgsgatan,2008,0.40026
1410130_swedenborgsgatan,2009,0.40182
1410130_swedenborgsgatan,2010,0.40968
1410130_swedenborgsgatan,2011,0.40115
1410130_swedenborgsgatan,2012,0.40383
1410130_swedenborgsgatan,2013,0.4
1410130_swedenborgsgatan,2014,0.40112
1410140_gullfjardsplan,2000,0.35645
1410140_gullfjardsplan,2001,0.36523
1410140_gullfjardsplan,2002,0.33996
1410140_gullfjardsplan,2003,0.36345
1410140_gullfjardsplan,2004,0.39746
1410140_gullfjardsplan,2005,0.40122
1410140_gullfjardsplan,2006,0.42138
1410140_gullfjardsplan,2007,0.43162
1410140_gullfjardsplan,2008,0.42431
1410140_gullfjardsplan,2009,0.41986
1410140_gullfjardsplan,2010,0.41176
1410140_gullfjardsplan,2011,0.41928
1410140_gullfjardsplan,2012,0.41943
1410140_gullfjardsplan,2013,0.43694
1410140_gullfjardsplan,2014,0.4415
1410150_bergsgruvan,2000,0.29471
1410150_bergsgruvan,2001,0.31888
1410150_bergsgruvan,2002,0.30617
1410150_bergsgruvan,2003,0.30986
1410150_bergsgruvan,2004,0.32787
1410150_bergsgruvan,2005,0.3701
1410150_bergsgruvan,2006,0.37413
1410150_bergsgruvan,2007,0.35698
1410150_bergsgruvan,2008,0.37307
1410150_bergsgruvan,2009,0.38767
1410150_bergsgruvan,2010,0.39762
1410150_bergsgruvan,2011,0.43947
1410150_bergsgruvan,2012,0.44297
1410150_bergsgruvan,2013,0.45692
1410150_bergsgruvan,2014,0.44975
1410210_sodra_station_vast,2000,0.36081
1410210_sodra_station_vast,2001,0.38349
1410210_sodra_station_vast,2002,0.38361
1410210_sodra_station_vast,2003,0.38321
1410210_sodra_station_vast,2004,0.38662
1410210_sodra_station_vast,2005,0.37477
1410210_sodra_station_vast,2006,0.37782
1410210_sodra_station_vast,2007,0.36095
1410210_sodra_station_vast,2008,0.3745
1410210_sodra_station_vast,2009,0.375
1410210_sodra_station_vast,2010,0.37302
1410210_sodra_station_vast,2011,0.39293
1410210_sodra_station_vast,2012,0.42205
1410210_sodra_station_vast,2013,0.4419
1410210_sodra_station_vast,2014,0.45992
1410220_sodra_station_ost,2000,0.37308
1410220_sodra_station_ost,2001,0.37455
1410220_sodra_station_ost,2002,0.38489
1410220_sodra_station_ost,2003,0.39316
1410220_sodra_station_ost,2004,0.41231
1410220_sodra_station_ost,2005,0.42069
1410220_sodra_station_ost,2006,0.40332
1410220_sodra_station_ost,2007,0.40763
1410220_sodra_station_ost,2008,0.41587
1410220_sodra_station_ost,2009,0.42806
1410220_sodra_station_ost,2010,0.42312
1410220_sodra_station_ost,2011,0.43875
1410220_sodra_station_ost,2012,0.44157
1410220_sodra_station_ost,2013,0.43419
1410220_sodra_station_ost,2014,0.42647
1420110_hogalidskyrkan,2000,0.37784
1420110_hogalidskyrkan,2001,0.38708
1420110_hogalidskyrkan,2002,0.40114
1420110_hogalidskyrkan,2003,0.40558
1420110_hogalidskyrkan,2004,0.4188
1420110_hogalidskyrkan,2005,0.42584
1420110_hogalidskyrkan,2006,0.42956
1420110_hogalidskyrkan,2007,0.44303
1420110_hogalidskyrkan,2008,0.45203
1420110_hogalidskyrkan,2009,0.4499
1420110_hogalidskyrkan,2010,0.46348
1420110_hogalidskyrkan,2011,0.47124
1420110_hogalidskyrkan,2012,0.49242
1420110_hogalidskyrkan,2013,0.49936
1420110_hogalidskyrkan,2014,0.49934
1420120_skinnarviksringen,2000,0.35605
1420120_skinnarviksringen,2001,0.36631
1420120_skinnarviksringen,2002,0.37136
1420120_skinnarviksringen,2003,0.37248
1420120_skinnarviksringen,2004,0.39362
1420120_skinnarviksringen,2005,0.39448
1420120_skinnarviksringen,2006,0.41035
1420120_skinnarviksringen,2007,0.41472
1420120_skinnarviksringen,2008,0.41019
1420120_skinnarviksringen,2009,0.42424
1420120_skinnarviksringen,2010,0.43735
1420120_skinnarviksringen,2011,0.42553
1420120_skinnarviksringen,2012,0.43936
1420120_skinnarviksringen,2013,0.45105
1420120_skinnarviksringen,2014,0.44912
1420130_ludvigsberg,2000,0.28455
1420130_ludvigsberg,2001,0.28958
1420130_ludvigsberg,2002,0.2809
1420130_ludvigsberg,2003,0.29151
1420130_ludvigsberg,2004,0.30682
1420130_ludvigsberg,2005,0.33209
1420130_ludvigsberg,2006,0.3283
1420130_ludvigsberg,2007,0.35165
1420130_ludvigsberg,2008,0.35374
1420130_ludvigsberg,2009,0.36242
1420130_ludvigsberg,2010,0.38225
1420130_ludvigsberg,2011,0.36897
1420130_ludvigsberg,2012,0.3931
1420130_ludvigsberg,2013,0.42806
1420130_ludvigsberg,2014,0.4507
1420140_bergsund,2000,0.26052
1420140_bergsund,2001,0.27249
1420140_bergsund,2002,0.29759
1420140_bergsund,2003,0.30653
1420140_bergsund,2004,0.31466
1420140_bergsund,2005,0.32166
1420140_bergsund,2006,0.33009
1420140_bergsund,2007,0.33695
1420140_bergsund,2008,0.33516
1420140_bergsund,2009,0.34962
1420140_bergsund,2010,0.36216
1420140_bergsund,2011,0.36987
1420140_bergsund,2012,0.38722
1420140_bergsund,2013,0.38366
1420140_bergsund,2014,0.39455
1420210_hornstull,2000,0.25526
1420210_hornstull,2001,0.25976
1420210_hornstull,2002,0.25425
1420210_hornstull,2003,0.28597
1420210_hornstull,2004,0.29101
1420210_hornstull,2005,0.30427
1420210_hornstull,2006,0.30585
1420210_hornstull,2007,0.31662
1420210_hornstull,2008,0.34131
1420210_hornstull,2009,0.34392
1420210_hornstull,2010,0.36474
1420210_hornstull,2011,0.37479
1420210_hornstull,2012,0.37954
1420210_hornstull,2013,0.39062
1420210_hornstull,2014,0.39433
1420220_bysistappan,2000,0.3
1420220_bysistappan,2001,0.31079
1420220_bysistappan,2002,0.3231
1420220_bysistappan,2003,0.30952
1420220_bysistappan,2004,0.31711
1420220_bysistappan,2005,0.32182
1420220_bysistappan,2006,0.34026
1420220_bysistappan,2007,0.35634
1420220_bysistappan,2008,0.34983
1420220_bysistappan,2009,0.34768
1420220_bysistappan,2010,0.3411
1420220_bysistappan,2011,0.34667
1420220_bysistappan,2012,0.36439
1420220_bysistappan,2013,0.39101
1420220_bysistappan,2014,0.40401
1420230_sodra_namndhuset,2000,0.28376
1420230_sodra_namndhuset,2001,0.27778
1420230_sodra_namndhuset,2002,0.30195
1420230_sodra_namndhuset,2003,0.32274
1420230_sodra_namndhuset,2004,0.32483
1420230_sodra_namndhuset,2005,0.35751
1420230_sodra_namndhuset,2006,0.3777
1420230_sodra_namndhuset,2007,0.36878
1420230_sodra_namndhuset,2008,0.37705
1420230_sodra_namndhuset,2009,0.37316
1420230_sodra_namndhuset,2010,0.39425
1420230_sodra_namndhuset,2011,0.39587
1420230_sodra_namndhuset,2012,0.42222
1420230_sodra_namndhuset,2013,0.42767
1420230_sodra_namndhuset,2014,0.41734
1420240_zinkensdamm,2000,0.27597
1420240_zinkensdamm,2001,0.30837
1420240_zinkensdamm,2002,0.30667
1420240_zinkensdamm,2003,0.31295
1420240_zinkensdamm,2004,0.32064
1420240_zinkensdamm,2005,0.3114
1420240_zinkensdamm,2006,0.31268
1420240_zinkensdamm,2007,0.32206
1420240_zinkensdamm,2008,0.33876
1420240_zinkensdamm,2009,0.35082
1420240_zinkensdamm,2010,0.36391
1420240_zinkensdamm,2011,0.3827
1420240_zinkensdamm,2012,0.38963
1420240_zinkensdamm,2013,0.38043
1420240_zinkensdamm,2014,0.40763
1420310_sodersjukhuset,2000,0.232
1420310_sodersjukhuset,2001,0.17647
1420310_sodersjukhuset,2002,0.21429
1420310_sodersjukhuset,2003,0.32258
1420310_sodersjukhuset,2004,0.30973
1420310_sodersjukhuset,2005,0.26957
1420310_sodersjukhuset,2006,0.27119
1420310_sodersjukhuset,2007,0.37674
1420310_sodersjukhuset,2008,0.37903
1420310_sodersjukhuset,2009,0.4332
1420310_sodersjukhuset,2010,0.46899
1420310_sodersjukhuset,2011,0.4786
1420310_sodersjukhuset,2012,0.48178
1420310_sodersjukhuset,2013,0.44706
1420310_sodersjukhuset,2014,0.46643
1420320_tanto,2000,0.43051
1420320_tanto,2001,0.43624
1420320_tanto,2002,0.42553
1420320_tanto,2003,0.42333
1420320_tanto,2004,0.45307
1420320_tanto,2005,0.43506
1420320_tanto,2006,0.44237
1420320_tanto,2007,0.46855
1420320_tanto,2008,0.50311
1420320_tanto,2009,0.47492
1420320_tanto,2010,0.47667
1420320_tanto,2011,0.51974
1420320_tanto,2012,0.52881
1420320_tanto,2013,0.49664
1420320_tanto,2014,0.51274
1420330_skoldgatan_syd,2000,0.33546
1420330_skoldgatan_syd,2001,0.36646
1420330_skoldgatan_syd,2002,0.34985
1420330_skoldgatan_syd,2003,0.35185
1420330_skoldgatan_syd,2004,0.36393
1420330_skoldgatan_syd,2005,0.36486
1420330_skoldgatan_syd,2006,0.34899
1420330_skoldgatan_syd,2007,0.34106
1420330_skoldgatan_syd,2008,0.3165
1420330_skoldgatan_syd,2009,0.32877
1420330_skoldgatan_syd,2010,0.33692
1420330_skoldgatan_syd,2011,0.34155
1420330_skoldgatan_syd,2012,0.34405
1420330_skoldgatan_syd,2013,0.33557
1420330_skoldgatan_syd,2014,0.32581
1420360_skoldgatan_nord,2000,0.29658
1420360_skoldgatan_nord,2001,0.29588
1420360_skoldgatan_nord,2002,0.29412
1420360_skoldgatan_nord,2003,0.29845
1420360_skoldgatan_nord,2004,0.3083
1420360_skoldgatan_nord,2005,0.29762
1420360_skoldgatan_nord,2006,0.30242
1420360_skoldgatan_nord,2007,0.29482
1420360_skoldgatan_nord,2008,0.316
1420360_skoldgatan_nord,2009,0.32707
1420360_skoldgatan_nord,2010,0.3405
1420360_skoldgatan_nord,2011,0.33333
1420360_skoldgatan_nord,2012,0.32509
1420360_skoldgatan_nord,2013,0.33904
1420360_skoldgatan_nord,2014,0.34155
1420410_langholmen,2000,0.29091
1420410_langholmen,2001,0.26786
1420410_langholmen,2002,0.25
1420410_langholmen,2003,0.25455
1420410_langholmen,2004,0.29167
1420410_langholmen,2005,0.30612
1420410_langholmen,2006,0.3125
1420410_langholmen,2007,0.29167
1420410_langholmen,2008,0.3125
1420410_langholmen,2009,0.39535
1420410_langholmen,2010,0.35556
1420410_langholmen,2011,0.3913
1420410_langholmen,2012,0.375
1420410_langholmen,2013,0.39024
1420410_langholmen,2014,0.36842
1420420_reimersholme,2000,0.4635
1420420_reimersholme,2001,0.45896
1420420_reimersholme,2002,0.48933
1420420_reimersholme,2003,0.4789
1420420_reimersholme,2004,0.49758
1420420_reimersholme,2005,0.49922
1420420_reimersholme,2006,0.48967
1420420_reimersholme,2007,0.50656
1420420_reimersholme,2008,0.52413
1420420_reimersholme,2009,0.52181
1420420_reimersholme,2010,0.54422
1420420_reimersholme,2011,0.54766
1420420_reimersholme,2012,0.5662
1420420_reimersholme,2013,0.55652
1420420_reimersholme,2014,0.57368
1430120_vastra_aso,2000,0.14925
1430120_vastra_aso,2001,0.15718
1430120_vastra_aso,2002,0.15826
1430120_vastra_aso,2003,0.15994
1430120_vastra_aso,2004,0.16921
1430120_vastra_aso,2005,0.14869
1430120_vastra_aso,2006,0.16333
1430120_vastra_aso,2007,0.1626
1430120_vastra_aso,2008,0.18285
1430120_vastra_aso,2009,0.19003
1430120_vastra_aso,2010,0.18475
1430120_vastra_aso,2011,0.18092
1430120_vastra_aso,2012,0.20938
1430120_vastra_aso,2013,0.20318
1430120_vastra_aso,2014,0.20755
1430130_blekingetappan,2000,0.28141
1430130_blekingetappan,2001,0.27892
1430130_blekingetappan,2002,0.31069
1430130_blekingetappan,2003,0.30221
1430130_blekingetappan,2004,0.30569
1430130_blekingetappan,2005,0.31754
1430130_blekingetappan,2006,0.32727
1430130_blekingetappan,2007,0.34799
1430130_blekingetappan,2008,0.37964
1430130_blekingetappan,2009,0.37546
1430130_blekingetappan,2010,0.37731
1430130_blekingetappan,2011,0.38385
1430130_blekingetappan,2012,0.40104
1430130_blekingetappan,2013,0.39851
1430130_blekingetappan,2014,0.40175
1430140_helgalunden,2000,0.28356
1430140_helgalunden,2001,0.29627
1430140_helgalunden,2002,0.29958
1430140_helgalunden,2003,0.29952
1430140_helgalunden,2004,0.29972
1430140_helgalunden,2005,0.31075
1430140_helgalunden,2006,0.33263
1430140_helgalunden,2007,0.34364
1430140_helgalunden,2008,0.36733
1430140_helgalunden,2009,0.37491
1430140_helgalunden,2010,0.38757
1430140_helgalunden,2011,0.40249
1430140_helgalunden,2012,0.40113
1430140_helgalunden,2013,0.40292
1430140_helgalunden,2014,0.39049
1430150_eriksdal,2000,0.30929
1430150_eriksdal,2001,0.29373
1430150_eriksdal,2002,0.31947
1430150_eriksdal,2003,0.31083
1430150_eriksdal,2004,0.33528
1430150_eriksdal,2005,0.34796
1430150_eriksdal,2006,0.34104
1430150_eriksdal,2007,0.3487
1430150_eriksdal,2008,0.35196
1430150_eriksdal,2009,0.34861
1430150_eriksdal,2010,0.3512
1430150_eriksdal,2011,0.35286
1430150_eriksdal,2012,0.35378
1430150_eriksdal,2013,0.36797
1430150_eriksdal,2014,0.3787
1430160_asotorget,2000,0.44444
1430160_asotorget,2001,0.42568
1430160_asotorget,2002,0.44898
1430160_asotorget,2003,0.44966
1430160_asotorget,2004,0.43262
1430160_asotorget,2005,0.43571
1430160_asotorget,2006,0.47015
1430160_asotorget,2007,0.50431
1430160_asotorget,2008,0.51852
1430160_asotorget,2009,0.48657
1430160_asotorget,2010,0.53695
1430160_asotorget,2011,0.54076
1430160_asotorget,2012,0.53282
1430160_asotorget,2013,0.51607
1430160_asotorget,2014,0.51711
1430180_rosenlund,2000,0.20235
1430180_rosenlund,2001,0.20528
1430180_rosenlund,2002,0.23684
1430180_rosenlund,2003,0.24923
1430180_rosenlund,2004,0.21615
1430180_rosenlund,2005,0.26144
1430180_rosenlund,2006,0.28895
1430180_rosenlund,2007,0.28255
1430180_rosenlund,2008,0.28919
1430180_rosenlund,2009,0.30959
1430180_rosenlund,2010,0.33795
1430180_rosenlund,2011,0.32055
1430180_rosenlund,2012,0.33144
1430180_rosenlund,2013,0.34758
1430180_rosenlund,2014,0.34648
1430210_mosebacke,2000,0.33285
1430210_mosebacke,2001,0.33052
1430210_mosebacke,2002,0.34512
1430210_mosebacke,2003,0.35127
1430210_mosebacke,2004,0.33992
1430210_mosebacke,2005,0.35253
1430210_mosebacke,2006,0.37429
1430210_mosebacke,2007,0.37573
1430210_mosebacke,2008,0.38439
1430210_mosebacke,2009,0.3994
1430210_mosebacke,2010,0.38131
1430210_mosebacke,2011,0.3994
1430210_mosebacke,2012,0.3872
1430210_mosebacke,2013,0.38262
1430210_mosebacke,2014,0.37692
1430220_ostra_aso,2000,0.25584
1430220_ostra_aso,2001,0.26134
1430220_ostra_aso,2002,0.26774
1430220_ostra_aso,2003,0.27627
1430220_ostra_aso,2004,0.27315
1430220_ostra_aso,2005,0.28811
1430220_ostra_aso,2006,0.29592
1430220_ostra_aso,2007,0.307
1430220_ostra_aso,2008,0.30742
1430220_ostra_aso,2009,0.32088
1430220_ostra_aso,2010,0.33152
1430220_ostra_aso,2011,0.32312
1430220_ostra_aso,2012,0.3347
1430220_ostra_aso,2013,0.32919
1430220_ostra_aso,2014,0.34086
1430230_katarina_kyrka,2000,0.34346
1430230_katarina_kyrka,2001,0.36022
1430230_katarina_kyrka,2002,0.36068
1430230_katarina_kyrka,2003,0.37733
1430230_katarina_kyrka,2004,0.3776
1430230_katarina_kyrka,2005,0.37027
1430230_katarina_kyrka,2006,0.37746
1430230_katarina_kyrka,2007,0.3974
1430230_katarina_kyrka,2008,0.41013
1430230_katarina_kyrka,2009,0.40205
1430230_katarina_kyrka,2010,0.39821
1430230_katarina_kyrka,2011,0.40879
1430230_katarina_kyrka,2012,0.39812
1430230_katarina_kyrka,2013,0.40344
1430230_katarina_kyrka,2014,0.39835
1430240_bjurholmsplan,2000,0.30107
1430240_bjurholmsplan,2001,0.30586
1430240_bjurholmsplan,2002,0.31457
1430240_bjurholmsplan,2003,0.31921
1430240_bjurholmsplan,2004,0.32401
1430240_bjurholmsplan,2005,0.33384
1430240_bjurholmsplan,2006,0.33948
1430240_bjurholmsplan,2007,0.34982
1430240_bjurholmsplan,2008,0.35948
1430240_bjurholmsplan,2009,0.37172
1430240_bjurholmsplan,2010,0.39026
1430240_bjurholmsplan,2011,0.39501
1430240_bjurholmsplan,2012,0.40126
1430240_bjurholmsplan,2013,0.40225
1430240_bjurholmsplan,2014,0.40647
1430250_nytorget,2000,0.30846
1430250_nytorget,2001,0.31331
1430250_nytorget,2002,0.32572
1430250_nytorget,2003,0.33054
1430250_nytorget,2004,0.33158
1430250_nytorget,2005,0.34258
1430250_nytorget,2006,0.35355
