basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_female
2210120_norra_abrahamsberg,2009,-4
2210120_norra_abrahamsberg,2010,4
2210120_norra_abrahamsberg,2011,32
2210120_norra_abrahamsberg,2012,10
2210120_norra_abrahamsberg,2013,13
2210120_norra_abrahamsberg,2014,2
2210130_sodra_abrahamsberg,2000,0
2210130_sodra_abrahamsberg,2001,4
2210130_sodra_abrahamsberg,2002,4
2210130_sodra_abrahamsberg,2003,-2
2210130_sodra_abrahamsberg,2004,-16
2210130_sodra_abrahamsberg,2005,-16
2210130_sodra_abrahamsberg,2006,-25
2210130_sodra_abrahamsberg,2007,-29
2210130_sodra_abrahamsberg,2008,11
2210130_sodra_abrahamsberg,2009,17
2210130_sodra_abrahamsberg,2010,15
2210130_sodra_abrahamsberg,2011,3
2210130_sodra_abrahamsberg,2012,-5
2210130_sodra_abrahamsberg,2013,-10
2210130_sodra_abrahamsberg,2014,-2
2210200_beckomberga,2000,-1
2210200_beckomberga,2001,-7
2210200_beckomberga,2002,-22
2210200_beckomberga,2003,-33
2210200_beckomberga,2004,-50
2210200_beckomberga,2005,-67
2210200_beckomberga,2006,-85
2210200_beckomberga,2007,-62
2210200_beckomberga,2008,-19
2210200_beckomberga,2009,11
2210200_beckomberga,2010,90
2210200_beckomberga,2011,145
2210200_beckomberga,2012,150
2210200_beckomberga,2013,152
2210200_beckomberga,2014,290
2210300_blackeberg,2000,-2
2210300_blackeberg,2001,-14
2210300_blackeberg,2002,13
2210300_blackeberg,2003,9
2210300_blackeberg,2004,-2
2210300_blackeberg,2005,7
2210300_blackeberg,2006,66
2210300_blackeberg,2007,122
2210300_blackeberg,2008,155
2210300_blackeberg,2009,122
2210300_blackeberg,2010,201
2210300_blackeberg,2011,186
2210300_blackeberg,2012,381
2210300_blackeberg,2013,520
2210300_blackeberg,2014,547
2210400_bromma_kyrka,2000,-11
2210400_bromma_kyrka,2001,0
2210400_bromma_kyrka,2002,16
2210400_bromma_kyrka,2003,16
2210400_bromma_kyrka,2004,17
2210400_bromma_kyrka,2005,20
2210400_bromma_kyrka,2006,22
2210400_bromma_kyrka,2007,27
2210400_bromma_kyrka,2008,32
2210400_bromma_kyrka,2009,25
2210400_bromma_kyrka,2010,13
2210400_bromma_kyrka,2011,6
2210400_bromma_kyrka,2012,4
2210400_bromma_kyrka,2013,12
2210400_bromma_kyrka,2014,22
2210500_ballsta,2000,3
2210500_ballsta,2001,1
2210500_ballsta,2002,-2
2210500_ballsta,2003,3
2210500_ballsta,2004,7
2210500_ballsta,2005,10
2210500_ballsta,2006,14
2210500_ballsta,2007,21
2210500_ballsta,2008,20
2210500_ballsta,2009,14
2210500_ballsta,2010,19
2210500_ballsta,2011,23
2210500_ballsta,2012,27
2210500_ballsta,2013,24
2210500_ballsta,2014,27
2210600_eneby,2000,-5
2210600_eneby,2001,-1
2210600_eneby,2002,-3
2210600_eneby,2003,-8
2210600_eneby,2004,-3
2210600_eneby,2005,7
2210600_eneby,2006,3
2210600_eneby,2007,-2
2210600_eneby,2008,4
2210600_eneby,2009,-1
2210600_eneby,2010,-7
2210600_eneby,2011,-7
2210600_eneby,2012,-7
2210600_eneby,2013,2
2210600_eneby,2014,5
2210700_mariehall,2000,3
2210700_mariehall,2001,9
2210700_mariehall,2002,10
2210700_mariehall,2003,22
2210700_mariehall,2004,99
2210700_mariehall,2005,149
2210700_mariehall,2006,166
2210700_mariehall,2007,213
2210700_mariehall,2008,288
2210700_mariehall,2009,282
2210700_mariehall,2010,286
2210700_mariehall,2011,562
2210700_mariehall,2012,981
2210700_mariehall,2013,1208
2210700_mariehall,2014,1614
2210830_runstensplan,2000,11
2210830_runstensplan,2001,27
2210830_runstensplan,2002,17
2210830_runstensplan,2003,9
2210830_runstensplan,2004,8
2210830_runstensplan,2005,2
2210830_runstensplan,2006,4
2210830_runstensplan,2007,51
2210830_runstensplan,2008,54
2210830_runstensplan,2009,95
2210830_runstensplan,2010,82
2210830_runstensplan,2011,76
2210830_runstensplan,2012,76
2210830_runstensplan,2013,81
2210830_runstensplan,2014,76
2210840_angbylunden,2000,10
2210840_angbylunden,2001,20
2210840_angbylunden,2002,26
2210840_angbylunden,2003,31
2210840_angbylunden,2004,38
2210840_angbylunden,2005,39
2210840_angbylunden,2006,48
2210840_angbylunden,2007,48
2210840_angbylunden,2008,44
2210840_angbylunden,2009,55
2210840_angbylunden,2010,54
2210840_angbylunden,2011,57
2210840_angbylunden,2012,74
2210840_angbylunden,2013,73
2210840_angbylunden,2014,70
2210850_attehagen,2000,2
2210850_attehagen,2001,6
2210850_attehagen,2002,7
2210850_attehagen,2003,8
2210850_attehagen,2004,7
2210850_attehagen,2005,14
2210850_attehagen,2006,15
2210850_attehagen,2007,22
2210850_attehagen,2008,16
2210850_attehagen,2009,20
2210850_attehagen,2010,19
2210850_attehagen,2011,14
2210850_attehagen,2012,6
2210850_attehagen,2013,17
2210850_attehagen,2014,25
2210860_akeshovsbadet,2000,-1
2210860_akeshovsbadet,2001,-15
2210860_akeshovsbadet,2002,-31
2210860_akeshovsbadet,2003,-50
2210860_akeshovsbadet,2004,-65
2210860_akeshovsbadet,2005,-87
2210860_akeshovsbadet,2006,-102
2210860_akeshovsbadet,2007,-109
2210860_akeshovsbadet,2008,-79
2210860_akeshovsbadet,2009,-95
2210860_akeshovsbadet,2010,-115
2210860_akeshovsbadet,2011,-130
2210860_akeshovsbadet,2012,-138
2210860_akeshovsbadet,2013,-146
2210860_akeshovsbadet,2014,-154
2210920_sodra_riksby,2000,40
2210920_sodra_riksby,2001,79
2210920_sodra_riksby,2002,75
2210920_sodra_riksby,2003,132
2210920_sodra_riksby,2004,96
2210920_sodra_riksby,2005,96
2210920_sodra_riksby,2006,87
2210920_sodra_riksby,2007,115
2210920_sodra_riksby,2008,105
2210920_sodra_riksby,2009,98
2210920_sodra_riksby,2010,138
2210920_sodra_riksby,2011,183
2210920_sodra_riksby,2012,153
2210920_sodra_riksby,2013,169
2210920_sodra_riksby,2014,177
2211121_farjestadsvagen_v,2000,1
2211121_farjestadsvagen_v,2001,9
2211121_farjestadsvagen_v,2002,17
2211121_farjestadsvagen_v,2003,27
2211121_farjestadsvagen_v,2004,24
2211121_farjestadsvagen_v,2005,22
2211121_farjestadsvagen_v,2006,21
2211121_farjestadsvagen_v,2007,11
2211121_farjestadsvagen_v,2008,7
2211121_farjestadsvagen_v,2009,9
2211121_farjestadsvagen_v,2010,5
2211121_farjestadsvagen_v,2011,-1
2211121_farjestadsvagen_v,2012,-7
2211121_farjestadsvagen_v,2013,-4
2211121_farjestadsvagen_v,2014,-1
2211130_angbyhojden,2000,1
2211130_angbyhojden,2001,1
2211130_angbyhojden,2002,-1
2211130_angbyhojden,2003,9
2211130_angbyhojden,2004,7
2211130_angbyhojden,2005,10
2211130_angbyhojden,2006,11
2211130_angbyhojden,2007,16
2211130_angbyhojden,2008,13
2211130_angbyhojden,2009,14
2211130_angbyhojden,2010,16
2211130_angbyhojden,2011,12
2211130_angbyhojden,2012,10
2211130_angbyhojden,2013,10
2211130_angbyhojden,2014,10
2211220_johannesfred,2000,13
2211220_johannesfred,2001,29
2211220_johannesfred,2002,20
2211220_johannesfred,2003,29
2211220_johannesfred,2004,19
2211220_johannesfred,2005,13
2211220_johannesfred,2006,10
2211220_johannesfred,2007,-4
2211220_johannesfred,2008,0
2211220_johannesfred,2009,-22
2211220_johannesfred,2010,-26
2211220_johannesfred,2011,-8
2211220_johannesfred,2012,5
2211220_johannesfred,2013,6
2211220_johannesfred,2014,5
2211300_akeshov,2000,-3
2211300_akeshov,2001,-5
2211300_akeshov,2002,6
2211300_akeshov,2003,7
2211300_akeshov,2004,-2
2211300_akeshov,2005,-5
2211300_akeshov,2006,-13
2211300_akeshov,2007,-3
2211300_akeshov,2008,-10
2211300_akeshov,2009,-27
2211300_akeshov,2010,-18
2211300_akeshov,2011,-12
2211300_akeshov,2012,-21
2211300_akeshov,2013,-19
2211300_akeshov,2014,-21
2211420_ostra_akeslund,2000,5
2211420_ostra_akeslund,2001,-14
2211420_ostra_akeslund,2002,-27
2211420_ostra_akeslund,2003,-45
2211420_ostra_akeslund,2004,-17
2211420_ostra_akeslund,2005,1
2211420_ostra_akeslund,2006,25
2211420_ostra_akeslund,2007,41
2211420_ostra_akeslund,2008,62
2211420_ostra_akeslund,2009,89
2211420_ostra_akeslund,2010,95
2211420_ostra_akeslund,2011,95
2211420_ostra_akeslund,2012,123
2211420_ostra_akeslund,2013,124
2211420_ostra_akeslund,2014,136
2211460_vastra_akeslund,2000,-6
2211460_vastra_akeslund,2001,-19
2211460_vastra_akeslund,2002,-19
2211460_vastra_akeslund,2003,-26
2211460_vastra_akeslund,2004,-33
2211460_vastra_akeslund,2005,-42
2211460_vastra_akeslund,2006,-41
2211460_vastra_akeslund,2007,-36
2211460_vastra_akeslund,2008,-42
2211460_vastra_akeslund,2009,-47
2211460_vastra_akeslund,2010,-43
2211460_vastra_akeslund,2011,-41
2211460_vastra_akeslund,2012,-41
2211460_vastra_akeslund,2013,-39
2211460_vastra_akeslund,2014,-38
2220100_alvik,2000,10
2220100_alvik,2001,17
2220100_alvik,2002,8
2220100_alvik,2003,10
2220100_alvik,2004,22
2220100_alvik,2005,3
2220100_alvik,2006,18
2220100_alvik,2007,43
2220100_alvik,2008,41
2220100_alvik,2009,30
2220100_alvik,2010,46
2220100_alvik,2011,60
2220100_alvik,2012,55
2220100_alvik,2013,65
2220100_alvik,2014,124
2220200_hoglandet,2000,-3
2220200_hoglandet,2001,-7
2220200_hoglandet,2002,1
2220200_hoglandet,2003,-13
2220200_hoglandet,2004,-6
2220200_hoglandet,2005,-4
2220200_hoglandet,2006,4
2220200_hoglandet,2007,5
2220200_hoglandet,2008,7
2220200_hoglandet,2009,7
2220200_hoglandet,2010,8
2220200_hoglandet,2011,4
2220200_hoglandet,2012,-2
2220200_hoglandet,2013,-2
2220200_hoglandet,2014,-9
2220300_nockeby,2000,13
2220300_nockeby,2001,25
2220300_nockeby,2002,25
2220300_nockeby,2003,19
2220300_nockeby,2004,30
2220300_nockeby,2005,23
2220300_nockeby,2006,13
2220300_nockeby,2007,13
2220300_nockeby,2008,0
2220300_nockeby,2009,-1
2220300_nockeby,2010,-9
2220300_nockeby,2011,-18
2220300_nockeby,2012,-33
2220300_nockeby,2013,-30
2220300_nockeby,2014,-42
2220400_nockebyhov,2000,10
2220400_nockebyhov,2001,3
2220400_nockebyhov,2002,15
2220400_nockebyhov,2003,24
2220400_nockebyhov,2004,29
2220400_nockebyhov,2005,38
2220400_nockebyhov,2006,45
2220400_nockebyhov,2007,44
2220400_nockebyhov,2008,47
2220400_nockebyhov,2009,76
2220400_nockebyhov,2010,85
2220400_nockebyhov,2011,81
2220400_nockebyhov,2012,102
2220400_nockebyhov,2013,107
2220400_nockebyhov,2014,98
2220500_olovslund,2000,2
2220500_olovslund,2001,0
2220500_olovslund,2002,4
2220500_olovslund,2003,6
2220500_olovslund,2004,5
2220500_olovslund,2005,7
2220500_olovslund,2006,9
2220500_olovslund,2007,10
2220500_olovslund,2008,7
2220500_olovslund,2009,10
2220500_olovslund,2010,11
2220500_olovslund,2011,11
2220500_olovslund,2012,11
2220500_olovslund,2013,13
2220500_olovslund,2014,9
2220600_smedslatten,2000,-9
2220600_smedslatten,2001,-22
2220600_smedslatten,2002,-22
2220600_smedslatten,2003,-24
2220600_smedslatten,2004,-15
2220600_smedslatten,2005,1
2220600_smedslatten,2006,10
2220600_smedslatten,2007,7
2220600_smedslatten,2008,36
2220600_smedslatten,2009,28
2220600_smedslatten,2010,16
2220600_smedslatten,2011,28
2220600_smedslatten,2012,26
2220600_smedslatten,2013,30
2220600_smedslatten,2014,29
2220700_stora_mossen,2000,5
2220700_stora_mossen,2001,-2
2220700_stora_mossen,2002,-2
2220700_stora_mossen,2003,18
2220700_stora_mossen,2004,56
2220700_stora_mossen,2005,76
2220700_stora_mossen,2006,69
2220700_stora_mossen,2007,66
2220700_stora_mossen,2008,59
2220700_stora_mossen,2009,57
2220700_stora_mossen,2010,59
2220700_stora_mossen,2011,63
2220700_stora_mossen,2012,61
2220700_stora_mossen,2013,53
2220700_stora_mossen,2014,58
2220820_sodra_traneberg,2000,-6
2220820_sodra_traneberg,2001,22
2220820_sodra_traneberg,2002,12
2220820_sodra_traneberg,2003,11
2220820_sodra_traneberg,2004,44
2220820_sodra_traneberg,2005,50
2220820_sodra_traneberg,2006,52
2220820_sodra_traneberg,2007,68
2220820_sodra_traneberg,2008,82
2220820_sodra_traneberg,2009,75
2220820_sodra_traneberg,2010,69
2220820_sodra_traneberg,2011,55
2220820_sodra_traneberg,2012,67
2220820_sodra_traneberg,2013,102
2220820_sodra_traneberg,2014,115
2220830_norra_traneberg,2000,7
2220830_norra_traneberg,2001,-5
2220830_norra_traneberg,2002,6
2220830_norra_traneberg,2003,-20
2220830_norra_traneberg,2004,-17
2220830_norra_traneberg,2005,-2
2220830_norra_traneberg,2006,-9
2220830_norra_traneberg,2007,-7
2220830_norra_traneberg,2008,-24
2220830_norra_traneberg,2009,-26
2220830_norra_traneberg,2010,-10
2220830_norra_traneberg,2011,-6
2220830_norra_traneberg,2012,-24
2220830_norra_traneberg,2013,-25
2220830_norra_traneberg,2014,-46
2220840_minneberg,2000,-13
2220840_minneberg,2001,-3
2220840_minneberg,2002,-16
2220840_minneberg,2003,-19
2220840_minneberg,2004,-16
2220840_minneberg,2005,10
2220840_minneberg,2006,5
2220840_minneberg,2007,12
2220840_minneberg,2008,24
2220840_minneberg,2009,17
2220840_minneberg,2010,29
2220840_minneberg,2011,18
2220840_minneberg,2012,20
2220840_minneberg,2013,29
2220840_minneberg,2014,47
2220900_ulvsunda,2000,10
2220900_ulvsunda,2001,8
2220900_ulvsunda,2002,-13
2220900_ulvsunda,2003,-15
2220900_ulvsunda,2004,-32
2220900_ulvsunda,2005,-47
2220900_ulvsunda,2006,-58
2220900_ulvsunda,2007,-60
2220900_ulvsunda,2008,-66
2220900_ulvsunda,2009,-76
2220900_ulvsunda,2010,-69
2220900_ulvsunda,2011,-52
2220900_ulvsunda,2012,-45
2220900_ulvsunda,2013,-52
2220900_ulvsunda,2014,-26
2221000_alsten,2000,-4
2221000_alsten,2001,-2
2221000_alsten,2002,-2
2221000_alsten,2003,5
2221000_alsten,2004,-1
2221000_alsten,2005,24
2221000_alsten,2006,14
2221000_alsten,2007,17
2221000_alsten,2008,15
2221000_alsten,2009,20
2221000_alsten,2010,16
2221000_alsten,2011,1
2221000_alsten,2012,-4
2221000_alsten,2013,-4
2221000_alsten,2014,-6
2221100_appelviken,2000,6
2221100_appelviken,2001,13
2221100_appelviken,2002,3
2221100_appelviken,2003,-1
2221100_appelviken,2004,-9
2221100_appelviken,2005,6
2221100_appelviken,2006,6
2221100_appelviken,2007,13
2221100_appelviken,2008,19
2221100_appelviken,2009,13
2221100_appelviken,2010,9
2221100_appelviken,2011,7
2221100_appelviken,2012,15
2221100_appelviken,2013,13
2221100_appelviken,2014,7
2230100_grimsta,2000,-3
2230100_grimsta,2001,38
2230100_grimsta,2002,75
2230100_grimsta,2003,53
2230100_grimsta,2004,39
2230100_grimsta,2005,24
2230100_grimsta,2006,37
2230100_grimsta,2007,102
2230100_grimsta,2008,64
2230100_grimsta,2009,37
2230100_grimsta,2010,19
2230100_grimsta,2011,22
2230100_grimsta,2012,4
2230100_grimsta,2013,-6
2230100_grimsta,2014,-38
2230200_kalvesta,2000,-17
2230200_kalvesta,2001,-41
2230200_kalvesta,2002,-42
2230200_kalvesta,2003,-44
2230200_kalvesta,2004,-57
2230200_kalvesta,2005,-33
2230200_kalvesta,2006,-30
2230200_kalvesta,2007,-46
2230200_kalvesta,2008,-47
2230200_kalvesta,2009,-50
2230200_kalvesta,2010,-52
2230200_kalvesta,2011,-64
2230200_kalvesta,2012,-86
2230200_kalvesta,2013,-86
2230200_kalvesta,2014,-96
2230300_nalsta,2000,-3
2230300_nalsta,2001,-10
2230300_nalsta,2002,-18
2230300_nalsta,2003,-18
2230300_nalsta,2004,-23
2230300_nalsta,2005,-22
2230300_nalsta,2006,0
2230300_nalsta,2007,-4
2230300_nalsta,2008,4
2230300_nalsta,2009,14
2230300_nalsta,2010,-6
2230300_nalsta,2011,-25
2230300_nalsta,2012,-46
2230300_nalsta,2013,-51
2230300_nalsta,2014,-66
2230420_vastra_racksta,2000,6
2230420_vastra_racksta,2001,-4
2230420_vastra_racksta,2002,14
2230420_vastra_racksta,2003,2
2230420_vastra_racksta,2004,-8
2230420_vastra_racksta,2005,4
2230420_vastra_racksta,2006,-1
2230420_vastra_racksta,2007,50
2230420_vastra_racksta,2008,117
2230420_vastra_racksta,2009,172
2230420_vastra_racksta,2010,254
2230420_vastra_racksta,2011,315
2230420_vastra_racksta,2012,321
2230420_vastra_racksta,2013,311
2230420_vastra_racksta,2014,301
2230430_ostra_racksta,2000,3
2230430_ostra_racksta,2001,-4
2230430_ostra_racksta,2002,2
2230430_ostra_racksta,2003,6
2230430_ostra_racksta,2004,6
2230430_ostra_racksta,2005,13
2230430_ostra_racksta,2006,20
2230430_ostra_racksta,2007,18
2230430_ostra_racksta,2008,26
2230430_ostra_racksta,2009,24
2230430_ostra_racksta,2010,27
2230430_ostra_racksta,2011,29
2230430_ostra_racksta,2012,21
2230430_ostra_racksta,2013,30
2230430_ostra_racksta,2014,29
2230440_racksta_sjukhus,2000,-14
2230440_racksta_sjukhus,2001,-21
2230440_racksta_sjukhus,2002,-22
2230440_racksta_sjukhus,2003,-29
2230440_racksta_sjukhus,2004,-32
2230440_racksta_sjukhus,2005,-27
2230440_racksta_sjukhus,2006,-28
2230440_racksta_sjukhus,2007,-25
2230440_racksta_sjukhus,2008,-2
2230440_racksta_sjukhus,2009,-7
2230440_racksta_sjukhus,2010,6
2230440_racksta_sjukhus,2011,-3
2230440_racksta_sjukhus,2012,-9
2230440_racksta_sjukhus,2013,2
2230440_racksta_sjukhus,2014,-7
2230520_norra_vinsta,2000,-4
2230520_norra_vinsta,2001,-16
2230520_norra_vinsta,2002,-38
2230520_norra_vinsta,2003,-42
2230520_norra_vinsta,2004,-48
2230520_norra_vinsta,2005,-48
2230520_norra_vinsta,2006,-49
2230520_norra_vinsta,2007,-53
2230520_norra_vinsta,2008,-64
2230520_norra_vinsta,2009,-67
2230520_norra_vinsta,2010,-69
2230520_norra_vinsta,2011,-65
2230520_norra_vinsta,2012,7
2230520_norra_vinsta,2013,105
2230520_norra_vinsta,2014,156
2230560_sodra_vinsta,2000,0
2230560_sodra_vinsta,2001,0
2230560_sodra_vinsta,2002,0
2230560_sodra_vinsta,2003,1
2230560_sodra_vinsta,2004,5
2230560_sodra_vinsta,2005,-1
2230560_sodra_vinsta,2006,-1
2230560_sodra_vinsta,2007,-9
2230560_sodra_vinsta,2008,-7
2230560_sodra_vinsta,2009,-16
2230560_sodra_vinsta,2010,-20
2230560_sodra_vinsta,2011,-17
2230560_sodra_vinsta,2012,-27
2230560_sodra_vinsta,2013,-29
2230560_sodra_vinsta,2014,-30
2230610_vallingby_centrum,2000,1
2230610_vallingby_centrum,2001,1
2230610_vallingby_centrum,2002,-6
2230610_vallingby_centrum,2003,3
2230610_vallingby_centrum,2004,-1
2230610_vallingby_centrum,2005,-7
2230610_vallingby_centrum,2006,-7
2230610_vallingby_centrum,2007,-11
2230610_vallingby_centrum,2008,-4
2230610_vallingby_centrum,2009,24
2230610_vallingby_centrum,2010,90
2230610_vallingby_centrum,2011,83
2230610_vallingby_centrum,2012,68
2230610_vallingby_centrum,2013,73
2230610_vallingby_centrum,2014,65
2230620_sodra_vallingby,2000,14
2230620_sodra_vallingby,2001,24
2230620_sodra_vallingby,2002,20
2230620_sodra_vallingby,2003,11
2230620_sodra_vallingby,2004,-9
2230620_sodra_vallingby,2005,-28
2230620_sodra_vallingby,2006,50
2230620_sodra_vallingby,2007,56
2230620_sodra_vallingby,2008,52
2230620_sodra_vallingby,2009,35
2230620_sodra_vallingby,2010,60
2230620_sodra_vallingby,2011,48
2230620_sodra_vallingby,2012,50
2230620_sodra_vallingby,2013,65
2230620_sodra_vallingby,2014,45
2230630_norra_vallingby,2000,5
2230630_norra_vallingby,2001,10
2230630_norra_vallingby,2002,7
2230630_norra_vallingby,2003,5
2230630_norra_vallingby,2004,7
2230630_norra_vallingby,2005,17
2230630_norra_vallingby,2006,14
2230630_norra_vallingby,2007,12
2230630_norra_vallingby,2008,15
2230630_norra_vallingby,2009,21
2230630_norra_vallingby,2010,23
2230630_norra_vallingby,2011,28
2230630_norra_vallingby,2012,35
2230630_norra_vallingby,2013,46
2230630_norra_vallingby,2014,53
2240121_sodra_bromsten_n,2000,8
2240121_sodra_bromsten_n,2001,6
2240121_sodra_bromsten_n,2002,13
2240121_sodra_bromsten_n,2003,11
2240121_sodra_bromsten_n,2004,8
2240121_sodra_bromsten_n,2005,4
2240121_sodra_bromsten_n,2006,5
2240121_sodra_bromsten_n,2007,-1
2240121_sodra_bromsten_n,2008,3
2240121_sodra_bromsten_n,2009,-2
2240121_sodra_bromsten_n,2010,-6
2240121_sodra_bromsten_n,2011,-9
2240121_sodra_bromsten_n,2012,-12
2240121_sodra_bromsten_n,2013,-9
2240121_sodra_bromsten_n,2014,-9
2240122_sodra_bromsten_s,2000,3
2240122_sodra_bromsten_s,2001,1
2240122_sodra_bromsten_s,2002,0
2240122_sodra_bromsten_s,2003,-6
2240122_sodra_bromsten_s,2004,-8
2240122_sodra_bromsten_s,2005,-11
2240122_sodra_bromsten_s,2006,-7
2240122_sodra_bromsten_s,2007,30
2240122_sodra_bromsten_s,2008,35
2240122_sodra_bromsten_s,2009,33
2240122_sodra_bromsten_s,2010,30
2240122_sodra_bromsten_s,2011,30
2240122_sodra_bromsten_s,2012,33
2240122_sodra_bromsten_s,2013,33
2240122_sodra_bromsten_s,2014,25
2240130_norra_bromsten,2000,11
2240130_norra_bromsten,2001,-8
2240130_norra_bromsten,2002,11
2240130_norra_bromsten,2003,-3
2240130_norra_bromsten,2004,-13
2240130_norra_bromsten,2005,-43
2240130_norra_bromsten,2006,-85
2240130_norra_bromsten,2007,-102
2240130_norra_bromsten,2008,-116
2240130_norra_bromsten,2009,-133
2240130_norra_bromsten,2010,-127
2240130_norra_bromsten,2011,-161
2240130_norra_bromsten,2012,-180
2240130_norra_bromsten,2013,-130
2240130_norra_bromsten,2014,-125
2240200_flysta,2000,1
2240200_flysta,2001,7
2240200_flysta,2002,0
2240200_flysta,2003,5
2240200_flysta,2004,16
2240200_flysta,2005,13
2240200_flysta,2006,5
2240200_flysta,2007,-8
2240200_flysta,2008,-13
2240200_flysta,2009,-27
2240200_flysta,2010,-11
2240200_flysta,2011,-6
2240200_flysta,2012,-10
2240200_flysta,2013,-20
2240200_flysta,2014,-17
2240520_okand,2000,-5
2240520_okand,2001,-49
2240520_okand,2002,-126
2240520_okand,2003,-223
2240520_okand,2004,-314
2240520_okand,2005,-427
2240520_okand,2006,-498
2240520_okand,2007,-577
2240520_okand,2008,-651
2240520_okand,2009,-726
2240521_norra_rinkeby_kvarnby,2010,-52
2240521_norra_rinkeby_kvarnby,2011,-60
2240521_norra_rinkeby_kvarnby,2012,-128
2240521_norra_rinkeby_kvarnby,2013,-163
2240521_norra_rinkeby_kvarnby,2014,-251
2240522_norra_rinkeby_askeby,2010,-34
2240522_norra_rinkeby_askeby,2011,-62
2240522_norra_rinkeby_askeby,2012,-81
2240522_norra_rinkeby_askeby,2013,-116
2240522_norra_rinkeby_askeby,2014,-133
2240530_okand,2000,-26
2240530_okand,2001,-21
2240530_okand,2002,-47
2240530_okand,2003,-86
2240530_okand,2004,-143
2240530_okand,2005,-199
2240530_okand,2006,-269
2240530_okand,2007,-299
2240530_okand,2008,-373
2240530_okand,2009,-443
2240531_sodra_rinkeby_knutby,2010,-27
2240531_sodra_rinkeby_knutby,2011,-67
2240531_sodra_rinkeby_knutby,2012,-65
2240531_sodra_rinkeby_knutby,2013,-83
