basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_female
5140620_tullingeberg,2013,0.28244
5140620_tullingeberg,2014,0.30789
5140641_tullinge_parkhem,2000,0.19048
5140641_tullinge_parkhem,2001,0.201
5140641_tullinge_parkhem,2002,0.21771
5140641_tullinge_parkhem,2003,0.21891
5140641_tullinge_parkhem,2004,0.23923
5140641_tullinge_parkhem,2005,0.25325
5140641_tullinge_parkhem,2006,0.26272
5140641_tullinge_parkhem,2007,0.27368
5140641_tullinge_parkhem,2008,0.2881
5140641_tullinge_parkhem,2009,0.3017
5140641_tullinge_parkhem,2010,0.31358
5140641_tullinge_parkhem,2011,0.32836
5140641_tullinge_parkhem,2012,0.34375
5140641_tullinge_parkhem,2013,0.3528
5140641_tullinge_parkhem,2014,0.34887
5140642_lanthem_n,2000,0.30085
5140642_lanthem_n,2001,0.30894
5140642_lanthem_n,2002,0.30204
5140642_lanthem_n,2003,0.30833
5140642_lanthem_n,2004,0.32258
5140642_lanthem_n,2005,0.33913
5140642_lanthem_n,2006,0.33047
5140642_lanthem_n,2007,0.34211
5140642_lanthem_n,2008,0.36245
5140642_lanthem_n,2009,0.36555
5140642_lanthem_n,2010,0.39024
5140642_lanthem_n,2011,0.42623
5140642_lanthem_n,2012,0.45041
5140642_lanthem_n,2013,0.46371
5140642_lanthem_n,2014,0.47876
5140650_tullinge_centrum,2000,0.18205
5140650_tullinge_centrum,2001,0.18863
5140650_tullinge_centrum,2002,0.19329
5140650_tullinge_centrum,2003,0.19086
5140650_tullinge_centrum,2004,0.20461
5140650_tullinge_centrum,2005,0.21117
5140650_tullinge_centrum,2006,0.2141
5140650_tullinge_centrum,2007,0.22616
5140650_tullinge_centrum,2008,0.24559
5140650_tullinge_centrum,2009,0.2521
5140650_tullinge_centrum,2010,0.26264
5140650_tullinge_centrum,2011,0.28734
5140650_tullinge_centrum,2012,0.29096
5140650_tullinge_centrum,2013,0.3052
5140650_tullinge_centrum,2014,0.34011
5140660_banslatt,2000,0.17871
5140660_banslatt,2001,0.18864
5140660_banslatt,2002,0.20988
5140660_banslatt,2003,0.21414
5140660_banslatt,2004,0.22222
5140660_banslatt,2005,0.23695
5140660_banslatt,2006,0.26087
5140660_banslatt,2007,0.28205
5140660_banslatt,2008,0.28539
5140660_banslatt,2009,0.29647
5140660_banslatt,2010,0.31296
5140660_banslatt,2011,0.32071
5140660_banslatt,2012,0.31658
5140660_banslatt,2013,0.33867
5140660_banslatt,2014,0.34218
5140690_okand,2000,0
5140690_okand,2001,0
5140690_okand,2002,0.25926
5140690_okand,2003,0.18519
5140690_okand,2004,0.1875
5140690_okand,2005,0.25714
5140690_okand,2006,0.25
5140690_okand,2007,0.25
5140690_okand,2008,0.38542
5140690_okand,2009,0.41975
5140711_tullinge_skog,2000,0.21758
5140711_tullinge_skog,2001,0.2311
5140711_tullinge_skog,2002,0.25793
5140711_tullinge_skog,2003,0.26261
5140711_tullinge_skog,2004,0.27557
5140711_tullinge_skog,2005,0.294
5140711_tullinge_skog,2006,0.314
5140711_tullinge_skog,2007,0.31653
5140711_tullinge_skog,2008,0.32645
5140711_tullinge_skog,2009,0.34292
5140711_tullinge_skog,2010,0.35745
5140711_tullinge_skog,2011,0.37447
5140711_tullinge_skog,2012,0.37844
5140711_tullinge_skog,2013,0.38144
5140711_tullinge_skog,2014,0.38525
5140712_lanthem_s,2000,0.22566
5140712_lanthem_s,2001,0.24597
5140712_lanthem_s,2002,0.23577
5140712_lanthem_s,2003,0.2379
5140712_lanthem_s,2004,0.24303
5140712_lanthem_s,2005,0.26923
5140712_lanthem_s,2006,0.28626
5140712_lanthem_s,2007,0.29924
5140712_lanthem_s,2008,0.34074
5140712_lanthem_s,2009,0.36742
5140712_lanthem_s,2010,0.35075
5140712_lanthem_s,2011,0.36531
5140712_lanthem_s,2012,0.3662
5140712_lanthem_s,2013,0.38869
5140712_lanthem_s,2014,0.40794
5711010_soderby_garde,2000,0.10277
5711010_soderby_garde,2001,0.10506
5711010_soderby_garde,2002,0.11067
5711010_soderby_garde,2003,0.104
5711010_soderby_garde,2004,0.10359
5711010_soderby_garde,2005,0.11667
5711010_soderby_garde,2006,0.14754
5711010_soderby_garde,2007,0.15447
5711010_soderby_garde,2008,0.15226
5711010_soderby_garde,2009,0.15948
5711010_soderby_garde,2010,0.18667
5711010_soderby_garde,2011,0.1875
5711010_soderby_garde,2012,0.17409
5711010_soderby_garde,2013,0.1748
5711010_soderby_garde,2014,0.2
5711020_soderby_park,2000,0.20513
5711020_soderby_park,2001,0.18605
5711020_soderby_park,2002,0.18182
5711020_soderby_park,2003,0.125
5711020_soderby_park,2004,0.07407
5711020_soderby_park,2005,0.22059
5711020_soderby_park,2006,0.26446
5711020_soderby_park,2007,0.3388
5711020_soderby_park,2008,0.36181
5711020_soderby_park,2009,0.33761
5711020_soderby_park,2010,0.30126
5711020_soderby_park,2011,0.3
5711020_soderby_park,2012,0.30435
5711020_soderby_park,2013,0.33808
5711020_soderby_park,2014,0.31987
5711110_skyttorp,2000,0.08785
5711110_skyttorp,2001,0.09545
5711110_skyttorp,2002,0.0997
5711110_skyttorp,2003,0.1035
5711110_skyttorp,2004,0.10758
5711110_skyttorp,2005,0.10886
5711110_skyttorp,2006,0.11661
5711110_skyttorp,2007,0.12966
5711110_skyttorp,2008,0.13682
5711110_skyttorp,2009,0.14138
5711110_skyttorp,2010,0.15248
5711110_skyttorp,2011,0.17487
5711110_skyttorp,2012,0.18227
5711110_skyttorp,2013,0.18381
5711110_skyttorp,2014,0.17881
5711120_skogsang,2000,0.16221
5711120_skogsang,2001,0.16023
5711120_skogsang,2002,0.16371
5711120_skogsang,2003,0.1703
5711120_skogsang,2004,0.17289
5711120_skogsang,2005,0.17949
5711120_skogsang,2006,0.18496
5711120_skogsang,2007,0.18802
5711120_skogsang,2008,0.18816
5711120_skogsang,2009,0.19518
5711120_skogsang,2010,0.21493
5711120_skogsang,2011,0.22323
5711120_skogsang,2012,0.25688
5711120_skogsang,2013,0.26218
5711120_skogsang,2014,0.26037
5711130_soderby,2000,0.17763
5711130_soderby,2001,0.17556
5711130_soderby,2002,0.19274
5711130_soderby,2003,0.20595
5711130_soderby,2004,0.2104
5711130_soderby,2005,0.21462
5711130_soderby,2006,0.23077
5711130_soderby,2007,0.23632
5711130_soderby,2008,0.24079
5711130_soderby,2009,0.25127
5711130_soderby,2010,0.27273
5711130_soderby,2011,0.27937
5711130_soderby,2012,0.28962
5711130_soderby,2013,0.31129
5711130_soderby,2014,0.31892
5711200_salems_centrum,2000,0.08992
5711200_salems_centrum,2001,0.09583
5711200_salems_centrum,2002,0.10015
5711200_salems_centrum,2003,0.0951
5711200_salems_centrum,2004,0.09091
5711200_salems_centrum,2005,0.09688
5711200_salems_centrum,2006,0.10691
5711200_salems_centrum,2007,0.10311
5711200_salems_centrum,2008,0.10083
5711200_salems_centrum,2009,0.09259
5711200_salems_centrum,2010,0.095
5711200_salems_centrum,2011,0.1068
5711200_salems_centrum,2012,0.11309
5711200_salems_centrum,2013,0.12841
5711200_salems_centrum,2014,0.1296
5712110_norra_ronninge,2000,0.32914
5712110_norra_ronninge,2001,0.32365
5712110_norra_ronninge,2002,0.32106
5712110_norra_ronninge,2003,0.34146
5712110_norra_ronninge,2004,0.3487
5712110_norra_ronninge,2005,0.37325
5712110_norra_ronninge,2006,0.37903
5712110_norra_ronninge,2007,0.39798
5712110_norra_ronninge,2008,0.40329
5712110_norra_ronninge,2009,0.41429
5712110_norra_ronninge,2010,0.42245
5712110_norra_ronninge,2011,0.43648
5712110_norra_ronninge,2012,0.43992
5712110_norra_ronninge,2013,0.45833
5712110_norra_ronninge,2014,0.46667
5712210_uttringe,2000,0.33569
5712210_uttringe,2001,0.33219
5712210_uttringe,2002,0.32281
5712210_uttringe,2003,0.34138
5712210_uttringe,2004,0.32867
5712210_uttringe,2005,0.36552
5712210_uttringe,2006,0.36585
5712210_uttringe,2007,0.41554
5712210_uttringe,2008,0.41667
5712210_uttringe,2009,0.43919
5712210_uttringe,2010,0.44702
5712210_uttringe,2011,0.44702
5712210_uttringe,2012,0.43506
5712210_uttringe,2013,0.46358
5712210_uttringe,2014,0.48161
5712220_ostra_ronninge,2000,0.30634
5712220_ostra_ronninge,2001,0.34014
5712220_ostra_ronninge,2002,0.35599
5712220_ostra_ronninge,2003,0.36452
5712220_ostra_ronninge,2004,0.3605
5712220_ostra_ronninge,2005,0.41092
5712220_ostra_ronninge,2006,0.44809
5712220_ostra_ronninge,2007,0.45845
5712220_ostra_ronninge,2008,0.48238
5712220_ostra_ronninge,2009,0.49721
5712220_ostra_ronninge,2010,0.48179
5712220_ostra_ronninge,2011,0.48753
5712220_ostra_ronninge,2012,0.50409
5712220_ostra_ronninge,2013,0.512
5712220_ostra_ronninge,2014,0.51026
5712300_ronninge_centrum,2000,0.21176
5712300_ronninge_centrum,2001,0.16981
5712300_ronninge_centrum,2002,0.175
5712300_ronninge_centrum,2003,0.18634
5712300_ronninge_centrum,2004,0.18367
5712300_ronninge_centrum,2005,0.2037
5712300_ronninge_centrum,2006,0.21795
5712300_ronninge_centrum,2007,0.22222
5712300_ronninge_centrum,2008,0.23179
5712300_ronninge_centrum,2009,0.25974
5712300_ronninge_centrum,2010,0.29371
5712300_ronninge_centrum,2011,0.30986
5712300_ronninge_centrum,2012,0.34884
5712300_ronninge_centrum,2013,0.32258
5712300_ronninge_centrum,2014,0.35714
5713000_salems_glesbygd,2000,0.14583
5713000_salems_glesbygd,2001,0.13725
5713000_salems_glesbygd,2002,0.18367
5713000_salems_glesbygd,2003,0.12766
5713000_salems_glesbygd,2004,0.2
5713000_salems_glesbygd,2005,0.2449
5713000_salems_glesbygd,2006,0.2449
5713000_salems_glesbygd,2007,0.20833
5713000_salems_glesbygd,2008,0.22917
5713000_salems_glesbygd,2009,0.23404
5713000_salems_glesbygd,2010,0.22807
5713000_salems_glesbygd,2011,0.23636
5713000_salems_glesbygd,2012,0.24561
5713000_salems_glesbygd,2013,0.25862
5713000_salems_glesbygd,2014,0.2931
5211120_gudo,2000,0.16069
5211120_gudo,2001,0.16689
5211120_gudo,2002,0.16601
5211120_gudo,2003,0.1641
5211120_gudo,2004,0.175
5211120_gudo,2005,0.18528
5211120_gudo,2006,0.21429
5211120_gudo,2007,0.22343
5211120_gudo,2008,0.22678
5211120_gudo,2009,0.24014
5211120_gudo,2010,0.24852
5211120_gudo,2011,0.24674
5211120_gudo,2012,0.25472
5211120_gudo,2013,0.26901
5211120_gudo,2014,0.28652
5211131_sodra_vendelso,2000,0.1617
5211131_sodra_vendelso,2001,0.18043
5211131_sodra_vendelso,2002,0.19062
5211131_sodra_vendelso,2003,0.19785
5211131_sodra_vendelso,2004,0.21698
5211131_sodra_vendelso,2005,0.21102
5211131_sodra_vendelso,2006,0.19394
5211131_sodra_vendelso,2007,0.20752
5211131_sodra_vendelso,2008,0.21321
5211131_sodra_vendelso,2009,0.22595
5211131_sodra_vendelso,2010,0.23946
5211131_sodra_vendelso,2011,0.2481
5211131_sodra_vendelso,2012,0.26625
5211131_sodra_vendelso,2013,0.26772
5211131_sodra_vendelso,2014,0.28221
5211132_sagen,2000,0.10801
5211132_sagen,2001,0.09643
5211132_sagen,2002,0.09929
5211132_sagen,2003,0.11273
5211132_sagen,2004,0.13214
5211132_sagen,2005,0.13879
5211132_sagen,2006,0.12915
5211132_sagen,2007,0.14961
5211132_sagen,2008,0.1451
5211132_sagen,2009,0.14786
5211132_sagen,2010,0.1502
5211132_sagen,2011,0.1487
5211132_sagen,2012,0.15116
5211132_sagen,2013,0.15234
5211132_sagen,2014,0.17803
5211140_norra_vendelso,2000,0.22458
5211140_norra_vendelso,2001,0.22481
5211140_norra_vendelso,2002,0.2566
5211140_norra_vendelso,2003,0.26394
5211140_norra_vendelso,2004,0.28571
5211140_norra_vendelso,2005,0.29452
5211140_norra_vendelso,2006,0.30314
5211140_norra_vendelso,2007,0.3218
5211140_norra_vendelso,2008,0.30717
5211140_norra_vendelso,2009,0.28966
5211140_norra_vendelso,2010,0.30303
5211140_norra_vendelso,2011,0.3
5211140_norra_vendelso,2012,0.29674
5211140_norra_vendelso,2013,0.29942
5211140_norra_vendelso,2014,0.33144
5211150_dalen,2000,0.20438
5211150_dalen,2001,0.20513
5211150_dalen,2002,0.20231
5211150_dalen,2003,0.22099
5211150_dalen,2004,0.21622
5211150_dalen,2005,0.22043
5211150_dalen,2006,0.22872
5211150_dalen,2007,0.23711
5211150_dalen,2008,0.25248
5211150_dalen,2009,0.29954
5211150_dalen,2010,0.29596
5211150_dalen,2011,0.32218
5211150_dalen,2012,0.31496
5211150_dalen,2013,0.35581
5211150_dalen,2014,0.39716
5211210_vendelsomalm,2000,0.12961
5211210_vendelsomalm,2001,0.12981
5211210_vendelsomalm,2002,0.1494
5211210_vendelsomalm,2003,0.15101
5211210_vendelsomalm,2004,0.15035
5211210_vendelsomalm,2005,0.16648
5211210_vendelsomalm,2006,0.18213
5211210_vendelsomalm,2007,0.1959
5211210_vendelsomalm,2008,0.1941
5211210_vendelsomalm,2009,0.20413
5211210_vendelsomalm,2010,0.21843
5211210_vendelsomalm,2011,0.23837
5211210_vendelsomalm,2012,0.23557
5211210_vendelsomalm,2013,0.23557
5211210_vendelsomalm,2014,0.23377
5211220_eriksberg,2000,0.10559
5211220_eriksberg,2001,0.10591
5211220_eriksberg,2002,0.10669
5211220_eriksberg,2003,0.10612
5211220_eriksberg,2004,0.11653
5211220_eriksberg,2005,0.11087
5211220_eriksberg,2006,0.11277
5211220_eriksberg,2007,0.102
5211220_eriksberg,2008,0.11369
5211220_eriksberg,2009,0.11695
5211220_eriksberg,2010,0.11529
5211220_eriksberg,2011,0.14599
5211220_eriksberg,2012,0.14787
5211220_eriksberg,2013,0.1509
5211220_eriksberg,2014,0.15736
5211230_ramsdalen,2000,0.17703
5211230_ramsdalen,2001,0.17987
5211230_ramsdalen,2002,0.18182
5211230_ramsdalen,2003,0.19628
5211230_ramsdalen,2004,0.20447
5211230_ramsdalen,2005,0.21191
5211230_ramsdalen,2006,0.21071
5211230_ramsdalen,2007,0.22222
5211230_ramsdalen,2008,0.24497
5211230_ramsdalen,2009,0.24532
5211230_ramsdalen,2010,0.24952
5211230_ramsdalen,2011,0.26523
5211230_ramsdalen,2012,0.27689
5211230_ramsdalen,2013,0.28392
5211230_ramsdalen,2014,0.29701
5211320_brandbergens_industriomr,2000,0.10553
5211320_brandbergens_industriomr,2001,0.12042
5211320_brandbergens_industriomr,2002,0.10695
5211320_brandbergens_industriomr,2003,0.12042
5211320_brandbergens_industriomr,2004,0.1413
5211320_brandbergens_industriomr,2005,0.12234
5211320_brandbergens_industriomr,2006,0.12903
5211320_brandbergens_industriomr,2007,0.13158
5211320_brandbergens_industriomr,2008,0.14754
5211320_brandbergens_industriomr,2009,0.1547
5211320_brandbergens_industriomr,2010,0.14525
5211320_brandbergens_industriomr,2011,0.13333
5211320_brandbergens_industriomr,2012,0.14045
5211320_brandbergens_industriomr,2013,0.13736
5211320_brandbergens_industriomr,2014,0.14689
5211330_brandbergen_flerbost_hus,2000,0.09191
5211330_brandbergen_flerbost_hus,2001,0.09442
5211330_brandbergen_flerbost_hus,2002,0.10434
5211330_brandbergen_flerbost_hus,2003,0.10759
5211330_brandbergen_flerbost_hus,2004,0.10097
5211330_brandbergen_flerbost_hus,2005,0.10827
5211330_brandbergen_flerbost_hus,2006,0.10853
5211330_brandbergen_flerbost_hus,2007,0.1167
5211330_brandbergen_flerbost_hus,2008,0.11658
5211330_brandbergen_flerbost_hus,2009,0.11377
5211330_brandbergen_flerbost_hus,2010,0.12043
5211330_brandbergen_flerbost_hus,2011,0.13426
5211330_brandbergen_flerbost_hus,2012,0.14037
5211330_brandbergen_flerbost_hus,2013,0.14339
5211330_brandbergen_flerbost_hus,2014,0.14491
5211340_brandbergen_smahus,2000,0.11009
5211340_brandbergen_smahus,2001,0.10976
5211340_brandbergen_smahus,2002,0.12139
5211340_brandbergen_smahus,2003,0.11538
5211340_brandbergen_smahus,2004,0.1242
5211340_brandbergen_smahus,2005,0.14058
5211340_brandbergen_smahus,2006,0.13866
5211340_brandbergen_smahus,2007,0.14089
5211340_brandbergen_smahus,2008,0.15808
5211340_brandbergen_smahus,2009,0.15918
5211340_brandbergen_smahus,2010,0.16117
5211340_brandbergen_smahus,2011,0.16397
5211340_brandbergen_smahus,2012,0.1858
5211340_brandbergen_smahus,2013,0.20763
5211340_brandbergen_smahus,2014,0.21598
5211430_kolartorp,2000,0.10084
5211430_kolartorp,2001,0.09924
5211430_kolartorp,2002,0.13423
5211430_kolartorp,2003,0.12903
5211430_kolartorp,2004,0.12258
5211430_kolartorp,2005,0.13636
5211430_kolartorp,2006,0.16026
5211430_kolartorp,2007,0.16571
5211430_kolartorp,2008,0.18325
5211430_kolartorp,2009,0.1701
5211430_kolartorp,2010,0.18229
5211430_kolartorp,2011,0.19171
5211430_kolartorp,2012,0.20297
5211430_kolartorp,2013,0.185
5211430_kolartorp,2014,0.19807
5211440_okand,2000,0.0852
5211440_okand,2001,0.1039
5211440_okand,2002,0.1073
5211440_okand,2003,0.12232
5211440_okand,2004,0.13502
5211440_okand,2005,0.14175
5211440_okand,2006,0.15285
5211440_okand,2007,0.16271
5211440_okand,2008,0.17668
5211440_okand,2009,0.18167
5211450_okand,2000,0.11039
5211450_okand,2001,0.12102
5211450_okand,2002,0.12422
5211450_okand,2003,0.13636
5211450_okand,2004,0.16092
5211450_okand,2005,0.15254
5211450_okand,2006,0.16022
5211450_okand,2007,0.16111
5211450_okand,2008,0.17514
5211450_okand,2009,0.1768
5211511_haninge_centrum,2000,0.125
5211511_haninge_centrum,2001,0.13333
5211511_haninge_centrum,2002,0.14139
5211511_haninge_centrum,2003,0.13911
5211511_haninge_centrum,2004,0.15608
5211511_haninge_centrum,2005,0.1475
5211511_haninge_centrum,2006,0.14286
5211511_haninge_centrum,2007,0.13825
5211511_haninge_centrum,2008,0.15468
5211511_haninge_centrum,2009,0.14442
5211511_haninge_centrum,2010,0.14316
5211511_haninge_centrum,2011,0.15714
5211511_haninge_centrum,2012,0.17131
5211511_haninge_centrum,2013,0.19429
5211511_haninge_centrum,2014,0.2026
5211512_vastra_handen,2000,0.0711
5211512_vastra_handen,2001,0.08759
5211512_vastra_handen,2002,0.09239
5211512_vastra_handen,2003,0.09099
5211512_vastra_handen,2004,0.10892
5211512_vastra_handen,2005,0.12218
5211512_vastra_handen,2006,0.12286
5211512_vastra_handen,2007,0.13314
5211512_vastra_handen,2008,0.14217
5211512_vastra_handen,2009,0.14486
5211512_vastra_handen,2010,0.15283
5211512_vastra_handen,2011,0.16801
5211512_vastra_handen,2012,0.16434
5211512_vastra_handen,2013,0.17742
5211512_vastra_handen,2014,0.18446
5211520_norra_handen,2000,0.10833
5211520_norra_handen,2001,0.11837
5211520_norra_handen,2002,0.13008
5211520_norra_handen,2003,0.13008
5211520_norra_handen,2004,0.1281
5211520_norra_handen,2005,0.16456
5211520_norra_handen,2006,0.17647
5211520_norra_handen,2007,0.17597
5211520_norra_handen,2008,0.19048
5211520_norra_handen,2009,0.18534
5211520_norra_handen,2010,0.19913
5211520_norra_handen,2011,0.22314
5211520_norra_handen,2012,0.20747
5211520_norra_handen,2013,0.25105
5211520_norra_handen,2014,0.2636
5211540_valla,2000,0.09114
5211540_valla,2001,0.09339
5211540_valla,2002,0.1039
5211540_valla,2003,0.10949
5211540_valla,2004,0.12019
5211540_valla,2005,0.13741
5211540_valla,2006,0.14976
5211540_valla,2007,0.15755
5211540_valla,2008,0.15359
5211540_valla,2009,0.16179
5211540_valla,2010,0.16318
5211540_valla,2011,0.17106
5211540_valla,2012,0.17928
5211540_valla,2013,0.18299
5211540_valla,2014,0.19277
5211550_sodra_handen,2000,0.22981
5211550_sodra_handen,2001,0.25309
5211550_sodra_handen,2002,0.21387
5211550_sodra_handen,2003,0.17857
5211550_sodra_handen,2004,0.18354
5211550_sodra_handen,2005,0.20755
5211550_sodra_handen,2006,0.20571
5211550_sodra_handen,2007,0.21782
5211550_sodra_handen,2008,0.21827
5211550_sodra_handen,2009,0.20889
5211550_sodra_handen,2010,0.19651
5211550_sodra_handen,2011,0.18376
5211550_sodra_handen,2012,0.22812
5211550_sodra_handen,2013,0.21348
5211550_sodra_handen,2014,0.22646
5211610_jordbro_flerbostadshus,2000,0.08144
5211610_jordbro_flerbostadshus,2001,0.08918
5211610_jordbro_flerbostadshus,2002,0.09112
5211610_jordbro_flerbostadshus,2003,0.08886
5211610_jordbro_flerbostadshus,2004,0.09357
5211610_jordbro_flerbostadshus,2005,0.09491
5211610_jordbro_flerbostadshus,2006,0.09633
5211610_jordbro_flerbostadshus,2007,0.10506
5211610_jordbro_flerbostadshus,2008,0.11624
5211610_jordbro_flerbostadshus,2009,0.12313
5211610_jordbro_flerbostadshus,2010,0.12533
5211610_jordbro_flerbostadshus,2011,0.13275
5211610_jordbro_flerbostadshus,2012,0.12973
5211610_jordbro_flerbostadshus,2013,0.13609
5211610_jordbro_flerbostadshus,2014,0.13536
5211620_jordbro_smahus,2000,0.11568
5211620_jordbro_smahus,2001,0.12291
5211620_jordbro_smahus,2002,0.13063
5211620_jordbro_smahus,2003,0.13825
5211620_jordbro_smahus,2004,0.13668
5211620_jordbro_smahus,2005,0.1533
5211620_jordbro_smahus,2006,0.16627
5211620_jordbro_smahus,2007,0.17221
5211620_jordbro_smahus,2008,0.1827
5211620_jordbro_smahus,2009,0.17544
5211620_jordbro_smahus,2010,0.17912
5211620_jordbro_smahus,2011,0.18562
5211620_jordbro_smahus,2012,0.19486
5211620_jordbro_smahus,2013,0.21103
5211620_jordbro_smahus,2014,0.2153
5211710_norrby,2000,0.12987
5211710_norrby,2001,0.14474
5211710_norrby,2002,0.14458
5211710_norrby,2003,0.15854
5211710_norrby,2004,0.16854
5211710_norrby,2005,0.1828
5211710_norrby,2006,0.19101
5211710_norrby,2007,0.21111
5211710_norrby,2008,0.20213
5211710_norrby,2009,0.22989
5211710_norrby,2010,0.22222
5211710_norrby,2011,0.21978
5211710_norrby,2012,0.24468
5211710_norrby,2013,0.23256
5211710_norrby,2014,0.24719
5211800_norra_soderby,2000,0.10396
5211800_norra_soderby,2001,0.1066
5211800_norra_soderby,2002,0.11371
5211800_norra_soderby,2003,0.13799
5211800_norra_soderby,2004,0.13758
5211800_norra_soderby,2005,0.14601
5211800_norra_soderby,2006,0.13758
5211800_norra_soderby,2007,0.15332
5211800_norra_soderby,2008,0.1704
5211800_norra_soderby,2009,0.16784
5211800_norra_soderby,2010,0.17217
5211800_norra_soderby,2011,0.17931
5211800_norra_soderby,2012,0.19149
5211800_norra_soderby,2013,0.20885
5211800_norra_soderby,2014,0.21311
5211920_galo_sandemar,2000,0.07042
5211920_galo_sandemar,2001,0.06849
5211920_galo_sandemar,2002,0.05263
5211920_galo_sandemar,2003,0.07143
5211920_galo_sandemar,2004,0.0625
5211920_galo_sandemar,2005,0.07229
5211920_galo_sandemar,2006,0.0875
5211920_galo_sandemar,2007,0.09302
5211920_galo_sandemar,2008,0.12941
5211920_galo_sandemar,2009,0.1236
5211920_galo_sandemar,2010,0.14607
5211920_galo_sandemar,2011,0.1954
5211920_galo_sandemar,2012,0.19048
