basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_female
2110720_svandammen,2007,0.44867
2110720_svandammen,2008,0.45999
2110720_svandammen,2009,0.4575
2110720_svandammen,2010,0.46453
2110720_svandammen,2011,0.47022
2110720_svandammen,2012,0.48316
2110720_svandammen,2013,0.49125
2110720_svandammen,2014,0.4884
2110730_fastlagsvagen,2000,0.24698
2110730_fastlagsvagen,2001,0.28451
2110730_fastlagsvagen,2002,0.29735
2110730_fastlagsvagen,2003,0.32933
2110730_fastlagsvagen,2004,0.34142
2110730_fastlagsvagen,2005,0.32807
2110730_fastlagsvagen,2006,0.35846
2110730_fastlagsvagen,2007,0.41239
2110730_fastlagsvagen,2008,0.44347
2110730_fastlagsvagen,2009,0.45242
2110730_fastlagsvagen,2010,0.45938
2110730_fastlagsvagen,2011,0.46611
2110730_fastlagsvagen,2012,0.47937
2110730_fastlagsvagen,2013,0.49421
2110730_fastlagsvagen,2014,0.51609
2110740_telefonplan,2000,0.38048
2110740_telefonplan,2001,0.3709
2110740_telefonplan,2002,0.38842
2110740_telefonplan,2003,0.38678
2110740_telefonplan,2004,0.40225
2110740_telefonplan,2005,0.42935
2110740_telefonplan,2006,0.44075
2110740_telefonplan,2007,0.45921
2110740_telefonplan,2008,0.47258
2110740_telefonplan,2009,0.46983
2110740_telefonplan,2010,0.5145
2110740_telefonplan,2011,0.54135
2110740_telefonplan,2012,0.54847
2110740_telefonplan,2013,0.57092
2110740_telefonplan,2014,0.56824
2110810_norra_malarhojden,2000,0.39774
2110810_norra_malarhojden,2001,0.40924
2110810_norra_malarhojden,2002,0.41939
2110810_norra_malarhojden,2003,0.43135
2110810_norra_malarhojden,2004,0.4561
2110810_norra_malarhojden,2005,0.48131
2110810_norra_malarhojden,2006,0.49329
2110810_norra_malarhojden,2007,0.51609
2110810_norra_malarhojden,2008,0.52993
2110810_norra_malarhojden,2009,0.53989
2110810_norra_malarhojden,2010,0.55507
2110810_norra_malarhojden,2011,0.56503
2110810_norra_malarhojden,2012,0.57814
2110810_norra_malarhojden,2013,0.59392
2110810_norra_malarhojden,2014,0.6
2110820_gulddragaren,2000,0.15311
2110820_gulddragaren,2001,0.12871
2110820_gulddragaren,2002,0.1401
2110820_gulddragaren,2003,0.14554
2110820_gulddragaren,2004,0.15962
2110820_gulddragaren,2005,0.15278
2110820_gulddragaren,2006,0.15714
2110820_gulddragaren,2007,0.16592
2110820_gulddragaren,2008,0.18483
2110820_gulddragaren,2009,0.19431
2110820_gulddragaren,2010,0.25854
2110820_gulddragaren,2011,0.27273
2110820_gulddragaren,2012,0.30918
2110820_gulddragaren,2013,0.31068
2110820_gulddragaren,2014,0.33014
2110920_karusellvagen,2000,0.13735
2110920_karusellvagen,2001,0.16626
2110920_karusellvagen,2002,0.14805
2110920_karusellvagen,2003,0.16449
2110920_karusellvagen,2004,0.1625
2110920_karusellvagen,2005,0.16812
2110920_karusellvagen,2006,0.18293
2110920_karusellvagen,2007,0.18263
2110920_karusellvagen,2008,0.18889
2110920_karusellvagen,2009,0.19638
2110920_karusellvagen,2010,0.21839
2110920_karusellvagen,2011,0.24462
2110920_karusellvagen,2012,0.29132
2110920_karusellvagen,2013,0.33333
2110920_karusellvagen,2014,0.36585
2110930_korpmossen,2000,0.25346
2110930_korpmossen,2001,0.27523
2110930_korpmossen,2002,0.3
2110930_korpmossen,2003,0.31132
2110930_korpmossen,2004,0.34545
2110930_korpmossen,2005,0.35294
2110930_korpmossen,2006,0.36245
2110930_korpmossen,2007,0.40316
2110930_korpmossen,2008,0.42969
2110930_korpmossen,2009,0.4498
2110930_korpmossen,2010,0.45635
2110930_korpmossen,2011,0.43825
2110930_korpmossen,2012,0.46
2110930_korpmossen,2013,0.48988
2110930_korpmossen,2014,0.48819
2110940_hokmossen,2000,0.25549
2110940_hokmossen,2001,0.28947
2110940_hokmossen,2002,0.31719
2110940_hokmossen,2003,0.33487
2110940_hokmossen,2004,0.31075
2110940_hokmossen,2005,0.31905
2110940_hokmossen,2006,0.32374
2110940_hokmossen,2007,0.34515
2110940_hokmossen,2008,0.35862
2110940_hokmossen,2009,0.34862
2110940_hokmossen,2010,0.37762
2110940_hokmossen,2011,0.37111
2110940_hokmossen,2012,0.36203
2110940_hokmossen,2013,0.41256
2110940_hokmossen,2014,0.45127
2120100_fruangen,2000,0.18155
2120100_fruangen,2001,0.18961
2120100_fruangen,2002,0.20091
2120100_fruangen,2003,0.20855
2120100_fruangen,2004,0.21798
2120100_fruangen,2005,0.22122
2120100_fruangen,2006,0.23547
2120100_fruangen,2007,0.24642
2120100_fruangen,2008,0.25596
2120100_fruangen,2009,0.26582
2120100_fruangen,2010,0.28706
2120100_fruangen,2011,0.29888
2120100_fruangen,2012,0.31774
2120100_fruangen,2013,0.32404
2120100_fruangen,2014,0.35215
2120201_herrangen_v,2000,0.26296
2120201_herrangen_v,2001,0.2736
2120201_herrangen_v,2002,0.29365
2120201_herrangen_v,2003,0.29848
2120201_herrangen_v,2004,0.31707
2120201_herrangen_v,2005,0.33151
2120201_herrangen_v,2006,0.34901
2120201_herrangen_v,2007,0.35599
2120201_herrangen_v,2008,0.36689
2120201_herrangen_v,2009,0.38333
2120201_herrangen_v,2010,0.40362
2120201_herrangen_v,2011,0.42419
2120201_herrangen_v,2012,0.45691
2120201_herrangen_v,2013,0.4703
2120201_herrangen_v,2014,0.49188
2120202_herrangen_o,2000,0.31111
2120202_herrangen_o,2001,0.31752
2120202_herrangen_o,2002,0.30403
2120202_herrangen_o,2003,0.30496
2120202_herrangen_o,2004,0.31868
2120202_herrangen_o,2005,0.34364
2120202_herrangen_o,2006,0.36949
2120202_herrangen_o,2007,0.40604
2120202_herrangen_o,2008,0.44194
2120202_herrangen_o,2009,0.44984
2120202_herrangen_o,2010,0.46984
2120202_herrangen_o,2011,0.47799
2120202_herrangen_o,2012,0.49524
2120202_herrangen_o,2013,0.52885
2120202_herrangen_o,2014,0.54088
2120300_liseberg,2000,0.30903
2120300_liseberg,2001,0.3169
2120300_liseberg,2002,0.2963
2120300_liseberg,2003,0.29252
2120300_liseberg,2004,0.30667
2120300_liseberg,2005,0.32432
2120300_liseberg,2006,0.33981
2120300_liseberg,2007,0.33121
2120300_liseberg,2008,0.35065
2120300_liseberg,2009,0.35759
2120300_liseberg,2010,0.39423
2120300_liseberg,2011,0.40584
2120300_liseberg,2012,0.42424
2120300_liseberg,2013,0.42193
2120300_liseberg,2014,0.43791
2120401_langbro_v,2000,0.24773
2120401_langbro_v,2001,0.25826
2120401_langbro_v,2002,0.29396
2120401_langbro_v,2003,0.29688
2120401_langbro_v,2004,0.30864
2120401_langbro_v,2005,0.32623
2120401_langbro_v,2006,0.32996
2120401_langbro_v,2007,0.35605
2120401_langbro_v,2008,0.38037
2120401_langbro_v,2009,0.40211
2120401_langbro_v,2010,0.4255
2120401_langbro_v,2011,0.43887
2120401_langbro_v,2012,0.46809
2120401_langbro_v,2013,0.48498
2120401_langbro_v,2014,0.48201
2120402_langbro_o,2000,0.25557
2120402_langbro_o,2001,0.26277
2120402_langbro_o,2002,0.28227
2120402_langbro_o,2003,0.30215
2120402_langbro_o,2004,0.31625
2120402_langbro_o,2005,0.33868
2120402_langbro_o,2006,0.35307
2120402_langbro_o,2007,0.36709
2120402_langbro_o,2008,0.38502
2120402_langbro_o,2009,0.3959
2120402_langbro_o,2010,0.42215
2120402_langbro_o,2011,0.44904
2120402_langbro_o,2012,0.44965
2120402_langbro_o,2013,0.45808
2120402_langbro_o,2014,0.47389
2120500_langsjo,2000,0.34183
2120500_langsjo,2001,0.34963
2120500_langsjo,2002,0.3607
2120500_langsjo,2003,0.35503
2120500_langsjo,2004,0.36148
2120500_langsjo,2005,0.37647
2120500_langsjo,2006,0.40262
2120500_langsjo,2007,0.43536
2120500_langsjo,2008,0.44672
2120500_langsjo,2009,0.46705
2120500_langsjo,2010,0.47445
2120500_langsjo,2011,0.48336
2120500_langsjo,2012,0.49638
2120500_langsjo,2013,0.49929
2120500_langsjo,2014,0.51719
2120620_norra_solberga,2000,0.1264
2120620_norra_solberga,2001,0.1342
2120620_norra_solberga,2002,0.14105
2120620_norra_solberga,2003,0.1489
2120620_norra_solberga,2004,0.16077
2120620_norra_solberga,2005,0.17806
2120620_norra_solberga,2006,0.18029
2120620_norra_solberga,2007,0.19768
2120620_norra_solberga,2008,0.22421
2120620_norra_solberga,2009,0.24596
2120620_norra_solberga,2010,0.24355
2120620_norra_solberga,2011,0.25137
2120620_norra_solberga,2012,0.25034
2120620_norra_solberga,2013,0.25763
2120620_norra_solberga,2014,0.2622
2120630_vastra_solberga,2000,0.22069
2120630_vastra_solberga,2001,0.24324
2120630_vastra_solberga,2002,0.25166
2120630_vastra_solberga,2003,0.25786
2120630_vastra_solberga,2004,0.26115
2120630_vastra_solberga,2005,0.26733
2120630_vastra_solberga,2006,0.29187
2120630_vastra_solberga,2007,0.31034
2120630_vastra_solberga,2008,0.29756
2120630_vastra_solberga,2009,0.28
2120630_vastra_solberga,2010,0.2891
2120630_vastra_solberga,2011,0.39865
2120630_vastra_solberga,2012,0.39216
2120630_vastra_solberga,2013,0.41558
2120630_vastra_solberga,2014,0.43038
2120660_sodra_solberga,2000,0.16302
2120660_sodra_solberga,2001,0.17433
2120660_sodra_solberga,2002,0.2
2120660_sodra_solberga,2003,0.21065
2120660_sodra_solberga,2004,0.24324
2120660_sodra_solberga,2005,0.25553
2120660_sodra_solberga,2006,0.28932
2120660_sodra_solberga,2007,0.29965
2120660_sodra_solberga,2008,0.32394
2120660_sodra_solberga,2009,0.32906
2120660_sodra_solberga,2010,0.32281
2120660_sodra_solberga,2011,0.33811
2120660_sodra_solberga,2012,0.35526
2120660_sodra_solberga,2013,0.3848
2120660_sodra_solberga,2014,0.38599
2120700_vastertorp,2000,0.18639
2120700_vastertorp,2001,0.20066
2120700_vastertorp,2002,0.21137
2120700_vastertorp,2003,0.22272
2120700_vastertorp,2004,0.22683
2120700_vastertorp,2005,0.23575
2120700_vastertorp,2006,0.24177
2120700_vastertorp,2007,0.26012
2120700_vastertorp,2008,0.26897
2120700_vastertorp,2009,0.29891
2120700_vastertorp,2010,0.31179
2120700_vastertorp,2011,0.33477
2120700_vastertorp,2012,0.34925
2120700_vastertorp,2013,0.35992
2120700_vastertorp,2014,0.3785
2120820_vastra_alvsjo,2000,0.35965
2120820_vastra_alvsjo,2001,0.35246
2120820_vastra_alvsjo,2002,0.36694
2120820_vastra_alvsjo,2003,0.37398
2120820_vastra_alvsjo,2004,0.38153
2120820_vastra_alvsjo,2005,0.41797
2120820_vastra_alvsjo,2006,0.4502
2120820_vastra_alvsjo,2007,0.49194
2120820_vastra_alvsjo,2008,0.49393
2120820_vastra_alvsjo,2009,0.48485
2120820_vastra_alvsjo,2010,0.48746
2120820_vastra_alvsjo,2011,0.5
2120820_vastra_alvsjo,2012,0.49301
2120820_vastra_alvsjo,2013,0.49129
2120820_vastra_alvsjo,2014,0.53357
2120900_orby_slott,2000,0.23112
2120900_orby_slott,2001,0.23709
2120900_orby_slott,2002,0.24186
2120900_orby_slott,2003,0.24249
2120900_orby_slott,2004,0.26018
2120900_orby_slott,2005,0.28097
2120900_orby_slott,2006,0.2967
2120900_orby_slott,2007,0.29783
2120900_orby_slott,2008,0.31478
2120900_orby_slott,2009,0.32059
2120900_orby_slott,2010,0.33135
2120900_orby_slott,2011,0.34337
2120900_orby_slott,2012,0.33792
2120900_orby_slott,2013,0.35057
2120900_orby_slott,2014,0.38491
2121020_okand,2000,0.12788
2121020_okand,2001,0.13765
2121020_okand,2002,0.14988
2121020_okand,2003,0.16653
2121020_okand,2004,0.16612
2121020_okand,2005,0.17638
2121020_okand,2006,0.1847
2121020_okand,2007,0.18533
2121020_okand,2008,0.19716
2121020_okand,2009,0.21303
2130100_bandhagen,2000,0.18615
2130100_bandhagen,2001,0.19676
2130100_bandhagen,2002,0.20088
2130100_bandhagen,2003,0.20288
2130100_bandhagen,2004,0.21158
2130100_bandhagen,2005,0.21184
2130100_bandhagen,2006,0.21903
2130100_bandhagen,2007,0.24252
2130100_bandhagen,2008,0.25798
2130100_bandhagen,2009,0.26918
2130100_bandhagen,2010,0.27712
2130100_bandhagen,2011,0.28847
2130100_bandhagen,2012,0.29372
2130100_bandhagen,2013,0.30765
2130100_bandhagen,2014,0.30862
2130210_hogdalens_centrum,2000,0.21538
2130210_hogdalens_centrum,2001,0.1831
2130210_hogdalens_centrum,2002,0.21127
2130210_hogdalens_centrum,2003,0.32468
2130210_hogdalens_centrum,2004,0.27632
2130210_hogdalens_centrum,2005,0.24638
2130210_hogdalens_centrum,2006,0.22667
2130210_hogdalens_centrum,2007,0.22368
2130210_hogdalens_centrum,2008,0.28571
2130210_hogdalens_centrum,2009,0.26613
2130210_hogdalens_centrum,2010,0.328
2130210_hogdalens_centrum,2011,0.30081
2130210_hogdalens_centrum,2012,0.35036
2130210_hogdalens_centrum,2013,0.32381
2130210_hogdalens_centrum,2014,0.35294
2130220_ostra_hogdalen,2000,0.1397
2130220_ostra_hogdalen,2001,0.14566
2130220_ostra_hogdalen,2002,0.16392
2130220_ostra_hogdalen,2003,0.15947
2130220_ostra_hogdalen,2004,0.17553
2130220_ostra_hogdalen,2005,0.18465
2130220_ostra_hogdalen,2006,0.18854
2130220_ostra_hogdalen,2007,0.20124
2130220_ostra_hogdalen,2008,0.21891
2130220_ostra_hogdalen,2009,0.22851
2130220_ostra_hogdalen,2010,0.23771
2130220_ostra_hogdalen,2011,0.24726
2130220_ostra_hogdalen,2012,0.26091
2130220_ostra_hogdalen,2013,0.2723
2130220_ostra_hogdalen,2014,0.28766
2130230_vastra_hogdalen,2000,0.1844
2130230_vastra_hogdalen,2001,0.18367
2130230_vastra_hogdalen,2002,0.18182
2130230_vastra_hogdalen,2003,0.18667
2130230_vastra_hogdalen,2004,0.19205
2130230_vastra_hogdalen,2005,0.20134
2130230_vastra_hogdalen,2006,0.21569
2130230_vastra_hogdalen,2007,0.23841
2130230_vastra_hogdalen,2008,0.25658
2130230_vastra_hogdalen,2009,0.28
2130230_vastra_hogdalen,2010,0.28125
2130230_vastra_hogdalen,2011,0.28049
2130230_vastra_hogdalen,2012,0.28235
2130230_vastra_hogdalen,2013,0.33143
2130230_vastra_hogdalen,2014,0.31892
2130240_skebokvarnsvagen,2000,0.14912
2130240_skebokvarnsvagen,2001,0.1566
2130240_skebokvarnsvagen,2002,0.16049
2130240_skebokvarnsvagen,2003,0.17569
2130240_skebokvarnsvagen,2004,0.18856
2130240_skebokvarnsvagen,2005,0.19286
2130240_skebokvarnsvagen,2006,0.19622
2130240_skebokvarnsvagen,2007,0.19704
2130240_skebokvarnsvagen,2008,0.20697
2130240_skebokvarnsvagen,2009,0.20955
2130240_skebokvarnsvagen,2010,0.20168
2130240_skebokvarnsvagen,2011,0.21805
2130240_skebokvarnsvagen,2012,0.22539
2130240_skebokvarnsvagen,2013,0.22931
2130240_skebokvarnsvagen,2014,0.23167
2130320_ragsveds_torg,2000,0.13079
2130320_ragsveds_torg,2001,0.1372
2130320_ragsveds_torg,2002,0.1487
2130320_ragsveds_torg,2003,0.14714
2130320_ragsveds_torg,2004,0.15123
2130320_ragsveds_torg,2005,0.15593
2130320_ragsveds_torg,2006,0.14433
2130320_ragsveds_torg,2007,0.16026
2130320_ragsveds_torg,2008,0.17474
2130320_ragsveds_torg,2009,0.17145
2130320_ragsveds_torg,2010,0.17486
2130320_ragsveds_torg,2011,0.19093
2130320_ragsveds_torg,2012,0.19479
2130320_ragsveds_torg,2013,0.20642
2130320_ragsveds_torg,2014,0.21256
2130330_bjursatra,2000,0.10972
2130330_bjursatra,2001,0.1168
2130330_bjursatra,2002,0.12272
2130330_bjursatra,2003,0.13944
2130330_bjursatra,2004,0.14848
2130330_bjursatra,2005,0.14531
2130330_bjursatra,2006,0.15709
2130330_bjursatra,2007,0.18634
2130330_bjursatra,2008,0.18755
2130330_bjursatra,2009,0.16897
2130330_bjursatra,2010,0.17398
2130330_bjursatra,2011,0.18811
2130330_bjursatra,2012,0.20351
2130330_bjursatra,2013,0.20172
2130330_bjursatra,2014,0.20574
2130340_snosatra,2000,0.11905
2130340_snosatra,2001,0.13065
2130340_snosatra,2002,0.1348
2130340_snosatra,2003,0.14216
2130340_snosatra,2004,0.1599
2130340_snosatra,2005,0.18617
2130340_snosatra,2006,0.15641
2130340_snosatra,2007,0.16834
2130340_snosatra,2008,0.165
2130340_snosatra,2009,0.17284
2130340_snosatra,2010,0.1959
2130340_snosatra,2011,0.1929
2130340_snosatra,2012,0.20747
2130340_snosatra,2013,0.2211
2130340_snosatra,2014,0.21116
2130420_backaskiftsvagen,2000,0.24036
2130420_backaskiftsvagen,2001,0.24946
2130420_backaskiftsvagen,2002,0.26611
2130420_backaskiftsvagen,2003,0.26652
2130420_backaskiftsvagen,2004,0.26427
2130420_backaskiftsvagen,2005,0.30372
2130420_backaskiftsvagen,2006,0.31727
2130420_backaskiftsvagen,2007,0.32417
2130420_backaskiftsvagen,2008,0.32634
2130420_backaskiftsvagen,2009,0.33513
2130420_backaskiftsvagen,2010,0.34701
2130420_backaskiftsvagen,2011,0.35596
2130420_backaskiftsvagen,2012,0.35852
2130420_backaskiftsvagen,2013,0.37285
2130420_backaskiftsvagen,2014,0.3869
2130430_ostra_stureby,2000,0.3717
2130430_ostra_stureby,2001,0.3662
2130430_ostra_stureby,2002,0.37821
2130430_ostra_stureby,2003,0.37444
2130430_ostra_stureby,2004,0.38519
2130430_ostra_stureby,2005,0.411
2130430_ostra_stureby,2006,0.4344
2130430_ostra_stureby,2007,0.45507
2130430_ostra_stureby,2008,0.4611
2130430_ostra_stureby,2009,0.46991
2130430_ostra_stureby,2010,0.48915
2130430_ostra_stureby,2011,0.48458
2130430_ostra_stureby,2012,0.4971
2130430_ostra_stureby,2013,0.50571
2130430_ostra_stureby,2014,0.54598
2130440_vastra_stureby,2000,0.24503
2130440_vastra_stureby,2001,0.26508
2130440_vastra_stureby,2002,0.29355
2130440_vastra_stureby,2003,0.30374
2130440_vastra_stureby,2004,0.29827
2130440_vastra_stureby,2005,0.33076
2130440_vastra_stureby,2006,0.33739
2130440_vastra_stureby,2007,0.35159
2130440_vastra_stureby,2008,0.36283
2130440_vastra_stureby,2009,0.37391
2130440_vastra_stureby,2010,0.37427
2130440_vastra_stureby,2011,0.40751
2130440_vastra_stureby,2012,0.42649
2130440_vastra_stureby,2013,0.44147
2130440_vastra_stureby,2014,0.46069
2130501_orby_n,2000,0.22348
2130501_orby_n,2001,0.22398
2130501_orby_n,2002,0.22523
2130501_orby_n,2003,0.22402
2130501_orby_n,2004,0.21789
2130501_orby_n,2005,0.2217
2130501_orby_n,2006,0.24537
2130501_orby_n,2007,0.26077
2130501_orby_n,2008,0.2533
2130501_orby_n,2009,0.25442
2130501_orby_n,2010,0.2521
2130501_orby_n,2011,0.26087
2130501_orby_n,2012,0.29652
2130501_orby_n,2013,0.29218
2130501_orby_n,2014,0.3047
2130502_orby_s,2000,0.25097
2130502_orby_s,2001,0.25648
2130502_orby_s,2002,0.26978
2130502_orby_s,2003,0.27003
2130502_orby_s,2004,0.27919
2130502_orby_s,2005,0.29514
2130502_orby_s,2006,0.31235
2130502_orby_s,2007,0.33657
2130502_orby_s,2008,0.35952
2130502_orby_s,2009,0.37816
2130502_orby_s,2010,0.3774
2130502_orby_s,2011,0.38794
2130502_orby_s,2012,0.41497
2130502_orby_s,2013,0.43978
2130502_orby_s,2014,0.44828
2130620_hagsatra_torg,2000,0.14447
2130620_hagsatra_torg,2001,0.15702
2130620_hagsatra_torg,2002,0.16645
2130620_hagsatra_torg,2003,0.16388
2130620_hagsatra_torg,2004,0.169
2130620_hagsatra_torg,2005,0.17811
2130620_hagsatra_torg,2006,0.17823
2130620_hagsatra_torg,2007,0.19122
2130620_hagsatra_torg,2008,0.19603
2130620_hagsatra_torg,2009,0.19036
2130620_hagsatra_torg,2010,0.20023
2130620_hagsatra_torg,2011,0.20969
2130620_hagsatra_torg,2012,0.2097
2130620_hagsatra_torg,2013,0.21468
2130620_hagsatra_torg,2014,0.22029
2130630_ormkarr,2000,0.17849
2130630_ormkarr,2001,0.18667
2130630_ormkarr,2002,0.18527
2130630_ormkarr,2003,0.19163
2130630_ormkarr,2004,0.20667
2130630_ormkarr,2005,0.20776
2130630_ormkarr,2006,0.23636
2130630_ormkarr,2007,0.23297
2130630_ormkarr,2008,0.24083
2130630_ormkarr,2009,0.23112
2130630_ormkarr,2010,0.24503
2130630_ormkarr,2011,0.26709
2130630_ormkarr,2012,0.27733
2130630_ormkarr,2013,0.2834
2130630_ormkarr,2014,0.30059
2140120_ostra_enskedefaltet,2000,0.30867
2140120_ostra_enskedefaltet,2001,0.32474
2140120_ostra_enskedefaltet,2002,0.32992
2140120_ostra_enskedefaltet,2003,0.325
2140120_ostra_enskedefaltet,2004,0.35025
2140120_ostra_enskedefaltet,2005,0.34586
2140120_ostra_enskedefaltet,2006,0.35878
2140120_ostra_enskedefaltet,2007,0.38
2140120_ostra_enskedefaltet,2008,0.39119
2140120_ostra_enskedefaltet,2009,0.40157
2140120_ostra_enskedefaltet,2010,0.4042
2140120_ostra_enskedefaltet,2011,0.41995
2140120_ostra_enskedefaltet,2012,0.44094
2140120_ostra_enskedefaltet,2013,0.43733
2140120_ostra_enskedefaltet,2014,0.44722
2140210_vastra_enskede_gard,2000,0.31596
2140210_vastra_enskede_gard,2001,0.31949
2140210_vastra_enskede_gard,2002,0.33333
2140210_vastra_enskede_gard,2003,0.34135
2140210_vastra_enskede_gard,2004,0.34928
2140210_vastra_enskede_gard,2005,0.375
2140210_vastra_enskede_gard,2006,0.37539
2140210_vastra_enskede_gard,2007,0.37184
2140210_vastra_enskede_gard,2008,0.39969
2140210_vastra_enskede_gard,2009,0.42618
2140210_vastra_enskede_gard,2010,0.44012
2140210_vastra_enskede_gard,2011,0.45142
2140210_vastra_enskede_gard,2012,0.44131
2140210_vastra_enskede_gard,2013,0.44785
2140210_vastra_enskede_gard,2014,0.48605
2140220_tradskolan,2000,0.26977
2140220_tradskolan,2001,0.27273
2140220_tradskolan,2002,0.2973
2140220_tradskolan,2003,0.30093
2140220_tradskolan,2004,0.3379
2140220_tradskolan,2005,0.35185
2140220_tradskolan,2006,0.38208
2140220_tradskolan,2007,0.40553
2140220_tradskolan,2008,0.40455
2140220_tradskolan,2009,0.42857
2140220_tradskolan,2010,0.41667
2140220_tradskolan,2011,0.40758
2140220_tradskolan,2012,0.40094
2140220_tradskolan,2013,0.39815
2140220_tradskolan,2014,0.40183
2140320_enskede_kyrka,2000,0.37915
2140320_enskede_kyrka,2001,0.37865
2140320_enskede_kyrka,2002,0.39266
2140320_enskede_kyrka,2003,0.40699
2140320_enskede_kyrka,2004,0.41772
2140320_enskede_kyrka,2005,0.43277
2140320_enskede_kyrka,2006,0.44875
2140320_enskede_kyrka,2007,0.45414
2140320_enskede_kyrka,2008,0.47216
2140320_enskede_kyrka,2009,0.48829
2140320_enskede_kyrka,2010,0.48565
2140320_enskede_kyrka,2011,0.48894
2140320_enskede_kyrka,2012,0.48793
2140320_enskede_kyrka,2013,0.49688
2140320_enskede_kyrka,2014,0.51081
2140330_svampvagen,2000,0.36
2140330_svampvagen,2001,0.39831
2140330_svampvagen,2002,0.39503
2140330_svampvagen,2003,0.37838
2140330_svampvagen,2004,0.39623
2140330_svampvagen,2005,0.42703
2140330_svampvagen,2006,0.45869
2140330_svampvagen,2007,0.44886
2140330_svampvagen,2008,0.45361
2140330_svampvagen,2009,0.45499
2140330_svampvagen,2010,0.46585
2140330_svampvagen,2011,0.4843
2140330_svampvagen,2012,0.48636
2140330_svampvagen,2013,0.5
2140330_svampvagen,2014,0.49649
2140340_sandsborg,2000,0.33095
2140340_sandsborg,2001,0.33494
2140340_sandsborg,2002,0.34889
2140340_sandsborg,2003,0.35678
2140340_sandsborg,2004,0.35109
2140340_sandsborg,2005,0.38061
2140340_sandsborg,2006,0.38462
2140340_sandsborg,2007,0.37352
2140340_sandsborg,2008,0.37246
2140340_sandsborg,2009,0.37442
2140340_sandsborg,2010,0.38228
2140340_sandsborg,2011,0.37868
2140340_sandsborg,2012,0.39627
2140340_sandsborg,2013,0.43991
2140340_sandsborg,2014,0.44956
2140350_dalen,2000,0.17658
2140350_dalen,2001,0.18353
2140350_dalen,2002,0.18594
2140350_dalen,2003,0.20903
2140350_dalen,2004,0.19946
2140350_dalen,2005,0.21275
2140350_dalen,2006,0.21231
2140350_dalen,2007,0.23219
2140350_dalen,2008,0.23818
2140350_dalen,2009,0.26032
2140350_dalen,2010,0.2663
2140350_dalen,2011,0.27329
2140350_dalen,2012,0.28299
2140350_dalen,2013,0.28937
2140350_dalen,2014,0.29873
2140620_gullmarsplan,2000,0.29383
2140620_gullmarsplan,2001,0.31056
2140620_gullmarsplan,2002,0.31418
2140620_gullmarsplan,2003,0.29362
2140620_gullmarsplan,2004,0.31905
2140620_gullmarsplan,2005,0.33144
2140620_gullmarsplan,2006,0.34208
2140620_gullmarsplan,2007,0.34743
2140620_gullmarsplan,2008,0.36146
2140620_gullmarsplan,2009,0.37369
2140620_gullmarsplan,2010,0.38063
2140620_gullmarsplan,2011,0.40526
2140620_gullmarsplan,2012,0.40785
2140620_gullmarsplan,2013,0.43109
2140620_gullmarsplan,2014,0.42841
2140630_skarmarbrink,2000,0.26659
2140630_skarmarbrink,2001,0.26334
2140630_skarmarbrink,2002,0.26859
2140630_skarmarbrink,2003,0.29834
2140630_skarmarbrink,2004,0.31065
2140630_skarmarbrink,2005,0.32309
2140630_skarmarbrink,2006,0.33671
2140630_skarmarbrink,2007,0.34303
2140630_skarmarbrink,2008,0.33366
2140630_skarmarbrink,2009,0.32488
2140630_skarmarbrink,2010,0.31695
2140630_skarmarbrink,2011,0.3283
2140630_skarmarbrink,2012,0.34331
2140630_skarmarbrink,2013,0.34637
2140630_skarmarbrink,2014,0.37523
2140820_skanskvarn,2000,0.29961
2140820_skanskvarn,2001,0.31766
2140820_skanskvarn,2002,0.33333
2140820_skanskvarn,2003,0.34302
2140820_skanskvarn,2004,0.36221
2140820_skanskvarn,2005,0.39803
2140820_skanskvarn,2006,0.39359
2140820_skanskvarn,2007,0.40582
2140820_skanskvarn,2008,0.43528
2140820_skanskvarn,2009,0.46031
2140820_skanskvarn,2010,0.47212
2140820_skanskvarn,2011,0.48288
2140820_skanskvarn,2012,0.48606
2140820_skanskvarn,2013,0.49578
2140820_skanskvarn,2014,0.50567
2140830_arsta_centrum,2000,0.30144
2140830_arsta_centrum,2001,0.33818
2140830_arsta_centrum,2002,0.36719
2140830_arsta_centrum,2003,0.36497
2140830_arsta_centrum,2004,0.38601
2140830_arsta_centrum,2005,0.41388
2140830_arsta_centrum,2006,0.43417
2140830_arsta_centrum,2007,0.46403
2140830_arsta_centrum,2008,0.47742
2140830_arsta_centrum,2009,0.48546
2140830_arsta_centrum,2010,0.49328
2140830_arsta_centrum,2011,0.48837
2140830_arsta_centrum,2012,0.50201
2140830_arsta_centrum,2013,0.50199
2140830_arsta_centrum,2014,0.49952
2140840_arsta_gard,2000,0.26806
2140840_arsta_gard,2001,0.28151
2140840_arsta_gard,2002,0.2844
2140840_arsta_gard,2003,0.30344
2140840_arsta_gard,2004,0.3383
2140840_arsta_gard,2005,0.35192
2140840_arsta_gard,2006,0.37595
2140840_arsta_gard,2007,0.39493
2140840_arsta_gard,2008,0.41429
2140840_arsta_gard,2009,0.42867
2140840_arsta_gard,2010,0.44014
2140840_arsta_gard,2011,0.45139
2140840_arsta_gard,2012,0.45467
2140840_arsta_gard,2013,0.47707
2140840_arsta_gard,2014,0.47915
2140850_valla_garde,2000,0.15979
2140850_valla_garde,2001,0.17966
