basomrade,year,cumulative_immigration_surplus_male
3710180_agnesberg,2003,-27
3710180_agnesberg,2004,-37
3710180_agnesberg,2005,-70
3710180_agnesberg,2006,-73
3710180_agnesberg,2007,-71
3710180_agnesberg,2008,-79
3710180_agnesberg,2009,-82
3710180_agnesberg,2010,-23
3710180_agnesberg,2011,-37
3710180_agnesberg,2012,-46
3710180_agnesberg,2013,-55
3710180_agnesberg,2014,-83
3710200_ulriksdal,2000,0
3710200_ulriksdal,2001,-5
3710200_ulriksdal,2002,0
3710200_ulriksdal,2003,1
3710200_ulriksdal,2004,2
3710200_ulriksdal,2005,2
3710200_ulriksdal,2006,4
3710200_ulriksdal,2007,4
3710200_ulriksdal,2008,-1
3710200_ulriksdal,2009,3
3710200_ulriksdal,2010,5
3710200_ulriksdal,2011,-2
3710200_ulriksdal,2012,2
3710200_ulriksdal,2013,2
3710200_ulriksdal,2014,3
3710310_norra_bergshamra,2000,-1
3710310_norra_bergshamra,2001,0
3710310_norra_bergshamra,2002,-4
3710310_norra_bergshamra,2003,2
3710310_norra_bergshamra,2004,4
3710310_norra_bergshamra,2005,-12
3710310_norra_bergshamra,2006,-6
3710310_norra_bergshamra,2007,-4
3710310_norra_bergshamra,2008,-16
3710310_norra_bergshamra,2009,-29
3710310_norra_bergshamra,2010,-33
3710310_norra_bergshamra,2011,-39
3710310_norra_bergshamra,2012,-35
3710310_norra_bergshamra,2013,-21
3710310_norra_bergshamra,2014,-37
3710320_bergshamra_torg,2000,-3
3710320_bergshamra_torg,2001,-6
3710320_bergshamra_torg,2002,2
3710320_bergshamra_torg,2003,5
3710320_bergshamra_torg,2004,-1
3710320_bergshamra_torg,2005,2
3710320_bergshamra_torg,2006,5
3710320_bergshamra_torg,2007,14
3710320_bergshamra_torg,2008,18
3710320_bergshamra_torg,2009,15
3710320_bergshamra_torg,2010,29
3710320_bergshamra_torg,2011,64
3710320_bergshamra_torg,2012,88
3710320_bergshamra_torg,2013,94
3710320_bergshamra_torg,2014,94
3710330_stocksundstorp,2000,0
3710330_stocksundstorp,2001,-1
3710330_stocksundstorp,2002,9
3710330_stocksundstorp,2003,11
3710330_stocksundstorp,2004,8
3710330_stocksundstorp,2005,6
3710330_stocksundstorp,2006,2
3710330_stocksundstorp,2007,2
3710330_stocksundstorp,2008,0
3710330_stocksundstorp,2009,-5
3710330_stocksundstorp,2010,-14
3710330_stocksundstorp,2011,-5
3710330_stocksundstorp,2012,-13
3710330_stocksundstorp,2013,-17
3710330_stocksundstorp,2014,-22
3710340_ostra_bergshamra,2000,9
3710340_ostra_bergshamra,2001,16
3710340_ostra_bergshamra,2002,12
3710340_ostra_bergshamra,2003,14
3710340_ostra_bergshamra,2004,9
3710340_ostra_bergshamra,2005,20
3710340_ostra_bergshamra,2006,16
3710340_ostra_bergshamra,2007,15
3710340_ostra_bergshamra,2008,4
3710340_ostra_bergshamra,2009,8
3710340_ostra_bergshamra,2010,5
3710340_ostra_bergshamra,2011,3
3710340_ostra_bergshamra,2012,2
3710340_ostra_bergshamra,2013,8
3710340_ostra_bergshamra,2014,11
3710350_sodra_bergshamra,2000,-21
3710350_sodra_bergshamra,2001,-40
3710350_sodra_bergshamra,2002,-85
3710350_sodra_bergshamra,2003,-109
3710350_sodra_bergshamra,2004,-115
3710350_sodra_bergshamra,2005,-150
3710350_sodra_bergshamra,2006,-185
3710350_sodra_bergshamra,2007,-227
3710350_sodra_bergshamra,2008,-235
3710350_sodra_bergshamra,2009,-247
3710350_sodra_bergshamra,2010,-281
3710350_sodra_bergshamra,2011,-309
3710350_sodra_bergshamra,2012,-331
3710350_sodra_bergshamra,2013,-346
3710350_sodra_bergshamra,2014,-378
3710360_kungshamra,2000,-21
3710360_kungshamra,2001,-33
3710360_kungshamra,2002,-28
3710360_kungshamra,2003,-31
3710360_kungshamra,2004,141
3710360_kungshamra,2005,212
3710360_kungshamra,2006,192
3710360_kungshamra,2007,188
3710360_kungshamra,2008,247
3710360_kungshamra,2009,256
3710360_kungshamra,2010,337
3710360_kungshamra,2011,375
3710360_kungshamra,2012,392
3710360_kungshamra,2013,376
3710360_kungshamra,2014,322
3710420_okand,2000,49
3710420_okand,2001,58
3710420_okand,2002,27
3710420_okand,2003,23
3710420_okand,2004,12
3710420_okand,2005,14
3710420_okand,2006,8
3710420_okand,2007,5
3710420_okand,2008,3
3710420_okand,2009,-6
3710421_karolinska_sjukhuset,2010,33
3710421_karolinska_sjukhuset,2011,47
3710421_karolinska_sjukhuset,2012,48
3710421_karolinska_sjukhuset,2013,104
3710421_karolinska_sjukhuset,2014,89
3710422_nya_karolinska,2010,-41
3710422_nya_karolinska,2011,-50
3710422_nya_karolinska,2012,-57
3710422_nya_karolinska,2013,-67
3710422_nya_karolinska,2014,-68
3710423_solna_kyrkby,2010,6
3710423_solna_kyrkby,2011,-7
3710423_solna_kyrkby,2012,-19
3710423_solna_kyrkby,2013,-18
3710423_solna_kyrkby,2014,-21
3710430_karolinska_institutet,2000,-8
3710430_karolinska_institutet,2001,8
3710430_karolinska_institutet,2002,44
3710430_karolinska_institutet,2003,29
3710430_karolinska_institutet,2004,-1
3710430_karolinska_institutet,2005,-4
3710430_karolinska_institutet,2006,-25
3710430_karolinska_institutet,2007,-35
3710430_karolinska_institutet,2008,-53
3710430_karolinska_institutet,2009,-65
3710430_karolinska_institutet,2010,-66
3710430_karolinska_institutet,2011,-92
3710430_karolinska_institutet,2012,-106
3710430_karolinska_institutet,2013,-132
3710430_karolinska_institutet,2014,-131
3710520_huvudsta_gard,2000,11
3710520_huvudsta_gard,2001,25
3710520_huvudsta_gard,2002,29
3710520_huvudsta_gard,2003,10
3710520_huvudsta_gard,2004,7
3710520_huvudsta_gard,2005,1
3710520_huvudsta_gard,2006,-26
3710520_huvudsta_gard,2007,20
3710520_huvudsta_gard,2008,86
3710520_huvudsta_gard,2009,107
3710520_huvudsta_gard,2010,107
3710520_huvudsta_gard,2011,100
3710520_huvudsta_gard,2012,77
3710520_huvudsta_gard,2013,179
3710520_huvudsta_gard,2014,202
3710530_sodra_huvudsta,2000,-18
3710530_sodra_huvudsta,2001,5
3710530_sodra_huvudsta,2002,5
3710530_sodra_huvudsta,2003,14
3710530_sodra_huvudsta,2004,-3
3710530_sodra_huvudsta,2005,134
3710530_sodra_huvudsta,2006,141
3710530_sodra_huvudsta,2007,158
3710530_sodra_huvudsta,2008,242
3710530_sodra_huvudsta,2009,229
3710530_sodra_huvudsta,2010,262
3710530_sodra_huvudsta,2011,283
3710530_sodra_huvudsta,2012,253
3710530_sodra_huvudsta,2013,252
3710530_sodra_huvudsta,2014,244
3710540_ingentingskogen,2000,-12
3710540_ingentingskogen,2001,-37
3710540_ingentingskogen,2002,-54
3710540_ingentingskogen,2003,-54
3710540_ingentingskogen,2004,-5
3710540_ingentingskogen,2005,15
3710540_ingentingskogen,2006,1
3710540_ingentingskogen,2007,7
3710540_ingentingskogen,2008,88
3710540_ingentingskogen,2009,122
3710540_ingentingskogen,2010,116
3710540_ingentingskogen,2011,148
3710540_ingentingskogen,2012,184
3710540_ingentingskogen,2013,126
3710540_ingentingskogen,2014,110
3710550_gamla_huvudsta,2000,10
3710550_gamla_huvudsta,2001,33
3710550_gamla_huvudsta,2002,48
3710550_gamla_huvudsta,2003,55
3710550_gamla_huvudsta,2004,6
3710550_gamla_huvudsta,2005,29
3710550_gamla_huvudsta,2006,69
3710550_gamla_huvudsta,2007,115
3710550_gamla_huvudsta,2008,218
3710550_gamla_huvudsta,2009,297
3710550_gamla_huvudsta,2010,301
3710550_gamla_huvudsta,2011,312
3710550_gamla_huvudsta,2012,309
3710550_gamla_huvudsta,2013,317
3710550_gamla_huvudsta,2014,312
3710570_vastra_huvudsta,2000,1
3710570_vastra_huvudsta,2001,9
3710570_vastra_huvudsta,2002,34
3710570_vastra_huvudsta,2003,27
3710570_vastra_huvudsta,2004,26
3710570_vastra_huvudsta,2005,26
3710570_vastra_huvudsta,2006,64
3710570_vastra_huvudsta,2007,41
3710570_vastra_huvudsta,2008,50
3710570_vastra_huvudsta,2009,21
3710570_vastra_huvudsta,2010,2
3710570_vastra_huvudsta,2011,-20
3710570_vastra_huvudsta,2012,-34
3710570_vastra_huvudsta,2013,-1
3710570_vastra_huvudsta,2014,2
3710580_okand,2000,5
3710580_okand,2001,16
3710580_okand,2002,81
3710580_okand,2003,85
3710580_okand,2004,89
3710580_okand,2005,90
3710580_okand,2006,83
3710580_okand,2007,77
3710580_okand,2008,77
3710580_okand,2009,51
3710582_ingenting,2010,0
3710582_ingenting,2011,-5
3710582_ingenting,2012,3
3710582_ingenting,2013,26
3710582_ingenting,2014,15
3720610_okand,2000,105
3720610_okand,2001,127
3720610_okand,2002,133
3720610_okand,2003,140
3720610_okand,2004,116
3720610_okand,2005,89
3720610_okand,2006,122
3720610_okand,2007,108
3720610_okand,2008,85
3720610_okand,2009,69
3720611_solna_station,2010,2
3720611_solna_station,2011,3
3720611_solna_station,2012,-2
3720611_solna_station,2013,13
3720611_solna_station,2014,14
3720613_brahelund,2010,2
3720613_brahelund,2011,-4
3720613_brahelund,2012,-21
3720613_brahelund,2013,-38
3720613_brahelund,2014,-49
3720620_norra_hagalund,2000,1
3720620_norra_hagalund,2001,-22
3720620_norra_hagalund,2002,-53
3720620_norra_hagalund,2003,-76
3720620_norra_hagalund,2004,-101
3720620_norra_hagalund,2005,-175
3720620_norra_hagalund,2006,-201
3720620_norra_hagalund,2007,-260
3720620_norra_hagalund,2008,-286
3720620_norra_hagalund,2009,-339
3720620_norra_hagalund,2010,-379
3720620_norra_hagalund,2011,-407
3720620_norra_hagalund,2012,-467
3720620_norra_hagalund,2013,-485
3720620_norra_hagalund,2014,-478
3720630_okand,2000,8
3720630_okand,2001,-1
3720630_okand,2002,-34
3720630_okand,2003,-47
3720630_okand,2004,-44
3720630_okand,2005,-42
3720630_okand,2006,-65
3720630_okand,2007,-71
3720630_okand,2008,-81
3720630_okand,2009,-89
3720631_rudviken,2010,2
3720631_rudviken,2011,55
3720631_rudviken,2012,139
3720631_rudviken,2013,185
3720631_rudviken,2014,174
3720632_vastra_hagalund,2010,-3
3720632_vastra_hagalund,2011,-9
3720632_vastra_hagalund,2012,4
3720632_vastra_hagalund,2013,13
3720632_vastra_hagalund,2014,-9
3720710_okand,2000,-24
3720710_okand,2001,-2
3720710_okand,2002,-15
3720710_okand,2003,-37
3720710_okand,2004,-62
3720710_okand,2005,-36
3720710_okand,2006,-46
3720710_okand,2007,-45
3720710_okand,2008,-41
3720710_okand,2009,-50
3720711_rasunda_kyrka,2010,-40
3720711_rasunda_kyrka,2011,-33
3720711_rasunda_kyrka,2012,-42
3720711_rasunda_kyrka,2013,-100
3720711_rasunda_kyrka,2014,-80
3720712_sodra_rasunda,2010,8
3720712_sodra_rasunda,2011,8
3720712_sodra_rasunda,2012,11
3720712_sodra_rasunda,2013,16
3720712_sodra_rasunda,2014,13
3720720_filmstaden,2003,20
3720720_filmstaden,2004,67
3720720_filmstaden,2005,154
3720720_filmstaden,2006,245
3720720_filmstaden,2007,334
3720720_filmstaden,2008,433
3720720_filmstaden,2009,481
3720720_filmstaden,2010,493
3720720_filmstaden,2011,484
3720720_filmstaden,2012,490
3720720_filmstaden,2013,462
3720720_filmstaden,2014,463
3720730_skogskronet,2000,15
3720730_skogskronet,2001,23
3720730_skogskronet,2002,29
3720730_skogskronet,2003,53
3720730_skogskronet,2004,38
3720730_skogskronet,2005,118
3720730_skogskronet,2006,105
3720730_skogskronet,2007,111
3720730_skogskronet,2008,118
3720730_skogskronet,2009,119
3720730_skogskronet,2010,126
3720730_skogskronet,2011,136
3720730_skogskronet,2012,140
3720730_skogskronet,2013,143
3720730_skogskronet,2014,142
3720740_okand,2000,-29
3720740_okand,2001,-23
3720740_okand,2002,-27
3720740_okand,2003,-12
3720740_okand,2004,0
3720740_okand,2005,3
3720740_okand,2006,16
3720740_okand,2007,-9
3720740_okand,2008,-30
3720740_okand,2009,-25
3720741_rasundaskolan,2010,6
3720741_rasundaskolan,2011,-29
3720741_rasundaskolan,2012,-17
3720741_rasundaskolan,2013,-42
3720741_rasundaskolan,2014,-37
3720750_charlottenburg,2000,-8
3720750_charlottenburg,2001,-7
3720750_charlottenburg,2002,-15
3720750_charlottenburg,2003,-39
3720750_charlottenburg,2004,-66
3720750_charlottenburg,2005,-77
3720750_charlottenburg,2006,-74
3720750_charlottenburg,2007,-72
3720750_charlottenburg,2008,-45
3720750_charlottenburg,2009,-81
3720750_charlottenburg,2010,-101
3720750_charlottenburg,2011,-112
3720750_charlottenburg,2012,-142
3720750_charlottenburg,2013,-133
3720750_charlottenburg,2014,-172
3720760_sodra_vasalund,2000,12
3720760_sodra_vasalund,2001,5
3720760_sodra_vasalund,2002,-19
3720760_sodra_vasalund,2003,-5
3720760_sodra_vasalund,2004,-35
3720760_sodra_vasalund,2005,-50
3720760_sodra_vasalund,2006,-55
3720760_sodra_vasalund,2007,-59
3720760_sodra_vasalund,2008,-66
3720760_sodra_vasalund,2009,-84
3720760_sodra_vasalund,2010,-83
3720760_sodra_vasalund,2011,-68
3720760_sodra_vasalund,2012,-75
3720760_sodra_vasalund,2013,-82
3720760_sodra_vasalund,2014,-108
3720770_norra_vasalund,2000,-4
3720770_norra_vasalund,2001,3
3720770_norra_vasalund,2002,9
3720770_norra_vasalund,2003,17
3720770_norra_vasalund,2004,2
3720770_norra_vasalund,2005,-10
3720770_norra_vasalund,2006,35
3720770_norra_vasalund,2007,45
3720770_norra_vasalund,2008,44
3720770_norra_vasalund,2009,36
3720770_norra_vasalund,2010,14
3720770_norra_vasalund,2011,10
3720770_norra_vasalund,2012,4
3720770_norra_vasalund,2013,0
3720770_norra_vasalund,2014,-11
3720780_ekensberg,2000,9
3720780_ekensberg,2001,26
3720780_ekensberg,2002,-2
3720780_ekensberg,2003,31
3720780_ekensberg,2004,39
3720780_ekensberg,2005,57
3720780_ekensberg,2006,51
3720780_ekensberg,2007,23
3720780_ekensberg,2008,22
3720780_ekensberg,2009,2
3720780_ekensberg,2010,22
3720780_ekensberg,2011,27
3720780_ekensberg,2012,-1
3720780_ekensberg,2013,5
3720780_ekensberg,2014,6
3720790_hallen,2000,7
3720790_hallen,2001,4
3720790_hallen,2002,3
3720790_hallen,2003,9
3720790_hallen,2004,5
3720790_hallen,2005,7
3720790_hallen,2006,10
3720790_hallen,2007,17
3720790_hallen,2008,9
3720790_hallen,2009,11
3720790_hallen,2010,9
3720790_hallen,2011,12
3720790_hallen,2012,19
3720790_hallen,2013,11
3720790_hallen,2014,9
3720910_rudtorp,2000,12
3720910_rudtorp,2001,-6
3720910_rudtorp,2002,14
3720910_rudtorp,2003,-8
3720910_rudtorp,2004,19
3720910_rudtorp,2005,29
3720910_rudtorp,2006,28
3720910_rudtorp,2007,59
3720910_rudtorp,2008,67
3720910_rudtorp,2009,68
3720910_rudtorp,2010,43
3720910_rudtorp,2011,73
3720910_rudtorp,2012,69
3720910_rudtorp,2013,74
3720910_rudtorp,2014,81
3720920_albygard,2000,-1
3720920_albygard,2001,-5
3720920_albygard,2002,-3
3720920_albygard,2003,4
3720920_albygard,2004,59
3720920_albygard,2005,71
3720920_albygard,2006,77
3720920_albygard,2007,73
3720920_albygard,2008,71
3720920_albygard,2009,98
3720920_albygard,2010,98
3720920_albygard,2011,120
3720920_albygard,2012,128
3720920_albygard,2013,134
3720920_albygard,2014,124
3720930_solna_centrum,2000,-6
3720930_solna_centrum,2001,-5
3720930_solna_centrum,2002,6
3720930_solna_centrum,2003,140
3720930_solna_centrum,2004,157
3720930_solna_centrum,2005,150
3720930_solna_centrum,2006,138
3720930_solna_centrum,2007,155
3720930_solna_centrum,2008,162
3720930_solna_centrum,2009,164
3720930_solna_centrum,2010,172
3720930_solna_centrum,2011,171
3720930_solna_centrum,2012,168
3720930_solna_centrum,2013,180
3720930_solna_centrum,2014,193
3720940_hanneberg,2000,5
3720940_hanneberg,2001,0
3720940_hanneberg,2002,4
3720940_hanneberg,2003,17
3720940_hanneberg,2004,17
3720940_hanneberg,2005,21
3720940_hanneberg,2006,19
3720940_hanneberg,2007,22
3720940_hanneberg,2008,12
3720940_hanneberg,2009,16
3720940_hanneberg,2010,29
3720940_hanneberg,2011,26
3720940_hanneberg,2012,28
3720940_hanneberg,2013,25
3720940_hanneberg,2014,7
3720950_albydal,2000,18
3720950_albydal,2001,1
3720950_albydal,2002,12
3720950_albydal,2003,1
3720950_albydal,2004,-5
3720950_albydal,2005,-10
3720950_albydal,2006,-22
3720950_albydal,2007,-27
3720950_albydal,2008,-42
3720950_albydal,2009,-46
3720950_albydal,2010,-64
3720950_albydal,2011,-60
3720950_albydal,2012,-59
3720950_albydal,2013,-67
3720950_albydal,2014,-74
3810100_lilla_alby,2000,38
3810100_lilla_alby,2001,34
3810100_lilla_alby,2002,-12
3810100_lilla_alby,2003,-59
3810100_lilla_alby,2004,-106
3810100_lilla_alby,2005,-120
3810100_lilla_alby,2006,-95
3810100_lilla_alby,2007,-133
3810100_lilla_alby,2008,-127
3810100_lilla_alby,2009,-34
3810100_lilla_alby,2010,20
3810100_lilla_alby,2011,-21
3810100_lilla_alby,2012,-58
3810100_lilla_alby,2013,-50
3810100_lilla_alby,2014,129
3810110_sundbybergs_industriomr,2000,59
3810110_sundbybergs_industriomr,2001,88
3810110_sundbybergs_industriomr,2002,90
3810110_sundbybergs_industriomr,2003,119
3810110_sundbybergs_industriomr,2004,115
3810110_sundbybergs_industriomr,2005,113
3810110_sundbybergs_industriomr,2006,113
3810110_sundbybergs_industriomr,2007,97
3810110_sundbybergs_industriomr,2008,75
3810110_sundbybergs_industriomr,2009,63
3810110_sundbybergs_industriomr,2010,63
3810110_sundbybergs_industriomr,2011,69
3810110_sundbybergs_industriomr,2012,62
3810110_sundbybergs_industriomr,2013,64
3810110_sundbybergs_industriomr,2014,54
3810220_rasten,2000,-1
3810220_rasten,2001,-3
3810220_rasten,2002,-16
3810220_rasten,2003,-40
3810220_rasten,2004,-15
3810220_rasten,2005,11
3810220_rasten,2006,-25
3810220_rasten,2007,-30
3810220_rasten,2008,-35
3810220_rasten,2009,-46
3810220_rasten,2010,-52
3810220_rasten,2011,-30
3810220_rasten,2012,-21
3810220_rasten,2013,-18
3810220_rasten,2014,-28
3810230_sundbybergs_centrum,2000,10
3810230_sundbybergs_centrum,2001,-2
3810230_sundbybergs_centrum,2002,6
3810230_sundbybergs_centrum,2003,-63
3810230_sundbybergs_centrum,2004,-31
3810230_sundbybergs_centrum,2005,-8
3810230_sundbybergs_centrum,2006,-32
3810230_sundbybergs_centrum,2007,-53
3810230_sundbybergs_centrum,2008,-41
3810230_sundbybergs_centrum,2009,-66
3810230_sundbybergs_centrum,2010,-54
3810230_sundbybergs_centrum,2011,3
3810230_sundbybergs_centrum,2012,0
3810230_sundbybergs_centrum,2013,-20
3810230_sundbybergs_centrum,2014,-45
3810240_starrbacksgatan,2000,21
3810240_starrbacksgatan,2001,11
3810240_starrbacksgatan,2002,-19
3810240_starrbacksgatan,2003,-37
3810240_starrbacksgatan,2004,-41
3810240_starrbacksgatan,2005,-41
3810240_starrbacksgatan,2006,-49
3810240_starrbacksgatan,2007,-69
3810240_starrbacksgatan,2008,-21
3810240_starrbacksgatan,2009,-66
3810240_starrbacksgatan,2010,-57
3810240_starrbacksgatan,2011,-54
3810240_starrbacksgatan,2012,-9
3810240_starrbacksgatan,2013,-4
3810240_starrbacksgatan,2014,-1
3810300_storskogen,2000,11
3810300_storskogen,2001,14
3810300_storskogen,2002,19
3810300_storskogen,2003,69
3810300_storskogen,2004,71
3810300_storskogen,2005,73
3810300_storskogen,2006,90
3810300_storskogen,2007,86
3810300_storskogen,2008,190
3810300_storskogen,2009,222
3810300_storskogen,2010,252
3810300_storskogen,2011,276
3810300_storskogen,2012,261
3810300_storskogen,2013,241
3810300_storskogen,2014,277
3810310_lotsjo,2000,7
3810310_lotsjo,2001,3
3810310_lotsjo,2002,-3
3810310_lotsjo,2003,-6
3810310_lotsjo,2004,-8
3810310_lotsjo,2005,-9
3810310_lotsjo,2006,-14
3810310_lotsjo,2007,-14
3810310_lotsjo,2008,7
3810310_lotsjo,2009,166
3810310_lotsjo,2010,167
3810310_lotsjo,2011,149
3810310_lotsjo,2012,150
3810310_lotsjo,2013,132
3810310_lotsjo,2014,129
3810320_tule,2000,18
3810320_tule,2001,6
3810320_tule,2002,-10
3810320_tule,2003,33
3810320_tule,2004,34
3810320_tule,2005,23
3810320_tule,2006,27
3810320_tule,2007,26
3810320_tule,2008,85
3810320_tule,2009,106
3810320_tule,2010,85
3810320_tule,2011,109
3810320_tule,2012,98
3810320_tule,2013,106
3810320_tule,2014,87
3810400_duvbo,2000,16
3810400_duvbo,2001,16
3810400_duvbo,2002,10
3810400_duvbo,2003,-1
3810400_duvbo,2004,7
3810400_duvbo,2005,41
3810400_duvbo,2006,57
3810400_duvbo,2007,58
3810400_duvbo,2008,76
3810400_duvbo,2009,52
3810400_duvbo,2010,72
3810400_duvbo,2011,82
3810400_duvbo,2012,65
3810400_duvbo,2013,72
3810400_duvbo,2014,68
3810410_hasthagen,2000,8
3810410_hasthagen,2001,-3
3810410_hasthagen,2002,-1
3810410_hasthagen,2003,-4
3810410_hasthagen,2004,-10
3810410_hasthagen,2005,-11
3810410_hasthagen,2006,-11
3810410_hasthagen,2007,-17
3810410_hasthagen,2008,-33
3810410_hasthagen,2009,-45
3810410_hasthagen,2010,-51
3810410_hasthagen,2011,-45
3810410_hasthagen,2012,-50
3810410_hasthagen,2013,-53
3810410_hasthagen,2014,-62
3810500_or,2000,16
3810500_or,2001,9
3810500_or,2002,6
3810500_or,2003,7
3810500_or,2004,14
3810500_or,2005,31
3810500_or,2006,40
3810500_or,2007,38
3810500_or,2008,7
3810500_or,2009,28
3810500_or,2010,6
3810500_or,2011,-64
3810500_or,2012,-93
3810500_or,2013,34
3810500_or,2014,-26
3810610_hallonbergen,2000,-7
3810610_hallonbergen,2001,-14
3810610_hallonbergen,2002,-11
3810610_hallonbergen,2003,-48
3810610_hallonbergen,2004,-80
3810610_hallonbergen,2005,-71
3810610_hallonbergen,2006,-91
3810610_hallonbergen,2007,-109
3810610_hallonbergen,2008,-138
3810610_hallonbergen,2009,-186
3810610_hallonbergen,2010,-215
3810610_hallonbergen,2011,-271
3810610_hallonbergen,2012,-319
3810610_hallonbergen,2013,-375
3810610_hallonbergen,2014,-424
3810720_rissne_norra_arbetsomr,2000,5
3810720_rissne_norra_arbetsomr,2001,7
3810720_rissne_norra_arbetsomr,2002,7
3810720_rissne_norra_arbetsomr,2003,8
3810720_rissne_norra_arbetsomr,2004,10
3810720_rissne_norra_arbetsomr,2005,12
3810720_rissne_norra_arbetsomr,2006,14
3810720_rissne_norra_arbetsomr,2007,14
3810720_rissne_norra_arbetsomr,2008,13
3810720_rissne_norra_arbetsomr,2009,8
3810720_rissne_norra_arbetsomr,2010,9
3810720_rissne_norra_arbetsomr,2011,11
3810720_rissne_norra_arbetsomr,2012,10
3810720_rissne_norra_arbetsomr,2013,8
3810720_rissne_norra_arbetsomr,2014,14
3810740_norra_rissne,2000,-34
3810740_norra_rissne,2001,-55
3810740_norra_rissne,2002,-106
3810740_norra_rissne,2003,-133
3810740_norra_rissne,2004,-172
3810740_norra_rissne,2005,-196
3810740_norra_rissne,2006,-238
3810740_norra_rissne,2007,-239
3810740_norra_rissne,2008,-299
3810740_norra_rissne,2009,-352
3810740_norra_rissne,2010,-374
3810740_norra_rissne,2011,-399
3810740_norra_rissne,2012,-461
3810740_norra_rissne,2013,-519
3810740_norra_rissne,2014,-536
3810750_sodra_rissne,2000,5
3810750_sodra_rissne,2001,-8
3810750_sodra_rissne,2002,-14
3810750_sodra_rissne,2003,-37
3810750_sodra_rissne,2004,-84
3810750_sodra_rissne,2005,-114
3810750_sodra_rissne,2006,-100
3810750_sodra_rissne,2007,-119
3810750_sodra_rissne,2008,-169
3810750_sodra_rissne,2009,-194
3810750_sodra_rissne,2010,-242
3810750_sodra_rissne,2011,-300
3810750_sodra_rissne,2012,-367
3810750_sodra_rissne,2013,-384
3810750_sodra_rissne,2014,-359
3810810_ursviks_smahusomr,2000,0
3810810_ursviks_smahusomr,2001,5
3810810_ursviks_smahusomr,2002,3
3810810_ursviks_smahusomr,2003,10
3810810_ursviks_smahusomr,2004,6
3810810_ursviks_smahusomr,2005,9
3810810_ursviks_smahusomr,2006,7
3810810_ursviks_smahusomr,2007,11
3810810_ursviks_smahusomr,2008,-2
3810810_ursviks_smahusomr,2009,2
3810810_ursviks_smahusomr,2010,-5
3810810_ursviks_smahusomr,2011,-1
3810810_ursviks_smahusomr,2012,1
3810810_ursviks_smahusomr,2013,2
3810810_ursviks_smahusomr,2014,-5
3810824_brotorp,2010,71
3810824_brotorp,2011,100
3810824_brotorp,2012,203
3810824_brotorp,2013,257
3810824_brotorp,2014,274
3910110_vastra_nasbypark,2000,-1
3910110_vastra_nasbypark,2001,-32
3910110_vastra_nasbypark,2002,-37
3910110_vastra_nasbypark,2003,-36
3910110_vastra_nasbypark,2004,-40
3910110_vastra_nasbypark,2005,-48
3910110_vastra_nasbypark,2006,-59
3910110_vastra_nasbypark,2007,-68
3910110_vastra_nasbypark,2008,-68
3910110_vastra_nasbypark,2009,-65
3910110_vastra_nasbypark,2010,-75
3910110_vastra_nasbypark,2011,-48
3910110_vastra_nasbypark,2012,-44
3910110_vastra_nasbypark,2013,-28
3910110_vastra_nasbypark,2014,-27
3910120_ornstigen,2000,-3
3910120_ornstigen,2001,-14
3910120_ornstigen,2002,-13
3910120_ornstigen,2003,-18
3910120_ornstigen,2004,-18
3910120_ornstigen,2005,-25
3910120_ornstigen,2006,-11
3910120_ornstigen,2007,-14
3910120_ornstigen,2008,-21
3910120_ornstigen,2009,-25
3910120_ornstigen,2010,-31
3910120_ornstigen,2011,-31
3910120_ornstigen,2012,-21
3910120_ornstigen,2013,-25
3910120_ornstigen,2014,-16
3910130_nasbyparks_centrum,2000,-5
3910130_nasbyparks_centrum,2001,14
3910130_nasbyparks_centrum,2002,32
3910130_nasbyparks_centrum,2003,31
3910130_nasbyparks_centrum,2004,35
3910130_nasbyparks_centrum,2005,58
3910130_nasbyparks_centrum,2006,62
3910130_nasbyparks_centrum,2007,80
3910130_nasbyparks_centrum,2008,91
3910130_nasbyparks_centrum,2009,105
3910130_nasbyparks_centrum,2010,132
3910130_nasbyparks_centrum,2011,202
3910130_nasbyparks_centrum,2012,214
3910130_nasbyparks_centrum,2013,223
3910130_nasbyparks_centrum,2014,229
3910140_nasby_slott,2000,-27
3910140_nasby_slott,2001,-16
3910140_nasby_slott,2002,-7
3910140_nasby_slott,2003,-19
3910140_nasby_slott,2004,-26
3910140_nasby_slott,2005,-22
3910140_nasby_slott,2006,-23
3910140_nasby_slott,2007,-24
3910140_nasby_slott,2008,-22
3910140_nasby_slott,2009,-26
3910140_nasby_slott,2010,-27
3910140_nasby_slott,2011,-33
3910140_nasby_slott,2012,-29
3910140_nasby_slott,2013,-27
3910140_nasby_slott,2014,-33
3910170_ostra_nasbypark,2000,-6
3910170_ostra_nasbypark,2001,-16
3910170_ostra_nasbypark,2002,-24
3910170_ostra_nasbypark,2003,-4
3910170_ostra_nasbypark,2004,-6
3910170_ostra_nasbypark,2005,27
3910170_ostra_nasbypark,2006,30
3910170_ostra_nasbypark,2007,96
3910170_ostra_nasbypark,2008,97
3910170_ostra_nasbypark,2009,91
3910170_ostra_nasbypark,2010,97
3910170_ostra_nasbypark,2011,86
3910170_ostra_nasbypark,2012,72
3910170_ostra_nasbypark,2013,65
3910170_ostra_nasbypark,2014,55
3910190_lahall,2000,-8
3910190_lahall,2001,-7
3910190_lahall,2002,-7
3910190_lahall,2003,-14
