basomrade,year,cumulative_immigration_surplus_male
3910190_lahall,2004,-14
3910190_lahall,2005,-12
3910190_lahall,2006,-17
3910190_lahall,2007,-15
3910190_lahall,2008,-10
3910190_lahall,2009,-4
3910190_lahall,2010,9
3910190_lahall,2011,10
3910190_lahall,2012,5
3910190_lahall,2013,-8
3910190_lahall,2014,0
3910210_nasbydal,2000,13
3910210_nasbydal,2001,0
3910210_nasbydal,2002,12
3910210_nasbydal,2003,13
3910210_nasbydal,2004,16
3910210_nasbydal,2005,2
3910210_nasbydal,2006,6
3910210_nasbydal,2007,4
3910210_nasbydal,2008,-1
3910210_nasbydal,2009,6
3910210_nasbydal,2010,19
3910210_nasbydal,2011,20
3910210_nasbydal,2012,30
3910210_nasbydal,2013,37
3910210_nasbydal,2014,53
3910220_grindtorp,2000,-5
3910220_grindtorp,2001,-1
3910220_grindtorp,2002,-5
3910220_grindtorp,2003,16
3910220_grindtorp,2004,13
3910220_grindtorp,2005,17
3910220_grindtorp,2006,23
3910220_grindtorp,2007,20
3910220_grindtorp,2008,25
3910220_grindtorp,2009,19
3910220_grindtorp,2010,30
3910220_grindtorp,2011,25
3910220_grindtorp,2012,43
3910220_grindtorp,2013,68
3910220_grindtorp,2014,93
3910240_taby_centrum,2000,12
3910240_taby_centrum,2001,6
3910240_taby_centrum,2002,6
3910240_taby_centrum,2003,14
3910240_taby_centrum,2004,33
3910240_taby_centrum,2005,37
3910240_taby_centrum,2006,52
3910240_taby_centrum,2007,68
3910240_taby_centrum,2008,93
3910240_taby_centrum,2009,113
3910240_taby_centrum,2010,142
3910240_taby_centrum,2011,155
3910240_taby_centrum,2012,193
3910240_taby_centrum,2013,290
3910240_taby_centrum,2014,403
3910270_marknadsvagen,2000,-3
3910270_marknadsvagen,2001,-23
3910270_marknadsvagen,2002,-46
3910270_marknadsvagen,2003,-49
3910270_marknadsvagen,2004,-62
3910270_marknadsvagen,2005,-77
3910270_marknadsvagen,2006,-69
3910270_marknadsvagen,2007,-80
3910270_marknadsvagen,2008,-96
3910270_marknadsvagen,2009,-86
3910270_marknadsvagen,2010,-78
3910270_marknadsvagen,2011,-90
3910270_marknadsvagen,2012,-59
3910270_marknadsvagen,2013,-59
3910270_marknadsvagen,2014,-56
3910280_akerbyvagen,2000,-26
3910280_akerbyvagen,2001,-34
3910280_akerbyvagen,2002,-69
3910280_akerbyvagen,2003,-76
3910280_akerbyvagen,2004,-112
3910280_akerbyvagen,2005,-102
3910280_akerbyvagen,2006,-120
3910280_akerbyvagen,2007,-105
3910280_akerbyvagen,2008,-95
3910280_akerbyvagen,2009,-86
3910280_akerbyvagen,2010,-98
3910280_akerbyvagen,2011,-93
3910280_akerbyvagen,2012,-79
3910280_akerbyvagen,2013,-56
3910280_akerbyvagen,2014,-75
3910310_sodra_viggbyholm,2000,13
3910310_sodra_viggbyholm,2001,-3
3910310_sodra_viggbyholm,2002,-13
3910310_sodra_viggbyholm,2003,-8
3910310_sodra_viggbyholm,2004,4
3910310_sodra_viggbyholm,2005,14
3910310_sodra_viggbyholm,2006,20
3910310_sodra_viggbyholm,2007,40
3910310_sodra_viggbyholm,2008,35
3910310_sodra_viggbyholm,2009,55
3910310_sodra_viggbyholm,2010,69
3910310_sodra_viggbyholm,2011,82
3910310_sodra_viggbyholm,2012,80
3910310_sodra_viggbyholm,2013,72
3910310_sodra_viggbyholm,2014,60
3910320_viggbygardet,2000,-10
3910320_viggbygardet,2001,-15
3910320_viggbygardet,2002,-22
3910320_viggbygardet,2003,-32
3910320_viggbygardet,2004,-28
3910320_viggbygardet,2005,-35
3910320_viggbygardet,2006,-36
3910320_viggbygardet,2007,-38
3910320_viggbygardet,2008,-27
3910320_viggbygardet,2009,-10
3910320_viggbygardet,2010,-8
3910320_viggbygardet,2011,51
3910320_viggbygardet,2012,66
3910320_viggbygardet,2013,83
3910320_viggbygardet,2014,72
3910330_mellersta_viggbyholm,2000,1
3910330_mellersta_viggbyholm,2001,-14
3910330_mellersta_viggbyholm,2002,-16
3910330_mellersta_viggbyholm,2003,-48
3910330_mellersta_viggbyholm,2004,-61
3910330_mellersta_viggbyholm,2005,-65
3910330_mellersta_viggbyholm,2006,-72
3910330_mellersta_viggbyholm,2007,-64
3910330_mellersta_viggbyholm,2008,-69
3910330_mellersta_viggbyholm,2009,-77
3910330_mellersta_viggbyholm,2010,-94
3910330_mellersta_viggbyholm,2011,-90
3910330_mellersta_viggbyholm,2012,-99
3910330_mellersta_viggbyholm,2013,-96
3910330_mellersta_viggbyholm,2014,-87
3910350_norra_viggbyholm,2000,1
3910350_norra_viggbyholm,2001,-9
3910350_norra_viggbyholm,2002,-8
3910350_norra_viggbyholm,2003,5
3910350_norra_viggbyholm,2004,-3
3910350_norra_viggbyholm,2005,1
3910350_norra_viggbyholm,2006,4
3910350_norra_viggbyholm,2007,-3
3910350_norra_viggbyholm,2008,-10
3910350_norra_viggbyholm,2009,-16
3910350_norra_viggbyholm,2010,-18
3910350_norra_viggbyholm,2011,-16
3910350_norra_viggbyholm,2012,-24
3910350_norra_viggbyholm,2013,-22
3910350_norra_viggbyholm,2014,-20
3910370_norra_hagernas,2000,-16
3910370_norra_hagernas,2001,-14
3910370_norra_hagernas,2002,-9
3910370_norra_hagernas,2003,-38
3910370_norra_hagernas,2004,-34
3910370_norra_hagernas,2005,-43
3910370_norra_hagernas,2006,-42
3910370_norra_hagernas,2007,-65
3910370_norra_hagernas,2008,-52
3910370_norra_hagernas,2009,-49
3910370_norra_hagernas,2010,-37
3910370_norra_hagernas,2011,-49
3910370_norra_hagernas,2012,-48
3910370_norra_hagernas,2013,-39
3910370_norra_hagernas,2014,-39
3910380_sodra_hagernas,2000,-5
3910380_sodra_hagernas,2001,-17
3910380_sodra_hagernas,2002,-32
3910380_sodra_hagernas,2003,-22
3910380_sodra_hagernas,2004,32
3910380_sodra_hagernas,2005,72
3910380_sodra_hagernas,2006,153
3910380_sodra_hagernas,2007,204
3910380_sodra_hagernas,2008,280
3910380_sodra_hagernas,2009,369
3910380_sodra_hagernas,2010,470
3910380_sodra_hagernas,2011,462
3910380_sodra_hagernas,2012,506
3910380_sodra_hagernas,2013,547
3910380_sodra_hagernas,2014,545
3910480_norra_landsbygden,2000,2
3910480_norra_landsbygden,2001,7
3910480_norra_landsbygden,2002,8
3910480_norra_landsbygden,2003,1
3910480_norra_landsbygden,2004,-1
3910480_norra_landsbygden,2005,-8
3910480_norra_landsbygden,2006,-11
3910480_norra_landsbygden,2007,-9
3910480_norra_landsbygden,2008,82
3910480_norra_landsbygden,2009,107
3910480_norra_landsbygden,2010,146
3910480_norra_landsbygden,2011,150
3910480_norra_landsbygden,2012,146
3910480_norra_landsbygden,2013,157
3910480_norra_landsbygden,2014,166
3910730_ella,2000,9
3910730_ella,2001,0
3910730_ella,2002,-3
3910730_ella,2003,-16
3910730_ella,2004,-21
3910730_ella,2005,-38
3910730_ella,2006,-33
3910730_ella,2007,-20
3910730_ella,2008,-32
3910730_ella,2009,-25
3910730_ella,2010,-30
3910730_ella,2011,-18
3910730_ella,2012,-8
3910730_ella,2013,-41
3910730_ella,2014,-50
3910770_vastra_ensta,2000,1
3910770_vastra_ensta,2001,-2
3910770_vastra_ensta,2002,-18
3910770_vastra_ensta,2003,-8
3910770_vastra_ensta,2004,-1
3910770_vastra_ensta,2005,7
3910770_vastra_ensta,2006,3
3910770_vastra_ensta,2007,5
3910770_vastra_ensta,2008,8
3910770_vastra_ensta,2009,4
3910770_vastra_ensta,2010,-6
3910770_vastra_ensta,2011,-5
3910770_vastra_ensta,2012,-10
3910770_vastra_ensta,2013,-9
3910770_vastra_ensta,2014,1
3910780_ostra_ensta,2000,-3
3910780_ostra_ensta,2001,-8
3910780_ostra_ensta,2002,-16
3910780_ostra_ensta,2003,-10
3910780_ostra_ensta,2004,-10
3910780_ostra_ensta,2005,-12
3910780_ostra_ensta,2006,-12
3910780_ostra_ensta,2007,-12
3910780_ostra_ensta,2008,-10
3910780_ostra_ensta,2009,-13
3910780_ostra_ensta,2010,-22
3910780_ostra_ensta,2011,-25
3910780_ostra_ensta,2012,-15
3910780_ostra_ensta,2013,-17
3910780_ostra_ensta,2014,-14
3910790_kullagrand,2000,6
3910790_kullagrand,2001,8
3910790_kullagrand,2002,19
3910790_kullagrand,2003,25
3910790_kullagrand,2004,31
3910790_kullagrand,2005,41
3910790_kullagrand,2006,30
3910790_kullagrand,2007,30
3910790_kullagrand,2008,38
3910790_kullagrand,2009,39
3910790_kullagrand,2010,42
3910790_kullagrand,2011,41
3910790_kullagrand,2012,44
3910790_kullagrand,2013,45
3910790_kullagrand,2014,29
3910810_norra_ellagard,2000,-2
3910810_norra_ellagard,2001,0
3910810_norra_ellagard,2002,-4
3910810_norra_ellagard,2003,1
3910810_norra_ellagard,2004,15
3910810_norra_ellagard,2005,5
3910810_norra_ellagard,2006,-7
3910810_norra_ellagard,2007,-1
3910810_norra_ellagard,2008,-9
3910810_norra_ellagard,2009,-6
3910810_norra_ellagard,2010,-9
3910810_norra_ellagard,2011,-5
3910810_norra_ellagard,2012,4
3910810_norra_ellagard,2013,-2
3910810_norra_ellagard,2014,13
3910820_sodra_ellagard,2000,-23
3910820_sodra_ellagard,2001,-23
3910820_sodra_ellagard,2002,-14
3910820_sodra_ellagard,2003,-19
3910820_sodra_ellagard,2004,-21
3910820_sodra_ellagard,2005,-21
3910820_sodra_ellagard,2006,-26
3910820_sodra_ellagard,2007,-22
3910820_sodra_ellagard,2008,-29
3910820_sodra_ellagard,2009,-28
3910820_sodra_ellagard,2010,-26
3910820_sodra_ellagard,2011,-25
3910820_sodra_ellagard,2012,-27
3910820_sodra_ellagard,2013,-34
3910820_sodra_ellagard,2014,-35
3910830_ava,2000,-8
3910830_ava,2001,-14
3910830_ava,2002,-15
3910830_ava,2003,-14
3910830_ava,2004,-7
3910830_ava,2005,-12
3910830_ava,2006,-9
3910830_ava,2007,-9
3910830_ava,2008,-7
3910830_ava,2009,-11
3910830_ava,2010,-12
3910830_ava,2011,-10
3910830_ava,2012,-24
3910830_ava,2013,-21
3910830_ava,2014,-18
3910840_vastra_ellagard,2000,-15
3910840_vastra_ellagard,2001,-21
3910840_vastra_ellagard,2002,-39
3910840_vastra_ellagard,2003,-54
3910840_vastra_ellagard,2004,-62
3910840_vastra_ellagard,2005,-68
3910840_vastra_ellagard,2006,-77
3910840_vastra_ellagard,2007,-71
3910840_vastra_ellagard,2008,-85
3910840_vastra_ellagard,2009,-85
3910840_vastra_ellagard,2010,-86
3910840_vastra_ellagard,2011,-85
3910840_vastra_ellagard,2012,-85
3910840_vastra_ellagard,2013,-100
3910840_vastra_ellagard,2014,-103
3910910_skarpang,2000,-41
3910910_skarpang,2001,-72
3910910_skarpang,2002,-101
3910910_skarpang,2003,-135
3910910_skarpang,2004,-182
3910910_skarpang,2005,-210
3910910_skarpang,2006,-242
3910910_skarpang,2007,-278
3910910_skarpang,2008,-290
3910910_skarpang,2009,-300
3910910_skarpang,2010,-328
3910910_skarpang,2011,-319
3910910_skarpang,2012,-319
3910910_skarpang,2013,-336
3910910_skarpang,2014,-333
3910920_gripsvall,2000,-5
3910920_gripsvall,2001,-11
3910920_gripsvall,2002,-20
3910920_gripsvall,2003,-14
3910920_gripsvall,2004,-29
3910920_gripsvall,2005,-30
3910920_gripsvall,2006,-53
3910920_gripsvall,2007,-52
3910920_gripsvall,2008,-69
3910920_gripsvall,2009,-68
3910920_gripsvall,2010,-72
3910920_gripsvall,2011,-78
3910920_gripsvall,2012,-73
3910920_gripsvall,2013,-76
3910920_gripsvall,2014,-66
3911010_ostra_roslags_nasby,2000,8
3911010_ostra_roslags_nasby,2001,95
3911010_ostra_roslags_nasby,2002,79
3911010_ostra_roslags_nasby,2003,65
3911010_ostra_roslags_nasby,2004,101
3911010_ostra_roslags_nasby,2005,83
3911010_ostra_roslags_nasby,2006,81
3911010_ostra_roslags_nasby,2007,97
3911010_ostra_roslags_nasby,2008,93
3911010_ostra_roslags_nasby,2009,112
3911010_ostra_roslags_nasby,2010,112
3911010_ostra_roslags_nasby,2011,121
3911010_ostra_roslags_nasby,2012,99
3911010_ostra_roslags_nasby,2013,180
3911010_ostra_roslags_nasby,2014,292
3911020_vastra_roslags_nasby,2000,-4
3911020_vastra_roslags_nasby,2001,-6
3911020_vastra_roslags_nasby,2002,-13
3911020_vastra_roslags_nasby,2003,-12
3911020_vastra_roslags_nasby,2004,-14
3911020_vastra_roslags_nasby,2005,-15
3911020_vastra_roslags_nasby,2006,-16
3911020_vastra_roslags_nasby,2007,-13
3911020_vastra_roslags_nasby,2008,-14
3911020_vastra_roslags_nasby,2009,-14
3911020_vastra_roslags_nasby,2010,-16
3911020_vastra_roslags_nasby,2011,-22
3911020_vastra_roslags_nasby,2012,-26
3911020_vastra_roslags_nasby,2013,-28
3911020_vastra_roslags_nasby,2014,-22
3911510_lansen,2000,-17
3911510_lansen,2001,-7
3911510_lansen,2002,-3
3911510_lansen,2003,-18
3911510_lansen,2004,-29
3911510_lansen,2005,-58
3911510_lansen,2006,-70
3911510_lansen,2007,-86
3911510_lansen,2008,-90
3911510_lansen,2009,-86
3911510_lansen,2010,-111
3911510_lansen,2011,-114
3911510_lansen,2012,-121
3911510_lansen,2013,-135
3911510_lansen,2014,-154
3911520_sodra_gribbylund,2000,-17
3911520_sodra_gribbylund,2001,-24
3911520_sodra_gribbylund,2002,-36
3911520_sodra_gribbylund,2003,-22
3911520_sodra_gribbylund,2004,-14
3911520_sodra_gribbylund,2005,-23
3911520_sodra_gribbylund,2006,-26
3911520_sodra_gribbylund,2007,-34
3911520_sodra_gribbylund,2008,-34
3911520_sodra_gribbylund,2009,-37
3911520_sodra_gribbylund,2010,-48
3911520_sodra_gribbylund,2011,-47
3911520_sodra_gribbylund,2012,-41
3911520_sodra_gribbylund,2013,-46
3911520_sodra_gribbylund,2014,-48
3911530_gribbylunds_centrum,2000,-13
3911530_gribbylunds_centrum,2001,-11
3911530_gribbylunds_centrum,2002,-38
3911530_gribbylunds_centrum,2003,-61
3911530_gribbylunds_centrum,2004,-65
3911530_gribbylunds_centrum,2005,-82
3911530_gribbylunds_centrum,2006,-86
3911530_gribbylunds_centrum,2007,-117
3911530_gribbylunds_centrum,2008,-120
3911530_gribbylunds_centrum,2009,-151
3911530_gribbylunds_centrum,2010,-177
3911530_gribbylunds_centrum,2011,-177
3911530_gribbylunds_centrum,2012,-163
3911530_gribbylunds_centrum,2013,-156
3911530_gribbylunds_centrum,2014,-156
3911540_norra_gribbylund,2000,45
3911540_norra_gribbylund,2001,67
3911540_norra_gribbylund,2002,64
3911540_norra_gribbylund,2003,35
3911540_norra_gribbylund,2004,24
3911540_norra_gribbylund,2005,19
3911540_norra_gribbylund,2006,27
3911540_norra_gribbylund,2007,13
3911540_norra_gribbylund,2008,47
3911540_norra_gribbylund,2009,26
3911540_norra_gribbylund,2010,-17
3911540_norra_gribbylund,2011,-17
3911540_norra_gribbylund,2012,-51
3911540_norra_gribbylund,2013,-80
3911540_norra_gribbylund,2014,-106
3911550_sveavagen,2000,-12
3911550_sveavagen,2001,-17
3911550_sveavagen,2002,-17
3911550_sveavagen,2003,-39
3911550_sveavagen,2004,-47
3911550_sveavagen,2005,-46
3911550_sveavagen,2006,-36
3911550_sveavagen,2007,-34
3911550_sveavagen,2008,-48
3911550_sveavagen,2009,-56
3911550_sveavagen,2010,-53
3911550_sveavagen,2011,-60
3911550_sveavagen,2012,-71
3911550_sveavagen,2013,-86
3911550_sveavagen,2014,-96
3911610_ostra_vallabrink,2000,-2
3911610_ostra_vallabrink,2001,3
3911610_ostra_vallabrink,2002,4
3911610_ostra_vallabrink,2003,5
3911610_ostra_vallabrink,2004,-4
3911610_ostra_vallabrink,2005,0
3911610_ostra_vallabrink,2006,-4
3911610_ostra_vallabrink,2007,-6
3911610_ostra_vallabrink,2008,2
3911610_ostra_vallabrink,2009,-1
3911610_ostra_vallabrink,2010,-3
3911610_ostra_vallabrink,2011,3
3911610_ostra_vallabrink,2012,9
3911610_ostra_vallabrink,2013,10
3911610_ostra_vallabrink,2014,13
3911620_vastra_vallabrink,2000,-10
3911620_vastra_vallabrink,2001,-14
3911620_vastra_vallabrink,2002,6
3911620_vastra_vallabrink,2003,-3
3911620_vastra_vallabrink,2004,-12
3911620_vastra_vallabrink,2005,-12
3911620_vastra_vallabrink,2006,-13
3911620_vastra_vallabrink,2007,-12
3911620_vastra_vallabrink,2008,-14
3911620_vastra_vallabrink,2009,-17
3911620_vastra_vallabrink,2010,-20
3911620_vastra_vallabrink,2011,-25
3911620_vastra_vallabrink,2012,-19
3911620_vastra_vallabrink,2013,-23
3911620_vastra_vallabrink,2014,-18
3911660_visinge,2000,-16
3911660_visinge,2001,-23
3911660_visinge,2002,-45
3911660_visinge,2003,-65
3911660_visinge,2004,-88
3911660_visinge,2005,-94
3911660_visinge,2006,-112
3911660_visinge,2007,-131
3911660_visinge,2008,-146
3911660_visinge,2009,-151
3911660_visinge,2010,-164
3911660_visinge,2011,-167
3911660_visinge,2012,-182
3911660_visinge,2013,-183
3911660_visinge,2014,-203
3911670_vallatorp,2000,-33
3911670_vallatorp,2001,-46
3911670_vallatorp,2002,-52
3911670_vallatorp,2003,-76
3911670_vallatorp,2004,-83
3911670_vallatorp,2005,-95
3911670_vallatorp,2006,-100
3911670_vallatorp,2007,-102
3911670_vallatorp,2008,-122
3911670_vallatorp,2009,-135
3911670_vallatorp,2010,-130
3911670_vallatorp,2011,-139
3911670_vallatorp,2012,-145
3911670_vallatorp,2013,-156
3911670_vallatorp,2014,-171
3911680_erikslund,2000,-20
3911680_erikslund,2001,-19
3911680_erikslund,2002,-29
3911680_erikslund,2003,-34
3911680_erikslund,2004,-34
3911680_erikslund,2005,-40
3911680_erikslund,2006,-41
3911680_erikslund,2007,-41
3911680_erikslund,2008,-61
3911680_erikslund,2009,-62
3911680_erikslund,2010,-66
3911680_erikslund,2011,-76
3911680_erikslund,2012,-94
3911680_erikslund,2013,-100
3911680_erikslund,2014,-109
3911740_s_a_midgards_industriomr,2000,-2
3911740_s_a_midgards_industriomr,2001,-7
3911740_s_a_midgards_industriomr,2002,-3
3911740_s_a_midgards_industriomr,2003,-5
3911740_s_a_midgards_industriomr,2004,-10
3911740_s_a_midgards_industriomr,2005,-5
3911740_s_a_midgards_industriomr,2006,-14
3911740_s_a_midgards_industriomr,2007,-17
3911740_s_a_midgards_industriomr,2008,-18
3911740_s_a_midgards_industriomr,2009,-18
3911740_s_a_midgards_industriomr,2010,-29
3911740_s_a_midgards_industriomr,2011,-33
3911740_s_a_midgards_industriomr,2012,-30
3911740_s_a_midgards_industriomr,2013,-30
3911740_s_a_midgards_industriomr,2014,-32
3911750_taby_kyrka,2000,2
3911750_taby_kyrka,2001,-15
3911750_taby_kyrka,2002,-19
3911750_taby_kyrka,2003,-14
3911750_taby_kyrka,2004,-9
3911750_taby_kyrka,2005,-2
3911750_taby_kyrka,2006,26
3911750_taby_kyrka,2007,37
3911750_taby_kyrka,2008,25
3911750_taby_kyrka,2009,33
3911750_taby_kyrka,2010,26
3911750_taby_kyrka,2011,6
3911750_taby_kyrka,2012,-14
3911750_taby_kyrka,2013,-12
3911750_taby_kyrka,2014,-11
3911760_midgard,2000,-1
3911760_midgard,2001,-19
3911760_midgard,2002,-17
3911760_midgard,2003,-26
3911760_midgard,2004,-25
3911760_midgard,2005,-35
3911760_midgard,2006,-40
3911760_midgard,2007,-16
3911760_midgard,2008,-27
3911760_midgard,2009,-37
3911760_midgard,2010,-37
3911760_midgard,2011,-44
3911760_midgard,2012,-36
3911760_midgard,2013,-34
3911760_midgard,2014,-38
3911780_ostra_taby_kyrkby,2000,-17
3911780_ostra_taby_kyrkby,2001,-17
3911780_ostra_taby_kyrkby,2002,-13
3911780_ostra_taby_kyrkby,2003,-23
3911780_ostra_taby_kyrkby,2004,-35
3911780_ostra_taby_kyrkby,2005,-37
3911780_ostra_taby_kyrkby,2006,-17
3911780_ostra_taby_kyrkby,2007,-22
3911780_ostra_taby_kyrkby,2008,-13
3911780_ostra_taby_kyrkby,2009,18
3911780_ostra_taby_kyrkby,2010,39
3911780_ostra_taby_kyrkby,2011,55
3911780_ostra_taby_kyrkby,2012,118
3911780_ostra_taby_kyrkby,2013,194
3911780_ostra_taby_kyrkby,2014,269
3911790_runborg,2000,-13
3911790_runborg,2001,-18
3911790_runborg,2002,-36
3911790_runborg,2003,-71
3911790_runborg,2004,-84
3911790_runborg,2005,-110
3911790_runborg,2006,-113
3911790_runborg,2007,-106
3911790_runborg,2008,-128
3911790_runborg,2009,-129
3911790_runborg,2010,-149
3911790_runborg,2011,-144
3911790_runborg,2012,-138
3911790_runborg,2013,-125
3911790_runborg,2014,-165
4010122_vastra_raby_garde,2010,0
4010122_vastra_raby_garde,2011,-4
4010122_vastra_raby_garde,2012,-9
4010122_vastra_raby_garde,2013,-7
4010122_vastra_raby_garde,2014,20
4010130_gamla_bro_tatort,2000,6
4010130_gamla_bro_tatort,2001,4
4010130_gamla_bro_tatort,2002,-5
4010130_gamla_bro_tatort,2003,-12
4010130_gamla_bro_tatort,2004,-10
4010130_gamla_bro_tatort,2005,-6
4010130_gamla_bro_tatort,2006,-3
4010130_gamla_bro_tatort,2007,8
4010130_gamla_bro_tatort,2008,-15
4010130_gamla_bro_tatort,2009,-4
4010130_gamla_bro_tatort,2010,16
4010130_gamla_bro_tatort,2011,11
4010130_gamla_bro_tatort,2012,30
4010130_gamla_bro_tatort,2013,11
4010130_gamla_bro_tatort,2014,-79
4010140_bro_centrum,2000,11
4010140_bro_centrum,2001,28
4010140_bro_centrum,2002,-5
4010140_bro_centrum,2003,-31
4010140_bro_centrum,2004,-30
4010140_bro_centrum,2005,-89
4010140_bro_centrum,2006,-172
4010140_bro_centrum,2007,-199
4010140_bro_centrum,2008,-194
4010140_bro_centrum,2009,-241
4010140_bro_centrum,2010,-251
4010140_bro_centrum,2011,-273
4010140_bro_centrum,2012,-269
4010140_bro_centrum,2013,-269
4010140_bro_centrum,2014,-275
4010150_kockbacka,2010,23
4010150_kockbacka,2011,51
4010150_kockbacka,2012,62
4010150_kockbacka,2013,103
4010150_kockbacka,2014,171
4010500_okand,2000,-5
4010500_okand,2001,7
4010500_okand,2002,9
4010500_okand,2003,8
4010500_okand,2004,15
4010500_okand,2005,27
4010500_okand,2006,24
4010500_okand,2007,53
4010500_okand,2008,144
4010500_okand,2009,210
4010502_ostra_bro,2010,7
4010502_ostra_bro,2011,25
4010502_ostra_bro,2012,26
4010502_ostra_bro,2013,40
4010502_ostra_bro,2014,67
4010503_sodra_bro,2010,6
4010503_sodra_bro,2011,18
4010503_sodra_bro,2012,23
4010503_sodra_bro,2013,21
4010503_sodra_bro,2014,18
4020000_lassa_forsamling,2000,-5
4020000_lassa_forsamling,2001,2
4020000_lassa_forsamling,2002,11
4020000_lassa_forsamling,2003,22
4020000_lassa_forsamling,2004,16
4020000_lassa_forsamling,2005,29
4020000_lassa_forsamling,2006,34
4020000_lassa_forsamling,2007,50
4020000_lassa_forsamling,2008,40
4020000_lassa_forsamling,2009,40
4020000_lassa_forsamling,2010,59
4020000_lassa_forsamling,2011,74
4020000_lassa_forsamling,2012,64
4020000_lassa_forsamling,2013,61
4020000_lassa_forsamling,2014,69
4050100_habo_tibble_kyrkby,2000,-4
4050100_habo_tibble_kyrkby,2001,-8
4050100_habo_tibble_kyrkby,2002,-12
4050100_habo_tibble_kyrkby,2003,-24
4050100_habo_tibble_kyrkby,2004,-20
4050100_habo_tibble_kyrkby,2005,-31
4050100_habo_tibble_kyrkby,2006,-28
4050100_habo_tibble_kyrkby,2007,-38
4050100_habo_tibble_kyrkby,2008,-37
4050100_habo_tibble_kyrkby,2009,-36
4050100_habo_tibble_kyrkby,2010,-31
4050100_habo_tibble_kyrkby,2011,-33
4050100_habo_tibble_kyrkby,2012,-37
