basomrade,year,cumulative_immigration_surplus_employed_aged_20_64
3911520_sodra_gribbylund,2001,-35
3911520_sodra_gribbylund,2002,-47
3911520_sodra_gribbylund,2003,-42
3911520_sodra_gribbylund,2004,-23
3911520_sodra_gribbylund,2005,-39
3911520_sodra_gribbylund,2006,-43
3911520_sodra_gribbylund,2007,-45
3911520_sodra_gribbylund,2008,-52
3911520_sodra_gribbylund,2009,-55
3911520_sodra_gribbylund,2010,-54
3911520_sodra_gribbylund,2011,-51
3911520_sodra_gribbylund,2012,-51
3911520_sodra_gribbylund,2013,-59
3911520_sodra_gribbylund,2014,-62
3911530_gribbylunds_centrum,2000,-41
3911530_gribbylunds_centrum,2001,-42
3911530_gribbylunds_centrum,2002,-75
3911530_gribbylunds_centrum,2003,-111
3911530_gribbylunds_centrum,2004,-138
3911530_gribbylunds_centrum,2005,-172
3911530_gribbylunds_centrum,2006,-178
3911530_gribbylunds_centrum,2007,-216
3911530_gribbylunds_centrum,2008,-220
3911530_gribbylunds_centrum,2009,-256
3911530_gribbylunds_centrum,2010,-279
3911530_gribbylunds_centrum,2011,-284
3911530_gribbylunds_centrum,2012,-276
3911530_gribbylunds_centrum,2013,-263
3911530_gribbylunds_centrum,2014,-277
3911540_norra_gribbylund,2000,78
3911540_norra_gribbylund,2001,149
3911540_norra_gribbylund,2002,132
3911540_norra_gribbylund,2003,111
3911540_norra_gribbylund,2004,116
3911540_norra_gribbylund,2005,119
3911540_norra_gribbylund,2006,123
3911540_norra_gribbylund,2007,135
3911540_norra_gribbylund,2008,182
3911540_norra_gribbylund,2009,181
3911540_norra_gribbylund,2010,156
3911540_norra_gribbylund,2011,156
3911540_norra_gribbylund,2012,155
3911540_norra_gribbylund,2013,135
3911540_norra_gribbylund,2014,95
3911550_sveavagen,2000,-7
3911550_sveavagen,2001,-8
3911550_sveavagen,2002,-10
3911550_sveavagen,2003,-26
3911550_sveavagen,2004,-41
3911550_sveavagen,2005,-54
3911550_sveavagen,2006,-54
3911550_sveavagen,2007,-61
3911550_sveavagen,2008,-75
3911550_sveavagen,2009,-73
3911550_sveavagen,2010,-80
3911550_sveavagen,2011,-84
3911550_sveavagen,2012,-100
3911550_sveavagen,2013,-104
3911550_sveavagen,2014,-114
3911610_ostra_vallabrink,2000,3
3911610_ostra_vallabrink,2001,3
3911610_ostra_vallabrink,2002,4
3911610_ostra_vallabrink,2003,11
3911610_ostra_vallabrink,2004,7
3911610_ostra_vallabrink,2005,10
3911610_ostra_vallabrink,2006,9
3911610_ostra_vallabrink,2007,7
3911610_ostra_vallabrink,2008,11
3911610_ostra_vallabrink,2009,10
3911610_ostra_vallabrink,2010,10
3911610_ostra_vallabrink,2011,21
3911610_ostra_vallabrink,2012,29
3911610_ostra_vallabrink,2013,29
3911610_ostra_vallabrink,2014,27
3911620_vastra_vallabrink,2000,-3
3911620_vastra_vallabrink,2001,-21
3911620_vastra_vallabrink,2002,-4
3911620_vastra_vallabrink,2003,-19
3911620_vastra_vallabrink,2004,-19
3911620_vastra_vallabrink,2005,-20
3911620_vastra_vallabrink,2006,-27
3911620_vastra_vallabrink,2007,-15
3911620_vastra_vallabrink,2008,-12
3911620_vastra_vallabrink,2009,-8
3911620_vastra_vallabrink,2010,-3
3911620_vastra_vallabrink,2011,-13
3911620_vastra_vallabrink,2012,-4
3911620_vastra_vallabrink,2013,-8
3911620_vastra_vallabrink,2014,0
3911660_visinge,2000,-10
3911660_visinge,2001,-17
3911660_visinge,2002,-43
3911660_visinge,2003,-69
3911660_visinge,2004,-75
3911660_visinge,2005,-91
3911660_visinge,2006,-98
3911660_visinge,2007,-119
3911660_visinge,2008,-145
3911660_visinge,2009,-152
3911660_visinge,2010,-151
3911660_visinge,2011,-164
3911660_visinge,2012,-177
3911660_visinge,2013,-184
3911660_visinge,2014,-188
3911670_vallatorp,2000,-37
3911670_vallatorp,2001,-46
3911670_vallatorp,2002,-56
3911670_vallatorp,2003,-67
3911670_vallatorp,2004,-72
3911670_vallatorp,2005,-107
3911670_vallatorp,2006,-132
3911670_vallatorp,2007,-139
3911670_vallatorp,2008,-157
3911670_vallatorp,2009,-175
3911670_vallatorp,2010,-161
3911670_vallatorp,2011,-171
3911670_vallatorp,2012,-182
3911670_vallatorp,2013,-173
3911670_vallatorp,2014,-190
3911680_erikslund,2000,-15
3911680_erikslund,2001,-18
3911680_erikslund,2002,-25
3911680_erikslund,2003,-26
3911680_erikslund,2004,-43
3911680_erikslund,2005,-36
3911680_erikslund,2006,-33
3911680_erikslund,2007,-31
3911680_erikslund,2008,-52
3911680_erikslund,2009,-54
3911680_erikslund,2010,-59
3911680_erikslund,2011,-61
3911680_erikslund,2012,-63
3911680_erikslund,2013,-61
3911680_erikslund,2014,-64
3911740_s_a_midgards_industriomr,2000,2
3911740_s_a_midgards_industriomr,2001,1
3911740_s_a_midgards_industriomr,2002,4
3911740_s_a_midgards_industriomr,2003,1
3911740_s_a_midgards_industriomr,2004,3
3911740_s_a_midgards_industriomr,2005,3
3911740_s_a_midgards_industriomr,2006,-4
3911740_s_a_midgards_industriomr,2007,-3
3911740_s_a_midgards_industriomr,2008,-5
3911740_s_a_midgards_industriomr,2009,-5
3911740_s_a_midgards_industriomr,2010,-14
3911740_s_a_midgards_industriomr,2011,-18
3911740_s_a_midgards_industriomr,2012,-14
3911740_s_a_midgards_industriomr,2013,-11
3911740_s_a_midgards_industriomr,2014,-7
3911750_taby_kyrka,2000,-6
3911750_taby_kyrka,2001,-17
3911750_taby_kyrka,2002,-9
3911750_taby_kyrka,2003,0
3911750_taby_kyrka,2004,-1
3911750_taby_kyrka,2005,-1
3911750_taby_kyrka,2006,38
3911750_taby_kyrka,2007,39
3911750_taby_kyrka,2008,32
3911750_taby_kyrka,2009,33
3911750_taby_kyrka,2010,25
3911750_taby_kyrka,2011,18
3911750_taby_kyrka,2012,-3
3911750_taby_kyrka,2013,-16
3911750_taby_kyrka,2014,-12
3911760_midgard,2000,3
3911760_midgard,2001,-12
3911760_midgard,2002,-24
3911760_midgard,2003,-31
3911760_midgard,2004,-33
3911760_midgard,2005,-37
3911760_midgard,2006,-34
3911760_midgard,2007,-8
3911760_midgard,2008,-14
3911760_midgard,2009,-8
3911760_midgard,2010,-7
3911760_midgard,2011,-10
3911760_midgard,2012,-2
3911760_midgard,2013,-5
3911760_midgard,2014,-27
3911780_ostra_taby_kyrkby,2000,-12
3911780_ostra_taby_kyrkby,2001,-6
3911780_ostra_taby_kyrkby,2002,0
3911780_ostra_taby_kyrkby,2003,-6
3911780_ostra_taby_kyrkby,2004,-12
3911780_ostra_taby_kyrkby,2005,-17
3911780_ostra_taby_kyrkby,2006,27
3911780_ostra_taby_kyrkby,2007,46
3911780_ostra_taby_kyrkby,2008,65
3911780_ostra_taby_kyrkby,2009,96
3911780_ostra_taby_kyrkby,2010,119
3911780_ostra_taby_kyrkby,2011,147
3911780_ostra_taby_kyrkby,2012,217
3911780_ostra_taby_kyrkby,2013,314
3911780_ostra_taby_kyrkby,2014,402
3911790_runborg,2000,-22
3911790_runborg,2001,-34
3911790_runborg,2002,-67
3911790_runborg,2003,-107
3911790_runborg,2004,-125
3911790_runborg,2005,-132
3911790_runborg,2006,-135
3911790_runborg,2007,-121
3911790_runborg,2008,-154
3911790_runborg,2009,-164
3911790_runborg,2010,-190
3911790_runborg,2011,-190
3911790_runborg,2012,-179
3911790_runborg,2013,-171
3911790_runborg,2014,-193
4010122_vastra_raby_garde,2010,-2
4010122_vastra_raby_garde,2011,-3
4010122_vastra_raby_garde,2012,-7
4010122_vastra_raby_garde,2013,-5
4010122_vastra_raby_garde,2014,21
4010130_gamla_bro_tatort,2000,9
4010130_gamla_bro_tatort,2001,9
4010130_gamla_bro_tatort,2002,3
4010130_gamla_bro_tatort,2003,12
4010130_gamla_bro_tatort,2004,2
4010130_gamla_bro_tatort,2005,-4
4010130_gamla_bro_tatort,2006,-6
4010130_gamla_bro_tatort,2007,-4
4010130_gamla_bro_tatort,2008,-21
4010130_gamla_bro_tatort,2009,-15
4010130_gamla_bro_tatort,2010,3
4010130_gamla_bro_tatort,2011,-4
4010130_gamla_bro_tatort,2012,-11
4010130_gamla_bro_tatort,2013,-50
4010130_gamla_bro_tatort,2014,-119
4010140_bro_centrum,2000,5
4010140_bro_centrum,2001,27
4010140_bro_centrum,2002,37
4010140_bro_centrum,2003,29
4010140_bro_centrum,2004,21
4010140_bro_centrum,2005,-38
4010140_bro_centrum,2006,-113
4010140_bro_centrum,2007,-182
4010140_bro_centrum,2008,-218
4010140_bro_centrum,2009,-265
4010140_bro_centrum,2010,-284
4010140_bro_centrum,2011,-311
4010140_bro_centrum,2012,-283
4010140_bro_centrum,2013,-271
4010140_bro_centrum,2014,-284
4010150_kockbacka,2010,29
4010150_kockbacka,2011,59
4010150_kockbacka,2012,71
4010150_kockbacka,2013,117
4010150_kockbacka,2014,191
4010500_okand,2000,6
4010500_okand,2001,19
4010500_okand,2002,22
4010500_okand,2003,5
4010500_okand,2004,18
4010500_okand,2005,25
4010500_okand,2006,19
4010500_okand,2007,73
4010500_okand,2008,184
4010500_okand,2009,237
4010502_ostra_bro,2010,14
4010502_ostra_bro,2011,41
4010502_ostra_bro,2012,41
4010502_ostra_bro,2013,62
4010502_ostra_bro,2014,85
4010503_sodra_bro,2010,13
4010503_sodra_bro,2011,37
4010503_sodra_bro,2012,46
4010503_sodra_bro,2013,50
4010503_sodra_bro,2014,47
4020000_lassa_forsamling,2000,-1
4020000_lassa_forsamling,2001,18
4020000_lassa_forsamling,2002,27
4020000_lassa_forsamling,2003,31
4020000_lassa_forsamling,2004,40
4020000_lassa_forsamling,2005,51
4020000_lassa_forsamling,2006,50
4020000_lassa_forsamling,2007,60
4020000_lassa_forsamling,2008,50
4020000_lassa_forsamling,2009,57
4020000_lassa_forsamling,2010,77
4020000_lassa_forsamling,2011,96
4020000_lassa_forsamling,2012,96
4020000_lassa_forsamling,2013,101
4020000_lassa_forsamling,2014,115
4050100_habo_tibble_kyrkby,2000,-9
4050100_habo_tibble_kyrkby,2001,-7
4050100_habo_tibble_kyrkby,2002,-11
4050100_habo_tibble_kyrkby,2003,-12
4050100_habo_tibble_kyrkby,2004,-10
4050100_habo_tibble_kyrkby,2005,-15
4050100_habo_tibble_kyrkby,2006,-9
4050100_habo_tibble_kyrkby,2007,-9
4050100_habo_tibble_kyrkby,2008,-9
4050100_habo_tibble_kyrkby,2009,-10
4050100_habo_tibble_kyrkby,2010,-15
4050100_habo_tibble_kyrkby,2011,-12
4050100_habo_tibble_kyrkby,2012,-12
4050100_habo_tibble_kyrkby,2013,-9
4050100_habo_tibble_kyrkby,2014,-7
4050200_mariedal_nashagen,2000,5
4050200_mariedal_nashagen,2001,16
4050200_mariedal_nashagen,2002,27
4050200_mariedal_nashagen,2003,34
4050200_mariedal_nashagen,2004,38
4050200_mariedal_nashagen,2005,43
4050200_mariedal_nashagen,2006,34
4050200_mariedal_nashagen,2007,40
4050200_mariedal_nashagen,2008,52
4050200_mariedal_nashagen,2009,54
4050200_mariedal_nashagen,2010,71
4050200_mariedal_nashagen,2011,67
4050200_mariedal_nashagen,2012,59
4050200_mariedal_nashagen,2013,65
4050200_mariedal_nashagen,2014,79
4050500_habo_tibble_glesbygd,2000,1
4050500_habo_tibble_glesbygd,2001,3
4050500_habo_tibble_glesbygd,2002,10
4050500_habo_tibble_glesbygd,2003,8
4050500_habo_tibble_glesbygd,2004,4
4050500_habo_tibble_glesbygd,2005,12
4050500_habo_tibble_glesbygd,2006,18
4050500_habo_tibble_glesbygd,2007,23
4050500_habo_tibble_glesbygd,2008,10
4050500_habo_tibble_glesbygd,2009,12
4050500_habo_tibble_glesbygd,2010,6
4050500_habo_tibble_glesbygd,2011,13
4050500_habo_tibble_glesbygd,2012,20
4050500_habo_tibble_glesbygd,2013,13
4050500_habo_tibble_glesbygd,2014,12
4060000_hatuna_forsamling,2000,16
4060000_hatuna_forsamling,2001,22
4060000_hatuna_forsamling,2002,23
4060000_hatuna_forsamling,2003,29
4060000_hatuna_forsamling,2004,20
4060000_hatuna_forsamling,2005,27
4060000_hatuna_forsamling,2006,27
4060000_hatuna_forsamling,2007,40
4060000_hatuna_forsamling,2008,40
4060000_hatuna_forsamling,2009,40
4060000_hatuna_forsamling,2010,50
4060000_hatuna_forsamling,2011,53
4060000_hatuna_forsamling,2012,48
4060000_hatuna_forsamling,2013,53
4060000_hatuna_forsamling,2014,67
4070110_sodra_kungsangen,2000,42
4070110_sodra_kungsangen,2001,68
4070110_sodra_kungsangen,2002,74
4070110_sodra_kungsangen,2003,51
4070110_sodra_kungsangen,2004,57
4070110_sodra_kungsangen,2005,46
4070110_sodra_kungsangen,2006,100
4070110_sodra_kungsangen,2007,157
4070110_sodra_kungsangen,2008,140
4070110_sodra_kungsangen,2009,218
4070110_sodra_kungsangen,2010,258
4070110_sodra_kungsangen,2011,274
4070110_sodra_kungsangen,2012,260
4070110_sodra_kungsangen,2013,262
4070110_sodra_kungsangen,2014,279
4070120_norra_kungsangen,2000,-41
4070120_norra_kungsangen,2001,-32
4070120_norra_kungsangen,2002,-47
4070120_norra_kungsangen,2003,-38
4070120_norra_kungsangen,2004,-58
4070120_norra_kungsangen,2005,-96
4070120_norra_kungsangen,2006,-41
4070120_norra_kungsangen,2007,23
4070120_norra_kungsangen,2008,22
4070120_norra_kungsangen,2009,-12
4070120_norra_kungsangen,2010,-22
4070120_norra_kungsangen,2011,-72
4070120_norra_kungsangen,2012,-71
4070120_norra_kungsangen,2013,-73
4070120_norra_kungsangen,2014,-86
4070130_tibblehojden,2000,-5
4070130_tibblehojden,2001,-8
4070130_tibblehojden,2002,12
4070130_tibblehojden,2003,26
4070130_tibblehojden,2004,30
4070130_tibblehojden,2005,12
4070130_tibblehojden,2006,21
4070130_tibblehojden,2007,21
4070130_tibblehojden,2008,28
4070130_tibblehojden,2009,35
4070130_tibblehojden,2010,15
4070130_tibblehojden,2011,1
4070130_tibblehojden,2012,2
4070130_tibblehojden,2013,-2
4070130_tibblehojden,2014,-11
4070150_tibbleangen,2000,-17
4070150_tibbleangen,2001,-45
4070150_tibbleangen,2002,-35
4070150_tibbleangen,2003,-65
4070150_tibbleangen,2004,-67
4070150_tibbleangen,2005,-58
4070150_tibbleangen,2006,-77
4070150_tibbleangen,2007,-93
4070150_tibbleangen,2008,-76
4070150_tibbleangen,2009,-73
4070150_tibbleangen,2010,-52
4070150_tibbleangen,2011,-44
4070150_tibbleangen,2012,-26
4070150_tibbleangen,2013,-13
4070150_tibbleangen,2014,-11
4070160_sylta,2000,43
4070160_sylta,2001,79
4070160_sylta,2002,93
4070160_sylta,2003,95
4070160_sylta,2004,105
4070160_sylta,2005,108
4070160_sylta,2006,103
4070160_sylta,2007,108
4070160_sylta,2008,108
4070160_sylta,2009,103
4070160_sylta,2010,110
4070160_sylta,2011,120
4070160_sylta,2012,126
4070160_sylta,2013,137
4070160_sylta,2014,157
4070170_okand,2000,10
4070170_okand,2001,2
4070170_okand,2002,9
4070170_okand,2003,19
4070170_okand,2004,22
4070170_okand,2005,10
4070170_okand,2006,26
4070170_okand,2007,10
4070170_okand,2008,7
4070170_okand,2009,21
4070171_kungsangens_glesbygd,2010,0
4070171_kungsangens_glesbygd,2011,2
4070171_kungsangens_glesbygd,2012,-5
4070171_kungsangens_glesbygd,2013,6
4070171_kungsangens_glesbygd,2014,14
4070210_brunna_tatort,2000,-28
4070210_brunna_tatort,2001,-84
4070210_brunna_tatort,2002,-148
4070210_brunna_tatort,2003,-177
4070210_brunna_tatort,2004,-223
4070210_brunna_tatort,2005,-255
4070210_brunna_tatort,2006,-276
4070210_brunna_tatort,2007,-281
4070210_brunna_tatort,2008,-302
4070210_brunna_tatort,2009,-341
4070210_brunna_tatort,2010,-339
4070210_brunna_tatort,2011,-345
4070210_brunna_tatort,2012,-360
4070210_brunna_tatort,2013,-397
4070210_brunna_tatort,2014,-392
4111110_norra_runby,2000,25
4111110_norra_runby,2001,42
4111110_norra_runby,2002,36
4111110_norra_runby,2003,26
4111110_norra_runby,2004,21
4111110_norra_runby,2005,-36
4111110_norra_runby,2006,-64
4111110_norra_runby,2007,-79
4111110_norra_runby,2008,-107
4111110_norra_runby,2009,-74
4111110_norra_runby,2010,-47
4111110_norra_runby,2011,-10
4111110_norra_runby,2012,16
4111110_norra_runby,2013,68
4111110_norra_runby,2014,68
4111120_sodra_runby,2000,6
4111120_sodra_runby,2001,-1
4111120_sodra_runby,2002,-8
4111120_sodra_runby,2003,-11
4111120_sodra_runby,2004,-6
4111120_sodra_runby,2005,-3
4111120_sodra_runby,2006,-4
4111120_sodra_runby,2007,-17
4111120_sodra_runby,2008,-4
4111120_sodra_runby,2009,-6
4111120_sodra_runby,2010,-18
4111120_sodra_runby,2011,-15
4111120_sodra_runby,2012,-13
4111120_sodra_runby,2013,-28
4111120_sodra_runby,2014,-36
4111130_runby_lovsta,2000,1
4111130_runby_lovsta,2001,-12
4111130_runby_lovsta,2002,-23
4111130_runby_lovsta,2003,-29
4111130_runby_lovsta,2004,-45
4111130_runby_lovsta,2005,-47
4111130_runby_lovsta,2006,-46
4111130_runby_lovsta,2007,-63
4111130_runby_lovsta,2008,-71
4111130_runby_lovsta,2009,-71
4111130_runby_lovsta,2010,-76
4111130_runby_lovsta,2011,-61
4111130_runby_lovsta,2012,-65
4111130_runby_lovsta,2013,-62
4111130_runby_lovsta,2014,-59
4111140_prastgardsmarken,2000,21
4111140_prastgardsmarken,2001,-14
4111140_prastgardsmarken,2002,-28
4111140_prastgardsmarken,2003,-49
4111140_prastgardsmarken,2004,6
4111140_prastgardsmarken,2005,-33
4111140_prastgardsmarken,2006,-49
4111140_prastgardsmarken,2007,-43
4111140_prastgardsmarken,2008,-66
4111140_prastgardsmarken,2009,-91
4111140_prastgardsmarken,2010,-119
4111140_prastgardsmarken,2011,-127
4111140_prastgardsmarken,2012,-132
4111140_prastgardsmarken,2013,-146
4111140_prastgardsmarken,2014,-143
4111900_eds_glesbygd,2000,7
4111900_eds_glesbygd,2001,7
4111900_eds_glesbygd,2002,7
4111900_eds_glesbygd,2003,-1
4111900_eds_glesbygd,2004,-4
4111900_eds_glesbygd,2005,-7
4111900_eds_glesbygd,2006,-12
4111900_eds_glesbygd,2007,-16
4111900_eds_glesbygd,2008,-7
4111900_eds_glesbygd,2009,-15
4111900_eds_glesbygd,2010,-1
4111900_eds_glesbygd,2011,2
4111900_eds_glesbygd,2012,-6
4111900_eds_glesbygd,2013,1
4111900_eds_glesbygd,2014,7
4122100_lowenstromska_sjukhuset,2000,-7
4122100_lowenstromska_sjukhuset,2001,-19
4122100_lowenstromska_sjukhuset,2002,0
4122100_lowenstromska_sjukhuset,2003,-4
4122100_lowenstromska_sjukhuset,2004,-26
4122100_lowenstromska_sjukhuset,2005,-34
4122100_lowenstromska_sjukhuset,2006,-42
4122100_lowenstromska_sjukhuset,2007,-43
4122100_lowenstromska_sjukhuset,2008,-48
4122100_lowenstromska_sjukhuset,2009,-68
4122100_lowenstromska_sjukhuset,2010,-76
4122100_lowenstromska_sjukhuset,2011,-67
4122100_lowenstromska_sjukhuset,2012,-77
4122100_lowenstromska_sjukhuset,2013,-90
4122100_lowenstromska_sjukhuset,2014,-72
4122210_norra_vilunda,2000,-9
4122210_norra_vilunda,2001,-16
4122210_norra_vilunda,2002,-17
4122210_norra_vilunda,2003,-23
4122210_norra_vilunda,2004,-25
4122210_norra_vilunda,2005,-18
4122210_norra_vilunda,2006,-16
4122210_norra_vilunda,2007,-28
4122210_norra_vilunda,2008,-34
4122210_norra_vilunda,2009,-14
4122210_norra_vilunda,2010,-7
4122210_norra_vilunda,2011,3
4122210_norra_vilunda,2012,9
4122210_norra_vilunda,2013,18
4122210_norra_vilunda,2014,5
4122230_apoteksskogen,2000,9
4122230_apoteksskogen,2001,4
4122230_apoteksskogen,2002,-25
4122230_apoteksskogen,2003,-74
4122230_apoteksskogen,2004,-65
4122230_apoteksskogen,2005,-112
4122230_apoteksskogen,2006,-131
4122230_apoteksskogen,2007,-142
4122230_apoteksskogen,2008,-157
4122230_apoteksskogen,2009,-188
4122230_apoteksskogen,2010,-252
4122230_apoteksskogen,2011,-225
4122230_apoteksskogen,2012,-240
4122230_apoteksskogen,2013,-219
4122230_apoteksskogen,2014,-223
4122240_vasbyskogen,2000,1
4122240_vasbyskogen,2001,-20
4122240_vasbyskogen,2002,-52
4122240_vasbyskogen,2003,-52
4122240_vasbyskogen,2004,-113
4122240_vasbyskogen,2005,-128
4122240_vasbyskogen,2006,-164
4122240_vasbyskogen,2007,-193
4122240_vasbyskogen,2008,-230
4122240_vasbyskogen,2009,-237
4122240_vasbyskogen,2010,-213
4122240_vasbyskogen,2011,-229
4122240_vasbyskogen,2012,-246
4122240_vasbyskogen,2013,-216
4122240_vasbyskogen,2014,-241
4122310_korpkulla,2000,47
4122310_korpkulla,2001,51
4122310_korpkulla,2002,42
4122310_korpkulla,2003,83
4122310_korpkulla,2004,49
4122310_korpkulla,2005,111
4122310_korpkulla,2006,171
4122310_korpkulla,2007,168
4122310_korpkulla,2008,222
4122310_korpkulla,2009,195
4122310_korpkulla,2010,253
4122310_korpkulla,2011,306
4122310_korpkulla,2012,285
4122310_korpkulla,2013,248
4122310_korpkulla,2014,276
4122340_vilunda,2000,6
4122340_vilunda,2001,-21
4122340_vilunda,2002,-49
4122340_vilunda,2003,-80
4122340_vilunda,2004,-88
4122340_vilunda,2005,-109
4122340_vilunda,2006,-152
4122340_vilunda,2007,-167
4122340_vilunda,2008,-176
4122340_vilunda,2009,-194
4122340_vilunda,2010,-186
4122340_vilunda,2011,-214
4122340_vilunda,2012,-204
4122340_vilunda,2013,-207
4122340_vilunda,2014,-249
4122420_norra_smedby,2000,19
4122420_norra_smedby,2001,14
4122420_norra_smedby,2002,-20
4122420_norra_smedby,2003,-64
4122420_norra_smedby,2004,-118
4122420_norra_smedby,2005,-173
4122420_norra_smedby,2006,-250
4122420_norra_smedby,2007,-264
4122420_norra_smedby,2008,-272
4122420_norra_smedby,2009,-297
4122420_norra_smedby,2010,-294
4122420_norra_smedby,2011,-315
4122420_norra_smedby,2012,-334
4122420_norra_smedby,2013,-318
4122420_norra_smedby,2014,-314
4122430_sodra_smedby,2000,5
4122430_sodra_smedby,2001,-7
4122430_sodra_smedby,2002,-9
4122430_sodra_smedby,2003,-18
4122430_sodra_smedby,2004,-20
4122430_sodra_smedby,2005,-29
4122430_sodra_smedby,2006,-42
4122430_sodra_smedby,2007,-51
4122430_sodra_smedby,2008,-55
4122430_sodra_smedby,2009,-61
4122430_sodra_smedby,2010,-60
4122430_sodra_smedby,2011,-70
4122430_sodra_smedby,2012,-84
4122430_sodra_smedby,2013,-91
4122430_sodra_smedby,2014,-91
4122520_skalby,2000,5
4122520_skalby,2001,4
4122520_skalby,2002,-1
4122520_skalby,2003,-5
4122520_skalby,2004,-13
4122520_skalby,2005,-12
4122520_skalby,2006,-4
4122520_skalby,2007,-12
4122520_skalby,2008,-29
4122520_skalby,2009,-47
4122520_skalby,2010,1
4122520_skalby,2011,7
4122520_skalby,2012,6
4122520_skalby,2013,7
4122520_skalby,2014,-1
4122530_carlslund,2000,4
4122530_carlslund,2001,2
4122530_carlslund,2002,-13
4122530_carlslund,2003,-41
4122530_carlslund,2004,-75
4122530_carlslund,2005,-83
4122530_carlslund,2006,-21
4122530_carlslund,2007,-14
4122530_carlslund,2008,-19
4122530_carlslund,2009,-27
4122530_carlslund,2010,24
4122530_carlslund,2011,38
4122530_carlslund,2012,54
4122530_carlslund,2013,117
4122530_carlslund,2014,149
4122540_brunnby,2000,-8
4122540_brunnby,2001,-7
4122540_brunnby,2002,-9
4122540_brunnby,2003,-12
4122540_brunnby,2004,0
4122540_brunnby,2005,12
4122540_brunnby,2006,25
4122540_brunnby,2007,15
4122540_brunnby,2008,28
4122540_brunnby,2009,26
4122540_brunnby,2010,27
4122540_brunnby,2011,21
4122540_brunnby,2012,12
4122540_brunnby,2013,6
4122540_brunnby,2014,5
4122600_vastra_odenslunda,2000,-3
4122600_vastra_odenslunda,2001,-9
4122600_vastra_odenslunda,2002,-14
4122600_vastra_odenslunda,2003,-20
4122600_vastra_odenslunda,2004,-21
4122600_vastra_odenslunda,2005,-15
4122600_vastra_odenslunda,2006,-8
4122600_vastra_odenslunda,2007,4
4122600_vastra_odenslunda,2008,-1
4122600_vastra_odenslunda,2009,-4
4122600_vastra_odenslunda,2010,-17
4122600_vastra_odenslunda,2011,-12
4122600_vastra_odenslunda,2012,-12
4122600_vastra_odenslunda,2013,-15
4122600_vastra_odenslunda,2014,-3
4133110_sanda,2000,4
4133110_sanda,2001,-1
4133110_sanda,2002,-3
4133110_sanda,2003,-19
4133110_sanda,2004,16
4133110_sanda,2005,-1
4133110_sanda,2006,4
4133110_sanda,2007,2
4133110_sanda,2008,62
4133110_sanda,2009,174
4133110_sanda,2010,192
4133110_sanda,2011,227
4133110_sanda,2012,282
4133110_sanda,2013,311
4133110_sanda,2014,334
4133120_ostra_odenslunda,2000,-7
4133120_ostra_odenslunda,2001,-11
4133120_ostra_odenslunda,2002,-16
4133120_ostra_odenslunda,2003,-12
4133120_ostra_odenslunda,2004,12
4133120_ostra_odenslunda,2005,70
4133120_ostra_odenslunda,2006,46
4133120_ostra_odenslunda,2007,44
4133120_ostra_odenslunda,2008,35
4133120_ostra_odenslunda,2009,28
4133120_ostra_odenslunda,2010,9
4133120_ostra_odenslunda,2011,11
4133120_ostra_odenslunda,2012,29
4133120_ostra_odenslunda,2013,3
4133120_ostra_odenslunda,2014,-6
4133200_frestaby,2000,-23
4133200_frestaby,2001,-48
4133200_frestaby,2002,-50
4133200_frestaby,2003,-74
4133200_frestaby,2004,-82
4133200_frestaby,2005,-87
4133200_frestaby,2006,-66
4133200_frestaby,2007,-14
4133200_frestaby,2008,-24
4133200_frestaby,2009,-18
4133200_frestaby,2010,-25
4133200_frestaby,2011,-19
4133200_frestaby,2012,-36
4133200_frestaby,2013,-26
4133200_frestaby,2014,10
4133310_vastra_bollstanas,2000,-31
4133310_vastra_bollstanas,2001,-55
4133310_vastra_bollstanas,2002,-84
4133310_vastra_bollstanas,2003,-111
4133310_vastra_bollstanas,2004,-122
4133310_vastra_bollstanas,2005,-120
4133310_vastra_bollstanas,2006,-137
4133310_vastra_bollstanas,2007,-125
4133310_vastra_bollstanas,2008,-112
4133310_vastra_bollstanas,2009,-121
4133310_vastra_bollstanas,2010,-117
4133310_vastra_bollstanas,2011,-109
4133310_vastra_bollstanas,2012,-105
4133310_vastra_bollstanas,2013,-114
4133310_vastra_bollstanas,2014,-109
4133330_ostra_bollstanas,2000,5
4133330_ostra_bollstanas,2001,-50
4133330_ostra_bollstanas,2002,-31
4133330_ostra_bollstanas,2003,-58
4133330_ostra_bollstanas,2004,-81
4133330_ostra_bollstanas,2005,-44
4133330_ostra_bollstanas,2006,-31
4133330_ostra_bollstanas,2007,-73
4133330_ostra_bollstanas,2008,-105
4133330_ostra_bollstanas,2009,-124
4133330_ostra_bollstanas,2010,-102
4133330_ostra_bollstanas,2011,-109
4133330_ostra_bollstanas,2012,-149
4133330_ostra_bollstanas,2013,-143
4133330_ostra_bollstanas,2014,-139
4133350_sodra_bollstanas,2000,36
4133350_sodra_bollstanas,2001,65
4133350_sodra_bollstanas,2002,55
4133350_sodra_bollstanas,2003,51
4133350_sodra_bollstanas,2004,67
4133350_sodra_bollstanas,2005,57
4133350_sodra_bollstanas,2006,69
4133350_sodra_bollstanas,2007,61
4133350_sodra_bollstanas,2008,56
4133350_sodra_bollstanas,2009,29
4133350_sodra_bollstanas,2010,12
4133350_sodra_bollstanas,2011,3
4133350_sodra_bollstanas,2012,-14
