basomrade,year,immigration_surplus_female
3110120_vastra_enebyberg,2004,-22
3110120_vastra_enebyberg,2005,-5
3110120_vastra_enebyberg,2006,-14
3110120_vastra_enebyberg,2007,10
3110120_vastra_enebyberg,2008,-16
3110120_vastra_enebyberg,2009,21
3110120_vastra_enebyberg,2010,-1
3110120_vastra_enebyberg,2011,47
3110120_vastra_enebyberg,2012,70
3110120_vastra_enebyberg,2013,35
3110120_vastra_enebyberg,2014,-36
3110260_satra,2000,-9
3110260_satra,2001,5
3110260_satra,2002,-3
3110260_satra,2003,7
3110260_satra,2004,6
3110260_satra,2005,-13
3110260_satra,2006,-6
3110260_satra,2007,-9
3110260_satra,2008,2
3110260_satra,2009,9
3110260_satra,2010,6
3110260_satra,2011,21
3110260_satra,2012,-12
3110260_satra,2013,-8
3110260_satra,2014,-7
3110270_nora,2000,2
3110270_nora,2001,-12
3110270_nora,2002,-8
3110270_nora,2003,28
3110270_nora,2004,-16
3110270_nora,2005,0
3110270_nora,2006,14
3110270_nora,2007,-7
3110270_nora,2008,3
3110270_nora,2009,6
3110270_nora,2010,-12
3110270_nora,2011,-14
3110270_nora,2012,4
3110270_nora,2013,-5
3110270_nora,2014,-13
3110280_klingsta,2000,-17
3110280_klingsta,2001,-6
3110280_klingsta,2002,-3
3110280_klingsta,2003,32
3110280_klingsta,2004,43
3110280_klingsta,2005,1
3110280_klingsta,2006,-7
3110280_klingsta,2007,10
3110280_klingsta,2008,-10
3110280_klingsta,2009,3
3110280_klingsta,2010,-9
3110280_klingsta,2011,-3
3110280_klingsta,2012,2
3110280_klingsta,2013,-15
3110280_klingsta,2014,-19
3110330_morbyskogen,2000,19
3110330_morbyskogen,2001,-10
3110330_morbyskogen,2002,2
3110330_morbyskogen,2003,5
3110330_morbyskogen,2004,8
3110330_morbyskogen,2005,0
3110330_morbyskogen,2006,9
3110330_morbyskogen,2007,0
3110330_morbyskogen,2008,4
3110330_morbyskogen,2009,6
3110330_morbyskogen,2010,23
3110330_morbyskogen,2011,2
3110330_morbyskogen,2012,3
3110330_morbyskogen,2013,17
3110330_morbyskogen,2014,29
3110340_kevinge,2000,-16
3110340_kevinge,2001,16
3110340_kevinge,2002,-4
3110340_kevinge,2003,9
3110340_kevinge,2004,18
3110340_kevinge,2005,10
3110340_kevinge,2006,-9
3110340_kevinge,2007,11
3110340_kevinge,2008,-4
3110340_kevinge,2009,9
3110340_kevinge,2010,-7
3110340_kevinge,2011,14
3110340_kevinge,2012,6
3110340_kevinge,2013,-14
3110340_kevinge,2014,3
3110350_morby_centrum,2000,9
3110350_morby_centrum,2001,-18
3110350_morby_centrum,2002,12
3110350_morby_centrum,2003,-4
3110350_morby_centrum,2004,-13
3110350_morby_centrum,2005,9
3110350_morby_centrum,2006,2
3110350_morby_centrum,2007,-5
3110350_morby_centrum,2008,12
3110350_morby_centrum,2009,-2
3110350_morby_centrum,2010,11
3110350_morby_centrum,2011,2
3110350_morby_centrum,2012,-1
3110350_morby_centrum,2013,-16
3110350_morby_centrum,2014,-27
3110370_morbylund,2000,4
3110370_morbylund,2001,-13
3110370_morbylund,2002,-29
3110370_morbylund,2003,32
3110370_morbylund,2004,-20
3110370_morbylund,2005,-12
3110370_morbylund,2006,18
3110370_morbylund,2007,-2
3110370_morbylund,2008,16
3110370_morbylund,2009,-13
3110370_morbylund,2010,9
3110370_morbylund,2011,-10
3110370_morbylund,2012,1
3110370_morbylund,2013,-7
3110370_morbylund,2014,-26
3110430_norra_djursholm,2000,8
3110430_norra_djursholm,2001,-16
3110430_norra_djursholm,2002,9
3110430_norra_djursholm,2003,-13
3110430_norra_djursholm,2004,-20
3110430_norra_djursholm,2005,1
3110430_norra_djursholm,2006,-4
3110430_norra_djursholm,2007,8
3110430_norra_djursholm,2008,-27
3110430_norra_djursholm,2009,27
3110430_norra_djursholm,2010,2
3110430_norra_djursholm,2011,30
3110430_norra_djursholm,2012,13
3110430_norra_djursholm,2013,-23
3110430_norra_djursholm,2014,14
3110440_sodra_djursholm,2000,-6
3110440_sodra_djursholm,2001,-10
3110440_sodra_djursholm,2002,4
3110440_sodra_djursholm,2003,-4
3110440_sodra_djursholm,2004,2
3110440_sodra_djursholm,2005,2
3110440_sodra_djursholm,2006,8
3110440_sodra_djursholm,2007,0
3110440_sodra_djursholm,2008,31
3110440_sodra_djursholm,2009,-10
3110440_sodra_djursholm,2010,-3
3110440_sodra_djursholm,2011,28
3110440_sodra_djursholm,2012,-10
3110440_sodra_djursholm,2013,5
3110440_sodra_djursholm,2014,25
3110450_osby,2000,-18
3110450_osby,2001,-8
3110450_osby,2002,-3
3110450_osby,2003,7
3110450_osby,2004,17
3110450_osby,2005,-3
3110450_osby,2006,2
3110450_osby,2007,-6
3110450_osby,2008,11
3110450_osby,2009,9
3110450_osby,2010,-5
3110450_osby,2011,0
3110450_osby,2012,-1
3110450_osby,2013,7
3110450_osby,2014,-1
3110460_ekeby,2000,11
3110460_ekeby,2001,-22
3110460_ekeby,2002,-6
3110460_ekeby,2003,-34
3110460_ekeby,2004,-10
3110460_ekeby,2005,4
3110460_ekeby,2006,-13
3110460_ekeby,2007,4
3110460_ekeby,2008,-2
3110460_ekeby,2009,2
3110460_ekeby,2010,-12
3110460_ekeby,2011,-12
3110460_ekeby,2012,-2
3110460_ekeby,2013,8
3110460_ekeby,2014,-15
3110510_norra_stocksund,2000,3
3110510_norra_stocksund,2001,0
3110510_norra_stocksund,2002,-9
3110510_norra_stocksund,2003,2
3110510_norra_stocksund,2004,-15
3110510_norra_stocksund,2005,-21
3110510_norra_stocksund,2006,-5
3110510_norra_stocksund,2007,0
3110510_norra_stocksund,2008,-4
3110510_norra_stocksund,2009,-1
3110510_norra_stocksund,2010,4
3110510_norra_stocksund,2011,1
3110510_norra_stocksund,2012,-29
3110510_norra_stocksund,2013,-25
3110510_norra_stocksund,2014,4
3110530_inverness,2000,-4
3110530_inverness,2001,28
3110530_inverness,2002,-12
3110530_inverness,2003,4
3110530_inverness,2004,-2
3110530_inverness,2005,-8
3110530_inverness,2006,0
3110530_inverness,2007,22
3110530_inverness,2008,-4
3110530_inverness,2009,5
3110530_inverness,2010,-1
3110530_inverness,2011,21
3110530_inverness,2012,2
3110530_inverness,2013,13
3110530_inverness,2014,-9
3110540_sodra_stocksund,2000,0
3110540_sodra_stocksund,2001,-13
3110540_sodra_stocksund,2002,-16
3110540_sodra_stocksund,2003,-6
3110540_sodra_stocksund,2004,1
3110540_sodra_stocksund,2005,25
3110540_sodra_stocksund,2006,13
3110540_sodra_stocksund,2007,15
3110540_sodra_stocksund,2008,-16
3110540_sodra_stocksund,2009,17
3110540_sodra_stocksund,2010,-7
3110540_sodra_stocksund,2011,-13
3110540_sodra_stocksund,2012,15
3110540_sodra_stocksund,2013,22
3110540_sodra_stocksund,2014,11
3110610_klockargarden,2000,-5
3110610_klockargarden,2001,-14
3110610_klockargarden,2002,-22
3110610_klockargarden,2003,-2
3110610_klockargarden,2004,13
3110610_klockargarden,2005,-32
3110610_klockargarden,2006,15
3110610_klockargarden,2007,9
3110610_klockargarden,2008,-16
3110610_klockargarden,2009,-10
3110610_klockargarden,2010,-7
3110610_klockargarden,2011,1
3110610_klockargarden,2012,-2
3110610_klockargarden,2013,-7
3110610_klockargarden,2014,8
3110620_berga,2000,-3
3110620_berga,2001,2
3110620_berga,2002,-8
3110620_berga,2003,-2
3110620_berga,2004,-1
3110620_berga,2005,0
3110620_berga,2006,-2
3110620_berga,2007,-3
3110620_berga,2008,-5
3110620_berga,2009,-6
3110620_berga,2010,5
3110620_berga,2011,3
3110620_berga,2012,-5
3110620_berga,2013,-4
3110620_berga,2014,-8
3610120_gillberga,2000,-25
3610120_gillberga,2001,-2
3610120_gillberga,2002,-14
3610120_gillberga,2003,-4
3610120_gillberga,2004,-6
3610120_gillberga,2005,-2
3610120_gillberga,2006,-12
3610120_gillberga,2007,-37
3610120_gillberga,2008,-10
3610120_gillberga,2009,-12
3610120_gillberga,2010,3
3610120_gillberga,2011,-9
3610120_gillberga,2012,-16
3610120_gillberga,2013,-19
3610120_gillberga,2014,-6
3610140_rotsunda,2000,7
3610140_rotsunda,2001,-6
3610140_rotsunda,2002,-4
3610140_rotsunda,2003,4
3610140_rotsunda,2004,-10
3610140_rotsunda,2005,-28
3610140_rotsunda,2006,-4
3610140_rotsunda,2007,-3
3610140_rotsunda,2008,4
3610140_rotsunda,2009,-4
3610140_rotsunda,2010,-15
3610140_rotsunda,2011,15
3610140_rotsunda,2012,-10
3610140_rotsunda,2013,-15
3610140_rotsunda,2014,10
3610170_rotebro_centrum,2000,6
3610170_rotebro_centrum,2001,-5
3610170_rotebro_centrum,2002,-2
3610170_rotebro_centrum,2003,23
3610170_rotebro_centrum,2004,-3
3610170_rotebro_centrum,2005,-24
3610170_rotebro_centrum,2006,22
3610170_rotebro_centrum,2007,-8
3610170_rotebro_centrum,2008,-8
3610170_rotebro_centrum,2009,-33
3610170_rotebro_centrum,2010,2
3610170_rotebro_centrum,2011,-22
3610170_rotebro_centrum,2012,12
3610170_rotebro_centrum,2013,24
3610170_rotebro_centrum,2014,-27
3610180_rotsunda_gard,2000,10
3610180_rotsunda_gard,2001,13
3610180_rotsunda_gard,2002,28
3610180_rotsunda_gard,2003,-44
3610180_rotsunda_gard,2004,-39
3610180_rotsunda_gard,2005,1
3610180_rotsunda_gard,2006,-26
3610180_rotsunda_gard,2007,-27
3610180_rotsunda_gard,2008,-37
3610180_rotsunda_gard,2009,8
3610180_rotsunda_gard,2010,16
3610180_rotsunda_gard,2011,-10
3610180_rotsunda_gard,2012,-17
3610180_rotsunda_gard,2013,-27
3610180_rotsunda_gard,2014,5
3610210_vastra_viby,2000,15
3610210_vastra_viby,2001,-30
3610210_vastra_viby,2002,-17
3610210_vastra_viby,2003,-18
3610210_vastra_viby,2004,-9
3610210_vastra_viby,2005,-11
3610210_vastra_viby,2006,14
3610210_vastra_viby,2007,-59
3610210_vastra_viby,2008,-20
3610210_vastra_viby,2009,-13
3610210_vastra_viby,2010,-34
3610210_vastra_viby,2011,-38
3610210_vastra_viby,2012,-36
3610210_vastra_viby,2013,-5
3610210_vastra_viby,2014,-13
3610230_ostra_viby,2000,-15
3610230_ostra_viby,2001,9
3610230_ostra_viby,2002,-3
3610230_ostra_viby,2003,-16
3610230_ostra_viby,2004,16
3610230_ostra_viby,2005,-13
3610230_ostra_viby,2006,9
3610230_ostra_viby,2007,-8
3610230_ostra_viby,2008,-23
3610230_ostra_viby,2009,-17
3610230_ostra_viby,2010,-5
3610230_ostra_viby,2011,-12
3610230_ostra_viby,2012,-17
3610230_ostra_viby,2013,-8
3610230_ostra_viby,2014,-19
3610310_vastra_norrviken,2000,12
3610310_vastra_norrviken,2001,-24
3610310_vastra_norrviken,2002,-3
3610310_vastra_norrviken,2003,-12
3610310_vastra_norrviken,2004,-65
3610310_vastra_norrviken,2005,20
3610310_vastra_norrviken,2006,14
3610310_vastra_norrviken,2007,-2
3610310_vastra_norrviken,2008,-12
3610310_vastra_norrviken,2009,14
3610310_vastra_norrviken,2010,13
3610310_vastra_norrviken,2011,16
3610310_vastra_norrviken,2012,-3
3610310_vastra_norrviken,2013,22
3610310_vastra_norrviken,2014,-24
3610330_ostra_norrviken,2000,8
3610330_ostra_norrviken,2001,-12
3610330_ostra_norrviken,2002,-8
3610330_ostra_norrviken,2003,-1
3610330_ostra_norrviken,2004,-3
3610330_ostra_norrviken,2005,2
3610330_ostra_norrviken,2006,-4
3610330_ostra_norrviken,2007,-6
3610330_ostra_norrviken,2008,-9
3610330_ostra_norrviken,2009,-4
3610330_ostra_norrviken,2010,-2
3610330_ostra_norrviken,2011,5
3610330_ostra_norrviken,2012,-12
3610330_ostra_norrviken,2013,-3
3610330_ostra_norrviken,2014,3
3610400_vaxmora,2000,-19
3610400_vaxmora,2001,-1
3610400_vaxmora,2002,-17
3610400_vaxmora,2003,2
3610400_vaxmora,2004,11
3610400_vaxmora,2005,17
3610400_vaxmora,2006,-14
3610400_vaxmora,2007,42
3610400_vaxmora,2008,-24
3610400_vaxmora,2009,5
3610400_vaxmora,2010,-2
3610400_vaxmora,2011,-9
3610400_vaxmora,2012,4
3610400_vaxmora,2013,-4
3610400_vaxmora,2014,3
3610510_klasro,2000,-3
3610510_klasro,2001,-4
3610510_klasro,2002,3
3610510_klasro,2003,-5
3610510_klasro,2004,-1
3610510_klasro,2005,13
3610510_klasro,2006,-7
3610510_klasro,2007,-4
3610510_klasro,2008,0
3610510_klasro,2009,7
3610510_klasro,2010,-13
3610510_klasro,2011,12
3610510_klasro,2012,-7
3610510_klasro,2013,2
3610510_klasro,2014,-13
3610530_haggviks_centrum,2000,14
3610530_haggviks_centrum,2001,-22
3610530_haggviks_centrum,2002,22
3610530_haggviks_centrum,2003,9
3610530_haggviks_centrum,2004,5
3610530_haggviks_centrum,2005,-11
3610530_haggviks_centrum,2006,9
3610530_haggviks_centrum,2007,-20
3610530_haggviks_centrum,2008,13
3610530_haggviks_centrum,2009,15
3610530_haggviks_centrum,2010,7
3610530_haggviks_centrum,2011,-5
3610530_haggviks_centrum,2012,13
3610530_haggviks_centrum,2013,-10
3610530_haggviks_centrum,2014,55
3610540_skalby,2000,-21
3610540_skalby,2001,-2
3610540_skalby,2002,1
3610540_skalby,2003,-6
3610540_skalby,2004,-3
3610540_skalby,2005,12
3610540_skalby,2006,-1
3610540_skalby,2007,12
3610540_skalby,2008,-20
3610540_skalby,2009,5
3610540_skalby,2010,9
3610540_skalby,2011,-11
3610540_skalby,2012,-12
3610540_skalby,2013,-6
3610540_skalby,2014,-25
3610610_edsbergs_centrum,2000,41
3610610_edsbergs_centrum,2001,9
3610610_edsbergs_centrum,2002,-8
3610610_edsbergs_centrum,2003,0
3610610_edsbergs_centrum,2004,-62
3610610_edsbergs_centrum,2005,16
3610610_edsbergs_centrum,2006,101
3610610_edsbergs_centrum,2007,2
3610610_edsbergs_centrum,2008,1
3610610_edsbergs_centrum,2009,-5
3610610_edsbergs_centrum,2010,1
3610610_edsbergs_centrum,2011,26
3610610_edsbergs_centrum,2012,-2
3610610_edsbergs_centrum,2013,31
3610610_edsbergs_centrum,2014,24
3610650_ovriga_edsberg,2000,45
3610650_ovriga_edsberg,2001,45
3610650_ovriga_edsberg,2002,-8
3610650_ovriga_edsberg,2003,-5
3610650_ovriga_edsberg,2004,2
3610650_ovriga_edsberg,2005,-10
3610650_ovriga_edsberg,2006,-7
3610650_ovriga_edsberg,2007,-7
3610650_ovriga_edsberg,2008,6
3610650_ovriga_edsberg,2009,-16
3610650_ovriga_edsberg,2010,9
3610650_ovriga_edsberg,2011,-3
3610650_ovriga_edsberg,2012,80
3610650_ovriga_edsberg,2013,66
3610650_ovriga_edsberg,2014,35
3610660_landsnora,2000,3
3610660_landsnora,2001,-16
3610660_landsnora,2002,-2
3610660_landsnora,2003,-9
3610660_landsnora,2004,-6
3610660_landsnora,2005,16
3610660_landsnora,2006,0
3610660_landsnora,2007,-2
3610660_landsnora,2008,-11
3610660_landsnora,2009,0
3610660_landsnora,2010,0
3610660_landsnora,2011,-2
3610660_landsnora,2012,-10
3610660_landsnora,2013,5
3610660_landsnora,2014,-16
3610670_vasjoomradet,2000,0
3610670_vasjoomradet,2001,5
3610670_vasjoomradet,2002,0
3610670_vasjoomradet,2003,3
3610670_vasjoomradet,2004,-2
3610670_vasjoomradet,2005,-1
3610670_vasjoomradet,2006,1
3610670_vasjoomradet,2007,-5
3610670_vasjoomradet,2008,2
3610670_vasjoomradet,2009,-3
3610670_vasjoomradet,2010,0
3610670_vasjoomradet,2011,2
3610670_vasjoomradet,2012,0
3610670_vasjoomradet,2013,-11
3610670_vasjoomradet,2014,2
3610680_kvarnskogen,2000,-1
3610680_kvarnskogen,2001,-3
3610680_kvarnskogen,2002,-5
3610680_kvarnskogen,2003,-1
3610680_kvarnskogen,2004,-2
3610680_kvarnskogen,2005,30
3610680_kvarnskogen,2006,52
3610680_kvarnskogen,2007,12
3610680_kvarnskogen,2008,43
3610680_kvarnskogen,2009,6
3610680_kvarnskogen,2010,-5
3610680_kvarnskogen,2011,7
3610680_kvarnskogen,2012,-12
3610680_kvarnskogen,2013,-15
3610680_kvarnskogen,2014,0
3610730_turebergs_industriomr,2000,62
3610730_turebergs_industriomr,2001,4
3610730_turebergs_industriomr,2002,-8
3610730_turebergs_industriomr,2003,-1
3610730_turebergs_industriomr,2004,8
3610730_turebergs_industriomr,2005,3
3610730_turebergs_industriomr,2006,-6
3610730_turebergs_industriomr,2007,5
3610730_turebergs_industriomr,2008,10
3610730_turebergs_industriomr,2009,83
3610730_turebergs_industriomr,2010,151
3610730_turebergs_industriomr,2011,73
3610730_turebergs_industriomr,2012,37
3610730_turebergs_industriomr,2013,60
3610730_turebergs_industriomr,2014,17
3610750_fagelsangen,2000,10
3610750_fagelsangen,2001,-14
3610750_fagelsangen,2002,-11
3610750_fagelsangen,2003,-9
3610750_fagelsangen,2004,1
3610750_fagelsangen,2005,6
3610750_fagelsangen,2006,8
3610750_fagelsangen,2007,-5
3610750_fagelsangen,2008,-11
3610750_fagelsangen,2009,-11
3610750_fagelsangen,2010,19
3610750_fagelsangen,2011,-5
3610750_fagelsangen,2012,6
3610750_fagelsangen,2013,-2
3610750_fagelsangen,2014,5
3610760_tojnan,2000,13
3610760_tojnan,2001,-16
3610760_tojnan,2002,-34
3610760_tojnan,2003,-13
3610760_tojnan,2004,-13
3610760_tojnan,2005,-34
3610760_tojnan,2006,-3
3610760_tojnan,2007,-3
3610760_tojnan,2008,-15
3610760_tojnan,2009,13
3610760_tojnan,2010,9
3610760_tojnan,2011,-16
3610760_tojnan,2012,-17
3610760_tojnan,2013,-10
3610760_tojnan,2014,-10
3610770_nytorp,2000,10
3610770_nytorp,2001,-7
3610770_nytorp,2002,7
3610770_nytorp,2003,3
3610770_nytorp,2004,14
3610770_nytorp,2005,26
3610770_nytorp,2006,14
3610770_nytorp,2007,28
3610770_nytorp,2008,-9
3610770_nytorp,2009,45
3610770_nytorp,2010,26
3610770_nytorp,2011,9
3610770_nytorp,2012,33
3610770_nytorp,2013,-5
3610770_nytorp,2014,73
3610780_skansen,2000,-5
3610780_skansen,2001,-11
3610780_skansen,2002,-17
3610780_skansen,2003,-4
3610780_skansen,2004,13
3610780_skansen,2005,-9
3610780_skansen,2006,-1
3610780_skansen,2007,-4
3610780_skansen,2008,31
3610780_skansen,2009,30
3610780_skansen,2010,8
3610780_skansen,2011,-2
3610780_skansen,2012,-10
3610780_skansen,2013,20
3610780_skansen,2014,7
3610810_falkberget,2000,2
3610810_falkberget,2001,6
3610810_falkberget,2002,3
3610810_falkberget,2003,20
3610810_falkberget,2004,9
3610810_falkberget,2005,12
3610810_falkberget,2006,13
3610810_falkberget,2007,-1
3610810_falkberget,2008,11
3610810_falkberget,2009,0
3610810_falkberget,2010,-5
3610810_falkberget,2011,-6
3610810_falkberget,2012,-2
3610810_falkberget,2013,4
3610810_falkberget,2014,-5
3610830_sjoberg,2000,-36
3610830_sjoberg,2001,12
3610830_sjoberg,2002,-9
3610830_sjoberg,2003,-15
3610830_sjoberg,2004,-36
3610830_sjoberg,2005,-38
3610830_sjoberg,2006,2
3610830_sjoberg,2007,-11
3610830_sjoberg,2008,-20
3610830_sjoberg,2009,-38
3610830_sjoberg,2010,-1
3610830_sjoberg,2011,-12
3610830_sjoberg,2012,-18
3610830_sjoberg,2013,-23
3610830_sjoberg,2014,-25
3610920_ostra_helenelund,2000,-16
3610920_ostra_helenelund,2001,-3
3610920_ostra_helenelund,2002,8
3610920_ostra_helenelund,2003,7
3610920_ostra_helenelund,2004,-7
3610920_ostra_helenelund,2005,0
3610920_ostra_helenelund,2006,12
3610920_ostra_helenelund,2007,-10
3610920_ostra_helenelund,2008,8
3610920_ostra_helenelund,2009,-12
3610920_ostra_helenelund,2010,-16
3610920_ostra_helenelund,2011,21
3610920_ostra_helenelund,2012,-23
3610920_ostra_helenelund,2013,-35
3610920_ostra_helenelund,2014,15
3610931_tegelhagen,2000,-13
3610931_tegelhagen,2001,-9
3610931_tegelhagen,2002,-25
3610931_tegelhagen,2003,-8
3610931_tegelhagen,2004,-12
3610931_tegelhagen,2005,-22
3610931_tegelhagen,2006,5
3610931_tegelhagen,2007,-7
3610931_tegelhagen,2008,4
3610931_tegelhagen,2009,-10
3610931_tegelhagen,2010,-4
3610931_tegelhagen,2011,-3
3610931_tegelhagen,2012,-3
3610931_tegelhagen,2013,19
3610931_tegelhagen,2014,-1
3610940_helenelunds_centrum,2000,-2
3610940_helenelunds_centrum,2001,-20
3610940_helenelunds_centrum,2002,-37
3610940_helenelunds_centrum,2003,5
3610940_helenelunds_centrum,2004,-8
3610940_helenelunds_centrum,2005,-5
3610940_helenelunds_centrum,2006,1
3610940_helenelunds_centrum,2007,-14
3610940_helenelunds_centrum,2008,-49
3610940_helenelunds_centrum,2009,-9
3610940_helenelunds_centrum,2010,-15
3610940_helenelunds_centrum,2011,-21
3610940_helenelunds_centrum,2012,-27
3610940_helenelunds_centrum,2013,10
3610940_helenelunds_centrum,2014,-17
3610951_vastra_helenelund,2000,-6
3610951_vastra_helenelund,2001,-17
3610951_vastra_helenelund,2002,-11
3610951_vastra_helenelund,2003,-1
3610951_vastra_helenelund,2004,-8
3610951_vastra_helenelund,2005,-9
3610951_vastra_helenelund,2006,-3
3610951_vastra_helenelund,2007,-1
3610951_vastra_helenelund,2008,2
3610951_vastra_helenelund,2009,-5
3610951_vastra_helenelund,2010,8
3610951_vastra_helenelund,2011,-1
3610951_vastra_helenelund,2012,-10
3610951_vastra_helenelund,2013,13
3610951_vastra_helenelund,2014,-25
3612710_bagarby,2000,-41
3612710_bagarby,2001,-54
3612710_bagarby,2002,-44
3612710_bagarby,2003,-46
3612710_bagarby,2004,-69
3612710_bagarby,2005,-85
3612710_bagarby,2006,-73
3612710_bagarby,2007,-13
3612710_bagarby,2008,-63
3612710_bagarby,2009,-70
3612710_bagarby,2010,17
3612710_bagarby,2011,2
3612710_bagarby,2012,-47
3612710_bagarby,2013,26
3612710_bagarby,2014,-11
1010120_skeppsbron,2000,-1
1010120_skeppsbron,2001,6
1010120_skeppsbron,2002,13
1010120_skeppsbron,2003,-7
1010120_skeppsbron,2004,4
1010120_skeppsbron,2005,-2
1010120_skeppsbron,2006,3
1010120_skeppsbron,2007,7
1010120_skeppsbron,2008,-5
1010120_skeppsbron,2009,-8
1010120_skeppsbron,2010,2
1010120_skeppsbron,2011,4
1010120_skeppsbron,2012,-4
1010120_skeppsbron,2013,3
1010120_skeppsbron,2014,8
1010130_munkbron,2000,-1
1010130_munkbron,2001,17
1010130_munkbron,2002,-27
1010130_munkbron,2003,-18
1010130_munkbron,2004,-6
1010130_munkbron,2005,15
1010130_munkbron,2006,9
1010130_munkbron,2007,-5
1010130_munkbron,2008,-6
1010130_munkbron,2009,10
1010130_munkbron,2010,-3
1010130_munkbron,2011,9
1010130_munkbron,2012,6
1010130_munkbron,2013,-16
1010130_munkbron,2014,13
1010140_stortorget,2000,16
1010140_stortorget,2001,-10
1010140_stortorget,2002,-14
1010140_stortorget,2003,18
1010140_stortorget,2004,-5
1010140_stortorget,2005,9
1010140_stortorget,2006,-9
1010140_stortorget,2007,-19
1010140_stortorget,2008,0
1010140_stortorget,2009,14
1010140_stortorget,2010,-6
1010140_stortorget,2011,-19
1010140_stortorget,2012,6
1010140_stortorget,2013,11
1010140_stortorget,2014,-12
1010201_centralstationen_n,2000,-1
1010201_centralstationen_n,2001,-9
1010201_centralstationen_n,2002,-6
1010201_centralstationen_n,2003,-2
1010201_centralstationen_n,2004,0
1010201_centralstationen_n,2005,1
1010201_centralstationen_n,2006,-7
1010201_centralstationen_n,2007,-7
1010201_centralstationen_n,2008,-11
1010201_centralstationen_n,2009,-10
1010201_centralstationen_n,2010,-2
1010201_centralstationen_n,2011,-5
1010201_centralstationen_n,2012,-7
1010201_centralstationen_n,2013,-12
1010201_centralstationen_n,2014,-2
1010220_klara_kyrka,2000,2
1010220_klara_kyrka,2001,0
1010220_klara_kyrka,2002,29
1010220_klara_kyrka,2003,8
1010220_klara_kyrka,2004,1
1010220_klara_kyrka,2005,-7
1010220_klara_kyrka,2006,1
1010220_klara_kyrka,2007,0
1010220_klara_kyrka,2008,2
1010220_klara_kyrka,2009,5
1010220_klara_kyrka,2010,-4
1010220_klara_kyrka,2011,-6
1010220_klara_kyrka,2012,-2
1010220_klara_kyrka,2013,-4
1010220_klara_kyrka,2014,-5
1010230_centralposten,2000,-13
1010230_centralposten,2001,1
1010230_centralposten,2002,4
