geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr,lat,lng
cri,Costa Rica,country,ame,2012,4654148,13162,48.6,10.1,10,-84
cub,Cuba,country,ame,2012,11342631,19586,37,6.4,22,-79.5
cyp,Cyprus,country,eur,2012,1129303,31710,31,3.7,35,33
cze,Czech Republic,country,eur,2012,10545161,28333,24.9,3.8,49.75,15
deu,Germany,country,eur,2012,80477952,42959,28.3,4,51.5,10.5
dji,Djibouti,country,afr,2012,853069,2807,40,71.7,11.58901,43.14503
dnk,Denmark,country,eur,2012,5600972,42869,28.1,3.8,56,10
dom,Dominican Republic,country,ame,2012,10155036,11391,45.7,32.9,19,-70.66667
dza,Algeria,country,afr,2012,37439427,12779,42.5,25.8,28,3
ecu,Ecuador,country,ame,2012,15419493,10233,46.6,23.7,-1.25,-78.25
egy,Egypt,country,afr,2012,85660902,10683,35.2,26.8,27,30
eri,Eritrea,country,afr,2012,4892233,1180,47.5,51.6,15,39
esp,Spain,country,eur,2012,46637082,31971,34.2,4.4,40,-4
est,Estonia,country,eur,2012,1324040,24761,32.5,3.7,59,26
eth,Ethiopia,country,afr,2012,92191211,1240,33.6,67.7,9,39.5
fin,Finland,country,eur,2012,5424644,39489,25.9,2.7,64,26
fji,Fiji,country,asi,2012,874158,7303,42.8,23.5,-18,178
fra,France,country,eur,2012,63561798,37227,30.5,4.3,46,2
gab,Gabon,country,afr,2012,1613489,17252,41.8,57.9,-1,11.75
gbr,United Kingdom,country,eur,2012,63573766,36535,31.3,4.8,54.75844,-2.69531
geo,Georgia,country,eur,2012,4138920,6702,41.4,14.4,41.99998,43.4999
gha,Ghana,country,afr,2012,25544565,3685,42.8,69.2,8.1,-1.2
gin,Guinea,country,afr,2012,11628767,1216,33.7,104,10.83333,-10.66667
gmb,Gambia,country,afr,2012,1807108,1584,47.3,76.1,13.5,-15.5
gnb,Guinea-Bissau,country,afr,2012,1714620,1391,38.7,105.2,12,-15
gnq,Equatorial Guinea,country,afr,2012,773729,35282,50.5,103.7,1.7,10.5
grc,Greece,country,eur,2012,11109662,24991,34,4.5,39,22
gtm,Guatemala,country,ame,2012,15368759,6985,52.4,32.1,14.64072,-90.51327
guy,Guyana,country,ame,2012,758410,6054,43.2,41.2,5,-59
hnd,Honduras,country,ame,2012,7736131,4131,57.4,22.6,15,-86.5
hti,Haiti,country,ame,2012,10288828,1603,59.2,75.2,19,-72.41667
hun,Hungary,country,eur,2012,9958334,22306,26.9,6.3,47,20
idn,Indonesia,country,asi,2012,248037853,9327,38.1,30.4,-5,120
ind,India,country,asi,2012,1263589639,4967,33.6,54.5,22,79
irl,Ireland,country,eur,2012,4667868,44673,29.9,4,53,-8
irn,Iran,country,asi,2012,76156975,16068,43.4,17.5,32,53
irq,Iraq,country,asi,2012,32957622,14545,29.5,34.8,33,44
isr,Israel,country,asi,2012,7694507,30518,37.1,4.3,31.5,34.75
ita,Italy,country,eur,2012,59737717,34813,31.9,3.7,42.83333,12.83333
jam,Jamaica,country,ame,2012,2762965,8521,45.5,17.2,18.16667,-77.25
jor,Jordan,country,asi,2012,6994451,11340,33.7,19.6,31,36
jpn,Japan,country,asi,2012,127139821,34988,33.6,3,35.68536,139.75309
kaz,Kazakhstan,country,asi,2012,16821455,21506,28.6,17.9,48,68
ken,Kenya,country,afr,2012,42542978,2631,47.7,57.1,1,38
kgz,Kyrgyz Republic,country,asi,2012,5648230,2870,33.4,25.7,41.5,75
khm,Cambodia,country,asi,2012,14832255,2790,31.8,35.8,13,105
kor,South Korea,country,asi,2012,49608451,31901,30.7,3.9,36.5,127.75
kwt,Kuwait,country,asi,2012,3419581,81080,39.3,9.9,29.36972,47.97833
lao,Lao,country,asi,2012,6473050,4381,36.2,74,18,105
lbn,Lebanon,country,asi,2012,4924257,16633,38.6,9.3,33.83333,35.83333
lbr,Liberia,country,afr,2012,4190155,782,38.2,80.3,6.5,-9.5
lby,Libya,country,afr,2012,6283403,23032,38.8,15.1,28,17
lka,Sri Lanka,country,asi,2012,20421862,8856,36.4,9.7,7.75,80.75
lso,Lesotho,country,afr,2012,2057331,2390,54.2,97.5,-29.5,28.25
ltu,Lithuania,country,eur,2012,3016496,23711,32,5.5,55.41667,24
lux,Luxembourg,country,eur,2012,532479,89153,28,2.1,49.61167,6.13
lva,Latvia,country,eur,2012,2037090,20597,35.7,8.7,57,25
mar,Morocco,country,afr,2012,32984190,6777,40.9,30.7,32,-6
mda,Moldova,country,eur,2012,4074754,4151,30.6,16.7,47.25,28.58333
mdg,Madagascar,country,afr,2012,22293720,1374,40.6,55.5,-20,47
mex,Mexico,country,ame,2012,122070963,16320,45.7,15.3,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,2012,2069270,11370,38.8,7.4,41.66667,21.75
mli,Mali,country,afr,2012,16112333,1603,33,127,18,-2
mmr,Myanmar,country,asi,2012,52543841,3346,44.3,55.3,21,96
mne,Montenegro,country,eur,2012,623864,13712,30.6,5.7,42.75,19.25
mng,Mongolia,country,asi,2012,2808339,9851,36.5,26.2,46,105
moz,Mozambique,country,afr,2012,25732928,1017,51.6,93,-18.25,35
mrt,Mauritania,country,afr,2012,3777067,3470,40.5,92.7,20.25,-10.5
mus,Mauritius,country,afr,2012,1258335,16651,35.9,14.6,-20.3,57.58333
mwi,Malawi,country,afr,2012,15700436,740,46.2,78.6,-13.5,34
mys,Malaysia,country,asi,2012,29021940,21920,46.2,8.4,2.5,112.5
nam,Namibia,country,afr,2012,2291645,8995,63.9,51.9,-22,17
ner,Niger,country,afr,2012,17635782,891,31.2,109.6,18,9
nga,Nigeria,country,afr,2012,168240403,5291,43,120.9,10,8
nic,Nicaragua,country,ame,2012,5877034,4304,45.7,24.4,13,-85
nld,Netherlands,country,eur,2012,16749318,45484,25.4,4.2,52.25,5.75
nor,Norway,country,eur,2012,5018367,63620,22.5,2.9,62,10
npl,Nepal,country,asi,2012,27500515,2118,32.8,40.9,28,84
nzl,New Zealand,country,asi,2012,4435883,32806,33.3,6,-42,174
omn,Oman,country,asi,2012,3545192,44060,40.9,11.6,21,57
pak,Pakistan,country,asi,2012,177392252,4337,29.6,87.8,30,70
pan,Panama,country,ame,2012,3743761,17627,51.9,18.7,8.9936,-79.51973
per,Peru,country,ame,2012,30158768,10913,45.3,19.1,-10,-75.25
phl,Philippines,country,asi,2012,96017322,6005,43,30.4,13,122
png,Papua New Guinea,country,asi,2012,7154870,2476,50.3,62.5,-6,147
pol,Poland,country,eur,2012,38609486,22740,30.9,5.3,52,20
prk,North Korea,country,asi,2012,24763353,1393,46.9,28.7,40,127
prt,Portugal,country,eur,2012,10515016,25953,34.5,3.8,39.6945,-8.13057
pry,Paraguay,country,ame,2012,6379162,6975,48,22.6,-23.33333,-58
pse,West Bank and Gaza,country,asi,2012,4297826,4842,34.5,22.8,31.5,34.46667
qat,Qatar,country,asi,2012,2015624,130990,43.7,8.4,25.27932,51.52245
rou,Romania,country,eur,2012,19944954,17502,33.2,12.5,46,25
rus,Russia,country,eur,2012,143287536,23299,39.6,10.8,60,100
rwa,Rwanda,country,afr,2012,10817350,1400,50.8,52.3,-2,30
sau,Saudi Arabia,country,asi,2012,29496047,50916,42.4,16,25,45
sdn,Sudan,country,afr,2012,37712420,3856,35.3,76.3,16,30
sds,South Sudan,country,afr,2012,10980623,1810,35.29,102.8,7.5,30
sen,Senegal,country,afr,2012,13780108,2174,40.3,55.9,14.5,-14.25
sgp,Singapore,country,asi,2012,5299524,75630,45.8,2.8,1.28967,103.85007
slb,Solomon Islands,country,asi,2012,549162,2024,46.5,30.7,-8,159
sle,Sierra Leone,country,afr,2012,6043157,1582,35.4,141.6,8.5,-11.5
slv,El Salvador,country,ame,2012,6072233,7442,41.8,18.6,13.83333,-88.91667
som,Somalia,country,afr,2012,10033630,616,48,150.6,6,48
srb,Serbia,country,eur,2012,8982578,12505,35.2,7.1,44.81892,20.45998
sur,Suriname,country,ame,2012,528535,15254,38.2,23.4,4,-56
svk,Slovak Republic,country,eur,2012,5415496,25424,25.3,7.5,48.66667,19.5
svn,Slovenia,country,eur,2012,2062881,27682,23.7,3,46.08333,15
swe,Sweden,country,eur,2012,9543457,43263,24.8,3,62,15
swz,Swaziland,country,afr,2012,1231694,5910,51.5,78.8,-26.5,31.5
syr,Syria,country,asi,2012,19978756,6432,35.8,16,35,38
tcd,Chad,country,afr,2012,12715465,2003,43.3,151.6,15,19
tgo,Togo,country,afr,2012,6745581,1314,46,85.8,8.66667,1.08333
tha,Thailand,country,asi,2012,67164130,13586,39.4,13.5,15.5,101
tjk,Tajikistan,country,asi,2012,7930929,2320,36.9,49.3,39,71
tkm,Turkmenistan,country,asi,2012,5172941,12460,46.4,56.5,39.75,59.66667
tls,Timor-Leste,country,asi,2012,1102076,2040,30.4,58.7,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,2012,1341579,29086,39.1,22.2,11,-61
tun,Tunisia,country,afr,2012,10881450,10609,35.8,15.8,34,9
tur,Turkey,country,eur,2012,74849187,18057,40.2,16.5,39,35
tza,Tanzania,country,afr,2012,48645709,2288,37.8,55,-6,35
uga,Uganda,country,afr,2012,35400620,1622,44.6,69.4,1.25,32.5
ukr,Ukraine,country,eur,2012,45319949,8319,24.8,10.6,49,32
ury,Uruguay,country,ame,2012,3396753,18447,41.3,11.6,-33,-56
usa,United States,country,ame,2012,314799465,50549,39,7.1,39.76,-98.5
uzb,Uzbekistan,country,asi,2012,28592451,4705,39.7,43.2,41.66667,63.83333
ven,Venezuela,country,ame,2012,29854238,17642,44.8,16.1,8,-66
vnm,Vietnam,country,asi,2012,90335547,4912,35.6,23.5,16.16667,107.83333
yem,Yemen,country,asi,2012,24882792,3765,45.4,53.7,15.5,47.5
zaf,South Africa,country,afr,2012,52837274,12375,65,47.8,-29,24
zmb,Zambia,country,afr,2012,14786581,3678,57.5,77.7,-14.33333,28.5
zwe,Zimbabwe,country,afr,2012,14565482,1750,64,86.7,-19,29.75
afg,Afghanistan,country,asi,2013,30682500,1884,27.8,96.7,33,66
ago,Angola,country,afr,2013,23448202,7488,42.7,167.1,-12.5,18.5
alb,Albania,country,eur,2013,2883281,9961,29,14.9,41,20
are,United Arab Emirates,country,asi,2013,9039978,59092,45.1,7.4,23.75,54.5
arg,Argentina,country,ame,2013,42538304,17629,43.6,13.3,-34,-64
arm,Armenia,country,eur,2013,2992192,7527,30.3,15.5,40.25,45
aus,Australia,country,asi,2013,23270465,42840,32.6,4,-25,135
aut,Austria,country,eur,2013,8486962,44059,27,3.9,47.33333,13.33333
aze,Azerbaijan,country,eur,2013,9497496,16593,33,34.2,40.5,47.5
bdi,Burundi,country,afr,2013,10465959,747,33.3,87.8,-3.5,30
bel,Belgium,country,eur,2013,11153122,40607,25.9,4.3,50.75,4.5
ben,Benin,country,afr,2013,10322232,1733,43.5,104.8,9.5,2.25
bfa,Burkina Faso,country,afr,2013,17084554,1588,50.1,96.6,12.5,-1.66667
bgd,Bangladesh,country,asi,2013,157157394,2853,32.1,41.6,24,90
bgr,Bulgaria,country,eur,2013,7252539,15695,35.4,11.6,42.66667,25.25
bhr,Bahrain,country,asi,2013,1349427,42444,35,6.9,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,2013,3823533,9387,33,6.6,44.25,17.83333
blr,Belarus,country,eur,2013,9497294,17085,26.5,4.9,53,28
bol,Bolivia,country,ame,2013,10399931,5934,46.6,41.3,-17,-65
bra,Brazil,country,ame,2013,204259377,15518,52.7,14.4,-10,-55
btn,Bhutan,country,asi,2013,754637,7167,38.7,36,27.5,90.5
bwa,Botswana,country,afr,2013,2176510,16155,58.7,55.5,-22,24
caf,Central African Republic,country,afr,2013,4710678,584,56.3,138.6,7,21
can,Canada,country,ame,2013,35230612,42213,31.5,5.2,60.10867,-113.64258
che,Switzerland,country,eur,2013,8118719,54983,28.5,4.2,47.00016,8.01427
chl,Chile,country,ame,2013,17575833,21746,50.3,8.4,-33.45694,-70.64827
chn,China,country,asi,2013,1362514260,11805,37,12.3,35,105
civ,Cote d'Ivoire,country,afr,2013,21622490,3123,51.3,100.7,8,-5.5
cmr,Cameroon,country,afr,2013,22211166,2739,51.3,95.2,6,12.5
cod,Congo, Dem. Rep.,country,afr,2013,72552861,724,44,104.8,-2.5,23.5
cog,Congo, Rep.,country,afr,2013,4394334,5680,40.2,49.6,-1,15.5
col,Colombia,country,ame,2013,47342363,12054,53.5,16.9,4,-73.25
com,Comoros,country,afr,2013,751697,1450,63.8,78.3,-12.23333,44.44553
cpv,Cape Verde,country,afr,2013,507258,6232,43.8,25.9,16,-24
cri,Costa Rica,country,ame,2013,4706433,13427,48.6,10,10,-84
cub,Cuba,country,ame,2013,11362505,20122,37,6.1,22,-79.5
cyp,Cyprus,country,eur,2013,1141652,30081,32.4,3.6,35,33
cze,Czech Republic,country,eur,2013,10545314,28124,24.6,3.6,49.75,15
deu,Germany,country,eur,2013,80565861,42887,29.7,3.9,51.5,10.5
dji,Djibouti,country,afr,2013,864554,2903,40,69.5,11.58901,43.14503
dnk,Denmark,country,eur,2013,5624293,42483,27.5,3.7,56,10
dom,Dominican Republic,country,ame,2013,10281408,11790,45.7,32.3,19,-70.66667
dza,Algeria,country,afr,2013,38186135,12893,42.5,25.2,28,3
ecu,Ecuador,country,ame,2013,15661312,10541,46.6,23,-1.25,-78.25
egy,Egypt,country,afr,2013,87613909,10731,35.2,25.8,27,30
eri,Eritrea,country,afr,2013,4998824,1157,47.5,49.7,15,39
esp,Spain,country,eur,2013,46455163,31681,33.7,4.3,40,-4
est,Estonia,country,eur,2013,1320050,25254,32.9,3.4,59,26
eth,Ethiopia,country,afr,2013,94558374,1336,33.6,64.6,9,39.5
fin,Finland,country,eur,2013,5453061,38788,25.4,2.6,64,26
fji,Fiji,country,asi,2013,880487,7502,42.8,23.2,-18,178
fra,France,country,eur,2013,63844529,37309,30.1,4.4,46,2
gab,Gabon,country,afr,2013,1650351,17580,41.8,56.1,-1,11.75
gbr,United Kingdom,country,eur,2013,63955654,36908,30.2,4.6,54.75844,-2.69531
geo,Georgia,country,eur,2013,4082727,6930,41.4,13.4,41.99998,43.4999
gha,Ghana,country,afr,2013,26164432,3873,42.8,66.5,8.1,-1.2
gin,Guinea,country,afr,2013,11948726,1213,33.7,100.4,10.83333,-10.66667
gmb,Gambia,country,afr,2013,1866878,1608,47.3,73.6,13.5,-15.5
gnb,Guinea-Bissau,country,afr,2013,1757138,1362,38.7,100.5,12,-15
gnq,Equatorial Guinea,country,afr,2013,797082,32654,50.5,100.3,1.7,10.5
grc,Greece,country,eur,2013,11055164,24159,34,4.3,39,22
gtm,Guatemala,country,ame,2013,15690793,7063,52.4,31.1,14.64072,-90.51327
guy,Guyana,country,ame,2013,761033,6336,43.2,40.8,5,-59
hnd,Honduras,country,ame,2013,7849059,4154,57.4,21.8,15,-86.5
hti,Haiti,country,ame,2013,10431249,1648,59.2,73.1,19,-72.41667
hun,Hungary,country,eur,2013,9924507,22708,28,6.3,47,20
idn,Indonesia,country,asi,2013,251268276,9729,38.1,29.3,-5,120
ind,India,country,asi,2013,1279498874,5244,33.6,52.1,22,79
irl,Ireland,country,eur,2013,4671263,44640,30,3.8,53,-8
irn,Iran,country,asi,2013,77152445,15552,43.4,16.8,32,53
irq,Iraq,country,asi,2013,34107366,15368,29.5,33.9,33,44
isr,Israel,country,asi,2013,7817818,30927,36,4.2,31.5,34.75
ita,Italy,country,eur,2013,59771094,33827,32.5,3.6,42.83333,12.83333
jam,Jamaica,country,ame,2013,2773215,8607,45.5,16.7,18.16667,-77.25
jor,Jordan,country,asi,2013,7214832,11405,33.7,19,31,36
jpn,Japan,country,asi,2013,126984964,35614,33.6,2.9,35.68536,139.75309
kaz,Kazakhstan,country,asi,2013,17099546,22470,28.6,16.4,48,68
ken,Kenya,country,afr,2013,43692881,2706,47.7,54.5,1,38
kgz,Kyrgyz Republic,country,asi,2013,5745698,3121,33.4,24,41.5,75
khm,Cambodia,country,asi,2013,15078564,2942,31.8,32.9,13,105
kor,South Korea,country,asi,2013,49846756,32684,30.2,3.7,36.5,127.75
kwt,Kuwait,country,asi,2013,3593689,79395,39.3,9.4,29.36972,47.97833
lao,Lao,country,asi,2013,6579985,4667,36.2,71.3,18,105
lbn,Lebanon,country,asi,2013,5286990,16623,38.6,8.9,33.83333,35.83333
lbr,Liberia,country,afr,2013,4293692,875,38.2,76.3,6.5,-9.5
lby,Libya,country,afr,2013,6265987,19760,38.8,14.5,28,17
lka,Sri Lanka,country,asi,2013,20521959,9426,36.4,9.4,7.75,80.75
lso,Lesotho,country,afr,2013,2083061,2473,54.2,98.9,-29.5,28.25
ltu,Lithuania,country,eur,2013,2963810,24732,34.6,4.9,55.41667,24
lux,Luxembourg,country,eur,2013,544885,88850,30.4,2,49.61167,6.13
lva,Latvia,country,eur,2013,2011857,21699,35.2,8.4,57,25
mar,Morocco,country,afr,2013,33452686,6967,40.9,29.7,32,-6
mda,Moldova,country,eur,2013,4073714,4542,30.6,16.4,47.25,28.58333
mdg,Madagascar,country,afr,2013,22924557,1369,40.6,53.4,-20,47
mex,Mexico,country,ame,2013,123740109,16346,45.7,14.5,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,2013,2072543,11664,37,6.6,41.66667,21.75
mli,Mali,country,afr,2013,16592097,1589,33,122.7,18,-2
mmr,Myanmar,country,asi,2013,52983829,3526,44.3,53.5,21,96
mne,Montenegro,country,eur,2013,624648,14156,30.6,5.3,42.75,19.25
mng,Mongolia,country,asi,2013,2859174,10833,36.5,24.7,46,105
moz,Mozambique,country,afr,2013,26467180,1064,51.6,87.2,-18.25,35
mrt,Mauritania,country,afr,2013,3872684,3579,40.5,90.2,20.25,-10.5
mus,Mauritius,country,afr,2013,1263560,17146,35.9,14.3,-20.3,57.58333
mwi,Malawi,country,afr,2013,16190126,757,46.2,72.6,-13.5,34
mys,Malaysia,country,asi,2013,29465372,22589,46.2,8.4,2.5,112.5
nam,Namibia,country,afr,2013,2346592,9275,63.9,49.5,-22,17
ner,Niger,country,afr,2013,18358863,897,31.2,104.1,18,9
nga,Nigeria,country,afr,2013,172816517,5423,43,116.6,10,8
nic,Nicaragua,country,ame,2013,5945646,4432,45.7,23.5,13,-85
nld,Netherlands,country,eur,2013,16809157,45021,25.1,4,52.25,5.75
nor,Norway,country,eur,2013,5083450,63322,22.7,2.8,62,10
npl,Nepal,country,asi,2013,27834981,2173,32.8,39,28,84
nzl,New Zealand,country,asi,2013,4465276,33360,33.3,5.9,-42,174
omn,Oman,country,asi,2013,3906912,41770,40.9,11.7,21,57
pak,Pakistan,country,asi,2013,181192646,4454,29.6,85.6,30,70
pan,Panama,country,ame,2013,3805683,18793,51.9,18.1,8.9936,-79.51973
per,Peru,country,ame,2013,30565461,11395,45.3,18.3,-10,-75.25
phl,Philippines,country,asi,2013,97571676,6326,43,29.6,13,122
png,Papua New Guinea,country,asi,2013,7308864,2558,50.3,60.9,-6,147
pol,Poland,country,eur,2013,38618698,23144,30.7,5.2,52,20
prk,North Korea,country,asi,2013,24895705,1392,46.9,27.4,40,127
prt,Portugal,country,eur,2013,10459716,25677,34.2,3.8,39.6945,-8.13057
pry,Paraguay,country,ame,2013,6465669,7833,48,21.9,-23.33333,-58
pse,West Bank and Gaza,country,asi,2013,4418341,4498,34.5,22.3,31.5,34.46667
qat,Qatar,country,asi,2013,2101288,131579,43.7,8.2,25.27932,51.52245
rou,Romania,country,eur,2013,19794163,18182,34,12,46,25
rus,Russia,country,eur,2013,143367341,23561,39.6,10.4,60,100
rwa,Rwanda,country,afr,2013,11078095,1426,50.8,48.2,-2,30
sau,Saudi Arabia,country,asi,2013,30201051,51294,42.4,15.5,25,45
sdn,Sudan,country,afr,2013,38515095,3903,35.3,74.2,16,30
sds,South Sudan,country,afr,2013,11453810,1965,35.29,99.2,7.5,30
sen,Senegal,country,afr,2013,14221041,2185,40.3,52.5,14.5,-14.25
sgp,Singapore,country,asi,2013,5405009,77721,45.8,2.8,1.28967,103.85007
slb,Solomon Islands,country,asi,2013,560685,2041,46.5,29.9,-8,159
sle,Sierra Leone,country,afr,2013,6178859,1865,35.4,133.4,8.5,-11.5
slv,El Salvador,country,ame,2013,6089644,7515,41.8,18,13.83333,-88.91667
som,Somalia,country,afr,2013,10268157,619,48,146.1,6,48
srb,Serbia,country,eur,2013,8937605,12889,38,6.9,44.81892,20.45998
sur,Suriname,country,ame,2013,533450,15556,37.1,22.6,4,-56
svk,Slovak Republic,country,eur,2013,5419288,25759,24.2,7.2,48.66667,19.5
svn,Slovenia,country,eur,2013,2064819,27368,24.4,2.9,46.08333,15
swe,Sweden,country,eur,2013,9624247,43448,24.9,3,62,15
swz,Swaziland,country,afr,2013,1250641,5998,51.5,74.9,-26.5,31.5
syr,Syria,country,asi,2013,19322593,5464,35.8,15.3,35,38
tcd,Chad,country,afr,2013,13145788,2055,43.3,147.1,15,19
tgo,Togo,country,afr,2013,6928719,1346,46,83.3,8.66667,1.08333
tha,Thailand,country,asi,2013,67451422,13932,39.4,13.1,15.5,101
tjk,Tajikistan,country,asi,2013,8111894,2432,36.9,47.8,39,71
tkm,Turkmenistan,country,asi,2013,5240088,13555,46.4,54.7,39.75,59.66667
tls,Timor-Leste,country,asi,2013,1129315,2093,30.4,56.5,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,2013,1348240,29469,39,21.5,11,-61
tun,Tunisia,country,afr,2013,11005706,10768,35.8,15.2,34,9
tur,Turkey,country,eur,2013,76223639,18579,40.2,15.4,39,35
tza,Tanzania,country,afr,2013,50213457,2382,37.8,52.6,-6,35
uga,Uganda,country,afr,2013,36573387,1621,44.6,65.1,1.25,32.5
ukr,Ukraine,country,eur,2013,45165211,8338,24.8,10,49,32
ury,Uruguay,country,ame,2013,3407969,19321,41.3,11.1,-33,-56
usa,United States,country,ame,2013,317135919,51282,40.1,6.9,39.76,-98.5
uzb,Uzbekistan,country,asi,2013,29033361,5002,39.7,41.8,41.66667,63.83333
ven,Venezuela,country,ame,2013,30276045,17614,44.8,15.7,8,-66
vnm,Vietnam,country,asi,2013,91378752,5125,35.6,22.9,16.16667,107.83333
yem,Yemen,country,asi,2013,25533217,3832,45.4,51.5,15.5,47.5
zaf,South Africa,country,afr,2013,53416609,12454,65,45.1,-29,24
zmb,Zambia,country,afr,2013,15246086,3800,57.5,72.8,-14.33333,28.5
zwe,Zimbabwe,country,afr,2013,14898092,1773,64,83.3,-19,29.75
afg,Afghanistan,country,asi,2014,31627506,1877,27.8,93.9,33,66
ago,Angola,country,afr,2014,24227524,7546,42.7,162.2,-12.5,18.5
alb,Albania,country,eur,2014,2889676,10160,29,14.4,41,20
are,United Arab Emirates,country,asi,2014,9086139,60578,45.1,7.1,23.75,54.5
arg,Argentina,country,ame,2014,42980026,17519,43.6,12.9,-34,-64
arm,Armenia,country,eur,2014,3006154,7763,30.3,14.9,40.25,45
aus,Australia,country,asi,2014,23622353,43219,32.6,3.7,-25,135
aut,Austria,country,eur,2014,8516916,43906,27.6,3.7,47.33333,13.33333
aze,Azerbaijan,country,eur,2014,9629779,16710,33,32.9,40.5,47.5
bdi,Burundi,country,afr,2014,10816860,758,33.3,84.6,-3.5,30
bel,Belgium,country,eur,2014,11226322,40885,25.9,4.2,50.75,4.5
ben,Benin,country,afr,2014,10598482,1779,43.5,102.1,9.5,2.25
bfa,Burkina Faso,country,afr,2014,17589198,1606,50.1,92.4,12.5,-1.66667
bgd,Bangladesh,country,asi,2014,159077513,2991,32.1,39.5,24,90
bgr,Bulgaria,country,eur,2014,7201308,16048,35.4,11.1,42.66667,25.25
bhr,Bahrain,country,asi,2014,1361930,43963,35,6.5,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,2014,3817554,9516,33,6.3,44.25,17.83333
blr,Belarus,country,eur,2014,9500422,17349,26.5,4.6,53,28
bol,Bolivia,country,ame,2014,10561887,6153,46.6,39.8,-17,-65
bra,Brazil,country,ame,2014,206077898,15412,52.7,13.8,-10,-55
btn,Bhutan,country,asi,2014,765008,7500,38.7,34.4,27.5,90.5
bwa,Botswana,country,afr,2014,2219937,16725,58.7,54.6,-22,24
caf,Central African Republic,country,afr,2014,4804316,578,56.3,134.4,7,21
can,Canada,country,ame,2014,35587793,42817,31.5,5,60.10867,-113.64258
che,Switzerland,country,eur,2014,8211383,55776,28.5,4,47.00016,8.01427
chl,Chile,country,ame,2014,17762647,21967,50.3,8.3,-33.45694,-70.64827
chn,China,country,asi,2014,1369435670,12609,37,11.4,35,105
civ,Cote d'Ivoire,country,afr,2014,22157107,3324,51.3,97.2,8,-5.5
cmr,Cameroon,country,afr,2014,22773014,2829,51.3,91.7,6,12.5
cod,Congo, Dem. Rep.,country,afr,2014,74877030,768,44,101.7,-2.5,23.5
cog,Congo, Rep.,country,afr,2014,4504962,5905,40.2,47.1,-1,15.5
col,Colombia,country,ame,2014,47791393,12447,53.5,16.4,4,-73.25
com,Comoros,country,afr,2014,769991,1459,63.8,75.9,-12.23333,44.44553
cpv,Cape Verde,country,afr,2014,513906,6343,43.8,25.1,16,-24
cri,Costa Rica,country,ame,2014,4757606,13713,48.6,9.9,10,-84
cub,Cuba,country,ame,2014,11379111,20704,37,5.8,22,-79.5
cyp,Cyprus,country,eur,2014,1153658,29673,32.4,3.5,35,33
cze,Czech Republic,country,eur,2014,10542666,28695,24.6,3.5,49.75,15
deu,Germany,country,eur,2014,80646262,43444,29.7,3.8,51.5,10.5
dji,Djibouti,country,afr,2014,876174,3016,40,67.4,11.58901,43.14503
dnk,Denmark,country,eur,2014,5646899,42777,27.5,3.6,56,10
dom,Dominican Republic,country,ame,2014,10405943,12505,45.7,31.6,19,-70.66667
dza,Algeria,country,afr,2014,38934334,13179,42.5,24.6,28,3
ecu,Ecuador,country,ame,2014,15902916,10774,46.6,22.3,-1.25,-78.25
egy,Egypt,country,afr,2014,89579670,10792,35.2,24.8,27,30
eri,Eritrea,country,afr,2014,5110444,1140,47.5,48.1,15,39
esp,Spain,country,eur,2014,46259716,32270,34.7,4.2,40,-4
