geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr,lat,lng
chn,China,country,asi,1877,362777672,1001,32.4,417.44,35,105
civ,Cote d'Ivoire,country,afr,1877,1598533,1105,44,427.86,8,-5.5
cmr,Cameroon,country,afr,1877,2204315,827,37.3,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1877,7512904,666,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1877,475022,715,43.7,408.51,-1,15.5
col,Colombia,country,ame,1877,2739288,1119,53.2,417.44,4,-73.25
com,Comoros,country,afr,1877,87988,753,45.6,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1877,92658,677,48.4,394.71,16,-24
cri,Costa Rica,country,ame,1877,160491,1470,44.4,441.12,10,-84
cub,Cuba,country,ame,1877,1502361,2111,41,399.7,22,-79.5
cyp,Cyprus,country,eur,1877,187465,1679,40.8,339.12,35,33
cze,Czech Republic,country,eur,1877,6799855,2906,50.1,379.99,49.75,15
deu,Germany,country,eur,1877,42324146,3119,43.4,365.73,51.5,10.5
dji,Djibouti,country,afr,1877,35344,959,45.5,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1877,2020310,3650,51.5,198.03,56,10
dom,Dominican Republic,country,ame,1877,293913,911,45.4,445.15,19,-70.66667
dza,Algeria,country,afr,1877,4034621,1364,40.7,460.21,28,3
ecu,Ecuador,country,ame,1877,1113684,764,45.9,405.96,-1.25,-78.25
egy,Egypt,country,afr,1877,7618185,968,42.5,404.69,27,30
eri,Eritrea,country,afr,1877,435938,617,48.2,441.12,15,39
esp,Spain,country,eur,1877,16687381,2542,32.8,320.15,40,-4
est,Estonia,country,eur,1877,563991,1388,43.1,327.93,59,26
eth,Ethiopia,country,afr,1877,6553418,535,47.5,447.88,9,39.5
fin,Finland,country,eur,1877,1959016,2018,45.4,261.86,64,26
fji,Fiji,country,asi,1877,128100,955,46.4,498.88,-18,178
fra,France,country,eur,1877,38738812,3591,54.5,237.05,46,2
gab,Gabon,country,afr,1877,256202,395,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1877,29858848,6410,44.9,225.11,54.75844,-2.69531
geo,Georgia,country,eur,1877,1807278,714,29.7,337.73,41.99998,43.4999
gha,Ghana,country,afr,1877,1648818,747,49.8,471.38,8.1,-1.2
gin,Guinea,country,afr,1877,1626123,507,32.7,439.79,10.83333,-10.66667
gmb,Gambia,country,afr,1877,157883,852,46.7,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1877,322769,816,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1877,97306,394,50.8,446.51,1.7,10.5
grc,Greece,country,eur,1877,3906292,2177,44.3,360.97,39,22
gtm,Guatemala,country,ame,1877,1152294,1367,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1877,244882,1787,38.2,429.16,5,-59
hnd,Honduras,country,ame,1877,427189,1400,46.2,393.46,15,-86.5
hti,Haiti,country,ame,1877,1241832,1134,44.3,485.58,19,-72.41667
hun,Hungary,country,eur,1877,6151997,2056,43.3,389.17,47,20
idn,Indonesia,country,asi,1877,29192684,1103,39,443.79,-5,120
ind,India,country,asi,1877,220156252,1076,30.5,509.39,22,79
irl,Ireland,country,eur,1877,3714034,3177,36.6,134.77,53,-8
irn,Iran,country,asi,1877,8724094,1130,45.5,506.38,32,53
irq,Iraq,country,asi,1877,1714957,1260,46,427.86,33,44
isr,Israel,country,asi,1877,272076,924,44.9,447.25,31.5,34.75
ita,Italy,country,eur,1877,29062713,2646,49.3,366.56,42.83333,12.83333
jam,Jamaica,country,ame,1877,544316,923,39.1,286.43,18.16667,-77.25
jor,Jordan,country,asi,1877,273884,1269,43.6,421.34,31,36
jpn,Japan,country,asi,1877,36052483,1304,46.5,357.45,35.68536,139.75309
kaz,Kazakhstan,country,asi,1877,3436844,1687,43.3,521.6,48,68
ken,Kenya,country,afr,1877,2603842,1086,41.7,507.88,1,38
kgz,Kyrgyz Republic,country,asi,1877,893277,840,43.1,377.15,41.5,75
khm,Cambodia,country,asi,1877,2461828,986,45,379.99,13,105
kor,South Korea,country,asi,1877,9791209,533,32.1,503.36,36.5,127.75
kwt,Kuwait,country,asi,1877,83816,1578,43.2,500.35,29.36972,47.97833
lao,Lao,country,asi,1877,833601,993,38.4,418.74,18,105
lbn,Lebanon,country,asi,1877,486028,1659,42.1,447.88,33.83333,35.83333
lbr,Liberia,country,afr,1877,504640,931,45.2,429.16,6.5,-9.5
lby,Libya,country,afr,1877,738785,2117,42.2,404.69,28,17
lka,Sri Lanka,country,asi,1877,2965645,1310,44.2,409.79,7.75,80.75
lso,Lesotho,country,afr,1877,424002,410,52.2,407.24,-29.5,28.25
ltu,Lithuania,country,eur,1877,1316614,1879,44.2,418.74,55.41667,24
lux,Luxembourg,country,eur,1877,184227,2858,38.4,357.45,49.61167,6.13
lva,Latvia,country,eur,1877,998705,1111,44.2,337.99,57,25
mar,Morocco,country,afr,1877,3970291,792,44.1,403.44,32,-6
mda,Moldova,country,eur,1877,1200272,849,43.3,343.91,47.25,28.58333
mdg,Madagascar,country,afr,1877,2479074,756,41,437.13,-20,47
mex,Mexico,country,ame,1877,10095437,1428,49.5,487.15,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,1877,650983,1078,31.8,385.27,41.66667,21.75
mli,Mali,country,afr,1877,2386372,616,47.2,494.48,18,-2
mmr,Myanmar,country,asi,1877,5268773,915,41.5,433.13,21,96
mne,Montenegro,country,eur,1877,208708,1653,40.7,375.2,42.75,19.25
mng,Mongolia,country,asi,1877,675598,654,46.3,420.04,46,105
moz,Mozambique,country,afr,1877,3401843,408,46.7,439.79,-18.25,35
mrt,Mauritania,country,afr,1877,484950,697,48.1,417.44,20.25,-10.5
mus,Mauritius,country,afr,1877,347108,1241,43.7,242.48,-20.3,57.58333
mwi,Malawi,country,afr,1877,749622,354,44.3,439.79,-13.5,34
mys,Malaysia,country,asi,1877,1028892,1145,40.9,435.79,2.5,112.5
nam,Namibia,country,afr,1877,230617,1268,48,412.34,-22,17
ner,Niger,country,afr,1877,1700454,589,43.3,433.13,18,9
nga,Nigeria,country,afr,1877,15479178,1143,40.3,438.46,10,8
nic,Nicaragua,country,ame,1877,434103,1788,44.6,509.39,13,-85
nld,Netherlands,country,eur,1877,3888817,5510,51.5,284.67,52.25,5.75
nor,Norway,country,eur,1877,1842802,2898,46.8,183.25,62,10
npl,Nepal,country,asi,1877,4922801,695,41,407.24,28,84
nzl,New Zealand,country,asi,1877,443376,6631,38.2,132.98,-42,174
omn,Oman,country,asi,1877,377904,1196,44.7,413.61,21,57
pak,Pakistan,country,asi,1877,16718564,1044,42.9,501.85,30,70
pan,Panama,country,ame,1877,193701,1615,45.3,405.96,8.9936,-79.51973
per,Peru,country,ame,1877,2860913,1403,49.3,371.61,-10,-75.25
phl,Philippines,country,asi,1877,4826977,1057,47.4,431.79,13,122
png,Papua New Guinea,country,asi,1877,1079536,665,42,423.95,-6,147
pol,Poland,country,eur,1877,18796901,1765,26.2,369.21,52,20
prk,North Korea,country,asi,1877,4751558,535,49.2,500.35,40,127
prt,Portugal,country,eur,1877,4536546,1789,47.3,372.81,39.6945,-8.13057
pry,Paraguay,country,ame,1877,399017,1709,44.6,374,-23.33333,-58
pse,West Bank and Gaza,country,asi,1877,217066,1256,43.2,434.47,31.5,34.46667
qat,Qatar,country,asi,1877,14489,1578,43.2,433.13,25.27932,51.52245
rou,Romania,country,eur,1877,9560999,1796,43.3,308.99,46,25
rus,Russia,country,eur,1877,52530515,2116,50,422.24,60,100
rwa,Rwanda,country,afr,1877,1346276,475,55.3,420.04,-2,30
sau,Saudi Arabia,country,asi,1877,2384174,928,46.2,416.16,25,45
sdn,Sudan,country,afr,1877,4814547,684,33.8,425.25,16,30
sds,South Sudan,country,afr,1877,1561090,670,33.78,490.08,7.5,30
sen,Senegal,country,afr,1877,1493580,656,43,512.4,14.5,-14.25
sgp,Singapore,country,asi,1877,105801,1389,42.4,392.21,1.28967,103.85007
slb,Solomon Islands,country,asi,1877,68945,445,49.9,504.87,-8,159
sle,Sierra Leone,country,afr,1877,1174665,969,48,513.91,8.5,-11.5
slv,El Salvador,country,ame,1877,547282,1577,44.7,461.6,13.83333,-88.91667
som,Somalia,country,afr,1877,1428575,747,46,451.96,6,48
srb,Serbia,country,eur,1877,3543688,2122,31.8,374,44.81892,20.45998
sur,Suriname,country,ame,1877,123649,2409,40.1,405.96,4,-56
svk,Slovak Republic,country,eur,1877,2630166,2165,50.1,363.32,48.66667,19.5
svn,Slovenia,country,eur,1877,776055,2202,42.5,360.97,46.08333,15
swe,Sweden,country,eur,1877,4406577,2488,58.1,227.8,62,15
swz,Swaziland,country,afr,1877,86799,646,50.1,413.61,-26.5,31.5
syr,Syria,country,asi,1877,1641292,1231,50.2,429.16,35,38
tcd,Chad,country,afr,1877,1453253,552,47.7,431.79,15,19
tgo,Togo,country,afr,1877,734785,901,44.8,426.55,8.66667,1.08333
tha,Thailand,country,asi,1877,6133885,1098,35.7,438.46,15.5,101
tjk,Tajikistan,country,asi,1877,784358,773,44.4,321.69,39,71
tkm,Turkmenistan,country,asi,1877,619834,1395,37.1,478.28,39.75,59.66667
tls,Timor-Leste,country,asi,1877,257261,607,46.2,456.46,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,1877,150823,1680,43.4,335.73,11,-61
tun,Tunisia,country,afr,1877,1281041,943,44.1,460.21,34,9
tur,Turkey,country,eur,1877,12268620,1548,49.2,379.99,39,35
tza,Tanzania,country,afr,1877,3678185,657,37.6,414.89,-6,35
uga,Uganda,country,afr,1877,2536562,612,41,510.9,1.25,32.5
ukr,Ukraine,country,eur,1877,19000093,1129,44.8,360.97,49,32
ury,Uruguay,country,ame,1877,433024,5549,49.1,405.96,-33,-56
usa,United States,country,ame,1877,47821372,4311,53.7,343.15,39.76,-98.5
uzb,Uzbekistan,country,asi,1877,3362670,600,41.5,379.81,41.66667,63.83333
ven,Venezuela,country,ame,1877,1918714,1044,44.1,414.89,8,-66
vnm,Vietnam,country,asi,1877,11064419,886,40.4,417.44,16.16667,107.83333
yem,Yemen,country,asi,1877,2928924,1090,42.9,540.44,15.5,47.5
zaf,South Africa,country,afr,1877,2956164,2626,35.9,398.45,-29,24
zmb,Zambia,country,afr,1877,744442,799,45.9,409.79,-14.33333,28.5
zwe,Zimbabwe,country,afr,1877,1627037,953,34.6,395.95,-19,29.75
afg,Afghanistan,country,asi,1878,4363439,736,44.4,479.96,33,66
ago,Angola,country,afr,1878,2434608,870,32.4,485.68,-12.5,18.5
alb,Albania,country,eur,1878,659507,844,36.1,375.2,41,20
are,United Arab Emirates,country,asi,1878,42196,1455,43.6,434.46,23.75,54.5
arg,Argentina,country,ame,1878,2340590,3218,31.8,403.44,-34,-64
arm,Armenia,country,eur,1878,701134,644,48.8,335.2,40.25,45
aus,Australia,country,asi,1878,2116524,7105,40.6,207.23,-25,135
aut,Austria,country,eur,1878,4860093,3950,36.5,409.33,47.33333,13.33333
aze,Azerbaijan,country,eur,1878,1495621,1073,43.7,327.33,40.5,47.5
bdi,Burundi,country,afr,1878,1371071,449,43.7,423.95,-3.5,30
bel,Belgium,country,eur,1878,5470275,5465,51.3,239.64,50.75,4.5
ben,Benin,country,afr,1878,1121861,792,43.7,430.46,9.5,2.25
bfa,Burkina Faso,country,afr,1878,2539408,513,37.5,454.69,12.5,-1.66667
bgd,Bangladesh,country,asi,1878,25799852,898,45.9,515.42,24,90
bgr,Bulgaria,country,eur,1878,2908902,1576,42.6,331.26,42.66667,25.25
bhr,Bahrain,country,asi,1878,67417,2104,42.3,439.79,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,1878,1414675,881,43.3,378.8,44.25,17.83333
blr,Belarus,country,eur,1878,4016823,861,50,365.67,53,28
bol,Bolivia,country,ame,1878,1608111,1483,36.9,404.69,-17,-65
bra,Brazil,country,ame,1878,11456866,1512,35.1,417.44,-10,-55
btn,Bhutan,country,asi,1878,121007,708,47.8,434.2,27.5,90.5
bwa,Botswana,country,afr,1878,121840,527,35.6,397.2,-22,24
caf,Central African Republic,country,afr,1878,634538,563,48.5,443.79,7,21
can,Canada,country,ame,1878,4243787,2723,42.8,279.06,60.10867,-113.64258
che,Switzerland,country,eur,1878,2793070,5844,44.4,279.8,47.00016,8.01427
chl,Chile,country,ame,1878,2210309,2073,68,417.44,-33.45694,-70.64827
chn,China,country,asi,1878,363576876,1014,31.8,417.44,35,105
civ,Cote d'Ivoire,country,afr,1878,1609232,1110,44.1,427.86,8,-5.5
cmr,Cameroon,country,afr,1878,2210911,831,37,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1878,7562127,669,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1878,478450,717,43.6,408.51,-1,15.5
col,Colombia,country,ame,1878,2786399,1122,52.3,417.44,4,-73.25
com,Comoros,country,afr,1878,88673,753,45.7,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1878,93483,679,48.4,394.71,16,-24
cri,Costa Rica,country,ame,1878,164367,1486,44.3,441.12,10,-84
cub,Cuba,country,ame,1878,1519659,2135,41.1,384.88,22,-79.5
cyp,Cyprus,country,eur,1878,188146,1699,40.9,339.12,35,33
cze,Czech Republic,country,eur,1878,6824898,2944,49.5,379.99,49.75,15
deu,Germany,country,eur,1878,42728380,3228,43.1,367.32,51.5,10.5
dji,Djibouti,country,afr,1878,35614,962,45.5,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1878,2040423,3755,51,202.92,56,10
dom,Dominican Republic,country,ame,1878,301524,916,45.4,445.15,19,-70.66667
dza,Algeria,country,afr,1878,4070192,1378,40.1,460.21,28,3
ecu,Ecuador,country,ame,1878,1126501,769,46,405.96,-1.25,-78.25
egy,Egypt,country,afr,1878,7710518,961,41.8,404.69,27,30
eri,Eritrea,country,afr,1878,441727,619,48.3,441.12,15,39
esp,Spain,country,eur,1878,16763167,2465,32.7,318.75,40,-4
est,Estonia,country,eur,1878,569180,1397,42.2,325.72,59,26
eth,Ethiopia,country,afr,1878,6644624,535,47.5,447.88,9,39.5
fin,Finland,country,eur,1878,1987850,1954,44.7,311.11,64,26
fji,Fiji,country,asi,1878,127700,958,46.3,498.88,-18,178
fra,France,country,eur,1878,38797148,3389,54,249.49,46,2
gab,Gabon,country,afr,1878,258397,395,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1878,30187748,6364,44.3,251.58,54.75844,-2.69531
geo,Georgia,country,eur,1878,1823842,717,29.7,337.03,41.99998,43.4999
gha,Ghana,country,afr,1878,1657728,749,48.9,471.38,8.1,-1.2
gin,Guinea,country,afr,1878,1640465,508,32.7,439.79,10.83333,-10.66667
gmb,Gambia,country,afr,1878,159062,852,46.7,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1878,325066,817,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1878,97636,394,50.9,446.51,1.7,10.5
grc,Greece,country,eur,1878,3945191,2209,43.4,359.8,39,22
gtm,Guatemala,country,ame,1878,1162244,1378,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1878,246532,1800,38.2,429.16,5,-59
hnd,Honduras,country,ame,1878,430324,1418,46,393.46,15,-86.5
hti,Haiti,country,ame,1878,1254726,1146,44.4,485.57,19,-72.41667
hun,Hungary,country,eur,1878,6186964,2087,43.1,391.34,47,20
idn,Indonesia,country,asi,1878,29529295,1079,39,443.79,-5,120
ind,India,country,asi,1878,221105393,1079,30.4,509.39,22,79
irl,Ireland,country,eur,1878,3690910,3210,36.3,143.79,53,-8
irn,Iran,country,asi,1878,8775289,1138,45,506.38,32,53
irq,Iraq,country,asi,1878,1734620,1270,45.4,427.86,33,44
isr,Israel,country,asi,1878,275132,929,44.9,447.24,31.5,34.75
ita,Italy,country,eur,1878,29249205,2783,49,370.92,42.83333,12.83333
jam,Jamaica,country,ame,1878,550969,926,39.1,275.61,18.16667,-77.25
jor,Jordan,country,asi,1878,275412,1279,43.6,421.34,31,36
jpn,Japan,country,asi,1878,36302506,1287,46.5,357.45,35.68536,139.75309
kaz,Kazakhstan,country,asi,1878,3468248,1698,43.3,518.51,48,68
ken,Kenya,country,afr,1878,2604947,1090,41.1,507.88,1,38
kgz,Kyrgyz Republic,country,asi,1878,901459,847,42.6,377.08,41.5,75
khm,Cambodia,country,asi,1878,2477395,987,45.1,379.99,13,105
kor,South Korea,country,asi,1878,9796495,532,32.1,503.36,36.5,127.75
kwt,Kuwait,country,asi,1878,84229,1601,43.2,500.35,29.36972,47.97833
lao,Lao,country,asi,1878,845186,995,38.4,418.74,18,105
lbn,Lebanon,country,asi,1878,488988,1676,41.8,447.88,33.83333,35.83333
lbr,Liberia,country,afr,1878,508937,934,45.3,429.16,6.5,-9.5
lby,Libya,country,afr,1878,743359,2143,42.2,404.69,28,17
lka,Sri Lanka,country,asi,1878,2991896,1186,44.1,409.79,7.75,80.75
lso,Lesotho,country,afr,1878,427186,411,52.2,407.24,-29.5,28.25
ltu,Lithuania,country,eur,1878,1328807,1892,43.5,413.61,55.41667,24
lux,Luxembourg,country,eur,1878,185432,2892,38.5,357.45,49.61167,6.13
lva,Latvia,country,eur,1878,1007950,1118,43.5,333.47,57,25
mar,Morocco,country,afr,1878,3998327,793,43.4,403.44,32,-6
mda,Moldova,country,eur,1878,1211255,853,42.6,343.27,47.25,28.58333
mdg,Madagascar,country,afr,1878,2495860,760,41,437.13,-20,47
mex,Mexico,country,ame,1878,10217976,1457,49.4,487.15,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,1878,656862,1097,31.7,385.12,41.66667,21.75
mli,Mali,country,afr,1878,2408928,616,47.2,494.48,18,-2
mmr,Myanmar,country,asi,1878,5415531,925,40.8,433.13,21,96
mne,Montenegro,country,eur,1878,210528,1681,40.9,375.2,42.75,19.25
mng,Mongolia,country,asi,1878,676819,655,46.4,420.04,46,105
moz,Mozambique,country,afr,1878,3430213,409,46.4,439.79,-18.25,35
mrt,Mauritania,country,afr,1878,486963,700,48.1,417.44,20.25,-10.5
mus,Mauritius,country,afr,1878,349314,1247,43.8,249.7,-20.3,57.58333
mwi,Malawi,country,afr,1878,750090,354,44,439.79,-13.5,34
mys,Malaysia,country,asi,1878,1063942,1151,40.9,435.79,2.5,112.5
nam,Namibia,country,afr,1878,230677,1287,47.4,412.34,-22,17
ner,Niger,country,afr,1878,1710188,592,43.3,433.13,18,9
nga,Nigeria,country,afr,1878,15546868,1149,40,438.46,10,8
nic,Nicaragua,country,ame,1878,439128,1807,44.5,509.39,13,-85
nld,Netherlands,country,eur,1878,3932864,5485,50.8,298.75,52.25,5.75
nor,Norway,country,eur,1878,1856264,2765,46.4,167.89,62,10
npl,Nepal,country,asi,1878,4949218,700,41,407.24,28,84
nzl,New Zealand,country,asi,1878,464375,7113,38.2,120.64,-42,174
omn,Oman,country,asi,1878,379519,1205,44.7,413.61,21,57
pak,Pakistan,country,asi,1878,16803335,1047,42.3,501.85,30,70
pan,Panama,country,ame,1878,196310,1633,45.1,405.96,8.9936,-79.51973
per,Peru,country,ame,1878,2897430,1407,48.7,371.61,-10,-75.25
phl,Philippines,country,asi,1878,4888504,1060,46.7,431.79,13,122
png,Papua New Guinea,country,asi,1878,1086305,667,41.6,423.95,-6,147
pol,Poland,country,eur,1878,19081966,1792,26.2,369.21,52,20
prk,North Korea,country,asi,1878,4766975,535,49.3,500.35,40,127
prt,Portugal,country,eur,1878,4569430,1780,46.7,372.81,39.6945,-8.13057
pry,Paraguay,country,ame,1878,400929,1730,44.4,374,-23.33333,-58
pse,West Bank and Gaza,country,asi,1878,219580,1260,43.3,434.46,31.5,34.46667
qat,Qatar,country,asi,1878,14559,1601,43.2,433.13,25.27932,51.52245
rou,Romania,country,eur,1878,9619179,1823,42.6,364.1,46,25
rus,Russia,country,eur,1878,53014801,2130,50,487.2,60,100
rwa,Rwanda,country,afr,1878,1355569,476,54.8,420.04,-2,30
sau,Saudi Arabia,country,asi,1878,2391318,930,46.2,416.16,25,45
sdn,Sudan,country,afr,1878,4818491,688,33.8,425.25,16,30
sds,South Sudan,country,afr,1878,1575547,673,33.78,490.08,7.5,30
sen,Senegal,country,afr,1878,1504096,660,42.9,512.4,14.5,-14.25
sgp,Singapore,country,asi,1878,109106,1428,42.4,392.21,1.28967,103.85007
slb,Solomon Islands,country,asi,1878,69079,447,50,504.87,-8,159
sle,Sierra Leone,country,afr,1878,1182961,974,47.9,513.91,8.5,-11.5
slv,El Salvador,country,ame,1878,555431,1590,44.6,461.6,13.83333,-88.91667
som,Somalia,country,afr,1878,1437472,747,45.3,451.96,6,48
srb,Serbia,country,eur,1878,3574847,2159,31.7,374,44.81892,20.45998
sur,Suriname,country,ame,1878,124567,2426,40.2,405.96,4,-56
svk,Slovak Republic,country,eur,1878,2639587,2193,49.5,363.32,48.66667,19.5
svn,Slovenia,country,eur,1878,782911,2240,42.4,360.97,46.08333,15
swe,Sweden,country,eur,1878,4437742,2400,58.2,226.88,62,15
swz,Swaziland,country,afr,1878,86828,650,49.9,413.61,-26.5,31.5
syr,Syria,country,asi,1878,1649881,1242,48.9,429.16,35,38
tcd,Chad,country,afr,1878,1454040,555,47.6,431.79,15,19
tgo,Togo,country,afr,1878,741211,906,44.9,426.55,8.66667,1.08333
tha,Thailand,country,asi,1878,6179538,1113,35.6,438.46,15.5,101
tjk,Tajikistan,country,asi,1878,791480,778,44,320.98,39,71
tkm,Turkmenistan,country,asi,1878,625533,1404,36.5,478.03,39.75,59.66667
tls,Timor-Leste,country,asi,1878,260094,608,46.4,456.6,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,1878,154766,1690,43.4,335.73,11,-61
tun,Tunisia,country,afr,1878,1294993,948,43.4,460.21,34,9
tur,Turkey,country,eur,1878,12335686,1534,47.9,379.99,39,35
tza,Tanzania,country,afr,1878,3690618,659,37.6,414.89,-6,35
uga,Uganda,country,afr,1878,2544884,615,41,510.9,1.25,32.5
ukr,Ukraine,country,eur,1878,19176001,1136,44.4,360.97,49,32
ury,Uruguay,country,ame,1878,448372,5876,49.2,405.96,-33,-56
usa,United States,country,ame,1878,48940677,4396,53.5,347.49,39.76,-98.5
uzb,Uzbekistan,country,asi,1878,3398264,602,41,379.79,41.66667,63.83333
ven,Venezuela,country,ame,1878,1950997,1074,44.1,414.89,8,-66
vnm,Vietnam,country,asi,1878,11197104,894,40.4,417.44,16.16667,107.83333
yem,Yemen,country,asi,1878,2939327,1093,42.7,540.44,15.5,47.5
zaf,South Africa,country,afr,1878,3015814,2593,35.9,398.45,-29,24
zmb,Zambia,country,afr,1878,744347,801,46,409.79,-14.33333,28.5
zwe,Zimbabwe,country,afr,1878,1638505,955,34.6,395.95,-19,29.75
afg,Afghanistan,country,asi,1879,4391478,739,43.7,479.96,33,66
ago,Angola,country,afr,1879,2454026,874,32.1,485.68,-12.5,18.5
alb,Albania,country,eur,1879,665994,857,35.4,375.2,41,20
are,United Arab Emirates,country,asi,1879,42438,1476,43.6,434.46,23.75,54.5
arg,Argentina,country,ame,1879,2415669,3260,32.6,403.44,-34,-64
arm,Armenia,country,eur,1879,707516,647,47.5,334.76,40.25,45
aus,Australia,country,asi,1879,2178966,6986,40.3,177.18,-25,135
aut,Austria,country,eur,1879,4903442,3898,36.5,389.96,47.33333,13.33333
aze,Azerbaijan,country,eur,1879,1509278,1078,43.9,326.66,40.5,47.5
bdi,Burundi,country,afr,1879,1380354,450,43.7,423.95,-3.5,30
bel,Belgium,country,eur,1879,5521125,5471,51.1,246.28,50.75,4.5
ben,Benin,country,afr,1879,1132878,796,43.6,430.46,9.5,2.25
bfa,Burkina Faso,country,afr,1879,2557900,514,37.5,454.69,12.5,-1.66667
bgd,Bangladesh,country,asi,1879,25946972,901,45.3,518.51,24,90
bgr,Bulgaria,country,eur,1879,2950968,1600,42,330.15,42.66667,25.25
bhr,Bahrain,country,asi,1879,67792,2128,42.2,439.79,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,1879,1427030,894,43.5,378.8,44.25,17.83333
blr,Belarus,country,eur,1879,4054033,866,50,365.67,53,28
bol,Bolivia,country,ame,1879,1617098,1497,36.9,404.69,-17,-65
bra,Brazil,country,ame,1879,11673061,1525,34.2,417.44,-10,-55
btn,Bhutan,country,asi,1879,121662,709,47.8,433.84,27.5,90.5
bwa,Botswana,country,afr,1879,121870,530,35.6,397.2,-22,24
caf,Central African Republic,country,afr,1879,637646,565,48.6,443.79,7,21
can,Canada,country,ame,1879,4301101,2936,42.6,277.03,60.10867,-113.64258
che,Switzerland,country,eur,1879,2808436,5792,43.6,257.08,47.00016,8.01427
chl,Chile,country,ame,1879,2243644,2353,68,417.44,-33.45694,-70.64827
chn,China,country,asi,1879,364554333,1031,31.2,417.44,35,105
civ,Cote d'Ivoire,country,afr,1879,1620003,1114,44.2,427.86,8,-5.5
cmr,Cameroon,country,afr,1879,2217527,835,36.7,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1879,7611674,672,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1879,481903,719,43.5,408.51,-1,15.5
col,Colombia,country,ame,1879,2835744,1124,51.5,417.44,4,-73.25
com,Comoros,country,afr,1879,89363,754,45.9,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1879,94316,682,48.4,394.71,16,-24
cri,Costa Rica,country,ame,1879,168450,1503,44.2,441.12,10,-84
cub,Cuba,country,ame,1879,1538070,2160,41.1,370.41,22,-79.5
cyp,Cyprus,country,eur,1879,188963,1719,41.1,339.12,35,33
cze,Czech Republic,country,eur,1879,6850033,2983,48.9,379.99,49.75,15
deu,Germany,country,eur,1879,43143482,3114,42.9,354.43,51.5,10.5
dji,Djibouti,country,afr,1879,35886,965,45.6,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1879,2060948,3844,50.5,207.31,56,10
dom,Dominican Republic,country,ame,1879,309331,921,45.5,445.15,19,-70.66667
dza,Algeria,country,afr,1879,4106516,1393,39.6,460.21,28,3
ecu,Ecuador,country,ame,1879,1139462,774,46.1,405.96,-1.25,-78.25
egy,Egypt,country,afr,1879,7804908,953,41.1,404.69,27,30
eri,Eritrea,country,afr,1879,447592,620,48.3,441.12,15,39
esp,Spain,country,eur,1879,16841198,2317,32.6,310.63,40,-4
est,Estonia,country,eur,1879,574418,1406,41.4,324.61,59,26
eth,Ethiopia,country,afr,1879,6737098,535,47.5,447.88,9,39.5
fin,Finland,country,eur,1879,2017566,1946,44,240.93,64,26
fji,Fiji,country,asi,1879,127283,962,46.3,498.88,-18,178
fra,France,country,eur,1879,38883810,3354,53.5,235.4,46,2
gab,Gabon,country,afr,1879,260611,395,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1879,30518169,6176,43.7,228.19,54.75844,-2.69531
geo,Georgia,country,eur,1879,1840558,720,29.7,336.32,41.99998,43.4999
gha,Ghana,country,afr,1879,1667707,751,48,471.38,8.1,-1.2
gin,Guinea,country,afr,1879,1654934,509,32.7,439.79,10.83333,-10.66667
gmb,Gambia,country,afr,1879,160250,853,46.7,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1879,327379,818,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1879,97968,395,51,446.51,1.7,10.5
grc,Greece,country,eur,1879,3984538,2242,42.6,358.63,39,22
gtm,Guatemala,country,ame,1879,1172032,1389,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1879,248194,1812,38.2,429.16,5,-59
hnd,Honduras,country,ame,1879,433480,1437,45.8,393.46,15,-86.5
hti,Haiti,country,ame,1879,1267752,1158,44.4,485.56,19,-72.41667
hun,Hungary,country,eur,1879,6221709,2119,42.8,393.51,47,20
