"geo","time","pop","gdp","gini","u5mr"
"grd",2054,,,,4.09776219488
"gtm",2054,,,,9.93339492931
"guf",2054,,,,4.454
"gum",2054,,,,4.244
"guy",2054,,,,23.2341937981
"hkg",2054,,,,1.002
"hnd",2054,,,,12.4088265337
"hrv",2054,,,,2.31132246003
"hti",2054,,,,26.9414995309
"hun",2054,,,,4.68916835877
"idn",2054,,,,12.1992983912
"ind",2054,,,,12.265548128
"irl",2054,,,,1.52821508701
"irn",2054,,,,7.42641287393
"irq",2054,,,,14.8321689153
"isl",2054,,,,1.26116912945
"isr",2054,,,,1.66112157684
"ita",2054,,,,1.21042477607
"jam",2054,,,,8.62370129558
"jor",2054,,,,6.60777498656
"jpn",2054,,,,1.09198563069
"kaz",2054,,,,6.97550084806
"ken",2054,,,,24.9149680491
"kgz",2054,,,,9.4637740934
"khm",2054,,,,1.82184468683
"kir",2054,,,,27.7545860874
"kor",2054,,,,0.290619873428
"kwt",2054,,,,4.74852915814
"lao",2054,,,,13.0406585885
"lbn",2054,,,,4.55837119926
"lbr",2054,,,,24.9695174034
"lby",2054,,,,10.1085248818
"lca",2054,,,,6.17172674615
"lka",2054,,,,3.98997674524
"lso",2054,,,,20.0242685848
"ltu",2054,,,,2.7797509696
"lux",2054,,,,0.846646177867
"lva",2054,,,,4.37230470644
"mac",2054,,,,1.155
"mar",2054,,,,8.49518772696
"mda",2054,,,,7.60348269613
"mdg",2054,,,,10.5741360741
"mdv",2054,,,,3.61395626344
"mex",2054,,,,9.52847004997
"mkd",2054,,,,3.94860558534
"mli",2054,,,,21.5518187529
"mlt",2054,,,,2.20183625721
"mmr",2054,,,,30.2354707216
"mne",2054,,,,4.63789494311
"mng",2054,,,,2.75897921159
"moz",2054,,,,33.8955890757
"mrt",2054,,,,51.530965523
"mtq",2054,,,,2.245
"mus",2054,,,,5.68241750793
"mwi",2054,,,,34.9995332134
"mys",2054,,,,5.8051749126
"myt",2054,,,,1.725
"nam",2054,,,,14.0049824059
"ncl",2054,,,,6.035
"ner",2054,,,,25.9655958208
"nga",2054,,,,49.9099727278
"nic",2054,,,,6.32910373662
"nld",2054,,,,1.53026620688
"nor",2054,,,,1.3045824363
"npl",2054,,,,11.8413904653
"nzl",2054,,,,2.28631199752
"omn",2054,,,,3.98052854467
"pak",2054,,,,34.1267589911
"pan",2054,,,,7.92572664383
"per",2054,,,,7.72986478154
"phl",2054,,,,13.6062543031
"png",2054,,,,33.878401792
"pol",2054,,,,2.74817429355
"pri",2054,,,,3.315
"prk",2054,,,,7.57794306841
"prt",2054,,,,1.25152179819
"pry",2054,,,,16.7292350109
"pse",2054,,,,10.930366981
"pyf",2054,,,,2.743
"qat",2054,,,,3.74301614041
"reu",2054,,,,1.738
"rou",2054,,,,6.17738888561
"rus",2054,,,,5.61958726017
"rwa",2054,,,,24.8382267796
"sau",2054,,,,6.92037046892
"sdn",2054,,,,30.4004609176
"sen",2054,,,,8.31690415851
"sgp",2054,,,,0.930380246906
"slb",2054,,,,9.71050733815
"sle",2054,,,,55.1802031435
"slv",2054,,,,5.70922960692
"som",2054,,,,43.5122200197
"srb",2054,,,,7.11202538854
"ssd",2054,,,,47.1358983111
"stp",2054,,,,35.3237543265
"sur",2054,,,,9.85276804093
"svk",2054,,,,5.1775017695
"svn",2054,,,,1.83040426863
"swe",2054,,,,1.58231491852
"swz",2054,,,,24.1427346519
"syc",2054,,,,5.06365735702
"syr",2054,,,,5.27209298971
"tcd",2054,,,,69.8912246474
"tgo",2054,,,,19.2368891232
"tha",2054,,,,4.91134990975
"tjk",2054,,,,19.3319505273
"tkm",2054,,,,32.7739474233
"tls",2054,,,,15.118339884
"ton",2054,,,,9.12936822292
"tto",2054,,,,13.1039863473
"tun",2054,,,,9.05090398796
"tur",2054,,,,5.01061495881
"tza",2054,,,,22.3579411252
"uga",2054,,,,39.7133210667
"ukr",2054,,,,6.95856135994
"ury",2054,,,,6.28271587119
"usa",2054,,,,3.15172778432
"uzb",2054,,,,33.9365478879
"vct",2054,,,,12.5023673603
"ven",2054,,,,5.91222266689
"vir",2054,,,,5.277
"vnm",2054,,,,10.9713041923
"vut",2054,,,,6.61665237997
"wsm",2054,,,,7.31192446423
"yem",2054,,,,32.3609528942
"zaf",2054,,,,21.3482876
"zmb",2054,,,,26.1922539424
"zwe",2054,,,,24.8351318121
"abw",2055,,,,9.236
"afg",2055,,,,36.983102217
"ago",2055,,,,46.5488761647
"alb",2055,,,,8.13787972373
"are",2055,,,,2.03964221209
"arg",2055,,,,6.14754713329
"arm",2055,,,,8.81362136759
"atg",2055,,,,3.94123733226
"aus",2055,,,,1.74174718586
"aut",2055,,,,1.31271573017
"aze",2055,,,,18.0113849016
"bdi",2055,,,,46.5078710879
"bel",2055,,,,1.56466176116
"ben",2055,,,,55.8689122863
"bfa",2055,,,,35.0829945981
"bgd",2055,,,,11.8236170943
"bgr",2055,,,,6.4903662963
"bhr",2055,,,,4.0378450911
"bhs",2055,,,,4.72258175501
"bih",2055,,,,4.41889277552
"blr",2055,,,,2.23375891145
"blz",2055,,,,7.76367565283
"bol",2055,,,,16.6212007306
"bra",2055,,,,6.41380942602
"brb",2055,,,,3.19837998462
"brn",2055,,,,1.68205936527
"btn",2055,,,,10.0511517186
"bwa",2055,,,,12.914726263
"caf",2055,,,,37.5969336166
"can",2055,,,,2.06770197695
"chanisl",2055,,,,4.676
"che",2055,,,,1.54108033582
"chl",2055,,,,2.14532043331
"chn",2055,,,,3.39533211969
"civ",2055,,,,25.1077661032
"cmr",2055,,,,39.9098467169
"cod",2055,,,,37.5755320633
"cog",2055,,,,23.2238177257
"col",2055,,,,6.79382965646
"com",2055,,,,28.6943694198
"cpv",2055,,,,7.81797236918
"cri",2055,,,,3.58034832866
"cub",2055,,,,2.31682112245
"cyp",2055,,,,2.0637072901
"cze",2055,,,,1.41898956372
"deu",2055,,,,1.38207638824
"dji",2055,,,,39.8448768083
"dnk",2055,,,,2.36128992694
"dom",2055,,,,10.3390223026
"dza",2055,,,,9.9372314778
"ecu",2055,,,,7.65269546105
"egy",2055,,,,8.36488688747
"eri",2055,,,,12.8318597006
"esh",2055,,,,12.142
"esp",2055,,,,1.63283925818
"est",2055,,,,2.66429361983
"eth",2055,,,,22.7959640468
"fin",2055,,,,1.16898811345
"fji",2055,,,,5.00527663816
"fra",2055,,,,1.58982236029
"fsm",2055,,,,17.9691004296
"gab",2055,,,,20.5929518057
"gbr",2055,,,,2.23138352589
"geo",2055,,,,7.71815241119
"gha",2055,,,,41.6556230626
"gin",2055,,,,18.0008979656
"glp",2055,,,,2.138
"gmb",2055,,,,44.9042337156
"gnb",2055,,,,75.4885700498
"gnq",2055,,,,30.1474386184
"grc",2055,,,,1.6889237415
"grd",2055,,,,4.02769432716
"gtm",2055,,,,9.73501876038
"guf",2055,,,,4.365
"gum",2055,,,,4.164
"guy",2055,,,,22.8616439767
"hkg",2055,,,,0.985
"hnd",2055,,,,12.1734014945
"hrv",2055,,,,2.28541970832
"hti",2055,,,,26.3255974043
"hun",2055,,,,4.68811437622
"idn",2055,,,,11.8588051532
"ind",2055,,,,11.9323772781
"irl",2055,,,,1.5149509759
"irn",2055,,,,7.33000722891
"irq",2055,,,,14.5020225846
"isl",2055,,,,1.24436671942
"isr",2055,,,,1.63317001184
"ita",2055,,,,1.19519930719
"jam",2055,,,,8.48929198611
"jor",2055,,,,6.46720423796
"jpn",2055,,,,1.07141908517
"kaz",2055,,,,6.87218648412
"ken",2055,,,,24.5094054878
"kgz",2055,,,,9.30130164252
"khm",2055,,,,1.76264540105
"kir",2055,,,,27.2506916556
"kor",2055,,,,0.282897107561
"kwt",2055,,,,4.6626880313
"lao",2055,,,,12.7623811058
"lbn",2055,,,,4.48078668699
"lbr",2055,,,,24.3454067339
"lby",2055,,,,9.92185211299
"lca",2055,,,,6.08455043869
"lka",2055,,,,3.91851119317
"lso",2055,,,,19.6676905849
"ltu",2055,,,,2.76539923823
"lux",2055,,,,0.836018819986
"lva",2055,,,,4.33144204563
"mac",2055,,,,1.129
"mar",2055,,,,8.37106166432
"mda",2055,,,,7.50910035738
"mdg",2055,,,,10.2961224892
"mdv",2055,,,,3.57217642224
"mex",2055,,,,9.35615034643
"mkd",2055,,,,3.8908303537
"mli",2055,,,,20.8069932529
"mlt",2055,,,,2.17251753208
"mmr",2055,,,,29.7598220213
"mne",2055,,,,4.61929637748
"mng",2055,,,,2.6237556864
"moz",2055,,,,33.1574872157
"mrt",2055,,,,50.7566778249
"mtq",2055,,,,2.2
"mus",2055,,,,5.56510732592
"mwi",2055,,,,34.5630366842
"mys",2055,,,,5.70891931796
"myt",2055,,,,1.698
"nam",2055,,,,13.7369569158
"ncl",2055,,,,5.93
"ner",2055,,,,25.4098434312
"nga",2055,,,,48.6783806776
"nic",2055,,,,6.23061294776
"nld",2055,,,,1.49555504859
"nor",2055,,,,1.28923440764
"npl",2055,,,,11.6659329201
"nzl",2055,,,,2.24481454554
"omn",2055,,,,3.93030794317
"pak",2055,,,,33.3349757405
"pan",2055,,,,7.80331093792
"per",2055,,,,7.57980767528
"phl",2055,,,,13.2959016524
"png",2055,,,,33.4109354844
"pol",2055,,,,2.71555208072
"pri",2055,,,,3.264
"prk",2055,,,,7.29580152277
"prt",2055,,,,1.23218260925
"pry",2055,,,,16.4178799369
"pse",2055,,,,10.7486875224
"pyf",2055,,,,2.702
"qat",2055,,,,3.6950941141
"reu",2055,,,,1.712
"rou",2055,,,,6.06709977684
"rus",2055,,,,5.56411451443
"rwa",2055,,,,24.3864022541
"sau",2055,,,,6.83418504334
"sdn",2055,,,,29.7491070607
"sen",2055,,,,8.09377258641
"sgp",2055,,,,0.916896475211
"slb",2055,,,,9.50452687946
"sle",2055,,,,54.0949530578
"slv",2055,,,,5.60730819863
"som",2055,,,,42.385164143
"srb",2055,,,,7.07309929981
"ssd",2055,,,,46.060793679
"stp",2055,,,,34.9085933424
"sur",2055,,,,9.70596221657
"svk",2055,,,,5.17049725753
"svn",2055,,,,1.80231334984
"swe",2055,,,,1.55941168181
"swz",2055,,,,23.6221186094
"syc",2055,,,,5.00236935061
"syr",2055,,,,5.13602661302
"tcd",2055,,,,68.111567389
"tgo",2055,,,,18.6636477916
"tha",2055,,,,4.81613299467
"tjk",2055,,,,18.9748863444
"tkm",2055,,,,32.1805812031
"tls",2055,,,,14.6520289635
"ton",2055,,,,8.98155154339
"tto",2055,,,,12.8477094613
"tun",2055,,,,8.94102340897
"tur",2055,,,,4.91703148877
"tza",2055,,,,22.0379469657
"uga",2055,,,,38.7862365151
"ukr",2055,,,,6.89451938021
"ury",2055,,,,6.19290933104
"usa",2055,,,,3.10831011917
"uzb",2055,,,,33.3004940883
"vct",2055,,,,12.3107988282
"ven",2055,,,,5.82164543941
"vir",2055,,,,5.199
"vnm",2055,,,,10.7748982067
"vut",2055,,,,6.50484926169
"wsm",2055,,,,7.2134368063
"yem",2055,,,,31.6259314136
"zaf",2055,,,,21.030168486
"zmb",2055,,,,25.8335339428
"zwe",2055,,,,24.5103712972
"abw",2056,,,,9.128
"afg",2056,,,,36.2419931523
"ago",2056,,,,45.2586050345
"alb",2056,,,,7.97887021064
"are",2056,,,,2.00249777682
"arg",2056,,,,6.04361565175
"arm",2056,,,,8.67346892849
"atg",2056,,,,3.85119868085
"aus",2056,,,,1.71268577564
"aut",2056,,,,1.29249046947
"aze",2056,,,,17.6349951169
"bdi",2056,,,,45.3680149397
"bel",2056,,,,1.54298508689
"ben",2056,,,,54.8592088184
"bfa",2056,,,,34.1252021465
"bgd",2056,,,,11.5900089909
"bgr",2056,,,,6.42815081182
"bhr",2056,,,,3.99050692216
"bhs",2056,,,,4.64631540691
"bih",2056,,,,4.36245312324
"blr",2056,,,,2.20186147214
"blz",2056,,,,7.62087139004
"bol",2056,,,,16.2704256402
"bra",2056,,,,6.29109106098
"brb",2056,,,,3.14005565764
"brn",2056,,,,1.64156780202
"btn",2056,,,,9.81953087487
"bwa",2056,,,,12.6694532107
"caf",2056,,,,36.3487534974
"can",2056,,,,2.03491192694
"chanisl",2056,,,,4.606
"che",2056,,,,1.51461139876
"chl",2056,,,,2.09934484337
"chn",2056,,,,3.30758979721
"civ",2056,,,,23.9244854709
"cmr",2056,,,,38.9158160482
"cod",2056,,,,36.6849076997
"cog",2056,,,,22.9099234369
"col",2056,,,,6.66728860822
"com",2056,,,,28.0870383329
"cpv",2056,,,,7.67018634694
"cri",2056,,,,3.51986208578
"cub",2056,,,,2.27515480027
"cyp",2056,,,,2.03504468885
"cze",2056,,,,1.4025375108
"deu",2056,,,,1.36088776068
"dji",2056,,,,39.0039675015
"dnk",2056,,,,2.32992368466
"dom",2056,,,,10.1889382173
"dza",2056,,,,9.72245796161
"ecu",2056,,,,7.49920817596
"egy",2056,,,,8.29631409488
"eri",2056,,,,12.524767085
"esh",2056,,,,11.876
"esp",2056,,,,1.60919124134
"est",2056,,,,2.6414062869
"eth",2056,,,,22.3732085018
"fin",2056,,,,1.15552936873
"fji",2056,,,,4.90670445054
"fra",2056,,,,1.5664139329
"fsm",2056,,,,17.6428510654
"gab",2056,,,,20.3060729215
"gbr",2056,,,,2.2068951202
"geo",2056,,,,7.5837652215
"gha",2056,,,,40.9403468302
"gin",2056,,,,17.350885633
"glp",2056,,,,2.102
"gmb",2056,,,,44.1725605987
"gnb",2056,,,,74.0700765876
"gnq",2056,,,,29.4443000606
"grc",2056,,,,1.66787067547
"grd",2056,,,,3.96004259281
"gtm",2056,,,,9.54150475246
"guf",2056,,,,4.278
"gum",2056,,,,4.085
"guy",2056,,,,22.4861137566
"hkg",2056,,,,0.969
"hnd",2056,,,,11.9413277014
"hrv",2056,,,,2.25852069693
"hti",2056,,,,25.7423887125
"hun",2056,,,,4.68811437622
"idn",2056,,,,11.5244654075
"ind",2056,,,,11.6194599753
"irl",2056,,,,1.5026343013
"irn",2056,,,,7.23572038929
"irq",2056,,,,14.1771840727
"isl",2056,,,,1.22756430939
"isr",2056,,,,1.6072149872
"ita",2056,,,,1.18092543012
"jam",2056,,,,8.35703322559
"jor",2056,,,,6.32853309407
"jpn",2056,,,,1.05085253966
"kaz",2056,,,,6.77065340232
"ken",2056,,,,24.1020036406
"kgz",2056,,,,9.14079855468
"khm",2056,,,,1.70611274976
"kir",2056,,,,26.7518462662
"kor",2056,,,,0.275174341694
"kwt",2056,,,,4.57886669567
"lao",2056,,,,12.492633201
"lbn",2056,,,,4.40432658794
"lbr",2056,,,,23.7538760668
"lby",2056,,,,9.74781864623
"lca",2056,,,,5.99826368539
"lka",2056,,,,3.85034405121
"lso",2056,,,,19.311112585
"ltu",2056,,,,2.75015052365
"lux",2056,,,,0.825391462105
"lva",2056,,,,4.2924799737
"mac",2056,,,,1.105
"mar",2056,,,,8.24991462719
"mda",2056,,,,7.41471801864
"mdg",2056,,,,10.0402345529
"mdv",2056,,,,3.53238609729
"mex",2056,,,,9.18614365905
"mkd",2056,,,,3.83400225701
"mli",2056,,,,20.1123807079
"mlt",2056,,,,2.14222151611
"mmr",2056,,,,29.2964745805
"mne",2056,,,,4.60167668374
"mng",2056,,,,2.50949704884
"moz",2056,,,,32.4837486683
"mrt",2056,,,,49.9927277462
"mtq",2056,,,,2.155
"mus",2056,,,,5.44998985759
"mwi",2056,,,,34.1442759056
"mys",2056,,,,5.61362627927
"myt",2056,,,,1.673
"nam",2056,,,,13.4689314257
"ncl",2056,,,,5.829
"ner",2056,,,,24.8772055172
"nga",2056,,,,47.4576093242
"nic",2056,,,,6.13469148382
"nld",2056,,,,1.4608438903
"nor",2056,,,,1.27292712718
"npl",2056,,,,11.4954599642
"nzl",2056,,,,2.20430512812
"omn",2056,,,,3.88227084609
"pak",2056,,,,32.5542033822
"pan",2056,,,,7.68181565084
"per",2056,,,,7.43648390071
"phl",2056,,,,12.9875194948
"png",2056,,,,32.9444251406
"pol",2056,,,,2.68391841978
"pri",2056,,,,3.213
"prk",2056,,,,7.02063874329
"prt",2056,,,,1.21284342032
"pry",2056,,,,16.1221414184
"pse",2056,,,,10.5721114193
"pyf",2056,,,,2.662
"qat",2056,,,,3.64819170536
"reu",2056,,,,1.687
"rou",2056,,,,5.96040705205
"rus",2056,,,,5.51260410767
"rwa",2056,,,,23.9389857728
"sau",2056,,,,6.75225568815
"sdn",2056,,,,29.1105829011
"sen",2056,,,,7.88865163447
"sgp",2056,,,,0.904536351158
"slb",2056,,,,9.30924670434
"sle",2056,,,,53.0447463655
"slv",2056,,,,5.50946364667
"som",2056,,,,41.2694661938
"srb",2056,,,,7.03760786596
"ssd",2056,,,,45.0485606627
"stp",2056,,,,34.4943802144
"sur",2056,,,,9.56649668342
"svk",2056,,,,5.16466016421
"svn",2056,,,,1.77422243104
"swe",2056,,,,1.53850003091
"swz",2056,,,,23.1223605814
"syc",2056,,,,4.9410813442
"syr",2056,,,,5.00858416162
"tcd",2056,,,,66.3446068531
"tgo",2056,,,,18.136830934
"tha",2056,,,,4.72296375519
"tjk",2056,,,,18.6196579672
"tkm",2056,,,,31.591453313
"tls",2056,,,,14.1996794478
"ton",2056,,,,8.83898723317
"tto",2056,,,,12.6015005957
"tun",2056,,,,8.83317765552
"tur",2056,,,,4.82832215778
"tza",2056,,,,21.7250637877
"uga",2056,,,,37.9122250133
"ukr",2056,,,,6.82847608861
"ury",2056,,,,6.10403827569
"usa",2056,,,,3.06587921913
"uzb",2056,,,,32.6644402887
"vct",2056,,,,12.1255318925
"ven",2056,,,,5.73015329043
"vir",2056,,,,5.122
"vnm",2056,,,,10.5883673823
"vut",2056,,,,6.39893051806
"wsm",2056,,,,7.11745838806
"yem",2056,,,,30.9088116023
"zaf",2056,,,,20.7172473968
"zmb",2056,,,,25.4748139432
"zwe",2056,,,,24.1932297973
"abw",2057,,,,9.023
"afg",2057,,,,35.5116389685
"ago",2057,,,,44.0108119662
"alb",2057,,,,7.82553960872
"are",2057,,,,1.96865506914
"arg",2057,,,,5.94176279984
"arm",2057,,,,8.53454589675
"atg",2057,,,,3.76627586191
"aus",2057,,,,1.68362436542
"aut",2057,,,,1.27226520877
"aze",2057,,,,17.2622331856
"bdi",2057,,,,44.2477364733
"bel",2057,,,,1.52229371599
"ben",2057,,,,53.8525344609
"bfa",2057,,,,33.2071109364
"bgd",2057,,,,11.3635106993
"bgr",2057,,,,6.36476145027
"bhr",2057,,,,3.94316875322
"bhs",2057,,,,4.57089646268
"bih",2057,,,,4.30822679066
"blr",2057,,,,2.16996403284
"blz",2057,,,,7.48038914778
"bol",2057,,,,15.9325738426
"bra",2057,,,,6.17141530002
"brb",2057,,,,3.08251949725
"brn",2057,,,,1.60174003488
"btn",2057,,,,9.59387451644
"bwa",2057,,,,12.4355882074
"caf",2057,,,,35.1607968546
"can",2057,,,,2.00212187694
"chanisl",2057,,,,4.538
"che",2057,,,,1.48912279269
"chl",2057,,,,2.0552331287
"chn",2057,,,,3.22379094988
"civ",2057,,,,22.7962636108
"cmr",2057,,,,37.9573249376
"cod",2057,,,,35.8473801767
"cog",2057,,,,22.6030045768
"col",2057,,,,6.54577568109
"com",2057,,,,27.4847683384
"cpv",2057,,,,7.52607202711
"cri",2057,,,,3.46156209264
"cub",2057,,,,2.2334884781
"cyp",2057,,,,2.00740575193
"cze",2057,,,,1.38608545789
"deu",2057,,,,1.34066225256
"dji",2057,,,,38.1829304295
"dnk",2057,,,,2.29953763744
"dom",2057,,,,10.0435151283
"dza",2057,,,,9.52464024934
"ecu",2057,,,,7.34752662364
"egy",2057,,,,8.23271034523
"eri",2057,,,,12.2302516415
"esh",2057,,,,11.619
"esp",2057,,,,1.58666932053
"est",2057,,,,2.61851895397
"eth",2057,,,,21.9545573796
"fin",2057,,,,1.142070624
"fji",2057,,,,4.81204385766
"fra",2057,,,,1.54398085665
"fsm",2057,,,,17.3203625007
"gab",2057,,,,20.0226092622
"gbr",2057,,,,2.18436578697
"geo",2057,,,,7.45507240426
"gha",2057,,,,40.2261240237
"gin",2057,,,,16.7277418548
"glp",2057,,,,2.067
"gmb",2057,,,,43.4629258287
"gnb",2057,,,,72.6771917201
"gnq",2057,,,,28.7998392608
"grc",2057,,,,1.64564799466
"grd",2057,,,,3.89480699183
"gtm",2057,,,,9.35479776994
"guf",2057,,,,4.194
"gum",2057,,,,4.009
"guy",2057,,,,22.112570469
"hkg",2057,,,,0.953
"hnd",2057,,,,11.7142807774
"hrv",2057,,,,2.23261794523
"hti",2057,,,,25.1813271863
"hun",2057,,,,4.68706039367
"idn",2057,,,,11.1993559001
"ind",2057,,,,11.3298342517
"irl",2057,,,,1.48937019019
"irn",2057,,,,7.14355235505
"irq",2057,,,,13.8608380709
"isl",2057,,,,1.21175027642
"isr",2057,,,,1.58125996257
"ita",2057,,,,1.16760314485
"jam",2057,,,,8.22692501402
"jor",2057,,,,6.19366115961
"jpn",2057,,,,1.03126535346
"kaz",2057,,,,6.67001096158
"ken",2057,,,,23.7001196513
"kgz",2057,,,,8.98423419293
"khm",2057,,,,1.65224673297
"kir",2057,,,,26.2600695362
"kor",2057,,,,0.267858037188
"kwt",2057,,,,4.49706515126
"lao",2057,,,,12.2314148743
"lbn",2057,,,,4.33011531533
"lbr",2057,,,,23.1959435271
"lby",2057,,,,9.58934124354
"lca",2057,,,,5.91286648626
"lka",2057,,,,3.7843758493
"lso",2057,,,,18.9579224995
"ltu",2057,,,,2.73579879228
"lux",2057,,,,0.814764104224
"lva",2057,,,,4.25541849064
"mac",2057,,,,1.081
"mar",2057,,,,8.13075360705
"mda",2057,,,,7.32033567989
"mdg",2057,,,,9.80262432635
"mdv",2057,,,,3.49558004672
"mex",2057,,,,9.01844998782
"mkd",2057,,,,3.7790684302
"mli",2057,,,,19.4669350147
"mlt",2057,,,,2.11094820931
"mmr",2057,,,,28.8403028745
"mne",2057,,,,4.58503586186
"mng",2057,,,,2.42039627643
"moz",2057,,,,31.8722971977
"mrt",2057,,,,49.2453178587
"mtq",2057,,,,2.112
"mus",2057,,,,5.33816145979
"mwi",2057,,,,33.7412802387
"mys",2057,,,,5.51640812869
"myt",2057,,,,1.648
"nam",2057,,,,13.2035081248
"ncl",2057,,,,5.73
"ner",2057,,,,24.369692033
"nga",2057,,,,46.23978907
"nic",2057,,,,6.03877001988
"nld",2057,,,,1.42811622677
"nor",2057,,,,1.25661984673
"npl",2057,,,,11.3289746799
"nzl",2057,,,,2.16280767614
"omn",2057,,,,3.83532550121
"pak",2057,,,,31.7864438965
"pan",2057,,,,7.56400203914
"per",2057,,,,7.29604583972
"phl",2057,,,,12.6870193092
"png",2057,,,,32.4807826882
"pol",2057,,,,2.65327331075
"pri",2057,,,,3.163
"prk",2057,,,,6.75345169654
"prt",2057,,,,1.19350423138
"pry",2057,,,,15.8381153164
"pse",2057,,,,10.4006386718
"pyf",2057,,,,2.623
"qat",2057,,,,3.60434814937
"reu",2057,,,,1.662
"rou",2057,,,,5.85611191659
"rus",2057,,,,5.4650560399
"rwa",2057,,,,23.4970793466
"sau",2057,,,,6.67245436817
"sdn",2057,,,,28.4760063406
"sen",2057,,,,7.69853953267
"sgp",2057,,,,0.892176227105
"slb",2057,,,,9.12413179861
"sle",2057,,,,52.0350585966
"slv",2057,,,,5.41569595104
"som",2057,,,,40.1721156658
"srb",2057,,,,7.00211643212
"ssd",2057,,,,44.1033907035
"stp",2057,,,,34.0858542232
"sur",2057,,,,9.4312256024
"svk",2057,,,,5.1588230709
"svn",2057,,,,1.747255149
"swe",2057,,,,1.51758838
"swz",2057,,,,22.6409576061
"syc",2057,,,,4.88085002756
"syr",2057,,,,4.88976563549
"tcd",2057,,,,64.5882269192
"tgo",2057,,,,17.6443278181
"tha",2057,,,,4.6338898669
"tjk",2057,,,,18.268101201
"tkm",2057,,,,31.002325423
"tls",2057,,,,13.7557067749
"ton",2057,,,,8.70167529229
"tto",2057,,,,12.3671903
"tun",2057,,,,8.72838414037
"tur",2057,,,,4.74253731024
"tza",2057,,,,21.4213232998
"uga",2057,,,,37.0924157752
"ukr",2057,,,,6.76243279702
"ury",2057,,,,6.01797367471
"usa",2057,,,,3.0244350842
"uzb",2057,,,,32.0245393895
"vct",2057,,,,11.945306234
"ven",2057,,,,5.64049098443
"vir",2057,,,,5.048
"vnm",2057,,,,10.4128089594
"vut",2057,,,,6.29628087146
"wsm",2057,,,,7.02461651943
"yem",2057,,,,30.2095934603
"zaf",2057,,,,20.4074451224
"zmb",2057,,,,25.1189409276
"zwe",2057,,,,23.8856120661
"abw",2058,,,,8.921
"afg",2058,,,,34.7988836807
"ago",2058,,,,42.8046120002
"alb",2058,,,,7.67930764579
"are",2058,,,,1.93728865713
"arg",2058,,,,5.84302789237
"arm",2058,,,,8.3993110871
"atg",2058,,,,3.68544570893
"aus",2058,,,,1.6545629552
"aut",2058,,,,1.25300305572
"aze",2058,,,,16.8912851809
"bdi",2058,,,,43.1481233379
"bel",2058,,,,1.50258764847
"ben",2058,,,,52.8549474346
"bfa",2058,,,,32.3307060299
"bgd",2058,,,,11.145137907
"bgr",2058,,,,6.30137208872
"bhr",2058,,,,3.89683777937
"bhs",2058,,,,4.49801973006
"bih",2058,,,,4.25510711793
"blr",2058,,,,2.13712843355
"blz",2058,,,,7.34222892605
"bol",2058,,,,15.6113377072
"bra",2058,,,,6.0537679418
"brb",2058,,,,3.02577150344
"brn",2058,,,,1.56323985999
"btn",2058,,,,9.37418264325
"bwa",2058,,,,12.2139461137
"caf",2058,,,,34.0427771524
"can",2058,,,,1.97029624016
"chanisl",2058,,,,4.471
"che",2058,,,,1.46461451763
"chl",2058,,,,2.01236399753
"chn",2058,,,,3.14393557773
"civ",2058,,,,21.7153729761
"cmr",2058,,,,37.0354503413
"cod",2058,,,,35.0599440128
"cog",2058,,,,22.3030611453
"col",2058,,,,6.42677681453
"com",2058,,,,26.8865472178
"cpv",2058,,,,7.38379355849
"cri",2058,,,,3.40544834924
"cub",2058,,,,2.19269020431
"cyp",2058,,,,1.97874315068
"cze",2058,,,,1.37066165829
"deu",2058,,,,1.32139986388
"dji",2058,,,,37.3849033136
"dnk",2058,,,,2.2701317853
"dom",2058,,,,9.90182083658
"dza",2058,,,,9.34264795404
"ecu",2058,,,,7.19765080409
"egy",2058,,,,8.17010040417
"eri",2058,,,,11.9493614675
"esh",2058,,,,11.37
"esp",2058,,,,1.56414739973
"est",2058,,,,2.59667195436
"eth",2058,,,,21.5430889972
"fin",2058,,,,1.12861187927
"fji",2058,,,,4.72129485953
"fra",2058,,,,1.52252313154
"fsm",2058,,,,17.0035151355
"gab",2058,,,,19.7434146339
"gbr",2058,,,,2.16183645375
"geo",2058,,,,7.33093508497
"gha",2058,,,,39.5108477912
"gin",2058,,,,16.1366336605
"glp",2058,,,,2.033
"gmb",2058,,,,42.7698198188
"gnb",2058,,,,71.3065751958
"gnq",2058,,,,28.1931709153
"grc",2058,,,,1.62459492863
"grd",2058,,,,3.83118214643
"gtm",2058,,,,9.17392538063
"guf",2058,,,,4.111
"gum",2058,,,,3.934
"guy",2058,,,,21.7439945123
"hkg",2058,,,,0.938
"hnd",2058,,,,11.4922607226
"hrv",2058,,,,2.20671519352
"hti",2058,,,,24.6360850639
"hun",2058,,,,4.68706039367
"idn",2058,,,,10.8875789593
"ind",2058,,,,11.0645127846
"irl",2058,,,,1.47610607908
"irn",2058,,,,7.05456252888
"irq",2058,,,,13.5529845793
"isl",2058,,,,1.19593624345
"isr",2058,,,,1.55530493793
"ita",2058,,,,1.15428085957
"jam",2058,,,,8.09896735141
"jor",2058,,,,6.05973902749
"jpn",2058,,,,1.01167816726
"kaz",2058,,,,6.56847787978
"ken",2058,,,,23.304673163
"kgz",2058,,,,8.83259323877
"khm",2058,,,,1.60104735067
"kir",2058,,,,25.778390891
"kor",2058,,,,0.260541732682
